path_id,split,family,parameter,parameter_index,replicate,control,mean_rho,best_miss_64,best_miss_512,exact_closure_64
calibration:irrational rotation:1:31,calibration,irrational rotation,3,1,31,shuffled,0.013246009093790295,,,False
calibration:irrational rotation:1:32,calibration,irrational rotation,3,1,32,chronological,1.0000000000000002,0.010309552285759381,0.0027624362093540728,False
calibration:irrational rotation:1:32,calibration,irrational rotation,3,1,32,shuffled,0.012916282519154436,,,False
calibration:irrational rotation:1:33,calibration,irrational rotation,3,1,33,chronological,1.0000000000000002,0.010309552285753188,0.0027624362093298703,False
calibration:irrational rotation:1:33,calibration,irrational rotation,3,1,33,shuffled,0.014156447432500614,,,False
calibration:irrational rotation:1:34,calibration,irrational rotation,3,1,34,chronological,1.0000000000000002,0.01030955228574812,0.002762436209310334,False
calibration:irrational rotation:1:34,calibration,irrational rotation,3,1,34,shuffled,0.012894101696627065,,,False
calibration:irrational rotation:1:35,calibration,irrational rotation,3,1,35,chronological,1.0000000000000004,0.01030955228575853,0.0027624362093503496,False
calibration:irrational rotation:1:35,calibration,irrational rotation,3,1,35,shuffled,0.013333100608486765,,,False
calibration:irrational rotation:1:36,calibration,irrational rotation,3,1,36,chronological,1.0000000000000002,0.01030955228574904,0.002762436209313609,False
calibration:irrational rotation:1:36,calibration,irrational rotation,3,1,36,shuffled,0.014411446340198008,,,False
calibration:irrational rotation:1:37,calibration,irrational rotation,3,1,37,chronological,1.0000000000000004,0.010309552285753122,0.0027624362093297233,False
calibration:irrational rotation:1:37,calibration,irrational rotation,3,1,37,shuffled,0.013231439464837048,,,False
calibration:irrational rotation:1:38,calibration,irrational rotation,3,1,38,chronological,1.0000000000000002,0.010309552285749044,0.0027624362093136424,False
calibration:irrational rotation:1:38,calibration,irrational rotation,3,1,38,shuffled,0.013753720856296397,,,False
calibration:irrational rotation:1:39,calibration,irrational rotation,3,1,39,chronological,1.0000000000000002,0.01030955228575994,0.00276243620935567,False
calibration:irrational rotation:1:39,calibration,irrational rotation,3,1,39,shuffled,0.013481628130587408,,,False
calibration:irrational rotation:1:40,calibration,irrational rotation,3,1,40,chronological,1.0000000000000002,0.010309552285759145,0.002762436209352631,False
calibration:irrational rotation:1:40,calibration,irrational rotation,3,1,40,shuffled,0.012553540577867318,,,False
calibration:irrational rotation:1:41,calibration,irrational rotation,3,1,41,chronological,1.0,0.010309552285750272,0.0027624362093180447,False
calibration:irrational rotation:1:41,calibration,irrational rotation,3,1,41,shuffled,0.013133575270871526,,,False
calibration:irrational rotation:1:42,calibration,irrational rotation,3,1,42,chronological,1.0000000000000002,0.01030955228575731,0.00276243620934546,False
calibration:irrational rotation:1:42,calibration,irrational rotation,3,1,42,shuffled,0.01404348452287794,,,False
calibration:irrational rotation:1:43,calibration,irrational rotation,3,1,43,chronological,1.0,0.010309552285754104,0.0027624362093330713,False
calibration:irrational rotation:1:43,calibration,irrational rotation,3,1,43,shuffled,0.013126309653504638,,,False
calibration:irrational rotation:1:44,calibration,irrational rotation,3,1,44,chronological,1.0000000000000002,0.010309552285752251,0.0027624362093258952,False
calibration:irrational rotation:1:44,calibration,irrational rotation,3,1,44,shuffled,0.014612637779093699,,,False
calibration:irrational rotation:1:45,calibration,irrational rotation,3,1,45,chronological,1.0000000000000002,0.010309552285749372,0.0027624362093147435,False
calibration:irrational rotation:1:45,calibration,irrational rotation,3,1,45,shuffled,0.013508503373680111,,,False
calibration:irrational rotation:1:46,calibration,irrational rotation,3,1,46,chronological,1.0000000000000004,0.010309552285759343,0.002762436209354081,False
calibration:irrational rotation:1:46,calibration,irrational rotation,3,1,46,shuffled,0.013629915309248865,,,False
calibration:irrational rotation:1:47,calibration,irrational rotation,3,1,47,chronological,1.0000000000000002,0.010309552285748484,0.0027624362093115976,False
calibration:irrational rotation:1:47,calibration,irrational rotation,3,1,47,shuffled,0.013474552033606674,,,False
calibration:irrational rotation:2:0,calibration,irrational rotation,5,2,0,chronological,1.0000000000000002,0.026311234992853032,0.0014662748717751083,False
calibration:irrational rotation:2:0,calibration,irrational rotation,5,2,0,shuffled,0.013569673507563614,,,False
calibration:irrational rotation:2:1,calibration,irrational rotation,5,2,1,chronological,1.0000000000000004,0.026311234992853448,0.0014662748717831908,False
calibration:irrational rotation:2:1,calibration,irrational rotation,5,2,1,shuffled,0.013866523533598213,,,False
calibration:irrational rotation:2:2,calibration,irrational rotation,5,2,2,chronological,1.0000000000000004,0.0263112349928535,0.0014662748717840823,False
calibration:irrational rotation:2:2,calibration,irrational rotation,5,2,2,shuffled,0.01424909377700982,,,False
calibration:irrational rotation:2:3,calibration,irrational rotation,5,2,3,chronological,1.0000000000000002,0.026311234992853653,0.001466274871787057,False
calibration:irrational rotation:2:3,calibration,irrational rotation,5,2,3,shuffled,0.013408358034747735,,,False
calibration:irrational rotation:2:4,calibration,irrational rotation,5,2,4,chronological,1.0000000000000002,0.026311234992853712,0.0014662748717879498,False
calibration:irrational rotation:2:4,calibration,irrational rotation,5,2,4,shuffled,0.013048363978862495,,,False
calibration:irrational rotation:2:5,calibration,irrational rotation,5,2,5,chronological,1.0000000000000004,0.026311234992852983,0.0014662748717741533,False
calibration:irrational rotation:2:5,calibration,irrational rotation,5,2,5,shuffled,0.013246691505342054,,,False
calibration:irrational rotation:2:6,calibration,irrational rotation,5,2,6,chronological,1.0000000000000002,0.026311234992853764,0.001466274871789174,False
calibration:irrational rotation:2:6,calibration,irrational rotation,5,2,6,shuffled,0.013424132983429232,,,False
calibration:irrational rotation:2:7,calibration,irrational rotation,5,2,7,chronological,1.0000000000000002,0.026311234992853604,0.0014662748717858473,False
calibration:irrational rotation:2:7,calibration,irrational rotation,5,2,7,shuffled,0.013086295271960126,,,False
calibration:irrational rotation:2:8,calibration,irrational rotation,5,2,8,chronological,1.0000000000000004,0.026311234992853278,0.0014662748717797424,False
calibration:irrational rotation:2:8,calibration,irrational rotation,5,2,8,shuffled,0.012771335146081357,,,False
calibration:irrational rotation:2:9,calibration,irrational rotation,5,2,9,chronological,1.0000000000000002,0.0263112349928532,0.0014662748717784969,False
calibration:irrational rotation:2:9,calibration,irrational rotation,5,2,9,shuffled,0.012878928458027235,,,False
calibration:irrational rotation:2:10,calibration,irrational rotation,5,2,10,chronological,1.0000000000000002,0.026311234992853733,0.0014662748717887083,False
calibration:irrational rotation:2:10,calibration,irrational rotation,5,2,10,shuffled,0.013884068300363917,,,False
calibration:irrational rotation:2:11,calibration,irrational rotation,5,2,11,chronological,1.0000000000000002,0.02631123499285355,0.001466274871785334,False
calibration:irrational rotation:2:11,calibration,irrational rotation,5,2,11,shuffled,0.012880728580545432,,,False
calibration:irrational rotation:2:12,calibration,irrational rotation,5,2,12,chronological,1.0000000000000004,0.026311234992853372,0.0014662748717813952,False
calibration:irrational rotation:2:12,calibration,irrational rotation,5,2,12,shuffled,0.0137478463117287,,,False
calibration:irrational rotation:2:13,calibration,irrational rotation,5,2,13,chronological,1.0000000000000002,0.02631123499285373,0.0014662748717886394,False
calibration:irrational rotation:2:13,calibration,irrational rotation,5,2,13,shuffled,0.013188752993862695,,,False
calibration:irrational rotation:2:14,calibration,irrational rotation,5,2,14,chronological,1.0000000000000004,0.026311234992853805,0.0014662748717901017,False
calibration:irrational rotation:2:14,calibration,irrational rotation,5,2,14,shuffled,0.014133405882090111,,,False
calibration:irrational rotation:2:15,calibration,irrational rotation,5,2,15,chronological,1.0000000000000002,0.02631123499285346,0.001466274871783314,False
calibration:irrational rotation:2:15,calibration,irrational rotation,5,2,15,shuffled,0.013456627152140594,,,False
calibration:irrational rotation:2:16,calibration,irrational rotation,5,2,16,chronological,1.0000000000000002,0.026311234992853053,0.00146627487177544,False
calibration:irrational rotation:2:16,calibration,irrational rotation,5,2,16,shuffled,0.01376806986332357,,,False
calibration:irrational rotation:2:17,calibration,irrational rotation,5,2,17,chronological,1.0000000000000002,0.02631123499285366,0.0014662748717870894,False
calibration:irrational rotation:2:17,calibration,irrational rotation,5,2,17,shuffled,0.012760693869301148,,,False
calibration:irrational rotation:2:18,calibration,irrational rotation,5,2,18,chronological,1.0000000000000002,0.02631123499285357,0.001466274871785575,False
calibration:irrational rotation:2:18,calibration,irrational rotation,5,2,18,shuffled,0.013238402501193597,,,False
calibration:irrational rotation:2:19,calibration,irrational rotation,5,2,19,chronological,1.0000000000000004,0.026311234992853486,0.0014662748717835356,False
calibration:irrational rotation:2:19,calibration,irrational rotation,5,2,19,shuffled,0.012994950520936396,,,False
calibration:irrational rotation:2:20,calibration,irrational rotation,5,2,20,chronological,1.0000000000000002,0.026311234992852876,0.0014662748717720715,False
calibration:irrational rotation:2:20,calibration,irrational rotation,5,2,20,shuffled,0.01395447145347969,,,False
calibration:irrational rotation:2:21,calibration,irrational rotation,5,2,21,chronological,1.0000000000000002,0.026311234992852914,0.001466274871772685,False
calibration:irrational rotation:2:21,calibration,irrational rotation,5,2,21,shuffled,0.013521434276895856,,,False
calibration:irrational rotation:2:22,calibration,irrational rotation,5,2,22,chronological,1.0000000000000004,0.026311234992853125,0.0014662748717766962,False
calibration:irrational rotation:2:22,calibration,irrational rotation,5,2,22,shuffled,0.013095244227116455,,,False
calibration:irrational rotation:2:23,calibration,irrational rotation,5,2,23,chronological,1.0000000000000002,0.026311234992853254,0.0014662748717794874,False
calibration:irrational rotation:2:23,calibration,irrational rotation,5,2,23,shuffled,0.013610442486596711,,,False
calibration:irrational rotation:2:24,calibration,irrational rotation,5,2,24,chronological,1.0000000000000002,0.026311234992852983,0.0014662748717741499,False
calibration:irrational rotation:2:24,calibration,irrational rotation,5,2,24,shuffled,0.013485196369764857,,,False
calibration:irrational rotation:2:25,calibration,irrational rotation,5,2,25,chronological,1.0000000000000002,0.02631123499285298,0.0014662748717740929,False
calibration:irrational rotation:2:25,calibration,irrational rotation,5,2,25,shuffled,0.013867631484383625,,,False
calibration:irrational rotation:2:26,calibration,irrational rotation,5,2,26,chronological,1.0000000000000002,0.02631123499285312,0.0014662748717765724,False
calibration:irrational rotation:2:26,calibration,irrational rotation,5,2,26,shuffled,0.01364666194644723,,,False
calibration:irrational rotation:2:27,calibration,irrational rotation,5,2,27,chronological,1.0000000000000002,0.026311234992852955,0.001466274871773903,False
calibration:irrational rotation:2:27,calibration,irrational rotation,5,2,27,shuffled,0.014148930567990816,,,False
calibration:irrational rotation:2:28,calibration,irrational rotation,5,2,28,chronological,1.0000000000000004,0.02631123499285379,0.0014662748717899315,False
calibration:irrational rotation:2:28,calibration,irrational rotation,5,2,28,shuffled,0.013469189747571797,,,False
calibration:irrational rotation:2:29,calibration,irrational rotation,5,2,29,chronological,1.0000000000000004,0.026311234992853504,0.0014662748717841276,False
calibration:irrational rotation:2:29,calibration,irrational rotation,5,2,29,shuffled,0.013479784437233576,,,False
calibration:irrational rotation:2:30,calibration,irrational rotation,5,2,30,chronological,1.0000000000000004,0.026311234992853046,0.0014662748717751473,False
calibration:irrational rotation:2:30,calibration,irrational rotation,5,2,30,shuffled,0.013384864067085105,,,False
calibration:irrational rotation:2:31,calibration,irrational rotation,5,2,31,chronological,1.0000000000000002,0.026311234992853084,0.0014662748717761847,False
calibration:irrational rotation:2:31,calibration,irrational rotation,5,2,31,shuffled,0.014193970296404138,,,False
calibration:irrational rotation:2:32,calibration,irrational rotation,5,2,32,chronological,1.0000000000000002,0.026311234992852935,0.0014662748717732062,False
calibration:irrational rotation:2:32,calibration,irrational rotation,5,2,32,shuffled,0.01308193765067372,,,False
calibration:irrational rotation:2:33,calibration,irrational rotation,5,2,33,chronological,1.0,0.02631123499285319,0.0014662748717780007,False
calibration:irrational rotation:2:33,calibration,irrational rotation,5,2,33,shuffled,0.013574258317688253,,,False
calibration:irrational rotation:2:34,calibration,irrational rotation,5,2,34,chronological,1.0000000000000004,0.026311234992853094,0.0014662748717762426,False
calibration:irrational rotation:2:34,calibration,irrational rotation,5,2,34,shuffled,0.013261835051668357,,,False
calibration:irrational rotation:2:35,calibration,irrational rotation,5,2,35,chronological,1.0000000000000004,0.026311234992853434,0.0014662748717825704,False
calibration:irrational rotation:2:35,calibration,irrational rotation,5,2,35,shuffled,0.014273737265877523,,,False
calibration:irrational rotation:2:36,calibration,irrational rotation,5,2,36,chronological,1.0000000000000002,0.02631123499285345,0.0014662748717832615,False
calibration:irrational rotation:2:36,calibration,irrational rotation,5,2,36,shuffled,0.013718638452949098,,,False
calibration:irrational rotation:2:37,calibration,irrational rotation,5,2,37,chronological,1.0000000000000002,0.026311234992853757,0.0014662748717891717,False
calibration:irrational rotation:2:37,calibration,irrational rotation,5,2,37,shuffled,0.013220618359585882,,,False
calibration:irrational rotation:2:38,calibration,irrational rotation,5,2,38,chronological,1.0000000000000002,0.026311234992853164,0.0014662748717774662,False
calibration:irrational rotation:2:38,calibration,irrational rotation,5,2,38,shuffled,0.014321871796612162,,,False
calibration:irrational rotation:2:39,calibration,irrational rotation,5,2,39,chronological,1.0000000000000004,0.026311234992853594,0.0014662748717856695,False
calibration:irrational rotation:2:39,calibration,irrational rotation,5,2,39,shuffled,0.01272211155431667,,,False
calibration:irrational rotation:2:40,calibration,irrational rotation,5,2,40,chronological,1.0000000000000002,0.02631123499285336,0.0014662748717812247,False
calibration:irrational rotation:2:40,calibration,irrational rotation,5,2,40,shuffled,0.013449992338866689,,,False
calibration:irrational rotation:2:41,calibration,irrational rotation,5,2,41,chronological,1.0000000000000002,0.026311234992853552,0.0014662748717853462,False
calibration:irrational rotation:2:41,calibration,irrational rotation,5,2,41,shuffled,0.013769526078783293,,,False
calibration:irrational rotation:2:42,calibration,irrational rotation,5,2,42,chronological,1.0000000000000002,0.02631123499285315,0.0014662748717773838,False
calibration:irrational rotation:2:42,calibration,irrational rotation,5,2,42,shuffled,0.013500808189638568,,,False
calibration:irrational rotation:2:43,calibration,irrational rotation,5,2,43,chronological,1.0000000000000002,0.02631123499285371,0.0014662748717878995,False
calibration:irrational rotation:2:43,calibration,irrational rotation,5,2,43,shuffled,0.013283888818172645,,,False
calibration:irrational rotation:2:44,calibration,irrational rotation,5,2,44,chronological,1.0000000000000002,0.02631123499285335,0.001466274871781035,False
calibration:irrational rotation:2:44,calibration,irrational rotation,5,2,44,shuffled,0.0143676490125694,,,False
calibration:irrational rotation:2:45,calibration,irrational rotation,5,2,45,chronological,1.0000000000000004,0.026311234992853264,0.001466274871779677,False
calibration:irrational rotation:2:45,calibration,irrational rotation,5,2,45,shuffled,0.012331529600426699,,,False
calibration:irrational rotation:2:46,calibration,irrational rotation,5,2,46,chronological,1.0,0.02631123499285298,0.0014662748717741466,False
calibration:irrational rotation:2:46,calibration,irrational rotation,5,2,46,shuffled,0.013464940825882867,,,False
calibration:irrational rotation:2:47,calibration,irrational rotation,5,2,47,chronological,1.0000000000000002,0.026311234992853424,0.0014662748717825481,False
calibration:irrational rotation:2:47,calibration,irrational rotation,5,2,47,shuffled,0.013064621611319233,,,False
calibration:irrational rotation:3:0,calibration,irrational rotation,7,3,0,chronological,1.0000000000000002,0.007874137799289112,0.0022953318156538065,False
calibration:irrational rotation:3:0,calibration,irrational rotation,7,3,0,shuffled,0.013193559526220202,,,False
calibration:irrational rotation:3:1,calibration,irrational rotation,7,3,1,chronological,1.0000000000000002,0.007874137799296526,0.0022953318155657008,False
calibration:irrational rotation:3:1,calibration,irrational rotation,7,3,1,shuffled,0.01311211908044303,,,False
calibration:irrational rotation:3:2,calibration,irrational rotation,7,3,2,chronological,1.0,0.007874137799293503,0.002295331815601588,False
calibration:irrational rotation:3:2,calibration,irrational rotation,7,3,2,shuffled,0.013750919857476672,,,False
calibration:irrational rotation:3:3,calibration,irrational rotation,7,3,3,chronological,1.0000000000000002,0.007874137799294911,0.0022953318155858916,False
calibration:irrational rotation:3:3,calibration,irrational rotation,7,3,3,shuffled,0.013115140177909546,,,False
calibration:irrational rotation:3:4,calibration,irrational rotation,7,3,4,chronological,1.0000000000000004,0.007874137799289537,0.002295331815648074,False
calibration:irrational rotation:3:4,calibration,irrational rotation,7,3,4,shuffled,0.012962892767475873,,,False
calibration:irrational rotation:3:5,calibration,irrational rotation,7,3,5,chronological,1.0000000000000002,0.00787413779929276,0.0022953318156117676,False
calibration:irrational rotation:3:5,calibration,irrational rotation,7,3,5,shuffled,0.014620077931411457,,,False
calibration:irrational rotation:3:6,calibration,irrational rotation,7,3,6,chronological,1.0000000000000002,0.007874137799295347,0.0022953318155809134,False
calibration:irrational rotation:3:6,calibration,irrational rotation,7,3,6,shuffled,0.013701768725541068,,,False
calibration:irrational rotation:3:7,calibration,irrational rotation,7,3,7,chronological,1.0,0.007874137799287584,0.0022953318156729192,False
calibration:irrational rotation:3:7,calibration,irrational rotation,7,3,7,shuffled,0.014236369288669053,,,False
calibration:irrational rotation:3:8,calibration,irrational rotation,7,3,8,chronological,1.0000000000000002,0.007874137799290613,0.0022953318156370443,False
calibration:irrational rotation:3:8,calibration,irrational rotation,7,3,8,shuffled,0.013917069716993202,,,False
calibration:irrational rotation:3:9,calibration,irrational rotation,7,3,9,chronological,1.0000000000000002,0.007874137799286167,0.00229533181568859,False
calibration:irrational rotation:3:9,calibration,irrational rotation,7,3,9,shuffled,0.013457174469007852,,,False
calibration:irrational rotation:3:10,calibration,irrational rotation,7,3,10,chronological,1.0000000000000002,0.007874137799291909,0.002295331815621537,False
calibration:irrational rotation:3:10,calibration,irrational rotation,7,3,10,shuffled,0.013347475465522916,,,False
calibration:irrational rotation:3:11,calibration,irrational rotation,7,3,11,chronological,1.0000000000000002,0.007874137799286678,0.0022953318156804033,False
calibration:irrational rotation:3:11,calibration,irrational rotation,7,3,11,shuffled,0.013941139890487373,,,False
calibration:irrational rotation:3:12,calibration,irrational rotation,7,3,12,chronological,1.0000000000000002,0.007874137799295144,0.002295331815582124,False
calibration:irrational rotation:3:12,calibration,irrational rotation,7,3,12,shuffled,0.012356784470891335,,,False
calibration:irrational rotation:3:13,calibration,irrational rotation,7,3,13,chronological,1.0000000000000002,0.007874137799289112,0.0022953318156537913,False
calibration:irrational rotation:3:13,calibration,irrational rotation,7,3,13,shuffled,0.013575866376170014,,,False
calibration:irrational rotation:3:14,calibration,irrational rotation,7,3,14,chronological,1.0000000000000002,0.007874137799286604,0.0022953318156806466,False
calibration:irrational rotation:3:14,calibration,irrational rotation,7,3,14,shuffled,0.012904970900854216,,,False
calibration:irrational rotation:3:15,calibration,irrational rotation,7,3,15,chronological,1.0000000000000002,0.007874137799289261,0.002295331815652676,False
calibration:irrational rotation:3:15,calibration,irrational rotation,7,3,15,shuffled,0.012941951944261187,,,False
calibration:irrational rotation:3:16,calibration,irrational rotation,7,3,16,chronological,1.0000000000000002,0.007874137799292736,0.002295331815611991,False
calibration:irrational rotation:3:16,calibration,irrational rotation,7,3,16,shuffled,0.013260370188944102,,,False
calibration:irrational rotation:3:17,calibration,irrational rotation,7,3,17,chronological,1.0000000000000002,0.00787413779929137,0.0022953318156276182,False
calibration:irrational rotation:3:17,calibration,irrational rotation,7,3,17,shuffled,0.013880006186780227,,,False
calibration:irrational rotation:3:18,calibration,irrational rotation,7,3,18,chronological,1.0,0.007874137799289473,0.0022953318156482987,False
calibration:irrational rotation:3:18,calibration,irrational rotation,7,3,18,shuffled,0.012853964459750379,,,False
calibration:irrational rotation:3:19,calibration,irrational rotation,7,3,19,chronological,1.0,0.007874137799291825,0.002295331815621816,False
calibration:irrational rotation:3:19,calibration,irrational rotation,7,3,19,shuffled,0.013418321241970205,,,False
calibration:irrational rotation:3:20,calibration,irrational rotation,7,3,20,chronological,1.0000000000000002,0.007874137799292493,0.0022953318156124646,False
calibration:irrational rotation:3:20,calibration,irrational rotation,7,3,20,shuffled,0.013609741181115475,,,False
calibration:irrational rotation:3:21,calibration,irrational rotation,7,3,21,chronological,1.0000000000000002,0.007874137799293333,0.0022953318156027627,False
calibration:irrational rotation:3:21,calibration,irrational rotation,7,3,21,shuffled,0.01291493719719266,,,False
calibration:irrational rotation:3:22,calibration,irrational rotation,7,3,22,chronological,1.0000000000000002,0.007874137799289107,0.002295331815653814,False
calibration:irrational rotation:3:22,calibration,irrational rotation,7,3,22,shuffled,0.013268969695064737,,,False
calibration:irrational rotation:3:23,calibration,irrational rotation,7,3,23,chronological,1.0000000000000002,0.007874137799289124,0.002295331815653043,False
calibration:irrational rotation:3:23,calibration,irrational rotation,7,3,23,shuffled,0.013367244790008573,,,False
calibration:irrational rotation:3:24,calibration,irrational rotation,7,3,24,chronological,1.0000000000000002,0.007874137799286078,0.002295331815688875,False
calibration:irrational rotation:3:24,calibration,irrational rotation,7,3,24,shuffled,0.01262037768539383,,,False
calibration:irrational rotation:3:25,calibration,irrational rotation,7,3,25,chronological,1.0000000000000002,0.007874137799289097,0.002295331815653837,False
calibration:irrational rotation:3:25,calibration,irrational rotation,7,3,25,shuffled,0.012661301320911294,,,False
calibration:irrational rotation:3:26,calibration,irrational rotation,7,3,26,chronological,1.0000000000000002,0.007874137799296197,0.002295331815571165,False
calibration:irrational rotation:3:26,calibration,irrational rotation,7,3,26,shuffled,0.014184663739653342,,,False
calibration:irrational rotation:3:27,calibration,irrational rotation,7,3,27,chronological,1.0000000000000002,0.007874137799290486,0.0022953318156373613,False
calibration:irrational rotation:3:27,calibration,irrational rotation,7,3,27,shuffled,0.01287800391241007,,,False
calibration:irrational rotation:3:28,calibration,irrational rotation,7,3,28,chronological,1.0000000000000002,0.007874137799290313,0.002295331815638544,False
calibration:irrational rotation:3:28,calibration,irrational rotation,7,3,28,shuffled,0.01335312235798785,,,False
calibration:irrational rotation:3:29,calibration,irrational rotation,7,3,29,chronological,1.0000000000000002,0.00787413779928996,0.002295331815643279,False
calibration:irrational rotation:3:29,calibration,irrational rotation,7,3,29,shuffled,0.012383032248872505,,,False
calibration:irrational rotation:3:30,calibration,irrational rotation,7,3,30,chronological,1.0,0.00787413779928887,0.0022953318156574217,False
calibration:irrational rotation:3:30,calibration,irrational rotation,7,3,30,shuffled,0.013613771247191927,,,False
calibration:irrational rotation:3:31,calibration,irrational rotation,7,3,31,chronological,1.0000000000000002,0.007874137799294254,0.002295331815595032,False
calibration:irrational rotation:3:31,calibration,irrational rotation,7,3,31,shuffled,0.013248150047457784,,,False
calibration:irrational rotation:3:32,calibration,irrational rotation,7,3,32,chronological,1.0,0.007874137799291126,0.002295331815628884,False
calibration:irrational rotation:3:32,calibration,irrational rotation,7,3,32,shuffled,0.01343161695003486,,,False
calibration:irrational rotation:3:33,calibration,irrational rotation,7,3,33,chronological,1.0000000000000002,0.007874137799289622,0.0022953318156479843,False
calibration:irrational rotation:3:33,calibration,irrational rotation,7,3,33,shuffled,0.013597838807070564,,,False
calibration:irrational rotation:3:34,calibration,irrational rotation,7,3,34,chronological,1.0,0.00787413779928964,0.0022953318156447968,False
calibration:irrational rotation:3:34,calibration,irrational rotation,7,3,34,shuffled,0.014258560248806978,,,False
calibration:irrational rotation:3:35,calibration,irrational rotation,7,3,35,chronological,1.0000000000000002,0.007874137799291053,0.002295331815628949,False
calibration:irrational rotation:3:35,calibration,irrational rotation,7,3,35,shuffled,0.012879493765186833,,,False
calibration:irrational rotation:3:36,calibration,irrational rotation,7,3,36,chronological,1.0000000000000002,0.007874137799289364,0.0022953318156492455,False
calibration:irrational rotation:3:36,calibration,irrational rotation,7,3,36,shuffled,0.012582210016028526,,,False
calibration:irrational rotation:3:37,calibration,irrational rotation,7,3,37,chronological,1.0000000000000002,0.00787413779929377,0.00229533181559773,False
calibration:irrational rotation:3:37,calibration,irrational rotation,7,3,37,shuffled,0.013564096097890103,,,False
calibration:irrational rotation:3:38,calibration,irrational rotation,7,3,38,chronological,1.0000000000000002,0.007874137799295437,0.0022953318155808193,False
calibration:irrational rotation:3:38,calibration,irrational rotation,7,3,38,shuffled,0.013888492910327729,,,False
calibration:irrational rotation:3:39,calibration,irrational rotation,7,3,39,chronological,1.0,0.00787413779929383,0.002295331815597668,False
calibration:irrational rotation:3:39,calibration,irrational rotation,7,3,39,shuffled,0.013140112234776968,,,False
calibration:irrational rotation:3:40,calibration,irrational rotation,7,3,40,chronological,1.0000000000000002,0.00787413779928994,0.0022953318156433023,False
calibration:irrational rotation:3:40,calibration,irrational rotation,7,3,40,shuffled,0.01329051251710208,,,False
calibration:irrational rotation:3:41,calibration,irrational rotation,7,3,41,chronological,1.0000000000000002,0.00787413779929585,0.002295331815575846,False
calibration:irrational rotation:3:41,calibration,irrational rotation,7,3,41,shuffled,0.013650571148796193,,,False
calibration:irrational rotation:3:42,calibration,irrational rotation,7,3,42,chronological,1.0,0.007874137799287605,0.0022953318156697516,False
calibration:irrational rotation:3:42,calibration,irrational rotation,7,3,42,shuffled,0.013827296650750996,,,False
calibration:irrational rotation:3:43,calibration,irrational rotation,7,3,43,chronological,1.0000000000000002,0.007874137799294757,0.0022953318155870322,False
calibration:irrational rotation:3:43,calibration,irrational rotation,7,3,43,shuffled,0.013045032377983865,,,False
calibration:irrational rotation:3:44,calibration,irrational rotation,7,3,44,chronological,1.0000000000000002,0.007874137799291825,0.002295331815621828,False
calibration:irrational rotation:3:44,calibration,irrational rotation,7,3,44,shuffled,0.013023436898997568,,,False
calibration:irrational rotation:3:45,calibration,irrational rotation,7,3,45,chronological,1.0000000000000004,0.0078741377992887,0.0022953318156585766,False
calibration:irrational rotation:3:45,calibration,irrational rotation,7,3,45,shuffled,0.013872321691110131,,,False
calibration:irrational rotation:3:46,calibration,irrational rotation,7,3,46,chronological,1.0,0.007874137799287577,0.002295331815672924,False
calibration:irrational rotation:3:46,calibration,irrational rotation,7,3,46,shuffled,0.013021323315437894,,,False
calibration:irrational rotation:3:47,calibration,irrational rotation,7,3,47,chronological,1.0000000000000002,0.007874137799294337,0.002295331815591794,False
calibration:irrational rotation:3:47,calibration,irrational rotation,7,3,47,shuffled,0.013062132921353909,,,False
calibration:irrational rotation:4:0,calibration,irrational rotation,11,4,0,chronological,0.9999999999999999,0.005025157352023869,0.0015910893930467646,False
calibration:irrational rotation:4:0,calibration,irrational rotation,11,4,0,shuffled,0.013250734899207705,,,False
calibration:irrational rotation:4:1,calibration,irrational rotation,11,4,1,chronological,1.0000000000000002,0.005025157352021342,0.0015910893930641162,False
calibration:irrational rotation:4:1,calibration,irrational rotation,11,4,1,shuffled,0.013595003091516239,,,False
calibration:irrational rotation:4:2,calibration,irrational rotation,11,4,2,chronological,1.0,0.005025157352022858,0.0015910893930531896,False
calibration:irrational rotation:4:2,calibration,irrational rotation,11,4,2,shuffled,0.013883943844190803,,,False
calibration:irrational rotation:4:3,calibration,irrational rotation,11,4,3,chronological,1.0000000000000002,0.005025157352020316,0.0015910893930706684,False
calibration:irrational rotation:4:3,calibration,irrational rotation,11,4,3,shuffled,0.013776587562550454,,,False
calibration:irrational rotation:4:4,calibration,irrational rotation,11,4,4,chronological,1.0,0.005025157352019961,0.0015910893930734128,False
calibration:irrational rotation:4:4,calibration,irrational rotation,11,4,4,shuffled,0.013491577302318689,,,False
calibration:irrational rotation:4:5,calibration,irrational rotation,11,4,5,chronological,1.0000000000000002,0.005025157352024022,0.0015910893930451539,False
calibration:irrational rotation:4:5,calibration,irrational rotation,11,4,5,shuffled,0.013347043094616021,,,False
calibration:irrational rotation:4:6,calibration,irrational rotation,11,4,6,chronological,1.0,0.0050251573520211975,0.0015910893930647456,False
calibration:irrational rotation:4:6,calibration,irrational rotation,11,4,6,shuffled,0.013204923793773075,,,False
calibration:irrational rotation:4:7,calibration,irrational rotation,11,4,7,chronological,1.0000000000000002,0.005025157352021477,0.001591089393062531,False
calibration:irrational rotation:4:7,calibration,irrational rotation,11,4,7,shuffled,0.012968699703584458,,,False
calibration:irrational rotation:4:8,calibration,irrational rotation,11,4,8,chronological,1.0000000000000002,0.005025157352022138,0.0015910893930587613,False
