path_id,direction,mode,true_center,prediction_rate,predicted_ridge_median,signed_error_median,abs_error_median,centre_range,endpoint_separation_median,x_r_peak_offset_median,wrong_center,wrong_abs_error
q13:d43:t640:r1:rational_to_irrational,rational_to_irrational,abrupt,1722.0,1.0,1617.3101179679156,-104.68988203208437,104.68988203208437,173.735989479944,1.9789635526615892,110.68988203208437,2374.0,756.6898820320844
q13:d43:t640:r2:rational_to_irrational,rational_to_irrational,abrupt,1746.0,1.0,1642.4919830196727,-103.50801698032728,103.50801698032728,180.4798955303886,1.9789635526615892,101.50801698032717,2398.0,755.5080169803273
q13:d43:t640:r3:rational_to_irrational,rational_to_irrational,abrupt,1770.0,1.0,1664.9180794539868,-105.08192054601318,105.08192054601318,174.21423439110754,1.9789635526615892,95.08192054601318,2422.0,757.0819205460132
q13:d43:t640:r4:rational_to_irrational,rational_to_irrational,abrupt,1794.0,1.0,1689.0501706381324,-104.94982936186761,104.94982936186761,173.85300707381566,1.9789635526615892,102.94982936186761,2446.0,756.9498293618676
q13:d43:t640:r5:rational_to_irrational,rational_to_irrational,abrupt,1819.0,1.0,1715.4867133347402,-103.51328666525978,103.51328666525978,171.7040497467283,1.9789635526615892,60.5132866652599,2471.0,755.5132866652598
q17:d47:t256:r0:rational_to_irrational,rational_to_irrational,abrupt,1843.0,1.0,1728.1106932576977,-114.88930674230232,114.88930674230232,174.14903930914602,1.7598880356738391,127.88930674230221,2495.0,766.8893067423023
q17:d47:t256:r1:rational_to_irrational,rational_to_irrational,abrupt,1867.0,1.0,1749.9790955364083,-117.0209044635917,117.0209044635917,174.01878679568085,1.761930848718879,58.02090446359159,2519.0,769.0209044635917
q17:d47:t256:r2:rational_to_irrational,rational_to_irrational,abrupt,1891.0,1.0,1775.0600428165021,-115.93995718349788,115.93995718349788,169.72120450919283,1.7630990292236424,64.93995718349777,2543.0,767.9399571834979
q17:d47:t256:r3:rational_to_irrational,rational_to_irrational,abrupt,1915.0,1.0,1797.383283900058,-117.6167160999421,117.6167160999421,178.6024054928721,1.7662919399322026,74.61671609994221,2567.0,769.6167160999421
q17:d47:t256:r4:rational_to_irrational,rational_to_irrational,abrupt,1939.0,1.0,1824.262053553835,-114.7379464461651,114.7379464461651,173.90055326503398,1.7674507373597237,111.73794644616521,2591.0,766.7379464461651
q17:d47:t256:r5:rational_to_irrational,rational_to_irrational,abrupt,1963.0,1.0,1845.4434832905924,-117.55651670940756,117.55651670940756,173.75512693219412,1.7624373852297133,106.55651670940756,2616.0,770.5565167094076
q17:d47:t448:r0:rational_to_irrational,rational_to_irrational,abrupt,1988.0,1.0,1869.789654352161,-118.21034564783895,118.21034564783895,170.75796192152848,1.7598880356738391,114.21034564783895,2640.0,770.210345647839
q17:d47:t448:r1:rational_to_irrational,rational_to_irrational,abrupt,2012.0,1.0,1896.5733401072023,-115.42665989279772,115.42665989279772,175.49205418884208,1.7612785878021924,71.42665989279772,2664.0,767.4266598927977
q17:d47:t448:r2:rational_to_irrational,rational_to_irrational,abrupt,2036.0,1.0,1921.1796151933188,-114.8203848066812,114.8203848066812,184.85116921519398,1.7624373852297133,46.820384806681204,2688.0,766.8203848066812
q17:d47:t448:r3:rational_to_irrational,rational_to_irrational,abrupt,2060.0,1.0,1943.5650579539893,-116.43494204601075,116.43494204601075,173.61731195479183,1.7612785878021924,56.43494204601075,1408.0,535.5650579539893
q17:d47:t448:r4:rational_to_irrational,rational_to_irrational,abrupt,2084.0,1.0,1967.6785745280467,-116.32142547195326,116.32142547195326,169.17647831915247,1.7624373852297133,112.32142547195315,1432.0,535.6785745280467
q17:d47:t448:r5:rational_to_irrational,rational_to_irrational,abrupt,2108.0,1.0,1990.9188596759873,-117.08114032401272,117.08114032401272,177.18528943649721,1.7598880356738391,121.08114032401284,1456.0,534.9188596759873
q17:d47:t640:r0:rational_to_irrational,rational_to_irrational,abrupt,2133.0,1.0,2016.4778375397286,-116.52216246027137,116.52216246027137,185.7995871112107,1.7656417094391226,127.52216246027137,1480.0,536.4778375397286
q17:d47:t640:r1:rational_to_irrational,rational_to_irrational,abrupt,2157.0,1.0,2040.881280181003,-116.11871981899708,116.11871981899708,174.10764859100095,1.7598880356738391,55.11871981899708,1505.0,535.8812801810029
q17:d47:t640:r2:rational_to_irrational,rational_to_irrational,abrupt,2181.0,1.0,2063.468437293367,-117.53156270663294,117.53156270663294,169.42944058445914,1.7630990292236424,64.53156270663271,1529.0,534.4684372933671
q17:d47:t640:r3:rational_to_irrational,rational_to_irrational,abrupt,2205.0,1.0,2087.4691543750423,-117.53084562495769,117.53084562495769,176.05954418420333,1.7598880356738391,72.53084562495746,1553.0,534.4691543750423
q17:d47:t640:r4:rational_to_irrational,rational_to_irrational,abrupt,2229.0,1.0,2113.5024841276236,-115.49751587237643,115.49751587237643,184.13536381244307,1.7656417094391226,126.49751587237643,1577.0,536.5024841276236
q17:d47:t640:r5:rational_to_irrational,rational_to_irrational,abrupt,2253.0,1.0,2136.5666060799877,-116.43339392001235,116.43339392001235,173.87387242870523,1.761930848718879,103.43339392001235,1601.0,535.5666060799877
q23:d53:t256:r0:rational_to_irrational,rational_to_irrational,abrupt,2277.0,1.0,2183.6641498580047,-93.33585014199525,93.33585014199525,142.63665169495107,1.6741008081948379,88.33585014199525,1625.0,558.6641498580047
q23:d53:t256:r1:rational_to_irrational,rational_to_irrational,abrupt,2302.0,1.0,2209.895399518622,-92.10460048137793,92.10460048137793,148.73699612167866,1.6742850333690433,94.10460048137793,1650.0,559.8953995186221
q23:d53:t256:r2:rational_to_irrational,rational_to_irrational,abrupt,2326.0,1.0,2234.5180486686577,-91.48195133134232,91.48195133134232,156.14406714695406,1.6756396865528382,85.48195133134254,1674.0,560.5180486686577
q23:d53:t256:r3:rational_to_irrational,rational_to_irrational,abrupt,2350.0,1.0,2257.383647231618,-92.61635276838206,92.61635276838206,145.28520035177098,1.6742850333690433,78.61635276838183,1698.0,559.3836472316179
q23:d53:t256:r4:rational_to_irrational,rational_to_irrational,abrupt,2374.0,1.0,2283.4712846365137,-90.5287153634863,90.5287153634863,138.2973222992823,1.6741008081948379,84.5287153634863,1722.0,561.4712846365137
q23:d53:t256:r5:rational_to_irrational,rational_to_irrational,abrupt,2398.0,1.0,2307.5835754150166,-90.41642458498336,90.41642458498336,146.73060327627172,1.6742850333690433,92.41642458498359,1746.0,561.5835754150166
q23:d53:t448:r0:rational_to_irrational,rational_to_irrational,abrupt,2422.0,1.0,2332.453433883918,-89.54656611608198,89.54656611608198,154.58889580325922,1.6742850333690433,99.54656611608198,1770.0,562.453433883918
q23:d53:t448:r1:rational_to_irrational,rational_to_irrational,abrupt,2446.0,1.0,2351.3698163317104,-94.63018366828965,94.63018366828965,144.86623857746827,1.6741008081948379,80.63018366828987,1794.0,557.3698163317104
q23:d53:t448:r2:rational_to_irrational,rational_to_irrational,abrupt,2471.0,1.0,2378.900426722159,-92.09957327784105,92.09957327784105,139.61752522519419,1.6756396865528382,85.09957327784127,1819.0,559.900426722159
q23:d53:t448:r3:rational_to_irrational,rational_to_irrational,abrupt,2495.0,1.0,2403.622133122383,-91.37786687761718,91.37786687761718,147.054332333998,1.6741008081948379,92.37786687761718,1843.0,560.6221331223828
q23:d53:t448:r4:rational_to_irrational,rational_to_irrational,abrupt,2519.0,1.0,2428.0838980118424,-90.9161019881576,90.9161019881576,154.65043266030762,1.6741008081948379,99.9161019881576,1867.0,561.0838980118424
q23:d53:t448:r5:rational_to_irrational,rational_to_irrational,abrupt,2543.0,1.0,2451.19457321421,-91.80542678579013,91.80542678579013,146.65223298131332,1.6741008081948379,92.80542678579013,1891.0,560.1945732142099
q23:d53:t640:r0:rational_to_irrational,rational_to_irrational,abrupt,2567.0,1.0,2476.806093701927,-90.19390629807322,90.19390629807322,138.23910209633186,1.6742850333690433,83.19390629807322,1915.0,561.8060937019268
q23:d53:t640:r1:rational_to_irrational,rational_to_irrational,abrupt,2591.0,1.0,2501.2545234441104,-89.74547655588958,89.74547655588958,145.52968393040328,1.6741008081948379,90.74547655588981,1939.0,562.2545234441104
q23:d53:t640:r2:rational_to_irrational,rational_to_irrational,abrupt,2616.0,1.0,2525.2694708887257,-90.73052911127434,90.73052911127434,154.2636619791915,1.6742850333690433,82.73052911127434,1963.0,562.2694708887257
q23:d53:t640:r3:rational_to_irrational,rational_to_irrational,abrupt,2640.0,1.0,2551.803878978396,-88.19612102160409,88.19612102160409,142.60887727564705,1.6741008081948379,72.19612102160409,1988.0,563.8038789783959
q23:d53:t640:r4:rational_to_irrational,rational_to_irrational,abrupt,2664.0,1.0,2572.2357796816596,-91.76422031834045,91.76422031834045,139.3175279586103,1.6741008081948379,83.76422031834045,2012.0,560.2357796816596
q23:d53:t640:r5:rational_to_irrational,rational_to_irrational,abrupt,2688.0,1.0,2599.8382561821613,-88.16174381783867,88.16174381783867,143.29961292704866,1.6756396865528382,88.16174381783867,2036.0,563.8382561821613
q13:d43:t256:r0:rational_to_irrational,rational_to_irrational,ordered,1408.0,1.0,1177.0979983041575,-230.9020016958425,230.9020016958425,169.69502734944376,1.9789635526615892,214.9020016958424,2060.0,882.9020016958425
q13:d43:t256:r1:rational_to_irrational,rational_to_irrational,ordered,1432.0,1.0,1205.2609359869602,-226.73906401303975,226.73906401303975,169.61921211929916,1.9789635526615892,218.73906401303987,2084.0,878.7390640130398
q13:d43:t256:r2:rational_to_irrational,rational_to_irrational,ordered,1456.0,1.0,1230.560463704916,-225.43953629508405,225.43953629508405,176.2274169976697,1.9789635526615892,241.43953629508417,2108.0,877.439536295084
q13:d43:t256:r3:rational_to_irrational,rational_to_irrational,ordered,1480.0,1.0,1256.2712705910476,-223.7287294089524,223.7287294089524,168.08281348955734,1.9789635526615892,199.7287294089523,2133.0,876.7287294089524
q13:d43:t256:r4:rational_to_irrational,rational_to_irrational,ordered,1505.0,1.0,1282.1116529692545,-222.88834703074554,222.88834703074554,165.9362936867842,1.9789635526615892,221.88834703074542,2157.0,874.8883470307455
q13:d43:t256:r5:rational_to_irrational,rational_to_irrational,ordered,1529.0,1.0,1305.3508743112143,-223.64912568878572,223.64912568878572,165.5458297472603,1.9789635526615892,242.77291487363016,2181.0,875.6491256887857
q13:d43:t448:r0:rational_to_irrational,rational_to_irrational,ordered,1553.0,1.0,1233.9749974587126,-319.02500254128745,319.02500254128745,173.05563539653258,1.9789635526615892,262.5278176982663,2205.0,971.0250025412874
q13:d43:t448:r1:rational_to_irrational,rational_to_irrational,ordered,1577.0,1.0,1271.9061165708786,-305.09388342912143,305.09388342912143,159.79942636877854,1.9789635526615892,264.09388342912143,2229.0,957.0938834291214
q13:d43:t448:r2:rational_to_irrational,rational_to_irrational,ordered,1601.0,1.0,1279.944097172843,-321.05590282715707,321.05590282715707,169.76818184571948,1.9789635526615892,298.1184096376885,2253.0,973.0559028271571
q13:d43:t448:r3:rational_to_irrational,rational_to_irrational,ordered,1625.0,1.0,1307.524371167953,-317.47562883204705,317.47562883204705,169.14887902442229,1.9789635526615892,100.47562883204705,2277.0,969.475628832047
q13:d43:t448:r4:rational_to_irrational,rational_to_irrational,ordered,1650.0,1.0,1332.8810491394577,-317.1189508605423,317.1189508605423,169.9156978176586,1.9789635526615892,308.9578489088293,2302.0,969.1189508605423
q13:d43:t448:r5:rational_to_irrational,rational_to_irrational,ordered,1674.0,1.0,1355.594116702687,-318.40588329731304,318.40588329731304,170.13294674514032,1.9789635526615892,308.40588329731304,2326.0,970.405883297313
q13:d43:t640:r0:rational_to_irrational,rational_to_irrational,ordered,1698.0,1.0,1285.4900679733196,-412.5099320266804,412.5099320266804,166.50773260304595,1.9789635526615892,282.50993202668053,2350.0,1064.5099320266804
q13:d43:t640:r1:rational_to_irrational,rational_to_irrational,ordered,1722.0,1.0,1309.7754639398786,-412.2245360601214,412.2245360601214,163.09500485903004,1.9789635526615892,226.2245360601213,2374.0,1064.2245360601214
q13:d43:t640:r2:rational_to_irrational,rational_to_irrational,ordered,1746.0,1.0,1333.1660264211346,-412.8339735788654,412.8339735788654,169.76417498391743,1.9789635526615892,202.8339735788653,2398.0,1064.8339735788654
q13:d43:t640:r3:rational_to_irrational,rational_to_irrational,ordered,1770.0,1.0,1354.1491530498506,-415.8508469501494,415.8508469501494,169.23618010480368,1.9789635526615892,180.63194302529382,2422.0,1067.8508469501494
q13:d43:t640:r4:rational_to_irrational,rational_to_irrational,ordered,1794.0,1.0,1379.702089359671,-414.29791064032906,414.29791064032906,169.51848326614186,1.9789635526615892,284.29791064032895,2446.0,1066.297910640329
q13:d43:t640:r5:rational_to_irrational,rational_to_irrational,ordered,1819.0,1.0,1405.4644100823261,-413.53558991767386,413.53558991767386,163.22805736708506,1.9789635526615892,274.53558991767386,2471.0,1065.5355899176739
q17:d47:t256:r0:rational_to_irrational,rational_to_irrational,ordered,1843.0,1.0,1603.747365671261,-239.25263432873908,239.25263432873908,178.68176732052393,1.7656417094391226,156.25263432873908,2495.0,891.2526343287391
q17:d47:t256:r1:rational_to_irrational,rational_to_irrational,ordered,1867.0,1.0,1635.6411713797052,-231.35882862029484,231.35882862029484,167.74090445165143,1.7624373852297133,145.8317091367952,2519.0,883.3588286202948
q17:d47:t256:r2:rational_to_irrational,rational_to_irrational,ordered,1891.0,1.0,1658.9398596173505,-232.06014038264948,232.06014038264948,165.25749343957182,1.764482912011601,197.06014038264948,2543.0,884.0601403826495
q17:d47:t256:r3:rational_to_irrational,rational_to_irrational,ordered,1915.0,1.0,1688.7305497741622,-226.26945022583777,226.26945022583777,163.95643662373118,1.7630990292236424,215.26945022583777,2567.0,878.2694502258378
q17:d47:t256:r4:rational_to_irrational,rational_to_irrational,ordered,1939.0,1.0,1699.9395056935878,-239.06049430641224,239.06049430641224,177.5901907184766,1.761930848718879,236.06049430641235,2591.0,891.0604943064122
q17:d47:t256:r5:rational_to_irrational,rational_to_irrational,ordered,1963.0,1.0,1726.0233343127636,-236.9766656872364,236.9766656872364,167.85893045566468,1.7598880356738391,225.9766656872364,2616.0,889.9766656872364
q17:d47:t448:r0:rational_to_irrational,rational_to_irrational,ordered,1988.0,1.0,1657.7669319225756,-330.2330680774244,330.2330680774244,165.78606536021698,1.7656417094391226,223.5856202891929,2640.0,982.2330680774244
q17:d47:t448:r1:rational_to_irrational,rational_to_irrational,ordered,2012.0,1.0,1682.2977479132755,-329.70225208672446,329.70225208672446,168.9305180833103,1.764257826651164,251.56319170957738,2664.0,981.7022520867245
q17:d47:t448:r2:rational_to_irrational,rational_to_irrational,ordered,2036.0,1.0,1700.416853334889,-335.5831466651109,335.5831466651109,177.44384951491793,1.7624373852297133,296.72192475745896,2688.0,987.5831466651109
q17:d47:t448:r3:rational_to_irrational,rational_to_irrational,ordered,2060.0,1.0,1727.0883676979392,-332.91163230206075,332.91163230206075,169.50457757246022,1.7624373852297133,288.91163230206064,1408.0,319.08836769793925
q17:d47:t448:r4:rational_to_irrational,rational_to_irrational,ordered,2084.0,1.0,1752.1006099798576,-331.8993900201424,331.8993900201424,168.68916883470433,1.7598880356738391,295.8993900201424,1432.0,320.1006099798576
q17:d47:t448:r5:rational_to_irrational,rational_to_irrational,ordered,2108.0,1.0,1777.0385708131016,-330.9614291868984,330.9614291868984,164.60900205518647,1.7624373852297133,270.9614291868983,1456.0,321.0385708131016
q17:d47:t640:r0:rational_to_irrational,rational_to_irrational,ordered,2133.0,1.0,1719.2584080686272,-413.7415919313728,413.7415919313728,155.2736916796316,1.7624373852297133,269.6368458398158,1480.0,239.2584080686272
q17:d47:t640:r1:rational_to_irrational,rational_to_irrational,ordered,2157.0,1.0,1727.3887343301694,-429.6112656698306,429.6112656698306,168.67008910234017,1.761930848718879,272.6112656698307,1505.0,222.38873433016943
q17:d47:t640:r2:rational_to_irrational,rational_to_irrational,ordered,2181.0,1.0,1752.4417742528026,-428.5582257471974,428.5582257471974,166.69452793803475,1.7656417094391226,301.8907436518083,1529.0,223.4417742528026
q17:d47:t640:r3:rational_to_irrational,rational_to_irrational,ordered,2205.0,1.0,1778.03731023703,-426.96268976297006,426.96268976297006,164.20122295566898,1.7598880356738391,269.9626897629702,1553.0,225.03731023702994
q17:d47:t640:r4:rational_to_irrational,rational_to_irrational,ordered,2229.0,1.0,1807.2699688735972,-421.73003112640276,421.73003112640276,166.97295173395537,1.7612785878021924,288.73003112640276,1577.0,230.26996887359724
q17:d47:t640:r5:rational_to_irrational,rational_to_irrational,ordered,2253.0,1.0,1826.229133129822,-426.770866870178,426.770866870178,167.4359117130134,1.764257826651164,290.7447488401772,1601.0,225.229133129822
q23:d53:t256:r0:rational_to_irrational,rational_to_irrational,ordered,2277.0,1.0,2049.0549312460575,-227.94506875394245,227.94506875394245,151.85708610261645,1.6741008081948379,235.92854305130822,1625.0,424.05493124605755
q23:d53:t256:r1:rational_to_irrational,rational_to_irrational,ordered,2302.0,1.0,2070.669286853373,-231.3307131466272,231.3307131466272,163.5266778007906,1.6741008081948379,241.7633389003953,1650.0,420.6692868533728
q23:d53:t256:r2:rational_to_irrational,rational_to_irrational,ordered,2326.0,1.0,2103.0065037162394,-222.99349628376058,222.99349628376058,163.0589160820973,1.6741008081948379,65.52945804104866,1674.0,429.0065037162394
q23:d53:t256:r3:rational_to_irrational,rational_to_irrational,ordered,2350.0,1.0,2123.0043341494934,-226.9956658505066,226.9956658505066,137.99133170101345,1.6742850333690433,212.9956658505066,1698.0,425.0043341494934
q23:d53:t256:r4:rational_to_irrational,rational_to_irrational,ordered,2374.0,1.0,2140.9130325606066,-233.08696743939345,233.08696743939345,157.55065619734432,1.6756396865528382,238.77532809867216,1722.0,418.91303256060655
q23:d53:t256:r5:rational_to_irrational,rational_to_irrational,ordered,2398.0,1.0,2170.9567748979252,-227.04322510207476,227.04322510207476,159.6229308876168,1.6741008081948379,229.04322510207453,1746.0,424.95677489792524
q23:d53:t448:r0:rational_to_irrational,rational_to_irrational,ordered,2422.0,1.0,2105.8918664032485,-316.1081335967515,316.1081335967515,159.12019796901131,1.6741008081948379,287.56009898450566,1770.0,335.8918664032485
q23:d53:t448:r1:rational_to_irrational,rational_to_irrational,ordered,2446.0,1.0,2121.4583346147447,-324.5416653852553,324.5416653852553,141.85444997993932,1.6756396865528382,262.54166538525556,1794.0,327.4583346147447
q23:d53:t448:r2:rational_to_irrational,rational_to_irrational,ordered,2471.0,1.0,2151.9294475266806,-319.07055247331937,319.07055247331937,144.14110494663828,1.6742850333690433,104.07055247331914,1819.0,332.92944752668063
q23:d53:t448:r3:rational_to_irrational,rational_to_irrational,ordered,2495.0,1.0,2174.6043907028184,-320.39560929718164,320.39560929718164,155.06486039683296,1.6742850333690433,257.39560929718164,1843.0,331.60439070281836
q23:d53:t448:r4:rational_to_irrational,rational_to_irrational,ordered,2519.0,1.0,2198.7414397198127,-320.25856028018734,320.25856028018734,163.27515592926375,1.6742850333690433,249.25856028018757,1867.0,331.74143971981266
q23:d53:t448:r5:rational_to_irrational,rational_to_irrational,ordered,2543.0,1.0,2224.114227782512,-318.885772217488,318.885772217488,153.40019754961486,1.6741008081948379,303.88577221748824,1891.0,333.114227782512
q23:d53:t640:r0:rational_to_irrational,rational_to_irrational,ordered,2567.0,1.0,2147.2129221371715,-419.7870778628285,419.7870778628285,149.86443092516993,1.6742850333690433,314.93221546258496,1915.0,232.21292213717152
q23:d53:t640:r1:rational_to_irrational,rational_to_irrational,ordered,2591.0,1.0,2175.0023904493764,-415.99760955062357,415.99760955062357,154.03202829470956,1.6742850333690433,269.0160141473548,1939.0,236.00239044937643
q23:d53:t640:r2:rational_to_irrational,rational_to_irrational,ordered,2616.0,1.0,2197.2291842580817,-418.77081574191834,418.77081574191834,165.5592316242387,1.6742850333690433,165.5592316242387,1963.0,234.22918425808166
q23:d53:t640:r3:rational_to_irrational,rational_to_irrational,ordered,2640.0,1.0,2222.6983987055182,-417.30160129448177,417.30160129448177,170.55298967840145,1.6741008081948379,273.30160129448177,1988.0,234.69839870551823
q23:d53:t640:r4:rational_to_irrational,rational_to_irrational,ordered,2664.0,1.0,2245.111948632858,-418.888051367142,418.888051367142,146.81362672010937,1.6742850333690433,282.88805136714177,2012.0,233.111948632858
q23:d53:t640:r5:rational_to_irrational,rational_to_irrational,ordered,2688.0,1.0,2276.7573876333063,-411.2426123666937,411.2426123666937,143.1621401750631,1.6742850333690433,267.2426123666935,2036.0,240.75738763330628
