path_id,split,direction,duration,horizon,x_p,x_r,local_loss,null_loss,mean_rho,best_coherent_miss,exact_closure,occupied_16,occupied_32,occupied_64,occupied_128,occupied_256
calibration:q5:d2:w256:r4:rational_to_irrational,calibration,rational_to_irrational,256,1280,0.0,0.0,0.0,0.9984350547730336,1.0,1.0079447815556483e-12,True,5,5,5,5,5
calibration:q5:d2:w256:r4:rational_to_irrational,calibration,rational_to_irrational,256,1536,1.4141028134496028,0.04427144692582134,0.02215543558795178,1.0008905118946818,0.9224090666499829,8.441331612016182e-05,False,16,32,58,91,110
calibration:q5:d2:w256:r4:rational_to_irrational,calibration,rational_to_irrational,256,1792,1.9155032838944765,0.41836544079464244,0.2088848222205554,0.9985758949104401,0.7860515891616188,0.4527127272791908,False,16,32,64,127,222
calibration:q5:d2:w256:r4:rational_to_irrational,calibration,rational_to_irrational,256,2048,1.9977413747435437,0.7566380413461166,0.378393729545204,1.0001974758551997,0.6936522555058031,0.0,False,16,32,64,128,255
calibration:q5:d2:w256:r4:rational_to_irrational,calibration,rational_to_irrational,256,2304,2.0,1.0241421818821168,0.5126513552320946,1.0011331713531608,0.6335014129453593,0.0,False,16,32,64,128,256
calibration:q5:d2:w256:r4:rational_to_irrational,calibration,rational_to_irrational,256,2560,2.0,1.2395698585240578,0.6196055259862836,0.9997105394673619,0.5962490166155423,0.0,False,16,32,64,128,256
calibration:q5:d2:w256:r4:rational_to_irrational,calibration,rational_to_irrational,256,2816,2.0,1.4124497063194403,0.706733505875462,1.0007202418797159,0.5764656248149221,0.4009077563698609,False,16,32,64,128,256
calibration:q5:d2:w256:r4:rational_to_irrational,calibration,rational_to_irrational,256,3072,2.0,0.9896457208434476,0.49478051655203215,0.9999144262056616,0.571507759373027,0.39596245503664107,False,16,32,64,128,256
calibration:q5:d2:w256:r5:irrational_to_rational,calibration,irrational_to_rational,256,512,2.0,8.181601567973776e-05,4.0758657233364464e-05,0.9963491107391728,1.0,0.010101267766290096,False,16,32,64,128,256
calibration:q5:d2:w256:r5:irrational_to_rational,calibration,irrational_to_rational,256,768,2.0,3.705589421160064e-05,1.8485760112088787e-05,0.9977230616284345,1.0,0.010101267765851503,False,16,32,64,128,256
calibration:q5:d2:w256:r5:irrational_to_rational,calibration,irrational_to_rational,256,1024,2.0,2.204483842289193e-05,1.1005174104395181e-05,0.9984354517170899,1.0,0.010101267765648287,False,16,32,64,128,256
calibration:q5:d2:w256:r5:irrational_to_rational,calibration,irrational_to_rational,256,1280,2.0,1.5717001775559604e-05,7.849699321609446e-06,0.9988799942513155,1.0,0.01010126776553483,False,16,32,64,128,256
calibration:q5:d2:w256:r5:irrational_to_rational,calibration,irrational_to_rational,256,1536,2.0,0.00011709684827899767,5.850421838502447e-05,0.9992449710624314,0.9685458906789932,0.001419829955685649,False,16,32,64,128,256
calibration:q5:d2:w256:r5:irrational_to_rational,calibration,irrational_to_rational,256,1792,2.0,0.0019187583634656534,0.0009592371002040118,0.9998519026350371,0.8143234104432686,0.027624939344039885,False,16,32,64,128,256
calibration:q5:d2:w256:r5:irrational_to_rational,calibration,irrational_to_rational,256,2048,2.0,0.003675562179794253,0.0018359290666355435,0.9989922503437628,0.7101436051285683,0.10713129327060897,False,16,32,64,128,256
calibration:q5:d2:w256:r5:irrational_to_rational,calibration,irrational_to_rational,256,2304,2.0,0.004889234095444498,0.00244446937447727,0.999939592483364,0.6413438782491955,0.09518212094786221,False,16,32,64,128,256
calibration:q5:d2:w256:r5:irrational_to_rational,calibration,irrational_to_rational,256,2560,2.0,0.006152518005781767,0.003074748520656868,0.9995089873015907,0.5977583780026465,0.08557250368930523,False,16,32,64,128,256
calibration:q5:d2:w256:r5:irrational_to_rational,calibration,irrational_to_rational,256,2816,2.0,0.007048829846721696,0.0035226776626891,0.9995070782783738,0.573558726923191,0.005574653125444207,False,16,32,64,128,256
calibration:q5:d2:w256:r5:irrational_to_rational,calibration,irrational_to_rational,256,3072,2.0,0.007619491870291138,0.003808653828041554,0.9997133385998421,0.5665326935797155,0.005054316916713157,False,16,32,64,128,256
