split,case_id,regime,mode,tooth,tooth_position,geometry_onset_tick,lock_onset_tick,unlock_onset_tick
calibration,14,progressive,forward,24,0.6805555555555556,488.0,78.0,
calibration,14,progressive,forward,25,0.7083333333333334,509.0,208.0,
calibration,14,progressive,forward,26,0.7361111111111112,515.0,50.0,
calibration,14,progressive,forward,27,0.7638888888888888,545.0,20.0,
calibration,14,progressive,forward,28,0.7916666666666666,558.0,310.0,
calibration,14,progressive,forward,29,0.8194444444444444,583.0,405.0,
calibration,14,progressive,forward,30,0.8472222222222222,599.0,106.0,
calibration,14,progressive,forward,31,0.875,607.0,102.0,
calibration,14,progressive,forward,32,0.9027777777777778,630.0,394.0,
calibration,14,progressive,forward,33,0.9305555555555556,,249.0,
calibration,14,progressive,forward,34,0.9583333333333334,,,
calibration,14,progressive,forward,35,0.9861111111111112,,364.0,
calibration,14,memory-only,forward,0,0.013888888888888888,59.0,42.0,
calibration,14,memory-only,forward,1,0.041666666666666664,86.0,437.0,
calibration,14,memory-only,forward,2,0.06944444444444445,88.0,,
calibration,14,memory-only,forward,3,0.09722222222222222,119.0,566.0,
calibration,14,memory-only,forward,4,0.125,130.0,610.0,
calibration,14,memory-only,forward,5,0.1527777777777778,149.0,58.0,
calibration,14,memory-only,forward,6,0.18055555555555555,163.0,,
calibration,14,memory-only,forward,7,0.20833333333333334,188.0,571.0,
calibration,14,memory-only,forward,8,0.2361111111111111,195.0,128.0,
calibration,14,memory-only,forward,9,0.2638888888888889,217.0,491.0,
calibration,14,memory-only,forward,10,0.2916666666666667,246.0,476.0,
calibration,14,memory-only,forward,11,0.3194444444444444,256.0,373.0,
calibration,14,memory-only,forward,12,0.3472222222222222,271.0,466.0,
calibration,14,memory-only,forward,13,0.375,288.0,,
calibration,14,memory-only,forward,14,0.4027777777777778,311.0,,
calibration,14,memory-only,forward,15,0.4305555555555556,329.0,153.0,
calibration,14,memory-only,forward,16,0.4583333333333333,339.0,36.0,
calibration,14,memory-only,forward,17,0.4861111111111111,368.0,197.0,
calibration,14,memory-only,forward,18,0.5138888888888888,386.0,157.0,
calibration,14,memory-only,forward,19,0.5416666666666666,397.0,71.0,
calibration,14,memory-only,forward,20,0.5694444444444444,419.0,166.0,
calibration,14,memory-only,forward,21,0.5972222222222222,426.0,70.0,
calibration,14,memory-only,forward,22,0.625,453.0,166.0,
calibration,14,memory-only,forward,23,0.6527777777777778,477.0,300.0,
calibration,14,memory-only,forward,24,0.6805555555555556,488.0,78.0,
calibration,14,memory-only,forward,25,0.7083333333333334,509.0,208.0,
calibration,14,memory-only,forward,26,0.7361111111111112,515.0,50.0,
calibration,14,memory-only,forward,27,0.7638888888888888,545.0,20.0,
calibration,14,memory-only,forward,28,0.7916666666666666,558.0,310.0,
calibration,14,memory-only,forward,29,0.8194444444444444,583.0,405.0,
calibration,14,memory-only,forward,30,0.8472222222222222,599.0,106.0,
calibration,14,memory-only,forward,31,0.875,607.0,102.0,
calibration,14,memory-only,forward,32,0.9027777777777778,630.0,394.0,
calibration,14,memory-only,forward,33,0.9305555555555556,,249.0,
calibration,14,memory-only,forward,34,0.9583333333333334,,,
calibration,14,memory-only,forward,35,0.9861111111111112,,364.0,
calibration,14,late-snap,forward,0,0.013888888888888888,59.0,42.0,
calibration,14,late-snap,forward,1,0.041666666666666664,86.0,437.0,
calibration,14,late-snap,forward,2,0.06944444444444445,88.0,,
calibration,14,late-snap,forward,3,0.09722222222222222,119.0,566.0,
calibration,14,late-snap,forward,4,0.125,130.0,609.0,
calibration,14,late-snap,forward,5,0.1527777777777778,149.0,58.0,
calibration,14,late-snap,forward,6,0.18055555555555555,163.0,637.0,
calibration,14,late-snap,forward,7,0.20833333333333334,188.0,571.0,
calibration,14,late-snap,forward,8,0.2361111111111111,195.0,128.0,
calibration,14,late-snap,forward,9,0.2638888888888889,217.0,491.0,
calibration,14,late-snap,forward,10,0.2916666666666667,246.0,476.0,
calibration,14,late-snap,forward,11,0.3194444444444444,256.0,373.0,
calibration,14,late-snap,forward,12,0.3472222222222222,271.0,466.0,
calibration,14,late-snap,forward,13,0.375,288.0,636.0,
calibration,14,late-snap,forward,14,0.4027777777777778,311.0,631.0,
calibration,14,late-snap,forward,15,0.4305555555555556,329.0,153.0,
calibration,14,late-snap,forward,16,0.4583333333333333,339.0,36.0,
calibration,14,late-snap,forward,17,0.4861111111111111,368.0,197.0,
calibration,14,late-snap,forward,18,0.5138888888888888,386.0,157.0,
calibration,14,late-snap,forward,19,0.5416666666666666,397.0,71.0,
calibration,14,late-snap,forward,20,0.5694444444444444,419.0,166.0,
calibration,14,late-snap,forward,21,0.5972222222222222,426.0,70.0,
calibration,14,late-snap,forward,22,0.625,453.0,166.0,
calibration,14,late-snap,forward,23,0.6527777777777778,477.0,300.0,
calibration,14,late-snap,forward,24,0.6805555555555556,488.0,78.0,
calibration,14,late-snap,forward,25,0.7083333333333334,509.0,208.0,
calibration,14,late-snap,forward,26,0.7361111111111112,515.0,50.0,
calibration,14,late-snap,forward,27,0.7638888888888888,545.0,20.0,
calibration,14,late-snap,forward,28,0.7916666666666666,558.0,310.0,
calibration,14,late-snap,forward,29,0.8194444444444444,583.0,405.0,
calibration,14,late-snap,forward,30,0.8472222222222222,599.0,106.0,
calibration,14,late-snap,forward,31,0.875,607.0,102.0,
calibration,14,late-snap,forward,32,0.9027777777777778,630.0,394.0,
calibration,14,late-snap,forward,33,0.9305555555555556,,249.0,
calibration,14,late-snap,forward,34,0.9583333333333334,,634.0,
calibration,14,late-snap,forward,35,0.9861111111111112,,364.0,
calibration,14,false-seam,forward,0,0.013888888888888888,59.0,42.0,
calibration,14,false-seam,forward,1,0.041666666666666664,86.0,,
calibration,14,false-seam,forward,2,0.06944444444444445,88.0,246.0,
calibration,14,false-seam,forward,3,0.09722222222222222,119.0,182.0,
calibration,14,false-seam,forward,4,0.125,130.0,152.0,
calibration,14,false-seam,forward,5,0.1527777777777778,149.0,58.0,
calibration,14,false-seam,forward,6,0.18055555555555555,163.0,,
calibration,14,false-seam,forward,7,0.20833333333333334,188.0,,
calibration,14,false-seam,forward,8,0.2361111111111111,195.0,128.0,
calibration,14,false-seam,forward,9,0.2638888888888889,217.0,362.0,
calibration,14,false-seam,forward,10,0.2916666666666667,246.0,375.0,
calibration,14,false-seam,forward,11,0.3194444444444444,256.0,,
calibration,14,false-seam,forward,12,0.3472222222222222,271.0,492.0,
calibration,14,false-seam,forward,13,0.375,288.0,,
calibration,14,false-seam,forward,14,0.4027777777777778,311.0,,
calibration,14,false-seam,forward,15,0.4305555555555556,329.0,153.0,
calibration,14,false-seam,forward,16,0.4583333333333333,339.0,36.0,
calibration,14,false-seam,forward,17,0.4861111111111111,368.0,197.0,
calibration,14,false-seam,forward,18,0.5138888888888888,386.0,157.0,
calibration,14,false-seam,forward,19,0.5416666666666666,397.0,71.0,
calibration,14,false-seam,forward,20,0.5694444444444444,419.0,166.0,
calibration,14,false-seam,forward,21,0.5972222222222222,426.0,70.0,
calibration,14,false-seam,forward,22,0.625,453.0,166.0,
calibration,14,false-seam,forward,23,0.6527777777777778,477.0,300.0,
calibration,14,false-seam,forward,24,0.6805555555555556,488.0,78.0,
calibration,14,false-seam,forward,25,0.7083333333333334,509.0,208.0,
calibration,14,false-seam,forward,26,0.7361111111111112,515.0,50.0,
calibration,14,false-seam,forward,27,0.7638888888888888,545.0,20.0,
calibration,14,false-seam,forward,28,0.7916666666666666,558.0,310.0,
calibration,14,false-seam,forward,29,0.8194444444444444,583.0,405.0,
calibration,14,false-seam,forward,30,0.8472222222222222,599.0,106.0,
calibration,14,false-seam,forward,31,0.875,607.0,102.0,
calibration,14,false-seam,forward,32,0.9027777777777778,630.0,394.0,
calibration,14,false-seam,forward,33,0.9305555555555556,,249.0,
calibration,14,false-seam,forward,34,0.9583333333333334,,,
calibration,14,false-seam,forward,35,0.9861111111111112,,364.0,
calibration,14,progressive,pause,0,0.013888888888888888,40.0,49.0,
calibration,14,progressive,pause,1,0.041666666666666664,51.0,63.0,
calibration,14,progressive,pause,2,0.06944444444444445,70.0,67.0,
calibration,14,progressive,pause,3,0.09722222222222222,79.0,71.0,
calibration,14,progressive,pause,4,0.125,87.0,102.0,
calibration,14,progressive,pause,5,0.1527777777777778,100.0,110.0,
calibration,14,progressive,pause,6,0.18055555555555555,113.0,131.0,
calibration,14,progressive,pause,7,0.20833333333333334,128.0,149.0,
calibration,14,progressive,pause,8,0.2361111111111111,141.0,140.0,
calibration,14,progressive,pause,9,0.2638888888888889,156.0,105.0,
calibration,14,progressive,pause,10,0.2916666666666667,165.0,193.0,
calibration,14,progressive,pause,11,0.3194444444444444,175.0,207.0,
calibration,14,progressive,pause,12,0.3472222222222222,188.0,28.0,
calibration,14,progressive,pause,13,0.375,208.0,236.0,
calibration,14,progressive,pause,14,0.4027777777777778,217.0,132.0,
calibration,14,progressive,pause,15,0.4305555555555556,277.0,203.0,
calibration,14,progressive,pause,16,0.4583333333333333,427.0,266.0,
calibration,14,progressive,pause,17,0.4861111111111111,442.0,280.0,
calibration,14,progressive,pause,18,0.5138888888888888,455.0,42.0,
calibration,14,progressive,pause,19,0.5416666666666666,468.0,109.0,
calibration,14,progressive,pause,20,0.5694444444444444,486.0,509.0,
calibration,14,progressive,pause,21,0.5972222222222222,492.0,144.0,
calibration,14,progressive,pause,22,0.625,510.0,64.0,
calibration,14,progressive,pause,23,0.6527777777777778,521.0,262.0,
calibration,14,progressive,pause,24,0.6805555555555556,528.0,372.0,
calibration,14,progressive,pause,25,0.7083333333333334,550.0,74.0,
calibration,14,progressive,pause,26,0.7361111111111112,559.0,34.0,
calibration,14,progressive,pause,27,0.7638888888888888,573.0,476.0,
calibration,14,progressive,pause,28,0.7916666666666666,584.0,532.0,
calibration,14,progressive,pause,29,0.8194444444444444,598.0,349.0,
calibration,14,progressive,pause,30,0.8472222222222222,613.0,131.0,
calibration,14,progressive,pause,31,0.875,617.0,385.0,
calibration,14,progressive,pause,32,0.9027777777777778,629.0,35.0,
calibration,14,progressive,pause,33,0.9305555555555556,,116.0,
calibration,14,progressive,pause,34,0.9583333333333334,,128.0,
calibration,14,progressive,pause,35,0.9861111111111112,,637.0,
calibration,14,progressive,reverse,0,0.013888888888888888,39.0,59.0,637.0
calibration,14,progressive,reverse,1,0.041666666666666664,51.0,88.0,
calibration,14,progressive,reverse,2,0.06944444444444445,62.0,87.0,626.0
calibration,14,progressive,reverse,3,0.09722222222222222,72.0,100.0,
calibration,14,progressive,reverse,4,0.125,85.0,76.0,612.0
calibration,14,progressive,reverse,5,0.1527777777777778,97.0,104.0,610.0
calibration,14,progressive,reverse,6,0.18055555555555555,100.0,78.0,599.0
calibration,14,progressive,reverse,7,0.20833333333333334,119.0,153.0,594.0
calibration,14,progressive,reverse,8,0.2361111111111111,127.0,91.0,583.0
calibration,14,progressive,reverse,9,0.2638888888888889,142.0,140.0,593.0
calibration,14,progressive,reverse,10,0.2916666666666667,143.0,126.0,570.0
calibration,14,progressive,reverse,11,0.3194444444444444,155.0,176.0,566.0
calibration,14,progressive,reverse,12,0.3472222222222222,168.0,76.0,569.0
calibration,14,progressive,reverse,13,0.375,178.0,195.0,579.0
calibration,14,progressive,reverse,14,0.4027777777777778,196.0,181.0,547.0
calibration,14,progressive,reverse,15,0.4305555555555556,206.0,240.0,553.0
calibration,14,progressive,reverse,16,0.4583333333333333,217.0,227.0,535.0
calibration,14,progressive,reverse,17,0.4861111111111111,225.0,97.0,545.0
calibration,14,progressive,reverse,18,0.5138888888888888,236.0,153.0,524.0
calibration,14,progressive,reverse,19,0.5416666666666666,247.0,189.0,540.0
calibration,14,progressive,reverse,20,0.5694444444444444,259.0,265.0,512.0
calibration,14,progressive,reverse,21,0.5972222222222222,270.0,281.0,502.0
calibration,14,progressive,reverse,22,0.625,282.0,166.0,495.0
calibration,14,progressive,reverse,23,0.6527777777777778,291.0,88.0,498.0
calibration,14,progressive,reverse,24,0.6805555555555556,302.0,125.0,482.0
calibration,14,progressive,reverse,25,0.7083333333333334,314.0,293.0,472.0
calibration,14,progressive,reverse,26,0.7361111111111112,323.0,340.0,460.0
calibration,14,progressive,reverse,27,0.7638888888888888,338.0,383.0,464.0
calibration,14,progressive,reverse,28,0.7916666666666666,349.0,134.0,446.0
calibration,14,progressive,reverse,29,0.8194444444444444,362.0,380.0,449.0
calibration,14,progressive,reverse,30,0.8472222222222222,364.0,363.0,431.0
calibration,14,progressive,reverse,31,0.875,377.0,117.0,425.0
calibration,14,progressive,reverse,32,0.9027777777777778,387.0,76.0,420.0
calibration,14,progressive,reverse,33,0.9305555555555556,,36.0,428.0
calibration,14,progressive,reverse,34,0.9583333333333334,,168.0,417.0
calibration,14,progressive,reverse,35,0.9861111111111112,,39.0,417.0
calibration,15,progressive,forward,0,0.013888888888888888,152.0,147.0,
calibration,15,progressive,forward,1,0.041666666666666664,164.0,137.0,
calibration,15,progressive,forward,2,0.06944444444444445,188.0,168.0,
calibration,15,progressive,forward,3,0.09722222222222222,225.0,154.0,
calibration,15,progressive,forward,4,0.125,256.0,137.0,
calibration,15,progressive,forward,5,0.1527777777777778,257.0,203.0,
calibration,15,progressive,forward,6,0.18055555555555555,298.0,257.0,
calibration,15,progressive,forward,7,0.20833333333333334,313.0,312.0,
calibration,15,progressive,forward,8,0.2361111111111111,353.0,325.0,
calibration,15,progressive,forward,9,0.2638888888888889,365.0,121.0,
calibration,15,progressive,forward,10,0.2916666666666667,390.0,346.0,
calibration,15,progressive,forward,11,0.3194444444444444,423.0,410.0,
calibration,15,progressive,forward,12,0.3472222222222222,436.0,425.0,
calibration,15,progressive,forward,13,0.375,445.0,427.0,
calibration,15,progressive,forward,14,0.4027777777777778,480.0,436.0,
calibration,15,progressive,forward,15,0.4305555555555556,493.0,448.0,
calibration,15,progressive,forward,16,0.4583333333333333,540.0,350.0,
calibration,15,progressive,forward,17,0.4861111111111111,549.0,472.0,
calibration,15,progressive,forward,18,0.5138888888888888,604.0,577.0,
calibration,15,progressive,forward,19,0.5416666666666666,619.0,560.0,
calibration,15,progressive,forward,20,0.5694444444444444,643.0,624.0,
calibration,15,progressive,forward,21,0.5972222222222222,671.0,515.0,
calibration,15,progressive,forward,22,0.625,676.0,193.0,
calibration,15,progressive,forward,23,0.6527777777777778,699.0,625.0,
calibration,15,progressive,forward,24,0.6805555555555556,719.0,431.0,
calibration,15,progressive,forward,25,0.7083333333333334,750.0,724.0,
calibration,15,progressive,forward,26,0.7361111111111112,784.0,573.0,
calibration,15,progressive,forward,27,0.7638888888888888,814.0,800.0,
calibration,15,progressive,forward,28,0.7916666666666666,842.0,791.0,
calibration,15,progressive,forward,29,0.8194444444444444,851.0,804.0,
calibration,15,progressive,forward,30,0.8472222222222222,881.0,760.0,
calibration,15,progressive,forward,31,0.875,,556.0,
calibration,15,progressive,forward,32,0.9027777777777778,,,
calibration,15,progressive,forward,33,0.9305555555555556,,642.0,
calibration,15,progressive,forward,34,0.9583333333333334,,667.0,
calibration,15,progressive,forward,35,0.9861111111111112,,,
calibration,15,memory-only,forward,0,0.013888888888888888,152.0,,
calibration,15,memory-only,forward,1,0.041666666666666664,164.0,,
calibration,15,memory-only,forward,2,0.06944444444444445,188.0,,
calibration,15,memory-only,forward,3,0.09722222222222222,225.0,157.0,
calibration,15,memory-only,forward,4,0.125,256.0,137.0,
calibration,15,memory-only,forward,5,0.1527777777777778,257.0,209.0,
calibration,15,memory-only,forward,6,0.18055555555555555,298.0,,
calibration,15,memory-only,forward,7,0.20833333333333334,313.0,825.0,
calibration,15,memory-only,forward,8,0.2361111111111111,353.0,,
calibration,15,memory-only,forward,9,0.2638888888888889,365.0,121.0,
calibration,15,memory-only,forward,10,0.2916666666666667,390.0,493.0,
calibration,15,memory-only,forward,11,0.3194444444444444,423.0,653.0,
calibration,15,memory-only,forward,12,0.3472222222222222,436.0,744.0,
calibration,15,memory-only,forward,13,0.375,445.0,,
calibration,15,memory-only,forward,14,0.4027777777777778,480.0,,
calibration,15,memory-only,forward,15,0.4305555555555556,493.0,,
calibration,15,memory-only,forward,16,0.4583333333333333,540.0,350.0,
calibration,15,memory-only,forward,17,0.4861111111111111,549.0,476.0,
calibration,15,memory-only,forward,18,0.5138888888888888,604.0,,
calibration,15,memory-only,forward,19,0.5416666666666666,619.0,,
calibration,15,memory-only,forward,20,0.5694444444444444,643.0,799.0,
calibration,15,memory-only,forward,21,0.5972222222222222,671.0,515.0,
calibration,15,memory-only,forward,22,0.625,676.0,193.0,
calibration,15,memory-only,forward,23,0.6527777777777778,699.0,,
calibration,15,memory-only,forward,24,0.6805555555555556,719.0,431.0,
calibration,15,memory-only,forward,25,0.7083333333333334,750.0,,
calibration,15,memory-only,forward,26,0.7361111111111112,784.0,573.0,
calibration,15,memory-only,forward,27,0.7638888888888888,814.0,,
calibration,15,memory-only,forward,28,0.7916666666666666,842.0,,
calibration,15,memory-only,forward,29,0.8194444444444444,851.0,,
calibration,15,memory-only,forward,30,0.8472222222222222,881.0,760.0,
calibration,15,memory-only,forward,31,0.875,,556.0,
calibration,15,memory-only,forward,32,0.9027777777777778,,,
calibration,15,memory-only,forward,33,0.9305555555555556,,642.0,
calibration,15,memory-only,forward,34,0.9583333333333334,,667.0,
calibration,15,memory-only,forward,35,0.9861111111111112,,,
calibration,15,late-snap,forward,0,0.013888888888888888,152.0,890.0,
calibration,15,late-snap,forward,1,0.041666666666666664,164.0,884.0,
calibration,15,late-snap,forward,2,0.06944444444444445,188.0,889.0,
calibration,15,late-snap,forward,3,0.09722222222222222,225.0,157.0,
calibration,15,late-snap,forward,4,0.125,256.0,137.0,
calibration,15,late-snap,forward,5,0.1527777777777778,257.0,209.0,
calibration,15,late-snap,forward,6,0.18055555555555555,298.0,882.0,
calibration,15,late-snap,forward,7,0.20833333333333334,313.0,825.0,
calibration,15,late-snap,forward,8,0.2361111111111111,353.0,,
calibration,15,late-snap,forward,9,0.2638888888888889,365.0,121.0,
calibration,15,late-snap,forward,10,0.2916666666666667,390.0,493.0,
calibration,15,late-snap,forward,11,0.3194444444444444,423.0,653.0,
calibration,15,late-snap,forward,12,0.3472222222222222,436.0,744.0,
calibration,15,late-snap,forward,13,0.375,445.0,883.0,
calibration,15,late-snap,forward,14,0.4027777777777778,480.0,886.0,
calibration,15,late-snap,forward,15,0.4305555555555556,493.0,868.0,
calibration,15,late-snap,forward,16,0.4583333333333333,540.0,350.0,
calibration,15,late-snap,forward,17,0.4861111111111111,549.0,476.0,
calibration,15,late-snap,forward,18,0.5138888888888888,604.0,881.0,
calibration,15,late-snap,forward,19,0.5416666666666666,619.0,,
calibration,15,late-snap,forward,20,0.5694444444444444,643.0,799.0,
calibration,15,late-snap,forward,21,0.5972222222222222,671.0,515.0,
calibration,15,late-snap,forward,22,0.625,676.0,193.0,
calibration,15,late-snap,forward,23,0.6527777777777778,699.0,,
calibration,15,late-snap,forward,24,0.6805555555555556,719.0,431.0,
calibration,15,late-snap,forward,25,0.7083333333333334,750.0,885.0,
calibration,15,late-snap,forward,26,0.7361111111111112,784.0,573.0,
calibration,15,late-snap,forward,27,0.7638888888888888,814.0,875.0,
calibration,15,late-snap,forward,28,0.7916666666666666,842.0,873.0,
calibration,15,late-snap,forward,29,0.8194444444444444,851.0,881.0,
calibration,15,late-snap,forward,30,0.8472222222222222,881.0,760.0,
calibration,15,late-snap,forward,31,0.875,,556.0,
calibration,15,late-snap,forward,32,0.9027777777777778,,,
calibration,15,late-snap,forward,33,0.9305555555555556,,642.0,
calibration,15,late-snap,forward,34,0.9583333333333334,,667.0,
calibration,15,late-snap,forward,35,0.9861111111111112,,877.0,
calibration,15,false-seam,forward,0,0.013888888888888888,152.0,588.0,
calibration,15,false-seam,forward,1,0.041666666666666664,164.0,,
calibration,15,false-seam,forward,2,0.06944444444444445,188.0,607.0,
calibration,15,false-seam,forward,3,0.09722222222222222,225.0,157.0,
calibration,15,false-seam,forward,4,0.125,256.0,137.0,
calibration,15,false-seam,forward,5,0.1527777777777778,257.0,212.0,
calibration,15,false-seam,forward,6,0.18055555555555555,298.0,886.0,
calibration,15,false-seam,forward,7,0.20833333333333334,313.0,,
calibration,15,false-seam,forward,8,0.2361111111111111,353.0,,
calibration,15,false-seam,forward,9,0.2638888888888889,365.0,121.0,
calibration,15,false-seam,forward,10,0.2916666666666667,390.0,606.0,
calibration,15,false-seam,forward,11,0.3194444444444444,423.0,877.0,
calibration,15,false-seam,forward,12,0.3472222222222222,436.0,,
calibration,15,false-seam,forward,13,0.375,445.0,,
calibration,15,false-seam,forward,14,0.4027777777777778,480.0,718.0,
calibration,15,false-seam,forward,15,0.4305555555555556,493.0,796.0,
calibration,15,false-seam,forward,16,0.4583333333333333,540.0,350.0,
calibration,15,false-seam,forward,17,0.4861111111111111,549.0,,
calibration,15,false-seam,forward,18,0.5138888888888888,604.0,,
calibration,15,false-seam,forward,19,0.5416666666666666,619.0,,
calibration,15,false-seam,forward,20,0.5694444444444444,643.0,,
calibration,15,false-seam,forward,21,0.5972222222222222,671.0,515.0,
calibration,15,false-seam,forward,22,0.625,676.0,193.0,
calibration,15,false-seam,forward,23,0.6527777777777778,699.0,640.0,
calibration,15,false-seam,forward,24,0.6805555555555556,719.0,431.0,
calibration,15,false-seam,forward,25,0.7083333333333334,750.0,,
calibration,15,false-seam,forward,26,0.7361111111111112,784.0,573.0,
calibration,15,false-seam,forward,27,0.7638888888888888,814.0,,
calibration,15,false-seam,forward,28,0.7916666666666666,842.0,,
calibration,15,false-seam,forward,29,0.8194444444444444,851.0,,
calibration,15,false-seam,forward,30,0.8472222222222222,881.0,760.0,
calibration,15,false-seam,forward,31,0.875,,556.0,
calibration,15,false-seam,forward,32,0.9027777777777778,,,
calibration,15,false-seam,forward,33,0.9305555555555556,,642.0,
calibration,15,false-seam,forward,34,0.9583333333333334,,667.0,
calibration,15,false-seam,forward,35,0.9861111111111112,,,
calibration,15,progressive,pause,0,0.013888888888888888,101.0,100.0,
calibration,15,progressive,pause,1,0.041666666666666664,116.0,113.0,
calibration,15,progressive,pause,2,0.06944444444444445,133.0,107.0,
calibration,15,progressive,pause,3,0.09722222222222222,149.0,129.0,
calibration,15,progressive,pause,4,0.125,158.0,36.0,
calibration,15,progressive,pause,5,0.1527777777777778,184.0,205.0,
calibration,15,progressive,pause,6,0.18055555555555555,204.0,129.0,
calibration,15,progressive,pause,7,0.20833333333333334,213.0,199.0,
calibration,15,progressive,pause,8,0.2361111111111111,239.0,237.0,
calibration,15,progressive,pause,9,0.2638888888888889,242.0,240.0,
calibration,15,progressive,pause,10,0.2916666666666667,260.0,263.0,
calibration,15,progressive,pause,11,0.3194444444444444,285.0,268.0,
calibration,15,progressive,pause,12,0.3472222222222222,307.0,166.0,
calibration,15,progressive,pause,13,0.375,596.0,298.0,
calibration,15,progressive,pause,14,0.4027777777777778,606.0,342.0,
calibration,15,progressive,pause,15,0.4305555555555556,620.0,54.0,
calibration,15,progressive,pause,16,0.4583333333333333,657.0,436.0,
calibration,15,progressive,pause,17,0.4861111111111111,645.0,362.0,
calibration,15,progressive,pause,18,0.5138888888888888,682.0,688.0,
calibration,15,progressive,pause,19,0.5416666666666666,698.0,675.0,
calibration,15,progressive,pause,20,0.5694444444444444,712.0,709.0,
calibration,15,progressive,pause,21,0.5972222222222222,733.0,350.0,
calibration,15,progressive,pause,22,0.625,757.0,744.0,
calibration,15,progressive,pause,23,0.6527777777777778,758.0,711.0,
calibration,15,progressive,pause,24,0.6805555555555556,786.0,795.0,
calibration,15,progressive,pause,25,0.7083333333333334,799.0,75.0,
calibration,15,progressive,pause,26,0.7361111111111112,817.0,64.0,
calibration,15,progressive,pause,27,0.7638888888888888,847.0,726.0,
calibration,15,progressive,pause,28,0.7916666666666666,864.0,879.0,
calibration,15,progressive,pause,29,0.8194444444444444,878.0,871.0,
calibration,15,progressive,pause,30,0.8472222222222222,891.0,257.0,
calibration,15,progressive,pause,31,0.875,,858.0,
calibration,15,progressive,pause,32,0.9027777777777778,,117.0,
calibration,15,progressive,pause,33,0.9305555555555556,,,
calibration,15,progressive,pause,34,0.9583333333333334,,,
calibration,15,progressive,pause,35,0.9861111111111112,,52.0,
calibration,15,progressive,reverse,0,0.013888888888888888,92.0,87.0,880.0
calibration,15,progressive,reverse,1,0.041666666666666664,105.0,96.0,885.0
calibration,15,progressive,reverse,2,0.06944444444444445,119.0,34.0,878.0
calibration,15,progressive,reverse,3,0.09722222222222222,121.0,115.0,846.0
calibration,15,progressive,reverse,4,0.125,134.0,139.0,869.0
calibration,15,progressive,reverse,5,0.1527777777777778,169.0,158.0,843.0
calibration,15,progressive,reverse,6,0.18055555555555555,184.0,174.0,822.0
calibration,15,progressive,reverse,7,0.20833333333333334,197.0,33.0,821.0
calibration,15,progressive,reverse,8,0.2361111111111111,207.0,51.0,794.0
calibration,15,progressive,reverse,9,0.2638888888888889,234.0,232.0,800.0
calibration,15,progressive,reverse,10,0.2916666666666667,234.0,231.0,785.0
calibration,15,progressive,reverse,11,0.3194444444444444,241.0,256.0,810.0
calibration,15,progressive,reverse,12,0.3472222222222222,262.0,278.0,781.0
calibration,15,progressive,reverse,13,0.375,297.0,286.0,776.0
calibration,15,progressive,reverse,14,0.4027777777777778,295.0,309.0,784.0
calibration,15,progressive,reverse,15,0.4305555555555556,313.0,86.0,769.0
calibration,15,progressive,reverse,16,0.4583333333333333,336.0,346.0,728.0
calibration,15,progressive,reverse,17,0.4861111111111111,356.0,81.0,723.0
calibration,15,progressive,reverse,18,0.5138888888888888,355.0,358.0,728.0
calibration,15,progressive,reverse,19,0.5416666666666666,382.0,392.0,709.0
calibration,15,progressive,reverse,20,0.5694444444444444,390.0,87.0,726.0
calibration,15,progressive,reverse,21,0.5972222222222222,399.0,194.0,688.0
calibration,15,progressive,reverse,22,0.625,415.0,300.0,671.0
calibration,15,progressive,reverse,23,0.6527777777777778,435.0,412.0,669.0
calibration,15,progressive,reverse,24,0.6805555555555556,467.0,421.0,676.0
calibration,15,progressive,reverse,25,0.7083333333333334,481.0,97.0,674.0
calibration,15,progressive,reverse,26,0.7361111111111112,472.0,438.0,643.0
calibration,15,progressive,reverse,27,0.7638888888888888,503.0,205.0,633.0
calibration,15,progressive,reverse,28,0.7916666666666666,513.0,479.0,601.0
calibration,15,progressive,reverse,29,0.8194444444444444,523.0,465.0,618.0
calibration,15,progressive,reverse,30,0.8472222222222222,540.0,534.0,612.0
calibration,15,progressive,reverse,31,0.875,551.0,549.0,601.0
calibration,15,progressive,reverse,32,0.9027777777777778,,,584.0
calibration,15,progressive,reverse,33,0.9305555555555556,,,584.0
calibration,15,progressive,reverse,34,0.9583333333333334,,196.0,584.0
calibration,15,progressive,reverse,35,0.9861111111111112,,151.0,584.0
calibration,16,progressive,forward,0,0.013888888888888888,86.0,102.0,
calibration,16,progressive,forward,1,0.041666666666666664,108.0,98.0,
calibration,16,progressive,forward,2,0.06944444444444445,117.0,104.0,
calibration,16,progressive,forward,3,0.09722222222222222,124.0,100.0,
calibration,16,progressive,forward,4,0.125,162.0,45.0,
calibration,16,progressive,forward,5,0.1527777777777778,155.0,71.0,
calibration,16,progressive,forward,6,0.18055555555555555,187.0,197.0,
calibration,16,progressive,forward,7,0.20833333333333334,198.0,162.0,
calibration,16,progressive,forward,8,0.2361111111111111,211.0,165.0,
calibration,16,progressive,forward,9,0.2638888888888889,227.0,85.0,
calibration,16,progressive,forward,10,0.2916666666666667,256.0,126.0,
calibration,16,progressive,forward,11,0.3194444444444444,275.0,270.0,
calibration,16,progressive,forward,12,0.3472222222222222,290.0,93.0,
calibration,16,progressive,forward,13,0.375,308.0,306.0,
calibration,16,progressive,forward,14,0.4027777777777778,329.0,152.0,
calibration,16,progressive,forward,15,0.4305555555555556,345.0,312.0,
