delta_r,pair,test_cycle,method,RMSE_ARA,MAE_ARA,waveform_r,direction_agreement,quadrant_agreement,turn_error,endpoint_error,angular_path_error,radial_path_error,fallback_steps
0,1,3,previous_cycle,0.8031160778681747,0.5897246761098914,-0.0489561886738371,0.5555555555555556,0.5483870967741935,0.15873015873015872,0.05025302154859404,0.07762313653259699,0.1216758511132378,0
0,1,4,primary,0.7371894524671162,0.47586122771696604,-0.2778788486434244,0.5714285714285714,0.5645161290322581,1.0,0.0,0.05419364966272906,0.1295349968175507,0
0,1,4,direction_blind,0.7292586439364237,0.4665876619925886,-0.1448652994742941,0.4603174603174603,0.45161290322580644,0.18253968253968253,0.0015481960383151618,0.05348666336445758,0.12544983350876474,0
0,1,4,wrong_lineage,0.7569529824576242,0.5390149790671799,-0.443355282569239,0.25396825396825395,0.25806451612903225,0.3888888888888889,0.6197826003069602,0.06172080350278504,0.15938194633092478,0
0,1,4,previous_cycle,0.8632492274350682,0.6594879414126786,-0.20762381206619374,0.4126984126984127,0.4032258064516129,0.09523809523809523,0.13160248130250185,0.08542050357172026,0.14399741263537305,0
0,1,5,primary,0.9250126428506747,0.5813926893894201,0.40810572161045844,0.6507936507936508,0.6612903225806451,0.25396825396825395,0.013550493276145104,0.07654046573588473,0.07606298460990353,0
0,1,5,direction_blind,0.7432019106408851,0.48312932145372645,-0.43733911367732026,0.38095238095238093,0.3870967741935484,0.0873015873015873,0.08836783035199902,0.056311055085329104,0.1392130373776686,0
0,1,5,wrong_lineage,0.8479902241464422,0.520743987355004,0.4422131978409799,0.6984126984126984,0.7096774193548387,0.25396825396825395,0.03298702129413472,0.06810773722338179,0.08183272065839886,0
0,1,5,previous_cycle,0.9179750707123593,0.7096747421920226,-0.36286113839931083,0.2698412698412698,0.27419354838709675,0.11904761904761904,0.009256291937372485,0.0925590383536315,0.15749253169173824,0
0,1,6,primary,0.4786683334675902,0.2566776068009669,0.7593622325171594,0.7619047619047619,0.7741935483870968,0.24603174603174602,0.34505705905149175,0.03205951398595878,0.06809934758040906,0
0,1,6,direction_blind,0.7009571425167208,0.44220399666261784,0.02411298195987559,0.42857142857142855,0.43548387096774194,0.15079365079365079,0.3993767050134043,0.06519200763754987,0.1256533304223636,0
0,1,6,wrong_lineage,1.3617183584147674,1.0736756841559734,-0.195969345486758,0.5079365079365079,0.5,1.0,1.5955382170135048,0.1555439557983958,0.08298655354646167,0
0,1,6,previous_cycle,0.9566659750239064,0.7315172294895003,-0.5368058222756408,0.12698412698412698,0.12903225806451613,0.047619047619047616,0.2728593016839932,0.10638457685855986,0.15847258185684993,0
0,1,7,primary,0.9550392482061113,0.6798242576366811,0.12949137045960482,0.4126984126984127,0.41935483870967744,0.1349206349206349,0.418437905107352,0.0896302531464146,0.11810803834004865,0
0,1,7,direction_blind,1.08375067943291,0.9099689677511651,-0.3343148113682228,0.6666666666666666,0.6774193548387096,0.015873015873015872,0.791939653222695,0.139587576618228,0.14663953912190208,0
0,1,7,wrong_lineage,1.3752674036221928,1.1634127885901915,-0.3670827464767402,0.5873015873015873,0.5806451612903226,1.0,1.4236119134021323,0.16284696304319995,0.08951145631042356,0
0,1,7,previous_cycle,0.9673784551814315,0.7461144033582426,-0.5840202748537721,0.14285714285714285,0.14516129032258066,0.0873015873015873,0.3611274130129251,0.11166494510206033,0.15638066513920157,0
0,1,8,primary,1.1750098209978834,0.9037619755888873,-0.1904946685036678,0.30158730158730157,0.3064516129032258,0.1349206349206349,0.5781484854239236,0.13555572657251494,0.11856119064854959,0
0,1,8,direction_blind,0.9297541710730911,0.8089520486253192,-0.23786556283639163,0.5714285714285714,0.5645161290322581,0.007936507936507936,0.9379480129928944,0.13819835283299542,0.13184407163691986,0
0,1,8,wrong_lineage,1.4018172561400932,1.245555061789372,-0.5091550461918831,0.5238095238095238,0.5161290322580645,1.0,1.2460274511190583,0.19296532847215814,0.11015419308058601,0
0,1,8,previous_cycle,0.9125670411052702,0.7160924123361366,-0.4229370212223117,0.25396825396825395,0.25806451612903225,0.14285714285714285,0.5570223877844204,0.11056428166822954,0.1781910633996232,0
0,1,9,primary,1.3314973399838625,1.1051436627938365,-0.21865986368382256,0.20634920634920634,0.20967741935483872,0.31746031746031744,0.8463738591802143,0.16326660258718276,0.09420576690407233,0
0,1,9,direction_blind,0.9249484780259729,0.8382701964923366,-0.45235081833526253,0.5079365079365079,0.5161290322580645,0.015873015873015872,0.2824011988903321,0.14534186556344797,0.1760537630720783,0
0,1,9,wrong_lineage,1.520818537193918,1.368125950059341,-0.4530259222369833,0.49206349206349204,0.4838709677419355,1.0,1.0367862594210322,0.20183302712006002,0.1312772304830599,0
0,1,9,previous_cycle,0.8746877163142931,0.6797875674298648,-0.2672168907182411,0.38095238095238093,0.3870967741935484,0.1349206349206349,0.831611259276466,0.1071676170364561,0.14375950581628003,0
0,1,10,primary,1.475157911116429,1.2867617075610862,-0.4524030621835005,0.31746031746031744,0.3225806451612903,0.29365079365079366,1.8911524246816196,0.18916005034056754,0.10610192945743235,0
0,1,10,direction_blind,0.9123324558755147,0.7627316991348645,0.4007647236228186,0.5714285714285714,0.5645161290322581,0.023809523809523808,0.26444219864593466,0.11482432992418071,0.15491690488590498,0
0,1,10,wrong_lineage,1.4785945314331308,1.3112305463763236,-0.35594303763313395,0.6031746031746031,0.5967741935483871,1.0,0.021529040340672045,0.19148453460284914,0.12286995947884007,0
0,1,10,previous_cycle,0.9015114145419433,0.675812089521843,-0.1224102180752034,0.5873015873015873,0.5967741935483871,0.0873015873015873,1.8683975186974981,0.11334786184399798,0.11853875882057349,0
0,1,11,primary,1.5066483743052852,1.3526644690731433,-0.5443942960451188,0.5396825396825397,0.532258064516129,1.0,1.3503720831457902,0.2124880813411107,0.1176473665279754,0
0,1,11,direction_blind,1.1345601604237094,1.0412220459396813,-0.13777504349478312,0.5238095238095238,0.532258064516129,0.015873015873015872,0.3323125156442557,0.17925077070998774,0.17582605529912765,0
0,1,11,wrong_lineage,1.5251393476947748,1.3879085345143478,0.2770518982621115,0.4603174603174603,0.46774193548387094,1.0,0.546270033658182,0.21349190866348872,0.14351821979845453,0
0,1,11,previous_cycle,0.7569016809299118,0.5343997542778756,0.25684977178713164,0.6825396825396826,0.6774193548387096,0.10317460317460317,1.3153462709611126,0.08126607572334152,0.10883730516825818,0
0,1,12,primary,0.735878399958131,0.4664964027134494,0.06367187857873216,0.5555555555555556,0.5483870967741935,1.0,0.46500345669975535,0.05900710096411311,0.11778998074040725,0
0,1,12,direction_blind,1.014097756613526,0.9179937132341317,-0.15115651615882938,0.49206349206349204,0.5,0.0,0.7388795108653905,0.16790029202832635,0.16013672852387995,0
0,1,12,wrong_lineage,0.559162831005672,0.3471272443618811,0.5738181776728986,0.6507936507936508,0.6612903225806451,0.2222222222222222,0.1818185992259977,0.047191360463121654,0.08549920879904625,0
0,1,12,previous_cycle,0.5036881345970451,0.34118655612624754,0.6023176155603045,0.8253968253968254,0.8225806451612904,0.0873015873015873,0.3334009753972535,0.04744528727258008,0.10198010400891054,0
0,1,13,primary,0.5998414917491992,0.39325155301973747,0.3318617770251151,0.5079365079365079,0.5161290322580645,0.2222222222222222,0.6209426505816272,0.05182775450113582,0.0996512994679284,0
0,1,13,direction_blind,0.8921894149474213,0.7412693723488044,0.3505538345096104,0.4126984126984127,0.4032258064516129,0.023809523809523808,1.1242261350683318,0.10305156106553454,0.17075249900879624,0
0,1,13,wrong_lineage,0.7367286588457439,0.45477299665042864,-0.3638798949123269,0.47619047619047616,0.4838709677419355,0.3333333333333333,0.08133789343926157,0.05690741431594302,0.10833100520815278,0
0,1,13,previous_cycle,0.08613127087346958,0.04716504277836183,0.987709089248325,0.9841269841269841,0.9838709677419355,0.007936507936507936,0.028366251697387296,0.006392063614608492,0.015292018060940845,0
0,1,14,primary,0.7325862282074793,0.46480631585911447,-0.35539825106113143,0.5714285714285714,0.5645161290322581,1.0,0.10158342003940074,0.055388980784665254,0.11502416418602801,0
0,1,14,direction_blind,0.7224637552158518,0.4533384203112732,-0.47198834799301276,0.49206349206349204,0.5,0.42063492063492064,0.07933825293189825,0.05449178141464417,0.10979922630816596,0
0,1,14,wrong_lineage,0.6715907356032303,0.4560123650274314,0.005250270709330814,0.38095238095238093,0.3870967741935484,0.21428571428571427,0.8454666879134649,0.058002495912115384,0.11734026546462004,0
0,1,14,previous_cycle,0.46761086933170953,0.3037374723609376,0.6392293904551,0.8253968253968254,0.8225806451612904,0.07936507936507936,0.03001906126310111,0.04002921166257644,0.08814220177290463,0
0,1,15,primary,0.723243317541603,0.5442096603605526,0.7803407469569,0.746031746031746,0.7419354838709677,0.2698412698412698,0.006539595652873764,0.07552987063155246,0.1486095682711287,0
0,1,15,direction_blind,0.7287619651982234,0.4654915501876544,-0.3986027587059289,0.5873015873015873,0.5806451612903226,0.11904761904761904,0.048423272838277895,0.05484032605158692,0.11651824397035768,0
0,1,15,wrong_lineage,1.1186788926443076,0.9197797810437958,0.503268725654029,0.4444444444444444,0.45161290322580644,1.0,1.8648247217019918,0.1288129429462931,0.15406796377081095,0
0,1,15,previous_cycle,0.7000998495607366,0.48839932639102124,0.1979764327685702,0.6666666666666666,0.6612903225806451,0.15079365079365079,0.035794477584264045,0.06518349125441925,0.10856097665422532,0
0,1,16,primary,0.5554709863657079,0.40146428026193604,0.8512161943002837,0.8095238095238095,0.8064516129032258,0.2619047619047619,0.06353921586669836,0.05761812153836836,0.11809106615505365,0
0,1,16,direction_blind,0.7308068461916303,0.469463752223731,-0.4346971335774013,0.5079365079365079,0.5,0.1746031746031746,0.02074837956455989,0.05401031622212284,0.12340511336802133,0
0,1,16,wrong_lineage,1.1750099268555472,0.9316353578568797,0.40966769720294416,0.42857142857142855,0.43548387096774194,1.0,1.958940936003,0.1284998262048247,0.13208132667510983,0
0,1,16,previous_cycle,0.8102381637964857,0.5941919281488734,-0.07593629942320268,0.5238095238095238,0.5161290322580645,0.15873015873015872,0.09054341730550178,0.07785948115698543,0.12228093343171714,0
0,1,17,primary,0.7466830174924998,0.488878320227642,-0.12431728615272408,0.5555555555555556,0.5483870967741935,1.0,0.0,0.0556883078016218,0.13498139301934609,0
0,1,17,direction_blind,0.7367120970588238,0.4688244837465915,-0.2239769499645502,0.36507936507936506,0.3548387096774194,0.23809523809523808,0.02716862578287005,0.054049852816120576,0.12540790701173632,0
0,1,17,wrong_lineage,0.746044276202072,0.48733662414916,-0.192708243235899,0.5555555555555556,0.5483870967741935,1.0,0.0,0.05556822643665915,0.13417348213852018,0
0,1,17,previous_cycle,0.8742201497939746,0.6733850239253945,-0.23066344470193711,0.3968253968253968,0.3870967741935484,0.0873015873015873,0.13160248130250185,0.08731077647684751,0.14726009996815176,0
0,1,18,primary,0.5890563275475781,0.32731762550920596,0.6644113125323878,0.7619047619047619,0.7741935483870968,0.24603174603174602,0.18575741688019493,0.04225455629517121,0.06925981845044757,0
0,1,18,direction_blind,0.7369924646230848,0.48349643639664536,-0.32504916660839295,0.4603174603174603,0.46774193548387094,0.2777777777777778,0.21339455962119913,0.05575777927367688,0.14312793369697063,0
0,1,18,wrong_lineage,1.3037369678788926,0.9703734783516762,0.0043997039667697125,0.5079365079365079,0.5,1.0,1.727621750670362,0.13348686384834757,0.06263570430930865,0
0,1,18,previous_cycle,0.9243864684898347,0.7094405467394133,-0.39654723488776494,0.2222222222222222,0.22580645161290322,0.09523809523809523,0.14077576802713632,0.09217190871491628,0.15744438959347953,0
0,1,19,primary,0.8368790716219973,0.5281060025991517,0.39750939739828034,0.5873015873015873,0.5967741935483871,0.25396825396825395,0.30414294757352567,0.06841612360277227,0.08575709255820292,0
0,1,19,direction_blind,0.6810244907816971,0.4291239322409892,0.22979233954719241,0.5238095238095238,0.5161290322580645,0.1746031746031746,0.3470756994651122,0.06794950640087971,0.11508862668530732,0
0,1,19,wrong_lineage,1.3825265049053153,1.0998993671331783,-0.22209972813726034,0.49206349206349204,0.4838709677419355,1.0,1.5985148174947108,0.1585820913341442,0.08419112468492942,0
0,1,19,previous_cycle,0.9740685134690656,0.7470699112119041,-0.5809970494907948,0.1111111111111111,0.11290322580645161,0.03968253968253968,0.26988270120278723,0.11180290110642552,0.15652770335938945,0
0,1,20,primary,1.2241374403309297,0.950482141068002,-0.1926605926358739,0.30158730158730157,0.3064516129032258,0.23809523809523808,0.42512191425250456,0.1265300644058659,0.1030140783708764,0
0,1,20,direction_blind,1.3957478419763738,1.1896837260594004,-0.6532952762600656,0.3333333333333333,0.3387096774193548,0.015873015873015872,0.8943333186939364,0.17964528789486328,0.0847023850937507,0
0,1,20,wrong_lineage,1.3820670934429362,1.1877546492210738,-0.4420682568996945,0.5238095238095238,0.5161290322580645,1.0,1.3815261274268025,0.16729362224380556,0.09590253048054814,0
0,1,20,previous_cycle,0.9490409561334248,0.7340365880381712,-0.5431900487610601,0.12698412698412698,0.12903225806451613,0.05555555555555555,0.41822847423890974,0.1094771899067836,0.15907363992343027,0
0,1,21,primary,1.2432296591905476,0.992572311924083,-0.24023752408630705,0.20634920634920634,0.20967741935483872,0.25396825396825395,0.583767111433112,0.14832118478297357,0.11735203292787297,0
0,1,21,direction_blind,0.9441100716041823,0.8296877564971176,-0.34028168779050716,0.5238095238095238,0.532258064516129,0.015873015873015872,0.2725326000491741,0.1452887849480688,0.14817365311519398,0
0,1,21,wrong_lineage,1.5100381618697158,1.3531572208291203,-0.542657333059871,0.49206349206349204,0.4838709677419355,1.0,1.2976190689759877,0.20262835651444291,0.1428660840734387,0
0,1,21,previous_cycle,0.9068591064958009,0.7095279453798804,-0.38099142513994366,0.2857142857142857,0.2903225806451613,0.1349206349206349,0.5707784497215105,0.10727500244937861,0.16672463691260103,0
0,1,22,primary,1.2916398773795115,1.0500798336208454,-0.18063472310346465,0.14285714285714285,0.14516129032258066,0.23809523809523808,1.431559586579523,0.1533119050042135,0.12041900021386424,0
0,1,22,direction_blind,1.1612748672563336,0.9840049536434914,-0.6209623893968651,0.4444444444444444,0.45161290322580644,0.0,0.8637132758881606,0.1591780813005597,0.12313959925766406,0
0,1,22,wrong_lineage,1.4863005748336102,1.3324452897246029,-0.3151291715759626,0.5238095238095238,0.5161290322580645,1.0,0.4465220456898227,0.1951214995961439,0.1274799322530084,0
0,1,22,previous_cycle,0.8761180824257646,0.6811733702403785,-0.23307470516775994,0.4126984126984127,0.41935483870967744,0.15079365079365079,1.4004374234917272,0.11003932817030748,0.1385954123705527,0
0,1,23,primary,1.447954331314262,1.2567625977853978,-0.397091597764604,0.2222222222222222,0.22580645161290322,0.21428571428571427,1.913317107870251,0.19397092189868276,0.11051034840285064,0
0,1,23,direction_blind,1.3160039153582905,1.1843333557122857,-0.22618803957562228,0.4603174603174603,0.46774193548387094,0.007936507936507936,0.9838469090598077,0.18892723783091453,0.14952663166176394,0
0,1,23,wrong_lineage,1.5145652407720687,1.3589887201541342,-0.41606145024010865,0.5873015873015873,0.5806451612903226,1.0,0.0,0.20579112117846632,0.13910254468093589,0
0,1,23,previous_cycle,0.8627456696328375,0.6312250457021313,0.046037088386853345,0.6349206349206349,0.6451612903225806,0.07142857142857142,1.8683975186974981,0.09838455955597322,0.12027895791315182,0
0,1,24,primary,0.7242533602878726,0.45068677026313275,0.3108764225749471,0.5555555555555556,0.5483870967741935,1.0,0.7882809487844428,0.05860439638175777,0.11232217690085672,0
0,1,24,direction_blind,1.1203574703795862,1.0106162045982228,-0.08786274362034602,0.5079365079365079,0.5,0.007936507936507936,0.22464396416723142,0.17407840715599038,0.17007575071664732,0
0,1,24,wrong_lineage,0.7221183509420062,0.4489962003522093,0.3019345221378882,0.5555555555555556,0.5483870967741935,1.0,0.7882809487844428,0.05837703220988887,0.11171681526207214,0
0,1,24,previous_cycle,0.660911919073221,0.4675508262987538,0.4141609331882063,0.7619047619047619,0.7580645161290323,0.11904761904761904,0.6566784674819409,0.06934007630591338,0.11943076726999421,0
0,1,25,primary,0.6609588405595476,0.4030876035965494,0.20320046793176202,0.42857142857142855,0.43548387096774194,0.4365079365079365,0.23888797933967476,0.053170723478959944,0.09258013970682877,0
0,1,25,direction_blind,1.1509584964195705,1.0109938103621405,0.3896688351492311,0.4444444444444444,0.45161290322580644,0.015873015873015872,1.6295736057594,0.15766224639673232,0.18189575509023492,0
0,1,25,wrong_lineage,0.7437993985130925,0.4679392728710523,-0.22036218505290409,0.49206349206349204,0.4838709677419355,1.0,0.28570925200440356,0.05916480010068411,0.11511750405001533,0
0,1,25,previous_cycle,0.3327600616579821,0.20512974558393146,0.8163106531269284,0.8571428571428571,0.8548387096774194,0.07142857142857142,0.1541067707019017,0.02809618671004464,0.06420033784408588,0
0,1,26,primary,0.672423591447633,0.43326006012199847,0.02073321095720965,0.3968253968253968,0.4032258064516129,0.21428571428571427,0.5650678767023971,0.05486597023652956,0.10592145563177502,0
0,1,26,direction_blind,0.6978442430395871,0.43529658025686147,-0.20244346759295226,0.5396825396825397,0.532258064516129,0.15873015873015872,0.04899391894743456,0.053810330281841595,0.10424343754634147,0
0,1,26,wrong_lineage,0.7273924707355797,0.4525430520581077,-0.347064745524117,0.5396825396825397,0.532258064516129,0.2777777777777778,0.05980242400320463,0.05544558930190832,0.108480503946048,0
0,1,26,previous_cycle,0.23845683030150205,0.14674379795536688,0.9051209729490483,0.9206349206349206,0.9193548387096774,0.031746031746031744,0.016970898463437092,0.019192863831520475,0.04731225297751933,0
0,1,27,primary,0.7791154306400926,0.5991267959863608,0.7300009059597665,0.7301587301587301,0.7258064516129032,0.2619047619047619,0.01595585474423726,0.08355829981068184,0.15401447608918528,0
0,1,27,direction_blind,0.7346048806055133,0.46214775402164926,-0.6786875768492913,0.19047619047619047,0.1935483870967742,0.09523809523809523,0.04732482917062093,0.055577568142681194,0.1107625088992367,0
0,1,27,wrong_lineage,1.126204926781862,0.9343846540987759,0.5368128659048004,0.4603174603174603,0.46774193548387094,1.0,1.888900767059723,0.12891058874756164,0.1744873391090896,0
0,1,27,previous_cycle,0.5897714454857174,0.4005803468863668,0.43360359367304635,0.746031746031746,0.7419354838709677,0.1111111111111111,0.03220088520665414,0.05357096731503722,0.10462203814384496,0
0,1,28,primary,0.6001992248946232,0.4202125789492538,0.8015654321386597,0.8095238095238095,0.8064516129032258,0.23809523809523808,0.01908878263001311,0.060547070798137814,0.11741597080540787,0
0,1,28,direction_blind,0.7218344800370514,0.4509927502441998,-0.38890164196058546,0.5714285714285714,0.5645161290322581,0.11904761904761904,0.04616696559878511,0.05271717597502741,0.11228971294498102,0
0,1,28,wrong_lineage,1.1610503627808055,0.9437008644424896,0.4645853506687567,0.4444444444444444,0.45161290322580644,1.0,1.9054197737388345,0.13077987047991885,0.1493749546568391,0
0,1,28,previous_cycle,0.7628560585159506,0.5428916924245581,0.04666318914646068,0.6031746031746031,0.5967741935483871,0.15873015873015872,0.044006148613566554,0.07163232109086834,0.10963410511673374,0
0,2,1,primary,0.7341821544491363,0.4681474748684701,-0.36163008540561653,0.4444444444444444,0.45161290322580644,0.6904761904761905,0.13435865984723397,0.05690078717289944,0.11611890575312321,0
0,2,1,direction_blind,0.7127905719631169,0.4543122483990926,-0.32774487667231883,0.42857142857142855,0.41935483870967744,0.4365079365079365,0.0824640047889247,0.05563990321983887,0.1117137423865725,0
0,2,1,wrong_lineage,0.735975868639396,0.4737915415490813,-0.31283575437887823,0.5238095238095238,0.5161290322580645,1.0,0.11612003839942389,0.05729907238501414,0.11931275550264145,0
0,2,1,previous_cycle,0.4413542242341342,0.2928032750984444,0.6710546272504072,0.8095238095238095,0.8064516129032258,0.06349206349206349,0.0741250213922176,0.03881911044270074,0.08938648093655634,0
0,2,2,primary,0.8806822513854063,0.6206365530674616,-0.10112035571757738,0.4126984126984127,0.41935483870967744,0.23015873015873015,1.8980735982406898,0.08557381718240212,0.10621094254865189,0
0,2,2,direction_blind,0.718395951099658,0.4548203646442309,-0.40795530205662606,0.4603174603174603,0.46774193548387094,0.15079365079365079,0.05182937510273464,0.05381989243032473,0.11468662022720882,0
0,2,2,wrong_lineage,0.7295347483560612,0.4725188824123129,-0.2797264270006932,0.5396825396825397,0.532258064516129,1.0,0.10192640175931028,0.05513503078329436,0.12429101991442057,0
0,2,2,previous_cycle,0.7007978245447414,0.4857600663486705,0.17124934239496228,0.6666666666666666,0.6612903225806451,0.07142857142857142,0.08831865803233122,0.06558558023069613,0.10591111917851824,0
0,2,3,primary,1.0959769862866406,0.880537185776912,0.44011499875770305,0.49206349206349204,0.5,1.0,1.8479814298685895,0.12413065428877018,0.1238340365222078,0
0,2,3,direction_blind,0.7386973830101236,0.4788223662126899,-0.4838231354456346,0.4444444444444444,0.45161290322580644,0.05555555555555555,0.01860402279456315,0.05532445352275531,0.12474722486710675,0
0,2,3,wrong_lineage,0.8383722880916729,0.6417474871571596,0.6808422586243502,0.6349206349206349,0.6290322580645161,0.1349206349206349,0.10161456410904891,0.0857532955210547,0.149890242539007,0
0,2,3,previous_cycle,0.80145857574733,0.5926201014098317,-0.06665731499849041,0.5238095238095238,0.5161290322580645,0.07142857142857142,0.1058881211379916,0.07834217533611483,0.12414240586971792,0
0,2,4,primary,1.1470035806868903,0.9049933234960439,0.3263157086975634,0.4444444444444444,0.45161290322580644,1.0,1.920069558891201,0.12995441412770095,0.09500121329472483,0
0,2,4,direction_blind,0.7256718293397282,0.46404988000518393,-0.5889045306200885,0.5079365079365079,0.5,0.38095238095238093,0.05707894886062587,0.05336853401018446,0.124224606815761,0
0,2,4,wrong_lineage,0.9492552149137239,0.6901206639853057,0.4342850692135865,0.5714285714285714,0.5645161290322581,0.5555555555555556,0.38154051618469276,0.09485985250902387,0.09817670316736599,0
0,2,4,previous_cycle,0.8553650118826308,0.6609100151199228,-0.2162257937119299,0.4126984126984127,0.4032258064516129,0.1111111111111111,0.1902450597916415,0.08612932256937664,0.146710909765324,0
0,2,5,primary,1.2127502745620264,0.8634539566155329,0.12622346953334623,0.5238095238095238,0.5161290322580645,1.0,1.7843801281251301,0.12127635054289285,0.04414788432470412,0
0,2,5,direction_blind,0.7374595457316477,0.47357344390973816,-0.461505058361403,0.5238095238095238,0.532258064516129,0.16666666666666666,0.12199822577052864,0.05426336130857658,0.13344344961487692,0
0,2,5,wrong_lineage,1.148963630332533,0.8435293433997468,0.02329823740494417,0.5396825396825397,0.5483870967741935,0.23809523809523808,0.3523040368239124,0.11595894665263652,0.08657245860593545,0
0,2,5,previous_cycle,0.9128643415176675,0.7092433011291583,-0.37144568194706323,0.2698412698412698,0.27419354838709675,0.1111111111111111,0.04191935827898091,0.09203011774756915,0.16039829882365758,0
0,2,6,primary,1.3300152363712072,1.0414010487092038,-0.17551801259249175,0.5079365079365079,0.5,1.0,1.6204408297654982,0.1466501581516402,0.07348499726417038,0
0,2,6,direction_blind,0.6959244623805084,0.4345203377466599,-0.12588206678819466,0.3968253968253968,0.4032258064516129,0.1746031746031746,0.28469860972501104,0.05787851897618131,0.12219372469892385,0
0,2,6,wrong_lineage,1.1854690374849786,0.8834210615256597,-0.06393182307527835,0.42857142857142855,0.43548387096774194,0.24603174603174602,0.011209509971328968,0.12429140990914725,0.0749436778743703,0
0,2,6,previous_cycle,0.9560379903847772,0.7265841033607179,-0.5576122679321177,0.12698412698412698,0.12903225806451613,0.03968253968253968,0.1629961129768648,0.09993956957928177,0.1567200321329819,0
0,2,7,primary,1.3983279817909402,1.1408454141118436,-0.2914515063923914,0.5079365079365079,0.5,1.0,1.5272466850409017,0.1561552182751048,0.09298772843046263,0
0,2,7,direction_blind,1.0852008853781265,0.8611513440355894,-0.2908390576119103,0.5714285714285714,0.5806451612903226,0.03968253968253968,0.6478355890254172,0.12847247130303285,0.10814326355624976,0
0,2,7,wrong_lineage,1.2934234441521548,1.052560646931393,-0.4232596709406627,0.3968253968253968,0.4032258064516129,0.3253968253968254,0.027783629029792145,0.15470186355868848,0.08297019967528,0
0,2,7,previous_cycle,0.9525798218442063,0.7244692173403917,-0.5734215277327991,0.12698412698412698,0.12903225806451613,0.03968253968253968,0.2825082551674569,0.10893869156705276,0.14770372186878117,0
0,2,8,primary,1.4511988624108154,1.256412803530885,-0.4546042543861478,0.5238095238095238,0.5161290322580645,1.0,1.4217973480327393,0.1799079529740547,0.10782704395463805,0
0,2,8,direction_blind,1.212792794731087,0.9920132765797939,-0.5984100571235297,0.5396825396825397,0.5483870967741935,0.05555555555555555,0.35846747128907575,0.15455738235021343,0.08762651572602131,0
0,2,8,wrong_lineage,1.244816461409704,0.999819076823721,-0.3962763893451197,0.2857142857142857,0.2903225806451613,0.2698412698412698,0.41914905971001376,0.14421679481647384,0.08217404890870428,0
0,2,8,previous_cycle,0.9022850072266073,0.7002610785068568,-0.4124408580396124,0.25396825396825395,0.25806451612903225,0.06349206349206349,0.3879575921756193,0.10759316515097336,0.172261912614315,0
0,2,9,primary,1.4977495126140044,1.323412049599801,-0.3503389406025127,0.5714285714285714,0.5645161290322581,1.0,1.1978992599665892,0.19586005246419091,0.1275398746858496,0
0,2,9,direction_blind,0.97161491063131,0.8212034125479528,-0.5790462912427398,0.4603174603174603,0.46774193548387094,0.007936507936507936,0.06417175884917437,0.13422719650417914,0.14340511929038308,0
0,2,9,wrong_lineage,1.4502116550523598,1.292522406052123,-0.38554398672788837,0.5714285714285714,0.5645161290322581,1.0,1.1378725130218434,0.19469966315013898,0.11408281042641889,0
0,2,9,previous_cycle,0.8541254544143804,0.6607112084007748,-0.25737322182111916,0.42857142857142855,0.43548387096774194,0.12698412698412698,0.6118556802417692,0.10311581923067153,0.14685776557894034,0
