delta_r,filename,sha256,rows_after_10s,columns,sampling_hz,raw_min,raw_max,pair,events,cycles,train_cycles,test_cycles,a_q05,a_q95,b_q05,b_q95
240,,,,,,,,16.0,81.0,80.0,48.0,32.0,0.100874,0.27722,0.061316,0.255349
240,,,,,,,,17.0,81.0,80.0,48.0,32.0,0.10217,0.284669,0.06002,0.250005
240,,,,,,,,18.0,81.0,80.0,48.0,32.0,0.100388,0.275924,0.059534,0.249843
240,,,,,,,,19.0,81.0,80.0,48.0,32.0,0.100227,0.274791,0.060992,0.257455
240,,,,,,,,20.0,81.0,80.0,48.0,32.0,0.098283,0.270095,0.065365,0.2678371999999997
240,,,,,,,,21.0,81.0,80.0,48.0,32.0,0.098607,0.27139,0.060992,0.256483
240,,,,,,,,22.0,81.0,80.0,48.0,32.0,0.102332,0.285478,0.06083,0.256645
240,,,,,,,,23.0,81.0,80.0,48.0,32.0,0.099093,0.271552,0.061963,0.258427
240,,,,,,,,24.0,81.0,80.0,48.0,32.0,0.097959,0.267504,0.062935,0.26118
240,,,,,,,,25.0,81.0,80.0,48.0,32.0,0.10136,0.273981,0.063097,0.262638
240,,,,,,,,26.0,81.0,80.0,48.0,32.0,0.100065,0.276896,0.064069,0.265067
240,,,,,,,,27.0,81.0,80.0,48.0,32.0,0.102494,0.2823615,0.061316,0.255511
240,,,,,,,,28.0,81.0,80.0,48.0,32.0,0.099255,0.269123,0.063259,0.26229779999999964
240,,,,,,,,29.0,81.0,80.0,48.0,32.0,0.10217,0.280297,0.062287,0.25956
240,,,,,,,,30.0,81.0,80.0,48.0,32.0,0.102332,0.280458,0.06083,0.2540459000000001
240,,,,,,,,31.0,81.0,80.0,48.0,32.0,0.103141,0.286288,0.061316,0.255349
240,,,,,,,,32.0,81.0,80.0,48.0,32.0,0.099741,0.274791,0.061154,0.2567745999999999
240,,,,,,,,33.0,80.0,79.0,47.0,32.0,0.098931,0.274791,0.0584,0.24323440000000013
240,,,,,,,,34.0,81.0,80.0,48.0,32.0,0.105732,0.286288,0.05921,0.25062769999999973
240,,,,,,,,35.0,81.0,80.0,48.0,32.0,0.101846,0.275277,0.062287,0.259237
240,,,,,,,,36.0,81.0,80.0,48.0,32.0,0.100874,0.273171,0.062611,0.26147969999999976
240,,,,,,,,37.0,81.0,80.0,48.0,32.0,0.101684,0.275115,0.058724,0.24835259999999987
240,,,,,,,,38.0,81.0,80.0,48.0,32.0,0.101198,0.281754,0.059048,0.249681
240,,,,,,,,39.0,81.0,80.0,48.0,32.0,0.103951,0.287745,0.06002,0.2525879000000001
240,,,,,,,,40.0,81.0,80.0,48.0,32.0,0.100227,0.277868,0.06002,0.251462
290,oc091818_50.lvm,c99a36639ee9e5f3761de11dd71f1267bf629ca02e111383a4788a1dc439c5cc,38100.0,80.0,200.0,0.050464,0.315112,,,,,,,,,
290,,,,,,,,1.0,82.0,81.0,48.0,33.0,0.107837,0.286612,0.069252,0.267821
290,,,,,,,,2.0,82.0,81.0,48.0,33.0,0.105408,0.290013,0.059372,0.266201
290,,,,,,,,3.0,82.0,81.0,48.0,33.0,0.102008,0.28062,0.061477,0.273327
290,,,,,,,,4.0,82.0,81.0,48.0,33.0,0.104437,0.285964,0.065527,0.254216
290,,,,,,,,5.0,82.0,81.0,48.0,33.0,0.105246,0.284183,0.069252,0.26683279999999965
290,,,,,,,,6.0,82.0,81.0,48.0,33.0,0.103789,0.281268,0.066336,0.257617
290,,,,,,,,7.0,82.0,81.0,48.0,33.0,0.104599,0.287098,0.065365,0.25454
290,,,,,,,,8.0,82.0,81.0,48.0,33.0,0.103951,0.283049,0.058076,0.261018
290,,,,,,,,9.0,82.0,81.0,48.0,33.0,0.106056,0.2874139000000001,0.058562,0.262638
290,,,,,,,,10.0,82.0,81.0,48.0,33.0,0.109943,0.2933967999999996,0.059372,0.265877
290,,,,,,,,11.0,82.0,81.0,48.0,33.0,0.109457,0.292927,0.060992,0.272032
290,,,,,,,,12.0,82.0,81.0,48.0,33.0,0.109295,0.29371269999999977,0.070548,0.270412
290,,,,,,,,13.0,82.0,81.0,48.0,33.0,0.106056,0.28564,0.064555,0.2520775999999999
290,,,,,,,,14.0,82.0,81.0,48.0,33.0,0.104113,0.281268,0.065689,0.256807
290,,,,,,,,15.0,82.0,81.0,48.0,33.0,0.106218,0.285964,0.06100009999999999,0.273327
290,,,,,,,,16.0,82.0,81.0,48.0,33.0,0.10557,0.2866039000000001,0.065689,0.253082
290,,,,,,,,17.0,82.0,81.0,48.0,33.0,0.106704,0.293899,0.056457,0.2543699000000001
290,,,,,,,,18.0,82.0,81.0,48.0,33.0,0.104761,0.284669,0.063259,0.245793
290,,,,,,,,19.0,82.0,81.0,48.0,33.0,0.104113,0.282887,0.065527,0.2555029000000001
290,,,,,,,,20.0,82.0,81.0,48.0,33.0,0.10217,0.278839,0.068442,0.263286
290,,,,,,,,21.0,82.0,81.0,48.0,33.0,0.102332,0.279487,0.065365,0.254863
290,,,,,,,,22.0,82.0,81.0,48.0,33.0,0.10719,0.294385,0.065203,0.254216
290,,,,,,,,23.0,82.0,81.0,48.0,33.0,0.102979,0.280297,0.064879,0.253568
290,,,,,,,,24.0,82.0,81.0,48.0,33.0,0.101846,0.276572,0.05891840000000001,0.266525
290,,,,,,,,25.0,82.0,81.0,48.0,33.0,0.10557,0.2823615,0.066174,0.257941
290,,,,,,,,26.0,82.0,81.0,48.0,33.0,0.104275,0.285802,0.066822,0.2597139000000001
290,,,,,,,,27.0,82.0,81.0,48.0,33.0,0.107028,0.29066,0.058076,0.261504
290,,,,,,,,28.0,82.0,81.0,48.0,33.0,0.102817,0.277382,0.059696,0.267821
290,,,,,,,,29.0,82.0,81.0,48.0,33.0,0.10638,0.287907,0.058724,0.2643785
290,,,,,,,,30.0,82.0,81.0,48.0,33.0,0.106542,0.289365,0.057752,0.260856
290,,,,,,,,31.0,82.0,81.0,48.0,33.0,0.107837,0.295032,0.064555,0.251138
290,,,,,,,,32.0,82.0,81.0,48.0,33.0,0.104275,0.284507,0.058100300000000014,0.2628
290,,,,,,,,33.0,82.0,81.0,48.0,33.0,0.103141,0.284345,0.062125,0.240449
290,,,,,,,,34.0,82.0,81.0,48.0,33.0,0.110752,0.295194,0.056942,0.259075
290,,,,,,,,35.0,82.0,81.0,48.0,33.0,0.10557,0.282726,0.065203,0.254216
290,,,,,,,,36.0,82.0,81.0,48.0,33.0,0.104599,0.2810655,0.065851,0.256645
290,,,,,,,,37.0,82.0,81.0,48.0,33.0,0.106056,0.284831,0.055971,0.255997
290,,,,,,,,38.0,82.0,81.0,48.0,33.0,0.105894,0.29147,0.063421,0.248223
290,,,,,,,,39.0,82.0,81.0,48.0,33.0,0.108809,0.296652,0.057428,0.259075
290,,,,,,,,40.0,82.0,81.0,48.0,33.0,0.104599,0.287584,0.063259,0.246927
340,oc091818_51.lvm,0e0b78f3dee6742dc6fbafc92b27ef1e494969e724b8c61437ac9971ec4a4ec2,38100.0,80.0,200.0,0.050302,0.321913,,,,,,,,,
340,,,,,,,,1.0,82.0,81.0,48.0,33.0,0.111562,0.2929999000000001,0.06909,0.2675699000000001
340,,,,,,,,2.0,82.0,81.0,48.0,33.0,0.109619,0.297947,0.059534,0.266849
340,,,,,,,,3.0,82.0,81.0,48.0,33.0,0.105732,0.288555,0.061801,0.274137
340,,,,,,,,4.0,82.0,81.0,48.0,33.0,0.108647,0.294385,0.065527,0.253568
340,,,,,,,,5.0,82.0,81.0,48.0,33.0,0.109295,0.292118,0.06909,0.266363
340,,,,,,,,6.0,82.0,81.0,48.0,33.0,0.107514,0.288555,0.066012,0.256807
340,,,,,,,,7.0,82.0,81.0,48.0,33.0,0.108647,0.294871,0.065203,0.254216
340,,,,,,,,8.0,82.0,81.0,48.0,33.0,0.107999,0.290984,0.057914,0.260694
340,,,,,,,,9.0,82.0,81.0,48.0,33.0,0.109943,0.294709,0.059048,0.263772
340,,,,,,,,10.0,82.0,81.0,48.0,33.0,0.114153,0.300052,0.059534,0.26626579999999966
340,,,,,,,,11.0,82.0,81.0,48.0,33.0,0.113505,0.299081,0.060992,0.272032
340,,,,,,,,12.0,82.0,81.0,48.0,33.0,0.113343,0.300538,0.070386,0.269278
340,,,,,,,,13.0,82.0,81.0,48.0,33.0,0.110266,0.293737,0.064393,0.251948
340,,,,,,,,14.0,82.0,81.0,48.0,33.0,0.107675,0.288069,0.065365,0.255997
340,,,,,,,,15.0,82.0,81.0,48.0,33.0,0.109943,0.292118,0.061477,0.27419369999999976
340,,,,,,,,16.0,82.0,81.0,48.0,33.0,0.109457,0.294061,0.065365,0.251948
340,,,,,,,,17.0,82.0,81.0,48.0,33.0,0.110914,0.301186,0.05678,0.254863
340,,,,,,,,18.0,82.0,81.0,48.0,33.0,0.108647,0.292765,0.063097,0.245308
340,,,,,,,,19.0,82.0,81.0,48.0,33.0,0.108485,0.2926354000000001,0.065365,0.25454
340,,,,,,,,20.0,82.0,81.0,48.0,33.0,0.105732,0.286936,0.06828,0.262962
340,,,,,,,,21.0,82.0,81.0,48.0,33.0,0.106056,0.28726,0.065041,0.25411879999999964
340,,,,,,,,22.0,82.0,81.0,48.0,33.0,0.110914,0.301348,0.065203,0.253892
340,,,,,,,,23.0,82.0,81.0,48.0,33.0,0.106866,0.288879,0.064717,0.253082
340,,,,,,,,24.0,82.0,81.0,48.0,33.0,0.105408,0.284345,0.059372,0.267659
340,,,,,,,,25.0,82.0,81.0,48.0,33.0,0.108971,0.288555,0.066012,0.257293
340,,,,,,,,26.0,82.0,81.0,48.0,33.0,0.108161,0.293899,0.066822,0.25956
340,,,,,,,,27.0,82.0,81.0,48.0,33.0,0.111076,0.298109,0.058238,0.26199
340,,,,,,,,28.0,82.0,81.0,48.0,33.0,0.10638,0.284669,0.06002,0.268792
340,,,,,,,,29.0,82.0,81.0,48.0,33.0,0.11059,0.296652,0.05921,0.265391
340,,,,,,,,30.0,82.0,81.0,48.0,33.0,0.110428,0.295518,0.058076,0.2613905999999999
340,,,,,,,,31.0,82.0,81.0,48.0,33.0,0.111886,0.3023675999999999,0.064393,0.249843
340,,,,,,,,32.0,82.0,81.0,48.0,33.0,0.107837,0.292118,0.058562,0.264257
340,,,,,,,,33.0,82.0,81.0,48.0,33.0,0.106866,0.292442,0.062287,0.24142
340,,,,,,,,34.0,82.0,81.0,48.0,33.0,0.114639,0.30151,0.057104,0.259722
340,,,,,,,,35.0,82.0,81.0,48.0,33.0,0.108971,0.289689,0.065041,0.25373
340,,,,,,,,36.0,82.0,81.0,48.0,33.0,0.108323,0.2885630999999999,0.065689,0.256321
340,,,,,,,,37.0,82.0,81.0,48.0,33.0,0.109781,0.292118,0.056295,0.256807
340,,,,,,,,38.0,82.0,81.0,48.0,33.0,0.109943,0.2992754000000001,0.063259,0.24712140000000013
340,,,,,,,,39.0,82.0,81.0,48.0,33.0,0.112857,0.303939,0.057752,0.26118
340,,,,,,,,40.0,82.0,81.0,48.0,33.0,0.108485,0.294871,0.063097,0.245631
