split,duration,turns,amplitude,seed,variant,progress,prefix_n,x_p,x_r,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,ref_x_p,ref_x_r,ref_rho_1,ref_rho_2,ref_rho_3,ref_rho_4,ref_rho_5,ref_rho_6,history_distance,suffix_error,recent_tick_error
calibration,513,2,0.18,0,early burst,0.375,193,0.8283827091868701,0.08504645597495848,0.9980222618271442,0.9921696415338889,0.9695577860191749,0.8886022298452524,0.6726712643005098,0.6032615437055281,0.9740091290666385,0.4571316780857307,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,1.0,0.23388068222580424,0.0,0.0
calibration,513,2,0.18,0,early burst,0.5,257,0.833479047377773,0.2532832376753582,0.9958447013911205,0.9833911645063185,0.9343930630662036,0.754255179064498,0.24919209555122554,0.11613501288909671,1.0,0.25316455955898726,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0000000000000002,1.0,1.0,0.42391729347885015,0.0,0.0
calibration,513,2,0.18,0,early burst,0.625,321,0.8676762867402975,0.006587300698539702,0.994792764420165,0.9791453486065403,0.9177028617860361,0.697944754185016,0.25605536136511964,0.19363113569537235,1.0,0.10973998567042355,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0,0.4077846604598663,0.0,0.0
calibration,513,2,0.18,0,early burst,0.75,385,0.9357232769501009,0.0005074263016968659,0.9937635639938001,0.975147396632844,0.9035787952957555,0.6659617402913928,0.30537026518868166,0.3954770405909669,1.0,0.0391824505445821,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0,0.3491276421770548,0.0,0.0
calibration,513,2,0.18,0,early burst,0.875,449,0.9873275878005151,0.0004559042648699085,0.9927411472668402,0.9712359501240785,0.8905383946243043,0.6446078798234204,0.3475672680508474,0.589112190251717,1.0,0.005474347297141165,1.0000000000000002,0.9999999999999998,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0000000000000002,0.3028713630328669,0.0,0.0
calibration,513,2,0.18,0,early burst,0.96875,497,1.0,0.0004473471201143121,0.9914554824648931,0.9663365594720563,0.8815131442624102,0.6351867679516954,0.3850288205746981,0.6392025567574438,1.0,0.00013592726600839512,1.0,0.9999999999999998,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,0.28650883686734574,0.0,0.0
calibration,513,2,0.18,0,early burst,1.0,513,1.0,0.00045576349308079633,0.9917261987903313,0.9674202914722945,0.8786530484224911,0.6332212927348201,0.39870595734267356,0.6342956824337969,1.0,8.939278685173371e-07,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,0.28409416935290854,0.0,0.0
calibration,513,2,0.18,0,positive detour,0.125,96,0.8808701347765121,0.4777425910956075,0.9999921012490953,0.9999321915329029,0.9997479906029257,0.9991384175110707,0.9975906667060217,0.9962767744329352,1.0,0.39898691553601895,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998,0.9999999999999999,0.050515912109525204,0.0,0.0
calibration,513,2,0.18,0,positive detour,0.25,129,0.9103591273571917,0.5022807777462371,0.9999644533733103,0.9998651606167692,0.9995173185284392,0.9984851960301236,0.996596860149774,0.9973790368090004,0.9617509479740002,0.41574008533137635,1.0,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,0.0356219885333038,0.0,0.0
calibration,513,2,0.18,0,positive detour,0.375,193,0.92040720281602,0.3062786762908332,0.9996086256174329,0.998454636260748,0.9940106862795973,0.9780246866866001,0.9327672022049043,0.8969886761199265,0.9740091290666385,0.4571316780857307,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,1.0,0.07183549278755517,0.0,0.0
calibration,513,2,0.18,0,positive detour,0.5,257,0.9428491035332249,0.11410964835765378,0.999221125530929,0.9968442785620468,0.9871279722506648,0.947941819069387,0.8143974647330653,0.7027347626991024,1.0,0.25316455955898726,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0000000000000002,1.0,1.0,0.13615419761462375,0.0,0.0
calibration,513,2,0.18,0,positive detour,0.625,321,0.9627562382434081,0.03370128832227408,0.9990261798290369,0.9960608987850808,0.9840359820118301,0.9370274655431137,0.7960761101347567,0.7649731969192436,1.0,0.10973998567042355,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0,0.11631228821510799,0.0,0.0
calibration,513,2,0.18,0,positive detour,0.75,385,0.9896734463169359,0.011465605498076051,0.998831608761942,0.995283890545351,0.9810562075537003,0.9280808998041307,0.8026004340670283,0.8809966701904148,1.0,0.0391824505445821,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0,0.0862830178962677,0.0,0.0
calibration,513,2,0.18,0,positive detour,0.875,449,1.0,0.0025582012826611314,0.9986374827370867,0.9945142417778648,0.9781983100207826,0.9209489060420761,0.8200820489047148,0.9257439179704825,1.0,0.005474347297141165,1.0000000000000002,0.9999999999999998,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0000000000000002,0.07470715987334775,0.0,0.0
calibration,513,2,0.18,0,positive detour,0.96875,497,1.0,0.0001752808220494858,0.9983929619352921,0.9935454160443669,0.9761462636341297,0.9168539421820854,0.8372247516883826,0.9238069423416927,1.0,0.00013592726600839512,1.0,0.9999999999999998,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,0.07055820021583903,0.0,0.0
calibration,513,2,0.18,0,positive detour,1.0,513,1.0,8.550520059290388e-05,0.9984438779563198,0.9937532064939779,0.9754811563719931,0.9157306752320975,0.8432951571524671,0.9213413698576844,1.0,8.939278685173371e-07,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,0.06936095061471698,0.0,0.0
calibration,513,2,0.18,0,negative detour,0.125,96,0.9523761023457061,0.28518977872863466,0.9999921012490951,0.9999321915329029,0.9997479906029256,0.9991384175110707,0.9975906667060216,0.9962767744329353,1.0,0.39898691553601895,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998,0.9999999999999999,0.04364387380032539,0.0,0.0
calibration,513,2,0.18,0,negative detour,0.25,129,0.9443299393774648,0.38377051761423536,0.9999644533733102,0.9998651606167692,0.9995173185284391,0.9984851960301236,0.996596860149774,0.9973790368090004,0.9617509479740002,0.41574008533137635,1.0,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,0.012973736292613799,0.0,0.0
calibration,513,2,0.18,0,negative detour,0.375,193,0.9410745197985849,0.6463497114242749,0.999608625617433,0.998454636260748,0.9940106862795972,0.9780246866865999,0.9327672022049041,0.896988676119926,0.9740091290666385,0.4571316780857307,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,1.0,0.08104093269151472,0.0,0.0
calibration,513,2,0.18,0,negative detour,0.5,257,0.9414718264161771,0.4524527521580722,0.999221125530929,0.9968442785620468,0.987127972250665,0.947941819069387,0.8143974647330653,0.7027347626991023,1.0,0.25316455955898726,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0000000000000002,1.0,1.0,0.14527670225338846,0.0,0.0
calibration,513,2,0.18,0,negative detour,0.625,321,0.9414718264161771,0.2642908314386705,0.9990261798290369,0.9960608987850806,0.98403598201183,0.9370274655431137,0.7960761101347568,0.7649731969192435,1.0,0.10973998567042355,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0,0.12667424603349142,0.0,0.0
calibration,513,2,0.18,0,negative detour,0.75,385,0.9549574119202356,0.08493625819539463,0.9988316087619421,0.9952838905453508,0.9810562075537003,0.9280808998041307,0.8026004340670282,0.8809966701904147,1.0,0.0391824505445821,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0,0.08860407571288055,0.0,0.0
calibration,513,2,0.18,0,negative detour,0.875,449,0.9825778672459926,0.00758674022971742,0.9986374827370866,0.9945142417778647,0.9781983100207825,0.9209489060420761,0.8200820489047149,0.9257439179704824,1.0,0.005474347297141165,1.0000000000000002,0.9999999999999998,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0000000000000002,0.07495729358838071,0.0,0.0
calibration,513,2,0.18,0,negative detour,0.96875,497,0.9977369373544335,0.00019734752528638249,0.9983929619352921,0.9935454160443671,0.9761462636341296,0.9168539421820854,0.8372247516883825,0.9238069423416927,1.0,0.00013592726600839512,1.0,0.9999999999999998,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,0.07056273858938501,0.0,0.0
calibration,513,2,0.18,0,negative detour,1.0,513,1.0,8.814837700798486e-05,0.9984438779563198,0.993753206493978,0.9754811563719932,0.9157306752320974,0.8432951571524668,0.9213413698576844,1.0,8.939278685173371e-07,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,0.06936095102405349,0.0,0.0
calibration,513,2,0.18,0,oscillatory detour,0.125,96,0.9135156325159082,0.10803539677391928,0.999928559574132,0.9993477869918936,0.9973515544301109,0.9893761394766817,0.962592768830334,0.9399147883300005,1.0,0.39898691553601895,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998,0.9999999999999999,0.11026228778247535,0.0,0.0
calibration,513,2,0.18,0,oscillatory detour,0.25,129,0.9032513932602948,0.30249008736726724,0.9993944279611251,0.9976465414955527,0.991230709018271,0.9710077370618482,0.93265120120506,0.963367380918819,0.9617509479740002,0.41574008533137635,1.0,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,0.053676026631384,0.0,0.0
calibration,513,2,0.18,0,oscillatory detour,0.375,193,0.8501280840846615,0.626374773114076,0.9982314775474139,0.9929453346679441,0.9725552234126891,0.9045086231140599,0.7718908532227353,0.8557422111571208,0.9740091290666385,0.4571316780857307,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,1.0,0.1258762019813521,0.0,0.0
calibration,513,2,0.18,0,oscillatory detour,0.5,257,0.8989638417453271,0.3863247699860502,0.9975306674207133,0.9901308403005026,0.9618342166478097,0.8737127621494644,0.770451875360016,0.9779510129066521,1.0,0.25316455955898726,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0000000000000002,1.0,1.0,0.11103323694551143,0.0,0.0
calibration,513,2,0.18,0,oscillatory detour,0.625,321,0.9097372161410741,0.03979537989829282,0.9969206030358176,0.9878072662250237,0.9545371592067907,0.8683023117156244,0.8431844589460732,0.9095575851782173,1.0,0.10973998567042355,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0,0.09040178287540904,0.0,0.0
calibration,513,2,0.18,0,oscillatory detour,0.75,385,0.953999935054924,0.03635953940384665,0.9963169604460647,0.9855824486279048,0.9485550572455641,0.8726960186684568,0.9108656425023836,0.9241642243905257,1.0,0.0391824505445821,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0,0.06604382041195742,0.0,0.0
calibration,513,2,0.18,0,oscillatory detour,0.875,449,0.9908392620773756,0.006986893377416172,0.995720964350155,0.983472410423932,0.9439641953187281,0.8838416929076333,0.9496946231491663,0.9349883751345074,1.0,0.005474347297141165,1.0000000000000002,0.9999999999999998,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0000000000000002,0.05450640363619876,0.0,0.0
calibration,513,2,0.18,0,oscillatory detour,0.96875,497,0.9988706873717719,0.00037380503448582886,0.9949745849201357,0.9808756956585111,0.941443179085024,0.8949224981946194,0.9571804773553623,0.9412601301659896,1.0,0.00013592726600839512,1.0,0.9999999999999998,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,0.050182656659292287,0.0,0.0
calibration,513,2,0.18,0,oscillatory detour,1.0,513,1.0,0.00026821915642743447,0.9951338057909853,0.9814913528623519,0.9407758531642602,0.8989272705757241,0.9571258471129275,0.9430886258701816,1.0,8.939278685173371e-07,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,0.048947184572437435,0.0,0.0
calibration,513,2,0.18,0,pseudo-stochastic bridge,0.125,96,0.71311881769025,0.8160965130231083,0.9993362251865334,0.9942005719540211,0.9781107008491744,0.9254911937926544,0.8101752347728863,0.6899919359091783,1.0,0.39898691553601895,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998,0.9999999999999999,0.22205980274370093,0.0,0.0
calibration,513,2,0.18,0,pseudo-stochastic bridge,0.25,129,0.7438898202640493,0.8092362591964316,0.997669972621149,0.9909078164577674,0.9660274532121311,0.8887986820489163,0.7379917664966872,0.6983576850972016,0.9617509479740002,0.41574008533137635,1.0,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,0.21666422012396241,0.0,0.0
calibration,513,2,0.18,0,pseudo-stochastic bridge,0.375,193,0.7872582544833223,0.233108318381241,0.9962662155657401,0.9856366704814493,0.948412127871756,0.8466483490334296,0.6972104851400712,0.8918347043918021,0.9740091290666385,0.4571316780857307,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,1.0,0.1638756617530473,0.0,0.0
calibration,513,2,0.18,0,pseudo-stochastic bridge,0.5,257,0.8504811230519762,0.18372878339954,0.9949205227851542,0.9808425641482104,0.9346224816784393,0.8262982471470239,0.7168456084107985,0.6682940148461914,1.0,0.25316455955898726,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0000000000000002,1.0,1.0,0.17756048931316573,0.0,0.0
calibration,513,2,0.18,0,pseudo-stochastic bridge,0.625,321,0.9097303676861068,0.08206585390367435,0.9937442125229471,0.9769691441730157,0.92635350664713,0.8313884666956878,0.7705634268372861,0.7830085798797182,1.0,0.10973998567042355,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0,0.1337273774985332,0.0,0.0
calibration,513,2,0.18,0,pseudo-stochastic bridge,0.75,385,0.9777486497796525,0.00969317468933341,0.9926210669831069,0.9735792356167646,0.9212734550328774,0.8441309778566504,0.8031680200310493,0.8396465346280714,1.0,0.0391824505445821,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0,0.11015121910459384,0.0,0.0
calibration,513,2,0.18,0,pseudo-stochastic bridge,0.875,449,0.9977369373544335,0.0016093471990314076,0.9915478076446967,0.9706238396215656,0.9186183829107507,0.8596600261717362,0.8386637244633983,0.8453245179575994,1.0,0.005474347297141165,1.0000000000000002,0.9999999999999998,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0000000000000002,0.0982513565019187,0.0,0.0
calibration,513,2,0.18,0,pseudo-stochastic bridge,0.96875,497,1.0,0.0006549331985857941,0.9902162070556493,0.9670322439435445,0.9179278154604527,0.871160798995964,0.8580451449701522,0.8530550553363141,1.0,0.00013592726600839512,1.0,0.9999999999999998,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,0.09100978362938834,0.0,0.0
calibration,513,2,0.18,0,pseudo-stochastic bridge,1.0,513,1.0,0.0006272742560558091,0.9905260312801141,0.9680914856700547,0.9179071814562799,0.8747426364506127,0.8633875762533733,0.857529798259642,1.0,8.939278685173371e-07,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,0.0883866876345266,0.0,0.0
calibration,513,2,0.18,1,front-loaded,0.125,96,0.8894615691027922,0.285231305365035,0.9999492496818242,0.9995578202499913,0.9983204858180732,0.9940124065117418,0.981910750661232,0.9681910100691454,1.0,0.39898691553601895,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998,0.9999999999999999,0.057594472906309556,0.0,0.0
calibration,513,2,0.18,1,front-loaded,0.25,129,0.8853768209052713,0.19409297394881797,0.9996603397893998,0.9986645568873459,0.9948595040427684,0.981263010852605,0.9417975145444981,0.8970632278136608,0.9617509479740002,0.41574008533137635,1.0,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,0.09308823495039835,0.0,0.0
calibration,513,2,0.18,1,front-loaded,0.375,193,0.9117457581548182,0.14233449532494857,0.9993042892675155,0.9972537260514677,0.9893682830379268,0.9611567595728707,0.8827267576402386,0.8221693248167834,0.9740091290666385,0.4571316780857307,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,1.0,0.13692179008816643,0.0,0.0
calibration,513,2,0.18,1,front-loaded,0.5,257,0.9214660627499226,0.24750693970763468,0.9986483449145321,0.9947068236231975,0.9799492530461866,0.931432407076523,0.8336806021401466,0.893437021816522,1.0,0.25316455955898726,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0000000000000002,1.0,1.0,0.07933378089323746,0.0,0.0
calibration,513,2,0.18,1,front-loaded,0.625,321,0.9562719427049323,0.15137712523022964,0.9983071541449702,0.9933411331930098,0.9745380008125745,0.9105610412807699,0.7524447078279421,0.8250445464764011,1.0,0.10973998567042355,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0,0.1141455620902578,0.0,0.0
calibration,513,2,0.18,1,front-loaded,0.75,385,0.9627562382434081,0.08004588504998995,0.9979800401485703,0.9921171248607539,0.970473174473029,0.9017844591107768,0.7579677826253681,0.8117456804323091,1.0,0.0391824505445821,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0,0.11600676004475997,0.0,0.0
calibration,513,2,0.18,1,front-loaded,0.875,449,0.9703498082832118,0.014272441716067116,0.9976573745824864,0.9909341878764301,0.9667831560478473,0.895664569084662,0.7742416907376951,0.839335585205275,1.0,0.005474347297141165,1.0000000000000002,0.9999999999999998,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0000000000000002,0.10595596162220548,0.0,0.0
calibration,513,2,0.18,1,front-loaded,0.96875,497,0.9920003864136168,0.000499218758370885,0.997252230031798,0.9894543189224944,0.9642614011667676,0.8926222582743522,0.7904076631804074,0.8588475882291153,1.0,0.00013592726600839512,1.0,0.9999999999999998,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,0.09800705669384478,0.0,0.0
calibration,513,2,0.18,1,front-loaded,1.0,513,1.0,0.00013560866996746362,0.9973392710652917,0.9897935010293788,0.9634672890874876,0.8918750162022256,0.7964032290353336,0.8633820107629024,1.0,8.939278685173371e-07,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,0.09569028259577599,0.0,0.0
calibration,513,2,0.18,1,back-loaded,0.125,96,0.9288404707023775,0.6248718529590376,0.9999492496818243,0.9995578202499912,0.9983204858180732,0.9940124065117418,0.981910750661232,0.9681910100691455,1.0,0.39898691553601895,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998,0.9999999999999999,0.08475375101486333,0.0,0.0
calibration,513,2,0.18,1,back-loaded,0.25,129,0.8824474657123911,0.6669055546262606,0.9996603397893997,0.9986645568873458,0.9948595040427684,0.981263010852605,0.9417975145444981,0.8970632278136608,0.9617509479740002,0.41574008533137635,1.0,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,0.10230838301713031,0.0,0.0
calibration,513,2,0.18,1,back-loaded,0.375,193,0.9064990161654042,0.5425774364415794,0.9993042892675155,0.9972537260514677,0.9893682830379268,0.9611567595728706,0.8827267576402386,0.8221693248167834,0.9740091290666385,0.4571316780857307,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,1.0,0.08577966843977264,0.0,0.0
calibration,513,2,0.18,1,back-loaded,0.5,257,0.9214660627499226,0.25002001562397735,0.9986483449145319,0.9947068236231975,0.9799492530461866,0.931432407076523,0.8336806021401465,0.893437021816522,1.0,0.25316455955898726,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0000000000000002,1.0,1.0,0.0793163522080303,0.0,0.0
calibration,513,2,0.18,1,back-loaded,0.625,321,0.9302103382357862,0.0895569882814011,0.9983071541449703,0.99334113319301,0.9745380008125742,0.91056104128077,0.7524447078279421,0.8250445464764014,1.0,0.10973998567042355,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0,0.11503577196162301,0.0,0.0
calibration,513,2,0.18,1,back-loaded,0.75,385,0.9640357924830377,0.016113090209550297,0.9979800401485703,0.992117124860754,0.9704731744730289,0.9017844591107766,0.7579677826253682,0.8117456804323091,1.0,0.0391824505445821,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0,0.11534147592469245,0.0,0.0
calibration,513,2,0.18,1,back-loaded,0.875,449,0.9943087107901549,0.000571549236669914,0.9976573745824863,0.9909341878764302,0.9667831560478471,0.895664569084662,0.7742416907376952,0.839335585205275,1.0,0.005474347297141165,1.0000000000000002,0.9999999999999998,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0000000000000002,0.10542367754312562,0.0,0.0
calibration,513,2,0.18,1,back-loaded,0.96875,497,1.0,0.00013472925162199593,0.997252230031798,0.9894543189224944,0.9642614011667676,0.8926222582743523,0.7904076631804078,0.8588475882291156,1.0,0.00013592726600839512,1.0,0.9999999999999998,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,0.09796615454936412,0.0,0.0
