bout,start_index,end_alarm_index,alarm_samples,start_time_s,end_alarm_time_s,forecast_horizon_end_s,lead_ms,contains_slip,earlier_false_bout
1,22107,22107,1,7774.66437,7774.66437,7774.76437,14.000000000123691,True,False
