condition,history_s,rung,role,slice,x_P,x_P,x_P,x_P,x_R,x_R,x_R,x_R,coherence,coherence,coherence,coherence,concentration,concentration,concentration,concentration,layer_count,layer_count,layer_count,layer_count,narrowing,narrowing,narrowing,narrowing,open_determined,open_determined,open_determined,open_determined,preformation_score,preformation_score,preformation_score,preformation_score
event,8.0,-1,child,"[-1,0)",152,1.1591718566439546,1.1273072717380748,0.291585042545099,152,1.7567329107363685,1.7104931197861772,0.24263454955253594,152,0.74701590500166,0.7181863523515218,0.17760057561217224,152,0.711774261702061,0.7096645669685373,0.17939774347244172,152,2.0,2.5197368421052633,1.3271010817879239,143,-0.00507650686170058,-0.005575358483235428,0.04794966511860183,152,0.0,0.0,0.0,0,,,
event,8.0,-1,child,"[-16,-8)",537,1.1654237911575422,1.1369633391027796,0.26616098201500316,537,1.7153489420070036,1.6634358143813548,0.28078379216363053,537,0.7677927800372464,0.7390371151838888,0.16625982122379224,537,0.715732698736145,0.7179452820669128,0.1579468449802612,537,2.0,2.474860335195531,1.0943465767681715,322,-0.0018489656298198431,-0.004240649030070195,0.04374711397081853,537,0.0,0.0223463687150838,0.1479451515413319,0,,,
event,8.0,-1,child,"[-2,-1)",150,1.1873275878005134,1.122347364307304,0.3009575373915262,150,1.688129349945584,1.6479410100933916,0.28310691744841426,150,0.7508693972921084,0.7283551530035358,0.17780441041719933,150,0.7153532209090561,0.7097188781722286,0.18613023409303361,150,2.0,2.52,1.2570339009700255,76,0.002238712770645468,0.006502777995820777,0.0386873849078689,150,0.0,0.013333333333333334,0.11508191810497581,0,,,
event,8.0,-1,child,"[-32,-16)",820,1.1873275878005134,1.155173824811727,0.26759914886855807,820,1.6941487164637303,1.6482288154829088,0.2854577792090956,820,0.7567317435736018,0.7265136785252411,0.16261809972076002,820,0.7145669915401054,0.7088654664714554,0.15329441465017588,820,2.0,2.5109756097560973,1.06383622836032,512,-0.001365647670899195,0.00015305804796155397,0.04914237921274146,820,0.0,0.01707317073170732,0.12962317702355633,0,,,
event,8.0,-1,child,"[-4,-2)",175,1.1777937375222507,1.1464402233285298,0.2990899547527334,175,1.699014574956368,1.6429012427475216,0.3105521713534575,175,0.7446963325866095,0.7298827549299942,0.16858364343036425,175,0.7519912821788717,0.732669496709002,0.15184947835680496,175,2.0,2.5942857142857143,1.1991239276072607,83,-0.001365647670899195,-0.006090314998988725,0.04686851027599123,175,0.0,0.02857142857142857,0.16707667138625507,0,,,
event,8.0,-1,child,"[-8,-4)",243,1.1558782119071827,1.130490495494619,0.28930338683411605,243,1.6460843340376372,1.6002369184080552,0.31689205034676937,243,0.7557944982623889,0.7340726646781813,0.15911210836981216,243,0.7313456079614769,0.7115051337385212,0.1560553129544012,243,2.0,2.460905349794239,1.0878339248383053,135,-0.0014540304014758476,0.0043078892517635905,0.05399992116064708,243,0.0,0.037037037037037035,0.18924236358783028,0,,,
event,8.0,-1,child,"[0,1)",158,1.1385658365977236,1.10225395329962,0.32178855758514063,158,1.7443971465800354,1.6999500514306563,0.25253608243449854,158,0.7333091883983546,0.6988296768929607,0.19085762721083877,158,0.6923684129867325,0.68980906622107,0.18130277631675132,158,2.5,2.670886075949367,1.3183807766684719,141,-0.005545128744210426,-0.012416912395232247,0.05932291804738731,158,0.0,0.0,0.0,0,,,
event,8.0,-1,child,"[1,2)",166,1.1238356432118135,1.067608522478476,0.31923495949232933,166,1.6941491236869903,1.669655848815042,0.2434325510008944,166,0.6937146211090672,0.6872609184789957,0.19181137095939474,166,0.689117578611482,0.6706492135143995,0.18616348223806237,166,3.0,2.746987951807229,1.2440732073750753,156,-0.003416930050883893,-0.01083588476785895,0.05744541707689178,166,0.0,0.006024096385542169,0.07761505257063328,0,,,
event,8.0,-1,child,"[2,4)",229,1.1231784654506063,1.07405105528658,0.3066671057723022,229,1.6876125910586175,1.633149887496906,0.28420782158449903,229,0.7178084898220511,0.6917035221796415,0.16884156190023972,229,0.6842424541622596,0.6432100862584377,0.18507422645656538,229,3.0,2.8122270742358078,1.355504962217809,106,-0.0034512516319160635,0.0020603160671683633,0.07452015019339911,229,0.0,0.021834061135371178,0.14646162443193736,0,,,
event,8.0,0,current,"[-1,0)",193,1.167420453090331,1.0966177019399788,0.38140766104929663,193,1.58691299297393,1.5108814974582565,0.3717431559311658,193,0.8794768659448432,0.8162265251132872,0.17076467030358813,193,0.8163571009058168,0.7894041596689977,0.14605678778232234,193,2.0,2.243523316062176,1.153695159731957,183,-0.0002606454753300014,0.0023235092237963205,0.05302058760348766,193,0.0,0.07253886010362694,0.26005263848711585,0,,,
event,8.0,0,current,"[-16,-8)",636,1.1591718566439546,1.1361038395310439,0.3655689171874228,636,1.5772335753897782,1.4846939768852325,0.38564025394292284,636,0.888681105746435,0.8275099248418857,0.16616342116322447,636,0.8187398965429542,0.7723464745119962,0.18550609151819475,636,2.0,2.1540880503144653,1.1452740077661996,379,-3.390208846854037e-05,-0.004110260278644186,0.05135712741965369,636,0.0,0.07075471698113207,0.2566164997237532,0,,,
event,8.0,0,current,"[-2,-1)",190,1.1674204530903312,1.1174539621879063,0.37830203780083793,190,1.532636472164782,1.4548850204512171,0.41829802846792913,190,0.8810798054689198,0.8343591765519257,0.15607635680259638,190,0.8116937758256585,0.7858489812717339,0.16132203369730488,190,2.0,2.263157894736842,1.0907065455878302,95,-0.0010524274030984104,-0.002676022592840839,0.04462722520970306,190,0.0,0.06842105263157895,0.2531340728027361,0,,,
event,8.0,0,current,"[-32,-16)",988,1.1674204530903312,1.1304895633475192,0.3628476569392864,988,1.5623549254227476,1.4859899964283874,0.37790846372278447,988,0.8829321476660407,0.8295644716568644,0.1592225791205517,988,0.8094030212707553,0.7674980621370607,0.18111799037328224,988,2.0,2.1123481781376516,1.126510851842028,618,-1.6951044234381207e-05,-0.003718559290329357,0.054546822902363394,988,0.0,0.07186234817813765,0.2583906494824685,0,,,
event,8.0,0,current,"[-4,-2)",223,1.1372563310288866,1.104094351571262,0.37025579650362656,223,1.547761230622053,1.4570618486729432,0.41055793267990276,223,0.8777259569159567,0.8302363934780048,0.15089877644289473,223,0.8185715719801532,0.782034882811447,0.16634046579599218,223,2.0,2.2645739910313902,1.1456736767311713,108,0.0011774629689765281,0.004154888992930057,0.0703107745884339,223,0.0,0.04484304932735426,0.20742489693413665,0,,,
event,8.0,0,current,"[-8,-4)",296,1.1509775004326936,1.1070280584638696,0.3752612922893441,296,1.4963565541578954,1.4418460835042162,0.40025834758477497,296,0.8733692983852326,0.8152997175400203,0.17385140823548104,296,0.8013092626934796,0.743515658904324,0.20726994526298417,296,2.0,2.14527027027027,1.185724949353739,167,0.00020850381054038358,0.005729562734178341,0.06990172323581352,296,0.0,0.0945945945945946,0.29314976418525224,0,,,
event,8.0,0,current,"[0,1)",203,1.033985000288462,1.0515919614170348,0.3845584348337425,203,1.626736275120949,1.5408690748663194,0.3700607281319274,203,0.8340094605312812,0.7721308653561858,0.18717071058880788,203,0.7927304113680578,0.7723840135067809,0.14662634915267583,203,2.0,2.3793103448275863,1.164221372080622,184,-0.0019459102688813568,-0.011564467779875742,0.05073419207377519,203,0.0,0.06896551724137931,0.25402193285110125,0,,,
event,8.0,0,current,"[1,2)",216,1.0094737505048093,1.0092984803764318,0.39287100656090274,216,1.6616001834535776,1.5524606842772983,0.3877347321488112,216,0.8008716588191218,0.7640020039360591,0.19301960540583182,216,0.7525214584711559,0.7349506070378079,0.18812239459215738,216,2.0,2.560185185185185,1.3558102230385265,200,-0.004849758262688297,-0.021376779532362774,0.06593899241493381,216,0.0,0.041666666666666664,0.2002904867180851,0,,,
event,8.0,0,current,"[2,4)",270,1.0410239330776019,1.0393617005162092,0.3283394002289539,270,1.612182511543082,1.5239557015413785,0.3689906383018894,270,0.8381389802689282,0.7852531752233175,0.17814551097894693,270,0.7150179379323998,0.6643998449798869,0.2592470714403364,270,2.0,2.4851851851851854,1.3788642769335557,129,-0.0038724748431979705,-0.007723632829899278,0.0968454706220743,270,0.0,0.06296296296296296,0.24334739368543293,0,,,
event,8.0,1,parent,"[-1,0)",229,1.0679700005769246,1.0418999350269522,0.3768733311203957,229,1.5848269929784102,1.4980443856923644,0.40161502098768614,229,0.9554496191197409,0.893981707023228,0.13767453360878382,229,0.886744516538096,0.832112399800136,0.1664477786605217,229,1.0,1.8034934497816595,1.0090754958458539,221,9.000785952029133e-05,0.006490324592540084,0.04196207840045,229,0.0,0.08296943231441048,0.2764402538954831,0,,,
event,8.0,1,parent,"[-16,-8)",689,1.0679700005769246,1.0258699032661283,0.36374849507459056,689,1.5865366789377773,1.5035346226830206,0.40507320971731214,689,0.9704269270869212,0.8983854178609662,0.13503183704056632,689,0.892431236940566,0.8195670991983474,0.18556100440589424,689,1.0,1.8316400580551524,1.0946953534043673,424,4.005516090666017e-05,-0.002147662724173683,0.05307802646000159,689,0.0,0.04644412191582003,0.2105978067073866,0,,,
event,8.0,1,parent,"[-2,-1)",228,1.0679700005769248,1.0533738325681303,0.36576440760235995,228,1.534916373655642,1.4684525329408116,0.4086518608668727,228,0.9635510076072726,0.9053144151561924,0.13078906879693228,228,0.8852419789899035,0.8135615447774072,0.1956781879035374,228,1.5,1.8464912280701755,1.0570243183646932,117,-1.1102230246251565e-16,0.007793941974782139,0.04969050278891198,228,0.0,0.06578947368421052,0.24845919806794753,0,,,
event,8.0,1,parent,"[-32,-16)",1068,1.033985000288462,1.020347857959829,0.3668246845389083,1068,1.580777508003636,1.493668450808432,0.40956154846424064,1068,0.9669377446568223,0.9072044977955339,0.12586176964119614,1068,0.8917522185190482,0.8324670582261782,0.17159889091871897,1068,1.0,1.7921348314606742,1.063078028482942,671,-1.1102230246251565e-16,-0.0037585471638886896,0.043995508787891456,1068,0.0,0.0599250936329588,0.23745920383101324,0,,,
event,8.0,1,parent,"[-4,-2)",252,1.0410239330776019,1.0411360768447613,0.3560907647979415,252,1.5509305026607203,1.4872190560379228,0.4257840044914358,252,0.951328570301216,0.8949375282348073,0.14030019941977737,252,0.8818675554929623,0.8143411209563621,0.18666453874367964,252,1.5,1.8849206349206349,1.124983750945421,124,0.0017745199867421069,0.004942085556845618,0.039750159379207,252,0.0,0.03968253968253968,0.19560076629094275,0,,,
event,8.0,1,parent,"[-8,-4)",326,1.0679700005769246,1.034415743118024,0.38759947579685283,326,1.5501439423816816,1.4615073112045722,0.4103203215130782,326,0.956581743725704,0.8950264356697101,0.13146610779201853,326,0.8568498142783828,0.804714025202879,0.1749752287202156,326,2.0,1.8803680981595092,1.0081732998588935,181,0.0008736354119589507,-0.004459709217749251,0.05733780167205145,326,0.0,0.08282208588957055,0.276036807361636,0,,,
event,8.0,1,parent,"[0,1)",229,0.9926514713266099,0.9939936816458037,0.37155595079154446,229,1.696687319390386,1.6178809294036351,0.3353412773725842,229,0.9003921937944199,0.8419256450117912,0.1645809025808338,229,0.8734872811358052,0.8259463171464873,0.1559007973199306,229,2.0,1.9519650655021834,1.0891643660706536,216,-0.0006676375883662988,-0.004130027024676235,0.04081920464366895,229,0.0,0.017467248908296942,0.13129134276798055,0,,,
event,8.0,1,parent,"[1,2)",235,1.0104934839788264,0.9852175393321464,0.37636764003537043,235,1.7403132117840987,1.6096734286180416,0.3742865053450066,235,0.9018111563490656,0.8347305718340576,0.16810578995035677,235,0.8376722839792327,0.7933135959392443,0.17907206716344387,235,2.0,2.1914893617021276,1.2271553143284812,221,-0.002595649320173976,-0.016656228264653124,0.05604189575569313,235,0.0,0.03404255319148936,0.18172557942038756,0,,,
event,8.0,1,parent,"[2,4)",291,0.9964156184005475,0.9970452545532091,0.3631812290115432,291,1.692036622862374,1.5762923956618056,0.39786117333376064,291,0.949498013456178,0.8818555325845484,0.13551086050212713,291,0.7866323203017684,0.7124936130481359,0.25896870298535657,291,2.0,2.0309278350515463,1.1214547963656416,140,-0.0004476686436925559,-0.03555047926514955,0.09564021687519843,291,0.0,0.061855670103092786,0.241308201399303,0,,,
event,8.0,2,grandparent,"[-1,0)",231,0.9405499757656587,0.955742236719421,0.4255596736300882,231,1.535356448050024,1.4873094904885706,0.33053437387041285,231,0.9889331071952531,0.9502165253550326,0.09140800064970893,231,0.9249537384313486,0.868784952468181,0.16639663742863697,231,1.0,1.5411255411255411,0.9631454523755854,223,9.220512387775326e-05,0.004129179247912887,0.0584461248324115,231,0.0,0.03463203463203463,0.1832430522194821,0,,,
event,8.0,2,grandparent,"[-16,-8)",699,0.8656708728093594,0.8755322719599224,0.41035281560566295,699,1.6014431146427834,1.5221044412061921,0.37542320976401006,699,0.9927826680516401,0.9443675923327824,0.10320151967936658,699,0.943210303955795,0.8691225772894153,0.1640245393845031,699,1.0,1.5708154506437768,0.9688890007075981,433,2.2642954265572612e-05,-0.0011986531240872297,0.04518185614944315,699,0.0,0.03719599427753934,0.18937729411278037,0,,,
event,8.0,2,grandparent,"[-2,-1)",230,0.9679345000032011,0.9616001534476166,0.4033329086166534,230,1.4650860230980407,1.4319213713507528,0.3857694547247481,230,0.9888748634162473,0.9509710663223463,0.08929589113572566,230,0.9267936435468351,0.8608558069627232,0.16585730437366322,230,1.0,1.5739130434782609,0.9806946078178079,118,0.0009005107779055943,0.006292987533693064,0.034604665174789835,230,0.0,0.05652173913043478,0.23143012179072842,0,,,
event,8.0,2,grandparent,"[-32,-16)",1074,0.8504279529460996,0.8529556468306593,0.4020235438972751,1074,1.588770616730106,1.5192926995855374,0.3665283394468154,1074,0.9943409047636814,0.9532625041541665,0.09620357968824213,1074,0.9425396326616835,0.8830509401031215,0.14812469241298842,1074,1.0,1.4795158286778398,0.8493456437648906,674,-0.00012474167192566554,-0.00017314912865108685,0.04651580141142126,1074,0.0,0.04003724394785847,0.19613791700886407,0,,,
event,8.0,2,grandparent,"[-4,-2)",256,0.9101493570766489,0.9263283774589789,0.40800936606374044,256,1.4864474456782073,1.4526276685983666,0.4066547451237651,256,0.9903409553110717,0.9444442693969749,0.11131977543265927,256,0.9343490900165268,0.8677988570841006,0.1556314492882593,256,1.0,1.61328125,1.0150144280825204,126,0.00033377784533150656,0.0032546781076953166,0.03868443522699089,256,0.0,0.05078125,0.2199807812461058,0,,,
event,8.0,2,grandparent,"[-8,-4)",330,0.9509775004326937,0.9241029841059619,0.38765327460838883,330,1.674938203257448,1.5766733367996448,0.342918261677375,330,0.9915253810358605,0.9519071320050976,0.08887851613088527,330,0.9341991706829016,0.8684730578129726,0.15925805321677983,330,1.0,1.5393939393939393,0.8957649068545915,183,-0.0002385173731079826,-0.0013366724935437258,0.048623831850728584,330,0.0,0.03333333333333333,0.17977809128866656,0,,,
event,8.0,2,grandparent,"[0,1)",231,0.9134081185447787,0.9311491789860193,0.4118015758299205,231,1.6059718466951507,1.5867893706422613,0.2849901353645587,231,0.972563720792938,0.9138190474565521,0.12410009178922868,231,0.9193033493025955,0.8798984748395017,0.12611037802453565,231,1.0,1.6406926406926408,1.0111927721808647,218,-0.0007355366749123293,0.003895346337666796,0.04036013986197042,231,0.0,0.012987012987012988,0.1134640138515284,0,,,
event,8.0,2,grandparent,"[1,2)",237,0.9134081185447787,0.930050586343205,0.39186750590998176,237,1.7358192967248385,1.644256692507486,0.2970812727809319,237,0.9720280459121584,0.9001144927080599,0.13705975335815326,237,0.8801098282027278,0.8595563792561213,0.13233759857937516,237,2.0,1.890295358649789,1.0315934673528844,223,-0.003985813253764903,-0.01410229501904016,0.03459680005602413,237,0.0,0.016877637130801686,0.1290855952307929,0,,,
event,8.0,2,grandparent,"[2,4)",291,0.9016293807340647,0.894594511082411,0.3702656771381529,291,1.7228465556841241,1.6386463245217866,0.32530925996278753,291,0.9885579757667983,0.931193933113129,0.10355686890636134,291,0.8822327138482353,0.8113677109823401,0.19314494203692342,291,1.0,1.7663230240549828,1.0274004115438529,141,-0.0029705760375654533,-0.02530663602884695,0.0701917562085047,291,0.0,0.030927835051546393,0.17342045264314127,0,,,
event,16.0,-2,grandchild,"[-1,0)",179,1.1469310866958005,1.0814360746352123,0.28498701018442957,179,1.8476847469751412,1.7800059577296679,0.23767970072795794,179,0.533327890075825,0.5287281473813266,0.16028146686851924,179,0.70333946647083,0.6600848791907216,0.17947043875580146,179,3.0,2.88268156424581,0.9614371056607705,167,-0.0002531505620400054,-0.002552884991482736,0.04345154085690547,179,0.0,0.0223463687150838,0.14822194346066492,0,,,
event,16.0,-2,grandchild,"[-16,-8)",576,1.1864744516017347,1.1249502243333596,0.26817244761742215,576,1.8269417214433576,1.7619813550046923,0.24966626683274673,576,0.5644747962690394,0.5556856732345172,0.14581110912116096,576,0.679105707051297,0.66133927020543,0.1554378135292628,576,3.0,2.642361111111111,0.8869355046292721,346,-0.001639052360217108,-0.0012965732602739364,0.044357325387927825,576,0.0,0.012152777777777778,0.10966296632671796,0,,,
event,16.0,-2,grandchild,"[-2,-1)",177,1.1469310866958005,1.0682913429365046,0.2804591163036605,177,1.8523353890620975,1.7584417628368159,0.29911987630779524,177,0.5564775742159713,0.550699985728825,0.1581848684813164,177,0.6934759489346989,0.669211037625345,0.1777962575519045,177,3.0,2.8079096045197742,0.9518789031844773,88,-0.00285259426282658,-0.007930054848207461,0.028300435219338584,177,0.0,0.03954802259887006,0.19544767728404133,0,,,
event,16.0,-2,grandchild,"[-32,-16)",895,1.1897361871337249,1.1140781474136328,0.2740885684786768,895,1.8294503971844498,1.7701137443922237,0.2436295985055382,895,0.558942317946202,0.5445411657417383,0.14715525730635962,895,0.6500027163910942,0.6457351381956707,0.15974819184568423,895,3.0,2.7463687150837988,0.8350713631603559,559,-0.00017534028058419082,-0.0002760260986383357,0.046498707792218874,895,0.0,0.01005586592178771,0.09982925695612256,0,,,
event,16.0,-2,grandchild,"[-4,-2)",201,1.159171856643954,1.0829340137691401,0.27929236218364056,201,1.8001402201126484,1.7396193318059743,0.269753614788947,201,0.5635135024725062,0.5573069795898705,0.16103030380357955,201,0.6871315489978389,0.6562666986642314,0.19347332626454938,201,3.0,2.8059701492537314,0.988516150148533,96,-0.0010655281975414654,-0.004411622481549883,0.04448449362537939,201,0.0,0.009950248756218905,0.0995012437733208,0,,,
event,16.0,-2,grandchild,"[-8,-4)",276,1.1676569497178964,1.0984217225976938,0.2747153155028065,276,1.844639044631736,1.7767511963755802,0.2677515189117308,276,0.5642521349361569,0.5480871629483868,0.1562577096742219,276,0.6576791997751449,0.6366308838238302,0.17453940470069249,276,3.0,2.8550724637681157,0.9689786535799145,153,-0.0006213376657928649,-0.0016518586233344795,0.04274639006773843,276,0.0,0.007246376811594203,0.0849707382012251,0,,,
event,16.0,-2,grandchild,"[0,1)",187,1.1467167205438762,1.0586360936557078,0.3096932676586085,187,1.8079129670672252,1.7842196795842558,0.18079639092813476,187,0.498570088666061,0.5069243644046268,0.15429304523006968,187,0.6822945550360076,0.6423581859605443,0.17534765997091153,187,3.0,3.021390374331551,1.005133165367605,172,-0.004761287291754734,-0.003043099608188528,0.04019841661176267,187,0.0,0.0,0.0,0,,,
event,16.0,-2,grandchild,"[1,2)",195,1.148282299839479,1.0577699762976063,0.3133918108423469,195,1.808088788595236,1.7971880116299996,0.1730183261511253,195,0.5020042952782504,0.504599786223405,0.14981125510372778,195,0.6734325609427976,0.6335202450985719,0.1827202620474649,195,3.0,2.9692307692307693,0.9245098579241272,184,-0.0005289611081683021,-0.004850125826701998,0.05929911725599256,195,0.0,0.0,0.0,0,,,
event,16.0,-2,grandchild,"[2,4)",254,1.159171856643954,1.0806006808013657,0.31218929033885373,254,1.8401171854196152,1.7948882885799782,0.17959380672916886,254,0.5276974720700436,0.5240405215889078,0.14435999867279087,254,0.6350024371144096,0.5985472771241706,0.18414671515700176,254,3.0,3.047244094488189,0.9397524500926323,117,0.0,-0.0019257038049008766,0.06282154065246398,254,0.0,0.003937007874015748,0.06274558051381586,0,,,
event,16.0,-1,child,"[-1,0)",223,1.1991575497426172,1.102162543286328,0.397421357588376,223,1.4629045500044893,1.4172381124082323,0.3452495327400944,223,0.647368322775637,0.617872692373982,0.18123611669626663,223,0.6941618789260771,0.6660702425223399,0.19357266033892584,223,3.0,2.807174887892377,1.2056707605270867,214,-0.00125711263348538,-0.004085845192167852,0.04003161389073835,223,0.0,0.06278026905829596,0.24311303337403306,0,,,
event,16.0,-1,child,"[-16,-8)",679,1.2611268575093426,1.152658320544548,0.3896768759491443,679,1.5224949773843113,1.4754890928466793,0.3305708514762469,679,0.6775971140937145,0.645767836158585,0.17224651197939797,679,0.6893423456324945,0.678156493791335,0.1714983486816833,679,3.0,2.6848306332842413,1.0852685838082765,415,0.0,-0.00045175458419385454,0.04940968949319673,679,0.0,0.050073637702503684,0.21825770375397296,0,,,
event,16.0,-1,child,"[-2,-1)",220,1.1897361871337249,1.0848360951717602,0.393451856709436,220,1.4662784947177028,1.424750706578033,0.3385487687378748,220,0.6491127858576192,0.6310152942291246,0.17148229240829535,220,0.688670246170119,0.6693088117930001,0.1862944704721286,220,3.0,2.790909090909091,1.1904908971397834,112,0.0013302250370906266,-0.0009432227842926254,0.05399479651062075,220,0.0,0.06818181818181818,0.25263246651654186,0,,,
event,16.0,-1,child,"[-32,-16)",1060,1.2725921512779648,1.1495052592487247,0.40029327079828975,1060,1.4832953184364284,1.4758663070228832,0.30847282432035233,1060,0.6654381316849731,0.6331747810043771,0.1650817090342743,1060,0.683031006958344,0.6752478961206095,0.15936601242878934,1060,3.0,2.668867924528302,1.0754240841737723,665,-1.1102230246251565e-16,-0.0031968771143755623,0.0429826402421867,1060,0.0,0.02358490566037736,0.15182359351923536,0,,,
event,16.0,-1,child,"[-4,-2)",248,1.2148353280504987,1.12296020720116,0.38807713031245394,248,1.4074017033046808,1.3930943574286658,0.3217850302089537,248,0.6649431795976817,0.6399029500942738,0.16944637931434123,248,0.6874071642123476,0.665798153851236,0.1836894220898294,248,3.0,2.7983870967741935,1.1902426433103002,122,0.0003239255794895701,0.0017201072994693608,0.03491723631213833,248,0.0,0.04032258064516129,0.19711249786856588,0,,,
event,16.0,-1,child,"[-8,-4)",324,1.2606859480724526,1.1387752477333128,0.3683527805256242,324,1.4948890659651541,1.4532829541141385,0.32944452895922827,324,0.66045995876015,0.6255945551620392,0.1751161531066724,324,0.6919817789210579,0.6638142800377206,0.18108481741993607,324,3.0,2.7037037037037037,1.1451277262645965,180,0.0,0.00036921734814539654,0.04201100417004467,324,0.0,0.043209876543209874,0.2036437559682996,0,,,
event,16.0,-1,child,"[0,1)",228,1.1873275878005134,1.0870610008044572,0.40944172195092077,228,1.4889572420990902,1.4301299490550927,0.3295742660522827,228,0.5813937101511208,0.589901155569624,0.18732399186671997,228,0.6930457252819449,0.6575036680656523,0.2017142891205889,228,3.0,2.925438596491228,1.2052244131616487,212,-0.0025190880504215585,-0.006077848074055948,0.048302989623738475,228,0.0,0.07456140350877193,0.2632602784063099,0,,,
event,16.0,-1,child,"[1,2)",235,1.1897361871337249,1.081617397426389,0.3919164738714931,235,1.476367287209961,1.458205121185267,0.304662955185815,235,0.5376032218865862,0.5798002146602943,0.18818894606849224,235,0.6871425687855157,0.6525570047689407,0.1920959183465854,235,3.0,2.9872340425531916,1.2454390330967384,221,-0.00047591124222101655,-0.004922528723277137,0.05206466445449285,235,0.0,0.03829787234042553,0.19232405822341128,0,,,
