time_s,time_to_slip_s,stress_mpa,smoothed_stress_mpa,displacement_micrometre,displacement_increment,stress_change_mpa,accumulation_A,release_R,transfer_activity,x_S,x_F,quadrant
7730.4503700000005,-44.228000000000065,1.8521849099999999,1.8521849099999999,-0.18966400000000003,0.019711000000000034,0.0,0.0,0.0,0.0,0.0,1.0,Ba
7730.45237,-44.22600000000057,1.85658146,1.8543831849999999,-0.169953,0.032083,0.0021982750000000273,0.0021982750000000273,0.0,0.0021982750000000273,0.0,0.0,bA
7730.45437,-44.22400000000016,1.85565081,1.8548057266666664,-0.13787,0.03164399999999999,0.0004225416666665538,0.002620816666666581,0.0,0.002620816666666581,0.0,0.0,bA
7730.45637,-44.22200000000066,1.8568883500000002,1.8553263825,-0.106226,-0.022237999999999994,0.0005206558333334943,0.0031414725000000754,0.0,0.0031414725000000754,0.0,0.0,bA
7730.45837,-44.220000000000255,1.8565253899999998,1.855566184,-0.128464,0.00432299999999998,0.00023980150000002531,0.0033812740000001007,0.0,0.0033812740000001007,0.0,0.0,bA
7730.460370000001,-44.21799999999985,1.8631190899999999,1.8568250016666665,-0.12414100000000002,-0.054046000000000025,0.0012588176666665785,0.004640091666666679,0.0,0.004640091666666679,0.0,0.0,bA
7730.46237,-44.21600000000035,1.85687837,1.8568326257142858,-0.17818700000000004,0.004065000000000013,7.624047619225749e-06,0.004647715714285905,0.0,0.004647715714285905,0.0,0.0,bA
7730.464370000001,-44.21399999999994,1.8562360100000002,1.85675804875,-0.17412200000000003,0.008461000000000024,-7.457696428581073e-05,0.004647715714285905,7.457696428581073e-05,0.004722292678571716,0.0,0.031585066560663476,bA
7730.46637,-44.212000000000444,1.8542316299999997,1.8564773355555555,-0.165661,0.036934999999999996,-0.00028071319444444853,0.004647715714285905,0.00035529015873025926,0.005003005873016164,0.0,0.1420306782554566,bA
7730.4683700000005,-44.210000000000036,1.8534365499999998,1.856173257,-0.128726,-0.03699400000000003,-0.0003040785555554759,0.004647715714285905,0.0006593687142857352,0.00530708442857164,0.0,0.24848623501669034,bA
