path_id,q,d,duration,replicate,direction,mode,window,baseline_x_r,band_width,peak_excursion,pre_x_r,post_x_r
q11:d31:t320:r1:irrational_to_rational,11,31,320,1,irrational_to_rational,ordered,128,0.02587933721101213,32,0.26533288106867264,0.0030371082144108495,0.02587933721101213
q11:d31:t320:r1:irrational_to_rational,11,31,320,1,irrational_to_rational,ordered,256,0.0002924777846767591,320,0.902577842567998,0.0002924777846767591,0.0
q11:d31:t320:r1:irrational_to_rational,11,31,320,1,irrational_to_rational,ordered,384,0.00015387971004161578,384,1.7367086639010918,0.00015387971004161578,0.0
q11:d31:t320:r1:irrational_to_rational,11,31,320,1,irrational_to_rational,ordered,512,7.282482017208637e-05,448,1.999927175179828,7.282482017208637e-05,0.0
q11:d31:t320:r1:irrational_to_rational,11,31,320,1,irrational_to_rational,abrupt,128,0.02587933721101213,96,1.9741206627889878,0.0030371082144108495,0.02587933721101213
q11:d31:t320:r1:irrational_to_rational,11,31,320,1,irrational_to_rational,abrupt,256,0.0002924777846767591,160,1.9997075222153233,0.0002924777846767591,0.0
q11:d31:t320:r1:irrational_to_rational,11,31,320,1,irrational_to_rational,abrupt,384,0.00015387971004161578,224,1.9998461202899585,0.00015387971004161578,0.0
q11:d31:t320:r1:irrational_to_rational,11,31,320,1,irrational_to_rational,abrupt,512,7.282482017208637e-05,288,1.999927175179828,7.282482017208637e-05,0.0
q11:d31:t320:r1:rational_to_irrational,11,31,320,1,rational_to_irrational,ordered,128,0.02587933721866279,0,0.2400112883961358,0.02587933721866279,0.0030371082142882843
q11:d31:t320:r1:rational_to_irrational,11,31,320,1,rational_to_irrational,ordered,256,0.00029247778464666624,320,0.9370173236394147,0.0,0.00029247778464666624
q11:d31:t320:r1:rational_to_irrational,11,31,320,1,rational_to_irrational,ordered,384,0.00015387971002690662,416,1.7411359751038942,0.0,0.00015387971002690662
q11:d31:t320:r1:rational_to_irrational,11,31,320,1,rational_to_irrational,ordered,512,7.28248201591626e-05,512,1.9999271751798409,0.0,7.28248201591626e-05
q11:d31:t320:r1:rational_to_irrational,11,31,320,1,rational_to_irrational,abrupt,128,0.02587933721866279,96,1.9741206627813372,0.02587933721866279,0.0030371082142882817
q11:d31:t320:r1:rational_to_irrational,11,31,320,1,rational_to_irrational,abrupt,256,0.0002924777846466627,192,1.9997075222153533,0.0,0.0002924777846466627
q11:d31:t320:r1:rational_to_irrational,11,31,320,1,rational_to_irrational,abrupt,384,0.00015387971002690662,320,1.999846120289973,0.0,0.00015387971002690662
q11:d31:t320:r1:rational_to_irrational,11,31,320,1,rational_to_irrational,abrupt,512,7.28248201591626e-05,448,1.9999271751798409,0.0,7.28248201591626e-05
q11:d31:t320:r2:irrational_to_rational,11,31,320,2,irrational_to_rational,ordered,128,0.026087613231124636,0,0.1570022724340085,0.0030371082144105784,0.026087613231124636
q11:d31:t320:r2:irrational_to_rational,11,31,320,2,irrational_to_rational,ordered,256,0.0002924777846768383,288,0.569266600239924,0.0002924777846768383,0.0
q11:d31:t320:r2:irrational_to_rational,11,31,320,2,irrational_to_rational,ordered,384,0.00015387971004174542,352,1.1037284632921687,0.00015387971004174542,0.0
q11:d31:t320:r2:irrational_to_rational,11,31,320,2,irrational_to_rational,ordered,512,7.28248201721529e-05,416,1.443773091193998,7.28248201721529e-05,0.0
q11:d31:t320:r2:irrational_to_rational,11,31,320,2,irrational_to_rational,abrupt,128,0.026087613231124678,96,1.9739123867688753,0.0030371082144105784,0.026087613231124678
q11:d31:t320:r2:irrational_to_rational,11,31,320,2,irrational_to_rational,abrupt,256,0.0002924777846768383,160,1.999707522215323,0.0002924777846768383,0.0
q11:d31:t320:r2:irrational_to_rational,11,31,320,2,irrational_to_rational,abrupt,384,0.00015387971004174542,224,1.9998461202899582,0.00015387971004174542,0.0
q11:d31:t320:r2:irrational_to_rational,11,31,320,2,irrational_to_rational,abrupt,512,7.28248201721529e-05,288,1.9999271751798278,7.28248201721529e-05,0.0
q11:d31:t320:r2:rational_to_irrational,11,31,320,2,rational_to_irrational,ordered,128,0.026087613231124657,0,0.15884811570611804,0.026087613231124657,0.003037108214421262
q11:d31:t320:r2:rational_to_irrational,11,31,320,2,rational_to_irrational,ordered,256,0.00029247778467775016,288,0.5552664737586158,0.0,0.00029247778467775016
q11:d31:t320:r2:rational_to_irrational,11,31,320,2,rational_to_irrational,ordered,384,0.0001538797100435863,384,1.14631562425338,0.0,0.0001538797100435863
q11:d31:t320:r2:rational_to_irrational,11,31,320,2,rational_to_irrational,ordered,512,7.282482017337453e-05,448,1.4181915079701273,0.0,7.282482017337453e-05
q11:d31:t320:r2:rational_to_irrational,11,31,320,2,rational_to_irrational,abrupt,128,0.026087613231124657,96,1.9739123867688753,0.026087613231124657,0.003037108214421268
q11:d31:t320:r2:rational_to_irrational,11,31,320,2,rational_to_irrational,abrupt,256,0.00029247778467774495,192,1.9997075222153222,0.0,0.00029247778467774495
q11:d31:t320:r2:rational_to_irrational,11,31,320,2,rational_to_irrational,abrupt,384,0.00015387971004358805,320,1.9998461202899565,0.0,0.00015387971004358805
q11:d31:t320:r2:rational_to_irrational,11,31,320,2,rational_to_irrational,abrupt,512,7.28248201733754e-05,448,1.9999271751798267,0.0,7.28248201733754e-05
q11:d31:t320:r3:irrational_to_rational,11,31,320,3,irrational_to_rational,ordered,128,0.026353402832648136,0,0.08281897220104484,0.003037108214410846,0.026353402832648136
q11:d31:t320:r3:irrational_to_rational,11,31,320,3,irrational_to_rational,ordered,256,0.00029247778467676267,128,0.316520863244065,0.00029247778467676267,0.0
q11:d31:t320:r3:irrational_to_rational,11,31,320,3,irrational_to_rational,ordered,384,0.0001538797100416158,256,0.5951129856414192,0.0001538797100416158,0.0
q11:d31:t320:r3:irrational_to_rational,11,31,320,3,irrational_to_rational,ordered,512,7.282482017208509e-05,320,0.7810087279711708,7.282482017208509e-05,0.0
q11:d31:t320:r3:irrational_to_rational,11,31,320,3,irrational_to_rational,abrupt,128,0.026353402832648115,96,1.376622649070946,0.003037108214410846,0.026353402832648115
q11:d31:t320:r3:irrational_to_rational,11,31,320,3,irrational_to_rational,abrupt,256,0.00029247778467676267,160,1.4414054663246794,0.00029247778467676267,0.0
q11:d31:t320:r3:irrational_to_rational,11,31,320,3,irrational_to_rational,abrupt,384,0.0001538797100416158,192,1.4315236749490845,0.0001538797100416158,0.0
q11:d31:t320:r3:irrational_to_rational,11,31,320,3,irrational_to_rational,abrupt,512,7.282482017208509e-05,256,1.436253855964067,7.282482017208509e-05,0.0
q11:d31:t320:r3:rational_to_irrational,11,31,320,3,rational_to_irrational,ordered,128,0.026353402845379865,0,0.06156518617911208,0.026353402845379865,0.003037108214421264
q11:d31:t320:r3:rational_to_irrational,11,31,320,3,rational_to_irrational,ordered,256,0.0002924777846777475,160,0.28226580990481537,0.0,0.0002924777846777475
q11:d31:t320:r3:rational_to_irrational,11,31,320,3,rational_to_irrational,ordered,384,0.00015387971003885296,288,0.5798274189935217,0.0,0.00015387971003885296
q11:d31:t320:r3:rational_to_irrational,11,31,320,3,rational_to_irrational,ordered,512,7.282482016760682e-05,384,0.7437341929091353,0.0,7.282482016760682e-05
q11:d31:t320:r3:rational_to_irrational,11,31,320,3,rational_to_irrational,abrupt,128,0.026353402845379865,96,1.411885712858248,0.026353402845379865,0.0030371082144212656
q11:d31:t320:r3:rational_to_irrational,11,31,320,3,rational_to_irrational,abrupt,256,0.000292477784677745,192,1.4487913878530299,0.0,0.000292477784677745
q11:d31:t320:r3:rational_to_irrational,11,31,320,3,rational_to_irrational,abrupt,384,0.00015387971004358805,288,1.4565693839299156,0.0,0.00015387971004358805
q11:d31:t320:r3:rational_to_irrational,11,31,320,3,rational_to_irrational,abrupt,512,7.282482017337497e-05,384,1.4505680709170181,0.0,7.282482017337497e-05
q11:d31:t320:r4:irrational_to_rational,11,31,320,4,irrational_to_rational,ordered,128,0.026699481862498146,32,0.2788898360676046,0.0030371082144105784,0.026699481862498146
q11:d31:t320:r4:irrational_to_rational,11,31,320,4,irrational_to_rational,ordered,256,0.0002924777846768374,0,0.09677522633436787,0.0002924777846768374,0.0
q11:d31:t320:r4:irrational_to_rational,11,31,320,4,irrational_to_rational,ordered,384,0.00015387971004174425,0,0.18070455447975023,0.00015387971004174425,0.0
q11:d31:t320:r4:irrational_to_rational,11,31,320,4,irrational_to_rational,ordered,512,7.282482017215245e-05,0,0.24186327990297823,7.282482017215245e-05,0.0
q11:d31:t320:r4:irrational_to_rational,11,31,320,4,irrational_to_rational,abrupt,128,0.026699481862498133,32,0.442545291188591,0.0030371082144105784,0.026699481862498133
q11:d31:t320:r4:irrational_to_rational,11,31,320,4,irrational_to_rational,abrupt,256,0.0002924777846768374,64,0.4980886140356235,0.0002924777846768374,0.0
q11:d31:t320:r4:irrational_to_rational,11,31,320,4,irrational_to_rational,abrupt,384,0.00015387971004174425,96,0.481262200458569,0.00015387971004174425,0.0
q11:d31:t320:r4:irrational_to_rational,11,31,320,4,irrational_to_rational,abrupt,512,7.282482017215245e-05,128,0.4873826012660073,7.282482017215245e-05,0.0
q11:d31:t320:r4:rational_to_irrational,11,31,320,4,rational_to_irrational,ordered,128,0.026699481862498133,32,0.2692906993879606,0.026699481862498133,0.0030371082144212656
q11:d31:t320:r4:rational_to_irrational,11,31,320,4,rational_to_irrational,ordered,256,0.00029247778467774837,0,0.10433455403514537,0.0,0.00029247778467774837
q11:d31:t320:r4:rational_to_irrational,11,31,320,4,rational_to_irrational,ordered,384,0.00015387971004358626,0,0.20887423561014642,0.0,0.00015387971004358626
q11:d31:t320:r4:rational_to_irrational,11,31,320,4,rational_to_irrational,ordered,512,7.282482017337411e-05,32,0.2595765740416904,0.0,7.282482017337411e-05
q11:d31:t320:r4:rational_to_irrational,11,31,320,4,rational_to_irrational,abrupt,128,0.026699481862498133,32,0.47094751539232577,0.026699481862498133,0.0030371082144212674
q11:d31:t320:r4:rational_to_irrational,11,31,320,4,rational_to_irrational,abrupt,256,0.00029247778467774316,128,0.5152264876706453,0.0,0.00029247778467774316
q11:d31:t320:r4:rational_to_irrational,11,31,320,4,rational_to_irrational,abrupt,384,0.00015387971004358686,160,0.5145950110882225,0.0,0.00015387971004358686
q11:d31:t320:r4:rational_to_irrational,11,31,320,4,rational_to_irrational,abrupt,512,7.282482017337497e-05,192,0.511927701339179,0.0,7.282482017337497e-05
q11:d31:t320:r5:irrational_to_rational,11,31,320,5,irrational_to_rational,ordered,128,0.026699481862498216,0,3.122502256758253e-17,0.0030371082144004264,0.026699481862498216
q11:d31:t320:r5:irrational_to_rational,11,31,320,5,irrational_to_rational,ordered,256,0.00029247778467577507,0,0.005271134948394853,0.00029247778467577507,0.0
q11:d31:t320:r5:irrational_to_rational,11,31,320,5,irrational_to_rational,ordered,384,0.00015387971003959393,0,0.007818407064909773,0.00015387971003959393,0.0
q11:d31:t320:r5:irrational_to_rational,11,31,320,5,irrational_to_rational,ordered,512,7.28248201708152e-05,0,0.010189252784089305,7.28248201708152e-05,0.0
q11:d31:t320:r5:irrational_to_rational,11,31,320,5,irrational_to_rational,abrupt,128,0.026699481862498216,0,-6.938893903907228e-18,0.0030371082144004264,0.026699481862498216
q11:d31:t320:r5:irrational_to_rational,11,31,320,5,irrational_to_rational,abrupt,256,0.00029247778467577507,0,0.0219089800835818,0.00029247778467577507,0.0
q11:d31:t320:r5:irrational_to_rational,11,31,320,5,irrational_to_rational,abrupt,384,0.00015387971003959393,0,0.01861875558105603,0.00015387971003959393,0.0
q11:d31:t320:r5:irrational_to_rational,11,31,320,5,irrational_to_rational,abrupt,512,7.28248201708152e-05,0,0.02018195205636482,7.28248201708152e-05,0.0
q11:d31:t320:r5:rational_to_irrational,11,31,320,5,rational_to_irrational,ordered,128,0.02669948186249823,0,-6.938893903907228e-18,0.02669948186249823,0.0030371082144212604
q11:d31:t320:r5:rational_to_irrational,11,31,320,5,rational_to_irrational,ordered,256,0.0002924777846777484,0,0.024973192418873066,0.0,0.0002924777846777484
q11:d31:t320:r5:rational_to_irrational,11,31,320,5,rational_to_irrational,ordered,384,0.00015387971004358686,0,0.02767584790904578,0.0,0.00015387971004358686
q11:d31:t320:r5:rational_to_irrational,11,31,320,5,rational_to_irrational,ordered,512,7.282482017337453e-05,0,0.030365816354193925,0.0,7.282482017337453e-05
q11:d31:t320:r5:rational_to_irrational,11,31,320,5,rational_to_irrational,abrupt,128,0.02669948186249823,0,0.005680229859270032,0.02669948186249823,0.003037108214421262
q11:d31:t320:r5:rational_to_irrational,11,31,320,5,rational_to_irrational,abrupt,256,0.00029247778467774663,0,0.04796837603705432,0.0,0.00029247778467774663
q11:d31:t320:r5:rational_to_irrational,11,31,320,5,rational_to_irrational,abrupt,384,0.00015387971004358686,0,0.04807499952003602,0.0,0.00015387971004358686
q11:d31:t320:r5:rational_to_irrational,11,31,320,5,rational_to_irrational,abrupt,512,7.282482017337411e-05,0,0.047908745861014033,0.0,7.282482017337411e-05
q11:d31:t320:r6:irrational_to_rational,11,31,320,6,irrational_to_rational,ordered,128,0.02635340283264808,0,0.0014961624985002815,0.0030371082144105754,0.02635340283264808
q11:d31:t320:r6:irrational_to_rational,11,31,320,6,irrational_to_rational,ordered,256,0.00029247778467684094,0,0.035719720980257594,0.00029247778467684094,0.0
q11:d31:t320:r6:irrational_to_rational,11,31,320,6,irrational_to_rational,ordered,384,0.00015387971004174366,0,0.06849980835995909,0.00015387971004174366,0.0
q11:d31:t320:r6:irrational_to_rational,11,31,320,6,irrational_to_rational,ordered,512,7.282482017215246e-05,0,0.09490292609220094,7.282482017215246e-05,0.0
q11:d31:t320:r6:irrational_to_rational,11,31,320,6,irrational_to_rational,abrupt,128,0.026353402832648067,0,0.17196732770446901,0.0030371082144105754,0.026353402832648067
q11:d31:t320:r6:irrational_to_rational,11,31,320,6,irrational_to_rational,abrupt,256,0.00029247778467684094,0,0.17768276944270991,0.00029247778467684094,0.0
q11:d31:t320:r6:irrational_to_rational,11,31,320,6,irrational_to_rational,abrupt,384,0.00015387971004174366,0,0.18661325128748368,0.00015387971004174366,0.0
q11:d31:t320:r6:irrational_to_rational,11,31,320,6,irrational_to_rational,abrupt,512,7.282482017215246e-05,0,0.18162869233575213,7.282482017215246e-05,0.0
q11:d31:t320:r6:rational_to_irrational,11,31,320,6,rational_to_irrational,ordered,128,0.026353402832648094,0,0.0038887343569521775,0.026353402832648094,0.003037108214421262
q11:d31:t320:r6:rational_to_irrational,11,31,320,6,rational_to_irrational,ordered,256,0.00029247778467774663,0,0.037903455143000406,0.0,0.00029247778467774663
q11:d31:t320:r6:rational_to_irrational,11,31,320,6,rational_to_irrational,ordered,384,0.00015387971004358452,0,0.06768792819556879,0.0,0.00015387971004358452
q11:d31:t320:r6:rational_to_irrational,11,31,320,6,rational_to_irrational,ordered,512,7.282482017337498e-05,0,0.09049065828878225,0.0,7.282482017337498e-05
q11:d31:t320:r6:rational_to_irrational,11,31,320,6,rational_to_irrational,abrupt,128,0.026353402832648094,0,0.16245227988353753,0.026353402832648094,0.003037108214421262
q11:d31:t320:r6:rational_to_irrational,11,31,320,6,rational_to_irrational,abrupt,256,0.0002924777846777475,0,0.20209070175044508,0.0,0.0002924777846777475
q11:d31:t320:r6:rational_to_irrational,11,31,320,6,rational_to_irrational,abrupt,384,0.00015387971004358745,0,0.20352714380546447,0.0,0.00015387971004358745
q11:d31:t320:r6:rational_to_irrational,11,31,320,6,rational_to_irrational,abrupt,512,7.282482017337455e-05,0,0.2029879451286607,0.0,7.282482017337455e-05
q11:d31:t320:r7:irrational_to_rational,11,31,320,7,irrational_to_rational,ordered,128,0.026087613231124573,0,0.04458705270520852,0.0030371082144212643,0.026087613231124573
q11:d31:t320:r7:irrational_to_rational,11,31,320,7,irrational_to_rational,ordered,256,0.00029247778467774316,0,0.1725409402345433,0.00029247778467774316,0.0
q11:d31:t320:r7:irrational_to_rational,11,31,320,7,irrational_to_rational,ordered,384,0.00015387971004358688,160,0.3563433480302781,0.00015387971004358688,0.0
q11:d31:t320:r7:irrational_to_rational,11,31,320,7,irrational_to_rational,ordered,512,7.282482017337453e-05,256,0.48720206880996075,7.282482017337453e-05,0.0
q11:d31:t320:r7:irrational_to_rational,11,31,320,7,irrational_to_rational,abrupt,128,0.026087613231124584,96,0.9132251158586608,0.0030371082144212643,0.026087613231124584
q11:d31:t320:r7:irrational_to_rational,11,31,320,7,irrational_to_rational,abrupt,256,0.00029247778467774316,128,0.9169961981699695,0.00029247778467774316,0.0
q11:d31:t320:r7:irrational_to_rational,11,31,320,7,irrational_to_rational,abrupt,384,0.00015387971004358688,192,0.9281402933744077,0.00015387971004358688,0.0
q11:d31:t320:r7:irrational_to_rational,11,31,320,7,irrational_to_rational,abrupt,512,7.282482017337453e-05,224,0.9192532590474581,7.282482017337453e-05,0.0
q11:d31:t320:r7:rational_to_irrational,11,31,320,7,rational_to_irrational,ordered,128,0.02608761323112462,0,0.039163426347199506,0.02608761323112462,0.0030371082144212656
q11:d31:t320:r7:rational_to_irrational,11,31,320,7,rational_to_irrational,ordered,256,0.0002924777846777475,0,0.17885407982916304,0.0,0.0002924777846777475
q11:d31:t320:r7:rational_to_irrational,11,31,320,7,rational_to_irrational,ordered,384,0.00015387971004358686,192,0.3643142614756204,0.0,0.00015387971004358686
q11:d31:t320:r7:rational_to_irrational,11,31,320,7,rational_to_irrational,ordered,512,7.282482017337453e-05,288,0.46176747413073527,0.0,7.282482017337453e-05
q11:d31:t320:r7:rational_to_irrational,11,31,320,7,rational_to_irrational,abrupt,128,0.02608761323112462,64,0.880357686788182,0.02608761323112462,0.003037108214421262
q11:d31:t320:r7:rational_to_irrational,11,31,320,7,rational_to_irrational,abrupt,256,0.00029247778467774755,160,0.9279229997541253,0.0,0.00029247778467774755
q11:d31:t320:r7:rational_to_irrational,11,31,320,7,rational_to_irrational,abrupt,384,0.00015387971004358802,256,0.9258087179888296,0.0,0.00015387971004358802
q11:d31:t320:r7:rational_to_irrational,11,31,320,7,rational_to_irrational,abrupt,512,7.282482017337542e-05,288,0.9278808274102405,0.0,7.282482017337542e-05
q11:d31:t320:r8:irrational_to_rational,11,31,320,8,irrational_to_rational,ordered,128,0.02587933721101223,0,0.09527105297375363,0.0030371082144108495,0.02587933721101223
q11:d31:t320:r8:irrational_to_rational,11,31,320,8,irrational_to_rational,ordered,256,0.0002924777846767599,224,0.42206989060629085,0.0002924777846767599,0.0
q11:d31:t320:r8:irrational_to_rational,11,31,320,8,irrational_to_rational,ordered,384,0.00015387971004161757,320,0.8482555261678099,0.00015387971004161757,0.0
q11:d31:t320:r8:irrational_to_rational,11,31,320,8,irrational_to_rational,ordered,512,7.282482017208507e-05,384,1.106451010424733,7.282482017208507e-05,0.0
q11:d31:t320:r8:irrational_to_rational,11,31,320,8,irrational_to_rational,abrupt,128,0.025879337211012224,96,1.9741206627889878,0.0030371082144108495,0.025879337211012224
q11:d31:t320:r8:irrational_to_rational,11,31,320,8,irrational_to_rational,abrupt,256,0.0002924777846767599,160,1.9916629876527066,0.0002924777846767599,0.0
q11:d31:t320:r8:irrational_to_rational,11,31,320,8,irrational_to_rational,abrupt,384,0.00015387971004161757,224,1.9998461202899585,0.00015387971004161757,0.0
q11:d31:t320:r8:irrational_to_rational,11,31,320,8,irrational_to_rational,abrupt,512,7.282482017208507e-05,256,1.9904975033962327,7.282482017208507e-05,0.0
q11:d31:t320:r8:rational_to_irrational,11,31,320,8,rational_to_irrational,ordered,128,0.02587933721101225,0,0.09449599671676893,0.02587933721101225,0.0030371082144212656
q11:d31:t320:r8:rational_to_irrational,11,31,320,8,rational_to_irrational,ordered,256,0.00029247778467774577,256,0.4194490732257548,0.0,0.00029247778467774577
q11:d31:t320:r8:rational_to_irrational,11,31,320,8,rational_to_irrational,ordered,384,0.0001538797100435863,320,0.8406798433055289,0.0,0.0001538797100435863
q11:d31:t320:r8:rational_to_irrational,11,31,320,8,rational_to_irrational,ordered,512,7.282482016843033e-05,384,1.063293480810297,0.0,7.282482016843033e-05
q11:d31:t320:r8:rational_to_irrational,11,31,320,8,rational_to_irrational,abrupt,128,0.02587933721101225,96,1.9480804563140486,0.02587933721101225,0.003037108214421269
q11:d31:t320:r8:rational_to_irrational,11,31,320,8,rational_to_irrational,abrupt,256,0.00029247778467774745,192,1.9930939348941525,0.0,0.00029247778467774745
q11:d31:t320:r8:rational_to_irrational,11,31,320,8,rational_to_irrational,abrupt,384,0.00015387971004358686,320,1.9998461202899565,0.0,0.00015387971004358686
q11:d31:t320:r8:rational_to_irrational,11,31,320,8,rational_to_irrational,abrupt,512,7.282482016375387e-05,416,1.9897307924592718,0.0,7.282482016375387e-05
q11:d31:t320:r9:irrational_to_rational,11,31,320,9,irrational_to_rational,ordered,128,0.026846709736790347,0,0.19618251872715262,0.003037108214411121,0.026846709736790347
q11:d31:t320:r9:irrational_to_rational,11,31,320,9,irrational_to_rational,ordered,256,0.00029247778467651465,288,0.744461893026512,0.00029247778467651465,0.0
q11:d31:t320:r9:irrational_to_rational,11,31,320,9,irrational_to_rational,ordered,384,0.00015387971004148974,384,1.4484243748962262,0.00015387971004148974,0.0
q11:d31:t320:r9:irrational_to_rational,11,31,320,9,irrational_to_rational,ordered,512,7.282482017201989e-05,416,1.8858796539293317,7.282482017201989e-05,0.0
q11:d31:t320:r9:irrational_to_rational,11,31,320,9,irrational_to_rational,abrupt,128,0.026846709736790358,96,1.9731532902632096,0.003037108214411121,0.026846709736790358
q11:d31:t320:r9:irrational_to_rational,11,31,320,9,irrational_to_rational,abrupt,256,0.00029247778467651465,160,1.9997075222153236,0.00029247778467651465,0.0
q11:d31:t320:r9:irrational_to_rational,11,31,320,9,irrational_to_rational,abrupt,384,0.00015387971004148974,224,1.9998461202899585,0.00015387971004148974,0.0
q11:d31:t320:r9:irrational_to_rational,11,31,320,9,irrational_to_rational,abrupt,512,7.282482017201989e-05,288,1.999927175179828,7.282482017201989e-05,0.0
q11:d31:t320:r9:rational_to_irrational,11,31,320,9,rational_to_irrational,ordered,128,0.026846709736790333,0,0.18265413559837496,0.026846709736790333,0.003037108214414614
q11:d31:t320:r9:rational_to_irrational,11,31,320,9,rational_to_irrational,ordered,256,0.0002924777846536789,288,0.7504807491034704,0.0,0.0002924777846536789
q11:d31:t320:r9:rational_to_irrational,11,31,320,9,rational_to_irrational,ordered,384,0.0001538797100234167,384,1.462798639675183,0.0,0.0001538797100234167
q11:d31:t320:r9:rational_to_irrational,11,31,320,9,rational_to_irrational,ordered,512,7.282482016074274e-05,448,1.7901646260626005,0.0,7.282482016074274e-05
q11:d31:t320:r9:rational_to_irrational,11,31,320,9,rational_to_irrational,abrupt,128,0.026846709736790333,96,1.9731532902632096,0.026846709736790333,0.0030371082144146156
q11:d31:t320:r9:rational_to_irrational,11,31,320,9,rational_to_irrational,abrupt,256,0.000292477784653678,192,1.9997075222153464,0.0,0.000292477784653678
q11:d31:t320:r9:rational_to_irrational,11,31,320,9,rational_to_irrational,abrupt,384,0.00015387971002341728,320,1.9998461202899767,0.0,0.00015387971002341728
q11:d31:t320:r9:rational_to_irrational,11,31,320,9,rational_to_irrational,abrupt,512,7.28248201607397e-05,448,1.9999271751798393,0.0,7.28248201607397e-05
q11:d31:t320:r10:irrational_to_rational,11,31,320,10,irrational_to_rational,ordered,128,0.026846709736790448,288,0.3909007024191316,0.0030371082144004247,0.026846709736790448
q11:d31:t320:r10:irrational_to_rational,11,31,320,10,irrational_to_rational,ordered,256,0.00029247778467577593,352,1.3626678926749454,0.00029247778467577593,0.0
q11:d31:t320:r10:irrational_to_rational,11,31,320,10,irrational_to_rational,ordered,384,0.0001538797100395945,416,1.9998461202899604,0.0001538797100395945,0.0
q11:d31:t320:r10:irrational_to_rational,11,31,320,10,irrational_to_rational,ordered,512,7.282482017081476e-05,480,1.999927175179829,7.282482017081476e-05,0.0
q11:d31:t320:r10:irrational_to_rational,11,31,320,10,irrational_to_rational,abrupt,128,0.02684670973679045,96,1.9731532902632096,0.0030371082144004247,0.02684670973679045
q11:d31:t320:r10:irrational_to_rational,11,31,320,10,irrational_to_rational,abrupt,256,0.00029247778467577593,160,1.9997075222153242,0.00029247778467577593,0.0
q11:d31:t320:r10:irrational_to_rational,11,31,320,10,irrational_to_rational,abrupt,384,0.0001538797100395945,224,1.9998461202899604,0.0001538797100395945,0.0
q11:d31:t320:r10:irrational_to_rational,11,31,320,10,irrational_to_rational,abrupt,512,7.282482017081476e-05,288,1.999927175179829,7.282482017081476e-05,0.0
q11:d31:t320:r10:rational_to_irrational,11,31,320,10,rational_to_irrational,ordered,128,0.02684670974797681,256,0.37069835538852125,0.02684670974797681,0.003037108213955518
q11:d31:t320:r10:rational_to_irrational,11,31,320,10,rational_to_irrational,ordered,256,0.00029247778413643436,352,1.3398826452692092,0.0,0.00029247778413643436
q11:d31:t320:r10:rational_to_irrational,11,31,320,10,rational_to_irrational,ordered,384,0.0001538797092163169,448,1.9998461202907838,0.0,0.0001538797092163169
