delta_r,pair,test_cycle,fraction,parent_actual,child_actual,child_primary,child_direction_blind,child_wrong_lineage,child_previous_cycle
100,3,27,0.0,0.31950494542097096,0.10851430678614893,0.10851430678614893,0.10851430678614893,0.10851430678614893,0.10851430678614893
100,3,27,0.015873015873015872,0.36000125790273235,0.08911474823349287,0.08911474823349287,0.08911474823349287,0.08911474823349287,0.08911474823349287
100,3,27,0.031746031746031744,0.36672937322507054,0.06901728987967205,0.07961532389918913,0.07961532389918913,0.07702260062271002,1.3113233798922703
100,3,27,0.047619047619047616,0.3945180094414988,0.021227812919892685,0.05452722870300608,0.05452722870300608,0.06843734195008222,1.671112773095564
100,3,27,0.06349206349206349,0.4663723791526881,0.0,0.030774988039754824,0.05452722870300608,0.04983171957006484,2.0
100,3,27,0.07936507936507936,0.4948152578620643,0.0,0.012740111011377519,0.036492351674628776,0.026968388743035226,2.0
100,3,27,0.09523809523809523,0.5673189112562398,0.0,0.0,0.01169301975449133,0.026968388743035226,2.0
100,3,27,0.1111111111111111,0.670677590231181,0.024208417632578215,0.0,0.01169301975449133,0.022112442354642273,1.9951028122460464
100,3,27,0.12698412698412698,0.8471410335167757,0.06669800949411438,0.0,0.0337797936755909,0.0,1.750675092901427
100,3,27,0.14285714285714285,1.1726490254135662,0.13169294801188475,0.0,0.0337797936755909,0.0,1.4829716143253118
100,3,27,0.15873015873015872,1.648583067026271,0.18574468974619981,0.0,0.05196182710124713,0.0,1.246985709092527
100,3,27,0.1746031746031746,2.0,0.2313076361233922,0.0,0.06808177095595547,0.0,1.035764761395942
100,3,27,0.19047619047619047,2.0,0.2850795416847805,0.0,0.12745448250644142,0.0,0.8478623947645534
100,3,27,0.20634920634920634,2.0,0.32930025813010155,0.0,0.1873423271367076,0.0,0.670054913236813
100,3,27,0.2222222222222222,1.9641319870611667,0.37715444406893367,0.0,0.2406339698825891,0.0,0.5326152052342039
100,3,27,0.23809523809523808,1.7174767024868296,0.41885378741174006,0.0,0.2867306281548022,0.0,0.409634172021613
100,3,27,0.25396825396825395,1.4543921443211008,0.44510803786045816,0.0,0.33057454083573323,0.0,0.3322321913128333
100,3,27,0.2698412698412698,1.2336875316556049,0.4774683343107616,0.0,0.3706393358460773,0.0,0.2710642989972414
100,3,27,0.2857142857142857,1.0165136699114248,0.4982206069442091,0.0,0.402147634901642,0.0,0.22760297796426038
100,3,27,0.30158730158730157,0.8229565012266614,0.5227776077478848,0.0,0.42800406904429245,0.0,0.1913026083337771
100,3,27,0.31746031746031744,0.638015318672668,0.5564709267431099,0.0,0.45618496690866306,0.0,0.1646451458584569
100,3,27,0.3333333333333333,0.4743725628136512,0.5744957674455011,0.0,0.4820450399272544,0.0,0.1606465250119844
100,3,27,0.3492063492063492,0.3488961277657751,0.6104698594308603,0.0,0.5054700385685358,0.0,0.14946818013509816
100,3,27,0.36507936507936506,0.23832746201173588,0.6332236984737931,0.0,0.5255777562511939,0.0,0.1352041643539541
100,3,27,0.38095238095238093,0.15726561912438033,0.6639083911077268,0.0,0.5525995869004197,0.0,0.1404367282258787
100,3,27,0.3968253968253968,0.11512854234380118,0.7202095173032932,0.0,0.5841227509407645,0.0,0.1272913674435941
100,3,27,0.4126984126984127,0.07466317826077976,0.7669365925143953,0.0,0.6156459149811093,0.0,0.13330349380354015
100,3,27,0.42857142857142855,0.05147733678707827,0.8452297575352069,0.0,0.6462477482030478,0.0,0.13695412184635267
100,3,27,0.4444444444444444,0.03483807997465626,0.9371853218290735,0.0,0.6898650436317367,0.0,0.12369305559653544
100,3,27,0.4603174603174603,0.01522461549112594,1.0718285870123672,0.0,0.7336276430743985,0.0,0.12704523812741253
100,3,27,0.47619047619047616,0.018519122449838988,1.2883859124428507,0.0,0.7965668366932015,0.0,0.12041102540722197
100,3,27,0.49206349206349204,0.0,1.5940139002683658,0.0,0.8766365934496628,0.0,0.11377681268703127
100,3,27,0.5079365079365079,0.0,1.963635968303596,0.0,0.9826649920321615,0.0,0.10562354286744315
100,3,27,0.5238095238095237,0.0,2.0,0.0,1.1321237120708751,0.0,0.0893062865351981
100,3,27,0.5396825396825397,0.0,2.0,0.0,1.3614966429877642,0.0,0.0626981766500755
100,3,27,0.5555555555555556,0.0,2.0,0.0,1.6796148316057287,0.0,0.01755095209751191
100,3,27,0.5714285714285714,0.0,1.824276603430833,0.0,1.4425565750731237,0.0,0.0
100,3,27,0.5873015873015872,0.012789009790928906,1.5743155203009491,0.0,1.2088699167041144,0.0,0.0
100,3,27,0.6031746031746031,0.023989139967387538,1.3322048851215278,0.0,1.0074967001506225,0.0,0.0
100,3,27,0.6190476190476191,0.02144026427834293,1.103476090768996,0.0,1.155453276589892,0.0,0.014659001212598733
100,3,27,0.6349206349206349,0.03407668281086176,0.9070329094846299,0.0,0.9571165270428912,0.0,0.06375403849798228
100,3,27,0.6507936507936507,0.03564497329770504,0.7146701890084186,0.0,1.084772083033279,0.0,0.1217043965588184
100,3,27,0.6666666666666666,0.039506296501645326,0.5579687362678665,0.0,1.2989434723603754,0.0,0.1794272117291758
100,3,27,0.6825396825396826,0.06661226847770729,0.44411255345744854,0.0,1.083526491079356,0.0,0.231122517457287
100,3,27,0.6984126984126984,0.06745319969837417,0.3529872759136568,0.0,0.8876304449167522,0.0,0.27585194572523836
100,3,27,0.7142857142857142,0.08537398643996268,0.27867877460748297,0.008072794681921836,0.7196183024697997,0.029797852837847028,0.3179368132463626
100,3,27,0.7301587301587301,0.0885004731329351,0.2337386643375319,0.008072794681921836,0.5706005557682255,0.08915168268275697,0.3590648804829371
100,3,27,0.746031746031746,0.07844721058127577,0.1929272378059814,0.0,0.5930403879334438,0.12322242966407759,0.38534327502060256
100,3,27,0.7619047619047619,0.11167929339147947,0.18226472890255713,0.0,0.48320034479718754,0.1860753419072837,0.41287867297662323
100,3,27,0.7777777777777777,0.1217539051205813,0.17052396498997616,0.008072794681921836,0.4939881471646411,0.2301761281840055,0.42597771683892577
100,3,27,0.7936507936507936,0.1182673089735047,0.15016806221781212,0.0,0.5089091275979128,0.2672161497425992,0.4506988499864088
100,3,27,0.8095238095238095,0.14499091847524928,0.14721337145768473,0.0,0.5309607132252561,0.31269143514162157,0.46377591536987195
100,3,27,0.8253968253968254,0.1282504970046271,0.13786642909497573,0.0,0.5383157942589858,0.3401181666775139,0.48328586700342013
100,3,27,0.8412698412698412,0.15742002833941127,0.142666616101126,0.0,0.560367379886329,0.3687385875285423,0.5017277770502342
100,3,27,0.8571428571428571,0.17117243183200295,0.1380113951049812,0.008072794681921836,0.5785950148590859,0.40235136159727286,0.5182099372811017
100,3,27,0.873015873015873,0.17203732310324127,0.13781413778422966,0.0,0.5988963967135408,0.42179478065565446,0.5529505172344933
100,3,27,0.8888888888888888,0.1836095283796737,0.14124672580674022,0.0,0.6173801460008689,0.44053303457621307,0.5714342665218214
100,3,27,0.9047619047619047,0.1930461277563455,0.12665201388206235,0.0,0.6459353498115471,0.4592712884967717,0.6012013419381724
100,3,27,0.9206349206349206,0.21229815578029937,0.13718897186613896,0.0,0.6816105838974499,0.4835357734262296,0.6368765760240752
100,3,27,0.9365079365079365,0.23498736440110798,0.13339319221498058,0.0,0.7239578220009127,0.5087471136265123,0.676970927564793
100,3,27,0.9523809523809523,0.24548939722159333,0.12913481567118804,0.0,0.7664717429003757,0.5288586139243234,0.7360332631335186
100,3,27,0.9682539682539681,0.26876055323756537,0.12975376876032368,0.0,0.8378006090267557,0.5526226967393019,0.8042229088313535
100,3,27,0.9841269841269841,0.29366939637863104,0.11145391289965637,0.0,0.929256278553608,0.5809467611773113,0.8956785783582059
100,3,27,1.0,0.31950494542097096,0.10008272122945668,0.0,1.0507835559896976,0.6247794889934054,1.037129872330247
