identity,family,stratum,condition,window,window_id,lag,rho,miss_signed,miss_abs
single:driven2,single,driven2,reversed,3,single:driven2:w003,16,1.0,0.0,0.0
single:driven2,single,driven2,chronological,4,single:driven2:w004,1,0.9999999999999999,0.125,0.125
single:driven2,single,driven2,chronological,4,single:driven2:w004,2,1.0,0.25,0.25
single:driven2,single,driven2,chronological,4,single:driven2:w004,3,1.0,0.375,0.375
single:driven2,single,driven2,chronological,4,single:driven2:w004,4,1.0,0.5,0.5
single:driven2,single,driven2,chronological,4,single:driven2:w004,5,0.9999999999999998,-0.375,0.375
single:driven2,single,driven2,chronological,4,single:driven2:w004,6,1.0,-0.25,0.25
single:driven2,single,driven2,chronological,4,single:driven2:w004,7,1.0,-0.125,0.125
single:driven2,single,driven2,chronological,4,single:driven2:w004,8,1.0,0.0,0.0
single:driven2,single,driven2,chronological,4,single:driven2:w004,9,0.9999999999999999,0.125,0.125
single:driven2,single,driven2,chronological,4,single:driven2:w004,10,1.0,0.25,0.25
single:driven2,single,driven2,chronological,4,single:driven2:w004,11,1.0,0.375,0.375
single:driven2,single,driven2,chronological,4,single:driven2:w004,12,1.0,0.5,0.5
single:driven2,single,driven2,chronological,4,single:driven2:w004,13,0.9999999999999999,-0.375,0.375
single:driven2,single,driven2,chronological,4,single:driven2:w004,14,1.0,-0.25,0.25
single:driven2,single,driven2,chronological,4,single:driven2:w004,15,1.0,-0.12500000000000003,0.12500000000000003
single:driven2,single,driven2,chronological,4,single:driven2:w004,16,1.0,0.0,0.0
single:driven2,single,driven2,shuffled,4,single:driven2:w004,1,0.013361727818486928,-0.12500000000000017,0.12500000000000017
single:driven2,single,driven2,shuffled,4,single:driven2:w004,2,0.06666666666666664,-0.125,0.125
single:driven2,single,driven2,shuffled,4,single:driven2:w004,3,0.17003080261958034,0.342497445810684,0.342497445810684
single:driven2,single,driven2,shuffled,4,single:driven2:w004,4,0.02092094420096086,0.12499999999999993,0.12499999999999993
single:driven2,single,driven2,shuffled,4,single:driven2:w004,5,0.45597472810226425,-0.22785998566336854,0.22785998566336854
single:driven2,single,driven2,shuffled,4,single:driven2:w004,6,0.08914935777205216,0.04066335165327297,0.04066335165327297
single:driven2,single,driven2,shuffled,4,single:driven2:w004,7,0.11089664738676451,0.4412695594874605,0.4412695594874605
single:driven2,single,driven2,shuffled,4,single:driven2:w004,8,0.24639963991337216,0.2770433619923482,0.2770433619923482
single:driven2,single,driven2,shuffled,4,single:driven2:w004,9,0.2679141679995491,0.17760955484960952,0.17760955484960952
single:driven2,single,driven2,shuffled,4,single:driven2:w004,10,0.3234224810298045,-0.4203470831580423,0.4203470831580423
single:driven2,single,driven2,shuffled,4,single:driven2:w004,11,0.11692815449715606,-0.4417561977510113,0.4417561977510113
single:driven2,single,driven2,shuffled,4,single:driven2:w004,12,0.1978437151484245,0.415663351653273,0.415663351653273
single:driven2,single,driven2,shuffled,4,single:driven2:w004,13,0.17066529932206762,0.04367329669345394,0.04367329669345394
single:driven2,single,driven2,shuffled,4,single:driven2:w004,14,0.11896916341862492,-0.021836648346727,0.021836648346727
single:driven2,single,driven2,shuffled,4,single:driven2:w004,15,0.18441366097858142,-0.4851090895493226,0.4851090895493226
single:driven2,single,driven2,shuffled,4,single:driven2:w004,16,0.06764951251827465,0.4375,0.4375
single:driven2,single,driven2,reversed,4,single:driven2:w004,1,0.9999999999999999,-0.125,0.125
single:driven2,single,driven2,reversed,4,single:driven2:w004,2,1.0,-0.25,0.25
single:driven2,single,driven2,reversed,4,single:driven2:w004,3,1.0,-0.375,0.375
single:driven2,single,driven2,reversed,4,single:driven2:w004,4,1.0,-0.5,0.5
single:driven2,single,driven2,reversed,4,single:driven2:w004,5,0.9999999999999998,0.375,0.375
single:driven2,single,driven2,reversed,4,single:driven2:w004,6,1.0,0.25,0.25
single:driven2,single,driven2,reversed,4,single:driven2:w004,7,1.0,0.125,0.125
single:driven2,single,driven2,reversed,4,single:driven2:w004,8,1.0,0.0,0.0
single:driven2,single,driven2,reversed,4,single:driven2:w004,9,0.9999999999999999,-0.125,0.125
single:driven2,single,driven2,reversed,4,single:driven2:w004,10,1.0,-0.25,0.25
single:driven2,single,driven2,reversed,4,single:driven2:w004,11,1.0,-0.375,0.375
single:driven2,single,driven2,reversed,4,single:driven2:w004,12,1.0,-0.5,0.5
single:driven2,single,driven2,reversed,4,single:driven2:w004,13,0.9999999999999999,0.375,0.375
single:driven2,single,driven2,reversed,4,single:driven2:w004,14,1.0,0.25,0.25
single:driven2,single,driven2,reversed,4,single:driven2:w004,15,1.0,0.12500000000000003,0.12500000000000003
single:driven2,single,driven2,reversed,4,single:driven2:w004,16,1.0,0.0,0.0
single:driven2,single,driven2,chronological,5,single:driven2:w005,1,0.9999999999999999,0.125,0.125
single:driven2,single,driven2,chronological,5,single:driven2:w005,2,1.0,0.25,0.25
single:driven2,single,driven2,chronological,5,single:driven2:w005,3,1.0,0.375,0.375
single:driven2,single,driven2,chronological,5,single:driven2:w005,4,1.0,0.5,0.5
single:driven2,single,driven2,chronological,5,single:driven2:w005,5,0.9999999999999998,-0.375,0.375
single:driven2,single,driven2,chronological,5,single:driven2:w005,6,1.0,-0.25,0.25
single:driven2,single,driven2,chronological,5,single:driven2:w005,7,1.0,-0.125,0.125
single:driven2,single,driven2,chronological,5,single:driven2:w005,8,1.0,0.0,0.0
single:driven2,single,driven2,chronological,5,single:driven2:w005,9,0.9999999999999999,0.125,0.125
single:driven2,single,driven2,chronological,5,single:driven2:w005,10,1.0,0.25,0.25
single:driven2,single,driven2,chronological,5,single:driven2:w005,11,1.0,0.375,0.375
single:driven2,single,driven2,chronological,5,single:driven2:w005,12,1.0,0.5,0.5
single:driven2,single,driven2,chronological,5,single:driven2:w005,13,0.9999999999999999,-0.375,0.375
single:driven2,single,driven2,chronological,5,single:driven2:w005,14,1.0,-0.25,0.25
single:driven2,single,driven2,chronological,5,single:driven2:w005,15,1.0,-0.12500000000000003,0.12500000000000003
single:driven2,single,driven2,chronological,5,single:driven2:w005,16,1.0,0.0,0.0
single:driven2,single,driven2,shuffled,5,single:driven2:w005,1,0.20619405399900928,0.4719349986870958,0.4719349986870958
single:driven2,single,driven2,shuffled,5,single:driven2:w005,2,0.153010775988946,-0.3503852979985458,0.3503852979985458
single:driven2,single,driven2,shuffled,5,single:driven2:w005,3,0.05829385945586775,-0.4436829660351346,0.4436829660351346
single:driven2,single,driven2,shuffled,5,single:driven2:w005,4,0.08643937636319143,-0.13629180882521658,0.13629180882521658
single:driven2,single,driven2,shuffled,5,single:driven2:w005,5,0.09598045606199448,-0.4081284571719436,0.4081284571719436
single:driven2,single,driven2,shuffled,5,single:driven2:w005,6,0.08625541104304947,0.5,0.5
single:driven2,single,driven2,shuffled,5,single:driven2:w005,7,0.05894503032831605,0.2953470831580423,0.2953470831580423
single:driven2,single,driven2,shuffled,5,single:driven2:w005,8,0.22238168426590793,0.3450025541893161,0.3450025541893161
single:driven2,single,driven2,shuffled,5,single:driven2:w005,9,0.031192997183230466,0.4729566380076519,0.4729566380076519
single:driven2,single,driven2,shuffled,5,single:driven2:w005,10,0.21717774228807007,-0.1875,0.1875
single:driven2,single,driven2,shuffled,5,single:driven2:w005,11,0.4740027390696648,0.16398956518868468,0.16398956518868468
single:driven2,single,driven2,shuffled,5,single:driven2:w005,12,0.22360679774997902,-0.30120819117478337,0.30120819117478337
single:driven2,single,driven2,shuffled,5,single:driven2:w005,13,0.10564978013701502,0.1386199896609249,0.1386199896609249
single:driven2,single,driven2,shuffled,5,single:driven2:w005,14,0.12154860538229717,-0.4143568101381208,0.4143568101381208
single:driven2,single,driven2,shuffled,5,single:driven2:w005,15,0.2641927894893789,-0.27952558536538247,0.27952558536538247
single:driven2,single,driven2,shuffled,5,single:driven2:w005,16,0.06764951251827463,0.31250000000000006,0.31250000000000006
single:driven2,single,driven2,reversed,5,single:driven2:w005,1,0.9999999999999999,-0.125,0.125
single:driven2,single,driven2,reversed,5,single:driven2:w005,2,1.0,-0.25,0.25
single:driven2,single,driven2,reversed,5,single:driven2:w005,3,1.0,-0.375,0.375
single:driven2,single,driven2,reversed,5,single:driven2:w005,4,1.0,-0.5,0.5
single:driven2,single,driven2,reversed,5,single:driven2:w005,5,0.9999999999999998,0.375,0.375
single:driven2,single,driven2,reversed,5,single:driven2:w005,6,1.0,0.25,0.25
single:driven2,single,driven2,reversed,5,single:driven2:w005,7,1.0,0.125,0.125
single:driven2,single,driven2,reversed,5,single:driven2:w005,8,1.0,0.0,0.0
single:driven2,single,driven2,reversed,5,single:driven2:w005,9,0.9999999999999999,-0.125,0.125
single:driven2,single,driven2,reversed,5,single:driven2:w005,10,1.0,-0.25,0.25
single:driven2,single,driven2,reversed,5,single:driven2:w005,11,1.0,-0.375,0.375
single:driven2,single,driven2,reversed,5,single:driven2:w005,12,1.0,-0.5,0.5
single:driven2,single,driven2,reversed,5,single:driven2:w005,13,0.9999999999999999,0.375,0.375
single:driven2,single,driven2,reversed,5,single:driven2:w005,14,1.0,0.25,0.25
single:driven2,single,driven2,reversed,5,single:driven2:w005,15,1.0,0.12500000000000003,0.12500000000000003
single:driven2,single,driven2,reversed,5,single:driven2:w005,16,1.0,0.0,0.0
double:free,double,free,chronological,0,double:free:w000,1,0.8262583179365881,0.11768190585949427,0.11768190585949427
double:free,double,free,chronological,0,double:free:w000,2,0.6767633092005658,0.23933476008321897,0.23933476008321897
double:free,double,free,chronological,0,double:free:w000,3,0.5088903534687427,0.3547899630073179,0.3547899630073179
double:free,double,free,chronological,0,double:free:w000,4,0.5177944028128744,0.4723753087533501,0.4723753087533501
double:free,double,free,chronological,0,double:free:w000,5,0.47985237910598894,-0.4180267511460752,0.4180267511460752
double:free,double,free,chronological,0,double:free:w000,6,0.6094629096928978,-0.26995641076518523,0.26995641076518523
double:free,double,free,chronological,0,double:free:w000,7,0.7754733895959313,-0.129783820320159,0.129783820320159
double:free,double,free,chronological,0,double:free:w000,8,0.9921690943249166,0.002520131756636713,0.002520131756636713
double:free,double,free,chronological,0,double:free:w000,9,0.8324922327840061,0.11866546149483524,0.11866546149483524
double:free,double,free,chronological,0,double:free:w000,10,0.6955418320098322,0.23896495243357632,0.23896495243357632
double:free,double,free,chronological,0,double:free:w000,11,0.5208454144253873,0.3487277905416562,0.3487277905416562
double:free,double,free,chronological,0,double:free:w000,12,0.5290141330535989,0.4698531204404896,0.4698531204404896
double:free,double,free,chronological,0,double:free:w000,13,0.4941960825121675,-0.4284043562940742,0.4284043562940742
double:free,double,free,chronological,0,double:free:w000,14,0.596315580830731,-0.2747850315211733,0.2747850315211733
double:free,double,free,chronological,0,double:free:w000,15,0.7699065050263257,-0.13220465748644689,0.13220465748644689
double:free,double,free,chronological,0,double:free:w000,16,0.982729244629212,0.003916269087349995,0.003916269087349995
double:free,double,free,shuffled,0,double:free:w000,1,0.06161431849433104,0.47803376603970826,0.47803376603970826
double:free,double,free,shuffled,0,double:free:w000,2,0.1864310269295593,0.006945949745739532,0.006945949745739532
double:free,double,free,shuffled,0,double:free:w000,3,0.34907480925653195,-0.1487264487683631,0.1487264487683631
double:free,double,free,shuffled,0,double:free:w000,4,0.20011420972939667,0.18912414124757937,0.18912414124757937
double:free,double,free,shuffled,0,double:free:w000,5,0.026660326983226068,0.4084163596164533,0.4084163596164533
double:free,double,free,shuffled,0,double:free:w000,6,0.2194623061674443,-0.010817501959785746,0.010817501959785746
double:free,double,free,shuffled,0,double:free:w000,7,0.12002728552467926,-0.3422241241327137,0.3422241241327137
double:free,double,free,shuffled,0,double:free:w000,8,0.21003784987035404,0.23559623801404966,0.23559623801404966
double:free,double,free,shuffled,0,double:free:w000,9,0.1855889812886581,-0.2602303266162184,0.2602303266162184
double:free,double,free,shuffled,0,double:free:w000,10,0.23286232830532258,0.4852153258161862,0.4852153258161862
double:free,double,free,shuffled,0,double:free:w000,11,0.26256732360078017,0.045280689891593756,0.045280689891593756
double:free,double,free,shuffled,0,double:free:w000,12,0.055479782685493806,-0.4351038977274113,0.4351038977274113
double:free,double,free,shuffled,0,double:free:w000,13,0.03968640500859949,0.04756103394561918,0.04756103394561918
double:free,double,free,shuffled,0,double:free:w000,14,0.37163953936190813,0.015244843247373107,0.015244843247373107
double:free,double,free,shuffled,0,double:free:w000,15,0.05225234104794392,0.35024474492383234,0.35024474492383234
double:free,double,free,shuffled,0,double:free:w000,16,0.05449766798164513,-0.3816358766671907,0.3816358766671907
double:free,double,free,reversed,0,double:free:w000,1,0.8262583179365883,-0.11768190585949426,0.11768190585949426
double:free,double,free,reversed,0,double:free:w000,2,0.6767633092005658,-0.23933476008321897,0.23933476008321897
double:free,double,free,reversed,0,double:free:w000,3,0.5088903534687426,-0.3547899630073179,0.3547899630073179
double:free,double,free,reversed,0,double:free:w000,4,0.5177944028128744,-0.4723753087533501,0.4723753087533501
double:free,double,free,reversed,0,double:free:w000,5,0.479852379105989,0.4180267511460752,0.4180267511460752
double:free,double,free,reversed,0,double:free:w000,6,0.6094629096928978,0.26995641076518523,0.26995641076518523
double:free,double,free,reversed,0,double:free:w000,7,0.7754733895959312,0.12978382032015903,0.12978382032015903
double:free,double,free,reversed,0,double:free:w000,8,0.9921690943249166,-0.002520131756636713,0.002520131756636713
double:free,double,free,reversed,0,double:free:w000,9,0.8324922327840064,-0.11866546149483521,0.11866546149483521
double:free,double,free,reversed,0,double:free:w000,10,0.6955418320098322,-0.23896495243357632,0.23896495243357632
double:free,double,free,reversed,0,double:free:w000,11,0.5208454144253875,-0.3487277905416562,0.3487277905416562
double:free,double,free,reversed,0,double:free:w000,12,0.5290141330535989,-0.4698531204404896,0.4698531204404896
double:free,double,free,reversed,0,double:free:w000,13,0.4941960825121675,0.4284043562940742,0.4284043562940742
double:free,double,free,reversed,0,double:free:w000,14,0.596315580830731,0.2747850315211733,0.2747850315211733
double:free,double,free,reversed,0,double:free:w000,15,0.7699065050263257,0.13220465748644689,0.13220465748644689
double:free,double,free,reversed,0,double:free:w000,16,0.982729244629212,-0.003916269087349995,0.003916269087349995
double:free,double,free,broken_lineage,0,double:free:w000,1,0.9700005454497119,0.05507390221516113,0.05507390221516113
double:free,double,free,broken_lineage,0,double:free:w000,2,0.9223733496089263,0.11042101297400221,0.11042101297400221
double:free,double,free,broken_lineage,0,double:free:w000,3,0.8723403094094724,0.1661385158837097,0.1661385158837097
double:free,double,free,broken_lineage,0,double:free:w000,4,0.8467145136968433,0.22416975587403903,0.22416975587403903
double:free,double,free,broken_lineage,0,double:free:w000,5,0.8497619347635577,0.2845534696771648,0.2845534696771648
double:free,double,free,broken_lineage,0,double:free:w000,6,0.8900346206770605,0.34765668164701186,0.34765668164701186
double:free,double,free,broken_lineage,0,double:free:w000,7,0.9427657579954014,0.4104252867784317,0.4104252867784317
double:free,double,free,broken_lineage,0,double:free:w000,8,0.9930964129856136,0.4719239983941077,0.4719239983941077
double:free,double,free,broken_lineage,0,double:free:w000,9,0.9818931075437054,-0.4743506463722131,0.4743506463722131
double:free,double,free,broken_lineage,0,double:free:w000,10,0.9434906150004043,-0.4201829114612161,0.4201829114612161
double:free,double,free,broken_lineage,0,double:free:w000,11,0.8904719385786914,-0.36478898169766333,0.36478898169766333
double:free,double,free,broken_lineage,0,double:free:w000,12,0.8555219722025276,-0.30652381534321016,0.30652381534321016
double:free,double,free,broken_lineage,0,double:free:w000,13,0.8458145586425897,-0.24626867050152337,0.24626867050152337
double:free,double,free,broken_lineage,0,double:free:w000,14,0.8714337624063893,-0.1831595816460271,0.1831595816460271
double:free,double,free,broken_lineage,0,double:free:w000,15,0.9186526363235259,-0.11902809051725727,0.11902809051725727
double:free,double,free,broken_lineage,0,double:free:w000,16,0.9796618943536523,-0.054716543832409634,0.054716543832409634
double:free,double,free,chronological,1,double:free:w001,1,0.8765035806730335,0.11777621608684459,0.11777621608684459
double:free,double,free,chronological,1,double:free:w001,2,0.7547749817908767,0.2426221464277721,0.2426221464277721
double:free,double,free,chronological,1,double:free:w001,3,0.6693269177220991,0.37816824679479183,0.37816824679479183
double:free,double,free,chronological,1,double:free:w001,4,0.6459056300043776,0.4911905337657254,0.4911905337657254
double:free,double,free,chronological,1,double:free:w001,5,0.6950937603090664,-0.3958865564909526,0.3958865564909526
double:free,double,free,chronological,1,double:free:w001,6,0.7424922589493099,-0.26214119568224137,0.26214119568224137
double:free,double,free,chronological,1,double:free:w001,7,0.8604741710680659,-0.12767147163238907,0.12767147163238907
double:free,double,free,chronological,1,double:free:w001,8,0.9985626551979407,-0.00047842876584848633,0.00047842876584848633
double:free,double,free,chronological,1,double:free:w001,9,0.8855172199566818,0.11619367666349767,0.11619367666349767
double:free,double,free,chronological,1,double:free:w001,10,0.7583304084974221,0.23928602683118122,0.23928602683118122
double:free,double,free,chronological,1,double:free:w001,11,0.6671155291084925,0.37473358043927096,0.37473358043927096
double:free,double,free,chronological,1,double:free:w001,12,0.648454549827817,0.4877623200802822,0.4877623200802822
double:free,double,free,chronological,1,double:free:w001,13,0.7040782717667823,-0.39967245715787547,0.39967245715787547
double:free,double,free,chronological,1,double:free:w001,14,0.742357137688733,-0.2676815704019469,0.2676815704019469
double:free,double,free,chronological,1,double:free:w001,15,0.8475234352865476,-0.13114742774183089,0.13114742774183089
double:free,double,free,chronological,1,double:free:w001,16,0.9975149642320326,-0.0007355170616129289,0.0007355170616129289
double:free,double,free,shuffled,1,double:free:w001,1,0.07246927000733809,-0.40533998808280586,0.40533998808280586
double:free,double,free,shuffled,1,double:free:w001,2,0.2589190097875976,0.32343412521242176,0.32343412521242176
double:free,double,free,shuffled,1,double:free:w001,3,0.31897926950752714,-0.08995569703905527,0.08995569703905527
double:free,double,free,shuffled,1,double:free:w001,4,0.11943847071029126,-0.1079462436755798,0.1079462436755798
double:free,double,free,shuffled,1,double:free:w001,5,0.19298771931304404,0.340202085041376,0.340202085041376
double:free,double,free,shuffled,1,double:free:w001,6,0.11735637645482387,-0.4754426934684739,0.4754426934684739
double:free,double,free,shuffled,1,double:free:w001,7,0.1819474788561109,-0.05082077745145717,0.05082077745145717
double:free,double,free,shuffled,1,double:free:w001,8,0.11510579330078946,0.23907159824209998,0.23907159824209998
double:free,double,free,shuffled,1,double:free:w001,9,0.24234612826698582,-0.476533379842616,0.476533379842616
double:free,double,free,shuffled,1,double:free:w001,10,0.296722891316951,-0.14735192388395962,0.14735192388395962
double:free,double,free,shuffled,1,double:free:w001,11,0.2740312874747857,-0.07264733631504801,0.07264733631504801
double:free,double,free,shuffled,1,double:free:w001,12,0.28648461603404846,0.10273787012914773,0.10273787012914773
double:free,double,free,shuffled,1,double:free:w001,13,0.22948684127693145,-0.42044656079940745,0.42044656079940745
double:free,double,free,shuffled,1,double:free:w001,14,0.1716031025265588,0.0793543241659762,0.0793543241659762
double:free,double,free,shuffled,1,double:free:w001,15,0.3342602217348253,-0.038683758737449316,0.038683758737449316
double:free,double,free,shuffled,1,double:free:w001,16,0.2619963620453625,0.35324605504707884,0.35324605504707884
double:free,double,free,reversed,1,double:free:w001,1,0.8765035806730335,-0.11777621608684459,0.11777621608684459
double:free,double,free,reversed,1,double:free:w001,2,0.7547749817908767,-0.2426221464277721,0.2426221464277721
double:free,double,free,reversed,1,double:free:w001,3,0.6693269177220991,-0.37816824679479183,0.37816824679479183
double:free,double,free,reversed,1,double:free:w001,4,0.6459056300043776,-0.4911905337657254,0.4911905337657254
double:free,double,free,reversed,1,double:free:w001,5,0.6950937603090664,0.3958865564909526,0.3958865564909526
double:free,double,free,reversed,1,double:free:w001,6,0.7424922589493099,0.26214119568224137,0.26214119568224137
double:free,double,free,reversed,1,double:free:w001,7,0.8604741710680662,0.12767147163238904,0.12767147163238904
double:free,double,free,reversed,1,double:free:w001,8,0.9985626551979407,0.00047842876584848617,0.00047842876584848617
double:free,double,free,reversed,1,double:free:w001,9,0.8855172199566818,-0.11619367666349767,0.11619367666349767
double:free,double,free,reversed,1,double:free:w001,10,0.7583304084974222,-0.23928602683118122,0.23928602683118122
double:free,double,free,reversed,1,double:free:w001,11,0.6671155291084925,-0.37473358043927096,0.37473358043927096
double:free,double,free,reversed,1,double:free:w001,12,0.648454549827817,-0.4877623200802822,0.4877623200802822
double:free,double,free,reversed,1,double:free:w001,13,0.7040782717667823,0.39967245715787547,0.39967245715787547
double:free,double,free,reversed,1,double:free:w001,14,0.7423571376887329,0.2676815704019469,0.2676815704019469
double:free,double,free,reversed,1,double:free:w001,15,0.8475234352865476,0.1311474277418309,0.1311474277418309
double:free,double,free,reversed,1,double:free:w001,16,0.9975149642320326,0.0007355170616129289,0.0007355170616129289
double:free,double,free,broken_lineage,1,double:free:w001,1,0.9498388259854493,0.06659294492227447,0.06659294492227447
double:free,double,free,broken_lineage,1,double:free:w001,2,0.8658624499382902,0.13124542862721927,0.13124542862721927
double:free,double,free,broken_lineage,1,double:free:w001,3,0.7934582787733043,0.19610916397689476,0.19610916397689476
double:free,double,free,broken_lineage,1,double:free:w001,4,0.7721539310725581,0.26097198346970923,0.26097198346970923
double:free,double,free,broken_lineage,1,double:free:w001,5,0.8122281790917335,0.3268956641021226,0.3268956641021226
double:free,double,free,broken_lineage,1,double:free:w001,6,0.8714921613832133,0.39179147541635934,0.39179147541635934
double:free,double,free,broken_lineage,1,double:free:w001,7,0.9324189587619807,0.4549345006367265,0.4549345006367265
double:free,double,free,broken_lineage,1,double:free:w001,8,0.9680279740362399,-0.4804375452763908,0.4804375452763908
double:free,double,free,broken_lineage,1,double:free:w001,9,0.9272651292658037,-0.4153862037733226,0.4153862037733226
double:free,double,free,broken_lineage,1,double:free:w001,10,0.8494263810922806,-0.34800898129792784,0.34800898129792784
double:free,double,free,broken_lineage,1,double:free:w001,11,0.7758286051427987,-0.2803730714050972,0.2803730714050972
double:free,double,free,broken_lineage,1,double:free:w001,12,0.7648594052646428,-0.2131255283544111,0.2131255283544111
double:free,double,free,broken_lineage,1,double:free:w001,13,0.8179833271171518,-0.1445351586385629,0.1445351586385629
double:free,double,free,broken_lineage,1,double:free:w001,14,0.8852184816660592,-0.07603297405530743,0.07603297405530743
double:free,double,free,broken_lineage,1,double:free:w001,15,0.9533903893426279,-0.007493118494232716,0.007493118494232716
double:free,double,free,broken_lineage,1,double:free:w001,16,0.9830109327139172,0.061553658349437254,0.061553658349437254
double:free,double,free,chronological,2,double:free:w002,1,0.7988625914937226,0.10397358262601285,0.10397358262601285
double:free,double,free,chronological,2,double:free:w002,2,0.6060506876047597,0.18757029660480942,0.18757029660480942
double:free,double,free,chronological,2,double:free:w002,3,0.40767010809597637,0.28195635523948404,0.28195635523948404
double:free,double,free,chronological,2,double:free:w002,4,0.32233908341664685,0.3698594388912109,0.3698594388912109
double:free,double,free,chronological,2,double:free:w002,5,0.3129280716396874,0.485679577030804,0.485679577030804
double:free,double,free,chronological,2,double:free:w002,6,0.2957806597224388,-0.3915137323636724,0.3915137323636724
double:free,double,free,chronological,2,double:free:w002,7,0.28716123845083635,-0.2205732976307003,0.2205732976307003
double:free,double,free,chronological,2,double:free:w002,8,0.3105688476068074,-0.0024365440852650534,0.0024365440852650534
double:free,double,free,chronological,2,double:free:w002,9,0.2333411703035864,0.1584467947999177,0.1584467947999177
double:free,double,free,chronological,2,double:free:w002,10,0.16289093111908842,0.2310769575214156,0.2310769575214156
double:free,double,free,chronological,2,double:free:w002,11,0.12240102041376422,0.2126690924424095,0.2126690924424095
double:free,double,free,chronological,2,double:free:w002,12,0.1794452173620476,0.23449950050348722,0.23449950050348722
double:free,double,free,chronological,2,double:free:w002,13,0.23086893388828558,0.3611270850284646,0.3611270850284646
double:free,double,free,chronological,2,double:free:w002,14,0.23575860381467323,0.47792600107159605,0.47792600107159605
double:free,double,free,chronological,2,double:free:w002,15,0.21340091942975914,-0.4206272954630258,0.4206272954630258
double:free,double,free,chronological,2,double:free:w002,16,0.04184678251648068,-0.4049454157187298,0.4049454157187298
double:free,double,free,shuffled,2,double:free:w002,1,0.19822954787766123,0.1917779708373761,0.1917779708373761
double:free,double,free,shuffled,2,double:free:w002,2,0.17950189597593966,-0.023698026038454546,0.023698026038454546
double:free,double,free,shuffled,2,double:free:w002,3,0.2068177558559714,0.421303170990539,0.421303170990539
double:free,double,free,shuffled,2,double:free:w002,4,0.24509896333557937,-0.3030880105472651,0.3030880105472651
double:free,double,free,shuffled,2,double:free:w002,5,0.14788188609651312,0.42088064100755546,0.42088064100755546
double:free,double,free,shuffled,2,double:free:w002,6,0.33567212577492056,-0.4052033119179062,0.4052033119179062
double:free,double,free,shuffled,2,double:free:w002,7,0.17355390053943778,-0.4487294085004104,0.4487294085004104
double:free,double,free,shuffled,2,double:free:w002,8,0.2769681208089518,-0.27711186092261475,0.27711186092261475
double:free,double,free,shuffled,2,double:free:w002,9,0.27453535933362994,0.20388735493932603,0.20388735493932603
double:free,double,free,shuffled,2,double:free:w002,10,0.03786845036292176,-0.2009094624920097,0.2009094624920097
double:free,double,free,shuffled,2,double:free:w002,11,0.43507864113936723,0.0889521808990956,0.0889521808990956
double:free,double,free,shuffled,2,double:free:w002,12,0.20317646825295071,0.3466676111995408,0.3466676111995408
double:free,double,free,shuffled,2,double:free:w002,13,0.303646318988897,0.049908286461619336,0.049908286461619336
double:free,double,free,shuffled,2,double:free:w002,14,0.3010804304155426,0.28681078154138967,0.28681078154138967
double:free,double,free,shuffled,2,double:free:w002,15,0.3279675436319207,-0.19810801723281612,0.19810801723281612
double:free,double,free,shuffled,2,double:free:w002,16,0.17495124074492283,0.09555928539183806,0.09555928539183806
double:free,double,free,reversed,2,double:free:w002,1,0.7988625914937227,-0.10397358262601285,0.10397358262601285
double:free,double,free,reversed,2,double:free:w002,2,0.6060506876047597,-0.18757029660480942,0.18757029660480942
double:free,double,free,reversed,2,double:free:w002,3,0.4076701080959763,-0.28195635523948404,0.28195635523948404
double:free,double,free,reversed,2,double:free:w002,4,0.3223390834166469,-0.3698594388912109,0.3698594388912109
double:free,double,free,reversed,2,double:free:w002,5,0.3129280716396874,-0.485679577030804,0.485679577030804
double:free,double,free,reversed,2,double:free:w002,6,0.2957806597224387,0.3915137323636724,0.3915137323636724
double:free,double,free,reversed,2,double:free:w002,7,0.28716123845083624,0.2205732976307003,0.2205732976307003
double:free,double,free,reversed,2,double:free:w002,8,0.3105688476068074,0.002436544085265044,0.002436544085265044
double:free,double,free,reversed,2,double:free:w002,9,0.23334117030358636,-0.15844679479991772,0.15844679479991772
double:free,double,free,reversed,2,double:free:w002,10,0.16289093111908842,-0.2310769575214156,0.2310769575214156
double:free,double,free,reversed,2,double:free:w002,11,0.12240102041376422,-0.2126690924424095,0.2126690924424095
double:free,double,free,reversed,2,double:free:w002,12,0.17944521736204763,-0.23449950050348722,0.23449950050348722
double:free,double,free,reversed,2,double:free:w002,13,0.23086893388828553,-0.36112708502846463,0.36112708502846463
double:free,double,free,reversed,2,double:free:w002,14,0.23575860381467317,-0.47792600107159605,0.47792600107159605
double:free,double,free,reversed,2,double:free:w002,15,0.21340091942975908,0.42062729546302574,0.42062729546302574
double:free,double,free,reversed,2,double:free:w002,16,0.04184678251648068,0.4049454157187299,0.4049454157187299
double:free,double,free,broken_lineage,2,double:free:w002,1,0.9606128163783468,0.0632810552839056,0.0632810552839056
double:free,double,free,broken_lineage,2,double:free:w002,2,0.8956579767959638,0.12786314636313148,0.12786314636313148
double:free,double,free,broken_lineage,2,double:free:w002,3,0.8278871792508656,0.19316378452705732,0.19316378452705732
double:free,double,free,broken_lineage,2,double:free:w002,4,0.7731039306460019,0.2549463111123644,0.2549463111123644
double:free,double,free,broken_lineage,2,double:free:w002,5,0.7314401431841105,0.319631614995912,0.319631614995912
double:free,double,free,broken_lineage,2,double:free:w002,6,0.6836865027198207,0.38165357489736207,0.38165357489736207
