identity,family,delta_r_ohm,pair,condition,window,x_p,x_r,local_loss,null_loss,occupied_b4,occupied_b8,occupied_b16,occupied_b32,cycle_rho,cycle_miss_signed,cycle_miss_abs,cycle_closure,coherent_nonclosure,best_rho,best_lag,best_miss_abs,orientation
coupled_0,coupled,0.0,1,chronological,0,1.5487565080661498,0.003115263513203361,0.001571874028649704,1.0091435424243635,4,8,16,19,0.9994984297681365,0.07051540338013372,0.07051540338013372,False,True,0.9999879908763284,1,0.1338540012610385,0.1338540012610385
coupled_0,coupled,0.0,1,shuffled,0,1.5487565080661498,2.0,1.2657504673412892,1.068226661229558,4,8,16,19,0.07549434436163752,-0.43905419207332697,0.43905419207332697,False,False,0.4520305483538923,10,0.2347133950796953,0.24229775523111327
coupled_0,coupled,0.0,1,reversed,0,1.5487565080661498,0.0014964570087120188,0.0007483346150394106,1.0001418158794853,4,8,16,19,0.9994984297681365,-0.0705154033801337,0.0705154033801337,False,True,0.9999879908763284,1,0.1338540012610385,-0.1338540012610385
coupled_0,coupled,0.0,1,wrong_record,0,1.6353904536672548,0.004119461879170923,0.002065480907722324,1.0027916112858992,4,8,16,21,0.9992919014244097,0.061854610911118484,0.061854610911118484,False,True,0.9999777179563198,1,0.132862267144306,0.132862267144306
coupled_0,coupled,0.0,1,chronological,1,1.6353904536672548,0.003814284365235787,0.0019117646233221578,1.0024237525373798,4,8,16,21,0.999083728753317,0.0702572634253867,0.0702572634253867,False,True,0.999975819044222,1,0.13369720394211781,0.13369720394211781
coupled_0,coupled,0.0,1,shuffled,1,1.6353904536672548,1.949647316706216,1.0738420706694969,1.1015757172775977,4,8,16,21,0.32846116641102296,0.034036330165766404,0.034036330165766404,False,False,0.4213190401762802,13,0.37718846918553867,-0.013604756477256397
coupled_0,coupled,0.0,1,reversed,1,1.6353904536672548,0.004956609774083689,0.002485791362019992,1.0030208046706808,4,8,16,21,0.999083728753317,-0.0702572634253867,0.0702572634253867,False,True,0.9999758190442217,1,0.13369720394211781,-0.13369720394211781
coupled_0,coupled,0.0,1,wrong_record,1,1.8202638308846544,0.008376167767078163,0.004245747969755942,1.0137686082276203,4,8,16,26,0.9933095174673511,0.07065113695038103,0.07065113695038103,False,True,0.999837198316444,1,0.13353663871845353,0.13353663871845353
coupled_0,coupled,0.0,1,chronological,2,1.884412953234561,0.03026308704826175,0.01504385773069458,0.9942050992156578,4,8,16,28,0.9967136589926118,0.0794859265012444,0.0794859265012444,False,True,0.9998579806679333,1,0.13451083320303686,0.13451083320303686
coupled_0,coupled,0.0,1,shuffled,2,1.884412953234561,2.0,1.1618733319960834,1.123068946605156,4,8,16,28,0.13646354039405337,-0.24481805844144974,0.24481805844144974,False,False,0.3434356487643562,10,0.4395369732245648,0.04891288535823593
coupled_0,coupled,0.0,1,reversed,2,1.884412953234561,0.029290844920469475,0.014584136880352701,0.9958153764394002,4,8,16,28,0.9967136589926118,-0.0794859265012444,0.0794859265012444,False,True,0.9998579806679332,1,0.13451083320303686,-0.13451083320303686
coupled_0,coupled,0.0,1,wrong_record,2,1.8202638308846544,0.018646389487497927,0.009399373997108381,1.0081709387665097,4,8,16,26,0.9950340183658795,0.07374295698309102,0.07374295698309102,False,True,0.9998682055982758,1,0.13371221880526976,0.13371221880526976
coupled_0,coupled,0.0,1,chronological,3,1.4338558238719066,0.0017150887480850117,0.0008605197894410166,1.0034696926346616,4,8,15,17,0.9985839513061756,0.06913513950020705,0.06913513950020705,False,True,0.9999484130019042,1,0.13359683483227455,0.13359683483227455
coupled_0,coupled,0.0,1,shuffled,3,1.4338558238719066,1.574615170232409,0.9125285204959092,1.1590495731871076,4,8,15,17,0.4424110501992886,0.382052162188361,0.382052162188361,False,False,0.4424110501992886,8,0.382052162188361,-0.061193252671200855
