delta_r,pair,method,RMSE_ARA,MAE_ARA,waveform_r,direction_agreement,quadrant_agreement,turn_error,endpoint_error,angular_path_error,radial_path_error,fallback_steps
0,1,direction_blind,0.740097187631985,0.48331287892518593,-0.32968198898830786,0.47619047619047616,0.4838709677419355,0.023809523809523808,0.24454308140658304,0.06657075701921479,0.12555158196556415,0.0
0,1,previous_cycle,0.8364919167146616,0.6127084869255024,-0.062446244048519894,0.5714285714285714,0.5725806451612903,0.09523809523809523,0.147441269364519,0.08334328964753089,0.1209774045131948,0.0
0,1,primary,0.7588985021612142,0.5384897257820827,0.042202544767970904,0.5476190476190477,0.5403225806451613,0.25396825396825395,0.3817474820794219,0.07189808757860375,0.11738400186664041,0.0
0,1,wrong_lineage,1.1436276447813336,0.9330100059778278,-0.20816576526983105,0.49206349206349204,0.4838709677419355,1.0,1.1414068552700454,0.12886176584692738,0.12517494586592423,0.0
0,2,direction_blind,0.750483849872411,0.553098419533784,-0.28131624862788296,0.5079365079365079,0.5,0.05952380952380952,0.14642064756446188,0.07246013504058123,0.12637156148476347,0.0
0,2,previous_cycle,0.8198607943066467,0.6046864172806121,-0.07045776397464837,0.5317460317460317,0.5241935483870968,0.07539682539682539,0.18996831067790276,0.08532871497952679,0.12151356906574232,0.0
0,2,primary,1.1697574515752067,0.919795091577819,-0.1045229276210591,0.5079365079365079,0.5,1.0,1.5736550318425482,0.12842898036144296,0.11443273756381797,0.0
0,2,wrong_lineage,0.9173780724453596,0.7080966627584045,-0.19827787488674453,0.5396825396825397,0.532258064516129,0.48412698412698413,0.3568274283076869,0.09543796375355529,0.11666388514643544,0.0
0,3,direction_blind,0.8569342361078878,0.7292468052582264,-0.16322068611332127,0.5158730158730158,0.5080645161290323,0.03968253968253968,0.3555178497712356,0.11611328886526529,0.13905832635200127,0.0
0,3,previous_cycle,0.8003181171747553,0.6013148061623458,-0.06192417687601004,0.5476190476190477,0.5403225806451613,0.11507936507936507,0.27134469351008583,0.09937238089988179,0.13191108844351146,0.0
0,3,primary,1.0175164791371314,0.7786614431373382,-0.16761740338752207,0.4603174603174603,0.45161290322580644,0.40476190476190477,0.3668002887574171,0.11009962956392184,0.11513338121290148,0.0
0,3,wrong_lineage,0.9142159673689991,0.6730354745129097,-0.173002312511648,0.47619047619047616,0.47580645161290325,0.34523809523809523,0.38491729967516564,0.09104351454286794,0.10812509882188008,0.0
0,4,direction_blind,0.8103310098639717,0.7019458554803581,-0.24689505523939803,0.5317460317460317,0.532258064516129,0.03571428571428571,0.29331172544737466,0.10319745753123011,0.12936033733050564,0.0
0,4,previous_cycle,0.804979199744076,0.5892626836036778,-0.08094311930411968,0.5238095238095237,0.532258064516129,0.10317460317460317,0.1863330946373139,0.08202385823554828,0.1209580968189558,0.0
0,4,primary,0.9399545293715712,0.6878959542363076,0.028661767644418492,0.5238095238095238,0.5161290322580645,0.25,0.3973268973096381,0.09244659463156209,0.11838409550464207,0.0
0,4,wrong_lineage,0.9952239403774132,0.7985934263649308,-0.07025609510233369,0.5317460317460317,0.532258064516129,0.43253968253968256,0.4092194903323265,0.11058799793439097,0.11870090537888514,0.0
0,5,direction_blind,0.7505171833418072,0.5984054018215514,-0.29855605575592664,0.5,0.5,0.031746031746031744,0.2903275225956317,0.08511076510519347,0.14221091392057078,0.0
0,5,previous_cycle,0.8373580989883641,0.6189076405994707,-0.0542734016345678,0.5555555555555556,0.5483870967741935,0.07936507936507936,0.15202903538687776,0.0855268973001575,0.1222740969629369,0.0
0,5,primary,0.7639792484567594,0.5058703821034467,-0.15871591989865103,0.5476190476190477,0.5483870967741935,0.46031746031746035,0.32726081804033935,0.060342640279735474,0.11295874431786243,0.0
0,5,wrong_lineage,0.973301437341517,0.7229571971873117,-0.2387178829895146,0.46825396825396826,0.4596774193548387,0.5714285714285714,0.7596278798118491,0.10817639188352804,0.11559619749302516,0.0
0,6,direction_blind,0.9922178264919902,0.8284488546450267,-0.24583280461341492,0.49206349206349204,0.4838709677419355,0.023809523809523808,0.707366526885305,0.13355834897879187,0.13880973116507558,0.0
0,6,previous_cycle,0.7601437699082653,0.5304044953178744,-0.03155014843835364,0.5079365079365079,0.5,0.10317460317460317,0.39104642709379955,0.08175548617368694,0.13062624895223196,0.0
0,6,primary,0.9314145635517882,0.7306300786335245,-0.10028786888409182,0.4444444444444444,0.43548387096774194,0.2698412698412698,0.4161746945961265,0.10048408230662773,0.1190759245905934,0.0
0,6,wrong_lineage,0.9943265258083189,0.7671823090102429,-0.2266612213137159,0.4126984126984127,0.41935483870967744,0.36507936507936506,0.5307619583437585,0.10738247865859377,0.11335428660892874,0.0
0,7,direction_blind,0.7416249972994491,0.5578081481133429,-0.33392679048822216,0.49206349206349204,0.49193548387096775,0.06746031746031746,0.17187962719689434,0.07652059813818396,0.12607600354986975,0.0
0,7,previous_cycle,0.8227605627687449,0.607319640353694,-0.08134857461408894,0.5396825396825397,0.5403225806451613,0.07539682539682539,0.17782400522881306,0.08513568029223333,0.12141580096269085,0.0
0,7,primary,1.04805206196802,0.7711789972832469,-0.05114875640105347,0.47619047619047616,0.4838709677419355,0.3571428571428571,0.5773397206354159,0.10559719013415408,0.10672277025752241,0.0
0,7,wrong_lineage,1.0754544052026853,0.7534043534886621,-0.28508821587798894,0.49206349206349204,0.5,0.38888888888888884,0.388667496539275,0.10245342714603041,0.11480590295032939,0.0
0,8,direction_blind,0.7662166360189651,0.5673024451619229,-0.3259848421502801,0.5079365079365079,0.5,0.027777777777777776,0.25423286332590916,0.08148508102690126,0.1380504894569575,0.0
0,8,previous_cycle,0.7805013525270238,0.5702700823339117,-0.05948025888590511,0.5238095238095238,0.5241935483870968,0.1111111111111111,0.1825460265541004,0.07992051757056733,0.1210865347092033,0.0
0,8,primary,1.1218657676059336,0.8207452952171674,-0.25034120936621346,0.5158730158730158,0.5161290322580645,1.0,0.40259563223627226,0.11260111253015617,0.11783484896364252,0.0
0,8,wrong_lineage,0.7555284088335781,0.532209828257929,-0.11373646406387117,0.5158730158730158,0.5161290322580645,0.26587301587301587,0.5282957280265603,0.0631313573596469,0.11279075003457262,0.0
0,9,direction_blind,0.9000705821972274,0.7420608043298402,-0.21434103550841083,0.5793650793650793,0.5725806451612904,0.031746031746031744,0.4267916529720301,0.12148229962814047,0.13077531072711934,0.0
0,9,previous_cycle,0.7713686100973949,0.5708911338003909,-0.07921260962315765,0.5476190476190477,0.5403225806451613,0.1111111111111111,0.2914130158070065,0.08819203160277225,0.13311621801841905,0.0
0,9,primary,1.0529489084667545,0.7788284467008525,-0.010692923376664462,0.49206349206349204,0.4838709677419355,0.26587301587301587,0.8378663708119181,0.10695630171749879,0.11568524682837893,0.0
