path_id,q,d,duration,replicate,direction,mode,window,true_center,ramp_start,ramp_end,source_advance,target_advance,predicted,first_x_p,last_x_p,endpoint_separation,ridge_level_x_p,predicted_ridge,transition_width,x_r_peak_center,x_r_peak,signed_error,abs_error
q13:d43:t256:r1:irrational_to_rational,13,43,256,1,irrational_to_rational,abrupt,512,1432,1304,1560,0.5574385243020004,0.3076923076923077,True,2.0,0.0,2.0,1.0,1633.5457962501623,128.0,1440.0,1.8449018209911896,201.5457962501623,201.5457962501623
q13:d43:t256:r1:rational_to_irrational,13,43,256,1,rational_to_irrational,ordered,128,1432,1304,1560,0.3076923076923077,0.5574385243020004,True,0.0,1.4956243606113693,1.4956243606113693,0.7478121803056846,1280.0,64.0,1376.0,0.17284301990629378,-152.0,152.0
q13:d43:t256:r1:rational_to_irrational,13,43,256,1,rational_to_irrational,ordered,256,1432,1304,1560,0.3076923076923077,0.5574385243020004,True,0.0,1.9579271053231782,1.9579271053231782,0.9789635526615891,1236.1410840932194,96.0,1408.0,0.6157856235344895,-195.85891590678057,195.85891590678057
q13:d43:t256:r1:rational_to_irrational,13,43,256,1,rational_to_irrational,ordered,384,1432,1304,1560,0.3076923076923077,0.5574385243020004,True,0.0,2.0,2.0,1.0,1174.3807878807008,128.0,1440.0,1.05752418073715,-257.61921211929916,257.61921211929916
q13:d43:t256:r1:rational_to_irrational,13,43,256,1,rational_to_irrational,ordered,512,1432,1304,1560,0.3076923076923077,0.5574385243020004,True,0.0,2.0,2.0,1.0,1110.3807878807008,128.0,1440.0,1.215407180767683,-321.61921211929916,321.61921211929916
q13:d43:t256:r1:rational_to_irrational,13,43,256,1,rational_to_irrational,abrupt,128,1432,1304,1560,0.3076923076923077,0.5574385243020004,True,0.0,1.4972314842003627,1.4972314842003627,0.7486157421001813,1408.0,32.0,1440.0,1.7608136063186595,-24.0,24.0
q13:d43:t256:r1:rational_to_irrational,13,43,256,1,rational_to_irrational,abrupt,256,1432,1304,1560,0.3076923076923077,0.5574385243020004,True,0.0,1.9579271053231782,1.9579271053231782,0.9789635526615891,1356.8010105017763,96.0,1440.0,1.9149963182405751,-75.19898949822368,75.19898949822368
q13:d43:t256:r1:rational_to_irrational,13,43,256,1,rational_to_irrational,abrupt,384,1432,1304,1560,0.3076923076923077,0.5574385243020004,True,0.0,2.0,2.0,1.0,1294.7620816648023,96.0,1440.0,1.9338554409117106,-137.23791833519772,137.23791833519772
q13:d43:t256:r1:rational_to_irrational,13,43,256,1,rational_to_irrational,abrupt,512,1432,1304,1560,0.3076923076923077,0.5574385243020004,True,0.0,2.0,2.0,1.0,1230.7620816648023,96.0,1440.0,1.9311971693742198,-201.23791833519772,201.23791833519772
q13:d43:t256:r2:irrational_to_rational,13,43,256,2,irrational_to_rational,ordered,128,1456,1328,1584,0.5574385243020004,0.46153846153846156,True,1.4972314842003627,0.0,1.4972314842003627,0.7486157421001813,1600.0,32.0,1504.0,0.1136564870511429,144.0,144.0
q13:d43:t256:r2:irrational_to_rational,13,43,256,2,irrational_to_rational,ordered,256,1456,1328,1584,0.5574385243020004,0.46153846153846156,True,1.9579271053231782,0.0,1.9579271053231782,0.9789635526615891,1648.3122228489297,128.0,1504.0,0.1003605343877615,192.31222284892965,192.31222284892965
q13:d43:t256:r2:irrational_to_rational,13,43,256,2,irrational_to_rational,ordered,384,1456,1328,1584,0.5574385243020004,0.46153846153846156,True,2.0,0.0,2.0,1.0,1709.9782150458536,128.0,1472.0,0.17137712291439064,253.97821504585363,253.97821504585363
q13:d43:t256:r2:irrational_to_rational,13,43,256,2,irrational_to_rational,ordered,512,1456,1328,1584,0.5574385243020004,0.46153846153846156,True,2.0,0.0,2.0,1.0,1773.9782150458536,128.0,1472.0,0.2087972365475788,317.97821504585363,317.97821504585363
q13:d43:t256:r2:irrational_to_rational,13,43,256,2,irrational_to_rational,abrupt,128,1456,1328,1584,0.5574385243020004,0.46153846153846156,True,1.4972314842003627,0.0,1.4972314842003627,0.7486157421001813,1487.0211823291354,64.0,1440.0,0.2608044976005488,31.0211823291354,31.0211823291354
q13:d43:t256:r2:irrational_to_rational,13,43,256,2,irrational_to_rational,abrupt,256,1456,1328,1584,0.5574385243020004,0.46153846153846156,True,1.9579271053231782,0.0,1.9579271053231782,0.9789635526615891,1534.108726510229,128.0,1440.0,0.30828234581916547,78.10872651022896,78.10872651022896
q13:d43:t256:r2:irrational_to_rational,13,43,256,2,irrational_to_rational,abrupt,384,1456,1328,1584,0.5574385243020004,0.46153846153846156,True,2.0,0.0,2.0,1.0,1595.690223491255,128.0,1440.0,0.3237079427963353,139.69022349125498,139.69022349125498
q13:d43:t256:r2:irrational_to_rational,13,43,256,2,irrational_to_rational,abrupt,512,1456,1328,1584,0.5574385243020004,0.46153846153846156,True,2.0,0.0,2.0,1.0,1659.690223491255,128.0,1440.0,0.3312786270026968,203.69022349125498,203.69022349125498
q13:d43:t256:r2:rational_to_irrational,13,43,256,2,rational_to_irrational,ordered,128,1456,1328,1584,0.46153846153846156,0.5574385243020004,True,0.0,1.4972314842003627,1.4972314842003627,0.7486157421001813,1312.0,32.0,1472.0,0.11180095161809654,-144.0,144.0
q13:d43:t256:r2:rational_to_irrational,13,43,256,2,rational_to_irrational,ordered,256,1456,1328,1584,0.46153846153846156,0.5574385243020004,True,0.0,1.9579271053231782,1.9579271053231782,0.9789635526615891,1261.3483444075014,128.0,1472.0,0.10779584550004603,-194.65165559249863,194.65165559249863
q13:d43:t256:r2:rational_to_irrational,13,43,256,2,rational_to_irrational,ordered,384,1456,1328,1584,0.46153846153846156,0.5574385243020004,True,0.0,2.0,2.0,1.0,1199.7725830023303,128.0,1472.0,0.1841115976921807,-256.2274169976697,256.2274169976697
q13:d43:t256:r2:rational_to_irrational,13,43,256,2,rational_to_irrational,ordered,512,1456,1328,1584,0.46153846153846156,0.5574385243020004,True,0.0,2.0,2.0,1.0,1135.7725830023303,128.0,1472.0,0.21716997566119436,-320.2274169976697,320.2274169976697
q13:d43:t256:r2:rational_to_irrational,13,43,256,2,rational_to_irrational,abrupt,128,1456,1328,1584,0.46153846153846156,0.5574385243020004,True,0.0,1.4941454760864419,1.4941454760864419,0.7470727380432209,1426.3881067301847,64.0,1440.0,0.299926249535928,-29.611893269815255,29.611893269815255
q13:d43:t256:r2:rational_to_irrational,13,43,256,2,rational_to_irrational,abrupt,256,1456,1328,1584,0.46153846153846156,0.5574385243020004,True,0.0,1.9579271053231782,1.9579271053231782,0.9789635526615891,1379.4312848093298,96.0,1440.0,0.332448973356259,-76.56871519067022,76.56871519067022
q13:d43:t256:r2:rational_to_irrational,13,43,256,2,rational_to_irrational,abrupt,384,1456,1328,1584,0.46153846153846156,0.5574385243020004,True,0.0,2.0,2.0,1.0,1317.7591797864006,96.0,1440.0,0.3429442565334503,-138.24082021359936,138.24082021359936
q13:d43:t256:r2:rational_to_irrational,13,43,256,2,rational_to_irrational,abrupt,512,1456,1328,1584,0.46153846153846156,0.5574385243020004,True,0.0,2.0,2.0,1.0,1253.7591797864006,96.0,1440.0,0.34892143117257496,-202.24082021359936,202.24082021359936
q13:d43:t256:r3:irrational_to_rational,13,43,256,3,irrational_to_rational,ordered,128,1480,1352,1608,0.5574385243020004,0.6153846153846154,True,1.4956243606113693,0.0,1.4956243606113693,0.7478121803056846,1631.7532999615205,64.0,1760.0,0.035734391113056,151.7532999615205,151.7532999615205
q13:d43:t256:r3:irrational_to_rational,13,43,256,3,irrational_to_rational,ordered,256,1480,1352,1608,0.5574385243020004,0.6153846153846154,True,1.9579271053231782,0.0,1.9579271053231782,0.9789635526615891,1669.769907580272,128.0,1472.0,0.03762284919610769,189.76990758027205,189.76990758027205
q13:d43:t256:r3:irrational_to_rational,13,43,256,3,irrational_to_rational,ordered,384,1480,1352,1608,0.5574385243020004,0.6153846153846154,True,2.0,0.0,2.0,1.0,1731.4052308754337,128.0,1472.0,0.062539778743691,251.40523087543374,251.40523087543374
q13:d43:t256:r3:irrational_to_rational,13,43,256,3,irrational_to_rational,ordered,512,1480,1352,1608,0.5574385243020004,0.6153846153846154,True,2.0,0.0,2.0,1.0,1795.4052308754337,128.0,1472.0,0.08051416609736635,315.40523087543374,315.40523087543374
q13:d43:t256:r3:irrational_to_rational,13,43,256,3,irrational_to_rational,abrupt,128,1480,1352,1608,0.5574385243020004,0.6153846153846154,True,1.4956243606113693,0.0,1.4956243606113693,0.7478121803056846,1504.0,32.0,1472.0,0.11482995324677962,24.0,24.0
q13:d43:t256:r3:irrational_to_rational,13,43,256,3,irrational_to_rational,abrupt,256,1480,1352,1608,0.5574385243020004,0.6153846153846154,True,1.9579271053231782,0.0,1.9579271053231782,0.9789635526615891,1553.8258900396384,96.0,1472.0,0.12455942441688676,73.82589003963835,73.82589003963835
q13:d43:t256:r3:irrational_to_rational,13,43,256,3,irrational_to_rational,abrupt,384,1480,1352,1608,0.5574385243020004,0.6153846153846154,True,2.0,0.0,2.0,1.0,1616.0104860170911,96.0,1472.0,0.1240364707456497,136.01048601709113,136.01048601709113
q13:d43:t256:r3:irrational_to_rational,13,43,256,3,irrational_to_rational,abrupt,512,1480,1352,1608,0.5574385243020004,0.6153846153846154,True,2.0,0.0,2.0,1.0,1680.0104860170911,96.0,1472.0,0.13011537824485103,200.01048601709113,200.01048601709113
q13:d43:t256:r3:rational_to_irrational,13,43,256,3,rational_to_irrational,ordered,128,1480,1352,1608,0.6153846153846154,0.5574385243020004,True,0.0,1.4972314842003627,1.4972314842003627,0.7486157421001813,1330.2228168005972,64.0,1248.0,0.03573439111218494,-149.77718319940277,149.77718319940277
q13:d43:t256:r3:rational_to_irrational,13,43,256,3,rational_to_irrational,ordered,256,1480,1352,1608,0.6153846153846154,0.5574385243020004,True,0.0,1.9579271053231782,1.9579271053231782,0.9789635526615891,1286.4025378710555,160.0,1440.0,0.040111909460750286,-193.59746212894447,193.59746212894447
q13:d43:t256:r3:rational_to_irrational,13,43,256,3,rational_to_irrational,ordered,384,1480,1352,1608,0.6153846153846154,0.5574385243020004,True,0.0,2.0,2.0,1.0,1226.14000331104,128.0,1472.0,0.07050195170512273,-253.8599966889601,253.8599966889601
q13:d43:t256:r3:rational_to_irrational,13,43,256,3,rational_to_irrational,ordered,512,1480,1352,1608,0.6153846153846154,0.5574385243020004,True,0.0,2.0,2.0,1.0,1162.14000331104,128.0,1440.0,0.08135864689667847,-317.8599966889601,317.8599966889601
q13:d43:t256:r3:rational_to_irrational,13,43,256,3,rational_to_irrational,abrupt,128,1480,1352,1608,0.6153846153846154,0.5574385243020004,True,0.0,1.4941454760864419,1.4941454760864419,0.7470727380432209,1451.3123651811613,64.0,1472.0,0.12087368359322091,-28.68763481883866,28.68763481883866
q13:d43:t256:r3:rational_to_irrational,13,43,256,3,rational_to_irrational,abrupt,256,1480,1352,1608,0.6153846153846154,0.5574385243020004,True,0.0,1.9579271053231782,1.9579271053231782,0.9789635526615891,1403.9555901503284,96.0,1472.0,0.1341913159351452,-76.04440984967164,76.04440984967164
q13:d43:t256:r3:rational_to_irrational,13,43,256,3,rational_to_irrational,abrupt,384,1480,1352,1608,0.6153846153846154,0.5574385243020004,True,0.0,2.0,2.0,1.0,1341.4654141861852,128.0,1472.0,0.1387494134611604,-138.53458581381483,138.53458581381483
q13:d43:t256:r3:rational_to_irrational,13,43,256,3,rational_to_irrational,abrupt,512,1480,1352,1608,0.6153846153846154,0.5574385243020004,True,0.0,2.0,2.0,1.0,1277.4654141861852,128.0,1472.0,0.1416087009236947,-202.53458581381483,202.53458581381483
q13:d43:t256:r4:irrational_to_rational,13,43,256,4,irrational_to_rational,ordered,128,1505,1377,1633,0.5574385243020004,0.7692307692307693,True,1.4956243606113693,0.0,1.4956243606113693,0.7478121803056846,1659.773145224559,64.0,1536.0,0.1287222481844187,154.7731452245589,154.7731452245589
q13:d43:t256:r4:irrational_to_rational,13,43,256,4,irrational_to_rational,ordered,256,1505,1377,1633,0.5574385243020004,0.7692307692307693,True,1.9579271053231782,0.0,1.9579271053231782,0.9789635526615891,1701.8756239723025,128.0,1504.0,0.45904590673388546,196.8756239723025,196.8756239723025
q13:d43:t256:r4:irrational_to_rational,13,43,256,4,irrational_to_rational,ordered,384,1505,1377,1633,0.5574385243020004,0.7692307692307693,True,2.0,0.0,2.0,1.0,1763.8827911027854,160.0,1504.0,0.768492758314587,258.8827911027854,258.8827911027854
q13:d43:t256:r4:irrational_to_rational,13,43,256,4,irrational_to_rational,ordered,512,1505,1377,1633,0.5574385243020004,0.7692307692307693,True,2.0,0.0,2.0,1.0,1827.8827911027854,160.0,1504.0,0.9542036186483033,322.8827911027854,322.8827911027854
q13:d43:t256:r4:irrational_to_rational,13,43,256,4,irrational_to_rational,abrupt,128,1505,1377,1633,0.5574385243020004,0.7692307692307693,True,1.4956243606113693,0.0,1.4956243606113693,0.7478121803056846,1536.0,32.0,1504.0,1.5008607327734684,31.0,31.0
q13:d43:t256:r4:irrational_to_rational,13,43,256,4,irrational_to_rational,abrupt,256,1505,1377,1633,0.5574385243020004,0.7692307692307693,True,1.9579271053231782,0.0,1.9579271053231782,0.9789635526615891,1581.6302323215793,96.0,1504.0,1.5193890869130275,76.63023232157934,76.63023232157934
q13:d43:t256:r4:irrational_to_rational,13,43,256,4,irrational_to_rational,abrupt,384,1505,1377,1633,0.5574385243020004,0.7692307692307693,True,2.0,0.0,2.0,1.0,1643.9400134523926,96.0,1504.0,1.5136557981174008,138.94001345239258,138.94001345239258
q13:d43:t256:r4:irrational_to_rational,13,43,256,4,irrational_to_rational,abrupt,512,1505,1377,1633,0.5574385243020004,0.7692307692307693,True,2.0,0.0,2.0,1.0,1707.9400134523926,96.0,1504.0,1.5148691170742485,202.94001345239258,202.94001345239258
q13:d43:t256:r4:rational_to_irrational,13,43,256,4,rational_to_irrational,ordered,128,1505,1377,1633,0.7692307692307693,0.5574385243020004,True,0.0,1.4956243606113693,1.4956243606113693,0.7478121803056846,1353.6640989333716,64.0,1536.0,0.1360038208840362,-151.33590106662837,151.33590106662837
q13:d43:t256:r4:rational_to_irrational,13,43,256,4,rational_to_irrational,ordered,256,1505,1377,1633,0.7692307692307693,0.5574385243020004,True,0.0,1.9579271053231782,1.9579271053231782,0.9789635526615891,1312.4955006919217,160.0,1504.0,0.4552991252867813,-192.50449930807827,192.50449930807827
q13:d43:t256:r4:rational_to_irrational,13,43,256,4,rational_to_irrational,ordered,384,1505,1377,1633,0.7692307692307693,0.5574385243020004,True,0.0,2.0,2.0,1.0,1251.7278052465874,160.0,1504.0,0.8162780941974623,-253.27219475341258,253.27219475341258
q13:d43:t256:r4:rational_to_irrational,13,43,256,4,rational_to_irrational,ordered,512,1505,1377,1633,0.7692307692307693,0.5574385243020004,True,0.0,2.0,2.0,1.0,1187.7278052465874,160.0,1504.0,0.9292015654886131,-317.2721947534126,317.2721947534126
q13:d43:t256:r4:rational_to_irrational,13,43,256,4,rational_to_irrational,abrupt,128,1505,1377,1633,0.7692307692307693,0.5574385243020004,True,0.0,1.4941454760864419,1.4941454760864419,0.7470727380432209,1476.2695083087094,64.0,1504.0,1.481860297809324,-28.73049169129058,28.73049169129058
q13:d43:t256:r4:rational_to_irrational,13,43,256,4,rational_to_irrational,abrupt,256,1505,1377,1633,0.7692307692307693,0.5574385243020004,True,0.0,1.9579271053231782,1.9579271053231782,0.9789635526615891,1431.0389358650182,96.0,1504.0,1.4987520844542948,-73.96106413498183,73.96106413498183
q13:d43:t256:r4:rational_to_irrational,13,43,256,4,rational_to_irrational,abrupt,384,1505,1377,1633,0.7692307692307693,0.5574385243020004,True,0.0,2.0,2.0,1.0,1368.7416426971547,96.0,1504.0,1.5016828718200865,-136.2583573028453,136.2583573028453
q13:d43:t256:r4:rational_to_irrational,13,43,256,4,rational_to_irrational,abrupt,512,1505,1377,1633,0.7692307692307693,0.5574385243020004,True,0.0,2.0,2.0,1.0,1304.7416426971547,96.0,1504.0,1.5157312111706112,-200.2583573028453,200.2583573028453
q13:d43:t256:r5:irrational_to_rational,13,43,256,5,irrational_to_rational,ordered,128,1529,1401,1657,0.5574385243020004,0.9230769230769231,True,1.4972314842003627,0.0,1.4972314842003627,0.7486157421001813,1684.6761278111358,64.0,1504.0,0.3639083696987164,155.67612781113576,155.67612781113576
q13:d43:t256:r5:irrational_to_rational,13,43,256,5,irrational_to_rational,ordered,256,1529,1401,1657,0.5574385243020004,0.9230769230769231,True,1.9579271053231782,0.0,1.9579271053231782,0.9789635526615891,1730.4228438944508,128.0,1504.0,1.2102255314162695,201.4228438944508,201.4228438944508
q13:d43:t256:r5:irrational_to_rational,13,43,256,5,irrational_to_rational,ordered,384,1529,1401,1657,0.5574385243020004,0.9230769230769231,True,2.0,0.0,2.0,1.0,1792.7558680072889,160.0,1536.0,1.9092246586123862,263.7558680072889,263.7558680072889
q13:d43:t256:r5:irrational_to_rational,13,43,256,5,irrational_to_rational,ordered,512,1529,1401,1657,0.5574385243020004,0.9230769230769231,True,2.0,0.0,2.0,1.0,1856.7558680072889,160.0,1472.0,2.0,327.7558680072889,327.7558680072889
q13:d43:t256:r5:irrational_to_rational,13,43,256,5,irrational_to_rational,abrupt,128,1529,1401,1657,0.5574385243020004,0.9230769230769231,True,1.4972314842003627,0.0,1.4972314842003627,0.7486157421001813,1557.8395804377228,64.0,1504.0,2.0,28.839580437722816,28.839580437722816
q13:d43:t256:r5:irrational_to_rational,13,43,256,5,irrational_to_rational,abrupt,256,1529,1401,1657,0.5574385243020004,0.9230769230769231,True,1.9579271053231782,0.0,1.9579271053231782,0.9789635526615891,1605.0295432558326,96.0,1504.0,2.0,76.02954325583255,76.02954325583255
q13:d43:t256:r5:irrational_to_rational,13,43,256,5,irrational_to_rational,abrupt,384,1529,1401,1657,0.5574385243020004,0.9230769230769231,True,2.0,0.0,2.0,1.0,1667.494371460313,96.0,1472.0,2.0,138.494371460313,138.494371460313
q13:d43:t256:r5:irrational_to_rational,13,43,256,5,irrational_to_rational,abrupt,512,1529,1401,1657,0.5574385243020004,0.9230769230769231,True,2.0,0.0,2.0,1.0,1731.494371460313,96.0,1440.0,2.0,202.494371460313,202.494371460313
q13:d43:t256:r5:rational_to_irrational,13,43,256,5,rational_to_irrational,ordered,128,1529,1401,1657,0.9230769230769231,0.5574385243020004,True,0.0,1.4941454760864419,1.4941454760864419,0.7470727380432209,1376.0,64.0,1600.0,0.3588074107012826,-153.0,153.0
q13:d43:t256:r5:rational_to_irrational,13,43,256,5,rational_to_irrational,ordered,256,1529,1401,1657,0.9230769230769231,0.5574385243020004,True,0.0,1.9579271053231782,1.9579271053231782,0.9789635526615891,1336.247578369689,128.0,1536.0,1.236361024871992,-192.7524216303109,192.7524216303109
q13:d43:t256:r5:rational_to_irrational,13,43,256,5,rational_to_irrational,ordered,384,1529,1401,1657,0.9230769230769231,0.5574385243020004,True,0.0,2.0,2.0,1.0,1274.4541702527397,128.0,1536.0,1.9655305592394772,-254.5458297472603,254.5458297472603
q13:d43:t256:r5:rational_to_irrational,13,43,256,5,rational_to_irrational,ordered,512,1529,1401,1657,0.9230769230769231,0.5574385243020004,True,0.0,2.0,2.0,1.0,1210.4541702527397,128.0,1472.0,2.0,-318.5458297472603,318.5458297472603
q13:d43:t256:r5:rational_to_irrational,13,43,256,5,rational_to_irrational,abrupt,128,1529,1401,1657,0.9230769230769231,0.5574385243020004,True,0.0,1.4972314842003627,1.4972314842003627,0.7486157421001813,1504.0,32.0,1504.0,2.0,-25.0,25.0
q13:d43:t256:r5:rational_to_irrational,13,43,256,5,rational_to_irrational,abrupt,256,1529,1401,1657,0.9230769230769231,0.5574385243020004,True,0.0,1.9579271053231782,1.9579271053231782,0.9789635526615891,1455.5572097816744,96.0,1504.0,2.0,-73.44279021832563,73.44279021832563
q13:d43:t256:r5:rational_to_irrational,13,43,256,5,rational_to_irrational,abrupt,384,1529,1401,1657,0.9230769230769231,0.5574385243020004,True,0.0,2.0,2.0,1.0,1393.3258623001464,96.0,1472.0,2.0,-135.67413769985365,135.67413769985365
q13:d43:t256:r5:rational_to_irrational,13,43,256,5,rational_to_irrational,abrupt,512,1529,1401,1657,0.9230769230769231,0.5574385243020004,True,0.0,2.0,2.0,1.0,1329.3258623001464,96.0,1440.0,2.0,-199.67413769985365,199.67413769985365
q13:d43:t448:r0:irrational_to_rational,13,43,448,0,irrational_to_rational,ordered,128,1553,1329,1777,0.5574385243020004,0.15384615384615385,True,1.4972314842003627,0.0,1.4972314842003627,0.7486157421001813,1801.1821685057785,64.0,1600.0,0.15055969192434007,248.18216850577846,248.18216850577846
q13:d43:t448:r0:irrational_to_rational,13,43,448,0,irrational_to_rational,ordered,256,1553,1329,1777,0.5574385243020004,0.15384615384615385,True,1.9579271053231782,0.0,1.9579271053231782,0.9789635526615891,1845.7568819385808,96.0,1600.0,0.5489684112420458,292.7568819385808,292.7568819385808
q13:d43:t448:r0:irrational_to_rational,13,43,448,0,irrational_to_rational,ordered,384,1553,1329,1777,0.5574385243020004,0.15384615384615385,True,2.0,0.0,2.0,1.0,1907.3497038441878,128.0,1600.0,1.1346367282386152,354.34970384418784,354.34970384418784
