origin,target,origin_year,horizon,split,change,label,past_trend,base_levels,base_raw_movement,base_turn,base_diara,base_radius,base_quadrant,base_broken_diara
201708,201711,2017.5833333333333,3,holdout,-0.6599999999999999,-1.0,-0.48,-0.8307782334282466,-0.8392952996299777,-0.9908730251053701,-0.9097864876505433,-0.7180274961112119,-0.7512380956066878,-0.8934640204027354
201709,201712,2017.6666666666667,3,holdout,-0.2899999999999999,-1.0,-0.78,-1.0860544251665711,-1.1211976849600278,-0.9726816297133379,-0.7815669863521476,-0.9131039917184415,-1.0159228552196304,-1.0994011153915637
201710,201801,2017.75,3,holdout,-0.33999999999999997,-1.0,-0.74,-0.5287932249290284,-0.5232485063768337,-0.5014363359734795,-0.29622669471693663,-0.3332131401091482,-0.7334890161257451,-0.4810897754412359
201711,201802,2017.8333333333333,3,holdout,0.10999999999999999,1.0,-0.6599999999999999,-0.2611564393031685,-0.2573735074023152,-0.2674401900124845,0.015740712378325597,-0.010733883307319794,-0.22298435245040027,-0.2759345818561808
201712,201803,2017.9166666666667,3,holdout,0.12,1.0,-0.2899999999999999,-0.043845714181131965,-0.05202764312870886,-0.03092624062924776,0.09425158802146841,0.08299002606693497,-0.21133432594083273,0.03246530847558387
201801,201804,2018.0,3,holdout,0.5,1.0,-0.33999999999999997,0.5334528527404244,0.5639996842995304,0.5038345350722407,0.44054895852207304,0.4873343415135867,0.2792785128433249,0.5625737761760035
201802,201805,2018.0833333333333,3,holdout,0.61,1.0,0.10999999999999999,0.974116312413442,1.0190173910546263,0.9495326131015378,0.9159514470404126,0.9661902050692721,1.0406318961178544,1.0413706093614605
201803,201806,2018.1666666666667,3,holdout,0.85,1.0,0.12,0.8393143864058585,0.8322355400457014,0.8830342522869863,0.8177998446760996,0.7794550142603772,0.6706823795984838,0.778819550153231
201804,201807,2018.25,3,holdout,0.63,1.0,0.5,0.6094915230833104,0.6061823085226581,0.5914914601059033,0.517094173997415,0.5433209008397543,0.45454875886901414,0.6269871658527356
201805,201808,2018.3333333333333,3,holdout,0.16999999999999998,1.0,0.61,0.9828816255730518,1.0172282921648461,0.9856781671051397,0.9976312261992715,0.998874929638691,1.1232252614919682,0.836501385037657
201806,201809,2018.4166666666667,3,holdout,0.18,1.0,0.85,0.7447602797432055,0.7592279873052494,0.7462747724133494,0.7916002008008761,0.7973702006752822,0.8932910854334656,0.9064224421574139
201807,201810,2018.5,3,holdout,0.57,1.0,0.63,0.7577530970968147,0.7741066495121736,0.7635148566359964,0.8168619725672815,0.820450066214987,0.8686777292655334,0.186240116421778
201808,201811,2018.5833333333333,3,holdout,0.95,1.0,0.16999999999999998,0.643028582914352,0.6758688839734599,0.6674427728939235,0.7637936994036406,0.7392344141858135,0.6398975985577399,0.32103920934373587
201809,201812,2018.6666666666667,3,holdout,0.6699999999999999,1.0,0.18,0.15178359581659068,0.11681260281272111,0.12773352099183055,0.17004140729188288,0.20293618988689255,0.04538178863131298,0.11030118133365588
201810,201901,2018.75,3,holdout,-0.32999999999999996,-1.0,0.57,-0.14233243260179007,-0.16976684771451656,-0.15746407319250894,-0.14370292751433622,-0.10898782557418603,-0.20015048427469778,0.0022249144451076813
201811,201902,2018.8333333333333,3,holdout,-0.38,-1.0,0.95,-0.31132421218101436,-0.32171380017437856,-0.3066132691644389,-0.32984092069427173,-0.3118688090266446,-0.5177559596353061,-0.2715951884844402
201812,201903,2018.9166666666667,3,holdout,-0.15999999999999992,-1.0,0.6699999999999999,-0.090697993067467,-0.07975958069017804,-0.07182387200757474,-0.10112615436278362,-0.10651315630383444,-0.2936816944837003,-0.15280222593319687
201901,201904,2019.0,3,holdout,0.16000000000000003,1.0,-0.32999999999999996,0.09067115681796718,0.1088440110583305,0.11936186369891838,0.009322267703534656,-0.0006042985422246017,-0.03907535885093193,0.01900647166512591
201902,201905,2019.0833333333333,3,holdout,-0.010000000000000009,-1.0,-0.38,-0.07628842307536234,-0.10061900514039922,-0.0704802096808823,-0.18612096880359935,-0.20795593286887132,-0.005081717846378439,-0.1684231647999357
