replicate,pseudo_onset_completed_runs,joint_shift_completed_runs,conditional_in_box_completed_runs
3206,0,0,8
3207,1,0,6
3208,0,0,7
3209,0,0,6
3210,0,0,6
3211,0,0,8
3212,1,0,7
3213,0,0,6
3214,0,0,6
3215,1,0,8
3216,1,0,6
3217,0,0,7
3218,0,0,7
3219,0,0,8
3220,0,0,8
3221,0,0,5
3222,0,0,7
3223,0,1,5
3224,0,0,9
3225,0,1,8
3226,0,0,5
3227,0,1,8
3228,0,0,10
3229,0,0,7
3230,0,1,8
3231,0,0,7
3232,0,0,8
3233,0,0,8
3234,0,1,9
3235,0,1,7
3236,1,0,7
3237,0,0,7
3238,0,0,6
3239,0,0,7
3240,0,0,7
3241,0,0,8
3242,0,0,9
3243,1,2,7
3244,0,0,7
3245,0,0,11
3246,0,1,8
3247,0,0,7
3248,0,0,5
3249,0,0,6
3250,0,0,8
3251,0,0,9
3252,0,0,8
3253,0,0,9
3254,0,0,6
3255,0,0,6
3256,0,0,6
3257,0,0,8
3258,0,0,8
3259,0,1,7
3260,0,0,8
3261,0,0,8
3262,0,0,8
3263,0,0,6
3264,0,0,6
3265,0,0,5
3266,2,1,8
3267,0,0,7
3268,0,0,8
3269,1,1,8
3270,0,0,8
3271,0,0,7
3272,0,0,6
3273,1,0,8
3274,0,0,6
3275,0,0,7
3276,0,0,8
3277,0,0,7
3278,1,0,7
3279,0,0,9
3280,0,1,6
3281,0,0,8
3282,0,0,7
3283,0,0,8
3284,0,0,6
3285,0,0,7
3286,1,0,9
3287,0,0,8
3288,1,0,6
3289,1,0,8
3290,0,0,5
3291,0,0,8
3292,0,0,7
3293,0,0,9
3294,0,0,8
3295,0,0,8
3296,0,0,7
3297,0,1,5
3298,1,0,7
3299,0,0,9
3300,1,0,9
3301,1,0,8
3302,0,0,8
3303,0,0,7
3304,1,1,7
3305,0,1,6
3306,1,0,8
3307,0,0,7
3308,0,0,8
3309,0,0,5
3310,0,0,6
3311,0,0,5
3312,0,0,6
3313,0,1,7
3314,1,0,7
3315,0,0,8
3316,1,0,6
3317,0,0,7
3318,0,0,8
3319,0,0,9
3320,0,0,8
3321,0,0,8
3322,0,1,6
3323,0,0,7
3324,1,0,8
3325,0,1,5
3326,0,0,8
3327,0,0,9
3328,1,0,6
3329,0,0,7
3330,0,0,6
3331,0,0,7
3332,1,0,7
3333,0,0,6
3334,0,0,8
3335,0,0,5
3336,0,0,6
3337,0,0,7
3338,0,0,8
3339,0,1,5
3340,0,0,8
3341,0,0,6
3342,0,0,6
3343,0,0,6
3344,0,0,6
3345,0,0,7
3346,1,0,6
3347,0,0,7
3348,1,0,7
3349,0,0,7
3350,1,0,9
3351,0,0,6
3352,0,0,8
3353,0,0,7
3354,0,0,7
3355,0,1,6
3356,1,0,5
3357,0,0,7
3358,0,0,6
3359,1,0,6
3360,0,0,7
3361,0,0,8
3362,0,0,9
3363,0,0,8
3364,0,0,8
3365,0,1,9
3366,1,0,8
3367,0,0,7
3368,1,0,5
3369,0,1,8
3370,2,0,6
3371,1,0,8
3372,0,0,9
3373,0,0,7
3374,0,0,6
3375,0,1,9
3376,0,0,6
3377,0,0,8
3378,0,1,9
3379,0,0,7
3380,0,0,6
3381,0,0,8
3382,0,0,8
3383,0,0,6
3384,0,0,7
3385,0,0,6
3386,0,0,8
3387,0,0,6
3388,0,0,6
3389,0,0,8
3390,0,0,6
3391,1,0,9
3392,0,0,8
3393,0,0,8
3394,0,0,7
3395,0,0,7
3396,0,0,7
3397,1,0,9
3398,1,0,7
3399,1,0,7
3400,0,0,7
3401,0,0,11
3402,0,1,8
3403,1,0,8
3404,0,1,8
3405,0,0,6
3406,0,0,7
3407,0,0,9
3408,0,0,8
3409,0,0,8
3410,1,0,7
3411,0,1,6
3412,0,0,6
3413,0,0,7
3414,0,0,8
3415,1,1,8
3416,0,0,8
3417,0,0,9
3418,0,0,7
3419,0,0,7
3420,1,0,9
3421,1,0,5
3422,0,0,6
3423,0,0,7
3424,0,0,7
3425,0,0,8
3426,1,0,6
3427,2,1,7
3428,0,0,7
3429,0,0,8
3430,0,0,7
3431,0,0,8
3432,0,0,7
3433,0,0,9
3434,0,0,6
3435,1,0,7
3436,0,0,6
3437,0,0,8
3438,0,1,7
3439,1,0,7
3440,0,0,7
3441,0,0,7
3442,0,0,7
3443,1,0,7
3444,0,0,7
3445,0,0,7
3446,0,0,6
3447,0,1,9
3448,0,0,7
3449,0,0,8
3450,0,1,10
3451,0,1,7
3452,0,1,7
3453,0,0,8
3454,0,0,6
3455,0,0,9
3456,0,0,7
3457,0,0,8
3458,1,0,5
3459,1,0,7
3460,0,0,7
3461,0,0,9
3462,0,0,7
3463,1,0,6
3464,0,0,9
3465,1,0,7
3466,0,0,7
3467,1,0,7
3468,0,0,7
3469,0,0,6
3470,1,0,9
3471,0,0,7
3472,0,0,7
3473,0,0,6
3474,0,0,9
3475,0,0,9
3476,0,0,6
3477,0,0,9
3478,1,0,7
3479,1,0,8
3480,1,0,6
3481,1,0,7
3482,0,0,7
3483,0,0,7
3484,2,0,8
3485,0,1,6
3486,1,0,9
3487,0,0,6
3488,0,0,7
3489,0,0,8
3490,1,0,8
3491,1,0,6
3492,0,0,10
3493,1,0,7
3494,0,0,6
3495,0,0,9
3496,1,0,8
3497,0,0,7
3498,0,0,9
3499,0,1,6
3500,1,0,7
3501,0,0,6
3502,0,0,7
3503,0,0,9
3504,0,0,8
3505,1,0,6
3506,1,1,9
3507,0,0,6
3508,0,0,8
3509,0,0,7
3510,0,0,7
3511,0,0,7
3512,1,0,9
3513,0,1,7
3514,0,0,6
3515,0,0,6
3516,0,0,7
3517,0,0,6
3518,0,0,8
3519,0,0,8
3520,0,0,8
3521,0,0,6
3522,0,0,6
3523,0,0,7
3524,0,0,9
3525,0,0,9
3526,0,0,7
3527,0,0,6
3528,0,0,8
3529,0,0,5
3530,0,0,8
3531,1,0,6
3532,0,0,6
3533,1,0,8
3534,1,0,7
3535,0,1,7
3536,0,0,8
3537,0,0,7
3538,1,0,6
3539,1,0,8
3540,1,0,8
3541,1,0,10
3542,0,0,6
3543,0,1,8
3544,1,0,7
3545,0,2,6
3546,0,0,7
3547,1,0,6
3548,1,0,11
3549,0,0,8
3550,1,0,8
3551,0,0,6
3552,0,0,8
3553,0,0,8
3554,0,0,6
3555,0,1,10
3556,0,0,7
3557,0,1,11
3558,2,1,5
3559,0,0,6
3560,0,0,5
3561,0,1,8
3562,0,0,8
3563,0,0,5
3564,1,0,5
3565,0,0,9
3566,0,0,9
3567,0,0,7
3568,2,1,5
3569,0,0,8
3570,0,0,7
3571,0,0,8
3572,0,0,7
3573,0,0,8
3574,1,0,8
3575,0,0,6
3576,0,0,5
3577,0,0,8
3578,0,0,8
3579,1,0,8
3580,0,0,8
3581,0,0,7
3582,0,0,8
3583,0,0,9
3584,0,0,8
3585,0,0,6
3586,1,0,6
3587,0,0,8
3588,3,0,7
3589,1,0,9
3590,0,0,8
3591,0,0,8
3592,0,0,8
3593,0,0,7
3594,0,0,9
3595,0,0,8
3596,0,0,8
3597,0,1,8
3598,0,0,6
3599,0,0,6
3600,0,0,5
3601,1,0,6
3602,0,0,7
3603,0,0,6
3604,0,0,9
3605,0,0,8
3606,1,1,7
3607,0,0,7
3608,0,0,6
3609,0,0,10
3610,0,0,7
3611,0,1,6
3612,0,0,8
3613,0,0,8
3614,0,0,9
3615,0,0,8
3616,0,0,7
3617,0,0,5
3618,1,0,5
3619,0,0,6
3620,0,0,7
3621,0,0,8
3622,0,0,7
3623,0,0,6
3624,0,0,10
3625,0,0,9
3626,0,0,7
3627,1,1,7
3628,0,0,6
3629,0,0,7
3630,0,0,9
3631,0,0,7
3632,0,0,9
3633,1,0,8
3634,0,0,7
3635,0,0,10
3636,0,0,6
3637,0,0,5
3638,0,0,7
3639,1,0,6
3640,0,0,7
3641,0,0,5
3642,1,0,8
3643,0,0,8
3644,0,0,9
3645,0,0,8
3646,0,0,7
3647,0,0,7
3648,0,0,5
3649,0,1,6
3650,2,0,7
3651,1,1,6
3652,0,0,8
3653,0,1,8
3654,0,0,7
3655,0,0,6
3656,0,1,9
3657,0,0,5
3658,1,0,9
3659,0,0,7
3660,0,0,8
3661,0,0,8
3662,0,0,6
3663,1,0,7
3664,1,0,7
3665,0,0,9
3666,0,0,7
3667,0,0,7
3668,0,1,8
3669,0,0,9
3670,0,0,7
3671,0,0,7
3672,2,0,9
3673,0,0,5
3674,0,0,9
3675,0,0,8
3676,1,0,8
3677,0,0,7
3678,0,0,5
3679,1,0,7
3680,0,0,7
3681,1,0,6
3682,0,0,7
3683,1,0,6
3684,0,0,7
3685,0,0,7
3686,0,0,9
3687,1,0,5
3688,0,0,7
3689,0,0,8
3690,0,0,8
3691,0,1,8
3692,0,0,8
3693,0,0,6
3694,0,0,7
3695,0,0,8
3696,1,0,8
3697,1,0,6
3698,0,0,8
3699,0,0,6
3700,0,0,7
3701,0,0,9
3702,0,0,6
3703,0,0,7
3704,0,0,8
3705,0,0,7
3706,0,0,8
3707,2,1,11
3708,0,1,6
3709,0,0,7
3710,0,0,8
3711,0,0,6
3712,0,0,8
3713,1,0,7
3714,1,0,9
3715,0,0,5
3716,0,0,7
3717,0,1,8
3718,0,0,6
3719,0,0,9
3720,0,0,9
3721,1,0,7
3722,0,0,7
3723,0,0,8
3724,0,0,6
3725,1,0,7
3726,0,0,7
3727,0,0,6
3728,0,0,7
3729,0,0,9
3730,0,0,7
3731,0,0,6
3732,1,0,8
3733,0,0,7
3734,0,0,7
3735,0,0,9
3736,0,0,9
3737,1,0,8
3738,0,0,7
3739,0,0,7
3740,0,0,7
3741,0,0,5
3742,0,1,8
3743,0,0,9
3744,1,0,7
3745,1,0,8
3746,0,0,7
3747,1,0,9
3748,0,0,8
3749,0,0,8
3750,0,0,7
3751,0,0,7
3752,0,0,7
3753,0,1,6
3754,0,0,6
3755,0,0,5
3756,0,0,7
3757,0,1,8
3758,0,2,8
3759,1,0,6
3760,0,0,7
3761,0,0,7
3762,0,0,6
3763,0,0,8
3764,0,1,6
3765,0,0,7
3766,1,0,9
3767,0,0,10
3768,0,0,7
3769,1,0,8
3770,0,0,8
3771,0,0,7
3772,2,0,5
3773,0,1,7
3774,0,0,7
3775,0,1,6
3776,1,0,6
3777,0,0,7
3778,0,1,10
3779,0,0,9
3780,0,0,8
3781,0,0,10
3782,0,1,7
3783,1,1,8
3784,0,0,6
3785,0,0,9
3786,0,0,9
3787,1,0,6
3788,2,0,5
3789,0,0,8
3790,0,0,7
3791,0,0,6
3792,0,0,6
3793,0,0,7
3794,0,0,7
3795,0,1,7
3796,0,0,6
3797,1,0,7
3798,0,0,5
3799,1,1,8
3800,0,0,7
3801,1,1,7
3802,0,0,8
3803,1,0,6
3804,0,0,6
3805,0,0,5
3806,2,0,6
3807,0,1,6
3808,1,1,9
3809,1,0,6
3810,1,0,5
3811,0,0,6
3812,0,0,7
3813,0,0,5
3814,0,0,6
3815,0,0,7
3816,1,0,8
3817,0,0,8
3818,0,1,7
3819,1,0,7
3820,0,0,7
3821,0,0,7
3822,0,0,8
3823,0,0,8
3824,0,0,6
3825,0,1,6
3826,1,0,7
3827,0,0,6
3828,0,0,8
3829,0,0,6
3830,0,0,7
3831,0,1,8
3832,0,0,10
3833,0,0,7
3834,0,0,10
3835,1,0,7
3836,0,0,7
3837,0,0,8
3838,0,0,7
3839,0,0,6
3840,1,0,6
3841,0,0,7
3842,1,0,6
3843,0,0,6
3844,1,0,8
3845,0,0,8
3846,0,0,8
3847,1,0,8
3848,0,0,7
3849,1,0,7
3850,0,0,6
3851,0,0,6
3852,0,0,7
3853,0,0,7
3854,0,0,6
3855,0,0,6
3856,0,0,8
3857,0,0,7
3858,0,1,5
3859,0,0,8
3860,0,0,6
3861,1,1,6
3862,0,0,7
3863,0,0,7
3864,0,0,9
3865,1,1,6
3866,0,0,7
3867,0,1,8
3868,0,0,6
3869,1,0,6
3870,0,1,6
3871,0,0,7
3872,0,0,6
3873,0,0,6
3874,0,0,7
3875,0,0,6
3876,0,0,9
3877,0,0,8
3878,0,0,8
3879,0,0,7
3880,0,1,8
3881,0,0,6
3882,0,0,7
3883,0,0,7
3884,0,0,7
3885,0,0,7
3886,0,0,8
3887,0,0,6
3888,0,0,8
3889,0,0,8
3890,1,1,7
3891,1,0,7
3892,0,0,6
3893,0,0,8
3894,0,0,8
3895,0,0,6
3896,0,0,7
3897,0,0,6
3898,1,2,7
3899,0,0,7
3900,0,0,6
3901,0,0,6
3902,0,1,9
3903,0,0,7
3904,0,0,9
3905,0,1,8
3906,0,1,8
3907,2,0,8
3908,2,0,5
3909,0,0,6
3910,0,0,8
3911,0,0,8
3912,0,0,8
3913,0,0,8
3914,0,0,7
3915,0,1,7
3916,1,0,6
3917,0,1,9
3918,0,0,8
3919,0,0,7
3920,0,0,7
3921,0,0,9
3922,0,0,8
3923,1,0,6
3924,0,0,8
3925,0,0,7
3926,0,0,6
3927,0,0,9
3928,2,0,8
3929,0,0,7
3930,0,0,8
3931,0,0,5
3932,0,2,7
3933,0,0,9
3934,0,0,7
3935,1,0,7
3936,2,1,8
3937,0,1,6
3938,1,0,7
3939,0,0,8
3940,0,0,7
3941,0,0,7
3942,1,0,7
3943,0,0,9
3944,1,0,6
3945,1,0,9
3946,0,0,7
3947,0,0,8
3948,1,0,6
3949,0,0,7
3950,0,0,9
3951,0,0,5
3952,0,0,7
3953,0,0,7
3954,0,0,6
3955,0,0,8
3956,0,0,9
3957,0,0,6
3958,1,0,7
3959,0,0,7
3960,0,0,8
3961,0,0,8
3962,0,1,8
3963,0,1,8
3964,1,0,5
3965,0,0,7
3966,0,0,7
3967,0,0,7
3968,0,0,5
3969,0,0,6
3970,0,1,9
3971,1,1,7
3972,0,0,6
3973,0,0,8
3974,0,0,5
3975,0,0,7
3976,0,0,9
3977,1,0,6
3978,0,0,8
3979,0,1,7
3980,0,1,9
3981,0,0,7
3982,0,0,8
3983,0,0,8
3984,1,0,7
3985,0,0,7
3986,1,0,8
3987,0,0,9
3988,0,0,7
3989,0,0,7
3990,0,0,7
3991,0,0,7
3992,0,0,9
3993,1,3,5
3994,0,0,7
3995,0,0,7
3996,1,0,7
3997,0,0,7
3998,0,1,9
3999,1,0,7
4000,0,0,6
4001,0,0,8
4002,2,0,8
4003,0,0,5
4004,1,0,6
4005,0,1,6
4006,2,0,7
4007,0,0,10
4008,0,0,7
4009,0,0,6
4010,1,0,5
4011,1,0,8
4012,0,0,8
4013,0,0,7
4014,0,0,6
4015,0,0,5
4016,0,0,7
4017,0,0,8
4018,0,0,7
4019,1,0,10
4020,0,0,8
4021,0,0,7
4022,0,0,7
4023,1,0,5
4024,1,0,7
4025,0,1,7
4026,0,0,7
4027,0,0,6
4028,1,0,8
4029,1,0,7
4030,2,0,8
4031,0,1,6
4032,0,0,10
4033,0,0,7
4034,1,0,7
4035,0,0,5
4036,0,0,6
4037,1,1,6
4038,1,0,7
4039,0,0,6
4040,2,0,8
4041,0,0,6
4042,0,0,7
4043,1,0,8
4044,0,0,6
4045,2,0,7
4046,0,0,6
4047,0,0,6
4048,1,0,6
4049,0,1,6
4050,0,0,7
4051,0,0,8
4052,0,0,9
4053,0,1,6
4054,0,1,7
4055,0,0,7
4056,0,0,8
4057,0,0,6
4058,0,0,7
4059,0,0,7
4060,0,0,8
4061,0,0,6
4062,0,0,7
4063,0,0,8
4064,0,1,7
4065,0,0,8
4066,0,0,8
4067,0,0,6
4068,0,0,7
4069,0,0,7
4070,0,0,6
4071,0,0,9
4072,0,0,7
4073,0,0,8
4074,1,0,8
4075,0,0,6
4076,0,0,6
4077,0,0,7
4078,0,0,6
4079,0,0,7
4080,0,0,7
4081,0,1,6
4082,1,0,6
4083,1,0,9
4084,0,0,7
4085,0,0,7
4086,0,0,8
4087,0,0,8
4088,0,0,9
4089,0,0,6
4090,0,0,7
4091,0,0,7
4092,0,0,8
4093,1,0,7
4094,0,0,6
4095,1,0,8
4096,0,0,9
4097,1,0,6
4098,0,0,6
4099,0,0,8
4100,0,0,6
4101,0,0,8
4102,0,0,9
4103,1,0,8
4104,0,0,9
4105,1,0,8
4106,0,1,9
4107,0,0,7
4108,0,0,7
4109,0,0,6
4110,0,0,9
4111,0,0,8
4112,1,1,5
4113,0,0,7
4114,1,0,8
4115,0,0,8
4116,0,0,6
4117,0,0,7
4118,0,0,8
4119,0,0,6
4120,0,0,9
4121,0,0,9
4122,0,0,7
4123,0,0,5
4124,0,0,7
4125,0,0,7
4126,0,0,6
4127,1,0,7
4128,1,0,10
4129,0,0,9
4130,0,1,7
4131,0,0,5
4132,1,0,6
4133,0,0,7
4134,0,0,8
4135,0,0,8
4136,0,0,6
4137,0,0,6
4138,0,0,5
4139,0,0,8
4140,0,1,7
4141,0,0,9
4142,0,0,9
4143,0,0,7
4144,0,0,6
4145,1,0,7
4146,0,1,8
4147,1,0,9
4148,0,0,8
4149,0,0,7
4150,0,0,9
4151,0,0,7
4152,0,1,9
4153,0,1,8
4154,0,1,7
4155,0,0,7
4156,1,0,7
4157,0,0,9
4158,0,1,6
4159,0,0,7
4160,0,0,8
4161,0,1,6
4162,1,0,6
4163,0,0,10
4164,0,0,7
4165,1,0,6
4166,1,1,6
4167,0,0,6
4168,0,0,8
4169,0,1,5
4170,1,0,9
4171,1,0,7
4172,1,0,6
4173,0,0,6
4174,0,0,7
4175,0,0,8
4176,1,0,9
4177,0,0,8
4178,0,1,8
4179,0,0,6
4180,0,0,8
4181,1,0,8
4182,0,0,7
4183,0,0,6
4184,0,0,5
4185,1,0,5
4186,0,0,10
4187,0,0,8
4188,0,1,5
4189,0,0,10
4190,1,1,7
4191,2,0,8
4192,0,0,7
4193,0,1,6
4194,1,0,8
4195,0,0,7
4196,0,0,8
4197,1,0,5
4198,0,0,5
4199,0,0,6
4200,1,0,9
4201,0,0,7
4202,1,0,7
4203,1,0,6
4204,1,0,6
4205,0,0,8
4206,0,0,8
4207,0,1,7
4208,0,0,6
4209,1,0,9
4210,0,0,5
4211,0,0,8
4212,0,0,6
4213,0,0,7
4214,0,0,6
4215,0,0,8
4216,0,0,5
4217,0,0,8
4218,0,0,11
4219,0,0,7
4220,0,0,9
4221,0,1,8
4222,0,1,8
4223,1,0,7
4224,0,0,9
4225,0,0,8
4226,0,0,8
4227,0,0,7
4228,1,0,6
4229,0,0,6
4230,1,0,9
4231,0,0,8
4232,0,0,8
4233,0,0,7
4234,0,0,7
4235,0,0,6
4236,0,0,7
4237,0,0,6
4238,0,0,7
4239,0,0,7
4240,1,0,7
4241,0,0,7
4242,0,0,6
4243,1,0,9
4244,0,0,7
4245,0,0,7
4246,0,0,8
4247,0,0,7
4248,0,0,5
4249,0,0,6
4250,0,0,9
4251,0,0,10
4252,0,0,8
4253,0,0,7
4254,0,0,7
4255,0,0,6
4256,0,0,7
4257,0,0,7
4258,1,2,5
4259,0,0,6
4260,0,0,8
4261,0,0,8
4262,0,0,6
4263,1,1,5
4264,1,0,6
4265,1,0,8
4266,0,0,6
4267,1,0,6
4268,1,0,7
4269,0,0,6
4270,0,0,6
4271,0,0,7
4272,0,0,7
4273,2,0,6
4274,0,0,9
4275,0,0,7
4276,0,0,9
4277,0,0,7
4278,0,0,8
4279,0,0,6
4280,0,1,6
4281,1,0,8
4282,0,0,7
4283,0,0,7
4284,0,0,8
4285,0,0,7
4286,0,2,7
4287,0,0,8
4288,0,1,5
4289,1,0,7
4290,0,0,6
4291,0,0,6
4292,0,0,8
4293,0,0,6
4294,0,0,7
4295,0,0,9
4296,1,0,8
4297,0,1,7
4298,0,0,7
4299,0,0,10
4300,0,0,6
4301,0,0,8
4302,0,2,6
4303,0,0,8
4304,0,0,7
4305,0,0,5
4306,0,0,7
4307,0,0,7
4308,0,1,8
4309,0,0,6
4310,0,0,6
4311,0,0,8
4312,0,0,6
4313,0,0,7
4314,0,0,9
4315,0,0,8
4316,0,0,9
4317,0,0,10
4318,1,0,7
4319,0,0,6
4320,0,0,7
4321,0,0,9
4322,0,0,7
4323,1,1,7
4324,0,0,7
4325,0,0,5
4326,0,0,8
4327,1,0,6
4328,0,0,7
4329,0,0,7
4330,0,0,5
4331,0,0,8
4332,1,1,9
4333,0,0,6
4334,0,0,7
4335,0,0,8
4336,0,0,7
4337,1,0,8
4338,0,0,6
4339,0,1,8
4340,0,0,6
4341,0,0,6
4342,0,0,6
4343,0,0,6
4344,2,1,6
4345,0,0,8
4346,0,0,8
4347,0,0,6
4348,0,0,7
4349,1,0,6
4350,0,0,7
4351,1,0,8
4352,0,0,8
4353,0,0,6
4354,0,0,5
4355,0,0,7
4356,0,0,6
4357,0,0,10
4358,1,0,8
4359,0,0,7
4360,0,0,6
4361,0,1,9
4362,0,0,8
4363,0,0,7
4364,0,0,8
4365,1,0,6
4366,0,0,8
4367,0,0,8
4368,1,0,6
4369,0,0,8
4370,1,0,7
4371,0,0,10
4372,0,0,7
4373,0,0,6
4374,0,0,9
4375,0,0,6
4376,1,0,7
4377,1,0,6
4378,0,0,7
4379,0,0,6
4380,1,0,6
4381,1,0,6
4382,0,0,7
4383,1,0,9
4384,0,0,6
4385,1,1,8
4386,0,0,9
4387,0,1,7
4388,0,0,6
4389,1,0,6
4390,0,0,6
4391,1,0,6
4392,0,0,5
4393,0,0,7
4394,0,0,8
4395,0,0,7
4396,1,0,6
4397,0,0,9
4398,0,0,8
4399,0,0,6
4400,0,0,9
4401,0,1,8
4402,1,0,9
4403,0,0,6
4404,0,0,9
4405,0,0,8
4406,0,1,7
4407,0,0,7
4408,0,0,7
4409,1,0,8
4410,2,1,6
4411,0,0,8
4412,0,0,7
4413,0,1,6
4414,0,0,7
4415,0,0,5
4416,0,0,7
4417,0,1,7
4418,0,0,7
4419,0,0,6
4420,0,0,7
4421,0,0,6
4422,1,0,7
4423,0,0,8
4424,0,0,5
4425,0,0,8
4426,1,0,8
4427,0,0,6
4428,0,0,7
4429,0,0,7
4430,0,0,8
4431,1,0,6
4432,0,0,5
4433,0,0,7
4434,1,0,6
4435,0,0,7
4436,0,1,8
4437,1,0,9
4438,0,1,7
4439,0,0,8
4440,0,1,5
4441,0,0,6
4442,0,0,10
4443,1,1,6
4444,0,0,7
4445,1,0,10
4446,0,0,8
4447,0,0,8
4448,0,0,8
4449,0,0,7
4450,0,0,5
4451,0,0,7
4452,0,0,11
4453,1,0,7
4454,1,1,8
4455,0,0,8
4456,0,1,8
4457,1,1,5
4458,1,0,8
4459,0,0,9
4460,0,0,7
4461,0,1,8
4462,0,1,7
4463,0,0,6
4464,1,0,8
4465,0,1,6
4466,0,0,7
4467,0,0,9
4468,0,0,10
4469,0,0,9
4470,0,0,6
4471,0,0,6
4472,0,0,6
4473,2,1,6
4474,1,0,7
4475,0,0,8
4476,1,0,8
4477,0,0,6
4478,0,0,9
4479,0,0,9
4480,1,0,6
4481,0,0,7
4482,0,0,6
4483,0,0,7
4484,0,0,6
4485,0,0,6
4486,0,1,7
4487,1,0,8
4488,0,0,8
4489,1,0,7
4490,1,0,7
4491,0,0,7
4492,1,0,8
4493,0,0,6
4494,0,0,6
4495,1,0,6
4496,0,0,8
4497,0,0,8
4498,0,0,8
4499,2,0,5
4500,0,0,8
4501,0,0,7
4502,0,0,9
4503,0,0,7
4504,1,0,8
4505,0,0,6
4506,0,0,6
4507,0,1,7
4508,0,0,8
4509,0,1,6
4510,1,0,7
4511,0,0,8
4512,0,0,6
4513,0,0,7
4514,0,1,9
4515,0,0,6
4516,0,0,5
4517,0,0,8
4518,0,1,8
4519,1,0,8
4520,1,0,9
4521,1,0,7
4522,0,0,6
4523,0,0,7
4524,1,0,7
4525,0,0,8
4526,1,0,6
4527,0,0,6
4528,1,0,7
4529,1,0,5
4530,0,0,6
4531,0,0,7
4532,0,0,8
4533,0,1,8
4534,2,0,7
4535,0,0,7
4536,0,0,8
4537,0,0,7
4538,0,0,9
4539,1,0,7
4540,0,1,7
4541,0,0,7
4542,0,0,8
4543,0,0,9
4544,1,0,7
4545,0,0,7
4546,0,0,7
4547,0,1,8
4548,2,0,8
4549,0,0,7
4550,0,0,7
4551,0,0,7
4552,0,0,7
4553,0,0,8
4554,0,0,6
4555,0,0,8
4556,0,0,8
4557,1,1,6
4558,0,0,7
4559,0,0,7
4560,1,1,7
4561,0,0,7
4562,0,0,6
4563,0,0,9
4564,0,0,6
4565,0,0,6
4566,0,0,8
4567,0,0,9
4568,1,1,9
4569,0,0,6
4570,0,0,9
4571,1,0,7
4572,0,0,8
4573,0,0,7
4574,0,0,7
4575,0,0,8
4576,1,0,8
4577,1,0,6
4578,0,0,6
4579,0,0,7
4580,0,0,7
4581,1,0,9
4582,0,0,5
4583,0,1,9
4584,0,0,5
4585,0,0,8
4586,0,0,6
4587,0,0,9
4588,1,0,9
4589,1,0,8
4590,0,0,7
4591,0,0,9
4592,0,0,10
4593,0,0,8
4594,1,1,6
4595,1,0,8
4596,1,0,6
4597,0,0,8
4598,0,0,8
4599,0,0,8
4600,0,0,8
4601,0,0,9
4602,1,0,7
4603,0,0,7
4604,0,1,8
4605,0,0,10
4606,0,0,8
4607,1,0,8
4608,0,0,7
4609,0,0,8
4610,0,0,6
4611,0,0,8
4612,1,0,7
4613,0,0,7
4614,0,0,9
4615,0,0,6
4616,1,0,7
4617,0,0,9
4618,1,0,8
4619,0,0,9
4620,0,1,7
4621,0,0,6
4622,0,0,9
4623,0,0,7
4624,1,0,6
4625,0,0,8
4626,0,0,7
4627,0,0,7
4628,0,1,7
4629,0,0,7
4630,0,0,9
4631,0,1,6
4632,0,0,7
4633,0,0,8
4634,0,0,6
4635,0,0,9
4636,0,0,7
4637,1,0,8
4638,2,1,8
4639,0,0,6
4640,0,0,6
4641,0,1,8
4642,0,0,7
4643,0,0,5
4644,0,0,8
4645,1,0,9
4646,0,0,9
4647,1,0,8
4648,0,0,6
4649,0,0,8
4650,0,1,7
4651,0,0,7
4652,0,0,7
4653,0,0,6
4654,0,0,6
4655,0,1,6
4656,0,1,7
4657,0,0,8
4658,0,0,7
4659,0,0,6
4660,0,0,5
4661,0,0,8
4662,0,1,7
4663,0,0,8
4664,0,1,9
4665,0,1,6
4666,0,0,6
4667,1,0,9
4668,1,1,8
4669,0,0,6
4670,0,0,7
4671,0,0,7
4672,0,0,6
4673,0,0,5
4674,1,0,8
4675,0,1,6
4676,1,0,8
4677,0,0,5
4678,0,0,9
4679,1,0,10
4680,1,0,6
4681,0,1,9
4682,0,0,7
4683,0,0,7
4684,0,0,6
4685,0,0,6
4686,0,0,9
4687,0,0,7
4688,2,0,7
4689,0,0,6
4690,1,0,6
4691,0,1,7
4692,0,0,6
4693,1,0,7
4694,0,0,8
4695,0,0,7
4696,0,0,7
4697,1,1,6
4698,1,1,8
4699,0,0,5
4700,0,0,7
4701,0,0,7
4702,0,0,6
4703,0,0,7
4704,1,0,8
4705,0,0,8
4706,0,0,7
4707,1,0,8
4708,0,0,7
4709,0,1,7
4710,0,1,6
4711,0,0,8
4712,0,0,8
4713,0,0,7
4714,2,0,6
4715,0,0,6
4716,1,0,7
4717,0,0,6
4718,1,0,8
4719,0,0,8
4720,0,0,8
4721,0,0,7
4722,0,1,8
4723,1,0,6
4724,0,0,7
4725,0,0,8
4726,2,0,6
4727,1,0,5
4728,2,0,7
4729,0,1,8
4730,1,0,8
4731,0,0,6
4732,0,0,7
4733,0,0,6
4734,0,0,7
4735,0,0,8
4736,0,0,6
4737,0,0,5
4738,0,0,6
4739,0,0,6
4740,0,0,6
4741,0,0,8
4742,0,0,6
4743,0,0,7
4744,0,0,6
4745,0,0,7
4746,0,1,6
4747,1,0,5
4748,0,1,6
4749,1,0,6
4750,0,0,8
4751,1,1,6
4752,0,1,8
4753,0,0,6
4754,2,0,7
4755,1,0,8
