partition,quiet_guard_child_horizons,metric,median_S1_S2_minus_S3_S4,bootstrap_95_low,bootstrap_95_high
development,1.0,position_alignment_parent_grandchild,-0.2476122907969779,-0.45223144500875756,-0.08611728666667476
development,2.0,position_alignment_parent_grandchild,-0.24529625717011166,-0.5082604295218789,-0.0647930025709178
diagnostic,1.0,position_alignment_parent_grandchild,0.026886382606283454,-0.11325184663883664,0.13350593134931063
diagnostic,2.0,position_alignment_parent_grandchild,0.013805227538209897,-0.13337025096723676,0.13843901959894972
