Name,fluid,partition,n_snapshots,position_alignment_parent_grandchild,position_alignment_parent_child,position_alignment_child_grandchild,flow_alignment_parent_grandchild,flow_alignment_parent_child,flow_alignment_child_grandchild,median_parent_grandchild_product,opposite_side_fraction_parent_grandchild,opposite_side_fraction_parent_child,quiet_guard_child_horizons
241113n,S1,development,19,-0.5680965828434122,0.954874996002732,-0.6365857507172845,-0.5600843235873585,0.9085291153419268,-0.49686220070567,-0.1618055828059231,0.5263157894736842,0.10526315789473684,2.0
241113o,S1,development,33,-0.32415875564590957,0.8795517516517549,-0.5882257383001495,-0.2081052367944524,0.8467881692455855,-0.37563531117064974,0.02937456201048106,0.48484848484848486,0.21212121212121213,2.0
241113p,S1,development,14,-0.46244069787519665,0.8938944034608718,-0.7134523998608355,-0.5735763481912358,0.8444348987589417,-0.6867060834459929,-0.2941598347058776,0.5714285714285714,0.21428571428571427,2.0
241113q,S1,development,35,0.005676909095578245,0.4727337676392551,-0.44160833227916735,-0.1348601765069154,0.7139592992850486,-0.5305897181975812,0.011567065802918022,0.45714285714285713,0.37142857142857144,2.0
241113r,S1,development,23,0.22091813019808212,-0.0011383055043282647,-0.7232868638787063,0.23085151780698035,0.15713304504050427,-0.4517744749020733,0.12434592546392996,0.21739130434782608,0.6521739130434783,2.0
241113s,S1,development,10,-0.29391770502503417,0.3986431010206967,-0.04892924318953514,-0.2935451886815016,0.7694775444977834,-0.3877942610480653,0.007210740995960176,0.5,0.6,2.0
241113t,S1,development,19,-0.09178575245711035,-0.18617816672477572,-0.024047327477762847,-0.14512633762407798,0.6452340752514228,-0.08566749158341265,0.013762991930173253,0.3888888888888889,0.7368421052631579,2.0
241113u,S1,development,18,0.5001612278461773,-0.5973816860451193,-0.6748211399551571,-0.1799396431894921,0.38176277197139125,-0.5949312756413145,0.1981775694295223,0.16666666666666666,0.8333333333333334,2.0
241113v,S1,development,24,0.1690154903001059,0.044589111382211374,-0.4129199706028871,0.12174674397250969,0.5005486389996977,-0.45502894331764926,0.1419373004152057,0.2916666666666667,0.625,2.0
241113w,S1,development,8,-0.45043400588624993,-0.30512038009204845,-0.5146294673917718,-0.3873973576895555,-0.029531952639420135,-0.6587594536377841,0.003907750751522306,0.5,0.75,2.0
241118a,S1,development,14,0.2271677276165346,-0.5737795121267736,-0.4276816961282163,0.021014708509053227,0.12340093171197103,-0.499878916915562,0.0783992697225106,0.3076923076923077,0.7857142857142857,2.0
241118aa,S1,development,14,0.0642554049778459,0.5134597790344284,-0.6341726429511666,0.10626427908421027,0.5989518048372077,-0.508609622719738,-0.0401094048567614,0.5,0.21428571428571427,2.0
241118ab,S1,development,9,0.5580980611725341,0.019762973856432383,-0.6089100565843136,0.5411447816099983,0.10801571072129361,-0.6507936292485584,0.016022034048431187,0.3333333333333333,0.5555555555555556,2.0
241118ad,S1,development,12,-0.014034152649221353,-0.6081426920618769,-0.003337083715830289,-0.09675075806128396,0.5098204572704726,0.01584158532445957,0.015067286893481434,0.4166666666666667,0.9166666666666666,2.0
241118ae,S1,development,8,0.559160263809346,-0.7438380317604529,-0.6743747081788474,-0.14838138670034692,0.7635548918573768,-0.6372468508165877,0.07231203766402998,0.25,0.875,2.0
241118ag,S1,development,6,-0.4553095277527546,-0.5230210021748078,0.49300047469993985,0.13592944365468096,0.6729679289398054,-0.20696306228416553,-0.020586817841499325,0.5,0.6666666666666666,2.0
241118b,S1,development,15,0.6262816774702323,-0.532387669167487,-0.29113527951206014,-0.05409876306689406,0.542207570626444,-0.08504039799107838,0.25529477631844816,0.26666666666666666,0.8666666666666667,2.0
241118c,S1,development,18,0.2802743296024916,-0.38047438656548743,-0.7659996224590049,-0.026120573955409,0.2530729837195176,-0.32867951182727817,0.03140388491730829,0.4444444444444444,0.6666666666666666,2.0
241118d,S1,development,17,0.4381825004057167,-0.3655297278252466,-0.6787129850102039,-0.18182433131395886,0.47470309310573794,-0.5908011153017798,0.13309805159538116,0.29411764705882354,0.6470588235294118,2.0
241118e,S1,development,14,0.30205874343356653,-0.40439855034161165,-0.23862172008987143,0.08780724312612771,0.48287563664611055,-0.09970022010340487,0.13516303251376377,0.14285714285714285,0.8571428571428571,2.0
241118f,S1,development,11,0.25660326840924447,-0.4044013979503397,-0.7813808804864679,0.14229502364749683,0.08713595631107657,-0.6899061408229861,0.16126222746603497,0.2727272727272727,0.8181818181818182,2.0
241118g,S1,development,7,-0.3516920575974735,0.3440268766598351,-0.3809498520544171,-0.18125303202492155,0.6573283882364834,-0.6360515518804086,-0.1132060702597683,0.7142857142857143,0.42857142857142855,2.0
241118h,S1,development,13,0.08749078306612618,-0.5188394697447367,0.22640994349861984,0.25819308856843076,0.5473451921983764,0.08541329938001607,0.04520697998103759,0.4166666666666667,0.7692307692307693,2.0
241118i,S1,development,8,-0.5591661159846311,0.04601604984045849,0.29088580717982326,0.07279434066727015,0.6709690528224381,-0.0952850769497079,-0.1252927341414444,0.625,0.625,2.0
241118j,S1,development,9,-0.5078104733776699,-0.387406160652299,0.44688409523136874,0.16347610194241616,0.08326171889790786,0.02906632344651703,-0.06631399959967714,0.75,0.6666666666666666,2.0
241118k,S1,development,12,0.33960681535254683,-0.516682631503173,-0.5811547712728357,0.7113531163566976,-0.16273440016683122,-0.44967909894113167,0.0017914758684771288,0.4166666666666667,0.8333333333333334,2.0
241118l,S1,development,10,-0.05856289962805476,-0.5701240787506167,-0.18835932655782373,0.18469157181377,0.19099165583141453,-0.664610546711441,-0.043216554327170004,0.6,0.9,2.0
241118m,S1,development,8,-0.14375516551686288,-0.4642968737445645,-0.247859254806451,-0.10228277783147739,0.48683884643152164,-0.5468079389235119,0.0013814422464967727,0.5,0.875,2.0
241118n,S1,development,5,0.2525094343874602,-0.6362231083221573,-0.3469933567798699,0.13283132666114628,-0.04022290776333366,-0.9605043087487802,0.02795322378344484,0.4,0.6,2.0
241118p,S1,development,7,-0.07512023654239196,0.243661080505058,-0.1789036918115698,0.17703553184129062,0.445689574760562,-0.11499679316699464,-0.02020852129284831,0.5714285714285714,0.42857142857142855,2.0
241118r,S1,development,7,0.42987990468934795,0.6877335342163813,-0.29545826104592,0.38814640323560806,0.1540010093227482,-0.8061078253217824,0.006527107841322798,0.42857142857142855,0.2857142857142857,2.0
241112b,S3,development,291,0.3211693511920977,-0.49384960083599516,-0.20643748352999522,-0.04839668220853835,0.09170571041606274,-0.30383773594214314,0.008906609517562619,0.3642611683848797,0.7147766323024055,2.0
241112c,S3,development,440,0.2767136057960231,-0.8257039270689444,-0.40861280356016455,0.053945539442828996,-0.015658578251696087,-0.2662082186526985,0.022883641196397977,0.35909090909090907,0.8886363636363637,2.0
241112d,S3,development,539,0.2731297157059348,-0.8410689370991213,-0.6311154850997848,-0.006441773315803478,0.0093048398106975,-0.2585511810301389,0.0737797238814726,0.3172541743970315,1.0,2.0
241112f,S3,development,350,0.4942262768726575,-0.6925988927490674,-0.49439610240442905,-0.06667267101456223,0.3774821032513747,-0.2919605271113214,0.036853443365840205,0.28285714285714286,0.84,2.0
241112g,S3,development,238,0.2919607301874524,-0.7528837373908297,-0.09366363980032139,0.13509480995022496,0.08313452260796406,-0.1343800121999343,0.009925947482241303,0.46218487394957986,0.8361344537815126,2.0
241112h,S3,development,287,0.33469561721918556,-0.4838252315117672,-0.008979932785730565,0.09721933599780117,-0.11826391635564623,-0.38789989522938384,0.004384872907709578,0.4146341463414634,0.7073170731707317,2.0
241113b,S3,development,384,0.495561768828894,0.2598374031721038,-0.28903475213150603,-0.09549738110108434,0.22470581820191168,-0.23349925647160616,0.023812238150062247,0.2890625,0.3385416666666667,2.0
241022h,S2,diagnostic,117,0.5535427899736625,-0.24605148236925078,-0.745795561020649,-0.2821293519552798,0.4352053356618522,-0.7286089643065623,0.1803739489349878,0.1452991452991453,0.7264957264957265,2.0
241022i,S2,diagnostic,78,0.604224045451373,-0.2965670496668248,-0.7282580687736854,-0.27539883668269133,0.4578794853540915,-0.732419285638109,0.2692249473697884,0.1282051282051282,0.717948717948718,2.0
241022j,S2,diagnostic,86,0.6869818820688861,-0.2144460701051391,-0.717748442746235,-0.006254937746983462,0.36319682061521175,-0.6262278412857968,0.21384134888721237,0.10465116279069768,0.7209302325581395,2.0
241022k,S2,diagnostic,72,0.43128573449433355,-0.5069163208922461,-0.7732214826791779,-0.023455395478823894,0.22385708912277483,-0.5496656425417611,0.07780719171264353,0.16666666666666666,0.9027777777777778,2.0
241022m,S2,diagnostic,74,0.1630149387760618,-0.396787073449798,-0.642693662962259,-0.11951984427526305,0.22541030664330453,-0.37770458490333203,0.06372219868043777,0.2972972972972973,0.8513513513513513,2.0
241022n,S2,diagnostic,53,0.15933623652000922,-0.6613546613620143,-0.4225293778607257,0.03110390444084548,0.019549573582543955,-0.4009888418576637,0.004006229069095038,0.49056603773584906,0.9245283018867925,2.0
241022p,S2,diagnostic,52,-0.11635011336565974,-0.5741289980768112,-0.15459672608236885,0.16093138325304876,0.14693689282454245,-0.4038637116163352,-0.005815627078972098,0.6153846153846154,0.8461538461538461,2.0
241022q,S2,diagnostic,69,0.16113666448306702,-0.6147105792446232,-0.5013555653231524,0.14019128236731676,0.07621756069333678,-0.46633647826287034,0.04031041131659234,0.4057971014492754,0.9420289855072463,2.0
241022s,S2,diagnostic,52,0.10469597325466193,-0.784786584325466,-0.468014921335819,-0.2960465170888779,0.6173397516995743,-0.6264583410569027,0.036425103131620284,0.40384615384615385,0.9615384615384616,2.0
241111d,S2,diagnostic,60,0.25338570431686325,-0.7502119696778253,-0.4777459989465082,0.019494665211789622,0.0004974432871268885,-0.5884917564640739,0.04276157814890405,0.38333333333333336,0.9166666666666666,2.0
241111e,S2,diagnostic,66,0.28791491589922186,-0.7302536860175771,-0.6368509490860083,-0.028153546617213903,0.22443823711833527,-0.624380489933203,0.06801117116026802,0.30303030303030304,0.9242424242424242,2.0
241111f,S2,diagnostic,63,0.22452884931468126,-0.8126317650093833,-0.6049849170492647,0.006945941257486599,-0.028952274053092038,-0.6978284207912842,0.029762453819454908,0.36507936507936506,0.9365079365079365,2.0
241111g,S2,diagnostic,53,0.11315590079193229,-0.6660428384178944,-0.5816535579222705,-0.0740129104356164,0.26094488518635245,-0.7421238619395017,0.008704567548603333,0.4716981132075472,0.9433962264150944,2.0
241111h,S2,diagnostic,68,0.2928787685793566,-0.6299419435769407,-0.40894218145413036,-0.06683096322083791,0.26575417221857295,-0.5117718561136517,0.02778671934590738,0.4264705882352941,0.8823529411764706,2.0
241111i,S2,diagnostic,48,0.15818051891246462,-0.7560500558479448,-0.5664945532505761,-0.12169537842040087,-0.03646493925365209,-0.646817299109876,0.030220528433234646,0.3541666666666667,1.0,2.0
241111j,S2,diagnostic,61,0.14107921396207415,-0.7644732142344047,-0.5532621648882562,-0.07689403737900609,0.037556139982751695,-0.633836487339915,0.01027674113746188,0.4098360655737705,0.9836065573770492,2.0
241111k,S2,diagnostic,51,0.15758895808506493,-0.7612098463206222,-0.49740193238622377,-0.10844114938488664,-0.013722114200801952,-0.45837702758839766,0.047710628388394606,0.35294117647058826,0.9215686274509803,2.0
241111l,S2,diagnostic,45,0.13811876224806754,-0.8740565357671056,-0.3354814369165258,0.011351230075271553,-0.14472630170767736,-0.5531651500243767,0.03142183230325885,0.4222222222222222,0.9777777777777777,2.0
241111m,S2,diagnostic,48,0.13014692746307305,-0.8801365666950058,-0.45320375915845895,0.18329287945456635,-0.19103277664474494,-0.7267069849219449,0.014595609466311303,0.4583333333333333,1.0,2.0
250722a,S2,diagnostic,76,0.5037583273332498,-0.6889925394310252,-0.6447479062713696,-0.11696355196415502,0.29184843821814327,-0.5847220403898212,0.10597379013858022,0.23684210526315788,0.9736842105263158,2.0
250722b,S2,diagnostic,94,0.5196237158613172,-0.5180909832513846,-0.5745366611834509,0.07406128656197618,0.28799896552729304,-0.529066584864182,0.121395345090721,0.2553191489361702,0.9042553191489362,2.0
250722c,S2,diagnostic,76,0.3658673528797048,-0.6162732801922601,-0.5681918504264919,-0.1802434007961938,0.35386610418490017,-0.5195600275786637,0.1011034274059445,0.2631578947368421,0.9473684210526315,2.0
250722d,S2,diagnostic,63,0.4580920330922503,-0.625430843629761,-0.5650484388443902,-0.118042531108899,0.46013733614709185,-0.5443733610888176,0.12937777285941035,0.2857142857142857,0.873015873015873,2.0
250722e,S2,diagnostic,80,0.10898970699617183,-0.2088598539526361,-0.5549098731454869,0.09128198824768526,0.2360724964593314,-0.43818361821427604,0.03171244760476995,0.4,0.8,2.0
250722f,S2,diagnostic,43,0.3239050910089456,-0.5937503203997303,-0.6174249088565583,-0.21668305420123213,0.3366493482995419,-0.6652150748097834,0.03474009326529081,0.3488372093023256,0.7906976744186046,2.0
250722g,S2,diagnostic,42,0.5038298629823517,-0.6365423813985999,-0.7738426103826936,-0.08364117768716874,0.38141695680331783,-0.7426704511682805,0.042037569160091215,0.23809523809523808,0.7857142857142857,2.0
250722h,S2,diagnostic,31,0.2875835532168275,-0.5217908681998228,-0.38123327919476735,-0.0814261195570145,0.3738766859887464,-0.6821236036852746,0.0016083570552851035,0.4838709677419355,0.8064516129032258,2.0
250722i,S2,diagnostic,38,0.3546026047367837,-0.8126652438189235,-0.43072722870491625,0.08141376559684156,0.25457345320600644,-0.484624135217371,0.03487419534442115,0.39473684210526316,0.9210526315789473,2.0
250722j,S2,diagnostic,41,0.33251446631852577,-0.6013431066041655,-0.46777936798789566,-0.006987933953891787,0.3427505651955706,-0.5121384240951128,0.02418636462646636,0.35,0.7560975609756098,2.0
250722l,S2,diagnostic,22,0.35255025597750184,-0.4687332343634507,-0.042846524677143685,-0.03421699591831676,0.2769712771221,-0.3525999933510213,0.017043727684222444,0.36363636363636365,0.8181818181818182,2.0
250722m,S2,diagnostic,8,0.6171095713113766,0.6855987597748081,0.39755477372366527,-0.1776598892396904,-0.04009888708077993,-0.6066746309889238,0.027376010488731516,0.25,0.125,2.0
250722n,S2,diagnostic,35,0.28850540903289235,-0.7355992842559609,-0.3534181492030956,-0.01869093230269107,0.14498184270497835,-0.6756527229727208,0.021502833780303578,0.3142857142857143,0.8571428571428571,2.0
250722o,S2,diagnostic,28,0.3686172872784923,-0.5494564367925829,-0.3791521461905075,-0.13179724647592414,-0.12486184891673105,-0.4866996573365442,0.016974721197757777,0.32142857142857145,0.8571428571428571,2.0
250722p,S2,diagnostic,19,0.4109096629379895,0.007971464397458213,0.07146703179899044,0.17580378644295333,-0.09655530530280648,-0.6600681289823848,0.030475179379379488,0.3157894736842105,0.47368421052631576,2.0
250722q,S2,diagnostic,15,0.46632973963911173,0.5315557973216712,0.32063902069208516,0.11291044201528624,-0.11841870329380108,0.27523911724311956,0.0012533598432384599,0.4,0.06666666666666667,2.0
250722r,S2,diagnostic,23,0.3479479387189509,-0.2737052221348909,-0.191511555793609,0.19771957994410916,0.06849850917333346,-0.21369082041683007,0.0176252580077727,0.391304347826087,0.6086956521739131,2.0
250722t,S2,diagnostic,24,0.5244402758650649,-0.38910991874767004,-0.44606133677260984,-0.03565623364593953,0.11496463093695392,-0.6223856870161522,0.032954402677883674,0.25,0.7916666666666666,2.0
250722v,S2,diagnostic,24,0.17262226096802713,-0.14581048134893676,0.11036271440608084,0.12549151785658053,-0.1835494121707728,-0.6372454990467978,-0.009117736763629177,0.5833333333333334,0.5416666666666666,2.0
250722w,S2,diagnostic,26,-0.13272406293205763,-0.5500388146408364,-0.3445301323268851,-0.08473687518616947,0.14003299500767788,-0.7528094327390611,0.0005093028576778247,0.5,0.7307692307692307,2.0
250722x,S2,diagnostic,22,0.4498183265744482,-0.22328022602550596,0.011098032347630769,0.1666002568034259,0.10706147525326279,-0.3884424231560273,0.023556260481435318,0.22727272727272727,0.7272727272727273,2.0
250722y,S2,diagnostic,22,0.4545565200939737,-0.05919028055079577,-0.28519585856026697,-0.026623045284599592,0.20873484840595222,-0.5789379324448495,0.04192692426144911,0.2857142857142857,0.5454545454545454,2.0
250722z,S2,diagnostic,21,0.48427112146834617,-0.37118818930210273,-0.2776583078597821,0.05957186153529233,-0.04129026826499946,-0.5619046794063454,0.02105646812486918,0.2857142857142857,0.7142857142857143,2.0
250723a,S2,diagnostic,67,0.5853642814674243,-0.2957523170695397,-0.6351098220805265,-0.13198161893549995,0.447388445194373,-0.6510417403173653,0.1600311484244326,0.208955223880597,0.6865671641791045,2.0
250723b,S2,diagnostic,51,0.3554937893418387,0.279027870448386,-0.3406995017964808,-0.13516169348286386,0.5187771987818547,-0.4412617582047446,0.24809606692716946,0.28,0.4117647058823529,2.0
250723c,S2,diagnostic,64,0.21070979658647215,-0.42045664300943736,-0.6168790607996638,-0.09141849877520167,0.3402300232233579,-0.6857241692027977,0.06219794367422181,0.296875,0.75,2.0
250723d,S2,diagnostic,39,0.41929660453535983,-0.3890651911987677,-0.49497940703453747,-0.10326126929374461,0.4598515176139433,-0.5672076089929464,0.1674753179784738,0.28205128205128205,0.8205128205128205,2.0
250723e,S2,diagnostic,32,0.21904651884934334,-0.29991420428753407,-0.3155732455616153,-0.40854376996694464,0.6482596111551812,-0.6097616182396736,0.09585351516148033,0.3125,0.71875,2.0
250723f,S2,diagnostic,34,0.2030548513707571,-0.3591341064323386,-0.39255871691383487,-0.08004336228354396,0.6197143187499758,-0.349822478456475,-0.0016923667434401543,0.5294117647058824,0.6764705882352942,2.0
250723h,S2,diagnostic,20,0.47291220524006733,-0.30937448811226564,0.027051697367005183,-0.06743595467415207,0.652190527549173,-0.5647309075249501,0.013488512981465157,0.3,0.55,2.0
250723i,S2,diagnostic,27,-0.15199082383229437,0.0001386194245103164,-0.04878605856392955,-0.241127546910599,0.4883112368642739,-0.09995374583978084,0.026069080595956667,0.48148148148148145,0.5925925925925926,2.0
250723j,S2,diagnostic,37,0.019638205135527588,-0.18133270454454425,-0.25077242613072,-0.11435516483435128,0.5956425386687527,-0.4400194759915362,0.01789632064105779,0.3783783783783784,0.8648648648648649,2.0
250723k,S2,diagnostic,34,0.22360764370619862,-0.500677483058285,-0.5883906921727029,0.23938777017618626,-0.21802229411223142,-0.7727366128404217,0.022356292364899697,0.29411764705882354,0.7352941176470589,2.0
250723l,S2,diagnostic,26,0.33111158918511263,-0.6624595948909745,-0.8162325806356817,-0.03122335850656164,0.21677960983775588,-0.6750000002635235,0.07813156204018604,0.23076923076923078,0.8846153846153846,2.0
250723m,S2,diagnostic,30,0.11611315824196665,-0.6353674522777282,-0.5758741332520125,0.06376607219415144,0.06102706355675073,-0.644663616430715,0.01598452158529505,0.4666666666666667,0.8666666666666667,2.0
250723n,S2,diagnostic,34,0.17153383825474774,-0.678667638233329,-0.6470457367662266,0.060964997691277875,0.027042898231718317,-0.6988361551539786,0.02255525414518576,0.3939393939393939,0.9117647058823529,2.0
250723o,S2,diagnostic,18,0.1604114524212696,-0.8485918095996167,-0.4435425278229651,0.27916315324515223,-0.3211173962635372,-0.7594994213431482,0.005827612411775049,0.4444444444444444,0.9444444444444444,2.0
250723q,S2,diagnostic,20,0.5061708972487348,-0.8177846296724159,-0.7513467712366203,0.4098113197679978,-0.2872711591452225,-0.7896899554092857,0.08474082854129772,0.3,1.0,2.0
250723r,S2,diagnostic,21,-0.08495230100717797,-0.570614304572172,-0.3334163839886017,0.3094871231291339,0.03791854508591528,-0.5968298810935085,-0.012353477003560464,0.7142857142857143,0.8571428571428571,2.0
250723s,S2,diagnostic,17,0.7977169276612655,-0.5716258887206891,-0.7669162043070132,0.6041940342375036,-0.23762800961708536,-0.6413543348027201,0.028213073913549415,0.23529411764705882,0.7647058823529411,2.0
250723u,S2,diagnostic,17,0.10572904351687794,-0.666375090940647,-0.5853386656056938,-0.1065068933782976,0.18102308500577508,-0.7523463319960579,0.004497448940359483,0.3125,0.8235294117647058,2.0
250723x,S2,diagnostic,10,0.6724777170183306,0.45082490841083406,-0.0015924017789609893,0.41522482340319206,-0.43700339481510425,-0.6284874883343513,0.02423833690357515,0.3,0.2,2.0
250820a,S4,diagnostic,218,0.3884669556388636,-0.7115353842743919,-0.6315548240813099,0.04562803547671537,0.25850673468014446,-0.4481420266339277,0.07905328579009191,0.27522935779816515,0.963302752293578,2.0
250820b,S4,diagnostic,298,0.22801944696687354,-0.48044034916874273,-0.588593422162097,-0.025501410903825864,0.24293407484882173,-0.43993367693406793,0.03550407770517788,0.35570469798657717,0.8523489932885906,2.0
250820c,S4,diagnostic,224,0.060680770726709646,-0.6606698481726511,-0.3742115843301026,-0.03009608370733513,0.1603786606447413,-0.38166447549960175,0.021222525180241907,0.41964285714285715,0.9419642857142857,2.0
250820d,S4,diagnostic,239,0.16202727177756152,-0.7202298636742076,-0.5417048151815615,-0.021248899904198305,0.11176715629947187,-0.41547576125130725,0.04338891282851811,0.37656903765690375,1.0,2.0
250820e,S4,diagnostic,226,0.14833589104888398,-0.7442970911014838,-0.5039120358760381,0.029932812734236165,0.040916292728265115,-0.43000745533297857,0.04454830345828286,0.3893805309734513,0.9867256637168141,2.0
250820f,S4,diagnostic,224,0.04623025900142217,-0.7486708768074829,-0.5137325018720003,-0.030574433011457482,0.061329225802535414,-0.41388048989497933,0.033977374718174816,0.41517857142857145,0.9598214285714286,2.0
250820g,S4,diagnostic,173,0.38451950056663103,-0.893798093145409,-0.5989745462514918,0.08735280727204395,-0.02928284971177912,-0.40729623659355507,0.08417264089049149,0.3236994219653179,0.9942196531791907,2.0
250820h,S4,diagnostic,166,0.27969402548721034,-0.8792417711427171,-0.5186121129524434,0.04210439520741544,-0.04547014377379102,-0.5418341151296686,0.05568323144640301,0.3855421686746988,0.9518072289156626,2.0
250820i,S4,diagnostic,127,0.4566600211915559,-0.8058370178284997,-0.5077710796638975,0.07577504025231539,-0.11286679084836809,-0.4679794760809263,0.042630717462906906,0.2992125984251969,0.889763779527559,2.0
250820j,S4,diagnostic,150,0.37282917449608605,-0.8220787983339152,-0.5607649350404816,0.03530119837639857,0.12877084634962768,-0.4567492378075997,0.03546739459307541,0.3,0.8866666666666667,2.0
250820k,S4,diagnostic,116,0.402636940010009,-0.7156244676033812,-0.44612005713223934,0.07582739179356143,-0.02224831770745233,-0.28585579249002907,0.034785728613719834,0.3620689655172414,0.8017241379310345,2.0
250820l,S4,diagnostic,117,-0.061881830873427315,-0.89644117310728,-0.0042133401350147185,0.07328118833186843,0.2294507382896321,-0.38363686274732434,0.0014679659185221016,0.4700854700854701,0.9487179487179487,2.0
250822a,S4,diagnostic,94,0.48857443976933695,-0.5944021492225565,-0.3452051293845142,0.05042311832274753,0.003002173054582513,-0.19446733448259473,0.0297222708199969,0.2978723404255319,0.8191489361702128,2.0
250822b,S4,diagnostic,80,0.16463973660915243,-0.6281323410728642,0.10903622643553103,-0.0511804626752201,0.09914320816602919,-0.3120703126797471,0.007664299928625225,0.4625,0.8,2.0
250822c,S4,diagnostic,84,0.27845305659508307,-0.5324653729143046,-0.13071288059808786,-0.02384951562827313,-0.0252243381149065,-0.39924514608636924,0.007016885187299794,0.4642857142857143,0.75,2.0
250822e,S4,diagnostic,59,0.5087772192830291,-0.2228231021388,0.23826890469913845,0.038717825135034155,0.10360524531665359,-0.07233782848437952,0.016285231236259412,0.3898305084745763,0.6779661016949152,2.0
250822r,S4,diagnostic,209,0.2299547869592439,-0.7941057205061929,-0.45834467353047226,-0.06238638084813244,0.1792066979018385,-0.5264210123367197,0.04318718143615761,0.36363636363636365,0.9186602870813397,2.0
250822s,S4,diagnostic,156,0.3440800475537089,-0.8534514440066345,-0.40213597987623717,0.050853812459968804,0.21595837979006297,-0.388137983767746,0.038170400524575834,0.36538461538461536,0.9423076923076923,2.0
250822t,S4,diagnostic,119,0.20629240621083936,-0.6856616856460584,-0.11153987957869367,0.0253710622211958,-0.08860920356593094,-0.20531627429340732,0.024021132091860582,0.3949579831932773,0.8235294117647058,2.0
250822u,S4,diagnostic,87,0.4042706335588062,-0.6060009385570447,-0.1659802453436347,0.14352635305767292,0.06040013333541942,-0.37700901532643527,0.03434804970543476,0.40229885057471265,0.8045977011494253,2.0
