split,level,child_frames,parent_frames,target,target_value,mean_loss,median_loss,roots,videos,free_target,phi_permuted_mean_loss,phi_broken_mean_loss,whole_tree_phi_median_loss_mean
calibration,0,1,2,one,1.0,0.7671796741465577,0.6010846886633648,125,4,1.8240963042907417,0.34799545064196513,0.5167414318668389,0.32137677947034743
calibration,0,1,2,sqrt2,1.4142135623730951,0.5292510238916867,0.2928900355685926,125,4,1.8240963042907417,0.34799545064196513,0.5167414318668389,0.32137677947034743
calibration,0,1,2,three_halves,1.5,0.5111702872059477,0.2971912557302074,125,4,1.8240963042907417,0.34799545064196513,0.5167414318668389,0.32137677947034743
calibration,0,1,2,phi,1.618033988749895,0.495550537262839,0.33618059546046847,125,4,1.8240963042907417,0.34799545064196513,0.5167414318668389,0.32137677947034743
calibration,0,1,2,two,2.0,0.49633020023060387,0.4155888603221203,125,4,1.8240963042907417,0.34799545064196513,0.5167414318668389,0.32137677947034743
calibration,1,2,4,one,1.0,0.5008927510179455,0.4080580266243443,125,4,1.5038944245551147,0.2883612531140463,0.3269234312057372,0.3106052147705914
calibration,1,2,4,sqrt2,1.4142135623730951,0.2985829914557042,0.23087045821976043,125,4,1.5038944245551147,0.2883612531140463,0.3269234312057372,0.3106052147705914
calibration,1,2,4,three_halves,1.5,0.29413119973967616,0.2355272547272683,125,4,1.5038944245551147,0.2883612531140463,0.3269234312057372,0.3106052147705914
calibration,1,2,4,phi,1.618033988749895,0.29696455150496087,0.25104111061280143,125,4,1.5038944245551147,0.2883612531140463,0.3269234312057372,0.3106052147705914
calibration,1,2,4,two,2.0,0.3608283345647026,0.3528581902527466,125,4,1.5038944245551147,0.2883612531140463,0.3269234312057372,0.3106052147705914
calibration,2,4,8,one,1.0,0.3673156314847477,0.27558481245628685,125,4,1.3173008235796984,0.30747679906657427,0.26514770928434467,0.3082903952964284
calibration,2,4,8,sqrt2,1.4142135623730951,0.2506549449515503,0.20809115874770345,125,4,1.3173008235796984,0.30747679906657427,0.26514770928434467,0.3082903952964284
calibration,2,4,8,three_halves,1.5,0.26499172036615426,0.2455461792165304,125,4,1.3173008235796984,0.30747679906657427,0.26514770928434467,0.3082903952964284
calibration,2,4,8,phi,1.618033988749895,0.29286249004836806,0.28216473760535393,125,4,1.3173008235796984,0.30747679906657427,0.26514770928434467,0.3082903952964284
calibration,2,4,8,two,2.0,0.41607648764043886,0.44008796571281017,125,4,1.3173008235796984,0.30747679906657427,0.26514770928434467,0.3082903952964284
calibration,3,8,16,one,1.0,0.48985172422670176,0.33008139728053276,125,4,1.3910813540948117,0.3432139265248538,0.45300386396743175,0.33009558114534715
calibration,3,8,16,sqrt2,1.4142135623730951,0.3193547007185445,0.1745517567012467,125,4,1.3910813540948117,0.3432139265248538,0.45300386396743175,0.33009558114534715
calibration,3,8,16,three_halves,1.5,0.330718306145868,0.21747584897560582,125,4,1.3910813540948117,0.3432139265248538,0.45300386396743175,0.33009558114534715
calibration,3,8,16,phi,1.618033988749895,0.3581682384117544,0.2689571747503859,125,4,1.3910813540948117,0.3432139265248538,0.45300386396743175,0.33009558114534715
calibration,3,8,16,two,2.0,0.47903162439037644,0.4417365771990147,125,4,1.3910813540948117,0.3432139265248538,0.45300386396743175,0.33009558114534715
calibration,4,16,32,one,1.0,0.4797618658930119,0.40537660807491993,125,4,1.499867255824152,0.33210252615001856,0.36435283267462415,0.2797320033331506
calibration,4,16,32,sqrt2,1.4142135623730951,0.2748284524940647,0.18600758712360868,125,4,1.499867255824152,0.33210252615001856,0.36435283267462415,0.2797320033331506
calibration,4,16,32,three_halves,1.5,0.2703710646500122,0.208650201835532,125,4,1.499867255824152,0.33210252615001856,0.36435283267462415,0.2797320033331506
calibration,4,16,32,phi,1.618033988749895,0.2797320033331506,0.20769334543395093,125,4,1.499867255824152,0.33210252615001856,0.36435283267462415,0.2797320033331506
calibration,4,16,32,two,2.0,0.3742116809841157,0.3458498897988501,125,4,1.499867255824152,0.33210252615001856,0.36435283267462415,0.2797320033331506
evaluation,0,1,2,one,1.0,0.6664433813190896,0.5089816139596297,172,10,1.6635961488919173,0.37084402355799734,0.4588192052895009,0.3006523777399558
evaluation,0,1,2,sqrt2,1.4142135623730951,0.4411270868384869,0.2780347774702035,172,10,1.6635961488919173,0.37084402355799734,0.4588192052895009,0.3006523777399558
evaluation,0,1,2,three_halves,1.5,0.4320002405110304,0.2910284140780774,172,10,1.6635961488919173,0.37084402355799734,0.4588192052895009,0.3006523777399558
evaluation,0,1,2,phi,1.618033988749895,0.427131039533898,0.3077451878458871,172,10,1.6635961488919173,0.37084402355799734,0.4588192052895009,0.3006523777399558
evaluation,0,1,2,two,2.0,0.4500717446514263,0.3835711018628756,172,10,1.6635961488919173,0.37084402355799734,0.4588192052895009,0.3006523777399558
evaluation,1,2,4,one,1.0,0.45340513772644364,0.33180478946080205,172,10,1.3934807998216996,0.3366883792992557,0.2922487619496093,0.29498157911188216
evaluation,1,2,4,sqrt2,1.4142135623730951,0.2796811977315436,0.2158552569934166,172,10,1.3934807998216996,0.3366883792992557,0.2922487619496093,0.29498157911188216
evaluation,1,2,4,three_halves,1.5,0.28454233339019736,0.22756307380942004,172,10,1.3934807998216996,0.3366883792992557,0.2922487619496093,0.29498157911188216
evaluation,1,2,4,phi,1.618033988749895,0.3014707010779508,0.2649067601654081,172,10,1.3934807998216996,0.3366883792992557,0.2922487619496093,0.29498157911188216
evaluation,1,2,4,two,2.0,0.3949026495716433,0.3910552651039898,172,10,1.3934807998216996,0.3366883792992557,0.2922487619496093,0.29498157911188216
evaluation,2,4,8,one,1.0,0.3601088768800927,0.2973177736192403,172,10,1.346243032004094,0.32348754482490505,0.2786608582803408,0.27590940778267403
evaluation,2,4,8,sqrt2,1.4142135623730951,0.22298914472222747,0.19096756394973063,172,10,1.346243032004094,0.32348754482490505,0.2786608582803408,0.27590940778267403
evaluation,2,4,8,three_halves,1.5,0.2357350606608998,0.2157926969175662,172,10,1.346243032004094,0.32348754482490505,0.2786608582803408,0.27590940778267403
evaluation,2,4,8,phi,1.618033988749895,0.26715544883494896,0.23879386158924382,172,10,1.346243032004094,0.32348754482490505,0.2786608582803408,0.27590940778267403
evaluation,2,4,8,two,2.0,0.4000687817616859,0.41744550124449165,172,10,1.346243032004094,0.32348754482490505,0.2786608582803408,0.27590940778267403
evaluation,3,8,16,one,1.0,0.3976824024740622,0.2651934105705567,172,10,1.3036830974877913,0.36318270224448007,0.31974853867327835,0.3161588626509746
evaluation,3,8,16,sqrt2,1.4142135623730951,0.28661267864199635,0.20107119030590864,172,10,1.3036830974877913,0.36318270224448007,0.31974853867327835,0.3161588626509746
evaluation,3,8,16,three_halves,1.5,0.30447345544196214,0.23241828411344662,172,10,1.3036830974877913,0.36318270224448007,0.31974853867327835,0.3161588626509746
evaluation,3,8,16,phi,1.618033988749895,0.33456132733447325,0.2922964577615563,172,10,1.3036830974877913,0.36318270224448007,0.31974853867327835,0.3161588626509746
evaluation,3,8,16,two,2.0,0.47428420002137633,0.4906206741610172,172,10,1.3036830974877913,0.36318270224448007,0.31974853867327835,0.3161588626509746
evaluation,4,16,32,one,1.0,0.37996034114287774,0.31803075643179907,172,10,1.3744185327873637,0.3576543826224369,0.25949638445373263,0.2611029554807282
evaluation,4,16,32,sqrt2,1.4142135623730951,0.23535786088814384,0.21307120416499703,172,10,1.3744185327873637,0.3576543826224369,0.25949638445373263,0.2611029554807282
evaluation,4,16,32,three_halves,1.5,0.24288723566670037,0.22041245595614953,172,10,1.3744185327873637,0.3576543826224369,0.25949638445373263,0.2611029554807282
evaluation,4,16,32,phi,1.618033988749895,0.2611029554807282,0.24589172133535145,172,10,1.3744185327873637,0.3576543826224369,0.25949638445373263,0.2611029554807282
evaluation,4,16,32,two,2.0,0.37403542513970156,0.4088024201488862,172,10,1.3744185327873637,0.3576543826224369,0.25949638445373263,0.2611029554807282
holdout,0,1,2,one,1.0,0.47144501774301034,0.3851359052998199,40,4,1.4698140633888066,0.4445463998653272,0.38691005002351586,0.3177961739454492
holdout,0,1,2,sqrt2,1.4142135623730951,0.2726049084542297,0.20165409403327408,40,4,1.4698140633888066,0.4445463998653272,0.38691005002351586,0.3177961739454492
holdout,0,1,2,three_halves,1.5,0.2711731174407996,0.20257870570421416,40,4,1.4698140633888066,0.4445463998653272,0.38691005002351586,0.3177961739454492
holdout,0,1,2,phi,1.618033988749895,0.28564056686614625,0.25290217139872206,40,4,1.4698140633888066,0.4445463998653272,0.38691005002351586,0.3177961739454492
holdout,0,1,2,two,2.0,0.37199747330477745,0.35552214939367055,40,4,1.4698140633888066,0.4445463998653272,0.38691005002351586,0.3177961739454492
holdout,1,2,4,one,1.0,0.45340777580461183,0.34134872933996807,40,4,1.4068437630243809,0.33174367957081585,0.40732580546621167,0.2949781744961769
holdout,1,2,4,sqrt2,1.4142135623730951,0.28235305799741417,0.19214443829906439,40,4,1.4068437630243809,0.33174367957081585,0.40732580546621167,0.2949781744961769
holdout,1,2,4,three_halves,1.5,0.2907743239276106,0.22107044386281388,40,4,1.4068437630243809,0.33174367957081585,0.40732580546621167,0.2949781744961769
holdout,1,2,4,phi,1.618033988749895,0.31062486771069475,0.2697016100155556,40,4,1.4068437630243809,0.33174367957081585,0.40732580546621167,0.2949781744961769
holdout,1,2,4,two,2.0,0.41448605739660094,0.37543418340088064,40,4,1.4068437630243809,0.33174367957081585,0.40732580546621167,0.2949781744961769
holdout,2,4,8,one,1.0,0.5534912125446682,0.4415538262312051,40,4,1.5551217310975414,0.3405616808724423,0.34717285651050206,0.3450486475360157
holdout,2,4,8,sqrt2,1.4142135623730951,0.3412770059328935,0.20133805847010966,40,4,1.5551217310975414,0.3405616808724423,0.34717285651050206,0.3450486475360157
holdout,2,4,8,three_halves,1.5,0.33319236263804314,0.21983897065532412,40,4,1.5551217310975414,0.3405616808724423,0.34717285651050206,0.3450486475360157
holdout,2,4,8,phi,1.618033988749895,0.334860291466187,0.26100169522803957,40,4,1.5551217310975414,0.3405616808724423,0.34717285651050206,0.3450486475360157
holdout,2,4,8,two,2.0,0.4030234484036889,0.40544458593855637,40,4,1.5551217310975414,0.3405616808724423,0.34717285651050206,0.3450486475360157
holdout,3,8,16,one,1.0,0.4080897152717953,0.3654843950503889,40,4,1.441211955032141,0.53656543297954,0.2666152326204092,0.25729449743163463
holdout,3,8,16,sqrt2,1.4142135623730951,0.22778943493405138,0.1373406399638987,40,4,1.441211955032141,0.53656543297954,0.2666152326204092,0.25729449743163463
holdout,3,8,16,three_halves,1.5,0.23161671155031174,0.188352140377185,40,4,1.441211955032141,0.53656543297954,0.2666152326204092,0.25729449743163463
holdout,3,8,16,phi,1.618033988749895,0.25958019434985286,0.23196773501958765,40,4,1.441211955032141,0.53656543297954,0.2666152326204092,0.25729449743163463
holdout,3,8,16,two,2.0,0.3847874300007018,0.35925455323699973,40,4,1.441211955032141,0.53656543297954,0.2666152326204092,0.25729449743163463
holdout,4,16,32,one,1.0,0.5367351881801575,0.49367857014941174,40,4,1.638331867383454,0.30253502347875916,0.3189620521173017,0.25281298702489396
holdout,4,16,32,sqrt2,1.4142135623730951,0.285964179539317,0.2213504746808534,40,4,1.638331867383454,0.30253502347875916,0.3189620521173017,0.25281298702489396
holdout,4,16,32,three_halves,1.5,0.2656283877989905,0.2154207277568234,40,4,1.638331867383454,0.30253502347875916,0.3189620521173017,0.25281298702489396
holdout,4,16,32,phi,1.618033988749895,0.25281298702489396,0.227147776711371,40,4,1.638331867383454,0.30253502347875916,0.3189620521173017,0.25281298702489396
holdout,4,16,32,two,2.0,0.29343798067879423,0.24251874867612466,40,4,1.638331867383454,0.30253502347875916,0.3189620521173017,0.25281298702489396
