split,video,file,amplitude,umf,track_id,segment_index,start_frame,time_sec,s0_m,s1_m,s2_m,s3_m,handover_direction,q_whole,q_lineage,future_turn_tension,future_speed_tension,immediate_turn_tension,persists_10_frames,distance_phi_shift_control,nonoverlap,distance_one,direct_distance_one,distance_one_shift_control,direct_distance_one_shift_control,distance_sqrt2,direct_distance_sqrt2,distance_sqrt2_shift_control,direct_distance_sqrt2_shift_control,distance_three_halves,direct_distance_three_halves,distance_three_halves_shift_control,direct_distance_three_halves_shift_control,distance_phi,direct_distance_phi,direct_distance_phi_shift_control,distance_two,direct_distance_two,distance_two_shift_control,direct_distance_two_shift_control,golden_equality_residual,golden_equality_residual_shift_control
evaluation,V27,V27_Amp0.75_umf3.0.csv,0.75,3.0,2005,0,1366,27.32,0.005140038910358548,0.0029698484809834867,0.002599999999999991,0.004805205510693595,accumulation,1.5777871593536872,1.7307411281320273,0.06673043547980795,0.6141883666557709,0.25,0,0.12063442546919532,0,0.7133470893289278,0.5485497145377418,0.739221006455847,0.5943969196565227,0.22972505527755854,0.20197612425776906,0.26466476658443466,0.24782332937655013,0.15175420499589537,0.1430846064295774,0.19196883986126195,0.18893181154835847,0.07189472494806046,0.06733788947813829,0.11318509459691932,0.27773394842673255,0.14459746602220352,0.27221350972167524,0.09875026090342251,0.09252638121518558,0.15491995975028092
evaluation,V10,V10_Amp0.25_umf1.5.csv,0.25,1.5,15,0,37,0.74,0.004317406628984617,0.0032572994949804585,0.005685947590331785,0.022790348834539564,accumulation,1.7544574266210644,1.3254558371552256,0.8687256792741284,1.3883393537456548,0.09094631339428146,1,0.4535304414095807,0,0.6288164736592661,0.2817564283157875,0.664389566189936,0.06492970893721098,0.2251191103514124,0.06481716196418522,0.42227817071004237,0.28164388134276175,0.19964222266525913,0.12370867979237689,0.4258748728065466,0.34053539917095343,0.21525567526417058,0.199455396743816,0.4162821161223926,0.4317407602528972,0.4113907522441578,0.6290287951855538,0.6282174716227343,0.28040322218218716,0.596279507997475
holdout,V30,V30_Amp1.0_umf1.25.csv,1.0,1.25,488,0,1889,37.78,0.005531726674375723,0.006818357573492343,0.007186793443532361,0.00951892851112983,release,1.8112989990260058,1.2325911916574985,0.06745957441337,0.2810371933341655,0.14119212853295202,1,0.11028152491992783,0,0.6297770919004425,0.20911861337208515,0.6445694784121843,0.37861301862223257,0.28308233158954216,0.1374549769078875,0.1779870006751909,0.032039428342259896,0.2722389485758867,0.19634649473607918,0.11925054552927662,0.02685208948593183,0.29456047897784177,0.27209321168751827,0.10259880643737092,0.4940698749690838,0.48402856718786014,0.3582484420571108,0.3145341619377128,0.3849256535171045,0.14304011769568145
evaluation,V17,V17_Amp0.5_umf1.5.csv,0.5,1.5,702,0,1694,33.88,0.01012027667605982,0.010534229919647684,0.003676955262170074,0.010064790112068926,release,1.9607039862671132,1.0409033524317668,0.5953439933492551,1.0069581703199046,0.6389827415450036,0,0.5196771984131907,1,0.6744959907892228,0.040088944239034134,0.6904239497163844,0.005497797389883114,0.4479791602112527,0.3064846460409385,0.4843043600280588,0.3410757928900896,0.4530311148838288,0.36537616386913024,0.4910834106783733,0.39996731071828134,0.48113266401493704,0.4411228808205694,0.47571402766972026,0.6533596469744857,0.6530582363209112,0.6876548624568898,0.6876493831700622,0.6332146411817886,0.6849042626923797
evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,3609,0,2111,42.22,0.013997856978837828,0.005091168824543175,0.012713772060250211,0.037576721517450104,accumulation,1.3637105902882192,2.749438775504334,0.8697488931522898,1.0836989299854078,0.14283307656006017,0,0.0732167655484105,0,1.0579004454760752,1.0113968092162018,0.7140121734717167,0.5497912218568421,0.6658169941525748,0.6648232189362291,0.23060220511851554,0.2032176315768694,0.6133733642834465,0.6059317011080374,0.15277569887550801,0.14432611374867768,0.5570798511739949,0.5301849841565983,0.06857939679723868,0.4979198738597033,0.3182496286562565,0.27747861911044697,0.14335595870310316,0.7011874495157502,0.0942223508450428
evaluation,V17,V17_Amp0.5_umf1.5.csv,0.5,1.5,982,0,2394,47.88,0.0037443290453698067,0.003342154993413668,0.004805205510693568,0.003827531841800918,accumulation,1.8925911566309959,1.1203337525484893,0.24840907571555365,0.22747964395166267,0.14953369559126,0,0.12133094273499874,0,0.647987055517348,0.11362663426266989,0.6420249682258555,0.36838063961660694,0.3730451365404057,0.2329469560173029,0.18057286215654544,0.021807049336634344,0.37311856772462637,0.2918384738454945,0.1259433336107102,0.03708446849155746,0.3996057401769849,0.36758519079693364,0.11283118544299654,0.582143571288955,0.5795205462972755,0.3653355597086113,0.32476654094333834,0.5243202382151095,0.15744420211404989
evaluation,V21,V21_Amp0.5_umf3.5.csv,0.5,3.5,2239,0,1118,22.36,0.005234500931320944,0.005522680508593612,0.006865857557508787,0.007962411694957726,release,1.947818893954803,1.0550538783073526,0.005706371572997584,0.14817098196758852,0.3364166429991777,0,0.22665218408688428,0,0.6688606853768738,0.05359183510967035,0.6282654945536966,0.27128944205698885,0.4339651799045749,0.29298175517030234,0.2326197558604846,0.07528414822298389,0.4382508577312641,0.351873272998494,0.20974140813983727,0.13417566605117554,0.4661207078441038,0.4276199899499331,0.2099223830026146,0.6401015171163088,0.6395553454502749,0.4404082014501811,0.42185773850295644,0.613118395539597,0.2953846885288432
evaluation,V26,V26_Amp0.75_umf2.5.csv,0.75,2.5,831,0,710,14.2,0.013507035203922432,0.031548375552474965,0.01280351514233492,0.04215459642791043,release,1.4281372643563197,2.335699513340525,0.8409988736055105,1.1916239740812344,0.12249009434663126,0,0.4486183881773924,0,0.9201263766280133,0.8483114237042594,0.6627094108279747,0.0693564163604754,0.5018334807378071,0.5017378334242867,0.4177361077342844,0.27721717391949735,0.4455593028735222,0.44284631559609505,0.4210517371510039,0.336108691747689,0.38774650381659337,0.3670995986446559,0.4118554086991281,0.370802035769022,0.15516424314431412,0.6247208673705554,0.6237907641994699,0.49194044090761097,0.5897137246029837
evaluation,V08,V08_Amp0.25_umf1.0.csv,0.25,1.0,21,0,223,4.46,0.0032572994949804585,0.0021587033144922813,0.004229657196511357,0.0034885527085024696,accumulation,1.6627279185776045,1.5089148532421477,0.11394776464941103,0.19263399526060818,0.1121192907121662,0,0.23762297190212098,1,0.6540439538174367,0.41139075224417043,0.6279534359358796,0.2612224724473791,0.17437986556866808,0.06481716196419762,0.24014710773266373,0.08535111783259366,0.10316479095819645,0.005925644136005966,0.21959385904238873,0.14424263566078524,0.07494946464903614,0.06982107281543307,0.21998935261222444,0.3368919640248929,0.2817564283157749,0.4488527185160538,0.4319247081125662,0.09706882578846032,0.3098189775299016
calibration,V02,V02_Amp0.0_umf1.25.csv,0.0,1.25,48,0,129,2.58,0.004933558553417587,0.004242640687119322,0.0030999999999999917,0.0023259406699225934,accumulation,1.8599554745692335,1.1628509028341465,0.1414630281215096,0.28727756506190627,0.0451672353008662,1,0.5522588305273373,0,0.6386302769222681,0.15087466483159614,1.0538101616607727,1.0067330456088632,0.33669353908577954,0.19569892544837655,0.6610928812486696,0.6601594553288905,0.333285014742923,0.25459044327656827,0.6085728948084693,0.6012679375006987,0.35852263078566765,0.3303371602280073,0.5255212205492596,0.5471101002911601,0.5422725157283491,0.4939886156320132,0.3135858650489179,0.46967788420334766,0.6952777009788402
calibration,V02,V02_Amp0.0_umf1.25.csv,0.0,1.25,101,0,231,4.62,0.003764306044943736,0.00373363094051893,0.003140063693621508,0.001886796226411313,accumulation,1.9918510599142147,1.008215890888386,0.12690575645756622,0.509362811875304,0.09365777093187905,1,0.3250458025229703,1,0.6891129662124343,0.008182324185094167,0.6331111431632569,0.1813204425440061,0.4814650506286772,0.33839126609487863,0.30808707480686864,0.16525314773596664,0.48812105212756546,0.3972827839230702,0.3011518675755591,0.22414466556415824,0.5166813295501765,0.47302950087450923,0.2998913825155973,0.6849770241912141,0.6849648563748512,0.5190940046338637,0.5118267380159393,0.6808820630625922,0.4252705372052247
evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,4860,4,2885,57.7,0.02354400135915726,0.004827007354458875,0.0007071067811865089,0.02080624906127972,accumulation,1.2050206878951544,4.8775565542507096,0.09215188087183726,3.3818269675039985,0.32318085235179755,0,0.2477746881908948,0,1.5955810445836143,1.5846443883737331,0.8182172160984972,0.7147125738405082,1.2483765059602294,1.2380707980937604,0.3717591291986096,0.3681389835605356,1.1993377019645106,1.1791792802655687,0.3093298088060573,0.30924746573234385,1.1421122562992134,1.1034325633141298,0.23350074878090477,1.0254081847491787,0.8914972078137879,0.2956066668450556,0.02156539328056298,1.3981476532007684,0.31638438062008006
evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,1375,0,1635,32.7,0.024181397809059778,0.00373363094051893,0.00640312423743283,0.01739540169125162,accumulation,1.1544009560572255,6.476643833923996,0.9673645407603062,0.9994198673249763,0.12314636567823511,0,0.9503635130091214,0,1.8737118388633942,1.8682024493301554,1.4128001215805575,1.3953542994165915,1.5351091656317102,1.5216288590501827,1.0562314610372867,1.0487807091366188,1.485995802121571,1.462737341221991,1.0068680943520847,0.9898891913084272,1.4274933239606626,1.386990624270552,0.914142474356988,1.2972190484395185,1.17505526877021,0.8459897333597409,0.7022071188566462,1.7246208926675746,1.174016181059921
calibration,V07,V07_Amp0.0_umf3.5.csv,0.0,3.5,1632,0,835,16.7,0.009950376877284619,0.01120580206857146,0.0075960516059331564,0.01947434209415043,release,1.887966503102184,1.1261686071562584,0.8682143533760395,0.9414692223572957,0.014626785059402512,0,0.24984078278071803,0,0.6465130743061736,0.11882125843322418,0.627858361783491,0.2500216533042142,0.36789914789799427,0.22775233184674856,0.24885058069509364,0.09655193697575855,0.36753353292844326,0.28664384967494017,0.2306966112033749,0.15544345480395022,0.3938678257588177,0.36239056662637925,0.2311901717553893,0.5772117676533648,0.5743259221267212,0.45836679033425076,0.44312552725573107,0.5166790671317317,0.32590828630691265
calibration,V04,V04_Amp0.0_umf2.0.csv,0.0,2.0,1918,0,2139,42.78,0.00305286750449469,0.0030528675044947896,0.005091168824543092,0.006624198064671695,release,1.9999999999999674,1.0000000000000326,0.08951899018382543,0.26322188196149016,0.07440276529861171,0,0.194845859252291,0,0.693147180559929,3.264055692397907e-14,0.6303788073564764,0.30052535767938654,0.4901290717342389,0.34657359027994006,0.21260482611241013,0.04604823260058618,0.49715483373218977,0.4054651081081318,0.18197282554264277,0.10493975042877783,0.5258150012011946,0.48121182505957083,0.18068646738021693,0.6931471805599126,0.6931471805599126,0.41650593912524725,0.39262182288055875,0.6931471805598963,0.2536063506317787
evaluation,V22,V22_Amp0.75_umf1.0.csv,0.75,1.0,153,0,1610,32.2,0.004726520919238571,0.005200000000000038,0.004459820624195534,0.0030999999999999917,release,1.9089463306227956,1.1001749677726471,0.10918791143363002,0.36370643494183874,0.10918791143363002,0,0.027699294884765753,0,0.6535618761031277,0.09546922876686541,0.6697741466281218,0.45536234411880344,0.39120340614726257,0.2511043615131073,0.18094617255316967,0.10878875383883066,0.39270861977139276,0.30999587934129896,0.09916711106645461,0.049897236010639036,0.419683852101575,0.385742596292738,0.025849480940800057,0.5994915328719845,0.5976779517930799,0.3119914119812523,0.2377848364411419,0.5510822017118706,0.03580213245707575
evaluation,V24,V24_Amp0.75_umf1.5.csv,0.75,1.5,1013,0,2654,53.08,0.00990000000000002,0.010557461816175335,0.00836002392341072,0.010945775440780816,release,1.93772539009632,1.0664102844621528,0.06728784586218815,0.26949228858138996,0.004941071019172392,0,0.14131052095276211,0,0.6646322956252219,0.06429813393014971,0.637942627601267,0.3499006230808846,0.42292718347649977,0.282275456349823,0.18687926512629818,0.003327032800911961,0.42656342082320237,0.3411669741780146,0.13950159432585746,0.055564485027279745,0.4542314286063207,0.4169136911294538,0.13131120197871882,0.6296441301059503,0.6288490466297956,0.37858940460039725,0.3432465574790607,0.5972166719216564,0.18352261420674734
evaluation,V09,V09_Amp0.25_umf1.25.csv,0.25,1.25,1018,0,2647,52.94,0.004933558553417587,0.0038600518131237925,0.003634556369077242,0.0043174066289845625,accumulation,1.7824072160752702,1.2781068214276239,0.1183314469817201,0.1721678453616034,0.13591241154775022,1,0.15031439868195334,0,0.6278970026462882,0.24537993730397106,0.7562650859937815,0.6223916932564411,0.2525510963171084,0.1011936529760017,0.2880465382244876,0.2758181029764684,0.23533680600040194,0.16008517080419332,0.21826625703550473,0.21692658514827673,0.25490747570226485,0.23583188775563238,0.1411798681968375,0.46234454737560765,0.4477672432559743,0.27286947427523317,0.07075548730350426,0.3325848819548589,0.19278086883675544
calibration,V02,V02_Amp0.0_umf1.25.csv,0.0,1.25,794,0,1642,32.84,0.0023706539182259513,0.007863841300534974,0.005813776741499459,0.005903388857258174,release,1.3014625839492306,3.317161244024931,0.7927558429000933,0.015296167358778456,0.10699606468759439,0,0.42370035666545264,0,1.227717221074569,1.1991093701867752,0.9482486593432627,0.8828100405125018,0.8565747810749711,0.8525357799068023,0.5362366151149026,0.5362364502325291,0.8062434595986987,0.7936442620786108,0.4810156978673446,0.4773449324043374,0.7501868073696729,0.7178975451271715,0.40159821545289837,0.6637801971604826,0.5059621896268298,0.39544520322249793,0.1896628599525565,0.9356206735538123,0.5366569640902199
holdout,V31,V31_Amp1.0_umf1.5.csv,1.0,1.5,932,0,2173,43.46,0.008914033879226584,0.011510864433221349,0.00991261822123703,0.01194194289050155,release,1.7744017776371261,1.2913193498228073,0.010623423126935927,0.1862483025040865,0.02989345843455373,0,0.36260674029210055,0,0.6278730057940326,0.25566444751991707,0.6394344948112014,0.14716610424824597,0.24442469292253613,0.09090914276005567,0.34025176157194303,0.19940748603172678,0.22508585837978712,0.14980066058824734,0.3372273253806654,0.2582990038599184,0.2436841427342019,0.22554737753968637,0.3340457208113575,0.45355855579397936,0.4374827330400282,0.5505624971512006,0.5459810763116993,0.3177988919178964,0.4751028174526942
evaluation,V14,V14_Amp0.25_umf3.5.csv,0.25,3.5,4751,1,2424,48.48,0.011115754585272211,0.02145250568115532,0.009841239759298643,0.024911242441917697,release,1.5181564685488795,1.9299189737041118,0.28450546570278146,0.9287375103385096,0.8373744441892313,1,0.1827688856675603,1,0.7788330255269116,0.6574780194987732,0.6316493255603832,0.3116457015920273,0.3188912958485831,0.3109044292188004,0.20582749704370246,0.034927888687945476,0.25229995618916545,0.25201291139060883,0.17182523235534655,0.09381940651613704,0.18742833884930957,0.17626619443916974,0.16956612346757616,0.27794864526163054,0.03566916106117212,0.40767886935168135,0.38150147896791803,0.23998127037685027,0.23777019475617633
calibration,V04,V04_Amp0.0_umf2.0.csv,0.0,2.0,1437,0,1572,31.44,0.006723094525588625,0.008221921916437763,0.008430895563343222,0.010590561835899001,release,1.8177035240565116,1.2229371288986763,0.06344821111249334,0.22806020999991355,0.021506979066585937,0,0.5012797835623839,0,0.6305539838807716,0.20125544810536633,1.0111021772381625,0.9574888011429435,0.2900319294893822,0.14531814217460642,0.6113004888048347,0.6109152108629708,0.28037006766669653,0.20420966000279808,0.5578755780890037,0.5520236930347792,0.3031760322009022,0.27995637695423714,0.47627697608333996,0.5010905383031664,0.49189173245457896,0.4533232580935028,0.2643416205829982,0.396318456274519,0.6326152742103827
holdout,V33,V33_Amp1.0_umf2.5.csv,1.0,2.5,132,0,114,2.28,0.0040459856648287695,0.014600000000000002,0.01355322839769183,0.010235721762533371,release,1.2771223058101897,3.608515009560196,0.07213556198587365,0.28074104139655376,0.15388596004474994,0,0.7602116204965875,1,1.3064008617769047,1.2832963330227722,1.2368019376823105,1.2088995813874683,0.942255911843119,0.9367227427427995,0.8665389397332156,0.8623259911074957,0.8924473289115994,0.8778312249146077,0.8162786733751696,0.8034344732793041,0.8362537233986785,0.8020845079631688,0.7276877563278649,0.7412571814649607,0.590149152462827,0.6727209295178901,0.515752400827523,1.0386869846696372,0.9476701129580399
evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,1089,0,848,16.96,0.008682165628459271,0.00605392434706616,0.014190489773083945,0.0015999999999999903,accumulation,1.6972827524992153,1.4341384415658918,0.5359664220481793,2.1825683766994275,0.7070855663600498,0,1.249649266899857,0,0.6402170337930125,0.36056427975315575,1.699703976386945,1.6912673646737624,0.1829906195075664,0.013990689473183104,1.3563495340218352,1.3446937743937895,0.1314686989043877,0.04490082835500864,1.3073396816114666,1.285802256565598,0.12977778443277066,0.12064754530644772,1.2100555396141588,0.3708723462527288,0.33258290080678954,1.1273098613314392,0.998120184113817,0.16846431165265047,1.5221274565058218
evaluation,V10,V10_Amp0.25_umf1.5.csv,0.25,1.5,101,0,194,3.88,0.009897979591815716,0.007280109889280489,0.003052867504494737,0.00830000000000003,accumulation,1.7355147403314664,1.3595920586844268,0.32440276529861756,1.0001742004538101,0.4406499972148464,0,0.7267619666057888,1,0.6311090189860843,0.30718469790222047,1.2065787881877577,1.1762493403295315,0.2084851214327276,0.03938889237775227,0.8333101652078209,0.8296757500495588,0.17586368560937543,0.09828041020594387,0.7828009559929857,0.7707842322213673,0.18761226223860383,0.174027127157383,0.6950375152699281,0.41120130324484894,0.3859624826577248,0.6429870175135228,0.4831021597695863,0.24411935180202318,0.907418796159083
evaluation,V21,V21_Amp0.5_umf3.5.csv,0.5,3.5,0,0,3,0.06,0.005920304046246278,0.007280109889280521,0.007021395872616785,0.006873136110975834,release,1.813216302540094,1.2296851365085577,0.05020454448513155,0.02134154485974159,0.019565542297583782,0,0.3424546150463997,0,0.6299965063701383,0.206758150035761,0.6357412159994921,0.16547734968925062,0.2851575750824639,0.13981544024421172,0.3228319606233695,0.18109624059072213,0.2746756152157315,0.19870695807240343,0.31781911587875805,0.23998775841891376,0.29714616658609877,0.2744536750238425,0.3157344753703529,0.4961724510021127,0.4863890305241843,0.5335982288178497,0.5276698308706947,0.3883440810408578,0.4483501020106014
calibration,V03,V03_Amp0.0_umf1.5.csv,0.0,1.5,1619,0,2859,57.18,0.004522167621837999,0.003744329045369805,0.0040311288741492575,0.0027856776554368258,accumulation,1.8279943068204871,1.207737772787373,0.5130428335099558,0.3695552872903046,0.31944274445864007,0,0.0035197186957833995,0,0.6320599494928315,0.18874900044118356,0.6819818632751176,0.4845002741468396,0.301289979176974,0.1578245898387892,0.19187212115100344,0.13792668386686696,0.29338134724016074,0.21671610766698085,0.10860756514121957,0.0790351660386753,0.31689168815778895,0.2924628246184198,0.0032884490872362466,0.5123519662012076,0.5043981801187617,0.29830114621296877,0.20864690641310568,0.4144703581551191,0.004543248791612249
evaluation,V09,V09_Amp0.25_umf1.25.csv,0.25,1.25,647,0,1719,34.38,0.004459820624195587,0.0036769552621700396,0.006789698078707167,0.012167168939404114,accumulation,1.8244625898677815,1.2129113100939721,0.19236094668643214,0.5833347787576793,0.19820226789923348,1,0.038207012997422844,0,0.6315079533332578,0.19302351112554147,0.6659835866295736,0.44557024912568605,0.2974151470303583,0.1535500791544312,0.17839178433320113,0.09899665884571332,0.288923947061839,0.21244159698262285,0.09808481624315224,0.04010514101752167,0.31220215416477193,0.28818831393406197,0.03564157593391748,0.5084901750881924,0.5001236694344038,0.3171216386394619,0.24757693143425927,0.4082619612383999,0.04940580156168274
calibration,V03,V03_Amp0.0_umf1.5.csv,0.0,1.5,671,1,1199,23.98,0.007280109889280547,0.0036769552621700443,0.006328506932918667,0.008321658488546648,accumulation,1.505068648425775,1.9799288732667402,0.05319446335967668,0.2737972357765479,0.21977593316108174,1,0.25567191435408254,1,0.7960660464406148,0.6830609214686566,0.6279068057458507,0.2446797819355609,0.34219971415745576,0.3364873311886838,0.25311381516926706,0.1018938083444118,0.2776163097523977,0.27759581336049227,0.2360385968633054,0.16078532617260352,0.21443170089293875,0.20184909640905316,0.23653204312404258,0.28448752584515774,0.010086259091288694,0.4629462863824787,0.4484673986243844,0.2742224107361414,0.3335924385747483
evaluation,V15,V15_Amp0.5_umf1.0.csv,0.5,1.0,25,0,165,3.3000000000000003,0.006621933252457303,0.005456189146281485,0.007009279563550045,0.005821511831131125,accumulation,1.8239571343091947,1.2136553691453857,0.23868977582539597,0.18567493028080648,0.5367031038980505,1,0.09791485584442645,0,0.6314319320561212,0.1936367718952527,0.7268199307560633,0.5730061567428947,0.2968614794052939,0.15293681838472006,0.2477592176018496,0.22643256646292187,0.2882853088372052,0.21182833621291172,0.17264564228576634,0.16754104863473024,0.31152949825269827,0.2875750531643507,0.09179433168329114,0.5079372057720076,0.4995104086646926,0.2737792212482794,0.12014102381705068,0.4073716185537592,0.1258695377113219
calibration,V03,V03_Amp0.0_umf1.5.csv,0.0,1.5,1396,0,2478,49.56,0.006168468205316477,0.006931810730249336,0.006640783086353572,0.007021395872616818,release,1.88987833704089,1.1237491220713351,0.005734692730920728,0.055732149297930654,0.04516723530086669,1,0.3820681674277493,0,0.647116772293955,0.11667052555429784,0.6436509984036557,0.1295114983704761,0.3700269780465319,0.22990306472567493,0.35738293311373937,0.21706209190949666,0.3698448153585302,0.2887945825538665,0.35606892042109684,0.27595360973768823,0.39624316363142514,0.3645412995053057,0.3517003266891273,0.5792519537287312,0.5764766550056475,0.5671080390314862,0.5636356821894692,0.5198419295092541,0.5009751228482908
evaluation,V19,V19_Amp0.5_umf2.5.csv,0.5,2.5,1745,0,1383,27.66,0.008168843247363718,0.014289856542317018,0.006799999999999973,0.007473285756613381,release,1.5716532718976608,1.7493121253035058,0.06868051342063494,0.0944121505755517,0.24054802997041017,1,0.0032330401853393645,1,0.7191312700134855,0.5592226394075275,0.6818634760973142,0.4842324005804178,0.2374055046019249,0.21264904912755475,0.19175072686024433,0.13765881030044508,0.1606823378123867,0.15375753129936315,0.10848297855293407,0.07876729247225342,0.08325593038054677,0.07801081434792413,0.0030205755208142257,0.2757280864141012,0.13392454115241778,0.29841564366760825,0.2089147799795275,0.10709453467913622,0.004173256032958474
calibration,V03,V03_Amp0.0_umf1.5.csv,0.0,1.5,1332,0,2373,47.46,0.003257299494980458,0.002640075756488846,0.0023259406699225925,0.0018601075237738287,accumulation,1.810510596448757,1.233790161882508,0.059947181530961534,0.22349025189437408,0.15129281477857828,1,1.474931548293159,0,0.6296901625434868,0.2100908639267162,1.9204279757656286,1.9155076667129252,0.28223036745577446,0.13648272635325648,1.5828186855263175,1.5689340764329525,0.271236396596598,0.19537424418144816,1.5336547004696626,1.5100425586047608,0.293495619543016,0.2711209611328873,1.4342958416533218,0.4932051031189779,0.4830563166332291,1.3427730211459608,1.22236048615298,0.38351803905450493,1.778125030010629
evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,3852,1,2951,59.02,0.005813776741499483,0.003001666203960692,0.0049396356140914205,0.0040459856648287695,accumulation,1.516302282909217,1.9368498515351964,0.045707812000838836,0.19956637045806605,0.009876892866471584,0,0.012282177353783856,0,0.7812097711976022,0.66106286543438,0.6756285023405478,0.4697433419773789,0.322120697320385,0.3144892751544073,0.18574535403818412,0.12316975169740615,0.2558262301137878,0.2555977573262156,0.1027354074179744,0.06427823386921451,0.1912151453673257,0.17985104037477645,0.011468483082224593,0.27872530309954613,0.03208431512556532,0.30492919479251324,0.2234038385825664,0.2447882030319024,0.01586459230999973
holdout,V30,V30_Amp1.0_umf1.25.csv,1.0,1.25,479,0,1858,37.16,0.00990000000000002,0.009950376877284563,0.010412012293500254,0.010458011283222029,release,1.9949371890225034,1.0050885734630852,0.018251095117522948,0.004408146836961777,0.01675224165358576,0,0.20045435497988215,0,0.690631217264129,0.005075670426661881,0.6298760895832792,0.29536473318187,0.48475111741562066,0.3414979198533109,0.21591730966892386,0.05120885709810272,0.4915493610490599,0.4003894376815025,0.18676841823842438,0.1101003749262944,0.5201483518258714,0.4761361546329415,0.18584709187773343,0.688076178435102,0.6880715101332834,0.42065388969889517,0.39778244737807533,0.6855368952202807,0.260965710548406
evaluation,V21,V21_Amp0.5_umf3.5.csv,0.5,3.5,1206,0,594,11.88,0.003100000000000047,0.008926925562588698,0.00891403387922664,0.006723094525588628,release,1.347264013603031,2.879653407286633,0.10853051306133034,0.2820783317741382,0.07160466346750965,0,0.5458146579598093,1,1.0988698451363264,1.0576699422137097,1.0483561182256258,1.0005008901521126,0.7127482372428897,0.711096351933737,0.6547820918297113,0.6539272998721399,0.6609868319947645,0.6522048341055454,0.6021577100222127,0.5950357820439482,0.604849349359729,0.5764581171541062,0.5192890650925093,0.5375483017868821,0.36452276165376446,0.4887551931784296,0.3073537095921674,0.7595940628011316,0.6873738880811756
evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,4787,1,2811,56.22,0.006514598989960917,0.006280127387243016,0.009616652224137066,0.010347946656221243,accumulation,1.96400828307633,1.037335485135889,0.9782319507551812,0.07329190686404186,0.8009019280317883,0,1.0592479361820566,0,0.6759819856167308,0.03665539200567408,1.5160751628726528,1.502702473103646,0.45155834397951056,0.30991819827429856,1.165267661328642,1.1561288828236733,0.4567963301898824,0.36880971610249036,1.11613986579893,1.0972373649954816,0.48495299382784923,0.4445564330539295,1.0214906480440427,0.6567429063757744,0.6564917885542713,0.947452668746838,0.8095552925437007,0.6383320353700132,1.3017816508687998
calibration,V03,V03_Amp0.0_umf1.5.csv,0.0,1.5,1674,0,2958,59.16,0.007863841300534974,0.010417293314484355,0.00879317917479221,0.00885663593019384,release,1.754883352434838,1.324707978755328,0.05953037515093763,0.0071906734940147595,0.07720375303128339,0,0.4656890968441489,1,0.6287808929523682,0.28119204175578755,0.6687035241765487,0.05398031266297595,0.22551456091309055,0.06538154852418511,0.43356349963141,0.2925932776169968,0.2001826793464763,0.12427306635237685,0.43782628061933726,0.3514847954451885,0.21586991768909414,0.20001978330381595,0.4272315123966275,0.43220508667052043,0.41195513880415774,0.6397212104482207,0.6391668678969694,0.2812103471039939,0.6125409016212682
holdout,V33,V33_Amp1.0_umf2.5.csv,1.0,2.5,1789,0,1541,30.82,0.04006320007188645,0.04400908997014141,0.008299999999999974,0.04097047717564443,release,1.9103392071744245,1.0984916305031738,0.03659604397443751,1.5965962236409177,0.9388692174902806,0,0.5008346830546779,1,0.654061777494053,0.09393799379044766,0.6823806389584495,0.022393529421989664,0.392746207650244,0.2526355964895251,0.46648941617661815,0.32418006085798307,0.39436529041025215,0.3115271143177167,0.472464416947321,0.38307157868617464,0.4213786088791766,0.3872738312691557,0.4588182956376138,0.6009620390563936,0.5992091867694976,0.6708460541006883,0.6707536511379556,0.5533428278791782,0.6596195688872497
calibration,V03,V03_Amp0.0_umf1.5.csv,0.0,1.5,295,1,546,10.92,0.007199999999999984,0.006818357573492343,0.008321658488546593,0.00991261822123703,accumulation,1.946994107429494,1.055972779719173,0.006907787652863313,0.1749469408365323,0.0003926979331663604,0,0.5078124966894662,0,0.6685088782994225,0.054462408170756545,0.685302904645143,0.016133493024092192,0.43306513964423066,0.29211118210921616,0.4730745918186561,0.33044009725588047,0.4372994375794469,0.35100269993740785,0.47935585227025596,0.38933161508407227,0.4651534952158668,0.4267494168888469,0.46507833203551135,0.6392493440772571,0.6386847723891887,0.6770613573760561,0.6770136875358531,0.6118242917275636,0.6689794768705898
calibration,V05,V05_Amp0.0_umf2.5.csv,0.0,2.5,1624,0,1269,25.38,0.045735106865514116,0.006324555320336731,0.009752948272189305,0.002647640458974682,accumulation,1.138286663217697,7.23135533631147,0.3536291955827713,1.3039007756680394,0.7213534929351355,0,2.4058106752130137,0,1.9826618095790531,1.9784264786729726,2.8497530909052173,2.8491973552067105,1.6462242511457865,1.631852888393,2.519404249066396,2.5026237649267378,1.5969817955647785,1.5729613705648082,2.468554145961716,2.4437322470985463,1.5379648569406583,1.497214653613369,2.367985530147107,1.403429276050606,1.2852792981130272,2.2481449853650424,2.1560501746467655,1.848902273796251,2.792920270998948
