split,video,file,amplitude,umf,track_id,segment_index,start_frame,time_sec,s0_m,s1_m,s2_m,s3_m,handover_direction,q_whole,q_lineage,future_turn_tension,future_speed_tension,immediate_turn_tension,persists_10_frames,distance_phi_shift_control,nonoverlap,distance_one,direct_distance_one,distance_one_shift_control,direct_distance_one_shift_control,distance_sqrt2,direct_distance_sqrt2,distance_sqrt2_shift_control,direct_distance_sqrt2_shift_control,distance_three_halves,direct_distance_three_halves,distance_three_halves_shift_control,direct_distance_three_halves_shift_control,distance_phi,direct_distance_phi,direct_distance_phi_shift_control,distance_two,direct_distance_two,distance_two_shift_control,direct_distance_two_shift_control,golden_equality_residual,golden_equality_residual_shift_control
calibration,V07,V07_Amp0.0_umf3.5.csv,0.0,3.5,1896,0,973,19.46,0.009055385138137431,0.022898034850178724,0.009374433316206363,0.004827007354458909,release,1.3954656020652685,2.5286649326202526,0.9091534247600481,0.6637594434723679,0.16276259514489827,0,0.21965703898688244,1,0.9857243247110876,0.9276914688431235,0.6285763209881486,0.2777129188357847,0.5812710987503332,0.5811178785631507,0.22797534802404418,0.06886067144418802,0.5271987800120514,0.5222263607349591,0.20352489237153745,0.12775218927237975,0.4703650156443817,0.44647964378352,0.20349890622381883,0.4295960312618258,0.23454428828317817,0.4350750983733424,0.41543426172416065,0.594463344335576,0.2861875387085456
evaluation,V10,V10_Amp0.25_umf1.5.csv,0.25,1.5,1109,0,2263,45.26,0.008221921916437785,0.007488658090739613,0.007749193506423734,0.006621933252457355,accumulation,1.9108160071148106,1.0979165848958863,0.17856384164807548,0.15720141485389327,0.2015635494657178,0,0.14352982939849018,0,0.6542337786745818,0.0934143701612928,0.7522876069947722,0.6159873169372097,0.39327417893371247,0.25315922011868,0.2825883698877948,0.269413726657237,0.3949319672468425,0.3120507379468716,0.21216945056155992,0.2105222088290453,0.42195820602996403,0.3877974548983107,0.13477549187760615,0.6014651580859453,0.5997328103986526,0.27244952536564077,0.07715986362273564,0.5541160095169047,0.18413517903533652
calibration,V02,V02_Amp0.0_umf1.25.csv,0.0,1.25,739,0,1524,30.48,0.0011180339887498958,0.0011180339887498958,0.009363759928575731,0.0043174066289845625,release,2.0,1.0,0.03661449315638174,0.7741920069711377,0.741399123894567,0,1.6848372781758487,1,0.6931471805599453,0.0,2.1282661130729434,2.12527513594275,0.4901290717342736,0.34657359027997275,1.7939990486667476,1.7787015456627775,0.49715483373222585,0.40546510810816444,1.7445353355183646,1.719810027834586,0.5258150012012311,0.4812118250596035,1.6440633108831468,0.6931471805599453,0.6931471805599453,1.5452512867161698,1.432127955382805,0.6931471805599453,2.0124822079812024
evaluation,V23,V23_Amp0.75_umf1.25.csv,0.75,1.25,679,0,2632,52.64,0.0030528675044947445,0.010065783625729316,0.017645962711056593,0.027481084403640228,release,1.3032915884155565,3.2971570534618477,0.9997177464475234,0.4429909125037582,0.9882771527280826,0,1.3132124457869736,0,1.222113710689475,1.1930605982179912,1.7616674433674797,1.7544257012820155,0.8504186994505144,0.8464870079380183,1.4202175343963614,1.4078521110020428,0.8000419726645205,0.7875954901098265,1.3711889008004743,1.348960593173851,0.7439909179048676,0.7118487731583876,1.273213876222412,0.6582666790999012,0.49991341765804576,1.1878621649463588,1.0612785207220703,0.9281675427504548,1.5948555295643034
calibration,V02,V02_Amp0.0_umf1.25.csv,0.0,1.25,717,0,1510,30.2,0.003744329045369799,0.015740711546813887,0.017495142182903257,0.028206382256503584,release,1.2378754628870445,4.203880416513794,0.9482205083694615,0.4776250206439358,0.8988556222753197,1,0.0742213794557907,0,1.451777219529869,1.4360080074421488,0.71451898455288,0.5507347167344457,1.097544289319133,1.0894344171621761,0.23127174496463898,0.2041611264544731,1.0482886001671898,1.0305428993339845,0.15355513790483918,0.1452696086262813,0.9916454803515345,0.9547961823825454,0.06952289167484228,0.884309251792836,0.7428608268822036,0.2772884322681001,0.14241246382549957,1.2226114336460663,0.09551097935917593
holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,4246,1,2887,57.74,0.003827531841800914,0.008697700845625845,0.010399999999999965,0.010568822072492262,release,1.4400624842973089,2.2724045690847707,0.6813194865793647,0.016102546890252287,0.09662956748284461,0,0.2400144903087481,0,0.8982049741909279,0.8208385523856514,0.8129794211654637,0.7073398952995443,0.47461071621209144,0.4742649621056787,0.3648124447970331,0.3607663050195716,0.4173703304279936,0.41537344427748696,0.30191150635324643,0.30187478719137995,0.35906053005188815,0.33962672732604793,0.22612807023994083,0.3524081471016028,0.12769137182570606,0.29273488763255706,0.014192714739598995,0.456152047866011,0.3065833460627763
calibration,V05,V05_Amp0.0_umf2.5.csv,0.0,2.5,3810,0,2957,59.14,0.011510864433221349,0.00904709898254686,0.00818413098624403,0.0064884512790033145,accumulation,1.785961735109672,1.2723265718024577,0.009232474643671754,0.23217316333886204,0.019055984300783608,1,1.3674711399360258,0,0.627978939147724,0.24084717080456483,1.81477005815136,1.808411050281149,0.25621459454918394,0.1057264194754079,1.4747575656193308,1.461837460001176,0.23988852748685371,0.1646179373035996,1.425695967005787,1.4029459421729844,0.25985724524853454,0.24036465425503867,1.3271992252215454,0.46624811294535656,0.4523000097553805,1.2397106132716709,1.1152638697212036,0.3391098865096278,1.6566222589172228
calibration,V04,V04_Amp0.0_umf2.0.csv,0.0,2.0,1186,0,1318,26.36,0.00863307592923864,0.006741661516273301,0.009106591019695544,0.002647640458974737,accumulation,1.7809107172845005,1.2805561223149167,0.1121451722565977,1.2353295887083071,0.006688812520727944,1,0.4714493631396634,1,0.6278755174170318,0.24729445413505,0.67082349530363,0.04879687292234245,0.25101840680335386,0.09927913614492276,0.43893012918338015,0.2977767173576302,0.23342028714309682,0.15817065397311436,0.44349442437798703,0.3566682351858219,0.2528174223971859,0.23391737092455342,0.43241495213726094,0.46070145393159334,0.4458527264248953,0.6448008752139686,0.6443503076376028,0.3298304182502537,0.6202494835017696
holdout,V31,V31_Amp1.0_umf1.5.csv,1.0,1.5,947,0,2188,43.76,0.004827007354458848,0.004384062043356593,0.003534119409414441,0.0012529964086141529,accumulation,1.9082360397290272,1.1010353655403837,0.5194201376656683,1.0369263523886412,0.11047313952141896,1,0.11997216211493654,1,0.6533084321353916,0.09625097851475045,0.6423269382074671,0.36963847614373163,0.3904164146541712,0.25032261176522225,0.18021911682688696,0.023064885863758808,0.3918630992166346,0.309214129593414,0.1250859886184596,0.03582663196443277,0.4188187116370906,0.3849608465448531,0.11157334891587187,0.5987412296491981,0.5968962020451949,0.36445435723962527,0.3235087044162137,0.54992829740963,0.1556721867036156
calibration,V02,V02_Amp0.0_umf1.25.csv,0.0,1.25,609,0,1281,25.62,0.0030999999999999917,0.005295280917949474,0.0054129474410897676,0.005295280917949474,release,1.5854269203153861,1.7081551348224155,0.004664360891702596,0.021977726928323782,0.004664360891702596,0,0.057899217918769216,0,0.7064376956515519,0.5354139195920936,0.7064376956515519,0.5354139195920936,0.22072747528922898,0.18884032931212097,0.22072747528922898,0.18884032931212097,0.14126072380684798,0.12994881148392934,0.14126072380684798,0.12994881148392934,0.057899217918769216,0.054202094532490114,0.054202094532490114,0.28078467332787443,0.15773326096785165,0.28078467332787443,0.15773326096785165,0.07456019817443414,0.07456019817443414
evaluation,V13,V13_Amp0.25_umf3.0.csv,0.25,3.0,379,0,208,4.16,0.0038999999999999924,0.0007071067811865475,0.01613102600580633,0.008184130986244076,accumulation,1.181309431073474,5.51543289325506,0.12957756398092496,0.6785474649746274,0.2697454346418446,1,0.2661534856496592,0,1.715660481143215,1.7075501434155713,0.6281462409136682,0.2350839906440924,1.3728216232886385,1.3609765531355986,0.26094055515629744,0.11148959963588037,1.3238091810685022,1.302085035307407,0.24570339118404022,0.17038111746407192,1.2660456068701518,1.226338318355968,0.24612783441551103,1.1429088091791657,1.0144029628556261,0.4712380084360584,0.4580631899158529,1.5409266328354911,0.3474134061885633
calibration,V02,V02_Amp0.0_umf1.25.csv,0.0,1.25,339,0,729,14.58,0.005107837115648856,0.002823118842698615,0.010120276676059798,0.020616740770548574,accumulation,1.5527033808594715,1.8092887335788819,0.01066586737498095,0.7115624015144819,0.8060653728789283,1,0.061210541678052385,0,0.7383551448671991,0.5929338031732592,0.6582650364034727,0.4241602430337561,0.26347938574475144,0.24636021289328647,0.17495972405210566,0.07758665275378333,0.1906226630840857,0.18746869506509478,0.09969296044819141,0.01869513492559163,0.11908156298101447,0.11172197811365561,0.057051582025847446,0.2722635990932352,0.10021337738668613,0.3291837873403157,0.26898693752618924,0.1529362747638858,0.07922921492182147
evaluation,V14,V14_Amp0.25_umf3.5.csv,0.25,3.5,3617,0,1827,36.54,0.003939543120718436,0.0058,0.005699999999999983,0.006818357573492315,release,1.6792315725376614,1.4722519394437497,0.023363094453936653,0.17915244301074537,0.0,0,0.3303424605897262,1,0.6467468282267116,0.38679316017483867,0.6338559006410283,0.1764977513384801,0.17640872803069085,0.04021956989486602,0.31254082057310945,0.17007583894149256,0.11440518202841692,0.018671947933325685,0.3062122151939904,0.22896735676968422,0.1014549667856623,0.09441866488476479,0.3047140737211234,0.3527203322006011,0.3063540203851066,0.5234913945708922,0.5166494292214652,0.13154313130326453,0.4322894418168203
evaluation,V24,V24_Amp0.75_umf1.5.csv,0.75,1.5,266,0,708,14.16,0.005199999999999982,0.007317103251970715,0.005885575587824837,0.0063245553203367935,release,1.7106637450550484,1.4071352407636037,0.247097558683562,0.07193518520986117,0.032578656487443895,1,0.37080572507563747,0,0.6363191965754761,0.3415558934587288,0.9071225486535236,0.8320814060616587,0.1903739972542961,0.005017696821244024,0.48573002214115285,0.48550781578168606,0.14613227804691953,0.06390921464943566,0.42889996772664757,0.4266162979534943,0.15034256348460034,0.13965593160087472,0.35086958100205534,0.3847537025798448,0.35159128710121657,0.35979022285357726,0.13893422550171342,0.19532555674612687,0.4708171648723082
evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,2026,0,2340,46.8,0.011479111463872071,0.011510864433221355,0.00951892851112983,0.012548306658669085,release,1.997241478297873,1.002766152192983,0.022430161989059096,0.27630343776117033,0.053795860502749177,0,0.4062312173592594,0,0.6917724828453242,0.002762333434562622,0.6497553204323595,0.1076315853763121,0.48720082934647657,0.3438112568454101,0.37901182453156484,0.2389420049036606,0.49410351092530413,0.40270277467360177,0.37957518577946575,0.29783352273185226,0.522730699413027,0.4784494916250408,0.37358023968329135,0.6903862267803481,0.6903848471253827,0.5878528419234993,0.5855155951836332,0.6890046342185486,0.5331471738374588
evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,4787,1,2813,56.26,0.009616652224137066,0.010347946656221243,0.013661625086350467,0.026227466518899605,release,1.9293295127643009,1.0760445958780418,0.8271381389911708,0.6522163882014108,0.17229889643232799,0,1.0243665623212241,0,0.6612468909106558,0.07329190686404186,1.4828299165920495,1.4682713714125495,0.41370833441202876,0.27328168341593084,1.130313877291723,1.1216977811325766,0.416768121161722,0.33217320124412253,1.0811270472195726,1.062806263304385,0.4442531179504605,0.40791991819556156,0.9870595463529459,0.6208983291193034,0.6198552736959034,0.9148154867372512,0.7751241908526041,0.5838806329816529,1.2609944034911336
calibration,V04,V04_Amp0.0_umf2.0.csv,0.0,2.0,845,1,959,19.18,0.010959014554238002,0.00943663075467084,0.012509996003196815,0.040184200875468486,accumulation,1.8610838782964807,1.1613270497856059,0.9666646908500731,1.166945900336954,0.04150647073557642,0,0.8525925017095006,0,0.6389113880702526,0.14956335967513762,1.3215016709242933,1.2993115407840885,0.3379500032592677,0.19701023060483505,0.9585522853902105,0.9527379505041158,0.3346783241769816,0.2559017484330267,0.9088228368167859,0.8938464326759241,0.35996656772034163,0.3316484653844658,0.818099715724485,0.5483298838456854,0.5435838208848077,0.7561291657621029,0.6061643602241433,0.4715956885955467,1.0581556031815138
holdout,V32,V32_Amp1.0_umf2.0.csv,1.0,2.0,1270,0,1583,31.66,0.0340872410147844,0.04846607060614673,0.010916501271011717,0.043107771921081714,release,1.7033217380420618,1.421824388343014,0.9170563966446585,1.3734277812970412,0.07577285532176149,0,0.9955033873808867,1,0.6383605021140335,0.35194082751215405,1.4554313734155166,1.4398101273820159,0.1860841377291018,0.00536723723218134,1.1014068657967158,1.0932365371020432,0.13792433681368593,0.053524280596010367,1.0521600187141438,1.0343450192738515,0.13910324172384148,0.1292709975474494,0.9585983023224124,0.3770987879689979,0.34120635304779123,0.8879001628811166,0.7466629468220706,0.18063948060047344,1.2271430640873902
calibration,V04,V04_Amp0.0_umf2.0.csv,0.0,2.0,1356,0,1489,29.78,0.005597320787662596,0.012509996003196808,0.005162363799656119,0.007488658090739609,release,1.4474278637844693,2.2349971491308613,0.056115013620371516,0.37199504605723965,0.741634525335297,0,0.4358259543572281,1,0.8851808492123504,0.804239952508057,0.6585057153795527,0.08089347717612136,0.45825474608204275,0.45766636222808427,0.40595678193502277,0.2656801131038514,0.40036761338614807,0.3987748443998926,0.4085059047750869,0.32457163093204294,0.341705163736986,0.32302812744845355,0.40031834788348203,0.34191037234827903,0.11109277194811173,0.613534884361716,0.6122537033838239,0.4344518583214865,0.572624711199606
evaluation,V09,V09_Amp0.25_umf1.25.csv,0.25,1.25,930,0,2475,49.5,0.008174350127074341,0.00731710325197066,0.006888396039717791,0.00891403387922664,accumulation,1.8951296602448693,1.1171565912880628,0.09248062701349904,0.25778861266526276,0.05284877781452333,0,0.018614417396312755,0,0.648815760929991,0.11078669941820796,0.688375443548133,0.4986127682199611,0.3758679947231179,0.23578689086176471,0.19876346654062246,0.15203917793998845,0.3761757070247802,0.2946784086899565,0.11600108089093314,0.09314766011179666,0.40274385949328184,0.37042512564139557,0.017400943160357677,0.5848458097664662,0.5823604811417373,0.29258519084294576,0.1945344123399842,0.5285005590682904,0.024011821478263053
evaluation,V27,V27_Amp0.75_umf3.0.csv,0.75,3.0,202,0,127,2.54,0.013461797799699714,0.01200708124399933,0.012393950137062851,0.009960923651951151,accumulation,1.8919374234151078,1.1211548856994196,0.04524745452451695,0.21853865794407729,0.12301357363353817,0,0.19412797766318451,0,0.6477758793350654,0.11435930198504947,0.6304471591612187,0.3011860779605068,0.3723179545243605,0.23221428829492327,0.21218815919900239,0.04538751231946596,0.37233029209511315,0.2911058061231149,0.1813625973478082,0.10427903014765758,0.3987962782118091,0.366852523074554,0.18002574709909677,0.581447110743782,0.5787878785748959,0.41597719075962913,0.39196110259943856,0.5232420937927589,0.2526645940957962
holdout,V31,V31_Amp1.0_umf1.5.csv,1.0,1.5,470,0,1157,23.14,0.012509996003196801,0.007382411530116727,0.005223983154643573,0.006319810123730012,accumulation,1.590121014285714,1.6945676832241021,0.005303066940114756,0.19042899663371876,0.017093429570610583,0,0.48652968022463916,0,0.7023530170210023,0.527427654155501,0.6766013350269273,0.0352386568332366,0.21552864545737732,0.18085406387552816,0.4530369596317375,0.31133493344673613,0.13519986462713957,0.1219625460473366,0.4583507054312103,0.37022645127492776,0.04938341923506557,0.04621582909589736,0.4459731682263669,0.2829460150365807,0.1657195264044444,0.6581402745180682,0.6579085237267087,0.06361753120589381,0.6404444076465606
evaluation,V16,V16_Amp0.5_umf1.25.csv,0.5,1.25,487,0,1644,32.88,0.005699999999999983,0.00885889383614006,0.003832753579347342,0.0032802438933713447,release,1.6434211884046632,1.554191901077208,0.207263337015899,0.1556657177260692,0.4267958419016893,0,1.1083643767358742,0,0.6642533290191854,0.4409557327880545,1.5631165639680467,1.5512479569803863,0.17739786427589377,0.09438214250808184,1.2145178496621714,1.2046743667004136,0.09796950057951358,0.035490624679890045,1.1654508031240698,1.145782848872222,0.043161626487185495,0.04025609227154901,1.0700361319207827,0.31962561428087716,0.2521914477718908,0.9935928923170588,0.858100776420441,0.055824426673271116,1.358989879086505
calibration,V03,V03_Amp0.0_umf1.5.csv,0.0,1.5,1490,0,2640,52.8,0.004384062043356593,0.005939696961966983,0.006236986451805103,0.009021086409075106,release,1.73809523809524,1.3548387096774162,0.028437937161108057,0.36906764597456393,0.02166940967990087,0,0.21656402053824625,0,0.6307135615423674,0.3036824137982197,0.7974544811343262,0.6850830183461066,0.21062950316031417,0.04289117648175307,0.3440662251893167,0.33850942806613393,0.17906503969000107,0.10178269430994469,0.27963090010468605,0.27961791023794225,0.1914160433000492,0.1775294112613838,0.2038711932865031,0.41398429004959286,0.3894647667617256,0.2851008577136086,0.0080641622138387,0.24910740906680412,0.27692262407076107
holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,132,1,114,2.28,0.014239382009062055,0.01673618833546037,0.025235689013775677,0.006074537019394962,release,1.850813920329271,1.1753451325913813,0.9876627898596949,1.4241534477906623,0.9209131561290108,1,0.24982960037732205,1,0.6364722945004372,0.1615618343309564,0.8196123143498597,0.7166654880095811,0.3265245466603599,0.1850117559490164,0.3736048582356753,0.3700918977296084,0.3219568247040306,0.243903273777208,0.3112975681271853,0.3112003799014167,0.34676094415055014,0.31964999072864714,0.2354536629499776,0.5372081453171176,0.5315853462289889,0.2963947507613222,0.023518307449635817,0.45406366494134287,0.3189785204962839
evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,2094,0,2393,47.86,0.006800000000000028,0.007877182237323166,0.009391485505499113,0.009577577981932619,release,1.8632528479258355,1.1584091525475197,0.6282955718477643,0.019621258254412303,0.3970121462964119,1,0.3350750740641053,0,0.6394606521072651,0.14704764364323983,0.6345624435232632,0.17219041091933998,0.34036566121553347,0.19952594663673287,0.3165447354964046,0.1743831793606327,0.3373533453212002,0.2584174644649246,0.3107417711093746,0.23327469718882435,0.3627372196655227,0.33416418141636367,0.30902141414026346,0.5506729110770998,0.5460995369167054,0.5274321362307804,0.5209567696406053,0.4752761596074629,0.438563186792244
evaluation,V27,V27_Amp0.75_umf3.0.csv,0.75,3.0,2450,0,1680,33.6,0.011428473213863704,0.011954915307102779,0.0033837848631377244,0.005798275605729684,release,1.9559643812009024,1.0460640790232991,0.14460884550840875,0.5385656989901099,0.008026885748684522,0,0.2759439357720119,0,0.6723931900820396,0.045034624782890074,0.6285465460226312,0.22612827021772663,0.4428347043473212,0.3015389654970826,0.26842718080059985,0.12044532006224612,0.4476125361345722,0.3604304833252744,0.2547965756871972,0.17933683789043775,0.47563204449357416,0.4361772002767134,0.2550835548418769,0.6484948439257312,0.6481125557770553,0.4790496385410783,0.4670189103422187,0.6258487366439426,0.36033295264813214
evaluation,V23,V23_Amp0.75_umf1.25.csv,0.75,1.25,461,0,1813,36.26,0.011389907813498738,0.004695742752749594,0.0058940648113165305,0.005295280917949474,accumulation,1.4122722351786237,2.4255817265179984,0.14238383272849703,0.10712984932328465,0.06567493522559537,1,0.1888056850700382,0,0.950939262715135,0.886071382845024,0.7796959624301704,0.6587818033849829,0.5394995413790366,0.5394977925650513,0.3200643178798215,0.31220821310501023,0.48436998670506587,0.4806062747368596,0.25358155102647933,0.25331669527681855,0.42709542190412975,0.4048595577854205,0.17756997832537938,0.3978530417646431,0.19292420228507867,0.27822572714981403,0.034365377174962394,0.5408714612397152,0.2417298529534578
evaluation,V27,V27_Amp0.75_umf3.0.csv,0.75,3.0,2210,0,1514,30.28,0.007083784299369936,0.013661625086350451,0.0032000000000000015,0.0014999999999999944,release,1.5185169593365182,1.9285772277913062,0.0,0.7576857016975206,0.09946915281248947,0,1.1094716306721208,0,0.7783733996996542,0.656782543387449,1.5641799368979223,1.5523431623609778,0.31826627727765433,0.31020895310747626,1.215628507829324,1.205769572081005,0.2516167388137733,0.25131743527928463,1.166562553783604,1.1468780542528134,0.18669357066653938,0.17557071832784546,1.0711313373013742,0.27780336762277985,0.036364637172496335,0.9946353487680348,0.8591959818010324,0.23904836946638777,1.3602765560362249
calibration,V06,V06_Amp0.0_umf3.0.csv,0.0,3.0,31,0,15,0.3,0.009912618221236975,0.01151173314492655,0.014135416513141735,0.014108862463005302,release,1.8610882563418059,1.1613211452311964,0.033820289434155874,0.0018803140970619196,0.02184771613945613,0,0.137963290450046,1,0.6389124849501536,0.14955827534560195,0.6385795528140192,0.35299463003871145,0.33795487855875483,0.19701531493437074,0.18568278009224004,0.00642103975873868,0.33468372784752426,0.2559068327625624,0.13711683312042272,0.052470478069452896,0.3599721666401429,0.3316535497140015,0.128217195020892,0.5483346153366087,0.5435889052143433,0.3763314473859646,0.3401525505212339,0.47160312533930004,0.17915068511118823
