detector,split,video,file,amplitude,umf,frame,time_sec,child_small_id,child_large_id,parent_id,child_small_area_m2,child_large_area_m2,parent_area_m2,child_ratio,parent_ratio,vertical_equality_gap,closure,separation_norm,separation_change,center_norm,detector_score,ambiguity_ratio,parent_y_m,parent_speed_reported,parent_life_frames,parent_life_sec,circularity_initial,circularity_plateau,circularity_tension,settled,settle_frames,settle_sec,distance_one,distance_sqrt2,distance_three_halves,distance_phi,distance_two
primary,evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,2223,44.46,2897,2844,2844,3.7393164e-05,0.001241556012,0.0012058946279999998,33.20275363700167,0.9712768625375556,3.531776533343005,0.942879240730673,2.2418322931261745,-0.07197570593090577,0.44521578982899535,0.9516624105657716,inf,0.399,17.344758047606202,5,0.1,0.02251479106485376,0.02277783290291867,0.11293976559253595,0,nan,nan,3.5027540566840973,3.178344430171273,3.127512210670248,3.0642205486682452,2.9008470600675946
primary,evaluation,V13,V13_Amp0.25_umf3.0.csv,0.25,3.0,816,16.32,1430,1401,1401,3.1543992e-05,0.00016987060799999998,0.000181313964,5.385196902154933,1.067365132407132,1.6184607563974844,0.9002026863990993,2.24556549975072,-0.05510876463711432,0.6537008563498974,1.3154212050783682,inf,0.4542,15.730579186094834,5,0.1,0.007727543485589495,0.008972525586308315,0.012011094218835654,1,1,0.02,1.6849155803971179,1.3663669556002742,1.3227061466587735,1.2723751205459926,1.1727871996086796
primary,evaluation,V13,V13_Amp0.25_umf3.0.csv,0.25,3.0,1382,27.64,2437,2424,2424,3.387744e-05,0.000334647936,0.000377639496,9.878194338179036,1.1284680267682872,2.1694687513944024,1.0247313227081547,1.7378758410666313,0.015523818780470149,0.9484386566835944,1.2143140820868987,inf,0.4542,16.14882391662006,5,0.1,0.0044266068534845856,0.016909706108273345,0.0900657187499698,1,2,0.04,2.2935164433824875,1.9568173480354636,1.906230356445942,1.844657242746304,1.6966153379589126
primary,evaluation,V13,V13_Amp0.25_umf3.0.csv,0.25,3.0,1845,36.9,3256,3259,3264,1.5930108e-05,0.0012313785239999998,0.00119347992,77.29881831309618,0.9692226206147477,4.378939619294884,0.9568441116985713,1.8643815359343179,-0.25777326478924,0.8502850768438202,1.2133785228177572,inf,0.3776,0.0,9,0.18,0.014497652037404257,0.02161895800892369,0.022817318344266566,1,1,0.02,4.347791054221725,4.0189054215107065,3.966330471094674,3.9002812971761367,3.7256365277418095
primary,evaluation,V14,V14_Amp0.25_umf3.5.csv,0.25,3.5,202,4.04,381,351,377,2.1238848000000002e-05,0.0013129937999999998,0.0012971644559999999,61.8203868684403,0.987944083208923,4.136362373444543,0.9722175948433245,2.0249333074569864,-0.10116760855558544,1.132096243694889,1.4822156265427977,inf,0.4604,0.0,6,0.12,0.00208154267799939,0.010324001513416088,0.10004762970310871,0,nan,nan,4.124251030304174,3.7946514679403873,3.7421412413273862,3.6762739350432847,3.5028225731882903
primary,evaluation,V14,V14_Amp0.25_umf3.5.csv,0.25,3.5,556,11.12,1053,1070,1070,8.485883999999999e-06,0.001139400756,0.001097832852,134.27013096101717,0.9635177493247161,4.937018043019888,0.9563948335525535,2.248201753355611,-0.08797365608936299,0.4985779373269206,0.9591913983840669,inf,0.4167,15.417052134892716,14,0.28,0.008015758468798538,0.006339011146300255,0.06931587336300932,1,7,0.14,4.899994613414256,4.569421663355039,4.516132131670099,4.448944780892052,4.269629313828793
primary,evaluation,V14,V14_Amp0.25_umf3.5.csv,0.25,3.5,2531,50.620000000000005,4977,4974,4974,3.073982399999999e-05,0.0012884896799999998,0.001278988704,41.91597453518277,0.9926262692301892,3.7430680591995684,0.9694967404246291,1.5053323978684083,-0.44783185023731525,0.7165908740241975,0.946148539873904,inf,0.4833,21.750428825197908,6,0.12,0.003003396408876576,0.009416968927683308,0.0438033400361258,1,1,0.02,3.7356743395144543,3.407528758705355,3.355697119837134,3.2909301240112097,3.122129838078417
primary,evaluation,V14,V14_Amp0.25_umf3.5.csv,0.25,3.5,2579,51.58,5072,5067,5067,2.0065319999999997e-05,0.0005832994679999999,0.000546257844,29.07003067979977,0.9364963864496445,3.435317385621855,0.9053525410568044,2.108331662778484,-0.23772835339146636,0.16847067293570914,0.7768742865092642,inf,0.5042,23.90671028979102,8,0.16,0.011052102277926466,0.011974940118389345,0.049113116721799854,1,5,0.1,3.3703464327142254,3.0511039417793837,3.001440646365028,2.939799740063489,2.7820295585223533
primary,evaluation,V18,V18_Amp0.5_umf2.0.csv,0.5,2.0,223,4.46,170,164,164,1.2445164e-05,0.00042547420799999994,0.00045313344,34.187914920205145,1.0650080110143834,3.468889895501856,1.0347417103986898,2.0041055438237065,0.07125375863266645,0.9750182565820532,1.3398444352171364,inf,0.4385,17.734571970307037,12,0.24,0.007444182833258465,0.010528368960236019,0.03922084923625993,1,4,0.08,3.53243374006971,3.1978979576364046,3.14510983402205,3.0791954701022854,2.9078286711643617
primary,evaluation,V18,V18_Amp0.5_umf2.0.csv,0.5,2.0,938,18.76,675,683,683,0.00030156138,0.001307289456,0.0012691054079999999,4.335069218744125,0.9707914358027223,1.4963812044823057,0.7888272670170648,2.128133438928848,0.0197073106167289,1.125882767502737,2.198333583479015,inf,0.3693,14.404977724731129,15,0.3,0.02357413387624358,0.018596326122474163,0.015438210065259417,1,5,0.1,1.4670371044826587,1.1816542442098175,1.1470043006310757,1.1100604945781953,1.0587108451827099
primary,evaluation,V18,V18_Amp0.5_umf2.0.csv,0.5,2.0,2283,45.66,1642,1636,1636,0.000273625452,0.001273464828,0.00123471378,4.654043761981615,0.969570382198259,1.5686386784723783,0.7980877366768797,2.0213574733262294,-0.012235190983302228,0.777323252949301,1.7841897472873076,inf,0.3448,13.230839789295311,9,0.18,0.02343405943848249,0.020387569195655555,0.009362099177894377,1,1,0.02,1.538046940573123,1.2495427088705477,1.2134475139261525,1.1740975710939316,1.1124650938770848
primary,evaluation,V19,V19_Amp0.5_umf2.5.csv,0.5,2.5,10,0.2,14,6,6,0.00026721835199999995,0.0012655239119999998,0.001206439596,4.7359169103774725,0.9533123669653744,1.6029880099381433,0.7871118480490991,2.010284430996082,0.035281426032006825,0.949200050099831,1.9994427936105237,inf,0.3469,13.829301605648782,6,0.12,0.02378938352977553,0.022502739117966623,0.00913951386491571,1,1,0.02,1.5559101610451276,1.2713216481738743,1.2358375215724107,1.1971902781431203,1.136711947199377
primary,evaluation,V19,V19_Amp0.5_umf2.5.csv,0.5,2.5,258,5.16,301,314,314,1.7942795999999996e-05,0.0012838843439999998,0.0012982015799999998,71.5543075895195,1.0111514997958413,4.259366927855068,0.9972150219575234,1.659477212641323,-0.07725984970204176,0.5298396724231159,0.7040019466983468,inf,0.3563,12.63406539044341,5,0.1,0.019136668169875696,0.021369502593114317,0.028209053825719345,1,1,0.02,4.270471107378635,3.9381985868016436,3.8850600982756016,3.818296939821213,3.6417503694151563
primary,evaluation,V19,V19_Amp0.5_umf2.5.csv,0.5,2.5,1142,22.84,1429,1403,1403,1.2260807999999998e-05,0.000251960544,0.00028339016399999995,20.55007663442736,1.1247402450440809,2.9053125544022325,1.072548307905108,2.038230982872064,-0.6743638214009459,0.34978322196813105,0.8427176466951973,inf,0.4708,20.078251896517287,5,0.1,0.003965925324139874,0.009507572834299908,0.05394321730468989,1,1,0.02,3.025149469641475,2.686072370537716,2.633187110392034,2.567537257555321,2.399769418043807
primary,evaluation,V19,V19_Amp0.5_umf2.5.csv,0.5,2.5,1198,23.96,1480,1493,1493,1.5103908e-05,0.000336269556,0.000312719292,22.263744985734817,0.9299661132570681,3.1755667009064643,0.8899912032059428,2.1040836735917483,0.03815413770138628,0.9293534099657446,1.5937179368086318,inf,0.438,16.82580222931436,5,0.1,0.00696947925202414,0.00705373392757319,0.09807850154532949,0,nan,nan,3.1038089323949634,2.788077500078542,2.739530879160619,2.679603827862113,2.5285520398029906
primary,evaluation,V19,V19_Amp0.5_umf2.5.csv,0.5,2.5,1664,33.28,2073,2076,2076,0.00024545656799999997,0.0011522680919999998,0.001118900304,4.694386878252123,0.9710416454020843,1.5757534361929024,0.800515535012454,1.8395708319316153,-0.20486266132591832,0.3903559537484561,1.3416546438276649,inf,0.2693,8.264435576613808,6,0.12,0.02126734781382355,0.0167279999319623,0.11174209844231543,1,1,0.02,1.5466467017656842,1.2573189786354555,1.2209642574621928,1.1812140792114514,1.1180514397420815
primary,evaluation,V19,V19_Amp0.5_umf2.5.csv,0.5,2.5,2710,54.2,3499,3511,3511,1.4088815999999998e-05,0.00068874624,0.000702808488,48.886027044430136,1.0204171684479904,3.869280077777513,0.9999621988121208,2.231047271293095,0.07739574894147802,0.569016456272575,0.8769042365213268,inf,0.4448,16.796920122748695,12,0.24,0.009357530516398151,0.011770463396326425,0.04027883263420521,1,1,0.02,3.8895441238468744,3.557917970986073,3.5052618995525555,3.439315682403369,3.266413950970967
primary,evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,145,2.9,227,186,231,3.410586e-05,0.00118971828,0.0011869364159999998,34.88310454567045,0.9976617456024967,3.5543435939330688,0.9698586399840093,1.6277739353376022,-0.03322139480598586,0.7622766776496598,1.0212011069604523,inf,0.45,0.0,5,0.1,0.006731026326813683,0.010045270328259089,0.04530933750368016,1,1,0.02,3.5520033729801304,3.2243629653445653,3.172854237627733,3.108629813958949,2.9422369239793
primary,evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,168,3.36,261,255,255,1.2805775999999998e-05,0.0012490971119999998,0.00124988832,97.5416961845967,1.0006334239286916,4.579646716361165,0.9904790074464116,1.462135924819487,0.007455103445106034,0.18132362470396465,0.3287351819419485,inf,0.4568,16.563011751792004,9,0.18,0.018971153744654926,0.0066660076208970125,0.06551992400288612,1,6,0.12,4.580279983533142,4.247816402703601,4.1943971835616,4.1271437097997,3.9483384693462344
primary,evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,191,3.82,276,273,276,1.1184156e-05,0.0012786416999999999,0.001185495264,114.3261681972247,0.927152042671532,4.8146931987436306,0.919112652677355,1.678515685128687,-0.011489238285822828,1.0967760989728923,1.5474623064727353,inf,0.4214,16.889641044439045,5,0.1,0.011202125140413376,0.011296815136748732,0.04446980761724057,1,1,0.02,4.739659057240209,4.412727002905194,4.360213928321195,4.294102241608047,4.118301135101266
primary,evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,233,4.66,361,344,344,1.2880295999999998e-05,0.000343551132,0.00043411820399999994,26.672611561100773,1.26362035680907,3.0496563547164146,1.2179571437791392,1.83594789686616,-0.25752254886511133,0.5067772875339402,1.372785140129371,inf,0.4724,19.272559269593646,6,0.12,0.0031451858396934085,0.013930292418290554,0.19945832323697185,0,nan,nan,3.2919630438415237,2.9392209993075675,2.8832762162267622,2.8133096912737017,2.6308691524743297
primary,evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,702,14.04,1077,1097,1077,2.9891592e-05,0.001266640092,0.0012517250759999999,42.37446075137115,0.988224740323473,3.758390977126893,0.9654411777568253,2.1356584181149674,0.060588127230188076,1.1468112406172948,1.5479186638492108,inf,0.4104,17.76200554357531,7,0.14,0.008988035595960094,0.020536719102962574,0.04143142221940192,1,2,0.04,3.7465645648256682,3.4188119695225927,3.3670414754987075,3.3023493753723856,3.1337290153127078
primary,evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,1166,23.32,1917,1908,1908,5.5190807999999995e-05,0.0012091773959999998,0.001156838436,21.90903593946296,0.9567152345279205,3.13114864408797,0.9149537550376428,2.17258310704845,-0.057791497395180615,0.5602376213925048,1.1495526610126239,inf,0.4219,17.682779344039783,7,0.14,0.019591732337004782,0.011194442905189126,0.061072411351512416,0,nan,nan,3.0872162849976603,2.768054707647108,2.7188842844154752,2.658141463571175,2.5047559467177782
primary,evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,1167,23.34,1919,1908,1908,5.3613252e-05,0.001156838436,0.001101858552,21.577471853414153,0.9524740168643566,3.1203422519052753,0.9102870960678936,2.0212512473414255,-0.2992006830873086,0.4195389098369187,0.9880599877499118,inf,0.4125,17.34450336216059,6,0.12,0.01831035011634047,0.011194442905189126,0.06816136473915765,0,nan,nan,3.072035718014919,2.753593215419771,2.704588675484126,2.6440815886650366,2.4915057200757835
primary,evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,1901,38.02,3219,3216,3216,2.0443427999999998e-05,0.0012519622439999998,0.0012228048359999998,61.24032838328288,0.9767106331363137,4.138370782799536,0.9610180643709044,1.9668019984650529,-0.18226520830296014,0.7583577173911666,1.1325522664704337,inf,0.3984,16.412171755438095,7,0.14,0.007067689437842065,0.00856732347796733,0.04639515468960189,1,1,0.02,4.114873408560985,3.7863673162565354,3.734069637815966,3.6684881944481478,3.4959154384320184
primary,evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,2200,44.0,3719,3706,3712,6.464447999999999e-06,0.0013134418919999997,0.001247567832,203.17928027265435,0.9498462319488742,5.36554391193811,0.9451942112801732,1.994498533107123,-0.308911866383689,0.8186633771994303,1.2551053896146411,1.1512840225515242,0.4,0.0,7,0.14,0.008250124288615731,0.01576986811784852,0.08711386705762977,1,2,0.04,5.3143378521224935,4.983435932045696,4.929844027111844,4.862142884922983,4.68054842780465
primary,evaluation,V21,V21_Amp0.5_umf3.5.csv,0.5,3.5,2418,48.36,4770,4776,4788,7.1723232e-05,0.001145509128,0.0011809952279999997,15.971242456000867,1.0309784524039163,2.7402814534633877,0.9702298976014734,1.901046051141312,-0.016164709547938746,0.9837100197330684,1.3096771814499752,inf,0.4307,0.0,5,0.1,0.006067922810230432,0.012235610467350165,0.05256806396987253,1,1,0.02,2.77095771221839,2.4447333791458403,2.39485976754753,2.333516825851621,2.1807542184380395
primary,evaluation,V21,V21_Amp0.5_umf3.5.csv,0.5,3.5,2849,56.98,5551,5567,5567,4.9627403999999996e-05,0.001037008332,0.0010303109279999998,20.895881074093662,0.9935416102326936,3.0460313971523947,0.9481658792049885,1.9660110653120333,0.018884539715255923,0.49780580256878904,0.9166661145946866,inf,0.437,18.518236946588623,5,0.1,0.013407143510763402,0.009022711543206748,0.04601881414394372,1,1,0.02,3.0395589676627637,2.716022720109649,2.6661043310235146,2.604409229494796,2.4484879269301514
primary,evaluation,V21,V21_Amp0.5_umf3.5.csv,0.5,3.5,2932,58.64,5734,5741,5741,1.1676311999999998e-05,0.001258312644,0.0012884896799999998,107.76627448804041,1.0239821447745063,4.656265667189079,1.0145676258935907,1.899178390284852,-0.2278850013904119,0.5732444555893235,0.8462307095336375,inf,0.4234,18.341455462966948,7,0.14,0.003968935788897424,0.006454791270593931,0.02914421955074304,1,1,0.02,4.680024761983649,4.3454029670611956,4.291514014937843,4.223605578853786,4.042632203580554
primary,evaluation,V25,V25_Amp0.75_umf2.0.csv,0.75,2.0,248,4.96,167,174,174,5.9211972e-05,0.00039032668799999994,0.000393486336,6.592023113163668,1.0080948807681838,1.8777980058798596,0.8753114492978202,2.1532503084741017,0.09375687638439752,0.8382636499149987,1.5703398922771816,inf,0.4271,16.130925362173123,5,0.1,0.007479138881080363,0.00914201162769174,0.1275425467086238,0,nan,nan,1.8858775324314008,1.5760689926446607,1.5328075281135143,1.482196955411057,1.37546569776951
primary,evaluation,V25,V25_Amp0.75_umf2.0.csv,0.75,2.0,2468,49.36,1773,1776,1776,7.7989716e-05,0.0013108534559999998,0.0012742074359999998,16.80802961251968,0.9720441519742234,2.8502107770637064,0.9174595531654456,2.0333253460499767,-0.06601563322204315,0.4306800748635656,0.9760672776829633,inf,0.3552,12.109512078114461,14,0.28,0.023571367492765616,0.018983662373979325,0.01313508143599667,1,1,0.02,2.8219991726901226,2.5035169932521253,2.4550249512609383,2.395469877087821,2.247658415831638
primary,evaluation,V25,V25_Amp0.75_umf2.0.csv,0.75,2.0,2530,50.6,1804,1813,1813,0.000284484312,0.001306169064,0.0012667278959999997,4.591357093884319,0.9698039334362919,1.554837001922218,0.7963569657051416,2.170365339997918,0.03834119169934476,0.570759780695607,1.6221123942999363,inf,0.3365,12.630629821192608,9,0.18,0.023495678739587546,0.01821284422991786,0.01714172160304182,1,3,0.06,1.5244840147484628,1.2365487464373315,1.2007162682514363,1.1618036333966641,1.1020467809154388
primary,evaluation,V26,V26_Amp0.75_umf2.5.csv,0.75,2.5,1452,29.04,1644,1646,1650,1.7485955999999998e-05,0.0012376757879999998,0.0012024712439999998,70.78113361374122,0.9715559241431974,4.288448937890072,0.9580209480954353,1.6270599382628557,-0.2701402746912747,1.1153225782319163,1.4149898570019857,inf,0.2823,0.0,7,0.14,0.022533197394623096,0.012496534204865073,0.09311222163194238,1,3,0.06,4.259690233136282,3.9309877421375052,3.87852202460833,3.812653944110267,3.6387939470808472
primary,evaluation,V26,V26_Amp0.75_umf2.5.csv,0.75,2.5,2590,51.8,2890,2884,2884,2.1823344e-05,0.00045546688799999994,0.000497039004,20.870627709483934,1.0912736295333065,2.950997316180293,1.0413768618671417,1.8609294935258043,-0.09544502018279902,0.868386441615584,1.2187175246614443,inf,0.4349,17.813184855325563,5,0.1,0.011317216332663986,0.011352714574397328,0.09068525732232374,1,1,0.02,3.0395980309622073,2.704222749453153,2.652026588371969,2.587286127983121,2.42217633160941
primary,evaluation,V27,V27_Amp0.75_umf3.0.csv,0.75,3.0,851,17.02,1245,1197,1197,1.1346804e-05,0.0012990630959999999,0.0012462582239999998,114.48713628965476,0.9593515725582585,4.78196013785566,0.9510445731522632,2.0861527604946186,0.02158876026091238,0.4079061253553688,0.8467004955801727,inf,0.324,9.612258408927634,9,0.18,0.019083471556057836,0.008917519493099258,0.06762988001475065,1,1,0.02,4.7406441001906465,4.410992948039949,4.357978642636687,4.291205106892474,4.113449173693791
primary,evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,37,0.74,59,67,67,5.3599967999999994e-05,0.0013080894119999998,0.0012954637799999997,24.404667778906134,0.9903480359338004,3.2044732626023182,0.9513651197015284,1.8190111485424203,0.0005426290776204177,0.18708782575173746,0.5579738843720484,inf,0.4354,19.40115719770344,8,0.16,0.0038470189948343818,0.008477700123672828,0.07269825498246844,1,5,0.1,3.1947891384897775,2.870396835804136,2.820036795214677,2.7576104192503417,2.598486360267211
primary,evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,472,9.44,814,734,734,1.8711972e-05,0.0012844027439999999,0.001256062464,68.6406939899226,0.9779350518111319,4.25119758604797,0.9638924713056498,1.3893969715245196,0.04580525141424242,0.5513353339888274,0.7712269697790194,1.1794477614256462,0.4922,20.65106572092588,5,0.1,0.004286634112704525,0.00996788618404146,0.030215726779001296,1,2,0.04,4.228944425512679,3.899797798379931,3.8472766039357964,3.7813482687010063,3.607399034809063
primary,evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,1051,21.02,1739,1735,1735,8.824139999999998e-06,0.001154750904,0.00110971134,130.86271342023136,0.9609962946606188,4.913933510249443,0.9537084399689135,1.5979932559416967,0.030930550354073688,0.5785750119775507,0.8860091720589056,inf,0.4516,18.85824557057204,6,0.12,0.012838602431430424,0.017224308595979385,0.08514290118946648,1,1,0.02,4.874311151128938,4.544030137205382,4.490810752452836,4.423723831311334,4.244757188763549
primary,evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,1052,21.04,1754,1735,1735,1.1443356e-05,0.00110971134,0.0010698311519999999,96.97429145785554,0.9640625570249647,4.611045000155683,0.9542226026585718,1.8161865593154811,0.010763334841121883,0.6526617883374419,1.012848320094647,inf,0.4401,18.67235393971526,5,0.1,0.014682229038449013,0.017224308595979385,0.09721049345174014,1,1,0.02,4.574592314993822,4.245200305136061,4.1923527593118575,4.125856686261207,3.949304929601192
primary,evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,1579,31.58,2599,2694,2694,1.5662159999999998e-05,0.001179900756,0.0011958528959999997,75.33448489863468,1.013519899804183,4.308508675299989,1.0002425468338962,2.07101603661025,-0.08851374629433174,0.4883812020539494,0.7569433208798367,inf,0.4427,16.569133341548074,6,0.12,0.00443962608654459,0.007924844105966583,0.07995926246983466,1,1,0.02,4.32195886079991,3.9892990948411677,3.9360452163947697,3.869108165534669,3.691901834511917
primary,evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,1599,31.98,2721,2707,2707,1.3104503999999999e-05,0.0011914584839999999,0.001175879916,90.91976956930228,0.9869247915817435,4.523138906004861,0.9761879849491109,2.121882380667583,-0.20039271033844588,0.4785191642421167,0.8392954401348243,inf,0.4047,18.151466966611817,5,0.1,0.003920511987755486,0.009403179960862719,0.04038989153016068,1,1,0.02,4.509996668986389,4.178916260626143,4.12580536043146,4.05898478742722,3.881631781390534
primary,evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,1778,35.56,3021,2974,2974,4.719708e-06,0.001242918432,0.0012183047999999998,263.34646804420953,0.9801969048279427,5.5934723384040375,0.9764889040663663,2.225443921049855,-0.012216180740108223,0.36867430249372224,0.7543139485672399,inf,0.4401,17.526019285622162,19,0.38,0.008058947136978682,0.014449939247657235,0.13151712685443911,0,nan,nan,5.573506424841039,5.239735602316376,5.185489579351958,5.116865628776769,4.932153435421224
primary,evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,2318,46.36,3971,3966,3966,1.8659159999999996e-05,0.0011335078439999998,0.0011339692199999999,60.74806389998264,1.0004070337955244,4.1063282607739255,0.9842056021941068,2.099855739996625,-0.318364381827642,0.09937350074821014,0.4273871352095195,1.8447528261154746,0.3661,15.364621998604456,6,0.12,0.002975484677795919,0.008304636931997594,0.0983730390555444,1,2,0.04,4.106735231916776,3.7760623355246787,3.723368433394184,3.657265803083574,3.483169859824218
primary,evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,2668,53.36,4532,4546,4546,2.4020388e-05,0.00120467736,0.001136452032,50.15228563335447,0.9433663068093185,3.9733647127176868,0.9249239968493862,1.812146413652187,-0.4659998740322604,0.311789349846183,0.7748809886603726,inf,0.4177,18.9340907215002,13,0.26,0.009367810076360698,0.01523334232040743,0.08527158248667056,1,4,0.08,3.915498152992051,3.591385188276012,3.5401078603021774,3.475976848993821,3.308386671622694
primary,holdout,V33,V33_Amp1.0_umf2.5.csv,1.0,2.5,1203,24.06,1372,1381,1390,6.727147199999998e-05,0.0011938272479999998,0.001202967612,17.746411851966016,1.007656353978612,2.868556153450328,0.95390439536724,1.9128398783194458,-0.020134691959854994,0.9904911087408075,1.3759523441879742,inf,0.2568,0.0,7,0.14,0.016952892942423685,0.019689058959624535,0.11078406449472997,1,4,0.08,2.8761934593509086,2.5522167184800946,2.502543430064153,2.441346143303682,2.2881399770302204
primary,holdout,V33,V33_Amp1.0_umf2.5.csv,1.0,2.5,1227,24.54,1407,1419,1419,2.7935928e-05,0.001202906376,0.001176517224,43.0594743800886,0.97806217297829,3.784764324590892,0.9558634929726952,1.8456307200487854,0.04912415975569928,0.45819461008708473,0.8200170689439331,inf,0.2703,7.82360499641949,11,0.22,0.022792129459277867,0.01422973111922783,0.05997066589435061,1,3,0.06,3.7626476709344705,3.435854496050938,3.38424553236688,3.3197586477501484,3.1516864936723157
primary,holdout,V33,V33_Amp1.0_umf2.5.csv,1.0,2.5,1437,28.74,1654,1665,1665,9.320832e-06,0.001269118692,0.0012922999199999998,136.15937847608453,1.0182656107313877,4.895725301785474,1.0108416516697116,1.88969261864734,-0.04054769201253245,0.5580917139022612,0.8164466823124559,inf,0.2802,11.155654668373344,15,0.3,0.02020563919440908,0.011774670325645805,0.11717572235963178,1,6,0.12,4.913859438514332,4.579049013058717,4.524971816826865,4.45674108905035,4.274320783519861
primary,holdout,V33,V33_Amp1.0_umf2.5.csv,1.0,2.5,1745,34.9,2026,2014,2014,1.50336e-05,0.001309864608,0.001314821808,87.12913793103448,1.003784513276963,4.4636139921163736,0.9923945855318116,1.609636200057357,-0.14845929522323958,0.07426122795460494,0.25210968577780496,inf,0.2771,11.901114040710642,15,0.3,0.02052113735757565,0.006936621280383197,0.12194651092034231,1,1,0.02,4.467392959103267,4.1350511916417485,4.081739571814816,4.014669470914446,3.836684750910406
primary,holdout,V33,V33_Amp1.0_umf2.5.csv,1.0,2.5,2407,48.14,2819,2816,2820,0.000158919408,0.001260232992,0.0012024096839999999,7.930013129673878,0.9541169701419783,2.1176236961801167,0.8472731216182278,2.103163934646119,0.03900691263929432,1.0131289172359208,1.8411679598776405,inf,0.276,0.0,5,0.1,0.0186542292832574,0.020329288194307828,0.03983625136963827,1,1,0.02,2.071187325712471,1.768426254388755,1.7255587427462098,1.6749040612069015,1.5637451551161101
primary,holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,313,6.26,443,441,441,2.7927179999999998e-05,0.0011417782679999998,0.0011339034479999999,40.88412320900284,0.9931030216455303,3.7176626745239783,0.9693922943923914,1.9873544200192903,-0.09515886992464181,0.6045094121254615,0.9549315850817712,inf,0.2516,5.340576360281725,5,0.1,0.013283667227387632,0.017173327239530956,0.036240955727150234,1,1,0.02,3.7107482561103167,3.382689180592867,3.3309032139504766,3.2662114755293885,3.0977366864684495
primary,holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,683,13.66,969,966,966,9.268019999999998e-06,0.0004838421599999999,0.0005222196359999999,52.20555846879916,1.0793181726867291,3.878859453113799,1.0590323566226114,2.063775868858817,-0.14473602780458128,0.4925660265088723,0.9496287620981111,inf,0.4974,21.641367832232785,14,0.28,0.009916260957545692,0.01200051326006586,0.06828016881856126,1,3,0.06,3.9559254303051454,3.6187203318250654,3.5649501755739292,3.4974915163975195,3.319846484961537
primary,holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,726,14.52,1023,1017,1017,9.914076e-06,0.001172953224,0.00115669782,118.31190561783065,0.9861414729356675,4.787279858117372,0.9778762334540821,2.19286167722915,-0.09000423080350892,0.19807879684428636,0.5708421177125274,inf,0.2396,10.053752916199999,6,0.12,0.01904603290820167,0.013745758732370855,0.06109581230302219,1,1,0.02,4.773344805398593,4.441407881265826,4.387950369546882,4.32058109901961,4.140995087926678
primary,holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,1305,26.1,1871,1911,1871,5.4562571999999995e-05,0.0011750932439999998,0.001184541408,21.53661751869028,1.0080403525832884,3.061746425666261,0.9633113531339571,1.9692059855116828,-0.035395532383707136,1.0112870000039131,1.378140417813104,inf,0.3828,13.24833000985407,10,0.2,0.016410482015088785,0.00479819909302394,0.06517196310493752,1,5,0.1,3.069765072490823,2.7441467673168187,2.6937725651006645,2.631439816203856,2.47339410017577
primary,holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,1882,37.64,2769,2765,2765,5.092372799999999e-05,0.0012240616319999999,0.0012022732799999998,24.037156745476295,0.9821999551081427,3.1975612019359616,0.9429702628114882,1.6869020484213983,-0.1444422050069283,0.6232969562443264,0.990689355786616,inf,0.2635,10.084692993343921,8,0.16,0.008634251341697012,0.021475320043088858,0.03872376126132261,1,3,0.06,3.179651556144797,2.8563837898326114,2.8062640903236193,2.744171297129774,2.586141083750303
primary,holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,2626,52.52,3856,3839,3839,7.831079999999999e-06,0.00038685924,0.00042161147999999994,49.4004964832437,1.0898317434527347,3.813937153890561,1.0682083107586726,2.0687632131003353,-0.2602054657655795,0.7886813757452841,1.275738088124952,inf,0.4307,16.641333083620435,6,0.12,0.0021584928027033427,0.012876115273690338,0.1652591624510877,0,nan,nan,3.9009090881030715,3.562926436426836,3.5090655338383434,3.4415136613944606,3.26377862041094
