split,video,track_id,start_frame,phi_parent_real,phi_parent_reversed_time,phi_parent_broken_lineage,real_minus_reversed,real_minus_broken
calibration,V02,579,1183,0.5068377084495239,0.35758712549257354,0.5068377084495239,0.14925058295695037,0.0
calibration,V02,599,1242,0.5287358414876095,0.49073326860182864,0.5354017254719317,0.038002572885780905,-0.006665883984322107
calibration,V02,619,1291,0.44972305147894076,0.517205374461696,0.37669833648983264,-0.06748232298275525,0.07302471498910812
calibration,V02,634,1319,0.5501341568744818,0.42008421955702535,0.5884618542545716,0.1300499373174564,-0.0383276973800899
calibration,V02,650,1354,0.5124239017629164,0.49705267562745714,0.43804991545851024,0.01537122613545927,0.07437398630440617
calibration,V02,680,1402,0.585938877637509,0.47314776678228254,0.498256454592374,0.11279111085522642,0.08768242304513496
calibration,V02,705,1448,0.43372796281681003,0.5145675871358255,0.46687681700014316,-0.08083962431901548,-0.03314885418333313
calibration,V02,712,1457,0.47938903117700793,0.4632993514240944,0.4931926493415304,0.016089679752913533,-0.013803618164522469
calibration,V02,717,1476,0.5633116308795276,0.5106288854169166,0.5849669765974994,0.05268274546261098,-0.021655345717971786
calibration,V02,727,1507,0.5351749844048759,0.4932772512682231,0.5121040394583041,0.04189773313665279,0.023070944946571803
calibration,V02,780,1612,0.4751503530200618,0.5134808289189938,0.5392133092353006,-0.038330475898932015,-0.06406295621523883
calibration,V02,798,1660,0.4162510668371988,0.5214729502802475,0.4282564317814064,-0.10522188344304872,-0.012005364944207564
calibration,V02,809,1677,0.47580123879841074,0.541923812668319,0.48054818051177506,-0.06612257386990827,-0.004746941713364317
calibration,V02,819,1705,0.6431464806979337,0.47213595499957917,0.6018798031884138,0.1710105256983545,0.041266677509519845
calibration,V02,856,1768,0.4610494402798917,0.5007046149244918,0.5190663946637741,-0.03965517464460011,-0.058016954383882435
calibration,V02,868,1786,0.5201245825848857,0.5389987500138422,0.5510581193199826,-0.018874167428956534,-0.03093353673509691
calibration,V02,876,1794,0.3760556818910845,0.5828157299974723,0.3397778748209461,-0.20676004810638782,0.03627780707013839
calibration,V02,887,1819,0.5209185717404545,0.5242279068250345,0.523229087728005,-0.0033093350845799785,-0.002310515987550499
calibration,V02,894,1831,0.5259915807983642,0.4629152118125033,0.4758930631573577,0.06307636898586089,0.05009851764100648
calibration,V02,896,1844,0.6086177576550664,0.48470157938416936,0.5823052623366891,0.12391617827089707,0.026312495318377316
calibration,V02,955,1971,0.5177326547754117,0.45184513998684817,0.4146059303010947,0.06588751478856358,0.10312672447431703
calibration,V02,1012,2070,0.5577689902319634,0.5333875103070262,0.5537828216847487,0.02438147992493711,0.003986168547214675
calibration,V02,1015,2081,0.40028093057741065,0.4157970756836619,0.47511936830044643,-0.015516145106251267,-0.07483843772303578
calibration,V02,1051,2159,0.5526881761965534,0.4720186699305309,0.47213595499957917,0.08066950626602254,0.08055222119697425
calibration,V02,1125,2318,0.39672738686741127,0.5721868445805569,0.4441022243772714,-0.17545945771314564,-0.04737483750986016
calibration,V02,1139,2344,0.4823287677537498,0.46595155187666926,0.49302830874176706,0.01637721587708052,-0.010699540988017286
calibration,V02,1271,2583,0.5327939766696783,0.500149572050528,0.5500038349209717,0.0326444046191503,-0.017209858251293397
calibration,V02,1282,2596,0.6014054267380398,0.4327320085059374,0.6014054267380402,0.16867341823210236,-4.440892098500626e-16
calibration,V02,1300,2646,0.4450736109027851,0.561295546919176,0.4450736109027851,-0.11622193601639097,0.0
calibration,V02,1313,2661,0.527202522652553,0.5349937064125276,0.5652245645392675,-0.007791183759974674,-0.03802204188671454
calibration,V02,1319,2673,0.5354066578729533,0.5312933760960257,0.5473534468965351,0.004113281776927602,-0.011946789023581816
calibration,V02,1331,2702,0.4010396041622528,0.4246425808898646,0.4143277709895017,-0.023602976727611802,-0.01328816682724887
calibration,V02,1336,2712,0.5486916324906081,0.47477673970585194,0.5149728988827889,0.07391489278475621,0.033718733607819296
calibration,V02,1372,2791,0.46562856643545225,0.40548472243152317,0.43115143993451177,0.06014384400392908,0.03447712650094048
calibration,V02,1397,2856,0.42312698973104146,0.431787007148848,0.536189852290569,-0.008660017417806531,-0.11306286255952758
calibration,V02,1433,2931,0.36222600247571535,0.43208686589999834,0.4765165355752252,-0.06986086342428299,-0.11429053309950987
calibration,V02,1439,2951,0.5465387202981968,0.5234736668628984,0.4805445121931857,0.02306505343529841,0.06599420810501111
calibration,V03,28,45,0.5509854372032716,0.5309073109719328,0.44222506637017034,0.020078126231338866,0.1087603708331013
calibration,V03,39,83,0.5461899777834782,0.5486210747601364,0.481872351815543,-0.0024310969766582202,0.06431762596793522
calibration,V03,46,83,0.4796297955340214,0.4540261790602784,0.45250623400981027,0.025603616473742985,0.027123561524211137
calibration,V03,57,104,0.4968869525830817,0.4792285458784534,0.4824684704973645,0.01765840670462826,0.014418482085717166
calibration,V03,120,202,0.4211768099463846,0.525197347106833,0.48825860263757903,-0.10402053716044835,-0.06708179269119441
calibration,V03,154,272,0.48959026370675085,0.4751676098550228,0.5049291270758189,0.014422653851728029,-0.01533886336906809
calibration,V03,161,272,0.6297929333549548,0.31772208395024926,0.5732671183367586,0.31207084940470553,0.0565258150181962
calibration,V03,222,396,0.5552678463495098,0.5087303308162936,0.5295431418350134,0.04653751553321617,0.025724704514496377
calibration,V03,244,418,0.43657585605988425,0.4766186879952272,0.4348651650381239,-0.04004283193534297,0.0017106910217603577
calibration,V03,274,463,0.5135439568617852,0.5243322782827431,0.5494446239369761,-0.01078832142095787,-0.035900667075190906
calibration,V03,279,473,0.4566852136331896,0.5271719338514835,0.470732195851145,-0.07048672021829394,-0.014046982217955417
calibration,V03,319,546,0.5433227219155219,0.4605593503398484,0.4962599298525916,0.08276337157567348,0.04706279206293029
calibration,V03,352,611,0.5086124317483964,0.5753490062593238,0.485907898624923,-0.0667365745109274,0.022704533123473425
calibration,V03,446,775,0.5410119239609052,0.5185033702966921,0.4467849267775623,0.022508553664213116,0.09422699718334293
calibration,V03,462,797,0.5399532250312689,0.48865761124252827,0.6090632027738785,0.05129561378874059,-0.06910997774260963
calibration,V03,478,832,0.2803963616160625,0.4949360558656455,0.2792469366601722,-0.21453969424958297,0.0011494249558903213
calibration,V03,527,917,0.5647361346932414,0.5336461354750446,0.5323106475101298,0.031089999218196773,0.03242548718311156
calibration,V03,528,923,0.5425724725044185,0.48671182481325304,0.5197652834363771,0.0558606476911655,0.022807189068041467
calibration,V03,559,997,0.4874471987984499,0.39834055611521146,0.5093782848445798,0.08910664268323842,-0.021931086046129922
calibration,V03,576,1030,0.49766350302927354,0.5026612827228584,0.5654655846010446,-0.004997779693584836,-0.06780208157177103
calibration,V03,638,1113,0.5314353749748262,0.512547175492431,0.526531293582515,0.018888199482395174,0.004904081392311133
calibration,V03,734,1297,0.6025734231553816,0.4711142460053356,0.6087119097261358,0.13145917715004607,-0.006138486570754109
calibration,V03,742,1302,0.5833889409246287,0.5373987460953875,0.6265863956420645,0.04599019482924116,-0.04319745471743586
calibration,V03,758,1333,0.5540535918862375,0.4962084327550291,0.5302695244548463,0.05784515913120836,0.023784067431391165
calibration,V03,788,1387,0.5794748915253858,0.4596436312863481,0.5718136481472555,0.11983126023903767,0.007661243378130234
calibration,V03,833,1487,0.5231767538020902,0.5135835445894036,0.5043650611761201,0.009593209212686582,0.018811692625970045
calibration,V03,842,1516,0.4990457204181076,0.4939073378915245,0.45202462074302474,0.005138382526583052,0.047021099675082834
calibration,V03,890,1582,0.5102364093732277,0.5591564920277379,0.4825426078146826,-0.0489200826545102,0.02769380155854506
calibration,V03,924,1651,0.5255206833165913,0.5358000338181068,0.4159181257880711,-0.010279350501515516,0.10960255752852022
calibration,V03,951,1684,0.45923739887803716,0.5424714611469026,0.4592373988780363,-0.08323406226886543,8.881784197001252e-16
calibration,V03,981,1724,0.5613962628053515,0.5350836177388857,0.5492661750027885,0.0263126450664658,0.012130087802562972
calibration,V03,985,1733,0.558336334339959,0.4505905645510022,0.531816515197892,0.10774576978895678,0.026519819142067025
calibration,V03,1021,1796,0.5200658033441081,0.40369116904899727,0.634857748760691,0.11637463429511086,-0.11479194541658289
calibration,V03,1044,1834,0.4535009510135999,0.5537495877085702,0.5214776579119267,-0.1002486366949703,-0.0679767068983268
calibration,V03,1093,1928,0.5757117159907184,0.5342908567044076,0.5337592493846799,0.041420859286310785,0.04195246660603846
calibration,V03,1104,1939,0.4460080904024104,0.5650886448047916,0.4438754762199437,-0.11908055440238119,0.0021326141824666855
calibration,V03,1118,1963,0.4345178466792703,0.42636948423995924,0.4345178466792703,0.008148362439311052,0.0
calibration,V03,1129,1987,0.5605698448413876,0.47606843854533754,0.4911123469739813,0.08450140629605007,0.06945749786740629
calibration,V03,1144,2041,0.48457097918818726,0.543549671954346,0.48457097918818803,-0.05897869276615875,-7.771561172376096e-16
calibration,V03,1237,2191,0.4757829196141574,0.531911805224091,0.5055234653066059,-0.056128885609933565,-0.02974054569244844
calibration,V03,1362,2405,0.46462213655398,0.47780043897635394,0.5175614660663173,-0.013178302422373944,-0.05293932951233726
calibration,V03,1397,2474,0.5862529606767446,0.4963075183529966,0.5022749125070973,0.08994544232374801,0.08397804816964727
calibration,V03,1402,2488,0.5476678914291417,0.5058105399049968,0.5567298142956894,0.04185735152414494,-0.009061922866547611
calibration,V03,1433,2542,0.5133646837911541,0.4876521609917984,0.4942096820410917,0.025712522799355653,0.01915500175006235
calibration,V03,1447,2570,0.5713209783969018,0.38697937944698335,0.4953399567551102,0.18434159894991842,0.07598102164179155
calibration,V03,1480,2621,0.5325492375907235,0.47411416511862503,0.4282693569396905,0.05843507247209845,0.104279880651033
calibration,V03,1604,2828,0.47291236000336667,0.5205009587166032,0.43508694780176604,-0.04758859871323651,0.03782541220160063
calibration,V04,124,127,0.4670012834743873,0.6059450735296819,0.43680450922330705,-0.13894379005529456,0.03019677425108025
calibration,V04,286,313,0.48112012742371,0.5018811517478112,0.48112012742371,-0.020761024324101207,0.0
calibration,V04,346,384,0.4226841889944781,0.4754744436957514,0.5032287406114015,-0.0527902547012733,-0.08054455161692342
calibration,V04,352,407,0.5639363144685539,0.4867984980244666,0.580556214660696,0.07713781644408724,-0.0166199001921421
calibration,V04,463,514,0.5085864841387866,0.44701853855612617,0.542529763557468,0.06156794558266043,-0.03394327941868136
calibration,V04,617,688,0.5197018252856367,0.49436338678457104,0.44923728394932283,0.025338438501065652,0.07046454133631386
calibration,V04,769,853,0.5207422322578115,0.5699098611022778,0.6207134660258955,-0.04916762884446635,-0.09997123376808403
calibration,V04,1492,1656,0.5194386870386066,0.5947015097775274,0.4598909616444793,-0.07526282273892082,0.05954772539412734
calibration,V04,1584,1784,0.4830234936618758,0.4688130174586874,0.4549629828470181,0.014210476203188382,0.02806051081485772
calibration,V04,1617,1815,0.39548126865510036,0.5107981407574638,0.4439195954770998,-0.11531687210236341,-0.048438326821999445
calibration,V04,1697,1896,0.5582990201579174,0.4652154569576891,0.5582990201579179,0.09308356320022831,-4.440892098500626e-16
calibration,V04,1733,1938,0.4633920131942555,0.5102318127039829,0.48131879494547913,-0.04683979950972739,-0.01792678175122364
calibration,V04,1856,2116,0.4847262267618606,0.4865522370703998,0.48472622676186106,-0.0018260103085391832,-4.440892098500626e-16
calibration,V04,2113,2359,0.5521980076833632,0.493591792011396,0.4520388189618325,0.05860621567196722,0.10015918872153073
calibration,V04,2126,2393,0.4870543981956308,0.48265510327641936,0.48981584504279496,0.004399294919211427,-0.002761446847164173
calibration,V04,2166,2434,0.5054241091257752,0.5816165232308173,0.4893421162429732,-0.07619241410504207,0.016081992882801988
calibration,V04,2460,2798,0.5017155205932476,0.5078753953371936,0.5415434406598787,-0.00615987474394597,-0.03982792006663105
calibration,V06,1253,749,0.5587962446838048,0.5289455085069088,nan,0.029850736176896042,nan
evaluation,V08,97,877,0.44427190999915833,0.4982638195967524,nan,-0.05399190959759409,nan
evaluation,V09,10,32,0.40983620770914664,0.5146435323276728,0.4003967601552052,-0.10480732461852615,0.009439447553941438
evaluation,V09,25,77,0.5417960675006315,0.5253024808533389,0.5244572102895315,0.016493586647292613,0.017338857211099956
evaluation,V09,55,159,0.4671593434388992,0.4918370475311111,0.49119865247641314,-0.024677704092211927,-0.024039309037513945
evaluation,V09,62,180,0.5147084275039973,0.5415555114719518,0.5186859295322179,-0.026847083967954544,-0.00397750202822067
evaluation,V09,77,225,0.501826139668726,0.56845357967458,0.48209234905203857,-0.06662744000585397,0.019733790616687452
evaluation,V09,100,283,0.4815545697674497,0.34634112978153325,0.4865978619039595,0.13521343998591645,-0.0050432921365097805
evaluation,V09,109,303,0.5098470094830396,0.5703199458335401,0.523093508259354,-0.06047293635050044,-0.013246498776314342
evaluation,V09,124,365,0.455685705862378,0.5026488692058431,0.444891895369782,-0.046963163343465064,0.010793810492595979
evaluation,V09,156,450,0.5173639868423623,0.44066440662570366,0.4744937628849204,0.07669958021665862,0.04287022395744189
evaluation,V09,162,470,0.4621701802931426,0.5508842642697275,0.5629095963121902,-0.08871408397658487,-0.10073941601904757
evaluation,V09,179,519,0.49003863279882154,0.525593989210986,0.4835142409513402,-0.03555535641216445,0.006524391847481326
evaluation,V09,183,530,0.523696006826289,0.48982558682969124,0.5302563310040469,0.03387041999659779,-0.00656032417775787
evaluation,V09,201,580,0.5290878946446511,0.5201235605653838,0.484353727221114,0.008964334079267333,0.044734167423537086
evaluation,V09,245,697,0.5334479250137698,0.5228545126356929,0.5534802677332191,0.010593412378076872,-0.020032342719449314
evaluation,V09,273,804,0.464861814287884,0.4441151118376201,0.45148214685445964,0.020746702450263887,0.013379667433424336
evaluation,V09,284,821,0.5343714335645484,0.4941997311465106,0.48599642242476904,0.0401717024180378,0.04837501113977938
evaluation,V09,299,850,0.4762096496932775,0.49113711985287234,0.4890003624978956,-0.014927470159594836,-0.012790712804618076
evaluation,V09,305,871,0.4287620027383099,0.5267825866927894,0.5335225652650113,-0.09802058395447955,-0.1047605625267014
evaluation,V09,316,903,0.5469306483348726,0.45996673898462054,0.5353611191513785,0.08696390935025206,0.011569529183494076
evaluation,V09,346,974,0.5004391364939975,0.5760900543056895,0.40938757173804063,-0.07565091781169198,0.09105156475595688
evaluation,V09,353,994,0.5431729345142999,0.4420541337022078,0.5531497502994078,0.10111880081209212,-0.009976815785107895
evaluation,V09,394,1099,0.4788676078519145,0.4629830461268669,0.5034648906323795,0.015884561725047597,-0.024597282780465024
evaluation,V09,397,1103,0.7269725546196852,0.4252477881868879,0.6192435063710846,0.30172476643279733,0.10772904824860063
evaluation,V09,426,1166,0.5476678914291422,0.5156353955930275,0.4163342051691856,0.03203249583611467,0.13133368625995656
evaluation,V09,446,1225,0.401699437494738,0.5588371044880538,0.4592570884325866,-0.15713766699331577,-0.05755765093784859
evaluation,V09,493,1317,0.48242862850048596,0.4734787471034517,0.5057611870750485,0.008949881397034232,-0.023332558574562512
evaluation,V09,543,1449,0.41709930189950173,0.6420587287122614,0.40579912269745577,-0.2249594268127597,0.011300179202045957
evaluation,V09,574,1523,0.574302904074433,0.43172801316724,0.5016036247614437,0.14257489090719294,0.07269927931298925
evaluation,V09,625,1638,0.4484689901693528,0.5271193929563514,0.4803736121835325,-0.07865040278699853,-0.03190462201417965
evaluation,V09,635,1665,0.5137288284235806,0.5242415476353279,0.3995905131714821,-0.010512719211747346,0.1141383152520985
evaluation,V09,708,1853,0.6360070867332237,0.43445949343093493,0.6360070867332239,0.20154759330228877,-2.220446049250313e-16
evaluation,V09,753,1958,0.5340513819675285,0.5272310251301698,0.5369705900907213,0.00682035683735871,-0.0029192081231927958
evaluation,V09,767,1997,0.5839384121823721,0.45520873310824733,0.6400250749308771,0.12872967907412475,-0.056086662748505045
evaluation,V09,789,2043,0.3084561632391185,0.3709482974213363,0.4091240714308242,-0.06249213418221777,-0.10066790819170568
evaluation,V09,834,2175,0.5342079069225427,0.47353971414801266,0.5348243762424048,0.06066819277453006,-0.0006164693198620341
evaluation,V09,848,2216,0.5723202574334576,0.5171614407331913,0.5217714940812215,0.055158816700266344,0.050548763352236126
evaluation,V09,856,2250,0.49925049595171167,0.4459698845520068,0.5223872526074658,0.05328061139970486,-0.023136756655754098
evaluation,V09,862,2264,0.4226296274612098,0.5058698343701551,0.4226296274612098,-0.08324020690894529,0.0
evaluation,V09,866,2276,0.5020765758883203,0.45557335689819267,0.5691643903913501,0.04650321899012766,-0.06708781450302981
evaluation,V09,878,2309,0.5211600903008822,0.4198570290466813,0.45629697865350805,0.10130306125420085,0.06486311164737413
evaluation,V09,887,2334,0.4897992058037901,0.5154703321339218,0.5053872612335724,-0.02567112633013169,-0.015588055429782255
evaluation,V09,898,2366,0.5185829422277031,0.5668980967957321,0.5174942207035222,-0.04831515456802904,0.0010887215241808246
evaluation,V09,930,2436,0.5597105994033198,0.4553982651319878,0.4948075483906713,0.10431233427133202,0.06490305101264848
evaluation,V09,946,2468,0.3993247631754442,0.5213880185742952,0.4037083395904304,-0.12206325539885099,-0.004383576414986212
evaluation,V09,956,2499,0.39922720031777814,0.6395880969555536,0.44220504706173713,-0.2403608966377755,-0.04297784674395899
evaluation,V09,984,2563,0.5209425392997526,0.3228139392004724,0.599140586507465,0.19812860009928024,-0.0781980472077124
evaluation,V09,1029,2668,0.5180138450576255,0.48606797749978925,0.5487860226745873,0.03194586755783624,-0.030772177616961827
evaluation,V09,1030,2673,0.4746485404066192,0.4982674084414934,0.4911589514085861,-0.02361886803487423,-0.01651041100196693
evaluation,V09,1032,2700,0.5120884354479478,0.5342848408987978,0.5420487094187507,-0.02219640545085,-0.02996027397080292
evaluation,V09,1036,2714,0.45075887521184343,0.5470731074860147,0.4592015516127894,-0.09631423227417124,-0.008442676400945981
evaluation,V09,1056,2796,0.467267206589733,0.524416918450662,0.47756694898428975,-0.05714971186092899,-0.010299742394556777
evaluation,V09,1082,2878,0.4948585338200937,0.511666999822745,0.5821308832105814,-0.01680846600265129,-0.08727234939048767
evaluation,V10,100,191,0.5277881869675809,0.4674934787527071,0.509130576559226,0.060294708214873816,0.018657610408354897
evaluation,V10,270,540,0.4797234045779044,0.3818891338743312,0.45070242287840223,0.0978342707035732,0.02902098169950218
evaluation,V10,279,565,0.5814037603580728,0.43413392718780175,0.44281073844384267,0.1472698331702711,0.13859302191423017
evaluation,V10,348,694,0.5433840249399857,0.5229787426432941,0.545100334909371,0.020405282296691585,-0.0017163099693853212
evaluation,V10,374,749,0.5417916011576835,0.5433349669424565,0.5480129279076849,-0.0015433657847729876,-0.00622132675000131
evaluation,V10,425,843,0.5366032140742898,0.3877674149945278,0.5896785839098975,0.14883579907976197,-0.05307536983560768
evaluation,V10,463,926,0.5360927858911684,0.49016256047806817,0.5387091623148397,0.04593022541310021,-0.002616376423671296
evaluation,V10,471,952,0.5367225176422892,0.46386830151182046,0.544836173245983,0.07285421613046872,-0.008113655603693815
evaluation,V10,618,1250,0.5194153124420444,0.6322635495521032,0.5194153124420442,-0.11284823711005876,2.220446049250313e-16
evaluation,V10,685,1378,0.5353129453840177,0.4432304946064506,0.4996586371761147,0.09208245077756716,0.03565430820790305
evaluation,V10,748,1532,0.4936545922611817,0.4601723193899272,0.4936545922611817,0.03348227287125449,0.0
evaluation,V10,785,1598,0.48092491748991906,0.5667510933147915,0.38373606413263417,-0.0858261758248724,0.09718885335728489
evaluation,V10,871,1754,0.3778971990641864,0.5226811202684065,0.5307433887202606,-0.14478392120422012,-0.15284618965607422
evaluation,V10,925,1871,0.5273409774425946,0.5805035182694678,0.5185717074430904,-0.05316254082687322,0.008769269999504115
evaluation,V10,990,1989,0.4940230244177002,0.4832554450772415,0.5123440650608515,0.010767579340458688,-0.01832104064315132
evaluation,V10,1140,2345,0.4479964555418525,0.4888514319072324,0.3834954483519972,-0.04085497636537988,0.0645010071898553
evaluation,V10,1177,2440,0.4609054218970516,0.37699502578390853,0.3870216227573755,0.08391039611314305,0.07388379913967608
evaluation,V10,1286,2654,0.5471795311322847,0.449209682552813,0.582095573112678,0.09796984857947166,-0.03491604198039333
evaluation,V10,1319,2725,0.512248569923786,0.4521111085086904,0.512248569923786,0.06013746141509557,0.0
evaluation,V10,1326,2743,0.51533552408601,0.48213310319044256,0.5667802431376721,0.033202420895567464,-0.051444719051662036
evaluation,V10,1379,2851,0.4996486322256377,0.4846373046185504,0.5216712681214242,0.015011327607087288,-0.022022635895786458
evaluation,V11,431,485,0.5589922620108134,0.43609230669379206,0.558992262010813,0.12289995531702136,4.440892098500626e-16
evaluation,V11,582,660,0.4962038343501769,0.5885754179852403,0.5166379736216911,-0.09237158363506337,-0.020434139271514162
evaluation,V11,1577,1837,0.48485544086069665,0.5784894520488072,0.3960321376666016,-0.09363401118811054,0.08882330319409504
evaluation,V11,2409,2729,0.547524360418381,0.49869297407954105,0.551811488283092,0.04883138633883999,-0.004287127864710971
evaluation,V15,22,142,0.514334531960003,0.506908751906104,0.49413557269806585,0.007425780053899045,0.020198959261937155
evaluation,V15,45,297,0.49921018196821376,0.572875371018629,0.47639051757359496,-0.07366518905041519,0.0228196643946188
evaluation,V15,65,427,0.5058718239285112,0.5508393832736579,0.5058718239285112,-0.044967559345146735,0.0
evaluation,V15,180,1218,0.5259641021153094,0.611850733380664,0.5045033081914667,-0.08588663126535456,0.021460793923842703
evaluation,V15,239,1590,0.47823278916103495,0.58658118334511,0.557928156313114,-0.10834839418407505,-0.07969536715207903
evaluation,V15,243,1628,0.558260023357434,0.5488172183562894,0.5439388706200337,0.009442805001144583,0.014321152737400311
evaluation,V15,244,1639,0.49126253837320566,0.5254251914866319,0.5241332844416617,-0.034162653113426256,-0.03287074606845608
evaluation,V15,249,1691,0.47051627049271083,0.529769333591702,0.44213335097662565,-0.05925306309899114,0.02838291951608518
evaluation,V16,14,55,0.5446648938651866,0.5021493810886255,0.5474570353550998,0.04251551277656107,-0.002792141489913247
evaluation,V16,39,152,0.4680184853148841,0.5392983509068459,0.4680184853148841,-0.07127986559196176,0.0
evaluation,V16,54,201,0.5011830277199438,0.6045419526020976,0.4739192348746215,-0.10335892488215381,0.02726379284532232
evaluation,V16,61,230,0.5224317507217606,0.60101789830784,0.5224317507217604,-0.0785861475860794,2.220446049250313e-16
evaluation,V16,120,438,0.4909656945438634,0.5317464901330315,0.6237763050004936,-0.04078079558916814,-0.13281061045663023
evaluation,V16,167,591,0.49761004332492087,0.4470445775565013,0.5907878789616614,0.05056546576841958,-0.09317783563674054
evaluation,V16,181,628,0.5278640450004208,0.4949221176132139,0.485230737606134,0.032941927387206915,0.042633307394286835
evaluation,V16,226,769,0.46585596595729983,0.5056104698148545,0.4608705971593636,-0.039754503857554635,0.004985368797936207
evaluation,V16,233,790,0.45823988796261483,0.5248156582732724,0.6056714313138727,-0.06657577031065753,-0.14743154335125785
evaluation,V16,238,818,0.5527258659525693,0.5202172530201212,0.5166832139194497,0.03250861293244811,0.036042652033119627
evaluation,V16,307,1010,0.47564679557908995,0.5515445654827705,0.513096946275919,-0.07589776990368058,-0.037450150696829
evaluation,V16,322,1089,0.5736307678000832,0.5467501311421585,0.6391750604568269,0.026880636657924617,-0.06554429265674377
evaluation,V16,329,1115,0.44427190999915833,0.5181490152780633,0.5100390636964782,-0.07387710527890501,-0.06576715369731989
evaluation,V16,347,1182,0.49055472678293555,0.6189448476692596,0.5692624035399376,-0.12839012088632407,-0.07870767675700208
evaluation,V16,388,1325,0.49544048717668,0.5078352489512729,0.49508596479021705,-0.012394761774592866,0.000354522386462941
evaluation,V16,450,1535,0.5260301580293021,0.47883863822023215,0.5160817291799518,0.04719151980906994,0.009948428849350321
evaluation,V16,468,1582,0.5123429347354114,0.4842122506470786,0.5123429347354111,0.028130684088332747,2.220446049250313e-16
evaluation,V16,487,1623,0.4617639116888985,0.5937757504431991,0.5788352691288452,-0.13201183875430056,-0.11707135743994668
evaluation,V16,488,1627,0.5472149487512907,0.5019268135163204,0.4910157962532602,0.04528813523497033,0.056199152498030536
evaluation,V16,506,1678,0.44805327266603534,0.46558396968920884,0.4238953096906508,-0.017530697023173503,0.024157962975384528
evaluation,V16,626,2075,0.5956903930094188,0.5199675655034349,0.500605444504842,0.07572282750598391,0.09508494850457683
evaluation,V16,633,2099,0.5721738670345047,0.49374705938930485,0.5464884812108126,0.07842680764519983,0.025685385823692064
evaluation,V16,678,2275,0.5484750138234138,0.4713595499957923,0.5130054321963584,0.07711546382762147,0.03546958162705538
evaluation,V16,712,2396,0.44427190999915744,0.5681073024934811,0.47322224063762874,-0.12383539249432363,-0.0289503306384713
evaluation,V16,763,2579,0.5236890110833825,0.5023600218384989,0.5236890110833827,0.02132898924488358,-2.220446049250313e-16
evaluation,V16,772,2609,0.582085771063134,0.5228774553407,0.6074517310303804,0.05920831572243401,-0.025365959967246443
evaluation,V16,792,2675,0.45863861190127864,0.5465387202981967,0.49319921685798107,-0.08790010839691809,-0.034560604956702434
evaluation,V16,803,2743,0.5327562698485129,0.42971253335430504,0.5187289701351965,0.10304373649420784,0.014027299713316399
evaluation,V16,825,2817,0.49022262608550493,0.5151045904204906,0.5178207475749019,-0.024881964334985684,-0.027598121489397
evaluation,V16,843,2903,0.47780700971217627,0.47975723202459675,0.4838418317121196,-0.0019502223124204798,-0.006034821999943318
evaluation,V17,60,136,0.4574016572817239,0.5649942550765594,0.4158775697512773,-0.10759259779483554,0.04152408753044656
