split,video,track_id,start_frame,candidate,lag,observed_return_ara,predicted_return_ara,absolute_error_ara
calibration,V02,17,43,persistence,13,0.2799406208887416,0.0,0.2799406208887416
calibration,V02,17,43,persistence,21,0.4171491599480166,0.0,0.4171491599480166
calibration,V02,17,43,ridge,2,0.17748048587648935,0.0,0.17748048587648935
calibration,V02,17,43,ridge,3,0.15634222906812134,1.0,0.8436577709318787
calibration,V02,17,43,ridge,5,0.2463623310985108,1.0,0.7536376689014892
calibration,V02,17,43,ridge,8,0.23739210189735938,0.0,0.23739210189735938
calibration,V02,17,43,ridge,13,0.2799406208887416,1.0,0.7200593791112584
calibration,V02,17,43,ridge,21,0.4171491599480166,1.0,0.5828508400519834
calibration,V02,17,43,silver_conjugate,2,0.17748048587648935,0.3431457505076194,0.16566526463113007
calibration,V02,17,43,silver_conjugate,3,0.15634222906812134,0.4852813742385709,0.32893914517044953
calibration,V02,17,43,silver_conjugate,5,0.2463623310985108,0.142135623730951,0.10422670736755979
calibration,V02,17,43,silver_conjugate,8,0.23739210189735938,0.6274169979695223,0.39002489607216295
calibration,V02,17,43,silver_conjugate,13,0.2799406208887416,0.7695526217004733,0.48961200081173173
calibration,V02,17,43,silver_conjugate,21,0.4171491599480166,0.6030303803300043,0.18588122038198773
calibration,V02,17,43,two_fifths,2,0.17748048587648935,0.3999999999999999,0.22251951412351056
calibration,V02,17,43,two_fifths,3,0.15634222906812134,0.40000000000000036,0.24365777093187901
calibration,V02,17,43,two_fifths,5,0.2463623310985108,0.0,0.2463623310985108
calibration,V02,17,43,two_fifths,8,0.23739210189735938,0.40000000000000036,0.16260789810264098
calibration,V02,17,43,two_fifths,13,0.2799406208887416,0.40000000000000036,0.12005937911125875
calibration,V02,17,43,two_fifths,21,0.4171491599480166,0.8000000000000007,0.3828508400519841
calibration,V02,17,43,phi,2,0.17748048587648935,0.47213595499957917,0.2946554691230898
calibration,V02,17,43,phi,3,0.15634222906812134,0.2917960675006315,0.13545383843251013
calibration,V02,17,43,phi,5,0.2463623310985108,0.18033988749894814,0.06602244359956266
calibration,V02,17,43,phi,8,0.23739210189735938,0.11145618000168334,0.12593592189567604
calibration,V02,17,43,phi,13,0.2799406208887416,0.06888370749726391,0.2110569133914777
calibration,V02,17,43,phi,21,0.4171491599480166,0.04257247250441765,0.37457668744359895
calibration,V02,17,43,fibonacci_8_21,2,0.17748048587648935,0.4761904761904763,0.29870999031398693
calibration,V02,17,43,fibonacci_8_21,3,0.15634222906812134,0.2857142857142856,0.12937205664616425
calibration,V02,17,43,fibonacci_8_21,5,0.2463623310985108,0.1904761904761907,0.05588614062232011
calibration,V02,17,43,fibonacci_8_21,8,0.23739210189735938,0.0952380952380949,0.14215400665926448
calibration,V02,17,43,fibonacci_8_21,13,0.2799406208887416,0.0952380952380949,0.1847025256506467
calibration,V02,17,43,fibonacci_8_21,21,0.4171491599480166,0.0,0.4171491599480166
calibration,V02,17,43,three_eighths,2,0.17748048587648935,0.5,0.32251951412351065
calibration,V02,17,43,three_eighths,3,0.15634222906812134,0.25,0.09365777093187866
calibration,V02,17,43,three_eighths,5,0.2463623310985108,0.25,0.0036376689014891994
calibration,V02,17,43,three_eighths,8,0.23739210189735938,0.0,0.23739210189735938
calibration,V02,17,43,three_eighths,13,0.2799406208887416,0.25,0.02994062088874161
calibration,V02,17,43,three_eighths,21,0.4171491599480166,0.25,0.1671491599480166
calibration,V02,17,43,one_over_e,2,0.17748048587648935,0.5284822353142307,0.3510017494377413
calibration,V02,17,43,one_over_e,3,0.15634222906812134,0.207276647028654,0.05093441796053266
calibration,V02,17,43,one_over_e,5,0.2463623310985108,0.32120558828557666,0.07484325718706586
calibration,V02,17,43,one_over_e,8,0.23739210189735938,0.11392894125692266,0.12346316064043672
calibration,V02,17,43,one_over_e,13,0.2799406208887416,0.4351345295424984,0.15519390865375682
calibration,V02,17,43,one_over_e,21,0.4171491599480166,0.5490634707994211,0.13191431085140448
calibration,V02,17,43,one_third,2,0.17748048587648935,0.666666666666667,0.4891861807901776
calibration,V02,17,43,one_third,3,0.15634222906812134,0.0,0.15634222906812134
calibration,V02,17,43,one_third,5,0.2463623310985108,0.6666666666666679,0.42030433556815705
calibration,V02,17,43,one_third,8,0.23739210189735938,0.6666666666666679,0.4292745647693085
calibration,V02,17,43,one_third,13,0.2799406208887416,0.6666666666666643,0.3867260457779227
calibration,V02,17,43,one_third,21,0.4171491599480166,3.552713678800501e-15,0.41714915994801305
calibration,V02,46,120,persistence,2,0.4127333923409645,0.0,0.4127333923409645
calibration,V02,46,120,persistence,3,0.2500000000000009,0.0,0.2500000000000009
calibration,V02,46,120,persistence,5,0.3510418263019337,0.0,0.3510418263019337
calibration,V02,46,120,persistence,8,0.30068160827533885,0.0,0.30068160827533885
calibration,V02,46,120,persistence,13,0.19341330753324582,0.0,0.19341330753324582
calibration,V02,46,120,persistence,21,0.14758361765043282,0.0,0.14758361765043282
calibration,V02,46,120,ridge,2,0.4127333923409645,0.0,0.4127333923409645
calibration,V02,46,120,ridge,3,0.2500000000000009,1.0,0.7499999999999991
calibration,V02,46,120,ridge,5,0.3510418263019337,1.0,0.6489581736980663
calibration,V02,46,120,ridge,8,0.30068160827533885,0.0,0.30068160827533885
calibration,V02,46,120,ridge,13,0.19341330753324582,1.0,0.8065866924667542
calibration,V02,46,120,ridge,21,0.14758361765043282,1.0,0.8524163823495672
calibration,V02,46,120,silver_conjugate,2,0.4127333923409645,0.3431457505076194,0.06958764183334509
calibration,V02,46,120,silver_conjugate,3,0.2500000000000009,0.4852813742385709,0.23528137423856998
calibration,V02,46,120,silver_conjugate,5,0.3510418263019337,0.142135623730951,0.2089062025709827
calibration,V02,46,120,silver_conjugate,8,0.30068160827533885,0.6274169979695223,0.3267353896941835
calibration,V02,46,120,silver_conjugate,13,0.19341330753324582,0.7695526217004733,0.5761393141672275
calibration,V02,46,120,silver_conjugate,21,0.14758361765043282,0.6030303803300043,0.4554467626795715
calibration,V02,46,120,two_fifths,2,0.4127333923409645,0.3999999999999999,0.0127333923409646
calibration,V02,46,120,two_fifths,3,0.2500000000000009,0.40000000000000036,0.14999999999999947
calibration,V02,46,120,two_fifths,5,0.3510418263019337,0.0,0.3510418263019337
calibration,V02,46,120,two_fifths,8,0.30068160827533885,0.40000000000000036,0.0993183917246615
calibration,V02,46,120,two_fifths,13,0.19341330753324582,0.40000000000000036,0.20658669246675454
calibration,V02,46,120,two_fifths,21,0.14758361765043282,0.8000000000000007,0.6524163823495679
calibration,V02,46,120,phi,2,0.4127333923409645,0.47213595499957917,0.059402562658614655
calibration,V02,46,120,phi,3,0.2500000000000009,0.2917960675006315,0.041796067500630585
calibration,V02,46,120,phi,5,0.3510418263019337,0.18033988749894814,0.17070193880298556
calibration,V02,46,120,phi,8,0.30068160827533885,0.11145618000168334,0.18922542827365552
calibration,V02,46,120,phi,13,0.19341330753324582,0.06888370749726391,0.1245296000359819
calibration,V02,46,120,phi,21,0.14758361765043282,0.04257247250441765,0.10501114514601517
calibration,V02,46,120,fibonacci_8_21,2,0.4127333923409645,0.4761904761904763,0.06345708384951176
calibration,V02,46,120,fibonacci_8_21,3,0.2500000000000009,0.2857142857142856,0.0357142857142847
calibration,V02,46,120,fibonacci_8_21,5,0.3510418263019337,0.1904761904761907,0.160565635825743
calibration,V02,46,120,fibonacci_8_21,8,0.30068160827533885,0.0952380952380949,0.20544351303724395
calibration,V02,46,120,fibonacci_8_21,13,0.19341330753324582,0.0952380952380949,0.09817521229515092
calibration,V02,46,120,fibonacci_8_21,21,0.14758361765043282,0.0,0.14758361765043282
calibration,V02,46,120,three_eighths,2,0.4127333923409645,0.5,0.08726660765903549
calibration,V02,46,120,three_eighths,3,0.2500000000000009,0.25,8.881784197001252e-16
calibration,V02,46,120,three_eighths,5,0.3510418263019337,0.25,0.1010418263019337
calibration,V02,46,120,three_eighths,8,0.30068160827533885,0.0,0.30068160827533885
calibration,V02,46,120,three_eighths,13,0.19341330753324582,0.25,0.056586692466754185
calibration,V02,46,120,three_eighths,21,0.14758361765043282,0.25,0.10241638234956718
calibration,V02,46,120,one_over_e,2,0.4127333923409645,0.5284822353142307,0.11574884297326615
calibration,V02,46,120,one_over_e,3,0.2500000000000009,0.207276647028654,0.042723352971346884
calibration,V02,46,120,one_over_e,5,0.3510418263019337,0.32120558828557666,0.029836238016357042
calibration,V02,46,120,one_over_e,8,0.30068160827533885,0.11392894125692266,0.1867526670184162
calibration,V02,46,120,one_over_e,13,0.19341330753324582,0.4351345295424984,0.2417212220092526
calibration,V02,46,120,one_over_e,21,0.14758361765043282,0.5490634707994211,0.40147985314898826
calibration,V02,46,120,one_third,2,0.4127333923409645,0.666666666666667,0.25393327432570245
calibration,V02,46,120,one_third,3,0.2500000000000009,0.0,0.2500000000000009
calibration,V02,46,120,one_third,5,0.3510418263019337,0.6666666666666679,0.31562484036473415
calibration,V02,46,120,one_third,8,0.30068160827533885,0.6666666666666679,0.365985058391329
calibration,V02,46,120,one_third,13,0.19341330753324582,0.6666666666666643,0.4732533591334185
calibration,V02,46,120,one_third,21,0.14758361765043282,3.552713678800501e-15,0.14758361765042927
calibration,V02,133,293,persistence,2,0.181842144660613,0.0,0.181842144660613
calibration,V02,133,293,persistence,3,0.1568863982828903,0.0,0.1568863982828903
calibration,V02,133,293,persistence,5,0.14860876671855405,0.0,0.14860876671855405
calibration,V02,133,293,persistence,8,0.1394908645146482,0.0,0.1394908645146482
calibration,V02,133,293,persistence,13,0.16356390303491009,0.0,0.16356390303491009
calibration,V02,133,293,persistence,21,0.27878250949473604,0.0,0.27878250949473604
calibration,V02,133,293,ridge,2,0.181842144660613,0.0,0.181842144660613
calibration,V02,133,293,ridge,3,0.1568863982828903,1.0,0.8431136017171097
calibration,V02,133,293,ridge,5,0.14860876671855405,1.0,0.851391233281446
calibration,V02,133,293,ridge,8,0.1394908645146482,0.0,0.1394908645146482
calibration,V02,133,293,ridge,13,0.16356390303491009,1.0,0.8364360969650899
calibration,V02,133,293,ridge,21,0.27878250949473604,1.0,0.721217490505264
calibration,V02,133,293,silver_conjugate,2,0.181842144660613,0.3431457505076194,0.16130360584700643
calibration,V02,133,293,silver_conjugate,3,0.1568863982828903,0.4852813742385709,0.32839497595568057
calibration,V02,133,293,silver_conjugate,5,0.14860876671855405,0.142135623730951,0.006473142987603042
calibration,V02,133,293,silver_conjugate,8,0.1394908645146482,0.6274169979695223,0.4879261334548741
calibration,V02,133,293,silver_conjugate,13,0.16356390303491009,0.7695526217004733,0.6059887186655633
calibration,V02,133,293,silver_conjugate,21,0.27878250949473604,0.6030303803300043,0.3242478708352683
calibration,V02,133,293,two_fifths,2,0.181842144660613,0.3999999999999999,0.21815785533938692
calibration,V02,133,293,two_fifths,3,0.1568863982828903,0.40000000000000036,0.24311360171711005
calibration,V02,133,293,two_fifths,5,0.14860876671855405,0.0,0.14860876671855405
calibration,V02,133,293,two_fifths,8,0.1394908645146482,0.40000000000000036,0.26050913548535215
calibration,V02,133,293,two_fifths,13,0.16356390303491009,0.40000000000000036,0.23643609696509027
calibration,V02,133,293,two_fifths,21,0.27878250949473604,0.8000000000000007,0.5212174905052647
calibration,V02,133,293,phi,2,0.181842144660613,0.47213595499957917,0.2902938103389662
calibration,V02,133,293,phi,3,0.1568863982828903,0.2917960675006315,0.13490966921774117
calibration,V02,133,293,phi,5,0.14860876671855405,0.18033988749894814,0.031731120780394084
calibration,V02,133,293,phi,8,0.1394908645146482,0.11145618000168334,0.02803468451296487
calibration,V02,133,293,phi,13,0.16356390303491009,0.06888370749726391,0.09468019553764617
calibration,V02,133,293,phi,21,0.27878250949473604,0.04257247250441765,0.2362100369903184
calibration,V02,133,293,fibonacci_8_21,2,0.181842144660613,0.4761904761904763,0.2943483315298633
calibration,V02,133,293,fibonacci_8_21,3,0.1568863982828903,0.2857142857142856,0.12882788743139528
calibration,V02,133,293,fibonacci_8_21,5,0.14860876671855405,0.1904761904761907,0.041867423757636635
calibration,V02,133,293,fibonacci_8_21,8,0.1394908645146482,0.0952380952380949,0.044252769276553305
calibration,V02,133,293,fibonacci_8_21,13,0.16356390303491009,0.0952380952380949,0.06832580779681519
calibration,V02,133,293,fibonacci_8_21,21,0.27878250949473604,0.0,0.27878250949473604
calibration,V02,133,293,three_eighths,2,0.181842144660613,0.5,0.318157855339387
calibration,V02,133,293,three_eighths,3,0.1568863982828903,0.25,0.0931136017171097
calibration,V02,133,293,three_eighths,5,0.14860876671855405,0.25,0.10139123328144595
calibration,V02,133,293,three_eighths,8,0.1394908645146482,0.0,0.1394908645146482
calibration,V02,133,293,three_eighths,13,0.16356390303491009,0.25,0.08643609696508991
calibration,V02,133,293,three_eighths,21,0.27878250949473604,0.25,0.02878250949473604
calibration,V02,133,293,one_over_e,2,0.181842144660613,0.5284822353142307,0.34664009065361767
calibration,V02,133,293,one_over_e,3,0.1568863982828903,0.207276647028654,0.0503902487457637
calibration,V02,133,293,one_over_e,5,0.14860876671855405,0.32120558828557666,0.1725968215670226
calibration,V02,133,293,one_over_e,8,0.1394908645146482,0.11392894125692266,0.02556192325772555
calibration,V02,133,293,one_over_e,13,0.16356390303491009,0.4351345295424984,0.27157062650758834
calibration,V02,133,293,one_over_e,21,0.27878250949473604,0.5490634707994211,0.27028096130468504
calibration,V02,133,293,one_third,2,0.181842144660613,0.666666666666667,0.48482452200605397
calibration,V02,133,293,one_third,3,0.1568863982828903,0.0,0.1568863982828903
calibration,V02,133,293,one_third,5,0.14860876671855405,0.6666666666666679,0.5180578999481138
calibration,V02,133,293,one_third,8,0.1394908645146482,0.6666666666666679,0.5271758021520196
calibration,V02,133,293,one_third,13,0.16356390303491009,0.6666666666666643,0.5031027636317542
calibration,V02,133,293,one_third,21,0.27878250949473604,3.552713678800501e-15,0.2787825094947325
calibration,V02,174,395,persistence,2,0.2784944253427514,0.0,0.2784944253427514
calibration,V02,174,395,persistence,3,0.18914409642556795,0.0,0.18914409642556795
calibration,V02,174,395,persistence,5,0.30502324007207804,0.0,0.30502324007207804
calibration,V02,174,395,persistence,8,0.26740552516101046,0.0,0.26740552516101046
calibration,V02,174,395,persistence,13,0.28535611952667495,0.0,0.28535611952667495
calibration,V02,174,395,persistence,21,0.3831323592504101,0.0,0.3831323592504101
calibration,V02,174,395,ridge,2,0.2784944253427514,0.0,0.2784944253427514
calibration,V02,174,395,ridge,3,0.18914409642556795,1.0,0.810855903574432
calibration,V02,174,395,ridge,5,0.30502324007207804,1.0,0.694976759927922
calibration,V02,174,395,ridge,8,0.26740552516101046,0.0,0.26740552516101046
calibration,V02,174,395,ridge,13,0.28535611952667495,1.0,0.714643880473325
calibration,V02,174,395,ridge,21,0.3831323592504101,1.0,0.6168676407495899
calibration,V02,174,395,silver_conjugate,2,0.2784944253427514,0.3431457505076194,0.06465132516486805
calibration,V02,174,395,silver_conjugate,3,0.18914409642556795,0.4852813742385709,0.2961372778130029
calibration,V02,174,395,silver_conjugate,5,0.30502324007207804,0.142135623730951,0.16288761634112703
calibration,V02,174,395,silver_conjugate,8,0.26740552516101046,0.6274169979695223,0.36001147280851187
calibration,V02,174,395,silver_conjugate,13,0.28535611952667495,0.7695526217004733,0.4841965021737984
calibration,V02,174,395,silver_conjugate,21,0.3831323592504101,0.6030303803300043,0.21989802107959422
calibration,V02,174,395,two_fifths,2,0.2784944253427514,0.3999999999999999,0.12150557465724854
calibration,V02,174,395,two_fifths,3,0.18914409642556795,0.40000000000000036,0.2108559035744324
calibration,V02,174,395,two_fifths,5,0.30502324007207804,0.0,0.30502324007207804
calibration,V02,174,395,two_fifths,8,0.26740552516101046,0.40000000000000036,0.1325944748389899
calibration,V02,174,395,two_fifths,13,0.28535611952667495,0.40000000000000036,0.11464388047332541
calibration,V02,174,395,two_fifths,21,0.3831323592504101,0.8000000000000007,0.4168676407495906
calibration,V02,174,395,phi,2,0.2784944253427514,0.47213595499957917,0.1936415296568278
calibration,V02,174,395,phi,3,0.18914409642556795,0.2917960675006315,0.10265197107506352
calibration,V02,174,395,phi,5,0.30502324007207804,0.18033988749894814,0.1246833525731299
calibration,V02,174,395,phi,8,0.26740552516101046,0.11145618000168334,0.15594934515932712
calibration,V02,174,395,phi,13,0.28535611952667495,0.06888370749726391,0.21647241202941103
calibration,V02,174,395,phi,21,0.3831323592504101,0.04257247250441765,0.34055988674599247
calibration,V02,174,395,fibonacci_8_21,2,0.2784944253427514,0.4761904761904763,0.1976960508477249
calibration,V02,174,395,fibonacci_8_21,3,0.18914409642556795,0.2857142857142856,0.09657018928871763
calibration,V02,174,395,fibonacci_8_21,5,0.30502324007207804,0.1904761904761907,0.11454704959588735
calibration,V02,174,395,fibonacci_8_21,8,0.26740552516101046,0.0952380952380949,0.17216742992291556
calibration,V02,174,395,fibonacci_8_21,13,0.28535611952667495,0.0952380952380949,0.19011802428858005
calibration,V02,174,395,fibonacci_8_21,21,0.3831323592504101,0.0,0.3831323592504101
calibration,V02,174,395,three_eighths,2,0.2784944253427514,0.5,0.22150557465724863
calibration,V02,174,395,three_eighths,3,0.18914409642556795,0.25,0.060855903574432046
calibration,V02,174,395,three_eighths,5,0.30502324007207804,0.25,0.05502324007207804
calibration,V02,174,395,three_eighths,8,0.26740552516101046,0.0,0.26740552516101046
calibration,V02,174,395,three_eighths,13,0.28535611952667495,0.25,0.035356119526674945
calibration,V02,174,395,three_eighths,21,0.3831323592504101,0.25,0.13313235925041011
calibration,V02,174,395,one_over_e,2,0.2784944253427514,0.5284822353142307,0.2499878099714793
calibration,V02,174,395,one_over_e,3,0.18914409642556795,0.207276647028654,0.01813255060308605
calibration,V02,174,395,one_over_e,5,0.30502324007207804,0.32120558828557666,0.01618234821349862
calibration,V02,174,395,one_over_e,8,0.26740552516101046,0.11392894125692266,0.1534765839040878
calibration,V02,174,395,one_over_e,13,0.28535611952667495,0.4351345295424984,0.14977841001582348
calibration,V02,174,395,one_over_e,21,0.3831323592504101,0.5490634707994211,0.16593111154901097
calibration,V02,174,395,one_third,2,0.2784944253427514,0.666666666666667,0.3881722413239156
calibration,V02,174,395,one_third,3,0.18914409642556795,0.0,0.18914409642556795
calibration,V02,174,395,one_third,5,0.30502324007207804,0.6666666666666679,0.3616434265945898
calibration,V02,174,395,one_third,8,0.26740552516101046,0.6666666666666679,0.3992611415056574
calibration,V02,174,395,one_third,13,0.28535611952667495,0.6666666666666643,0.38131054713998935
calibration,V02,174,395,one_third,21,0.3831323592504101,3.552713678800501e-15,0.38313235925040656
calibration,V02,179,401,persistence,2,0.3170638866963884,0.0,0.3170638866963884
calibration,V02,179,401,persistence,3,0.2984275032777799,0.0,0.2984275032777799
calibration,V02,179,401,persistence,5,0.20575673855156285,0.0,0.20575673855156285
calibration,V02,179,401,persistence,8,0.28756546514632164,0.0,0.28756546514632164
calibration,V02,179,401,persistence,13,0.21431405313024232,0.0,0.21431405313024232
calibration,V02,179,401,persistence,21,0.363481882125408,0.0,0.363481882125408
calibration,V02,179,401,ridge,2,0.3170638866963884,0.0,0.3170638866963884
calibration,V02,179,401,ridge,3,0.2984275032777799,1.0,0.7015724967222201
calibration,V02,179,401,ridge,5,0.20575673855156285,1.0,0.7942432614484372
calibration,V02,179,401,ridge,8,0.28756546514632164,0.0,0.28756546514632164
calibration,V02,179,401,ridge,13,0.21431405313024232,1.0,0.7856859468697577
calibration,V02,179,401,ridge,21,0.363481882125408,1.0,0.636518117874592
calibration,V02,179,401,silver_conjugate,2,0.3170638866963884,0.3431457505076194,0.02608186381123101
calibration,V02,179,401,silver_conjugate,3,0.2984275032777799,0.4852813742385709,0.18685387096079098
calibration,V02,179,401,silver_conjugate,5,0.20575673855156285,0.142135623730951,0.06362111482061183
calibration,V02,179,401,silver_conjugate,8,0.28756546514632164,0.6274169979695223,0.3398515328232007
calibration,V02,179,401,silver_conjugate,13,0.21431405313024232,0.7695526217004733,0.555238568570231
calibration,V02,179,401,silver_conjugate,21,0.363481882125408,0.6030303803300043,0.23954849820459634
calibration,V02,179,401,two_fifths,2,0.3170638866963884,0.3999999999999999,0.0829361133036115
calibration,V02,179,401,two_fifths,3,0.2984275032777799,0.40000000000000036,0.10157249672222046
calibration,V02,179,401,two_fifths,5,0.20575673855156285,0.0,0.20575673855156285
calibration,V02,179,401,two_fifths,8,0.28756546514632164,0.40000000000000036,0.11243453485367871
calibration,V02,179,401,two_fifths,13,0.21431405313024232,0.40000000000000036,0.18568594686975803
calibration,V02,179,401,two_fifths,21,0.363481882125408,0.8000000000000007,0.4365181178745927
calibration,V02,179,401,phi,2,0.3170638866963884,0.47213595499957917,0.15507206830319076
calibration,V02,179,401,phi,3,0.2984275032777799,0.2917960675006315,0.00663143577714842
calibration,V02,179,401,phi,5,0.20575673855156285,0.18033988749894814,0.02541685105261471
calibration,V02,179,401,phi,8,0.28756546514632164,0.11145618000168334,0.1761092851446383
calibration,V02,179,401,phi,13,0.21431405313024232,0.06888370749726391,0.1454303456329784
calibration,V02,179,401,phi,21,0.363481882125408,0.04257247250441765,0.32090940962099035
calibration,V02,179,401,fibonacci_8_21,2,0.3170638866963884,0.4761904761904763,0.15912658949408787
calibration,V02,179,401,fibonacci_8_21,3,0.2984275032777799,0.2857142857142856,0.012713217563494306
calibration,V02,179,401,fibonacci_8_21,5,0.20575673855156285,0.1904761904761907,0.015280548075372158
calibration,V02,179,401,fibonacci_8_21,8,0.28756546514632164,0.0952380952380949,0.19232736990822674
calibration,V02,179,401,fibonacci_8_21,13,0.21431405313024232,0.0952380952380949,0.11907595789214742
calibration,V02,179,401,fibonacci_8_21,21,0.363481882125408,0.0,0.363481882125408
calibration,V02,179,401,three_eighths,2,0.3170638866963884,0.5,0.1829361133036116
calibration,V02,179,401,three_eighths,3,0.2984275032777799,0.25,0.04842750327777989
calibration,V02,179,401,three_eighths,5,0.20575673855156285,0.25,0.044243261448437154
calibration,V02,179,401,three_eighths,8,0.28756546514632164,0.0,0.28756546514632164
calibration,V02,179,401,three_eighths,13,0.21431405313024232,0.25,0.03568594686975768
calibration,V02,179,401,three_eighths,21,0.363481882125408,0.25,0.113481882125408
calibration,V02,179,401,one_over_e,2,0.3170638866963884,0.5284822353142307,0.21141834861784226
calibration,V02,179,401,one_over_e,3,0.2984275032777799,0.207276647028654,0.09115085624912589
calibration,V02,179,401,one_over_e,5,0.20575673855156285,0.32120558828557666,0.11544884973401381
calibration,V02,179,401,one_over_e,8,0.28756546514632164,0.11392894125692266,0.17363652388939899
calibration,V02,179,401,one_over_e,13,0.21431405313024232,0.4351345295424984,0.2208204764122561
calibration,V02,179,401,one_over_e,21,0.363481882125408,0.5490634707994211,0.1855815886740131
