split,video,file,amplitude,umf,frame,inherited_id,joining_id,f_child,f_parent,zipper_contraction,f_ordinary,event_specificity,theta_inherited_pre,theta_joining_pre,theta_parent_first,theta_parent_second,inherited_pre_step_m,joining_pre_step_m,parent_first_step_m,parent_second_step_m
calibration,V05,V05_Amp0.0_umf2.5.csv,0.0,2.5,2375,3026,3040,0.5710120192065974,0.06227086590266906,0.5087411533039283,0.12005301724672406,0.057782151344055,-0.793397992737333,-2.587285157388253,-1.2899586021736926,-1.0943289073211924,0.008839117603018958,0.004939635614091355,0.005412023651093906,0.006977105417004998
calibration,V05,V05_Amp0.0_umf2.5.csv,0.0,2.5,2423,3082,3091,0.037327354121378616,0.11310399179526562,-0.07577663767388701,0.6070023056033914,0.49389831380812577,-2.5964930002831133,-2.713760341768781,-1.9901379743449272,-1.6348113046292405,0.010993179703798194,0.013738267721950954,0.009087353850269039,0.007816009211867682
calibration,V05,V05_Amp0.0_umf2.5.csv,0.0,2.5,2482,3160,3171,0.006565863970403814,0.1288353856762351,-0.12226952170583127,0.08543127048524173,-0.04340411519099337,-2.6489676507374242,-2.6283403807235337,-2.080922067146707,-1.6761737659838392,0.015435349040433146,0.012626955294131673,0.009625487000666478,0.010458011283222084
calibration,V05,V05_Amp0.0_umf2.5.csv,0.0,2.5,2648,3400,3408,0.06885601406146499,0.0010169610324628482,0.06783905302900214,0.09297926853105412,0.09196230749859127,-0.8572741329537821,-0.6409565850228082,-1.1071487177940882,-1.1039538404855158,0.008861715409558116,0.007860025445251455,0.010509519494248984,0.013997856978837877
calibration,V06,V06_Amp0.0_umf3.0.csv,0.0,3.0,574,931,925,0.2772027234959343,0.17475622575008898,0.1024464977458453,0.03736637622809999,-0.137389849521989,-1.9909930404041716,-1.1201350007142616,-2.5290550969794907,-1.9800422219939318,0.00514781507049348,0.003443835071544506,0.004522167621837996,0.009047098982546815
calibration,V06,V06_Amp0.0_umf3.0.csv,0.0,3.0,2520,4110,4167,0.09809904023388435,0.21817630544401076,-0.1200772652101264,0.026791020114061405,-0.19138528532994936,-0.944053425583848,-1.2522406497068286,-1.1618884978439714,-0.4764674194737044,0.007161005515987237,0.00989797959181566,0.013078226179417464,0.0034885527085024757
calibration,V06,V06_Amp0.0_umf3.0.csv,0.0,3.0,2829,4697,4682,0.35796429972615124,0.11624723191622935,0.2417170678099219,0.011406074178837072,-0.10484115773739228,-2.7758453523274493,-1.6512673380603577,-2.356194490192347,-1.990993040404172,0.010065783625729284,0.0062201286160335776,0.008768124086713186,0.010295630140987022
calibration,V07,V07_Amp0.0_umf3.5.csv,0.0,3.5,757,1458,1477,0.07873520944517484,0.021426672142165815,0.05730853730300903,0.40340571012824494,0.38197903798607913,-2.356194490192337,-2.108840534620522,-1.5707963267948966,-1.5034824510021914,0.003676955262170084,0.007220110802473863,0.008899999999999963,0.008920201791439493
calibration,V07,V07_Amp0.0_umf3.5.csv,0.0,3.5,784,1528,1532,0.011318503871220697,0.16650522348136831,-0.15518671961014763,0.1479257022970111,-0.01857952118435721,-0.9472355946358745,-0.982793723247329,-0.4429251871083202,-0.9660167739817136,0.0070213958726168145,0.0018027756377319963,0.008633075929238655,0.008266196223173006
calibration,V07,V07_Amp0.0_umf3.5.csv,0.0,3.5,791,1493,1542,0.343835168864725,0.28051291420626445,0.06332225465846053,nan,nan,-2.841421482759676,-1.7612314422084503,-2.452053637302361,-1.5707963267948966,0.008793179174792262,0.008452810183601637,0.007387827826905548,0.007300000000000029
calibration,V07,V07_Amp0.0_umf3.5.csv,0.0,3.5,792,1493,1545,0.5215331293927329,0.9381711706132709,-0.41663804122053805,0.20811862143542362,-0.7300525491778473,-2.187597550582914,-0.5491529026790096,-1.5707963267948966,1.3765553306134921,0.01348480626483006,0.007854934754662193,0.007300000000000029,0.018650737250843447
calibration,V07,V07_Amp0.0_umf3.5.csv,0.0,3.5,1662,3214,3228,0.2866076498796219,0.13819111488675465,0.14841653499286725,0.06764159063646542,-0.07054952425028922,-0.34180517198089205,0.5585993153435636,-0.9587808724692086,-1.39292106378882,0.01103856874780423,0.001886796226411319,0.012706297651164924,0.00904267659490266
calibration,V07,V07_Amp0.0_umf3.5.csv,0.0,3.5,2904,5592,5608,0.02835477676227874,0.7140951709216691,-0.6857403941593904,0.009636055915969935,-0.7044591150056991,-1.3109819569490593,-1.4000611153196127,2.334671395500259,-1.705117768747864,0.008174350127074341,0.005885575587824837,0.036141527361194914,0.00373363094051893
evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,15,14,2,0.0015640496118518098,0.09299935601518369,-0.09143530640333189,0.008585414411843382,-0.08441394160334031,-1.6415997593648053,-1.646513366135249,-1.3312132947599549,-1.6233793884058376,0.014135416513141734,0.01454166427889189,0.01348517704741024,0.011415778554264233
evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,613,529,531,0.49999999999999983,0.05241617962853877,0.44758382037146105,0.01136338049381816,-0.04105279913472061,-1.8925468811915382,-0.3217505543966422,-1.6539375586833378,-1.8186078435335982,0.008221921916437815,0.001581138830084191,0.012041594578792305,0.008561541917201626
evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,1303,1128,1129,0.273947100128346,0.04392868168310265,0.23001841844524334,0.15093268548007419,0.10700400379697153,-1.7335237014352773,-0.872893504199838,-1.5707963267948966,-1.4327903031373768,0.0067896980787072216,0.008091971329657553,0.0037000000000000366,0.003634556369077242
evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,1972,1681,1693,0.08775383932467842,0.10841645830061228,-0.020662618975933855,2.4132667594759356e-05,-0.10839232563301752,-1.6622833436664048,-1.9379701606131137,-1.5365631304855158,-1.8771634794109435,0.01094577544078076,0.005571355310873684,0.014608559134972896,0.010278618584226164
evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,2511,2171,2195,0.10426237439275898,0.004091513940078648,0.10017086045268034,0.04290275445992041,0.038811240519841764,-1.7393932664043248,-1.4118433569662046,-1.7090393172726241,-1.6961854471364128,0.009535197952848191,0.013267252918370102,0.011610770861575049,0.011994165248152975
evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,2654,2340,2342,0.6849887361329864,0.005734692730921154,0.6792540434020652,0.134949791157504,0.12921509842658285,-0.7266423406817277,-2.878597921908875,-1.7126933813990588,-1.7307094499531155,0.01324575403667154,0.008077747210701756,0.004242640687119265,0.009420191080864579
evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,2654,2315,2329,0.17284583358903066,0.08677440077061586,0.0860714328184148,0.05158353897938903,-0.03519086179122683,-1.355030130387853,-1.8980413313947555,-1.5707963267948966,-1.8434061467755198,0.007473285756613326,0.01151086443322136,0.008400000000000019,0.00965660395791396
evaluation,V11,V11_Amp0.25_umf2.0.csv,0.25,2.0,2687,2377,2374,0.038115845952452376,0.024782490325092082,0.013333355627360294,nan,nan,-1.5323537367737086,-1.6520981984032932,-1.5707963267948966,-1.648652816337866,0.013009611831257699,0.013544740676735023,0.01200000000000001,0.014142842712835352
evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,394,512,516,0.7613633804938187,0.20594508359441793,0.5554182968994008,0.5442365072919673,0.33829142369754933,-1.1428478304734169,1.2490457723982544,-2.776391203801621,-2.129395642138462,0.0062649820430708695,0.001581138830084191,0.007280109889280512,0.0018867962264113131
evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,1191,1517,1518,0.7500000000000007,0.14287324437941984,0.6071267556205808,0.6137797628433833,0.4709065184639635,-0.7853981633974464,3.141592653589793,-1.666655473904909,-1.2178059389679845,0.015414927829866715,0.002599999999999991,0.005223983154643628,0.006074537019394962
evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,1853,2398,2380,0.15166429006296042,0.079547146689984,0.07211714337297642,0.24563986331671017,0.16609271662672617,-1.5707963267948966,-1.0943289073211886,-0.5830765350191434,-0.8329812666744267,0.003599999999999992,0.0034885527085024744,0.005630275304103694,0.0014866068747318437
evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,1917,2472,2473,0.07456575037714262,0.239384445857648,-0.16481869548050537,nan,nan,-1.1071487177940904,-0.8728935041998488,-1.634811304629241,-2.3868597211192917,0.005813776741499434,0.004045985664828812,0.007816009211867626,0.011531261856362473
evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,2001,2584,2582,0.4223444784944253,0.07452989970048463,0.3478145787939407,nan,nan,-1.3945616290582215,-2.7213959399805203,-1.1341691669813556,-1.3683117523531823,0.014829699929533301,0.005147815070493505,0.014897650821522175,0.01541492782986674
evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,2080,2683,2685,0.25835023845157634,0.07947587429682526,0.17887436415475108,0.966259548962959,0.8867836746661337,1.0164888305933426,1.8281200417659862,-0.8807602102998598,-0.6310793874713277,0.0049396356140913745,0.005894064811316534,0.00816884324736375,0.009660745312862762
evaluation,V12,V12_Amp0.25_umf2.5.csv,0.25,2.5,2223,2844,2897,0.1003694016532455,0.04647714513351427,0.05389225651973123,0.01886003814589813,-0.027617106987616137,-1.9359977765830707,-2.25131755146211,-1.7168085845061716,-1.5707963267948966,0.007280109889280492,0.010807404868885052,0.0068731361109758615,0.006799999999999973
evaluation,V13,V13_Amp0.25_umf3.0.csv,0.25,3.0,816,1401,1430,0.6444630324695084,0.8399400347612621,-0.1954770022917537,0.0995318331601535,-0.7404082016011087,-2.687748652068282,1.5707963267948966,-2.6387494426619367,0.0,0.004561797891182811,0.0030999999999999917,0.0022825424421026625,0.00520000000000001
evaluation,V13,V13_Amp0.25_umf3.0.csv,0.25,3.0,1382,2424,2437,0.00032228462107444225,0.8675119254724358,-0.8671896408513614,0.015444992271197312,-0.8520669332012385,-1.9365436280572417,-1.9355311410593092,1.3373932819673,-2.220422933246546,0.010065783625729258,0.011774548823628028,0.027238575586840095,0.013060245020672486
evaluation,V14,V14_Amp0.25_umf3.5.csv,0.25,3.5,556,1070,1053,0.01850375537225014,0.9028026799991244,-0.8842989246268743,0.021531067903091967,-0.8812716120960324,-1.73491194672578,-1.6767806847844964,-1.886150379944929,1.5607966601082313,0.01591383046283954,0.009453041838477198,0.014831385639919155,0.05000249993750311
evaluation,V14,V14_Amp0.25_umf3.5.csv,0.25,3.5,2531,4974,4977,0.7562052679314751,0.6965263991326308,0.05967886879884432,0.7886787859857136,0.0921523868530828,-0.6486424516665422,1.7270464626728814,1.4170380440441297,-2.6779450445890314,0.007780102827083958,0.029560108254199618,0.02742353004264764,0.001118033988749871
evaluation,V14,V14_Amp0.25_umf3.5.csv,0.25,3.5,2579,5067,5072,0.5127653570257408,0.3758289705509331,0.13693638647480766,0.8064317720282138,0.4306028014772807,-2.403777593469328,2.2685078350628434,-3.0543827280588864,-1.8736811951698602,0.0014866068747318513,0.01291897828777494,0.018369812192834196,0.0016763054614240649
evaluation,V18,V18_Amp0.5_umf2.0.csv,0.5,2.0,223,164,170,0.4076624615894884,0.19613170390495974,0.21153075768452864,0.016574062427428808,-0.17955764147753092,-1.8608832591159257,3.141592653589793,-1.1041901465447308,-1.7203560666686009,0.0069921384425653205,0.004199999999999995,0.015115885683611144,0.007382411530116675
evaluation,V18,V18_Amp0.5_umf2.0.csv,0.5,2.0,938,683,675,0.2364178200186042,0.00655198531037124,0.22986583470823296,0.4921960828029139,0.4856440974925426,-1.7804361726691078,-2.5231646592172687,-1.3177206746302952,-1.2971370057128047,0.004805205510693622,0.006382005954243558,0.005990826320300091,0.005920304046246259
evaluation,V18,V18_Amp0.5_umf2.0.csv,0.5,2.0,2283,1636,1642,0.12853472811121744,0.041949996808582794,0.08658473130263464,0.0001422296090257916,-0.041807767199557005,-1.380361211381343,-1.7841649689467052,-1.4702194093400485,-1.3384296075480895,0.008452810183601637,0.012278436382536619,0.0109553639829994,0.01346179779969971
evaluation,V19,V19_Amp0.5_umf2.5.csv,0.5,2.5,10,6,14,0.2302954145493379,0.025333056041177287,0.20496235850816064,0.04309991025646797,0.017766854215290683,-1.3574276846430884,-2.0809220671467044,-1.300947170856426,-1.380533313608367,0.012278436382536673,0.009625487000666526,0.009752948272189253,0.013748090776540586
evaluation,V19,V19_Amp0.5_umf2.5.csv,0.5,2.5,258,314,301,0.025232999525176034,0.12049752347050112,-0.09526452394532509,0.16673576682746236,0.04623824335696124,-1.510628075639887,-1.4313562697035593,-2.07608651489429,-2.45464064940498,0.008315046602394991,0.011511733144926492,0.010742439201596643,0.011510864433221324
evaluation,V19,V19_Amp0.5_umf2.5.csv,0.5,2.5,1142,1403,1429,0.9710713732201978,0.052942425467545386,0.9181289477526524,0.8798146849286175,0.8268722594610721,1.4799143654250286,-1.5707963267948966,-1.8138917529767404,-1.6475682180646747,0.0407682474482286,0.005699999999999983,0.01287866452703852,0.013038404810405309
evaluation,V19,V19_Amp0.5_umf2.5.csv,0.5,2.5,1198,1493,1480,0.022712718027792976,0.8931249319745124,-0.8704122139467194,0.4190948951310165,-0.47403003684349587,-1.876307009703868,-1.8049529016046972,1.145534579882505,-1.6603001451465071,0.01363121417922851,0.011205802068571464,0.030298679839227335,0.023494041797868702
evaluation,V19,V19_Amp0.5_umf2.5.csv,0.5,2.5,1664,2076,2073,0.1944929945504236,0.0064476586528587915,0.1880453358975648,nan,nan,-1.4921411985800976,-0.8811234357258072,-1.517654917949961,-1.4973990008932851,0.020362956563328406,0.03033232599059952,0.00941328847959093,0.006818357573492343
evaluation,V19,V19_Amp0.5_umf2.5.csv,0.5,2.5,2710,3511,3499,0.2144241170550657,0.03290201678592506,0.18152210026914065,nan,nan,-2.0544412697688523,-1.38080803887618,-2.0399083622801912,-1.936543628057241,0.011182575731914376,0.002647640458974737,0.008184130986244023,0.010065783625729316
evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,168,255,261,0.3307528509143015,0.028596116608344904,0.30215673430595663,0.0877719947867658,0.05917587817842089,-2.3103550643112256,-1.271264337724976,-2.0476881944604313,-2.1375255443184047,0.007715568676384168,0.007116881339463258,0.013507035203922444,0.011734564329364738
evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,191,276,273,0.08714090649201914,0.04660988875589976,0.040531017736119376,nan,nan,-1.7607846147136121,-1.4870233830511297,-2.285446622438738,-2.139017338338566,0.010590561835899001,0.013146102083887832,0.02700833204772185,0.015423683088030566
evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,233,344,361,0.15904437039149957,0.8982798965119871,-0.7392355261204876,0.37657140749868073,-0.5217084890133064,-2.641940027973044,3.141592653589793,0.713646550295816,-2.1083829734536423,0.026089461473936187,0.002599999999999991,0.045371577005874505,0.01816177304119837
evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,702,1077,1097,0.49494788639333476,0.41116526850533663,0.08378261788799812,0.15358875202076866,-0.257576516484568,-2.3561944901923413,-0.8012698463892454,-2.069112121005205,-0.7773983340575648,0.0014142135623730913,0.0044553338819891125,0.007741446893184742,0.008839117603019007
evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,1166,1908,1917,0.1485211826509794,0.9691742886987779,-0.8206531060477984,nan,nan,-1.7089828232892947,-2.1755758796080795,-1.8893520038829636,1.349082477872429,0.015245327152934439,0.008266196223173006,0.009897979591815716,0.04274634487298301
evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,1167,1908,1919,0.6749039468778569,0.15157565801169798,0.523328288866159,0.023931220227262996,-0.127644437784435,-1.7841649689467036,2.378747056842651,1.349082477872429,0.8728935041998399,0.012278436382536671,0.018813824704190237,0.04274634487298301,0.0040459856648287695
evaluation,V20,V20_Amp0.5_umf3.0.csv,0.5,3.0,1901,3216,3219,0.7025337838288945,0.7436463233491339,-0.04111253952023941,0.63292929655583,-0.11071702679330397,2.2603353430823327,-1.8157749899217595,-0.828229096066174,1.5080047302365251,0.007387827826905536,0.010720074626605935,0.009908582138732039,0.033465952847633054
evaluation,V21,V21_Amp0.5_umf3.5.csv,0.5,3.5,2849,5567,5551,0.5749762960044208,0.40268585819058067,0.17229043781384012,0.0858625662592831,-0.31682329193129755,-2.120649509471481,2.3561944901923466,3.04573350647978,-1.9723768669037773,0.010907795377618736,0.006646803743153533,0.005223983154643594,0.007930952023559316
evaluation,V21,V21_Amp0.5_umf3.5.csv,0.5,3.5,2932,5741,5734,0.5035747585808585,0.016787471922309317,0.4867872866585492,0.7741323689163715,0.7573448969940622,0.34596727261279536,-1.2360594894780834,-2.0296130555017275,-2.0823524539651994,0.018283325736856513,0.004870318264754358,0.00925742944882647,0.006536818798161721
evaluation,V25,V25_Amp0.75_umf2.0.csv,0.75,2.0,248,174,167,0.25,0.9561758364172901,-0.7061758364172901,0.07077581551378946,-0.8854000209035007,-1.5707963267948966,-2.356194490192345,-1.8925468811915405,1.1113681020370938,0.006199999999999983,0.0029698484809834867,0.008221921916437763,0.04239622624715551
evaluation,V25,V25_Amp0.75_umf2.0.csv,0.75,2.0,2468,1776,1773,0.007168382244345387,0.01141958671513536,-0.004251204470789973,0.04901629083449548,0.037596704119360114,-1.7706249718678853,-1.7931451088648442,-1.7310270110729589,-1.695151321341658,0.008060397012554671,0.011790250209389123,0.01002845950283494,0.012093386622447834
evaluation,V25,V25_Amp0.75_umf2.0.csv,0.75,2.0,2530,1813,1804,0.28273021432741446,0.03680547451380975,0.24592473981360471,nan,nan,-1.3617733839886308,-2.2499965482675037,-1.3536850120599921,-1.238057203715521,0.010120276676059766,0.014008925726121913,0.006963476143421501,0.014389232085139219
evaluation,V26,V26_Amp0.75_umf2.5.csv,0.75,2.5,2590,2884,2890,0.055871999134359036,0.983848214688504,-0.927976215554145,0.052568456711254596,-0.9312797579772494,-1.8692952583810722,-1.6937681963591946,-1.4528281067198523,1.7395068769468962,0.005440588203494211,0.008967719888578108,0.013594484175576517,0.018462123388169622
evaluation,V27,V27_Amp0.75_umf3.0.csv,0.75,3.0,851,1197,1245,0.6911786121460639,0.11356570685286813,0.5776129052931958,0.8419365658575569,0.7283708590046888,-2.4742865186114367,-0.30288486837497336,-2.019060534015107,-1.6622833436664044,0.012603570922560016,0.001676305461424012,0.014536161804272814,0.010945775440780816
evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,37,67,59,0.7839465658974212,0.48466432823827077,0.2992822376591504,0.6110772490095434,0.12641292077127264,0.5757583175232337,-1.8870824547070513,-1.8990827358374696,2.8614846782917334,0.00679558680321279,0.011574109036984241,0.02419194080680592,0.007596051605933188
evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,472,734,814,0.04702993225612217,0.9737869485034513,-0.9267570162473291,0.07318085235181755,-0.9006060961516337,-1.804539507663796,-1.656790617989137,-1.682686592966571,1.3765553306134934,0.00431740662898456,0.005821511831131181,0.008956003573022975,0.0186507372508435
evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,1051,1735,1739,0.552981309769219,0.012732384683378308,0.5402489250858407,nan,nan,-1.7372420203434402,0.0,-1.793145108864843,-1.7531451426808624,0.0126751725826515,0.0010000000000000009,0.01179025020938912,0.014337712509323098
evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,1052,1735,1754,0.48946378720439226,0.8274773435371625,-0.33801355633277025,0.2075549030263888,-0.6199224405107737,-2.389294978907685,2.356194490192345,-1.7531451426808624,1.9304434210303765,0.01068316432523621,0.0007071067811865482,0.014337712509323098,0.013354400023962149
evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,1579,2694,2599,0.09347757854456896,0.328880855688129,-0.23540327714356007,0.5519784356133141,0.22309757992518503,-1.8347600504206028,-2.1284285244515835,-1.5707963267948966,-0.5375866466587456,0.003832753579347342,0.010960383204979676,0.005699999999999983,0.006053924347066117
evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,1599,2707,2721,0.4364714887288305,0.8754771838008351,-0.43900569507200454,0.4253748083979095,-0.4501023754029256,-2.4306832804062277,2.481286404281465,-1.3367065254892705,2.1960860926761314,0.004750789408087875,0.01190168055360252,0.013364505228402594,0.023063824487712346
evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,1778,2974,3021,0.11378875163199538,0.9405469141319838,-0.8267581624999883,nan,nan,-1.7053495721744045,-2.062827478362635,-1.746388488745078,1.5819815426409183,0.023108872754853252,0.014182383438618497,0.006296824596572451,0.04470279633311546
evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,2318,3966,3971,0.9335270620125065,0.6744265741726873,0.2591004878398192,0.19418803133238577,-0.4802385428403015,-1.361965433150857,1.5707963267948966,1.5941565626167713,-2.5702551737561694,0.015435349040433134,0.008299999999999974,0.04281168064909389,0.004992995093127957
evaluation,V28,V28_Amp0.75_umf3.5.csv,0.75,3.5,2668,4546,4532,0.8275372381769535,0.13359528917914706,0.6939419489978064,0.9563612518042504,0.8227659626251033,-0.4858661743275284,-3.0856510823562324,1.1463443197211438,0.7266423406817314,0.010064790112068924,0.037558753972942185,0.011412712210513296,0.004816637831516942
holdout,V33,V33_Amp1.0_umf2.5.csv,1.0,2.5,1227,1419,1407,0.21792413494155755,0.2955093199474422,-0.07758518500588463,0.055620325825143646,-0.23988899412229853,-1.1278711396865737,-0.44324227831426577,-0.6254850402392267,0.30288486837497336,0.008633075929238636,0.010959014554237997,0.004440720662234904,0.001676305461424012
holdout,V33,V33_Amp1.0_umf2.5.csv,1.0,2.5,1437,1665,1654,0.10535740151199906,0.4070784859348269,-0.3017210844228278,nan,nan,2.506565918199482,2.1755758796080755,-2.0760865148942926,2.928224011437986,0.00708025423272356,0.008266196223173048,0.005371219600798297,0.012278436382536657
holdout,V33,V33_Amp1.0_umf2.5.csv,1.0,2.5,1745,2014,2026,0.024251431861266316,0.923146615701393,-0.8988951838401267,0.5604751503036598,-0.3626714653977332,-1.5707963267948966,-1.6469844469692843,-2.64347594358948,0.7395587375163302,0.0041999999999999815,0.013138112497615479,0.0064884512790033275,0.007715568676384119
holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,313,441,443,0.033613766018377456,0.9152150417524078,-0.8816012757340304,0.7404462220051674,-0.17476881974724034,-1.2068173702852516,-1.3124181306680724,-1.4648119688052965,1.4104208828189433,0.004494441010848888,0.014480676779764138,0.00945304183847717,0.006888396039717812
holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,683,966,969,0.6195138263751945,0.1337527680837713,0.4857610582914232,0.2053909108458944,0.0716381427621231,-0.4415923623072898,1.5046677234303236,-1.1505996131856213,-1.5707963267948966,0.0121671689394041,0.015133076356114775,0.010295630140987022,0.008299999999999974
holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,726,1017,1023,0.7464436129470947,0.31673043547980756,0.42971317746728716,0.21110406912502805,-0.10562636635477951,-0.540419500270576,-2.8854412710241917,-0.5757583175232371,-1.5707963267948966,0.0011661903789690555,0.004341658669218475,0.006795586803212805,0.0040999999999999925
holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,1305,1871,1911,0.5333833664305273,0.14557762034241517,0.38780574608811214,0.7382161311296612,0.592638510787246,2.7828219833192276,1.1071487177940904,-1.296455475295495,-0.8391098927006795,0.0017088007490635064,0.001118033988749896,0.01734877517290485,0.013171180660821548
holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,1882,2765,2769,0.3327761263892755,0.04950329468765107,0.28327283170162443,0.25034131435148044,0.20083801966382936,-2.6078844619505333,2.6298538112744363,-0.4981167100003127,-0.653635896919528,0.010221545871344504,0.008372574275573788,0.006488451279003334,0.005920304046246305
holdout,V34,V34_Amp1.0_umf3.0.csv,1.0,3.0,2626,3839,3856,0.5632056397976161,0.8110662295346294,-0.2478605897370133,0.3017690865027353,-0.509297143031894,-2.5188318720323926,1.994990734698664,-1.228640441711717,1.3193992665690475,0.023144977856977965,0.010204410811016945,0.007749193506423778,0.01889391436415438
holdout,V35,V35_Amp1.0_umf3.5.csv,1.0,3.5,235,328,361,0.19913276136282143,0.8056773658163477,-0.6065446044535263,nan,nan,-1.3229848100561952,-0.6973907898697059,-1.2463209835013234,2.505754230066049,0.017123083834403197,0.0048270073544588645,0.011605602095539904,0.005220153254455267
