split,video,file,track_id,segment_index,start_frame,time_sec,observed_a_free_angle_deg,observed_b_free_angle_deg,observed_a_phi_loss_deg,observed_b_phi_loss_deg,scrambled_a_phi_loss_deg,broken_a_phi_loss_deg,observed_a_loss_direct_deg,observed_b_loss_direct_deg,observed_a_loss_thirty_deg,observed_b_loss_thirty_deg,observed_a_loss_phi_projection_deg,observed_b_loss_phi_projection_deg,observed_a_loss_diagonal_deg,observed_b_loss_diagonal_deg,observed_a_loss_phi_complement_deg,observed_b_loss_phi_complement_deg,observed_a_loss_ridge_half_deg,observed_b_loss_ridge_half_deg,observed_a_loss_perpendicular_deg,observed_b_loss_perpendicular_deg,level_0_child_frames,level_0_parent_frames,level_0_a_magnitude,level_0_a_angle_deg,level_0_b_magnitude,level_0_b_angle_deg,level_0_parent_magnitude,level_0_parent_angle_deg,level_0_a_signed_cosine,level_0_b_signed_cosine,level_0_a_folded_angle_deg,level_0_b_folded_angle_deg,level_0_a_ara_projection,level_0_b_ara_projection,level_1_child_frames,level_1_parent_frames,level_1_a_magnitude,level_1_a_angle_deg,level_1_b_magnitude,level_1_b_angle_deg,level_1_parent_magnitude,level_1_parent_angle_deg,level_1_a_signed_cosine,level_1_b_signed_cosine,level_1_a_folded_angle_deg,level_1_b_folded_angle_deg,level_1_a_ara_projection,level_1_b_ara_projection,level_2_child_frames,level_2_parent_frames,level_2_a_magnitude,level_2_a_angle_deg,level_2_b_magnitude,level_2_b_angle_deg,level_2_parent_magnitude,level_2_parent_angle_deg,level_2_a_signed_cosine,level_2_b_signed_cosine,level_2_a_folded_angle_deg,level_2_b_folded_angle_deg,level_2_a_ara_projection,level_2_b_ara_projection,level_3_child_frames,level_3_parent_frames,level_3_a_magnitude,level_3_a_angle_deg,level_3_b_magnitude,level_3_b_angle_deg,level_3_parent_magnitude,level_3_parent_angle_deg,level_3_a_signed_cosine,level_3_b_signed_cosine,level_3_a_folded_angle_deg,level_3_b_folded_angle_deg,level_3_a_ara_projection,level_3_b_ara_projection
calibration,V02,V02_Amp0.0_umf1.25.csv,13,0,14,0.28,41.60386020178815,24.864398478710665,27.847380295055533,20.04367391990921,26.443202779230898,20.96150046894504,49.7489148004878,29.933017800997224,29.64326081454105,17.439083862180855,27.847380295055533,20.04367391990921,27.488308526813004,26.137897612295767,29.962269974637664,33.56531720353711,32.9012355332078,38.88775819238667,55.55411494663853,67.23387411496452,2,4,0.010028459502834925,-9.18054195762609,0.012423365083583436,-157.7703789087623,0.0064999999999999745,-104.2500326978037,-0.0883639053339517,0.5945372929524633,84.9305092598224,53.520346210958614,0.1767278106679034,1.1890745859049265,4,8,0.0064999999999999745,-104.2500326978037,0.016551737068960487,-43.5311992856142,0.02052924742897313,-59.562756278294266,0.7109556580620667,0.9611097364156476,44.68727641950944,16.031556992680024,1.4219113161241335,1.9222194728312951,8,16,0.02052924742897313,-59.562756278294266,0.02662273464541163,-87.6319748992891,0.04576832966145914,-75.44759230230869,0.9618137822708211,0.9774734598539814,15.884836024014424,12.184382596980411,1.9236275645416423,1.9549469197079627,16,32,0.04576832966145914,-75.44759230230869,0.053671314498528896,-114.08171952033867,0.09387784616191404,-96.36041140611503,0.934124635960566,0.9525483464687946,20.91281910380635,17.721308114223618,1.868249271921132,1.9050966929375892
calibration,V02,V02_Amp0.0_umf1.25.csv,17,1,43,0.86,11.78263013394713,12.168572164524143,24.587941622507586,24.536772175459486,23.241947979682017,24.887360118918494,12.52662136715381,13.497791842969768,18.70717602523712,18.763689796111336,24.587941622507586,24.536772175459486,33.48849848561134,33.34694723402681,42.431028604191816,42.237241752599495,48.404551715746514,48.186738060313274,78.33289742353178,78.05028760370968,2,4,0.004805205510693568,-102.0114783863655,0.00514781507049348,-114.07549825507881,0.009897979591815658,-108.25189583707856,0.9940745319816909,0.9948389952955662,6.2404174507130685,5.8236024180002675,1.9881490639633819,1.9896779905911324,4,8,0.009897979591815658,-108.25189583707856,0.008861715409558159,-130.88181029601105,0.018396195258802837,-118.93359946480332,0.9826720357226731,0.9783351307378689,10.681703627724778,11.948210831207739,1.9653440714453463,1.9566702614757379,8,16,0.018396195258802837,-118.93359946480332,0.023703586226560706,-97.51477754421988,0.041378255158959966,-106.8583987677383,0.977873874261495,0.9867323959340459,12.075200697065032,9.343621223518397,1.95574774852299,1.9734647918680919,16,32,0.041378255158959966,-106.8583987677383,0.03504639781775012,-67.16634582208243,0.07191780030006475,-88.72520000745263,0.9503355575553188,0.9300406073801961,18.133198760285644,21.55885418537017,1.9006711151106377,1.8600812147603922
calibration,V02,V02_Amp0.0_umf1.25.csv,46,1,120,2.4,27.558186111772383,45.90140232820205,16.83536623257675,29.646814504203334,24.765349064752535,20.782220975266654,31.17080294494508,53.73857625465332,14.769149925647516,32.151989645822326,16.83536623257675,29.646814504203334,22.724044670196424,27.95904805852668,30.18832317571116,29.09438307356538,35.561729750110736,31.299621379386412,64.11821469842691,52.20710831678786,2,4,0.019547378340841512,-9.125008647935951,0.005220153254455255,-126.43085812016241,0.017768792868397103,-24.257150385689627,0.9653263413728105,-0.21087625116332376,15.132141737753651,77.82629226552721,1.930652682745621,0.4217525023266475,4,8,0.017768792868397103,-24.257150385689627,0.0111211510195663,-127.6942404666891,0.018643229333996838,-59.721440914978075,0.8144772820779482,0.3750467200202981,35.46429052928845,67.97279955171102,1.6289545641558965,0.7500934400405962,8,16,0.018643229333996838,-59.721440914978075,0.029415642097360365,-135.00000000000003,0.038620849291541984,-107.16817243518199,0.6762753699181075,0.8843217629289637,47.446731520203926,27.83182756481803,1.352550739836215,1.7686435258579274,16,32,0.038620849291541984,-107.16817243518199,0.047078869994935095,-85.00390184458662,0.08411735849395176,-94.97859177533851,0.9774543079171244,0.9848843649710445,12.189580659843505,9.97468993075194,1.9549086158342488,1.969768729942089
calibration,V02,V02_Amp0.0_umf1.25.csv,133,0,293,5.86,19.643101613469025,12.291571254995068,31.051682375013325,28.756604116067535,27.93949180875805,9.622051911834367,32.90152419704113,20.394494616142786,28.35355705516226,24.050803216278933,31.051682375013325,28.756604116067535,36.600971971742375,36.5334640801871,43.32499648279072,44.77103656504292,48.22175962023991,50.40780554684432,75.14487343833947,79.39428559253345,2,4,0.0036345563690772485,-7.907162702958466,0.005107837115648837,-113.05130091647311,0.00544058820349416,-72.89727103094759,0.42277472245290193,0.7643136527117278,64.99010832798913,40.15402988552554,0.8455494449058039,1.5286273054234556,4,8,0.00544058820349416,-72.89727103094759,0.010715409464878157,-67.50352849976746,0.016140012391568974,-69.31930861118292,0.9980508056170962,0.999497871466785,3.5779624197645927,1.8157801114151395,1.9961016112341925,1.99899574293357,8,16,0.016140012391568974,-69.31930861118292,0.022457070156189095,-85.91438322002513,0.03820392649977222,-78.9841911205642,0.9858065537438311,0.9926938978063,9.664882509381242,6.930192099460861,1.9716131074876622,1.9853877956126,16,32,0.03820392649977222,-78.9841911205642,0.048701642682767894,-79.5899272408842,0.08690437273233145,-79.3236443173042,0.9999824497513037,0.9999892003273722,0.33945319674112756,0.2662829235787308,1.9999648995026074,1.9999784006547443
calibration,V02,V02_Amp0.0_umf1.25.csv,174,2,395,7.9,32.85939468407609,22.446203659883956,29.52840190799271,17.017456287710445,22.976209321895404,12.260024265994044,44.065893120342245,24.692518745882943,29.499817888401626,12.76511897409277,29.52840190799271,17.017456287710445,31.771959570139483,24.790364108383415,36.17994348548942,33.18931283935107,39.98344125265227,38.93810528042815,64.24260185702109,68.33303610433732,2,4,0.01060990103629624,-168.58416047559274,0.007280109889280515,-159.07549825507888,0.01783059168956544,-164.7166984268525,0.9977227434563479,0.995156972904925,3.8674620487400806,5.641200171773661,1.9954454869126959,1.99031394580985,4,8,0.01783059168956544,-164.7166984268525,0.007715568676384118,-132.3735943617093,0.02469655846469301,-155.09523119190476,0.9859334839627095,0.922392292465276,9.6214672349477,22.721636830195454,1.971866967925419,1.844784584930552,8,16,0.02469655846469301,-155.09523119190476,0.04943814316901474,-23.609469538437455,0.03790052770081177,-52.827752762179315,-0.21247577263513334,0.8727663556156586,77.73252157027456,29.218283223741857,0.4249515452702667,1.7455327112313173,16,32,0.03790052770081177,-52.827752762179315,0.04591840589567545,-125.24757505834619,0.06779564882792999,-93.04388064452134,0.7636143119476998,0.8461588046739907,40.216127882342036,32.20369441382485,1.5272286238953996,1.6923176093479815
calibration,V02,V02_Amp0.0_umf1.25.csv,179,1,401,8.02,9.061395352760563,14.323448395948118,27.455633710745275,24.53136893090963,20.66265074058198,20.361890101575614,10.499156530758691,18.359639052352385,21.599735338465123,19.43371921109739,27.455633710745275,24.53136893090963,36.32776770060228,32.75615958102128,45.25043192897977,41.30549502633114,51.21391261684764,47.09843456654253,81.112151520968,76.54316190791965,2,4,0.008132035415564773,-134.5017883873865,0.0040999999999999925,-90.0,0.011423659658795835,-119.9315118405079,0.9678398068148527,0.8666224568741678,14.570276546878668,29.931511840507913,1.9356796136297054,1.7332449137483357,4,8,0.011423659658795835,-119.9315118405079,0.011038568747804236,-109.58399377024814,0.02237073981789604,-114.84669317542256,0.9960645842597162,0.9957846221068817,5.084818665085387,5.262699405174436,1.9921291685194324,1.9915692442137634,8,16,0.02237073981789604,-114.84669317542256,0.01542076522096098,-80.2933475906603,0.036145400813934796,-100.84361792351305,0.9702827401388797,0.9363645628211478,14.003075251909477,20.550270332852744,1.9405654802777594,1.8727291256422955,16,32,0.036145400813934796,-100.84361792351305,0.06035105632878353,-104.98034087593932,0.09643754455604933,-103.43102887068167,0.9989805128518291,0.9996344253702287,2.5874109471687183,1.549312005257378,1.9979610257036582,1.9992688507404575
calibration,V02,V02_Amp0.0_umf1.25.csv,228,1,478,9.56,4.158806617248565,3.2526020793993147,31.913714475552474,32.831432938362894,27.24258254683205,21.589841057550778,4.681799661346497,4.011276418170479,25.93050040076493,26.850218132056426,31.913714475552474,32.831432938362894,40.89775852680209,41.81334896127112,49.88755489504511,50.80166644833459,55.882577374340535,56.79593373627247,85.86812014341669,86.7791562773636,2,4,0.003140063693621508,-80.83765295427827,0.005721887800368025,-84.98688624496423,0.008856635930193842,-83.51692630710279,0.9989068502787959,0.9996709120992681,2.679273352824668,1.4699599378614263,1.9978137005575918,1.9993418241985361,4,8,0.008856635930193842,-83.51692630710279,0.013485177047410243,-76.27290342145021,0.02229910312097779,-79.14358665193778,0.9970883424797548,0.9987451135452962,4.373339655165149,2.8706832304879586,1.9941766849595095,1.9974902270905923,8,16,0.02229910312097779,-79.14358665193778,0.023454637068179053,-93.91157181252868,0.04537455233938954,-86.7151043875462,0.9912811636559402,0.992122426857465,7.571517735608541,7.196467424982519,1.9825623273118804,1.98424485371493,16,32,0.04537455233938954,-86.7151043875462,0.06193173661379116,-83.23071093788522,0.10725786684434854,-84.70400866215054,0.9993840497492797,0.9996694159882829,2.011095725395902,1.4732977242653549,1.9987680994985595,1.9993388319765657
calibration,V02,V02_Amp0.0_umf1.25.csv,236,1,503,10.06,17.598563178733098,13.974581481894573,18.82191634354388,22.677411475653404,23.423629270887922,27.311874425470897,18.03776825752419,14.981150087109663,13.017192208312872,16.91035094310084,18.82191634354388,22.677411475653404,27.685562981925585,31.491626260991893,36.61579250008079,40.38787018261661,42.58560205356002,46.3409654636711,72.50944567116886,76.2168629057342,2,4,0.004118252056394843,-60.94539590092315,0.00836002392341072,-96.86999230821428,0.01194194289050155,-85.19651424093092,0.911754026699058,0.9793165749436876,24.251118340007775,11.673478067283366,1.823508053398116,1.9586331498873752,4,8,0.01194194289050155,-85.19651424093092,0.019238762953994713,-112.29914022393076,0.030360830028179405,-101.97613244420336,0.9574222540838004,0.9838131585214707,16.7796182032724,10.32300777972739,1.9148445081676009,1.9676263170429413,8,16,0.030360830028179405,-101.97613244420336,0.04016017928246835,-126.69869562693899,0.06891806729733504,-116.0817108364892,0.9698482920107097,0.9828807753283435,14.105578392285832,10.616984790449829,1.9396965840214193,1.965761550656687,16,32,0.06891806729733504,-116.0817108364892,0.0458808238810072,-77.53891776700513,0.10863263782123678,-100.82377305712282,0.9647508741243553,0.9185509018424034,15.257937779366385,23.284855290117704,1.9295017482487107,1.8371018036848068
calibration,V02,V02_Amp0.0_umf1.25.csv,248,0,518,10.36,2.1893624141306653,1.6914206119642594,33.84370782317915,34.329443161680445,23.14542923190976,28.893876303852803,2.651537862849711,2.0719439790869556,27.850833168691484,28.333861634705197,33.84370782317915,34.329443161680445,42.836760332293636,43.32510931060292,51.83222465138858,52.32226606102162,57.82998498480218,58.32085800480617,87.8233762644924,88.31668722103942,2,4,0.005800000000000027,-90.0,0.0040999999999999925,-90.0,0.00990000000000002,-90.0,1.0,1.0,0.0,0.0,2.0,2.0,4,8,0.00990000000000002,-90.0,0.013693794214898953,-96.70983680775696,0.023554405108174584,-93.89497816870687,0.9976902363729966,0.9987934354381435,3.894978168706903,2.8148586390499544,1.9953804727459932,1.997586870876287,8,16,0.023554405108174584,-93.89497816870687,0.035140005691519156,-96.70031132496636,0.05867750846789595,-95.57456814069558,0.9995703644743769,0.9998069857290879,1.6795899719885288,1.1257431842701793,1.9991407289487537,1.9996139714581758,16,32,0.05867750846789595,-95.57456814069558,0.06610189104707972,-89.56660600033146,0.12460854705837798,-92.39168662486843,0.9984573976278087,0.9987846581759117,3.1828815158272294,2.8250806245369042,1.9969147952556174,1.9975693163518233
calibration,V02,V02_Amp0.0_umf1.25.csv,279,0,590,11.8,12.530438298153092,13.763527700026064,24.140135936372076,24.099656748237813,22.529946064499896,26.990551565633805,13.745461814487907,16.60624731192334,18.360594287886208,18.70710527535453,24.140135936372076,24.099656748237813,32.95752226214475,32.58910794701836,41.85272254337836,41.29535637552903,47.80465588951744,47.160832539106366,77.67534246352564,76.80060197537563,2,4,0.008560373823613068,-142.59464336859156,0.007009279563550048,-132.1087304037792,0.015505160431288686,-137.8754536839852,0.9966098878146039,0.9949392333488996,4.719189684606363,5.766723280205919,1.9932197756292078,1.989878466697799,4,8,0.015505160431288686,-137.8754536839852,0.009313431161500015,-93.07745539942438,0.023067076104266004,-121.3471426432132,0.9586792799124173,0.8807280501497321,16.52831104077199,28.26968724378879,1.9173585598248346,1.7614561002994642,8,16,0.023067076104266004,-121.3471426432132,0.028245353600194142,-86.75265720967708,0.04901601779010612,-102.24987493837476,0.9449645153019103,0.9636434291132059,19.097267704838433,15.497217728697697,1.8899290306038206,1.9272868582264118,16,32,0.04901601779010612,-102.24987493837476,0.08652236705037604,-86.9524076285675,0.13442518365246892,-92.47289017597919,0.9854761907195211,0.9953618710673096,9.776984762395584,5.520482547411851,1.9709523814390422,1.9907237421346191
