split,video,file,frame,inherited_id,joining_id,contact_sign,pre_magnitude_m,post_magnitude_m,theta_pre_rad,theta_contact_rad,theta_post_rad,x_AA,x_AB,x_BA,x_preordinary,information3_identity_error
calibration,V03,V03_Amp0.0_umf1.5.csv,1909,1064,1083,1.0,0.0030528675044947844,0.0034885527085024826,-2.122451309323433,-0.5618031489950815,-2.047263746268609,0.02393294463841754,0.4967697382870599,1.5271632063513576,1.875304693330408,1.3877787807814457e-17
calibration,V04,V04_Amp0.0_umf2.0.csv,81,80,74,1.0,0.01250999600319676,0.012093386622447834,-1.5308176396716064,1.2727099931773274,-1.695151321341658,1.9476909644914426,0.8923905617252563,1.0553004027661865,0.012725611347991857,2.220446049250313e-16
calibration,V04,V04_Amp0.0_umf2.0.csv,889,769,800,1.0,0.006888396039717793,0.00925742944882647,-1.3363806510710856,1.639093844661704,-1.1119795980880656,0.0714290736345479,0.9471229480794763,1.1243061255550715,1.9722004447097763,3.608224830031759e-16
calibration,V04,V04_Amp0.0_umf2.0.csv,1294,1175,1174,1.0,0.007280109889280544,0.005630275304103686,-1.935997776583068,-1.0537643743033545,-0.9877197917757494,0.30184625741461196,0.28082361386719407,0.021022643547417928,1.802217250653494,5.551115123125783e-17
calibration,V04,V04_Amp0.0_umf2.0.csv,1648,1484,1485,-1.0,0.00651459898996097,0.008658521813797105,-1.2587542052323648,1.9247937636267922,-1.3258176636680332,0.02134696182174899,0.9866452083718038,1.0347017534499452,1.9898350455371776,2.1163626406917047e-16
calibration,V04,V04_Amp0.0_umf2.0.csv,1683,1509,1505,-1.0,0.016100000000000003,0.005162363799656143,1.5707963267948966,1.4751481204777048,-2.3424967168194732,1.2456398633167098,0.03044576966650903,1.2151940936502006,nan,2.220446049250313e-16
calibration,V04,V04_Amp0.0_umf2.0.csv,1851,1638,1632,-1.0,0.0010999999999999899,0.004939635614091391,3.141592653589793,1.4207693700107893,-2.5872851573882447,1.8235584439732628,0.5477550635384497,1.2758033804348134,0.07440276529861652,4.440892098500626e-16
calibration,V05,V05_Amp0.0_umf2.5.csv,47,81,66,-1.0,0.009353608929178114,0.01796941846582687,1.677911650147128,1.6695159128199806,-1.7441790358666582,1.0892852967756583,0.00267244619303332,1.0866128505826251,nan,2.220446049250313e-16
calibration,V05,V05_Amp0.0_umf2.5.csv,608,776,781,-1.0,0.004854894437575335,0.00581377674149944,-1.0056468867881367,2.18067935797549,-1.1071487177940884,0.03230903627495083,0.9857608556848649,1.046548180590086,0.17252372842418245,9.020562075079397e-17
calibration,V05,V05_Amp0.0_umf2.5.csv,1910,2454,2456,-1.0,0.03305056731736991,0.023953496613229593,2.024971959265316,1.2949106643076838,-1.6376421912022934,1.1658462933704858,0.23238572770515473,0.9334605656653311,1.0390748661850757,0.0
calibration,V05,V05_Amp0.0_umf2.5.csv,2375,3026,3040,1.0,0.008839117603018958,0.005412023651093906,-0.793397992737333,1.3812186602601653,-1.2899586021736926,1.8419398489269587,0.6922019793090095,1.1497378696179492,0.12005301724672406,0.0
calibration,V05,V05_Amp0.0_umf2.5.csv,2423,3082,3091,-1.0,0.010993179703798194,0.009087353850269039,-2.5964930002831133,1.3756378996782268,-1.9901379743449272,1.8069912007066466,0.7356314653261878,1.0713597353804585,0.6070023056033914,2.220446049250313e-16
calibration,V05,V05_Amp0.0_umf2.5.csv,2482,3160,3171,-1.0,0.015435349040433146,0.009625487000666478,-2.6489676507374242,2.7642441607171775,-2.080922067146707,1.8191854749400338,0.2769211644071344,1.5422643105328997,1.9145687295147582,2.220446049250313e-16
calibration,V05,V05_Amp0.0_umf2.5.csv,2648,3400,3408,1.0,0.008861715409558116,0.010509519494248984,-0.8572741329537821,1.5536158867795904,-1.1071487177940882,1.9204624493392601,0.7674101277829667,1.1530523215562936,0.09297926853105412,0.0
calibration,V06,V06_Amp0.0_umf3.0.csv,574,931,925,-1.0,0.00514781507049348,0.004522167621837996,-1.9909930404041716,2.2223064176597003,-2.5290550969794907,0.17127047198830617,0.658865129045462,1.5124053429428441,1.9626336237719,1.3877787807814457e-16
