draw,spearman
0,0.1983673469387755
1,0.30650660264105645
2,0.15274909963985592
3,0.10252100840336134
4,0.061224489795918366
5,0.1824249699879952
6,0.14304921968787515
7,-0.0617046818727491
8,0.11980792316926771
9,0.08840336134453781
10,0.23966386554621846
11,-0.01637454981992797
12,0.11433373349339734
13,0.2394717887154862
14,0.32945978391356545
15,0.07428571428571429
16,0.30929171668667466
17,0.1169267707082833
18,0.2200720288115246
19,-0.026074429771908762
20,0.2700120048019207
21,0.23418967587034814
22,0.19903961584633853
23,0.36720288115246097
24,0.1059783913565426
25,0.2518607442977191
26,0.21930372148859542
27,0.17848739495798316
28,-0.03346938775510204
29,0.38429771908763505
30,0.17503001200480192
31,0.0912845138055222
32,0.12201680672268907
33,0.05104441776710684
34,0.05795918367346939
35,0.0848499399759904
36,0.13642256902761105
37,0.045474189675870344
38,0.12364945978391356
39,0.07582232893157262
40,0.12076830732292916
41,0.24792316926770705
42,0.2048019207683073
43,0.11250900360144059
44,0.11020408163265305
45,0.31649459783913564
46,0.19798319327731093
47,0.11596638655462185
48,0.20566626650660264
49,0.2584873949579832
50,0.1415126050420168
51,0.0809123649459784
52,0.08206482593037215
53,0.0426890756302521
54,0.123937575030012
55,0.14929171668667465
56,0.18424969987995196
57,0.26607442977190876
58,0.1757983193277311
59,0.24292917166866745
60,0.031260504201680674
61,0.20547418967587033
62,0.21498199279711883
63,0.09176470588235294
64,0.14372148859543818
65,0.23102040816326527
66,-0.02357743097238895
67,0.26424969987995195
68,0.16725090036014406
69,0.1757983193277311
70,0.1727250900360144
71,0.28268907563025214
72,0.04566626650660264
73,0.2048019207683073
74,-0.0005282112845138055
75,0.2113325330132053
76,0.2409123649459784
77,-0.09474189675870348
78,0.10818727490996398
79,-0.0790876350540216
80,0.1291236494597839
81,0.36998799519807923
82,0.19798319327731093
83,0.09186074429771908
84,0.2678991596638655
85,0.06160864345738295
86,0.06737094837935174
87,0.1307563025210084
88,0.08734693877551021
89,0.1274909963985594
90,0.13046818727490997
91,0.02895558223289316
92,0.1470828331332533
93,0.17819927971188473
94,0.0728451380552221
95,0.1171188475390156
96,-0.021176470588235297
97,-0.0028331332533013207
98,0.07620648259303721
99,0.2759663865546218
100,0.07764705882352942
101,0.16216086434573826
102,-0.047875150060024005
103,-0.1074189675870348
104,0.21805522208883552
105,0.03510204081632653
106,0.060072028811524604
107,0.1590876350540216
108,0.060072028811524604
109,0.10521008403361343
110,0.18357743097238896
111,0.005714285714285714
112,-0.040384153661464584
113,0.11058823529411764
114,0.005618247298919568
115,0.11260504201680673
116,0.3005522208883553
117,0.016182472989195677
118,0.1483313325330132
119,-0.09887154861944776
120,0.2041296518607443
121,0.14266506602641055
122,0.07534213685474188
123,0.047202881152460976
124,0.013205282112845136
125,0.09080432172869149
126,0.314093637454982
127,0.03817527010804322
128,0.1592797118847539
129,0.17234093637454984
130,0.33243697478991596
