test_condition,track_id,particle_id,events,loss_global,loss_persistence,loss_radial_child,loss_turn_child,loss_additive_children,loss_intact_parent,loss_broken_parent
low,low:96,96,1998,1.3843262084836923,2.922281012214324,1.2821846386054894,1.4161265913693084,1.3415110487235584,1.329726497693785,1.317083248934349
low,low:97,97,1998,1.387059752886795,2.8604605935859007,1.2792235081246326,1.4028378455997574,1.369265593523259,1.3580116321057525,1.338500181988302
low,low:98,98,1998,1.3836053067142273,3.0138668175897676,1.3118474246145946,1.412361206451127,1.3633186905856625,1.3507237241680707,1.338311372040772
low,low:99,99,1998,1.3832927592081232,2.807798755495021,1.288611125437998,1.387751696554415,1.3485714592604023,1.3238153035542588,1.3401551874787498
low,low:100,100,1998,1.3873309820965787,2.549068855309394,1.1929519491489888,1.3785047898052847,1.3236291287284903,1.2892417801312077,1.3013861459082103
low,low:101,101,1127,1.3844007218468521,1.792149149517067,1.2227012932229,1.26661790215264,1.3432613076534496,1.3268531733677755,1.358919020615436
low,low:102,102,531,1.3984215454534041,1.1332143962764845,1.1271993715818047,1.2204223278300992,1.3535505074907026,1.3409415680174053,1.3865393839998614
low,low:103,103,438,1.3846834039362965,1.3882501371774933,1.1497414814240008,1.2399506804295903,1.3525234071262058,1.3343737328982035,1.354442573816652
low,low:104,104,1122,1.387588868229053,1.3596533064081515,1.172050995507829,1.2313946028209455,1.3157407235514407,1.2842139165877835,1.3270424368993445
low,low:105,105,413,1.3830026837040703,1.1935213206635347,1.1182219777194753,1.2222886056684896,1.3506906324385966,1.3443569269112714,1.3645784748655316
low,low:106,106,408,1.3914525966250877,1.2301995866510371,1.1111412108739505,1.2350898748535069,1.3720929343265968,1.371699192876785,1.3782971728071873
low,low:107,107,586,1.3867378846238068,1.6308273825584174,1.1777204524186207,1.2597706978496,1.3378266775775978,1.3256466481986133,1.3400616231537434
low,low:108,108,950,1.386019087610951,1.5280751172895,1.1990343288710683,1.237424184575325,1.3183694898336493,1.2886532165284434,1.350607241738469
low,low:109,109,684,1.3892659419938045,1.3814703444111462,1.1378796714718808,1.2527905870777112,1.3580524062910007,1.3412628950048415,1.3886261990890096
low,low:110,110,502,1.382644889580134,1.5432122402169026,1.1826611665283244,1.2396456697468985,1.3494477879695006,1.3376962328924793,1.36515862343404
low,low:111,111,1998,1.3828642405779794,2.4986966623529003,1.1328344514944766,1.3928153673039014,1.3208506742770918,1.285089498027336,1.3054125548191664
low,low:112,112,421,1.3837752295174583,0.9649607375352809,1.079473475097949,1.2193506789491526,1.3477544850236038,1.3254426360430418,1.3564408399986065
low,low:113,113,1998,1.382891956825128,2.755136917404141,1.1556364458471198,1.420815681876342,1.3218385694013781,1.2829964233090676,1.3090831904994291
low,low:114,114,1998,1.3774462964955554,2.4322969534557037,1.2128515483765852,1.345002874283323,1.3040542643570268,1.2757708724523324,1.289731995763591
low,low:115,115,1998,1.3850272098044338,2.7551369174041414,1.1788634535829838,1.4141771950309328,1.3246434755403913,1.2843678938306038,1.3001620847159172
low,low:116,116,446,1.3878941177579667,1.3331235444128016,1.1289278839903385,1.236408067554206,1.344787646586564,1.3345844715448745,1.3489305932883566
low,low:117,117,1998,1.3797092498006263,2.5444895650406214,1.2104424462248047,1.3645065574282293,1.3082203284705902,1.275268321454809,1.3140133483906526
low,low:118,118,1998,1.3938841789007648,2.1781463435388493,1.0923591268094626,1.3649296852000663,1.348684081749147,1.3249856098311108,1.3572898828723965
low,low:119,119,427,1.3858527997492973,1.3268058782081493,1.1166592622251885,1.2428863460140938,1.3477613094839715,1.3258776873663687,1.3515586797093808
low,low:120,120,1998,1.3839729496319275,2.5650963712500965,1.1589212821633836,1.3960156420434815,1.309443661376611,1.2656291011623144,1.2978987008649727
low,low:121,121,1998,1.3841265581479754,2.0888501832977924,1.1254302940903027,1.3374355895367318,1.3030661307592795,1.248925564960209,1.3330539806418558
low,low:122,122,1998,1.380922931479861,2.6978957890444892,1.2577797327591518,1.374269647128689,1.3225567598290484,1.2915470481120128,1.3399313785184968
low,low:123,123,1998,1.3810842759981177,2.778033368748002,1.2716500659582717,1.3823505566915593,1.3350295543821282,1.3185165554212286,1.3258163942322239
low,low:124,124,1998,1.378720826465624,2.6521028863567677,1.2673258610956495,1.3653054041702755,1.3362362353648534,1.3194791966610477,1.3212423134584677
low,low:125,125,1998,1.382997919694844,2.7803230138823882,1.256495458512942,1.3937896622747215,1.33604157943954,1.309928656248838,1.3154939552477298
low,low:126,126,1998,1.3849705450429453,2.7849023041511605,1.2755074875045265,1.3972304871801775,1.3333685128183352,1.3329241033547077,1.3301746478747773
low,low:127,127,1998,1.3796945498656121,2.388793695902369,1.2511084902535248,1.3342812774854482,1.3319367529982205,1.3210844830961312,1.333815378370795
low,low:128,128,1998,1.3847448828729942,2.7940608846887045,1.2613436240578533,1.3921248516191793,1.3325264583227294,1.2919833779940162,1.3152235798812746
low,low:129,129,1998,1.3811879973531151,2.8009298200918624,1.2914503206705659,1.3842456937328658,1.343225011962055,1.3372846182660934,1.3131478919607051
low,low:130,130,1998,1.3855139640748082,2.8077987554950212,1.179320551370023,1.426047391272856,1.3306539534774566,1.3083903539682724,1.3426294716765397
low,low:131,131,1998,1.3866523910783881,2.0613744416851594,1.1794860795766897,1.3186669839438028,1.3266539527864618,1.2943289559958084,1.336384196204037
low,low:132,132,417,1.3875372595342672,1.2152764393273112,1.0980485440935335,1.2404079168057391,1.3606723501723332,1.3527852794043702,1.3658932313759933
low,low:133,133,1998,1.3840835009619696,2.5307516942343056,1.1747375408804908,1.3802662340115819,1.312719870622056,1.2597527337723562,1.3031730905540604
low,low:134,134,1998,1.3852935024185669,2.372766179961666,1.1381737572564457,1.3706845233450682,1.3245514590375378,1.2746651886400826,1.3030517673613653
low,low:135,135,1998,1.378299914982653,2.5879928225939572,1.2514403939532932,1.3586689981771747,1.3246846869318243,1.306404241233032,1.305416391061386
low,low:136,136,1998,1.378214574466982,2.7528472722697552,1.2744523885687058,1.3741085141037115,1.3187004927345698,1.2942036854974028,1.327496208467482
low,low:137,137,1998,1.3849906351398231,2.9726532051708188,1.2917961076930449,1.4129190522241735,1.3427850301008628,1.310846515446448,1.3169486641221124
low,low:138,138,1998,1.3838877676034274,2.6818682731037864,1.3001641913338158,1.3639532776913856,1.3530826165297654,1.3285426774526954,1.3282195054653514
low,low:139,139,1998,1.391851447275512,2.503275952621672,1.201622453510115,1.3777305183503723,1.3252215197864647,1.2952054445923564,1.3179984641498816
low,low:140,140,1998,1.3863258878614766,2.940598173289413,1.2827794298840836,1.4156287173693727,1.3504121805481746,1.3268013840978956,1.329726916400403
low,low:141,141,1998,1.3858615421067155,2.894805270601692,1.2282074471885995,1.4208717814649208,1.3408321724783117,1.2996150269714832,1.3343414999942098
low,low:142,142,1998,1.3850783767626456,3.000128946783451,1.3009160673643156,1.4138532758446136,1.3488559796071542,1.3429694897177025,1.334250144803209
low,low:143,143,1998,1.3826880354270137,2.413979792380615,1.1749368472188257,1.3649772995605016,1.3235819890938292,1.3112861373880913,1.3146461688493285
low,low:144,144,1998,1.3837301596798766,3.0665286556806475,1.3091143392906748,1.4202426719508294,1.3618819827728414,1.3341420815913223,1.3388286544432628
low,low:145,145,1998,1.3807609214283514,2.7345301111946667,1.2854163765701647,1.3727983040873397,1.3362884321947524,1.2959272565555053,1.3306479969400533
low,low:146,146,1998,1.386003518433416,2.986391075977135,1.2463790125369827,1.428158834771732,1.32302141748589,1.284932788058721,1.3060358408707764
low,low:147,147,1998,1.3858816043583968,2.9383085281550274,1.2795443829567243,1.4113282101096276,1.3560219775184492,1.3325480012952753,1.342278712848989
low,low:148,148,1998,1.3862753864365178,3.032183978664856,1.2432371442138939,1.4345640879566168,1.3320647000220114,1.287859955586646,1.3235974708369203
low,low:149,149,1998,1.3836599173986266,3.112321558368369,1.3374579862872698,1.4138226577736388,1.36767887891806,1.355653343394417,1.3590048129684213
low,low:150,150,1998,1.3863262074699292,3.0207357529929264,1.2289908319260399,1.4404552530057506,1.3314256426864202,1.2801677787875818,1.3116486512270844
low,low:151,151,533,1.3959993780328166,1.1977400575343522,1.1350441753113727,1.2253205688427757,1.3562082544613043,1.3516708025545991,1.371283534586776
low,low:152,152,1166,1.3879210210648147,1.5645175201732358,1.1965323403514325,1.250854691813891,1.3349510111172147,1.3167997448742004,1.341443429840239
low,low:153,153,1106,1.3889102038132841,1.432653621329778,1.1786481740892483,1.235366862312619,1.3342892859999784,1.3123325321588037,1.3513829074605923
low,low:154,154,362,1.3869180035581532,1.2057302599731468,1.1145904215137794,1.2308507795829715,1.359628125518974,1.345130801459877,1.3618864217139792
low,low:155,155,701,1.380877165821471,1.479226450320302,1.16887510349902,1.2339248824373528,1.3162585187333802,1.292129316727727,1.3333551444154057
low,low:156,156,469,1.3867392304519985,1.3960445742021361,1.1633538289156808,1.2383320684878203,1.3440707995417254,1.3507424612855676,1.351855590961384
low,low:157,157,1202,1.3862810609085687,1.3929771195514398,1.1458866109590455,1.2443962297944409,1.344286177738601,1.3269198625138063,1.375069781464732
low,low:158,158,894,1.380281639380885,1.447903213128374,1.1537089268855334,1.2366076027124124,1.3385182957980062,1.3159175281498465,1.3607092095667002
low,low:159,159,780,1.3894522459538259,1.467387655860771,1.1704164444608298,1.2455200217386733,1.3375944569658267,1.3176216994610759,1.347695706568245
low,low:160,160,575,1.3936306189855163,1.4068505105822482,1.18949539800406,1.247070143202486,1.3610577848783578,1.3538412135806182,1.3643901939812022
low,low:161,161,1998,1.3797351272535125,2.409400502111843,1.2286141875596097,1.3406432441294627,1.3115640399361748,1.286114840196319,1.3134316635131165
low,low:162,162,1998,1.3780415999699023,2.288049309989381,1.2168312799718914,1.3323882598661736,1.2979222273572433,1.2598120505586854,1.2912954014951556
low,low:163,163,667,1.3826467882279792,1.4364798230667075,1.1564517727167805,1.2461013072040124,1.3365956394146243,1.3138708733867361,1.3450930729141162
low,low:164,164,1998,1.3805089828244324,2.3956626313055267,1.2165090710789235,1.350383232053666,1.3112489260209328,1.2782820572644142,1.3299630641757267
low,low:165,165,1998,1.3841379237851523,1.8782028309342726,1.2108534107530775,1.2835818732948148,1.3139409516932972,1.2882820139371176,1.3322391299712466
low,low:166,166,1998,1.3827978410039992,2.0087126035942795,1.1807504331390772,1.3090640791568078,1.3164011594514082,1.2837541751917285,1.348549039080553
low,low:167,167,391,1.3843427862631723,1.2940622399101953,1.138270248318124,1.2275864833555112,1.3536969806031374,1.3416055720136384,1.3565703498971056
low,low:168,168,1365,1.3827758368297471,1.4615226417857665,1.1658691349160184,1.2383751572027497,1.3235722957622558,1.3046029438305469,1.355105462948615
low,low:169,169,599,1.396918085557494,1.527359627829722,1.226613026846811,1.2410486931579578,1.354125221310278,1.3475239715051597,1.360268660299643
low,low:170,170,995,1.3837565184451024,1.3775851539183679,1.155850639484403,1.236713547678648,1.3331200886772425,1.3074243706605975,1.3403987983031076
low,low:171,171,1998,1.3796938034308808,2.578834242056413,1.2757030276481458,1.3566331292292058,1.311432558573416,1.2860183665977363,1.3669903647917006
low,low:172,172,1998,1.3863958629088806,2.8169573360325657,1.2562104102534384,1.4043563637372194,1.3364295692214234,1.3088375610822096,1.3179831452331683
low,low:173,173,900,1.382782643136466,1.4842006962091168,1.165705988534559,1.242371508216416,1.3213005284884867,1.2911978022005084,1.330984608884005
low,low:174,174,643,1.388158512968029,1.346666876260954,1.152775664113815,1.2377235373420408,1.3317414696016276,1.313089677006631,1.3448344980005238
low,low:175,175,1998,1.3776422402922879,2.2651528586455205,1.2284041958045995,1.3175088942449344,1.316269515322302,1.2761083427417579,1.3259444638364388
low,low:176,176,524,1.3907721195335156,1.2352495033501032,1.1392722640612494,1.2280463577848475,1.3516979688140252,1.3344124370888089,1.3768125957108581
low,low:177,177,419,1.3898007560849361,1.1768664932671788,1.1048309731776362,1.2241858340391973,1.357410276809399,1.3429244344463402,1.3709424433226975
low,low:178,178,1998,1.3881049408878625,2.599441048265888,1.2115090684193786,1.3840495795790801,1.3139534649092917,1.2755587311622882,1.345208899811158
low,low:179,179,1998,1.3810324435066532,2.778033368748002,1.2702442613005829,1.3827310366908334,1.3302713354569369,1.2839784734764152,1.3117645384743017
low,low:180,180,1998,1.379537714011465,2.8009298200918624,1.2686178162122015,1.3847093889009563,1.3232424101661346,1.2901259266506597,1.310932419530609
low,low:181,181,1998,1.3833793784156927,2.9543360440957294,1.2886485497283489,1.4142239891178214,1.3450296352319442,1.3375826940974904,1.324186101290082
low,low:182,182,1998,1.382778527397574,2.56280672611571,1.2451697454279473,1.3594711335788117,1.3286883284908733,1.3053147895756982,1.3387157284680689
low,low:183,183,365,1.3848799158554916,1.3840723189322848,1.120085793132298,1.2562140107556157,1.3617157366569788,1.343920868535426,1.3386176451871734
low,low:184,184,1998,1.3810970317079803,2.2743114391830646,1.160513148225264,1.348075375478945,1.299318059291132,1.256869291400672,1.2955774907012638
low,low:185,185,1998,1.386623098849773,2.439165888858862,1.1658836978326534,1.3758413758167565,1.316741524666266,1.2606347236921442,1.3085504467134779
low,low:186,186,1998,1.3865327419422353,2.3613179542897353,1.2020812416817435,1.356535101657841,1.33881591139995,1.3230676084091333,1.3330868726218816
low,low:187,187,1998,1.388992202462189,2.7849023041511605,1.2305184843544443,1.4118569484038401,1.3224457744370428,1.2940576426051458,1.3111634299983959
low,low:188,188,1998,1.3828372172856926,2.4666416304714955,1.2218339324536642,1.3644321290468584,1.3139832859147,1.2886851477544043,1.3257246974398749
low,low:189,189,707,1.3859551646262225,1.5057549685862233,1.1700077346808442,1.2492375717801651,1.3226180883043368,1.2889298478180777,1.3226765084803322
low,low:190,190,1998,1.3814143294773675,2.162118827598147,1.1901400758264133,1.3298208921953214,1.3255447129034457,1.30890825970205,1.323760718364487
low,low:191,191,1998,1.3891194001629212,2.79635052982309,1.210182433399093,1.4159163809542412,1.3276222581673789,1.2939225892839683,1.3083259276834351
low,low:192,192,1998,1.3843306669837199,2.347580083483419,1.1712065636913582,1.3552622128455656,1.3076238540007743,1.2583248734720864,1.327431176115713
