path_type,condition,track_id,frame,score,order,x,z
straight closure,medium,medium:1116,308,0.9999999944317242,0,0.0,0.0
straight closure,medium,medium:1116,308,0.9999999944317242,1,0.07443442740974043,-1.5114114654687154e-22
straight closure,medium,medium:1116,308,0.9999999944317242,2,0.14823849165348224,2.0633841172842e-05
straight closure,medium,medium:1116,308,0.9999999944317242,3,0.22118334681666135,3.446203698116226e-05
straight closure,medium,medium:1116,308,0.9999999944317242,4,0.2929647329775064,3.768997950746976e-05
straight closure,medium,medium:1116,308,0.9999999944317242,5,0.36324770425528485,2.859620294875303e-05
straight closure,medium,medium:1116,308,0.9999999944317242,6,0.4325934516152789,2.706312567683335e-05
straight closure,medium,medium:1116,308,0.9999999944317242,7,0.5007414034672969,2.1912307127434795e-05
straight closure,medium,medium:1116,308,0.9999999944317242,8,0.5669290903896201,2.5195242571437073e-05
straight closure,medium,medium:1116,308,0.9999999944317242,9,0.631157031999586,2.28077824856488e-05
straight closure,medium,medium:1116,308,0.9999999944317242,10,0.6943920986490767,2.488312569929822e-05
straight closure,medium,medium:1116,308,0.9999999944317242,11,0.7566212874457956,2.1615192104916253e-05
straight closure,medium,medium:1116,308,0.9999999944317242,12,0.8181218130352401,1.791877933140087e-05
straight closure,medium,medium:1116,308,0.9999999944317242,13,0.8789976958634294,1.392605804542339e-05
straight closure,medium,medium:1116,308,0.9999999944317242,14,0.939520949479056,1.2377977452041178e-05
straight closure,medium,medium:1116,308,0.9999999944317242,15,0.9999999943810007,1.0072067440723656e-05
circle-like,low,low:496,703,0.998254196419502,0,0.0,0.0
circle-like,low,low:496,703,0.998254196419502,1,0.10567187783919227,-7.855168012635864e-18
circle-like,low,low:496,703,0.998254196419502,2,0.22152873852112223,0.0001475459226827575
circle-like,low,low:496,703,0.998254196419502,3,0.3069714183858542,0.0002487193647365368
circle-like,low,low:496,703,0.998254196419502,4,0.348419479487024,0.0003699266002775377
circle-like,low,low:496,703,0.998254196419502,5,0.3290388076535081,0.000610404927363322
circle-like,low,low:496,703,0.998254196419502,6,0.2614677097665101,0.0003630999725797233
circle-like,low,low:496,703,0.998254196419502,7,0.20625009853046422,0.000591868477971178
circle-like,low,low:496,703,0.998254196419502,8,0.2193594135237565,0.00028792582817999726
circle-like,low,low:496,703,0.998254196419502,9,0.2831585874927344,0.00031387788547771134
circle-like,low,low:496,703,0.998254196419502,10,0.3179581080835166,0.00034450536620176986
circle-like,low,low:496,703,0.998254196419502,11,0.26495671015531524,0.0005845451170793673
circle-like,low,low:496,703,0.998254196419502,12,0.1392448971226575,0.00031615940065203373
circle-like,low,low:496,703,0.998254196419502,13,0.01706990120650581,-0.00010926552311713794
circle-like,low,low:496,703,0.998254196419502,14,-0.04003307189066613,-0.0003338353493972967
circle-like,low,low:496,703,0.998254196419502,15,-0.0003294377381132864,-0.00036517476091079256
crooked/random-like,high,high:536,672,0.9997154755914047,0,0.0,0.0
crooked/random-like,high,high:536,672,0.9997154755914047,1,0.10082734797506869,-1.0589042084288836e-22
crooked/random-like,high,high:536,672,0.9997154755914047,2,0.17518460821404683,0.00035840082921580625
crooked/random-like,high,high:536,672,0.9997154755914047,3,0.15551666765359679,0.00036412315242832777
crooked/random-like,high,high:536,672,0.9997154755914047,4,0.08364705977665665,0.0004422877947405528
crooked/random-like,high,high:536,672,0.9997154755914047,5,0.01784108320431268,0.0003743238308264464
crooked/random-like,high,high:536,672,0.9997154755914047,6,-0.04302846799406906,0.0006175865619202879
crooked/random-like,high,high:536,672,0.9997154755914047,7,-0.12558718267341287,0.0002067787275135075
crooked/random-like,high,high:536,672,0.9997154755914047,8,-0.20511407126628298,0.00031499865184312574
crooked/random-like,high,high:536,672,0.9997154755914047,9,-0.2631461600097668,0.00014713209756492347
crooked/random-like,high,high:536,672,0.9997154755914047,10,-0.29117103123587734,0.00018933872142884686
crooked/random-like,high,high:536,672,0.9997154755914047,11,-0.31460930981510205,0.00010609295164268347
crooked/random-like,high,high:536,672,0.9997154755914047,12,-0.32483197165278127,0.0002747653021016492
crooked/random-like,high,high:536,672,0.9997154755914047,13,-0.2666055444046617,-5.3044890202601164e-05
crooked/random-like,high,high:536,672,0.9997154755914047,14,-0.1424565218320967,0.0002777338249665959
crooked/random-like,high,high:536,672,0.9997154755914047,15,-3.8865162574282536e-05,0.0002431757251536768
