true_class,predicted_class,count,row_rate
90,90,794,0.9826732673267327
90,100,14,0.017326732673267328
90,115,0,0.0
90,130,0,0.0
100,90,27,0.06766917293233082
100,100,351,0.8796992481203008
100,115,21,0.05263157894736842
100,130,0,0.0
115,90,0,0.0
115,100,32,0.08020050125313283
115,115,366,0.9172932330827067
115,130,1,0.002506265664160401
130,90,0,0.0
130,100,3,0.005008347245409015
130,115,159,0.2654424040066778
130,130,437,0.7295492487479132
