d_bin,g_bin,windows,tracks,directness,turn_consistency,circularity,connection_info_nats,movement_info_nats
0,0,29,22,0.023517609897687145,0.027167960471137384,0.026536804107003674,0.38848767331452205,-0.0025325299014066025
0,1,25,24,0.02956234722322106,0.07571005230156058,0.07347402865382524,0.4685681738753463,0.017221146485998942
0,2,33,27,0.03479536394087877,0.1256692462202563,0.12132103397918724,0.4536397869958477,0.0038884292427235462
0,3,35,32,0.028294691980631177,0.1730020067673245,0.1681256970507905,0.4164032406242086,0.038854554340914636
0,4,27,25,0.029916374448857933,0.2275266496257147,0.2206884530876501,0.37603632331514647,0.005865880857489888
0,5,44,40,0.030849143907011337,0.2745383322486879,0.2660684822230487,0.44992594656933665,-0.00045248464213365984
0,6,44,40,0.028510301051003148,0.3217937489354336,0.31265055726675584,0.3875675498139614,-0.006703290385130592
0,7,30,30,0.032268874227455224,0.3731127632664325,0.3610856750606938,0.4186524415245516,0.0052453497512062516
0,8,28,26,0.027133156377185257,0.427764355826542,0.416097525200884,0.43284390791649135,-0.01194961560503097
0,9,36,33,0.03207078498659562,0.4723390335555498,0.45721545509394546,0.41776340685462054,0.021396106403186906
0,10,18,18,0.02745341844278463,0.5295870945881166,0.5150689241393407,0.4940900551085348,0.01905778843934834
0,11,17,17,0.025531665521106996,0.5761834725999921,0.5614128962353782,0.46822502304103436,0.0011464062644949604
0,12,14,11,0.028618030480677147,0.6257158042107152,0.6077903810216886,0.581556091733877,-0.006653432897105167
0,13,10,10,0.02818258818205328,0.6679285867407747,0.6491596137072663,0.527693762817942,-0.001641027853645749
0,14,8,8,0.037777890889595704,0.7262273358597809,0.6988111560674065,0.555050661950008,-0.01079050404523349
0,15,7,7,0.026962168855046823,0.7776241271577226,0.7566894522433321,0.3820779370774936,0.031091800588749878
0,16,8,7,0.03317595489356163,0.824136151897571,0.7967931037553931,0.4271935988404555,0.008123241649094753
0,17,8,8,0.024356976962497643,0.8795093864288301,0.8581464729332263,0.7914532845438976,0.0476865180916739
0,18,8,7,0.026259920272945613,0.9236402489085965,0.8993553055841433,0.8649367113281372,0.018254845597477087
0,19,11,9,0.03912606275626323,0.9794869546406096,0.9412177798629048,1.2150011242403305,0.019197723175725556
1,0,57,44,0.07313538415054599,0.021540573117193502,0.019907490104442642,0.36610533649578025,-0.003660075311976667
1,1,64,49,0.07598954295064839,0.0741612525689517,0.06848222957906498,0.35695747452130716,0.001015708536051034
1,2,85,65,0.07327587954982542,0.12693615641537845,0.1176211682741356,0.37888395371551203,-0.002179091515193101
1,3,102,91,0.07871278178940185,0.1747671681753531,0.1610291998002162,0.367213520557597,0.012476340361693736
1,4,104,96,0.07740146928986436,0.22428351801225047,0.20693616025868897,0.443714093364393,0.004849685151666149
1,5,102,93,0.07820194423206248,0.2731404372296218,0.2517719736907399,0.41378044448471957,0.010985851686087147
1,6,97,88,0.07561196109665752,0.3243218654262576,0.29977564889016384,0.3813687140229845,0.01013912825538864
1,7,92,79,0.07737299211803356,0.3733429736945689,0.34445666074991826,0.3926118497932758,0.005389062638930991
1,8,68,63,0.07864495333547611,0.4266081104531759,0.3930150414478545,0.39372530923705346,-0.0016785781937856763
1,9,69,56,0.07689070373927515,0.47265184054050274,0.4363477521343489,0.42846115037654275,0.006031891381934542
1,10,58,51,0.07811526228530404,0.5228037536649828,0.481998923682149,0.43821799314657806,0.001609887852813685
1,11,45,42,0.080152766415335,0.5764647523634017,0.5303029637393296,0.4399026249013897,0.0006680941002873
1,12,45,36,0.07458213902826902,0.6217989022707162,0.5754017108579229,0.4168310744128582,0.008748377800010951
1,13,44,35,0.08055780944781438,0.676492445457963,0.6219745401223049,0.4482333286597146,0.010439323371287083
1,14,34,32,0.07801755687380829,0.7280444976454209,0.671244600071951,0.5122570394876186,-0.010906021509359069
1,15,32,30,0.07755117120912952,0.7757550296973117,0.715608136751541,0.5189056744260079,0.015666035285636842
1,16,26,25,0.07859220164229687,0.8251607359963598,0.7602799276341229,0.5760776098544214,0.0060737347543057
1,17,30,23,0.07533742330904772,0.8797325400821652,0.8134478876332439,0.6868872289969897,0.0005839737505217417
1,18,28,21,0.07475455734907313,0.9276801258978725,0.8583031589349472,0.7392621712870577,0.012199887000343832
1,19,30,21,0.08088548242541918,0.977079668675012,0.898136792067951,0.9359357526389965,0.0034517509333683877
2,0,98,67,0.12575353629281946,0.026415140868946536,0.02311441038044508,0.4598031617524356,-0.007307891209018221
2,1,126,94,0.12550382029353704,0.07637990510880638,0.0667756372770585,0.4061805468643416,0.004453977186113867
2,2,130,110,0.12498024541263889,0.12782108692972083,0.1118392038063395,0.39187130163616474,0.0026991797957414475
2,3,159,136,0.12564056516856895,0.17517497831735526,0.15315168499983853,0.42539858498473654,0.013842803482573662
2,4,139,126,0.1259988020603405,0.22622779556218744,0.1977377151940433,0.39731771690438294,0.0067366242456078996
2,5,143,123,0.1256503726642028,0.2742263461832761,0.23976429601560711,0.38868641717184105,7.904386047025108e-05
2,6,137,125,0.1276217310714897,0.3249624061452181,0.2834795578763827,0.3987915510071014,0.012975775845665864
2,7,115,106,0.12755600629177613,0.37417955713403545,0.3264674715003898,0.3943806099073632,0.009025448601183778
2,8,95,87,0.12595145081077289,0.422697604345509,0.36945690722327507,0.4187990368435745,-0.0017045474045099852
2,9,92,86,0.12497717188159665,0.47541293638162385,0.41601554777086514,0.4357317019225688,-0.004170667061515969
2,10,81,74,0.1250481732334383,0.5233488883160703,0.45789346345273796,0.4468674732013318,0.00952502192031286
2,11,71,66,0.12933030380904406,0.5767461973499854,0.5021436525519583,0.5244028875267841,0.0047038968298746
2,12,65,58,0.1283711570655202,0.6257241049530472,0.5453789053774453,0.4914348680188069,-0.01360119569011297
2,13,47,43,0.12771965131145568,0.6761253737152114,0.5897848353224726,0.3785021466208727,0.004643672486164447
2,14,50,43,0.1271424593534543,0.7253663698160346,0.6331410249355016,0.5632306373867167,0.016222156884382923
2,15,52,42,0.1285159559462864,0.7732543529170446,0.6739175919765841,0.5472083032677348,-0.008327845422464487
2,16,30,29,0.12655762726382103,0.8257945967130911,0.7212923355811404,0.5665838548949027,0.013747155365001536
2,17,27,26,0.12578464037586085,0.8766729481087722,0.7663724819212256,0.6724406196633914,-0.011860787208874225
2,18,40,28,0.12518579455797618,0.9232713209194868,0.8077200180990516,0.9524754067360346,0.009511802981515816
2,19,39,25,0.13000441018718276,0.9822436547286005,0.8545562633190488,0.9918410930344993,-0.010938794035760483
3,0,90,68,0.17692234523436917,0.02297425841061473,0.018908475396612442,0.40367857649019767,-0.005145417454012834
3,1,109,85,0.1752217484288758,0.07402671654192422,0.061062993091154684,0.3868040324130712,0.007734722606918438
3,2,150,126,0.17401182565652135,0.12688443836659324,0.10478868660497634,0.35935309936880455,0.0064206953235607
3,3,194,166,0.17564849335536253,0.17474388887495418,0.14404689822852978,0.3776711453759361,-0.0004283321268938394
3,4,225,199,0.17503268029406785,0.22463396666915023,0.18531304145785177,0.41278488974978184,0.01667249092671863
3,5,183,164,0.17701128718376213,0.27407032184844726,0.22556922923091144,0.38973991463145,0.01246511604893426
3,6,199,180,0.17647270057851147,0.32489652725141843,0.26755356754881887,0.4427884577614638,0.0013046167969241707
3,7,166,149,0.17651609098687937,0.3752606804566485,0.3090103338922746,0.389851957488488,0.007564199024533581
3,8,171,152,0.1765936525343359,0.42501257875916393,0.34996103715628324,0.38930330739793234,0.004678133171606248
3,9,124,114,0.17710369151449618,0.4752159522681255,0.3910192764103792,0.41246277329626163,-0.0005087737728397814
3,10,128,119,0.17593621759777367,0.5240042291789448,0.43183595841914063,0.44547202926116447,0.014762714314512862
3,11,95,84,0.1778679319079154,0.5753376985099865,0.47301680462951945,0.48531156356065874,-0.0012023018113674
3,12,79,69,0.17780637054273962,0.6222015627040002,0.5115503646028361,0.4466362409106258,0.003645890106603166
3,13,79,68,0.1761437320545123,0.6768002588058073,0.5575764314172752,0.4395175800371824,0.012077594802914638
