angle_deg,elevation_rank,path_type,lateral_index,radius_mm,z_mm,x_ara,nearest_lateral_spacing_ara,exact_elevation_tie
50,7,control,14,1130.9792010971933,37.21169,0.6548960170504715,0.048220010274015235,False
50,8,control,24,1236.2673018072508,37.30661,1.181336521103625,0.03201499319522738,False
50,9,control,25,1242.67030044018,37.45477,1.2133515142988525,0.03201499319522738,False
50,10,control,15,1140.6729969417988,37.69811,0.7033649963197979,0.04846897926932636,False
50,11,control,21,1207.6589018734821,37.93513,1.0382945212981454,0.04722351264402391,False
50,12,control,20,1198.214199353699,38.03434,0.9910710086541215,0.04693700271300194,False
50,13,control,13,1121.3351990516023,38.11006,0.6066760067764563,0.047907521505468176,False
50,14,control,26,1252.300503869909,39.90882,1.261502531493493,0.04815101719464043,False
50,15,control,27,1261.9583979542974,41.04018,1.3097920019615614,0.04828947046806853,False
50,16,control,28,1271.6410993454795,42.13163,1.358205508963717,0.04841350700215563,False
50,17,control,12,1111.7536947596611,42.43582,0.5587684852709881,0.04750644370416113,False
50,18,control,33,1320.3469968670004,43.6184,1.6017349968039456,0.04887047972025238,False
50,19,control,31,1300.8137034699691,44.8063,1.5040685297254968,0.048714536253501084,False
50,20,control,32,1310.5729009322863,46.48136,1.5528645170836932,0.04879598735819646,False
50,21,control,30,1291.0707962285755,46.82112,1.4553539934719957,0.04862400083239993,False
50,22,control,29,1281.345996071385,47.20127,1.4067299926395957,0.048524483675878693,False
50,23,control,34,1330.1347006089647,47.27296,1.6506735155605146,0.04893851875656896,False
50,24,control,11,1102.2524060279047,52.53923,0.511262041566827,0.046982462597249586,False
50,25,control,35,1348.010301239387,55.96862,1.7400515187980012,0.04794851275453582,False
50,26,control,10,1092.8559135174305,56.16298,0.4642795789695774,0.04628166795850891,False
50,27,control,36,1357.6000037811339,58.66019,1.788000031552537,0.04794851275453582,False
50,28,control,9,1083.5995799345706,60.80981,0.4179979110110685,0.04531988127443315,False
50,29,control,37,1367.2117031885489,63.10432,1.8360585286355184,0.04805849708298138,False
50,30,control,8,1074.535603688342,65.53463,0.37267802973663533,0.04395996168550714,False
50,31,control,7,1065.7436113596389,67.87407,0.3287180680511282,0.04197388070310154,False
50,32,control,5,1049.5535555498868,68.33753,0.24776778892504278,0.03433031658409391,False
50,33,control,38,1376.8436031145486,68.56596,1.88421802831152,0.04815949967600153,False
50,34,control,6,1057.3488352270374,68.72979,0.28674418734802665,0.038976398422983866,False
50,35,control,4,1042.6874922396266,70.73274,0.21343747234094887,0.027098476623742346,False
50,36,control,39,1386.4942003366102,71.53569,1.9324710144679202,0.04825298615640028,False
50,37,control,3,1037.2677969200552,71.89767,0.18633899571720652,0.012333902172057598,False
50,38,control,2,1034.801016488,74.08969,0.17400509354514893,0.012333902172057598,False
50,39,control,40,1396.1621018736394,76.55964,1.9808105221992407,0.019189477800759303,False
50,40,control,1,999.9999978122128,77.8326,0.0,0.17400509354514893,False
50,41,control,41,1399.9999974301252,78.55402,2.0,0.019189477800759303,False
55,1,thalweg,21,1204.5048001619712,34.52308,1.0225240097855517,0.04739297676538534,False
55,2,control,20,1186.3390047380599,35.54039,0.9316950324995503,0.049148021424727295,False
55,3,control,22,1213.9833954976787,36.22629,1.069916986550937,0.04739297676538534,False
55,4,control,26,1249.087194443186,36.67659,1.2454359816001142,0.04810097338557129,False
55,5,control,19,1176.5094004711273,36.72917,0.882547011074823,0.04904699783839017,False
55,6,control,17,1156.9146982594273,37.12039,0.7845734998367857,0.04878197631076342,False
55,7,control,18,1166.700000921425,37.17924,0.8335000132364329,0.048926513399647154,False
55,8,control,27,1258.7361965736447,37.19749,1.293680992340817,0.048245010740702865,False
55,9,control,25,1239.4669997837009,38.15836,1.1973350082145429,0.03197848899995703,False
55,10,control,24,1233.0713019954296,38.26955,1.1653565192145858,0.03197848899995703,False
55,11,control,30,1287.8270994155382,38.63268,1.439135506816831,0.04859202509958549,False
55,12,control,23,1223.5073992198365,38.77677,1.1175370052489906,0.047620018698053546,False
55,13,control,28,1268.4108963713077,38.91654,1.3420544914177766,0.048373499076959536,False
55,14,control,31,1297.5642025663622,39.71267,1.4878210226601674,0.04868551584333636,False
55,15,control,29,1278.1086944134302,40.00686,1.3905434817172455,0.04848899029946896,False
55,16,control,32,1316.2277968992444,42.00811,1.5811389944955845,0.04751101989302664,False
55,17,control,33,1325.7300008604368,43.47139,1.6286500143886111,0.031754969761097485,False
55,18,control,16,1147.1583030151533,44.39121,0.7357915235260223,0.03242652694517467,False
55,19,control,15,1140.6729976380027,45.38762,0.7033649965808476,0.03242652694517467,False
55,20,control,34,1332.080994801018,45.43302,1.6604049841497086,0.031754969761097485,False
55,21,control,13,1121.3352000061636,46.13957,0.6066760082444689,0.04790747080176139,False
55,22,control,14,1130.9791974488687,46.37636,0.6548959955463578,0.04821998730188892,False
55,23,control,12,1111.7537058633695,46.4328,0.5587685374427075,0.04750652641054143,False
55,24,control,35,1341.6300997898898,50.43336,1.7081505091815612,0.04774552503185259,False
55,25,control,11,1102.2524005986725,50.65311,0.5112620110321661,0.04698241868137937,False
55,26,control,37,1360.8015966182363,55.39048,1.8040079934989537,0.047986493909341066,False
55,27,control,36,1351.2042978539553,55.43106,1.7560214995896126,0.04787099040805143,False
55,28,control,10,1092.8559168796157,57.41958,0.4642795923507867,0.046281676358081614,False
55,29,control,38,1370.4201986897424,58.0877,1.8521010039446149,0.048093010445661166,False
55,30,control,39,1380.058500833218,59.17274,1.9002925147503043,0.0481915108056894,False
55,31,control,9,1083.5995816249617,63.79725,0.4179979159927051,0.046281676358081614,False
55,32,control,8,1066.6666688105845,67.10567,0.33333335176567036,0.05000001444244234,False
55,33,control,40,1389.714998935905,67.35472,1.9485750053522173,0.04828249060191303,False
55,34,control,7,1056.6666659404211,70.57741,0.283333337323228,0.03333331018987984,False
55,35,control,3,1020.0000067757004,70.61775,0.10000004116366454,0.049999985763620386,False
55,36,control,4,1030.0000039100994,71.12593,0.15000002692728492,0.049999985763620386,False
55,37,control,2,1009.9999957140166,71.72009,0.049999985763619824,0.049999985763619824,False
55,38,control,5,1040.0000010444987,71.9295,0.20000001269090703,0.04999998576362211,False
55,39,control,6,1050.0000039146619,72.99701,0.2500000271333482,0.03333331018987984,False
55,40,control,1,999.9999985796177,75.26723,0.0,0.049999985763619824,False
55,41,control,41,1399.9999978466142,75.48843,2.0,0.05142499464778272,False
60,1,thalweg,17,1164.1476040229606,29.53734,0.8207380214223066,0.04542452431980082,False
60,2,control,23,1229.5889998147536,30.36746,1.147944994369427,0.04479297673680471,False
60,3,control,18,1173.333304411336,31.01953,0.8666665225203293,0.04592850109802271,False
60,4,control,19,1182.604603262894,34.56267,0.9130230159264012,0.04635649340607195,False
60,5,control,24,1238.6303037263858,36.43785,1.1931515130969992,0.04520651872757209,False
60,6,control,20,1191.9490994647979,36.49335,0.9597454960774785,0.04672248015107727,False
60,7,control,22,1220.6304043027944,36.50251,1.1031520176326224,0.04479297673680471,False
60,8,control,26,1256.9263030442694,37.29813,1.2846315080056354,0.030768497151544283,False
60,9,control,21,1201.3565017306998,37.4436,1.0067825065427671,0.04703701046528863,False
60,10,control,25,1247.7453966613198,37.81366,1.238726976934301,0.04557546383730182,False
60,11,control,27,1263.0800025876415,37.88339,1.3154000051571797,0.030768497151544283,False
60,12,control,16,1155.0626989920816,38.45537,0.7753134971025057,0.02995749422409799,False
60,13,control,28,1272.356001162593,38.49903,1.3617799971797875,0.046379992022607786,False
60,14,control,15,1149.0712000371789,42.37413,0.7453560028784078,0.02995749422409799,False
60,15,control,29,1281.6815012466045,44.94722,1.4084074967431481,0.04662749956336065,False
60,16,control,14,1140.1982972704348,45.23286,0.700991489859806,0.04355548233430562,False
60,17,control,13,1131.4872006435228,46.50638,0.6574360075255004,0.04355548233430562,False
60,18,control,30,1291.051803116283,46.62484,1.455259005230728,0.046851508487579796,False
60,19,control,31,1313.1382001041213,46.83303,1.5656909881409287,0.030223997882394826,False
60,20,control,32,1319.1829997916627,47.04797,1.5959149860233235,0.030223997882394826,False
60,21,control,33,1328.2952026630871,47.89932,1.6414759995433434,0.045561013520019955,False
60,22,control,34,1337.457798883133,48.74536,1.6872889798018404,0.045812980258497005,False
60,23,control,12,1108.5766963250035,49.80997,0.5428834880376019,0.04734786949827613,False
60,24,control,11,1099.1071222513617,49.82227,0.49553561853932576,0.0312560080680655,False
60,25,control,35,1346.6666977218704,49.91056,1.7333334731495424,0.046044493347702,False
60,26,control,10,1092.855920522894,51.6246,0.46427961047126026,0.0312560080680655,False
60,27,control,36,1355.9182028980076,51.77442,1.779590998180329,0.04625752503078662,False
60,28,control,37,1365.209201142954,54.02883,1.8260459885515337,0.031072478333505682,False
60,29,control,38,1371.4236969238355,56.68998,1.8571184668850393,0.031072478333505682,False
60,30,control,9,1083.5995767003149,56.8246,0.4179978922087088,0.04531986911887109,False
60,31,control,39,1380.7739992335205,61.61882,1.903869977574489,0.04612999752727953,False
60,32,control,8,1074.5356027100063,65.96169,0.3726780230898377,0.043959976025817915,False
60,33,control,40,1389.9999989084877,68.56856,1.9499999751017685,0.04612999752727953,False
60,34,control,4,1044.8454091562153,69.22136,0.22422705804840426,0.023540772871893573,False
60,35,control,3,1019.9999983890824,70.75785,0.10000000649519025,0.04999998159696046,False
60,36,control,5,1049.553563817098,70.81405,0.24776783092029783,0.023540772871893573,False
60,37,control,7,1065.7436073433055,71.01742,0.3287180470640198,0.0419738190665323,False
60,38,control,2,1010.0000018859582,71.12887,0.05000002489822979,0.04999998159696046,False
60,39,control,6,1057.3488433757602,71.80532,0.2867442279974875,0.03897639707718967,False
60,40,control,1,999.99999672258,73.20839,0.0,0.05000002489822979,False
60,41,control,41,1400.0000040718662,75.22856,2.0,0.05000002489823152,False
65,1,thalweg,17,1180.1110997180326,28.76126,0.9005554936175898,0.029007479515255175,False
65,2,control,16,1156.414898916955,29.05786,0.7820744889836262,0.04607849061306635,False
65,3,control,25,1257.4687063559552,29.77958,1.2873435288592243,0.04363402521801585,False
65,4,control,26,1266.2788046909172,30.21196,1.331394020767735,0.044050491908510736,False
65,5,control,18,1185.912595590305,30.4007,0.929562973132845,0.029007479515255175,False
65,6,control,15,1147.1992008432337,31.70698,0.7359959983705598,0.030459520267017703,False
65,7,control,27,1275.164702833772,32.46199,1.3758235117177202,0.029813994630982776,False
65,8,control,19,1194.7090981583256,34.15583,0.9735454862062873,0.043982513073442364,False
65,9,control,28,1281.1275017283342,34.86043,1.405637506348703,0.029813994630982776,False
65,10,control,24,1248.7419013586502,35.52775,1.2437095036412085,0.04363402521801585,False
65,11,control,14,1141.1072968221495,35.96247,0.7055364781035421,0.030459520267017703,False
65,12,control,20,1203.606802659628,36.50247,1.0180340089488245,0.029910986434708686,False
65,13,control,21,1209.5889999148326,38.52365,1.0479449953835331,0.029910986434708686,False
65,14,control,23,1227.7454045043155,38.64581,1.1387270188125727,0.04557552269414478,False
65,15,control,30,1299.1829998018295,38.78181,1.4959149971951273,0.04528799076451606,False
65,16,control,29,1290.1254016969795,38.87068,1.4506270064306113,0.044989500081908274,False
65,17,control,22,1218.6303000138448,38.99729,1.0931514961184279,0.04520650073489474,False
65,18,control,13,1132.0598987121423,43.74965,0.660299487313511,0.044602514537756655,False
65,19,control,32,1329.0304004181057,44.84465,1.6451520010682537,0.04376349765642984,False
65,20,control,33,1337.8484979342484,44.85707,1.6892424888828796,0.02956350748807779,False
65,21,control,31,1320.2777009332553,45.16704,1.6013885034118238,0.04376349765642984,False
65,22,control,12,1123.1393958519168,45.20339,0.6156969727757543,0.043841967066792886,False
65,23,control,34,1343.7611994004953,46.18116,1.7188059963709574,0.02956350748807779,False
65,24,control,11,1114.371002485077,47.92214,0.5718550057089614,0.0287290094434004,False
65,25,control,35,1352.678006845146,49.35221,1.7633900338307418,0.04458403745978434,False
65,26,control,36,1361.6485002088903,51.93754,1.8082425008874183,0.04485246705667656,False
65,27,control,10,1108.62520062688,52.15279,0.543125996265561,0.0287290094434004,False
65,28,control,37,1370.6689031191647,53.4513,1.8533445156780697,0.030199010726497777,False
65,29,control,38,1376.7087052324214,54.34161,1.8835435264045675,0.01645648900998764,False
65,30,control,9,1100.1849966011198,56.13277,0.500924975912871,0.04220102035269002,False
65,31,control,39,1380.0000030169576,59.84242,1.900000015414555,0.01645648900998764,False
65,32,control,8,1075.974536239836,59.88461,0.37987267346423464,0.0311089817467593,False
65,33,control,7,1069.7527399234925,64.78141,0.34876369171747534,0.0311089817467593,False
65,34,control,40,1389.999994777819,65.23864,1.949999974484126,0.049999959069571,False
65,35,control,6,1060.5536485621633,71.73807,0.30276823466681,0.044919684690809536,False
65,36,control,1,1000.0000019500558,72.01733,0.0,0.03333333523878727,True
65,37,control,41,1399.9999998279409,72.01733,2.0,0.0500000255158739,True
65,38,control,3,1037.3488370684581,73.39323,0.18674417658274323,0.04197388554039719,False
65,39,control,2,1006.6666689624446,73.51329,0.03333333523878727,0.03333333523878727,False
65,40,control,4,1045.7436141320009,73.5766,0.22871806212314041,0.02913048785286007,False
65,41,control,5,1051.5697116716638,74.69856,0.2578485499760005,0.02913048785286007,False
70,1,thalweg,17,1173.444427603984,28.5817,0.8672221419858964,0.029007515375146342,False
70,2,control,16,1149.7482308467831,28.87645,0.7487411589395343,0.046078513253735576,False
70,3,control,25,1250.8020323497133,29.59366,1.2540101632999388,0.04363399940895918,False
70,4,control,26,1259.6121261812966,30.02335,1.2980606321828614,0.04405046888292263,False
70,5,control,18,1179.2459307152303,30.21091,0.8962296573610428,0.029007515375146342,False
70,6,control,15,1140.532528138505,31.50903,0.7026626456857987,0.03045947918105718,False
70,7,control,27,1268.498032297501,32.25933,1.3424901624865224,0.029814007679309418,False
70,8,control,19,1188.0424248814534,33.9426,0.9402121279175885,0.043982470556545694,False
70,9,control,28,1274.4608338705868,34.6428,1.3723041701658318,0.029814007679309418,False
70,10,control,24,1242.0752324134426,35.30595,1.2103761638909796,0.04363399940895918,False
70,11,control,14,1134.4406322642637,35.73796,0.6722031665047415,0.03045947918105718,False
70,12,control,20,1196.9401305299998,36.27459,0.9847006558825917,0.029911015729847445,False
70,13,control,21,1202.9223337133144,38.28314,1.0146116716124391,0.029911015729847445,False
70,14,control,23,1221.0787273714006,38.40455,1.105393639336145,0.045575493090376895,False
70,15,control,30,1292.5163321561504,38.53969,1.4625816610300737,0.04528799744957057,False
70,16,control,29,1283.4587326096923,38.628,1.4172936635805031,0.04498949341467129,False
70,17,control,22,1211.9636286964223,38.75383,1.059818146245768,0.04520647463332894,False
70,18,control,13,1125.3932252032116,43.47652,0.6269661314818824,0.04460246084493691,False
70,19,control,32,1322.3637300258558,44.56468,1.6118186494469582,0.0437635114924515,False
70,20,control,33,1331.18182748114,44.57702,1.6559091364481355,0.029563492911657496,False
70,21,control,31,1313.611027672725,44.88506,1.5680551379545067,0.0437635114924515,False
70,22,control,12,1116.4727329785362,44.92119,0.5823636706369455,0.04384199706359293,False
70,23,control,34,1337.0945261003828,45.89285,1.685472629359793,0.029563492911657496,False
70,24,control,11,1107.704333511079,47.62296,0.5385216735733526,0.028729020399370975,False
70,25,control,35,1346.0113266462836,49.04411,1.730056631810972,0.044584002451178995,False
70,26,control,36,1354.9818329685868,51.61329,1.774909163142487,0.0448525313315149,False
70,27,control,10,1101.9585293953355,51.82719,0.5097926531739816,0.028729020399370975,False
70,28,control,37,1364.002230364799,53.1176,1.8200111498419898,0.030199015418976183,False
70,29,control,38,1370.042033486299,54.00235,1.850210165260966,0.030199015418976183,False
70,30,control,9,1093.5183357103447,55.78233,0.46759168501247567,0.042200968161505925,False
70,31,control,39,1380.0000038715625,59.46882,1.90000001687646,0.049789851615493985,False
70,32,control,8,1069.307865174213,59.51075,0.34653933308751167,0.03110895335830749,False
70,33,control,7,1063.0860744637107,64.37698,0.3154303797292042,0.03110895335830749,False
70,34,control,40,1389.9999975478804,64.83135,1.9499999849459144,0.0499999680694545,False
70,35,control,6,1053.8869830316573,71.2902,0.2694349228560735,0.04491969239876378,False
70,36,control,3,1030.6821692473916,72.93503,0.15341085465904894,0.03897640865632522,False
70,37,control,1,999.999998124042,73.05434,0.0,0.11443444600272372,False
70,38,control,4,1039.0769358815749,73.11725,0.19538468756793495,0.029130542889374778,False
70,39,control,2,1022.8868874674629,73.74149,0.11443444600272372,0.03897640865632522,False
70,40,control,5,1044.9030444958205,74.23221,0.22451523045730973,0.029130542889374778,True
70,41,control,41,1400.0000006211246,74.23221,2.0,0.05000001505408558,True
75,1,thalweg,25,1232.6651763097411,22.95198,1.163325864789671,0.026266977333910146,False
75,2,control,26,1240.6574774348553,25.67467,1.2032873706729161,0.026991000254245945,False
75,3,control,19,1175.3618751941863,26.87681,0.8768093573644212,0.026027463611658086,False
75,4,control,24,1227.4117808768333,26.95787,1.1370588874557608,0.02594603246304472,False
75,5,control,18,1170.15638250542,27.62677,0.8507818937527631,0.026027463611658086,False
75,6,control,16,1136.8251793455668,28.54343,0.6841258768788893,0.04084299299886218,False
75,7,control,17,1162.5081765713464,28.86871,0.812540863835815,0.03824102991694811,False
75,8,control,23,1222.2225744176847,29.55158,1.111112854992716,0.02594603246304472,False
75,9,control,15,1128.656580798466,30.19984,0.6432828838800271,0.026664525333510714,False
75,10,control,27,1246.0556774508966,30.26798,1.230278370927162,0.026991000254245945,False
75,11,control,14,1123.3236757661507,30.76393,0.6166183585465164,0.026664525333510714,False
75,12,control,20,1180.645778543461,31.73372,0.903228874281149,0.026419516916727726,False
75,13,control,28,1274.2894819943883,31.78561,1.371447394554887,0.025891005333628314,False
75,14,control,22,1194.1636797807164,32.14507,0.9708183809032477,0.027283975748593536,False
75,15,control,13,1115.516482199228,32.94316,0.5775823904601967,0.025306023738284056,False
75,16,control,29,1279.4676830277247,33.09549,1.3973383998885154,0.025891005333628314,False
75,17,control,30,1287.3358756970547,34.14239,1.4366793634888384,0.026544998746648174,False
75,18,control,12,1110.4552774842061,36.60898,0.5522763667219126,0.025306023738284056,False
75,19,control,31,1292.6448754121516,36.694,1.4632243622354866,0.026544998746648174,False
75,20,control,21,1188.7068846661834,37.33227,0.9435344051546541,0.027283975748593536,False
75,21,control,32,1298.0017778713902,38.20579,1.490008874704388,0.026784512468901456,False
75,22,control,33,1306.1222772074902,39.97035,1.5306113716466954,0.04060249694230733,False
75,23,control,11,1085.0978842709837,41.04163,0.4254893998382707,0.0418015084364034,False
75,24,control,10,1076.7375826376108,44.51386,0.3836878914018673,0.027120508013961542,False
75,25,control,34,1331.5270855332403,45.68016,1.6576354140945042,0.03921445113980737,False
75,26,control,9,1071.3134810697934,47.50578,0.3565673833879058,0.027120508013961542,False
75,27,control,35,1339.3699757106303,50.13427,1.6968498652343116,0.026420512191981604,False
75,28,control,8,1063.4481774478027,50.88736,0.3172408650243724,0.02514789286835384,False
75,29,control,7,1058.418598906563,53.95888,0.29209297215601854,0.024131039342545124,False
75,30,control,36,1344.6540781149545,55.00849,1.7232703774262932,0.026420512191981604,False
75,31,control,37,1349.9803753717404,56.96996,1.7499018638819441,0.026631486455650943,False
75,32,control,6,1053.5923910691736,59.03146,0.2679619328134734,0.024131039342545124,False
75,33,control,38,1358.0455809089228,60.82332,1.790227891827881,0.027123976802643224,False
75,34,control,39,1363.470376234472,65.03926,1.8173518686305241,0.027123976802643224,False
75,35,control,5,1025.0550854744542,65.86403,0.12527540391982558,0.028255432302847674,False
75,36,control,40,1391.4122842123838,70.57444,1.9570614094209384,0.042938590579061575,False
75,37,control,4,1019.4039990503233,70.88827,0.09701997161697791,0.028255432302847674,False
75,38,control,2,1006.4519382818393,74.07252,0.032259667356979674,0.024639369512866452,False
75,39,control,3,1011.3798121526373,74.54803,0.056899036869846126,0.024639369512866452,False
75,40,control,1,1000.0000048520458,80.70712,0.0,0.032259667356979674,True
75,41,control,41,1400.000002272822,80.70712,2.0,0.042938590579061575,True
80,1,thalweg,22,1204.6230808833866,18.33728,1.0231154207323245,0.024245487398190435,False
80,2,control,23,1209.5557806767217,19.43268,1.0477789197835852,0.02466349905126064,False
80,3,control,21,1199.7739834203787,19.55138,0.9988699333341341,0.023800990845878278,False
80,4,control,20,1195.0137852675284,24.12367,0.9750689424882558,0.023800990845878278,False
80,5,control,24,1239.8070754293517,24.87778,1.1990353940654772,0.023569523261043557,False
80,6,control,19,1188.0519789021032,29.81543,0.9402599105417503,0.03480903194650553,False
80,7,control,25,1244.5209800653938,29.93807,1.2226049173265208,0.023569523261043557,False
80,8,control,15,1143.2196750917647,30.49989,0.7160983907212836,0.022632481422434236,False
80,9,control,16,1150.244884719724,30.62043,0.7512244389815472,0.02413597656627775,False
80,10,control,14,1138.6931788228017,31.28708,0.6934659092988493,0.022632481422434236,False
80,11,control,13,1110.4552816067978,32.0745,0.5522764227346132,0.024662027667968767,False
80,12,control,17,1155.0720800164245,33.62875,0.775360415547825,0.02413597656627775,False
80,13,control,27,1254.1748840592186,34.22991,1.2708744374611873,0.024317029024447656,False
80,14,control,26,1249.3114782710084,34.71467,1.2465574084367397,0.02395249111021891,False
80,15,control,18,1160.0046778560204,34.82597,0.8000234048303877,0.02466298928256272,False
80,16,control,12,1105.52287609012,35.27301,0.5276143950666444,0.024662027667968767,False
80,17,control,28,1261.599084543318,36.76225,1.3079954400089928,0.03712100254780548,False
80,18,control,29,1289.2946828818574,37.9914,1.4464734321766077,0.02373600092505468,False
80,19,control,11,1098.3957807524423,38.56154,0.4919789182560421,0.022740480313079237,False
80,20,control,10,1093.8476847054244,38.96532,0.4692384379429629,0.021827006654357106,False
80,21,control,31,1298.8536751730403,39.246,1.4942683937964376,0.0240589606947752,False
80,22,control,30,1294.0418830505876,39.49289,1.4702094331016624,0.02373600092505468,False
80,23,control,9,1089.4822833895244,40.78915,0.4474114312886058,0.021827006654357106,False
80,24,control,32,1306.1864773147113,42.20017,1.5309324046305337,0.024807025467263655,False
80,25,control,8,1060.9097833636256,43.2419,0.30454893066915734,0.03658698628018531,False
80,26,control,33,1311.1478823911486,47.95163,1.5557394300977974,0.024807025467263655,False
80,27,control,7,1053.592386132684,48.77168,0.26796194438897203,0.02295036955242108,False
80,28,control,34,1338.7994823376725,51.90147,1.6939974303045802,0.023858516687061293,False
80,29,control,6,1049.0023122379416,54.00342,0.24501157483655095,0.02157923800772482,False
80,30,control,35,1343.57118565872,56.46566,1.7178559469916415,0.023858516687061293,False
80,31,control,5,1044.686464651198,58.97833,0.22343233682882613,0.019989733606650323,False
80,32,control,36,1350.8327752047146,59.69147,1.7541638948461347,0.024536010130295827,False
80,33,control,37,1355.7399772139443,65.59056,1.7786999049764305,0.024536010130295827,False
80,34,control,4,1040.6885179435792,67.45165,0.2034426032221758,0.019989733606650323,False
80,35,control,3,1008.8650376579756,75.98187,0.044325201248455966,0.023540744402667537,False
80,36,control,38,1360.6979789955026,79.76188,1.8034899139692406,0.024790008992810142,False
80,37,control,39,1388.3154811004686,82.72276,1.9415774249676492,0.036022004358241544,False
80,38,control,2,1004.1568887935889,83.24616,0.02078445684578843,0.02078445684578843,False
80,39,control,40,1395.519881947409,85.71996,1.9775994293258907,0.022400570674109277,False
80,40,control,1,999.9999974386875,88.71717,0.0,0.02078445684578843,True
80,41,control,41,1399.999996066866,88.71717,2.0,0.022400570674109277,True
85,1,thalweg,26,1264.6590994102903,24.16318,1.3232954853918497,0.022067024442014915,False
85,2,control,27,1269.0725043098728,24.44827,1.3453625098338646,0.022067024442014915,False
85,3,control,25,1235.7023001646103,24.50546,1.1785114895301985,0.023330028097443556,False
85,4,control,24,1231.0362945333022,24.7235,1.155181461432755,0.022828968809202932,False
85,5,control,23,1226.4705007598961,25.14708,1.132352492623552,0.022297498216755196,False
85,6,control,22,1222.0110011052489,26.83617,1.1100549944067968,0.022297498216755196,False
85,7,control,19,1181.628402720285,29.43311,0.9081420029934388,0.022296493306483645,False
85,8,control,21,1193.3333034610903,29.45919,0.9666665065492178,0.03556799642397468,False
85,9,control,28,1273.5771055143741,29.6299,1.367885515799319,0.022523005965454423,False
85,10,control,20,1186.219704158276,30.08219,0.9310985101252431,0.022956507131804305,False
85,11,control,18,1177.1691040476926,30.80599,0.8858455096869552,0.021586041570235248,False
85,12,control,17,1172.8518957227097,31.31765,0.8642594681167199,0.021586041570235248,False
85,13,control,16,1143.7976957532182,32.51303,0.718988468637245,0.023566979621416517,False
85,14,control,29,1278.168597100915,33.374,1.3908429736738699,0.022957457874550835,False
85,15,control,30,1282.8427039040141,34.97412,1.4142135076301665,0.023370533956296624,False
85,16,control,15,1139.0842998169956,35.36045,0.6954214890158285,0.02274048314757071,False
85,17,control,14,1134.5362031759607,38.1292,0.6726810058682577,0.021827008377498403,False
85,18,control,31,1311.6978961224722,38.55673,1.5584894683569952,0.022298000671890472,False
85,19,control,32,1316.1574962681468,39.50404,1.5807874690288857,0.022298000671890472,False
85,20,control,13,1130.1708014894032,40.65757,0.6508539974907593,0.021827008377498403,False
85,21,control,33,1320.693698231594,41.24067,1.6034684787886688,0.022681009759783155,False
85,22,control,12,1101.5983042677656,45.11232,0.5079915117444528,0.02465823138608303,False
85,23,control,11,1096.6666579780567,46.73806,0.48333328035836975,0.023562814908919205,False
85,24,control,10,1091.9540949843356,49.5318,0.45977046544945055,0.022290323131237022,False
85,25,control,9,1087.4960303467956,49.56511,0.4374801423182135,0.020813450383530163,False
85,26,control,8,1083.3333402595451,52.50544,0.41666669193468336,0.020813450383530163,False
85,27,control,34,1325.3032988765622,54.19561,1.6265164819551272,0.023048003166458386,False
85,28,control,35,1329.9831973009407,57.08796,1.6499159740177471,0.02339949206261993,False
85,29,control,36,1358.763304157424,62.26717,1.7938165079356532,0.03382647236270442,False
85,30,control,37,1365.528598647102,64.66318,1.8276429802983576,0.022957512042073525,False
85,31,control,38,1370.1201010671473,66.2668,1.8506004923404311,0.022957512042073525,False
85,32,control,7,1054.6707304672793,66.36036,0.27335364333637713,0.025585861446041608,False
85,33,control,39,1374.7740002053092,69.23452,1.8738699879722973,0.0232694956318662,False
85,34,control,40,1389.999999442945,74.77268,1.949999983967633,0.050000016032367034,False
85,35,control,6,1049.5535581651088,75.13118,0.24776778189033552,0.023540728671919753,False
85,36,control,4,1038.873015530631,80.96867,0.1943650688532192,0.029861984365196576,False
85,37,control,5,1044.8454124187988,81.86909,0.22422705321841577,0.023540728671919753,False
85,38,control,2,1006.6666704827215,85.40174,0.03333334402157778,0.033333294211843764,True
85,39,control,41,1400.000002674749,85.40174,2.0,0.050000016032367034,True
85,40,control,3,1013.3333293419774,85.4826,0.06666663823342155,0.033333294211843764,False
85,41,control,1,1000.0000016615188,86.4858,0.0,0.03333334402157778,False
90,1,thalweg,27,1277.33637,16.69583,1.38668185,0.02012050000000043,False
90,2,control,26,1247.00827,19.12817,1.2350413500000001,0.010606000000000115,False
90,3,control,28,1281.36047,20.20987,1.4068023500000004,0.02012050000000043,False
90,4,control,25,1244.88707,21.94627,1.22443535,0.010606000000000115,False
90,5,control,29,1285.47907,23.72391,1.4273953500000005,0.020593000000000083,False
90,6,control,21,1202.20217,27.36697,1.0110108500000001,0.020821499999999604,False
90,7,control,24,1240.72267,27.89822,1.2036133500000006,0.020280000000000298,False
90,8,control,20,1198.03787,28.61766,0.9901893500000005,0.020168000000000963,False
90,9,control,19,1194.00427,28.72297,0.9700213499999996,0.020168000000000963,False
90,10,control,30,1289.68847,28.7298,1.4484423500000003,0.021046999999999816,False
90,11,control,22,1206.48987,29.01844,1.0324493500000005,0.02143850000000036,False
90,12,control,23,1236.66667,29.08728,1.1833333500000003,0.020280000000000298,False
90,13,control,31,1320.00007,30.09886,1.6000003500000002,0.020210499999999465,False
90,14,control,18,1166.04837,31.23352,0.8302418499999998,0.021947999999999857,False
90,15,control,33,1328.16657,31.55063,1.6408328500000005,0.010460999999999165,False
