angle_deg,elevation_rank,path_type,lateral_index,radius_mm,z_mm,x_ara,nearest_lateral_spacing_ara,exact_elevation_tie
30,15,control,8,1069.9999982252114,42.39358,0.3500000010825312,0.04999998159695984,False
30,16,control,24,1229.1044992155796,42.90974,1.1455224914180664,0.04949051619817202,False
30,17,control,16,1146.6666983773544,43.18594,0.7333334948001773,0.04999998159695984,False
30,18,control,25,1239.002602637074,44.60657,1.1950130076162384,0.04949051619817202,False
30,19,control,26,1248.9086989543623,45.17945,1.2445434882926458,0.04953048067640742,False
30,20,control,27,1258.8221022124567,45.38069,1.294110503672412,0.049567015379766266,False
30,21,control,7,1060.0000017220873,45.73703,0.30000001948557137,0.04999998159695984,False
30,22,control,28,1268.741903251288,46.24959,1.3437095079552757,0.04959900428286357,False
30,23,control,29,1278.6675017376465,48.01619,1.3933374994752423,0.04962799151996666,False
30,24,control,30,1288.5982030562895,53.16272,1.442991005156163,0.04965350568092064,False
30,25,control,6,1049.999996558709,53.63454,0.24999999458734098,0.0499999815969599,False
30,26,control,31,1298.5333982137533,58.87852,1.4926669800307746,0.04967597487461162,False
30,27,control,5,1040.000000055585,58.95595,0.2000000129903811,0.0499999815969599,False
30,28,control,32,1308.4730015882596,61.60159,1.5423649959901937,0.04969801595941914,False
30,29,control,4,1030.0000035524606,62.42501,0.15000003139342005,0.049999981596961035,False
30,30,control,3,1019.9999983890824,66.94169,0.10000000649519025,0.04999998159696046,False
30,31,control,35,1338.3127973933651,73.27631,1.6915639722744562,0.04974900098005941,False
30,32,control,36,1348.2654964959504,73.74633,1.7413274668730672,0.04976349459861096,False
30,33,control,2,1010.0000018859582,74.16908,0.05000002489822979,0.04999998159696046,False
30,34,control,34,1328.3629970145435,75.90754,1.6418149712943968,0.04973399265008682,False
30,35,control,37,1358.2208970979802,76.43946,1.7911044689686528,0.049777002095585665,False
30,36,control,33,1318.4161983017714,78.79695,1.59208097864431,0.04971598265411625,False
30,37,control,38,1368.1786990328503,79.41892,1.8408934777282189,0.049789008759566045,False
30,38,control,39,1378.1386964159874,81.82436,1.8906934637289186,0.04979998600069968,False
30,39,control,40,1388.1008036256135,83.6657,1.940503998861869,0.04981053513295053,False
30,40,control,1,999.99999672258,87.92396,0.0,0.05000002489822979,True
30,41,control,41,1400.0000040718662,87.92396,2.0,0.059496001138130916,True
35,1,thalweg,18,1167.2728980012744,18.69065,0.8363644986409288,0.04911603451350144,False
35,2,control,17,1157.4496911165752,18.94244,0.7872484641274273,0.04900947701957881,False
35,3,control,19,1177.1142926536645,21.0604,0.8855714719930516,0.049206973352122874,False
35,4,control,16,1147.6477957306215,21.16559,0.7382389871078485,0.048881029640924556,False
35,5,control,15,1137.8715898203516,25.89334,0.689357957466924,0.04872747690825052,False
35,6,control,20,1186.971289578286,26.21481,0.9348564567064738,0.04928498471342213,False
35,7,control,21,1196.8415973841638,30.45255,0.9842079958263006,0.049351539119826815,False
35,8,control,14,1128.1260944565602,33.18812,0.6406304805586734,0.04854047902070535,False
35,9,control,22,1206.7233957352505,33.31594,1.0336169876722763,0.04940899184597569,False
35,10,control,23,1216.6153951638235,34.38397,1.0830769849057769,0.049459997233500586,False
35,11,control,12,1108.7560936370132,34.43238,0.5437804762834603,0.04802002097941804,False
35,12,control,24,1226.5162971863895,36.2843,1.1325814951093245,0.049504510203547625,False
35,13,control,13,1118.4179986702093,36.34471,0.5920900015379681,0.048309525254507824,False
35,14,control,11,1099.152089458729,37.5272,0.4957604553040422,0.04765146491792732,False
35,15,control,25,1236.4248917946745,40.2569,1.1821244682415377,0.04954297313221323,False
35,16,control,26,1246.3404916572122,41.9552,1.231702467645078,0.04957799940354035,False
35,17,control,27,1256.262297200004,42.87461,1.2813114954499463,0.0496090278048682,False
35,18,control,10,1089.621796492608,43.40511,0.4481089903861149,0.047173869093807275,False
35,19,control,28,1266.189593237014,45.00026,1.330947975725955,0.049636480276008754,False
35,20,control,29,1276.1218964175337,45.7484,1.3806094917195588,0.0496615159936038,False
35,21,control,9,1080.1870226911358,46.85873,0.40093512129230763,0.04653929203719065,False
35,22,control,8,1070.8791643007544,50.43135,0.354395829255117,0.04567653430756152,False
35,23,control,30,1286.0585996937964,50.81684,1.430293008191918,0.049683516472359246,False
35,24,control,31,1295.9994974365393,51.09376,1.4799974969967165,0.049704488804798386,False
35,25,control,32,1305.9438908427655,53.03186,1.5297194641189635,0.04972196712224708,False
35,26,control,7,1061.7438574559826,55.22561,0.30871929494755546,0.044469178972593115,False
35,27,control,6,1052.850021677762,57.20738,0.26425011597496234,0.04272502189797378,False
35,28,control,33,1315.891693893011,58.39396,1.5794584794613384,0.049739015342374904,False
35,29,control,5,1044.305017313826,60.48591,0.22152509407698856,0.04012095394459225,False
35,30,control,34,1325.8425928197412,61.6942,1.6292129741861645,0.04975449472482607,False
35,31,control,35,1335.7961911159655,64.91254,1.6789809657584864,0.049767991572321923,False
35,32,control,4,1036.280826539612,64.92521,0.1814041401323963,0.04012095394459225,False
35,33,control,36,1345.7523970264547,65.53128,1.7287619954021565,0.04978102964367004,False
35,34,control,37,1365.6716920361305,66.44547,1.828358470633047,0.04981351628864661,False
35,35,control,38,1375.634395275603,69.06996,1.8781719869216935,0.04981351628864661,False
35,36,control,3,1014.2124969399507,70.38866,0.07106249193188778,0.050000014442442314,False
35,37,control,39,1385.5989933990595,72.39802,1.9279949776302767,0.049822990708583204,False
35,38,control,40,1395.5652922487654,74.35333,1.977826471970123,0.022173528029876932,False
35,39,control,2,1004.2124940697873,76.96854,0.021062477489445466,0.021062477489445466,False
35,40,control,1,999.9999985796177,81.30141,0.0,0.021062477489445466,True
35,41,control,41,1399.9999978466142,81.30141,2.0,0.022173528029876932,True
40,1,thalweg,17,1158.2744984715487,30.16493,0.7913725040526135,0.04999999561975299,False
40,2,control,18,1168.2744988185152,30.62012,0.8413725058352072,0.04999999561975299,False
40,3,control,16,1148.2744993571503,32.1125,0.7413725084328605,0.04999999561975299,False
40,4,control,25,1238.274496317008,32.58626,1.1913724936619978,0.04999999561975188,False
40,5,control,15,1138.2744925823076,32.74403,0.6913724745108865,0.04999996348037139,False
40,6,control,26,1248.2744954314062,33.01158,1.2413724892817497,0.04999999561975188,False
40,7,control,24,1228.2744959700415,33.36379,1.1413724918794041,0.04999999561975188,False
40,8,control,19,1178.2744979329136,33.4849,0.8913725014549602,0.04999999561975299,False
40,9,control,27,1258.274502206249,33.70265,1.291372523203725,0.04999996348037139,False
40,10,control,14,1128.2744998957855,35.78196,0.6413725110305151,0.04999996348037139,False
40,11,control,23,1218.2744968556433,36.31684,1.0913724962596523,0.04999999561975188,False
40,12,control,20,1188.2744982798802,37.23041,0.9413725032375538,0.04999999561975188,False
40,13,control,28,1268.2744948927711,38.18111,1.3413724866840964,0.04999996348037139,False
40,14,control,13,1118.274493120943,39.5019,0.5913724771085409,0.04999996348037139,False
40,15,control,21,1198.2744973942783,40.26132,0.9913724988573057,0.04999999561975177,False
40,16,control,22,1208.2744965086765,40.42,1.0413724944770575,0.04999999561975177,False
40,17,control,29,1278.2745016676138,40.86887,1.3913725206060705,0.04999996348037139,False
40,18,control,30,1288.2744943541359,43.87465,1.441372484086442,0.04999996348037139,False
40,19,control,31,1298.2744934685343,45.6529,1.491372479706195,0.04999999561975299,False
40,20,control,12,1108.2745004344208,45.87044,0.5413725136281695,0.04999996348037139,False
40,21,control,11,1098.2745013200224,49.13812,0.4913725180084166,0.049999995619752935,False
40,22,control,32,1308.274500243377,49.30992,1.541372513628169,0.0499999634803725,False
40,23,control,5,1038.274496508052,50.40956,0.19137249366199843,0.049999995619751825,False
40,24,control,10,1088.2744945451798,52.65909,0.4413724840864424,0.04999996348037139,False
40,25,control,33,1318.2744929298992,53.40946,1.5913724771085416,0.0499999634803725,False
40,26,control,34,1328.2744997047419,54.28094,1.6413725110305155,0.04999999561975188,False
40,27,control,9,1078.2745018586577,55.13203,0.39137252060607103,0.04999996348037139,False
40,28,control,8,1068.274495083815,56.18324,0.3413724866840969,0.04999999561975299,False
40,29,control,35,1338.27449881914,57.50017,1.6913725066502674,0.04999999561975188,False
40,30,control,7,1058.2744959694166,58.66545,0.29137249106434393,0.04999999561975299,False
40,31,control,6,1048.27449562245,59.73182,0.24137248928175026,0.049999995619751825,False
40,32,control,38,1378.2744977418697,60.34908,1.8913725014549596,0.04999999561975188,False
40,33,control,36,1348.2744991661066,60.40409,1.741372508432861,0.05000000178259367,False
40,34,control,4,1028.2744961610854,60.70945,0.14137249187940476,0.04999999561975299,False
40,35,control,37,1368.2744986274715,61.50011,1.8413725058352077,0.04999999561975188,False
40,36,control,39,1388.274496856268,68.67109,1.9413724970747115,0.04999999561975188,False
40,37,control,3,1018.274497046687,71.00935,0.09137249625965177,0.04999999561975241,False
40,38,control,40,1398.2744972032344,75.32392,1.9913724988573052,0.008627501142694838,False
40,39,control,2,1008.2744979322887,75.35855,0.04137250063989936,0.04137250063989936,False
40,40,control,1,999.9999978122128,78.28715,0.0,0.04137250063989936,True
40,41,control,41,1399.9999974301252,78.28715,2.0,0.008627501142694838,True
45,1,thalweg,22,1206.5173502768703,19.08276,1.032586768808714,0.049390984833938445,False
45,2,control,21,1196.639153396508,21.5687,0.9831957839747756,0.032894042063166595,False
45,3,control,23,1216.4060406218653,21.79979,1.0820302209662747,0.04944345215756063,False
45,4,control,20,1190.0603450414333,25.61947,0.950301741911609,0.032894042063166595,False
45,5,control,24,1226.304149629186,26.76979,1.131520766435876,0.0494905454696013,False
45,6,control,25,1236.2102489431338,31.06195,1.1810512634389623,0.049530497003086316,False
45,7,control,19,1180.203347222371,31.13041,0.9010167523850978,0.049206995647864016,False
45,8,control,26,1246.1236455990636,32.81675,1.2306182471522777,0.04956698371331547,False
45,9,control,28,1265.9690499614042,33.67196,1.3298452698321277,0.049628007029066,False
45,10,control,27,1256.043448642431,34.68605,1.2802172628030617,0.04959901565078395,False
45,11,control,29,1275.8997424492018,35.26506,1.3794987327055388,0.0496534628734111,False
45,12,control,30,1285.8349462782633,38.70107,1.4291747522854668,0.049676019579927955,False
45,13,control,31,1295.7745483115038,38.9067,1.4788727628864824,0.04969801060101564,False
45,14,control,18,1170.3619481789015,39.79134,0.8518097567372338,0.049206995647864016,False
45,15,control,32,1305.717742447193,40.03178,1.5285887339998978,0.049715971113415414,False
45,16,control,16,1147.3015414145402,41.28328,0.7365077219066386,0.04999994519922446,False
45,17,control,17,1157.3015445090298,41.68986,0.7865077378165415,0.050000015909902884,False
45,18,control,33,1315.664542827466,42.09737,1.578322736336391,0.049734002336493166,False
45,19,control,15,1137.3015524621862,42.76377,0.6865077767074141,0.04999994519922446,False
45,20,control,34,1325.6143413404911,46.14743,1.6280717293367755,0.04974899300038449,False
45,21,control,14,1127.301549367697,46.40236,0.6365077607975124,0.050000015909901774,False
45,22,control,13,1117.3015462732074,50.42627,0.5865077448876095,0.050000015909902884,False
45,23,control,35,1335.567053133455,52.55097,1.6778352887369807,0.04976355940020527,False
45,24,control,12,1107.3015431787178,55.72574,0.5365077289777066,0.050000015909902884,False
45,25,control,36,1345.5224519321873,55.7914,1.7276122831661467,0.049776994429165944,False
45,26,control,37,1365.4402498867855,57.35671,1.8272012738104517,0.04981051129088687,False
45,27,control,11,1097.3015400842282,58.13714,0.48650771306780366,0.04999994519922446,False
45,28,control,10,1087.3015511318742,58.58997,0.4365077678685792,0.04999994519922446,False
45,29,control,38,1375.4023520578035,62.5828,1.8770117851013386,0.04981051129088687,False
45,30,control,9,1077.301548037385,63.57681,0.3865077519586774,0.050000015909901774,False
45,31,control,8,1067.3015449428954,64.94303,0.33650773604877454,0.050000015909902884,False
45,32,control,7,1057.3015418484058,66.8191,0.2865077201388716,0.04999994519922443,False
45,33,control,39,1385.366349274995,67.48224,1.926831771623176,0.04981998652183739,False
45,34,control,6,1047.3015528960518,68.16196,0.23650777493964717,0.04999994519922443,False
45,35,control,40,1395.3320435484611,70.06515,1.976660243426461,0.023339756573538928,False
45,36,control,3,1017.3015436125834,71.34609,0.08650772720993957,0.05000001590990234,False
45,37,control,2,1007.3015405180939,71.35403,0.03650771130003723,0.03650771130003723,False
45,38,control,5,1037.3015498015625,71.36828,0.1865077590297454,0.050000015909901774,False
45,39,control,1,999.9999983219684,74.88514,0.0,0.03650771130003723,True
45,40,control,41,1399.9999948223285,74.88514,2.0,0.023339756573538928,True
45,41,control,4,1027.301546707073,75.32466,0.13650774311984248,0.05000001590990291,False
50,1,thalweg,23,1226.6911994123095,33.29387,1.1334560090831824,0.04768950539976302,False
50,2,control,17,1160.1734973396067,34.76548,0.8008674984019734,0.04883300306330551,False
50,3,control,16,1150.4068967362748,35.75473,0.7520344953386678,0.048669499018869966,False
50,4,control,22,1217.1532983414677,36.01674,1.0857665036834194,0.04747198238527406,False
50,5,control,18,1179.5054963946914,36.14218,0.8975274937697283,0.04660651217139122,False
50,6,control,19,1188.8267988200657,37.14027,0.9441340059411195,0.04660651217139122,False
