permutation,wrong_lineage_persistence,max_steering_improvement,max_reverse_improvement,loss_lambda_0,reverse_loss_lambda_0,loss_lambda_0.25,reverse_loss_lambda_0.25,loss_lambda_0.5,reverse_loss_lambda_0.5,loss_lambda_0.75,reverse_loss_lambda_0.75,loss_lambda_1,reverse_loss_lambda_1
183,0.07028180100802779,4.5624516610276444e-05,0.0006933404266147303,1.0129406724233436,1.0129406724233436,1.01820225832469,1.012247331996729,1.023989265427881,1.0153688663306777,1.0237912090189607,1.0176795647715577,1.0128950479067333,1.0141466945196358
184,0.05591585363168577,-0.002577643407407626,-0.003896500627109445,1.0129406724233436,1.0129406724233436,1.0155183158307513,1.016837173050453,1.021906786277858,1.0242815424123386,1.0255997884630126,1.0285863333649734,1.0205122564628364,1.0236195069488336
185,0.08212537631829447,-0.0009770789597975948,-0.003875142807851173,1.0129406724233436,1.0129406724233436,1.0139177513831412,1.0168158152311948,1.0182161733041777,1.0228554911424048,1.0211269468403827,1.025783165046825,1.017832015627102,1.0210804614327964
186,0.05679616162109721,-0.0010076373294121144,-0.00400473919989075,1.0129406724233436,1.0129406724233436,1.0139483097527557,1.0169454116232344,1.0182772213456208,1.0232340447606298,1.0210686050813285,1.0263303084862998,1.017657453129515,1.021605321714936
187,0.061543460452804205,0.00424832961255639,0.004585589512231092,1.0129406724233436,1.0129406724233436,1.014121587936152,1.0135708972682027,1.0156952570902351,1.0148233739672607,1.0146535427885413,1.0138382709189746,1.0086923428107872,1.0083550829111125
188,0.06581618896456887,0.0067270883340968535,0.005294946637689479,1.0129406724233436,1.0129406724233436,1.0117264502986056,1.0171558961676561,1.012953492722509,1.020892722014342,1.012609890857693,1.018859113159811,1.0062135840892468,1.0076457257856541
189,0.07011974695159431,0.0009717549561127914,0.008577785621799894,1.0129406724233436,1.0129406724233436,1.0151595456602742,1.0119659947603343,1.0173686814066711,1.0114431373891997,1.0169891396988502,1.0093790183750846,1.0119689174672308,1.0043628868015437
190,0.07467878132487994,0.013049843917973591,-4.9536555019713546e-05,1.0129406724233436,1.0129406724233436,1.0080427589652212,1.0189295287446822,1.0052641808779064,1.022890672382175,1.0033106284677913,1.0213915201129427,0.99989082850537,1.0129902089783633
191,0.04817550084832463,0.028778321511416793,0.014543556420360981,1.0129406724233436,1.0129406724233436,1.0092120152348676,1.0135858656455774,1.0026214633437807,1.0111608713889966,0.9938362495591219,1.005893277945007,0.9841623509119268,0.9983971160029826
192,0.07264147619364658,0.015367565324277188,-0.004817919628795186,1.0129406724233436,1.0129406724233436,1.0102405823124996,1.0177585920521388,1.0087020240577163,1.0226636540904566,1.005332684566353,1.0238451960212989,0.9975731070990664,1.0183102084360853
193,0.06614642478184339,0.012946749634497379,0.01134306958681508,1.0129406724233436,1.0129406724233436,1.0129337396333447,1.0135077426348953,1.01232349928296,1.0134426705755288,1.0085772113233225,1.01010274024657,0.9999939227888462,1.0015976028365285
194,0.06618660735007181,0.019696482587605812,0.012084038300932853,1.0129406724233436,1.0129406724233436,1.0092485063648744,1.0153224871801412,1.0049740017990223,1.0148037938469778,0.9998307338903312,1.0099695431341302,0.9932441898357378,1.0008566341224108
195,0.05842603326575042,-0.001348418443420707,0.004271145106235386,1.0129406724233436,1.0129406724233436,1.0155686183250148,1.0125049688930083,1.0187494294071062,1.013344716402751,1.0192240937733403,1.0128346886090007,1.0142890908667643,1.0086695273171082
196,0.05728989085928691,-0.0021675256592024184,-0.008312933323417537,1.0129406724233436,1.0129406724233436,1.015108198082546,1.0212536057467612,1.024879060698896,1.0356167356854764,1.0341133211360267,1.0467606114397985,1.034690853798264,1.0461363806545136
197,0.06685942514174639,0.026422107877864143,0.016771825978892263,1.0129406724233436,1.0129406724233436,1.010678122384196,1.0125573727746735,1.0054549602241123,1.0095673312688296,0.9971343812523995,1.0039308359589274,0.9865185645454795,0.9961688464444514
198,0.08058345149188535,0.0018423778647744804,0.009318462534902539,1.0129406724233436,1.0129406724233436,1.0173589411960622,1.0105784439852936,1.0210038778655688,1.010063555229106,1.0197432259436578,1.0086903718178046,1.0110982945585691,1.003622209888441
199,0.07995459474159121,-0.003797929346482709,-0.0020130740514210377,1.0129406724233436,1.0129406724233436,1.0167386017698263,1.0149537464747647,1.0236408833635509,1.0207853022199656,1.027908770205435,1.0250777307418737,1.0244231581802514,1.0226289031799225
200,0.04912161368366802,0.02061873902615019,0.016120235967521213,1.0129406724233436,1.0129406724233436,1.0102250057468847,1.0138969331464631,1.006095986264214,1.0120224263010924,1.0002159728810924,1.0062948152779196,0.9923219333971934,0.9968204364558224
201,0.06562679978228766,0.007218261702166995,-0.0015434057304162252,1.0129406724233436,1.0129406724233436,1.0086290774488007,1.0186814496519847,1.006903964983996,1.0227253312561198,1.0066550372983534,1.021753702643326,1.0057224107211766,1.0144840781537598
202,0.05914793255455761,0.0157800723057685,0.00914515302181007,1.0129406724233436,1.0129406724233436,1.0105098019311063,1.0156372969247958,1.0082353569475653,1.0166232828288317,1.0043426502094936,1.0131287351673008,0.9971606001175751,1.0037955194015336
203,0.0753760726758782,0.006412491798787334,0.005091772887001467,1.0129406724233436,1.0129406724233436,1.0153915709406094,1.0123165657334159,1.0173232624952817,1.0131249847320039,1.015147594756311,1.0126420835134957,1.0065281806245563,1.0078488995363422
204,0.05702612364218179,0.007851036736916006,-0.005063124197571822,1.0129406724233436,1.0129406724233436,1.0099036893177749,1.018620773725471,1.0094488083338382,1.0239658282836333,1.0088882539480326,1.0246786675157054,1.0050896356864276,1.0180037966209154
205,0.0603313925568166,-0.003548231201357721,-0.0023444956433822384,1.0129406724233436,1.0129406724233436,1.0164889036247013,1.0152851680667259,1.023152615132398,1.0214381409798137,1.0270363631758166,1.025836453362742,1.0229392140538467,1.0231003511294487
206,0.07704023444065423,0.009058461137927631,-0.0019336609612703448,1.0129406724233436,1.0129406724233436,1.0124125249729699,1.0174080352797068,1.0140169823310308,1.022875418670677,1.0126744069564362,1.0235492432636561,1.003882211285416,1.014874333384614
207,0.06024843137826284,0.007118845225886572,0.005420736819516714,1.0129406724233436,1.0129406724233436,1.0146764149083118,1.0130278463705185,1.0161490968056803,1.0141878988849662,1.0139287616545347,1.0133808819236958,1.005821827197457,1.007519935603827
208,0.06965681407527105,-0.001400621175523975,-0.004459318887336083,1.0129406724233436,1.0129406724233436,1.0143412935988676,1.0173999913106797,1.01911190844539,1.0253101408858258,1.021580447280414,1.0308240282072976,1.0167231734892657,1.028404047457384
209,0.07473457829997696,-0.004957057724237046,0.005044614411540582,1.0129406724233436,1.0129406724233436,1.0178977301475807,1.0115314341809782,1.023621104614517,1.0126957964350136,1.0252057499006149,1.0126887327302143,1.0189020156864588,1.007896058011803
210,0.05355008419510812,0.0011683564488682574,-0.0032435577988905173,1.0129406724233436,1.0129406724233436,1.0133231252174695,1.0161842302222341,1.0159114001879577,1.0207716812311536,1.0166656798430678,1.0221132069664753,1.0117723159744754,1.0163621488825747
211,0.05968028602592243,0.01038381252009346,-0.0041960266335396845,1.0129406724233436,1.0129406724233436,1.01160020602221,1.0171366990568833,1.0116936515835993,1.0222314146056664,1.009655201783455,1.0240210655945314,1.0025568599032502,1.0188711438705256
212,0.050573572848673615,0.016961455706520745,0.009006260685463285,1.0129406724233436,1.0129406724233436,1.0111524924722468,1.0142363599253879,1.0085576075937823,1.0140211469732365,1.0038445852609923,1.0107800242256229,0.9959792167168229,1.0039344117378803
213,0.0737244729845997,0.015360433417890063,0.008658042677053945,1.0129406724233436,1.0129406724233436,1.0135758274597202,1.0122812994724861,1.012439534289613,1.011647336470934,1.0073539419997808,1.0095338953874133,0.9975802390054536,1.0042826297462897
214,0.05622968572547623,0.03247680707300238,0.020861944983201708,1.0129406724233436,1.0129406724233436,1.0089736324685137,1.0127264131519056,1.001271554160225,1.0085285307553682,0.991074996516664,1.0011546010850636,0.9804638653503412,0.9920787274401419
215,0.06682019448452846,0.0042736291257301495,0.0021251371190931234,1.0129406724233436,1.0129406724233436,1.0136962162254537,1.0150378050502753,1.0157395231200896,1.0180261060069087,1.015166111694187,1.0177439281632898,1.0086670432976135,1.0108155353042505
216,0.06516877408486076,-0.0011553237672021766,0.00019304565411837338,1.0129406724233436,1.0129406724233436,1.0171049795201674,1.0127476267692253,1.021904387065307,1.0158859000345761,1.0221084124791506,1.018326883207989,1.0140959961905458,1.0154907264158095
217,0.06457060991336148,0.012792084130878623,0.005251632432366371,1.0129406724233436,1.0129406724233436,1.0111441543531943,1.0160782096579695,1.0101729666717523,1.0183176164614167,1.0073563943903945,1.0161921624374872,1.000148588292465,1.0076890399909773
218,0.07644153411716596,0.014400726710542933,0.004936245978355958,1.0129406724233436,1.0129406724233436,1.012472519179211,1.0134658915257442,1.0108263117528886,1.0138354153547886,1.0063560396965567,1.0125403144674199,0.9985399457128007,1.0080044264449877
219,0.03389850392022639,0.018656045704857904,0.012302990256251256,1.0129406724233436,1.0129406724233436,1.0109319605784206,1.0135746917400397,1.007444460205198,1.0121718247884892,1.0019190213942182,1.0078701137517723,0.9942846267184857,1.0006376821670924
220,0.07150848339658858,0.004871855952104154,-0.0034435612443637353,1.0129406724233436,1.0129406724233436,1.0128729240763206,1.0163842336677074,1.014664044573724,1.0210197112488166,1.014268310183974,1.022347842935846,1.0080688164712395,1.016643982819519
221,0.059282854967301485,0.011857782699344233,0.0012086563511355397,1.0129406724233436,1.0129406724233436,1.0102551055320743,1.016259462733169,1.0083104125525457,1.0184797975527269,1.0057637369590757,1.017339857140875,1.0010828897239994,1.011732016072208
222,0.059350720944500085,0.011288119561787768,0.014438507900752184,1.0129406724233436,1.0129406724233436,1.0130409265298586,1.0111976837057461,1.0112255853475376,1.0079922035260471,1.0073211526992951,1.003559785253272,1.0016525528615559,0.9985021645225914
223,0.059590843288383905,0.005478758620325097,0.008546404655500162,1.0129406724233436,1.0129406724233436,1.0130456512175658,1.015173669173359,1.0146022672990522,1.0171194016352583,1.013955157135537,1.014453743330861,1.0074619138030185,1.0043942677678435
224,0.059517121408413455,0.007108754296710318,-0.003996104147035329,1.0129406724233436,1.0129406724233436,1.0116243650713213,1.0172779874836222,1.0123368288343089,1.0221784695470308,1.0115423364925904,1.0232099536844137,1.0058319181266333,1.016936776570379
225,0.05752856217290914,0.006116210615856543,0.003808719790276527,1.0129406724233436,1.0129406724233436,1.013894028873869,1.0144711118258678,1.0156062038540496,1.0168491319728885,1.014270752796242,1.0161829808445764,1.006824461807487,1.009131952633067
226,0.06259795541292425,-0.0020663997510816934,-0.0029744879167628024,1.0129406724233436,1.0129406724233436,1.0150070721744253,1.0159151603401064,1.0196354188139043,1.0219115458405323,1.02150698100015,1.0256729730415601,1.0160300937094395,1.0221224479829984
227,0.059825466178858235,-0.0012548306991599922,0.00036234020152359214,1.0129406724233436,1.0129406724233436,1.017386063692727,1.01257833222182,1.0225229469476664,1.015379844817758,1.0227594860332987,1.017041187980108,1.0141955031225036,1.013144573127394
228,0.05804106429895633,-0.002131869038560552,-0.0035763701223492372,1.0129406724233436,1.0129406724233436,1.0150725414619042,1.0165170425456929,1.0204333835458779,1.0230088044709245,1.0230868653888943,1.026125276335501,1.0178741774652282,1.020349616494911
229,0.06950903295945576,0.012102622307344157,0.0009850375705242609,1.0129406724233436,1.0129406724233436,1.0123946505714891,1.0151422223927091,1.0120300935630633,1.017766402467438,1.0088713881559048,1.017649238945054,1.0008380501159995,1.0119556348528194
230,0.06166382715086509,0.007269875269488635,0.006211918722564436,1.0129406724233436,1.0129406724233436,1.0147979881466977,1.013799762337554,1.0170553971633072,1.015797645011635,1.0151415483592081,1.0146707100737795,1.005670797153855,1.0067287537007792
231,0.056250482937626904,0.0016861691440517301,-0.006436502763470298,1.0129406724233436,1.0129406724233436,1.0112953705982204,1.019377175186814,1.0133648922875937,1.0275218650588667,1.0148575582978534,1.0318648645211956,1.011254503279292,1.027889557174169
232,0.07529874596695971,-0.00589012354658669,-0.0014071476039303477,1.0129406724233436,1.0129406724233436,1.0188307959699303,1.014347820027274,1.0280221110776204,1.0210708491294735,1.0329367717631655,1.0265636045303974,1.027216999748566,1.024027643975999
233,0.059440182843474326,0.012186838892500385,0.012507890926070298,1.0129406724233436,1.0129406724233436,1.0147077406083123,1.0109790314303058,1.0144615206985876,1.0090936331738791,1.0100528704922949,1.0060702143884477,1.0007538335308432,1.0004327814972733
234,0.06290669093737315,0.005589799619146518,-0.0026613024480297565,1.0129406724233436,1.0129406724233436,1.0139949162665158,1.0156019748713734,1.0163141085594496,1.0205875648540053,1.0152773047326553,1.0236010924237797,1.007350872804197,1.0203743848710807
235,0.06114503803697076,0.012899002760626166,0.017310628587564048,1.0129406724233436,1.0129406724233436,1.0143100034522663,1.0111260833932736,1.0138436643536042,1.0085642285047476,1.0094266699345482,1.0037655338671787,1.0000416696627175,0.9956300438357796
236,0.06255024854845259,0.016673814624567407,0.014292132866092433,1.0129406724233436,1.0129406724233436,1.011676584458956,1.013890381748942,1.0095745866060333,1.0131596283260293,1.0048573136560734,1.008478431238365,0.9962668577987762,0.9986485395572512
237,0.06792343417123678,0.014146640364329777,0.015844994810198743,1.0129406724233436,1.0129406724233436,1.0129582366468042,1.0114794934087792,1.0109224634933116,1.0085805705798878,1.006158510971693,1.0038233852997174,0.9987940320590138,0.9970956776131449
238,0.0586602203573046,-0.0012376282242203551,0.0046700479580592535,1.0129406724233436,1.0129406724233436,1.0162326333076148,1.0122706240474917,1.0199075025674456,1.0133586967076005,1.0201093378110866,1.0130226146531638,1.014178300647564,1.0082706244652844
239,0.058297621898486425,0.009479257712487366,-0.003563640116092559,1.0129406724233436,1.0129406724233436,1.0128473762013697,1.0165043125394362,1.0140935430950695,1.0216407814503865,1.0121481231350578,1.0236033667550046,1.0034614147108563,1.018050992853264
240,0.06686498078959668,0.004337274087992782,0.009297319227679957,1.0129406724233436,1.0129406724233436,1.0171161680991592,1.0111710350056127,1.0206445557363257,1.0113243148241216,1.0188309803790163,1.0100139764148317,1.0086033983353508,1.0036433531956637
241,0.05511943641497689,0.0012794543392300461,0.0018911759616835333,1.0129406724233436,1.0129406724233436,1.0155611594517429,1.013607440247069,1.0190744400683873,1.0162275758451726,1.0189465719980761,1.0166990616112355,1.0116612180841136,1.01104949646166
242,0.06960218340350807,0.019939132240966106,0.01028110306349106,1.0129406724233436,1.0129406724233436,1.011608644391794,1.0134180935000805,1.0085813589010673,1.0126381936878444,1.002523621390722,1.0093453123310265,0.9930015401823775,1.0026595693598526
243,0.06651233629721678,0.03067087934698809,0.0166485922492966,1.0129406724233436,1.0129406724233436,1.0089621822692778,1.0136851346589177,1.0019954354097456,1.0110459907328018,0.9926559800773082,1.0050514837963194,0.9822697930763555,0.996292080174047
244,0.06842796465796405,0.0019247011018870275,-0.002627033448560745,1.0129406724233436,1.0129406724233436,1.0136711584124185,1.0155677058719044,1.016123011413357,1.0197224022968294,1.016389869519795,1.0211938661357323,1.0110159713214566,1.016111075846483
245,0.06498427687089293,0.0013357394916633236,0.0007315601478632416,1.0129406724233436,1.0129406724233436,1.0148805594419537,1.0137889702260616,1.0176906490440927,1.0162086013248934,1.017589793253485,1.016750437915401,1.0116049329316803,1.0122091122754804
246,0.06622098278953668,0.011563037820834898,0.005997622703052041,1.0129406724233436,1.0129406724233436,1.0140960910981218,1.011633594627554,1.0134570591269252,1.010726099945481,1.0093411631207962,1.0095427009338878,1.0013776346025087,1.0069430497202916
247,0.06158214550282797,-0.0003809595652157771,-0.005318689739577165,1.0129406724233436,1.0129406724233436,1.0133216319885594,1.0182593621629208,1.017429905552948,1.0264355453903764,1.0199070955644733,1.0315689120353644,1.015718268705013,1.0285581040943368
248,0.06258731952175937,-0.0019060387241476295,-0.0023964175748680816,1.0129406724233436,1.0129406724233436,1.0148467111474913,1.0153370899982117,1.019096758450883,1.0199180379366717,1.0209119740644392,1.0219255643550629,1.0158853556389362,1.0171822478377628
249,0.07003399611665119,-0.0031362395611882476,-0.0023748801246268325,1.0129406724233436,1.0129406724233436,1.0160769119845319,1.0153155525479705,1.0221674844088504,1.0210572055209746,1.0255772776132186,1.0247389623504557,1.0212875827901973,1.021236185204519
250,0.056118833150746575,0.0025538261187230127,0.015408799199786327,1.0129406724233436,1.0129406724233436,1.0147314804178384,1.0124206284632233,1.0168548733899045,1.0114778860985092,1.0163456368407229,1.0071321286556716,1.0103868463046206,0.9975318732235573
251,0.05197140733448035,0.010069605252310154,0.010301751596823339,1.0129406724233436,1.0129406724233436,1.0106440246613664,1.0154521774813705,1.0090396271499547,1.0160269836298164,1.006968767408667,1.0121185669711357,1.0028710671710335,1.0026389208265203
252,0.06434846868525089,0.024237331777038462,0.010946908370985886,1.0129406724233436,1.0129406724233436,1.0096657068389907,1.0143333905661214,1.0045469804360494,1.013301168545356,0.9974311003300864,1.0091801853281932,0.9887033406463052,1.0019937640523577
253,0.054643403928781094,0.0038990738878619258,-0.0008915482530902352,1.0129406724233436,1.0129406724233436,1.0107716932932471,1.0182503473582247,1.0116221105471426,1.0232266666345138,1.0122805488123763,1.022829131034231,1.0090415985354817,1.0138322206764339
254,0.06932121644158701,0.009933855031647898,0.014891007669696865,1.0129406724233436,1.0129406724233436,1.0130642387849969,1.01164380880842,1.0117301726854804,1.0089060639829468,1.008395979870293,1.0043045408427516,1.0030068173916957,0.9980496647536468
255,0.0582650513734544,0.026728610619537685,0.019529692582655578,1.0129406724233436,1.0129406724233436,1.009426802582436,1.0124774892941364,1.0027236284688141,1.0081781043961215,0.9943409532811647,1.0011779240305998,0.9862120618038059,0.993410979840688
256,0.06493298080580362,0.006313375672462707,0.007132166412942453,1.0129406724233436,1.0129406724233436,1.0134073641633208,1.0140023019128563,1.014340825009403,1.0150196266207157,1.0128748987994824,1.012972398187009,1.006627296750881,1.0058085060104012
257,0.059186497182830124,0.028127073273808256,0.020667990492179933,1.0129406724233436,1.0129406724233436,1.010949036396777,1.0117664398478645,1.0053217720418455,1.0077823572413667,0.9961471004458481,1.0011394657186057,0.9848135991495354,0.9922726819311637
258,0.0770498698434779,6.842442488630418e-05,0.0016145277038670525,1.0129406724233436,1.0129406724233436,1.0128741317779888,1.0167584424773524,1.0156910318727497,1.0210907620130623,1.0171985598824462,1.020578284936395,1.0128722479984573,1.0113261447194766
259,0.07288970589496564,-0.0031681401852339253,-8.969190264096483e-05,1.0129406724233436,1.0129406724233436,1.0161088126085775,1.0130303643259846,1.0203351395995577,1.0154304701628782,1.021635367024089,1.016743858118159,1.0168568531772422,1.0134388435818484
260,0.07587797920973119,0.02112686230003702,0.0036960531866294666,1.0129406724233436,1.0129406724233436,1.009342158921432,1.0162807017998015,1.0053421529920639,1.018011649363767,0.9997783751505274,1.0160700569067858,0.9918138101233066,1.0092446192367142
261,0.07635020442193935,0.0005448664806062542,-0.0007374326879125981,1.0129406724233436,1.0129406724233436,1.0123958059427374,1.015730878798125,1.013808182326844,1.0186650804013304,1.0148555442720915,1.0186197838565008,1.012985086657824,1.0136781051112562
262,0.06258345817216175,0.01367191093084652,0.0012577240861797456,1.0129406724233436,1.0129406724233436,1.010233138512033,1.0164996297726396,1.0082237798412097,1.019129403887199,1.0051841700424093,1.0181299570274729,0.9992687614924971,1.0116829483371639
263,0.06947854626977294,0.014687150366169632,0.012258687752709996,1.0129406724233436,1.0129406724233436,1.014564303013879,1.0107577009828017,1.0136397379974396,1.008677970629031,1.0082528737735488,1.005805835406193,0.998253522057174,1.0006819846706336
264,0.06829463262933361,0.008614255292679562,-0.0004929821445007754,1.0129406724233436,1.0129406724233436,1.0141347252706139,1.0144899262725016,1.015754131570916,1.0176183776981182,1.0135443388499081,1.0185235511543136,1.004326417130664,1.0134336545678444
265,0.06410045966314369,0.01596958323481823,0.009173086503000416,1.0129406724233436,1.0129406724233436,1.0129748448931053,1.013081999693581,1.01171981968012,1.0129124497395008,1.0068280198508845,1.01043160950216,0.9969710891885254,1.0037675859203432
266,0.0819469102639226,-0.004702534746262588,0.0006862867744243939,1.0129406724233436,1.0129406724233436,1.0176432071696062,1.0123400175808843,1.0236012131164565,1.0147938567014299,1.0257891679214741,1.0162030855397228,1.0202740945675453,1.0122543856489192
267,0.059888888500802644,0.0016651376261007655,-0.008263679177194172,1.0129406724233436,1.0129406724233436,1.0112755347972429,1.0212043516005378,1.0154065262588226,1.0316678478386767,1.020200043212272,1.0372186303155797,1.0197904378553027,1.0324349915731774
268,0.07476695728176365,0.003883618156413471,0.004345140268177339,1.0129406724233436,1.0129406724233436,1.0128123443096742,1.0141665209505148,1.0133119121109235,1.0152127463080944,1.0126428056538728,1.0138775346276907,1.0090570542669302,1.0085955321551663
269,0.0654112798009178,0.004681638047936865,0.014843330457923631,1.0129406724233436,1.0129406724233436,1.0173992804994338,1.0103646084724287,1.0208328350425628,1.0091666119641118,1.018737623957653,1.0061428380506778,1.0082590343754068,0.99809734196542
270,0.05689125158924636,0.01087426128713842,-0.001530127834604711,1.0129406724233436,1.0129406724233436,1.0104705120058903,1.0172001574984835,1.0094764461769263,1.0210093538056346,1.0075455084969653,1.0208962046192418,1.0020664111362052,1.0144708002579483
271,0.0598772500467819,0.01595368307907019,0.008233645615789875,1.0129406724233436,1.0129406724233436,1.0116792693405967,1.0133922332522496,1.0090054076938741,1.0127795901926533,1.0041135186094248,1.0101479026850615,0.9969869893442734,1.0047070268075537
272,0.07088632594354533,0.013534544776723001,0.0005976711858302064,1.0129406724233436,1.0129406724233436,1.0115581664125146,1.015620602607566,1.0104166573710507,1.0182441253990597,1.0069936443806933,1.0179171520217072,0.9994061276466206,1.0123430012375134
273,0.050948685566151945,0.009432746540086523,0.014052188947192068,1.0129406724233436,1.0129406724233436,1.0146119746614661,1.011422005674216,1.014957057175571,1.009679375065296,1.0116673293222533,1.0059828793720496,1.003507925883257,0.9988884834761516
274,0.062137296221372665,0.008316381679828844,-0.003912800983370435,1.0129406724233436,1.0129406724233436,1.0121738180072268,1.016853473406714,1.0127977134618305,1.022310621299232,1.0111899592641098,1.0251212824980553,1.0046242907435148,1.021120865903718
275,0.06407343443023794,0.010592713795521735,0.005830701057991439,1.0129406724233436,1.0129406724233436,1.0100415930405269,1.0164364220133018,1.0082519892526036,1.0182060154985448,1.0062850784606088,1.0155002740278067,1.0023479586278219,1.0071099713653522
276,0.08417106125188929,-1.266359858420607e-05,-0.0014414750746278848,1.0129406724233436,1.0129406724233436,1.0148770171335888,1.0143821474979715,1.0181380750121383,1.0179696742364688,1.0186388655848062,1.020092904410849,1.0129533360219278,1.0172278753295179
277,0.05908884097809118,0.010144990278624144,-0.001826139247125269,1.0129406724233436,1.0129406724233436,1.0118268385071234,1.0160257683082154,1.0115812330602916,1.0195104998579805,1.0093683701518892,1.020054987905006,1.0027956821447195,1.014766811670469
278,0.05334720960080666,0.02520729110546549,0.02148090824814808,1.0129406724233436,1.0129406724233436,1.0112431520680816,1.0107881757328767,1.005664766166868,1.0055679699105111,0.9971636448317643,0.9985825523819778,0.9877333813178781,0.9914597641751955
279,0.07315289817925405,-0.001583086136501155,-0.0037257279249172104,1.0129406724233436,1.0129406724233436,1.0145237585598448,1.0166664003482608,1.019751726787281,1.022615298906201,1.0233228784405508,1.0249212922783122,1.0198049653500996,1.0187979663017819
280,0.05867633478073752,0.0005322874763056262,0.003487717231171361,1.0129406724233436,1.0129406724233436,1.0146938897033895,1.0140282502871343,1.0176099554119702,1.0162931286649666,1.017891957010191,1.015865877284691,1.012408384947038,1.0094529551921723
281,0.07494594975510395,-0.0001693268371258938,0.014230292073903805,1.0129406724233436,1.0129406724233436,1.0170631790018427,1.0104331945866354,1.0206753042439092,1.0089623490473603,1.02021206425936,1.0059055634015464,1.0131099992604695,0.9987103803494398
282,0.047110158836192725,0.007249123140823155,0.0052265109298386125,1.0129406724233436,1.0129406724233436,1.01458392926375,1.0119753022791016,1.0151778188432174,1.0118102372038107,1.0125432602170692,1.0110040360192596,1.0056915492825205,1.007714161493505
283,0.039571329034011865,-0.0031467581981903248,-0.00040034807991395915,1.0129406724233436,1.0129406724233436,1.0172789771695017,1.0133410205032576,1.0228700493597276,1.01731719351052,1.0238657058590719,1.0199314146564873,1.016087430621534,1.0159342173392432
284,0.0790439825778351,0.010890313888952452,-0.0019576510705663352,1.0129406724233436,1.0129406724233436,1.0121557807087316,1.015468190621813,1.0117721736006688,1.018587813348416,1.0090603520778865,1.0193220098704687,1.0020503585343912,1.01489832349391
285,0.06695360361918261,0.010261721659047929,0.008330895521855508,1.0129406724233436,1.0129406724233436,1.0139574389511175,1.0122336675100263,1.0138336848930805,1.0116252923640832,1.0104409176455753,1.0095797762251348,1.0026789507642957,1.0046097769014881
286,0.06013876103169997,0.006300792340909078,0.0024131790904828865,1.0129406724233436,1.0129406724233436,1.011805714484735,1.0165127480968779,1.0125461114786218,1.0198743493255678,1.0119634219031701,1.01883206807504,1.0066398800824345,1.0105274933328607
287,0.06068180201616779,0.006629875607667257,0.006474134521147423,1.0129406724233436,1.0129406724233436,1.0109788074218806,1.0159574471386352,1.0104564390576738,1.017582733382195,1.009678137049952,1.0148571511802496,1.0063107968156764,1.0064665379021962
288,0.05250398293711198,0.013686893364632247,0.005961832247468601,1.0129406724233436,1.0129406724233436,1.0095667273181643,1.018328758182289,1.0083328886903455,1.022050827651267,1.006139038930319,1.0191563555184548,0.9992537790587114,1.006978840175875
289,0.06040528534991741,-0.0034937393825522634,-0.0026452095746236637,1.0129406724233436,1.0129406724233436,1.0164344118058959,1.0155858819979673,1.0233102721337621,1.0221530118763573,1.0275963840216789,1.0269035137379052,1.0239959730604122,1.0243556314471203
290,0.06569979728697517,0.011947759229493649,-0.006125926062025222,1.0129406724233436,1.0129406724233436,1.0104564452826932,1.0190665984853688,1.010409398301262,1.0257872709859712,1.0085718035525573,1.0275008806387889,1.00099291319385,1.0196961769248338
291,0.05977328884442498,0.004760176722830911,-0.003837112496815287,1.0129406724233436,1.0129406724233436,1.0128273817432054,1.016777784920159,1.0147875620208324,1.0221662912730618,1.0145432551935523,1.0244630705908697,1.0081804957005127,1.0196351746810228
292,0.05984206824264806,-0.0009867318789369417,-0.004769504894084564,1.0129406724233436,1.0129406724233436,1.0139274043022806,1.0177101773174282,1.019267245295565,1.024761546162307,1.0236003688316837,1.0280270416046344,1.0211522098497507,1.0229351655587782
293,0.045549545578090114,0.015219356446793841,0.004479885536555095,1.0129406724233436,1.0129406724233436,1.0118767916010196,1.014358712584028,1.0102046180475988,1.0153065844628846,1.0059305397589928,1.0138328101927163,0.9977213159765498,1.0084607868867885
294,0.0634774517470477,0.005376347090934708,-0.0033033848168395608,1.0129406724233436,1.0129406724233436,1.0127027048744977,1.0162440572401832,1.0140649311322152,1.0206754749467708,1.0133711002231327,1.022067934409009,1.007564325332409,1.016866335133533
295,0.04963595390992872,0.005563405739532623,-0.003964574403195531,1.0129406724233436,1.0129406724233436,1.0126554493712359,1.0169052468265392,1.014400884524774,1.022290512544076,1.0139088184566065,1.024274274455752,1.007377266683811,1.0186474127538785
296,0.05410713868766648,0.001010971593469634,-0.005070205476244594,1.0129406724233436,1.0129406724233436,1.011929700829874,1.0180108778995882,1.0143235016903414,1.0239523752174655,1.0161717797715992,1.0256623769645543,1.012892211827655,1.019387692432801
297,0.045376437494811926,0.004771229282721556,-0.006101415241104524,1.0129406724233436,1.0129406724233436,1.0109752475137928,1.0190420876644481,1.0122374265824263,1.0262566364364236,1.012712640497933,1.0294154648255727,1.008169443140622,1.024530423709231
298,0.05491746138271161,0.014614797177693761,0.019721501966406874,1.0129406724233436,1.0129406724233436,1.0141979365429143,1.0105707582939212,1.0131306415141579,1.0069856386003857,1.00803144655622,1.001293198525698,0.9983258752456499,0.9932191704569368
