permutation,wrong_lineage_persistence,max_steering_improvement,max_reverse_improvement,loss_lambda_0,reverse_loss_lambda_0,loss_lambda_0.25,reverse_loss_lambda_0.25,loss_lambda_0.5,reverse_loss_lambda_0.5,loss_lambda_0.75,reverse_loss_lambda_0.75,loss_lambda_1,reverse_loss_lambda_1
19,0.06651380308103196,0.02210054119080762,0.020707818720114624,1.0129406724233436,1.0129406724233436,1.0128127412210337,1.011955070817144,1.0103249717614282,1.009270880344816,1.003355867308423,1.0031032591114821,0.990840131232536,0.992232853703229
20,0.08816913311496695,0.011093491980768144,0.007299381966813678,1.0129406724233436,1.0129406724233436,1.0120643752447065,1.0154388538187054,1.0119299758298976,1.0173784390263843,1.0094457287445635,1.0149667975211365,1.0018471804425755,1.00564129045653
21,0.04907256892715077,0.03222991531803898,0.022622395756230262,1.0129406724233436,1.0129406724233436,1.0100116282593266,1.0116122836023984,1.0027806416894958,1.0067134298415645,0.9922694505214276,0.9992253232874436,0.9807107571053046,0.9903182766671134
22,0.06926793196704487,0.005636828921903758,0.0017974312461053188,1.0129406724233436,1.0129406724233436,1.0132751666258066,1.0145730957331973,1.014294638408259,1.016812690445849,1.0130792552375256,1.0165474195124136,1.0073038435014399,1.0111432411772383
23,0.054819816595661444,-0.0042892467965600645,0.00028839559199655973,1.0129406724233436,1.0129406724233436,1.0172299192199037,1.0128513852945242,1.0231642577297366,1.0155973064232537,1.025836136437795,1.0169248598760026,1.021200451935546,1.012652276831347
24,0.06302720689143795,0.0172754851717718,0.022118854538275112,1.0129406724233436,1.0129406724233436,1.0111828327038908,1.013087139540204,1.008113967108916,1.010201360098946,1.0030896206660518,1.002778822233173,0.9956651872515718,0.9908218178850685
25,0.0596120623665504,0.007154425968428191,0.006617831402363272,1.0129406724233436,1.0129406724233436,1.0169395228950673,1.010860290121108,1.0196224506043858,1.0108758089287644,1.0166759581597582,1.0104000035970615,1.0057862464549154,1.0063228410209804
26,0.051914500519420405,-0.005388319698128807,0.00025350910339283494,1.0129406724233436,1.0129406724233436,1.0183289921214724,1.0126871633199508,1.0259275983928036,1.016068517290962,1.029978265922503,1.0183817024918682,1.0253954167120534,1.0149559275771465
27,0.05442527069677676,0.017234355422477088,0.02471509435637098,1.0129406724233436,1.0129406724233436,1.0130893648784856,1.008516922822803,1.0090581133728485,1.0012662406871595,1.0024409822589688,0.9936473090322163,0.9957063170008665,0.9882255780669726
28,0.05385321172644243,-0.001062607602621668,-0.004318104399809286,1.0129406724233436,1.0129406724233436,1.0140032800259653,1.017258776823153,1.0185336121013115,1.0243711809276181,1.0213719258862612,1.028782178130253,1.0174607756299254,1.0255611388521346
29,0.06281181426143292,0.0002559905889325531,-0.004026181002199314,1.0129406724233436,1.0129406724233436,1.0136712131027728,1.016966853425543,1.0173162565572182,1.0229079919880482,1.0186572123858275,1.0250180613074507,1.012684681834411,1.0184319226271057
30,0.07006328200284555,0.0015530882409835467,-0.0025752924878472694,1.0129406724233436,1.0129406724233436,1.0134537873753957,1.015515964911191,1.0156620984131697,1.019455962740018,1.0160453196557073,1.020985389225244,1.01138758418236,1.0167478489395605
31,0.06787290451150298,-0.004304637729331873,-0.0015144264650206463,1.0129406724233436,1.0129406724233436,1.0172453101526755,1.0144550988883643,1.0248848525754484,1.0193156198683337,1.0299067817013006,1.0218380462915466,1.0267327831840107,1.0169953206788724
32,0.04681771964751993,-0.0030695832358393904,-0.0033249269208532883,1.0129406724233436,1.0129406724233436,1.016010255659183,1.016265599344197,1.0228247057605375,1.0232513048122094,1.027078162058176,1.0274556674247013,1.0228769020464683,1.0228253557223985
33,0.06480765853503087,0.01971506270445833,0.01296343830392599,1.0129406724233436,1.0129406724233436,1.01279857179693,1.011584676674006,1.0098318737795529,1.009311721907231,1.0030906809422253,1.0056909433226133,0.9932256097188853,0.9999772341194176
34,0.059840202703771425,-0.0009407573415853854,-0.0052875415237896295,1.0129406724233436,1.0129406724233436,1.013881429764929,1.0182282139471333,1.0186499943496277,1.027043378200369,1.02138083628921,1.0331300494563325,1.0165659651130474,1.0305027874685542
35,0.06683801212083443,0.012351041883691183,-0.0001510702466140934,1.0129406724233436,1.0129406724233436,1.0128336467748171,1.0151863995315753,1.0130060097497815,1.0182278673690084,1.0097862222394667,1.0185330955611895,1.0005896305396524,1.0130917426699577
36,0.08210251816052028,0.018894774599052866,0.014217475523597534,1.0129406724233436,1.0129406724233436,1.011247725169995,1.0132815616585915,1.0079889513414533,1.011574102665496,1.0023748754902557,1.0068003669659753,0.9940458978242908,0.9987231968997461
37,0.044593476694837965,0.017804174300484865,0.022207420856465432,1.0129406724233436,1.0129406724233436,1.0102679092720648,1.013147534471578,1.0061203151294074,1.0096594055738315,1.0009745562426717,1.0018736686011016,0.9951364981228588,0.9907332515668782
