x_mm,y_mm,z_mm,radius_mm,x_ara,angle_deg,lateral_index,elevation_rank,exact_elevation_tie
1212.43557,700.0,87.92396,1400.0000040718662,2.0,30,41,41,True
819.15204,573.57644,81.30141,999.9999985796177,0.0,35,1,40,True
822.60272,575.99262,76.96854,1004.2124940697873,0.021062477489445466,35,2,39,False
830.79424,581.72839,70.38866,1014.2124969399507,0.07106249193188778,35,3,36,False
848.87156,594.38626,64.92521,1036.280826539612,0.1814041401323963,35,4,32,False
855.44459,598.98875,60.48591,1044.305017313826,0.22152509407698856,35,5,29,False
862.44425,603.88996,57.20738,1052.850021677762,0.26425011597496234,35,6,27,False
869.72965,608.99126,55.22561,1061.7438574559826,0.30871929494755546,35,7,26,False
877.21286,614.23105,50.43135,1070.8791643007544,0.354395829255117,35,8,22,False
884.83741,619.56982,46.85873,1080.1870226911358,0.40093512129230763,35,9,21,False
892.56592,624.98139,43.40511,1089.621796492608,0.4481089903861149,35,10,18,False
900.37268,630.44774,37.5272,1099.152089458729,0.4957604553040422,35,11,14,False
908.23982,635.95637,34.43238,1108.7560936370132,0.5437804762834603,35,12,11,False
916.15439,641.49821,36.34471,1118.4179986702093,0.5920900015379681,35,13,13,False
924.1068,647.06654,33.18812,1128.1260944565602,0.6406304805586734,35,14,8,False
932.08984,652.65633,25.89334,1137.8715898203516,0.689357957466924,35,15,5,False
940.09804,658.26373,21.16559,1147.6477957306215,0.7382389871078485,35,16,4,False
948.12728,663.88587,18.94244,1157.4496911165752,0.7872484641274273,35,17,2,False
956.17398,669.52023,18.69065,1167.2728980012744,0.8363644986409288,35,18,1,False
964.23558,675.16502,21.0604,1177.1142926536645,0.8855714719930516,35,19,3,False
972.30996,680.81876,26.21481,1186.971289578286,0.9348564567064738,35,20,6,False
980.39524,686.48014,30.45255,1196.8415973841638,0.9842079958263006,35,21,7,False
988.48994,692.1481,33.31594,1206.7233957352505,1.0336169876722763,35,22,9,False
996.59299,697.82192,34.38397,1216.6153951638235,1.0830769849057769,35,23,10,False
1004.70333,703.50085,36.2843,1226.5162971863895,1.1325814951093245,35,24,12,False
1012.81998,709.18418,40.2569,1236.4248917946745,1.1821244682415377,35,25,15,False
1020.94236,714.87154,41.9552,1246.3404916572122,1.231702467645078,35,26,16,False
1029.06983,720.56245,42.87461,1256.262297200004,1.2813114954499463,35,27,17,False
1037.20179,726.25652,45.00026,1266.189593237014,1.330947975725955,35,28,19,False
1045.33786,731.95345,45.7484,1276.1218964175337,1.3806094917195588,35,29,20,False
1053.47753,737.65291,50.81684,1286.0585996937964,1.430293008191918,35,30,23,False
1061.62064,743.35477,51.09376,1295.9994974365393,1.4799974969967165,35,31,24,False
1069.76661,749.05864,53.03186,1305.9438908427655,1.5297194641189635,35,32,25,False
1077.91537,754.76447,58.39396,1315.891693893011,1.5794584794613384,35,33,28,False
1086.06667,760.47207,61.6942,1325.8425928197412,1.6292129741861645,35,34,30,False
1094.22018,766.18122,64.91254,1335.7961911159655,1.6789809657584864,35,35,31,False
1102.37583,771.89186,65.53128,1345.7523970264547,1.7287619954021565,35,36,33,False
1118.69276,783.3171,66.44547,1365.6716920361305,1.828358470633047,35,37,34,False
1126.85373,789.03147,69.06996,1375.634395275603,1.8781719869216935,35,38,35,False
1135.01625,794.74693,72.39802,1385.5989933990595,1.9279949776302767,35,39,37,False
1143.18016,800.46337,74.35333,1395.5652922487654,1.977826471970123,35,40,38,False
1146.81286,803.00701,81.30141,1399.9999978466142,2.0,35,41,41,True
766.04444,642.78761,78.28715,999.9999978122128,0.0,40,1,40,True
772.38308,648.10635,75.35855,1008.2744979322887,0.04137250063989936,40,2,39,False
780.04352,654.53423,71.00935,1018.274497046687,0.09137249625965177,40,3,37,False
