comparison,fold_wins,low,medium,high,estimate,ci_low,ci_high,n_tracks
intact_vs_radial_child,3,0.04275164166677445,0.04756497744067222,0.05625322739907028,0.04871605414820771,0.0477881972096939,0.049577539989585924,5365
intact_vs_turn_child,3,0.05616698229023609,0.056051962757842036,0.06648617857598331,0.059412386947160695,0.05848782267060703,0.06036739055418077,5365
intact_vs_broken_parent,3,0.02570171281448776,0.03785263725545932,0.04876774044286183,0.03725083525179384,0.03653890838918501,0.03793381818985025,5365
intact_vs_additive_children,3,0.0025585061781125467,0.005496278598867352,0.007868829625883006,0.005265957405350873,0.005088264294214677,0.005456097627195339,5365
intact_vs_persistence,3,2.6547712241477965,2.699191870988864,2.814150261921075,2.7208865154247066,2.716972274821383,2.724694970844223,5365
intact_vs_global,3,0.09054736136476134,0.09700959802068902,0.12235004410229802,0.10290884423256569,0.10171921119278514,0.10406104013175133,5365
