condition,track_id,run_id,centre_frame,progress,progress_decile,centre_speed,d_pre,d_centre,d_post,g_centre,theta_in,theta_out,theta_parent,parent_persistence,centre_roughness,parent_turn,smoothing_score,max_perpendicular_departure,centre_chord_alignment,child_b_directness,child_a_directness,child_b_connection,child_a_connection,delta_i_ba,delta_d_ba,delta_b,wrong_child_delta,centre_speed_quintile,stratum
low,low:33,low:33:0,1729,0.8893893893893894,8,0.013973900604433138,0.987679689274877,0.22488808148409156,0.9130448592832857,0.9382802291511785,-3.1403251108928996,3.1398787833397432,3.141369489813215,0.999995555591712,1.722136090169627,0.0029814129469436738,1.7191546772226833,0.000975323421960196,-0.9999987151266277,0.9184526358165781,0.9999677123697407,0.9077966852561677,0.7730613737476041,0.13473531150856366,0.08151507655316259,1.9233045898168688,-0.01347181126011899,2,low:8:2
low,low:35,low:35:0,108,0.07857857857857857,0,0.19703706737520024,0.9347198191207632,0.6872007669422333,0.9480998508638875,1.0,0.6549273485878839,2.461781413770838,1.5583543811793608,-0.23387152081879078,2.141940784396982,1.8068540651829539,0.3350867192140281,0.6296558761207519,-0.6854011335258903,0.9496445998660901,0.6969832953372761,1.7061952576808785,1.2807020729168546,0.425493184764024,-0.25266130452881397,-0.9995685590147331,-2.247912961988899,4,low:0:4
low,low:35,low:35:0,918,0.48398398398398396,4,0.0572152311356785,0.9698526534390176,0.6657161530814799,0.8497382455756126,0.9058229974514203,-0.0458739574097089,0.3061496923201305,0.1301378674552108,0.9386768848262764,1.0454779826168383,0.35202364972983935,0.693454332886999,0.08758954440591442,0.9913066291726381,0.32361747745205244,0.9920809736387446,0.9077966852561677,0.9451715526679211,-0.03737486741175333,0.6684634961866922,0.3013696404137385,-0.2402253447110189,4,low:4:4
low,low:35,low:35:0,1413,0.7317317317317317,7,0.022908359856833958,0.7999125369785811,0.3514749758992098,0.8633741784876082,0.9751318776680574,0.0006993270983076239,3.141444823002635,1.5710720750504417,-0.9999996411619494,1.570248112485664,3.1407454959043273,-1.5704973834186633,0.6622373928229979,-0.000541899956399147,0.9530572958159895,0.487817503778466,0.7730613737476041,0.9077966852561677,-0.13473531150856366,-0.4652397920375235,-3.1381508739609236,3.1362175885080505,3,low:7:3
low,low:36,low:36:0,557,0.3038038038038038,3,0.003876481791870966,0.9998074761625251,0.6019832199703045,0.7713817848963164,0.9558039380703226,-3.1337673254100915,-0.014701617266589202,-1.5742344713383392,-0.9997462790942055,1.6048958736578136,3.1190657081435025,-1.5141698344856889,0.6019393353023147,-0.01207455956736225,0.10379302389289254,0.9997929760504777,1.7061952576808785,1.7858893831502392,-0.07969412546936061,0.8959999521575851,3.096696104428001,-0.025503029141387294,0,low:3:0
low,low:36,low:36:0,1052,0.5515515515515516,5,0.03423012498390158,0.9997380630411888,0.692161488050709,0.9938443800221799,0.7613288288371476,3.1415788772645783,-0.12074688731487043,-1.6311766586149397,-0.9927206067336241,1.7482692557571033,3.020859542600138,-1.2725902868430345,0.8073442323514939,-0.12793803955849478,0.995121493420068,0.3970532374298534,1.0649878820161585,0.7730613737476041,0.2919265082685544,-0.5980682559902146,0.09538776318327982,-3.1231122017736874,3,low:5:3
low,low:37,low:37:0,105,0.07857857857857858,0,0.2187608007711886,0.968844083523039,0.7379539441606828,0.8900189881589371,1.0,2.3574890006875093,-0.2888077715681695,1.0343406145596699,-0.8798281183207642,0.65430774294706,2.646296772255679,-1.9919890293086189,0.20090321826604174,0.9622283705592027,0.944776352501892,0.9490767402709455,1.6342747395679333,1.6342747395679333,0.0,0.004300387769053504,-1.0235519268848874,-0.9675705144449236,4,low:0:4
low,low:38,low:38:0,559,0.3038038038038038,3,0.08158551332816559,0.9959101876409482,0.7015521019007319,0.9966312550447383,0.9924787277524262,1.9866609803874467,-2.2282421919073307,3.0208020478298514,-0.477217614688976,1.4868027542518534,2.068282134884809,-0.5814793806329557,0.8305478790272183,0.23708555253465957,0.9989673521138516,0.14922918870643348,1.342348231299379,1.7858893831502392,-0.44354115185086007,-0.8497381634074181,-0.15912011618026858,2.9527444918807793,4,low:3:4
low,low:38,low:38:0,1414,0.7317317317317318,7,0.006212192832939224,0.7978469529909151,0.048400332938958596,0.7875853571106466,0.9556945852392092,3.1245750418689213,0.007888447414246047,1.5662317446415857,-0.999689860141627,1.5669014186618098,3.1166865944546753,-1.5497851757928656,0.475777401425236,-0.06134298623321784,0.9999495540476507,0.9838781577818375,0.7730613737476041,1.145966761408291,-0.3729053876606868,-0.01607139626581322,0.030702058218887437,1.5637129939585719,0,low:7:0
low,low:38,low:38:0,1864,0.956956956956957,9,0.0030791144453626343,0.9999040017888846,0.6762524338147452,0.9998072137887403,0.8367416714437352,-7.102642719073119e-05,-3.141420571435658,-1.5707457989311655,-0.999999970449109,1.5765180743896248,3.141349545008467,-1.5648314706188424,0.8376998467831428,-0.005266921169697882,0.998777122074138,0.29682036443003107,0.7730613737476041,0.4811348654790497,0.2919265082685544,-0.701956757644107,-0.0854592563331972,-3.132444728458011,0,low:9:0
