component,pass,eligible,estimate,ci_low,ci_high,n_tracks,n_strata,bootstrap_valid,low,low_strata,medium,medium_strata,high,high_strata
A1 structured minus random circularity,True,True,0.17579419791387624,0.15725746291591158,0.18369454091105608,2266,124,2000,0.19157476720445918,50,0.1543190683416934,36,0.17537515054728237,38
A2 closure minus structured directness,True,True,0.3659380668901884,0.3531596279147617,0.37432857417287535,5365,148,2000,0.3580288873229954,50,0.3586719326701693,50,0.3817456854185342,48
B1 closure minus structured connection,False,True,-0.08733910247165828,-0.100893886456077,-0.07347215680725128,5365,148,2000,-0.09951883751580894,50,-0.09851079846673837,50,-0.06301469513912629,48
B2 structured minus random connection,True,True,0.12659376837055722,0.1009302402189917,0.15275827552479468,2266,124,2000,0.13914864768633492,50,0.15040663078493868,36,0.08751463645722507,38
C circle-like minus crooked movement info,False,True,-0.0007574714794600823,-0.0030428994579453136,0.0013783915409148798,3486,150,2000,0.0008841354596642231,50,0.000531653464942826,50,-0.003688203362987296,50
D1 circle-like future connection change,False,True,-0.18505516990522416,-0.20343879297337544,-0.16681093394582555,1764,150,2000,-0.17920959711850487,50,-0.2225661618280977,50,-0.1533897507690699,50
D2 circle-like minus crooked connection change,False,True,-0.22568002321447697,-0.24820072133796056,-0.2044500487762087,3285,150,2000,-0.23289743858777112,50,-0.27069715226959146,50,-0.1734454787860683,50
