comparison,fold_wins,low,medium,high,estimate,ci_low,ci_high,n_tracks
intact_vs_radial_child,0,-0.11488172430761741,-0.1171430611247642,-0.12426888668318962,-0.11876455737185708,-0.12048488502969153,-0.11710771172713197,5400
intact_vs_turn_child,3,0.02279071157621796,0.015211047709976723,0.006647876674937078,0.014883211987043921,0.0127420204415075,0.016943256326756386,5400
intact_vs_broken_parent,3,0.025599665999051675,0.025016954046856537,0.021573308692200175,0.024063309579369467,0.023442976879875555,0.02468757454199746,5400
intact_vs_additive_children,3,0.0259694446876653,0.025039465061678767,0.02165676736146827,0.024221892370270778,0.02384177316274708,0.02459957141464463,5400
intact_vs_persistence,3,0.8509509949906982,0.7974408854220802,0.7938348605499568,0.8140755803209117,0.7968705048880217,0.8315016525208189,5400
intact_vs_global,3,0.0782826432232223,0.07512628258531427,0.06495665284029321,0.0727885262162766,0.07193698533312999,0.07362670251965979,5400
