section,section_number,chainage_m,left_bank_m,right_bank_m,wet_width_m,flow_position_m,flow_ara,flow_resolution_ara,flow_halfstep_ara,depth_position_m,depth_ara,depth_resolution_ara,depth_halfstep_ara,flow_depth_signed_separation_ara,flow_depth_abs_separation_ara,flow_phi_distance,flow_three_eighths_distance,depth_phi_distance,depth_three_eighths_distance,piv_peak_position_m,piv_flow_ara,piv_resolution_ara,piv_halfstep_ara,piv_points_on_nearest_line_cut,piv_phi_distance,piv_three_eighths_distance
XS1,1,69571.0,-6.1,6.9,13.0,-1.1,0.7692307692307693,0.15384615384615385,0.07692307692307693,-2.66,0.5292307692307692,0.04615384615384614,0.02307692307692307,0.2400000000000001,0.2400000000000001,0.3872647579806642,0.3942307692307693,0.14726475798066407,0.15423076923076917,-3.25,0.4384615384615384,0.007692307692307699,0.0038461538461538494,161,0.056495527211433305,0.0634615384615384
XS2,2,60154.0,-12.7,3.3,16.0,-5.8,0.8624999999999999,0.125,0.0625,-8.75,0.4937499999999999,0.03750000000000003,0.018750000000000017,0.36875,0.36875,0.48053398874989484,0.48749999999999993,0.11178398874989481,0.11874999999999991,-10.1,0.32499999999999996,0.018750000000000044,0.009375000000000022,59,0.05696601125010514,0.050000000000000044
XS3,3,60458.0,-9.3,1.7,11.0,-3.3,1.090909090909091,0.18181818181818182,0.09090909090909091,-3.15,1.1181818181818182,0.10909090909090911,0.05454545454545456,-0.027272727272727115,0.027272727272727115,0.5271248978408039,0.534090909090909,0.49985217056807674,0.5068181818181818,-4.7,0.8363636363636364,0.027272727272727174,0.013636363636363587,39,0.4543976251135313,0.4613636363636364
XS5,5,65226.0,-8.55,8.45,17.0,-2.55,0.7058823529411766,0.11764705882352941,0.058823529411764705,-1.25,0.8588235294117648,0.035294117647058816,0.017647058823529408,-0.15294117647058814,0.15294117647058814,0.32391634169107153,0.3308823529411766,0.47685751816165967,0.48382352941176476,-1.35,0.8470588235294119,0.005882352941176502,0.002941176470588251,76,0.46509281227930677,0.47205882352941186
XS6,6,65467.0,-9.1,10.55,19.65,-1.1,0.8142493638676845,0.10178117048346057,0.050890585241730284,-0.2,0.9058524173027991,0.04580152671755727,0.022900763358778636,-0.09160305343511455,0.09160305343511455,0.43228335261757944,0.43924936386768454,0.523886406052694,0.5308524173027991,-1.25,0.7989821882951654,0.005089058524173033,0.0025445292620865164,125,0.41701617704506033,0.42398218829516543
