condition,events,median_contraction_s,median_expansion_s,reciprocal_product,identity_alpha,distance_contraction_to_1_over_e,distance_contraction_to_1_over_phi,distance_expansion_to_e,distance_expansion_to_phi,median_abs_turns,distance_turn_to_phi_minus_2,distance_turn_to_nearest_q_le_8
low,2666780,0.8804662259161007,1.1278549232615853,0.9930381676650214,1.1318015103032841,0.5125867847446584,0.2624322371662059,1.5904269051974598,0.4901790654883096,0.004925810439856664,0.37704020081024847,0.004925810439856664
medium,2748322,0.8908447583851831,1.1162672055381508,0.9944207890109374,1.1193942415640037,0.5229653172137407,0.2728107696352883,1.6020146229208942,0.5017667832117441,0.005045162539120013,0.37692084871098513,0.005045162539120013
high,2899794,0.8991286948025066,1.1027478513187041,0.991512236252455,1.1074577868488855,0.5312492536310642,0.2810947060526118,1.615533977140341,0.5152861374311908,0.004739895968972074,0.3772261152811331,0.004739895968972074
