run,family,shared_station_count,support_s0_m,support_s1_m,motion_peak_x,motion_peak_s_m,motion_peak_Us_m_per_s,structure_peak_x,structure_peak_s_m,structure_peak_depth_m,motion_local_resolution_x,structure_local_resolution_x,exact_phi_vs_three_eighths_eligible,motion_closest_candidates,structure_closest_candidates,motion_phi_distance,motion_three_eighths_distance,structure_phi_distance,structure_three_eighths_distance,predicted_pair_distance,swapped_pair_distance,predicted_minus_swapped,exact_run_verdict
PRUN1,plain,11,0,3.7699111841999997,0,0,0.4922582460107058,1.6666666666666665,3.1415926534999996,0.14339999999999997,0.1111111111111111,0.33333333333333304,0,one_third,one_third,0.3819660112501051,0.375,0.048632677916771616,0.04166666666666652,0.4236326779167716,0.4236326779167716,0,INCONCLUSIVE_RESOLUTION
PRUN2,plain,11,0,3.7699111841999997,0,0,0.4526539084871066,1.6666666666666665,3.1415926534999996,0.1144,0.1111111111111111,0.33333333333333304,0,one_third,one_third,0.3819660112501051,0.375,0.048632677916771616,0.04166666666666652,0.4236326779167716,0.4236326779167716,0,INCONCLUSIVE_RESOLUTION
PRUN3,plain,11,0,3.7699111841999997,0,0,0.4239698809087601,1.6666666666666665,3.1415926534999996,0.09720000000000001,0.1111111111111111,0.33333333333333304,0,one_third,one_third,0.3819660112501051,0.375,0.048632677916771616,0.04166666666666652,0.4236326779167716,0.4236326779167716,0,INCONCLUSIVE_RESOLUTION
PRUN5,plain,11,0,3.7699111841999997,0,0,0.352108103110778,1.6666666666666665,3.1415926534999996,0.07415000000000001,0.1111111111111111,0.33333333333333304,0,one_third,one_third,0.3819660112501051,0.375,0.048632677916771616,0.04166666666666652,0.4236326779167716,0.4236326779167716,0,INCONCLUSIVE_RESOLUTION
URUN1,undulating,17,-0.5,4.2699111842,0.4730983396242165,0.6283185307,0.6271883956955189,1.263450830187892,2.5132741228,0.1297167012890625,0.13172541509394592,0.1317254150939462,0,half,half,0.0911323283741114,0.09809833962421649,0.35458315856200295,0.36154916981210805,0.45268149818621944,0.45268149818621944,0,INCONCLUSIVE_RESOLUTION
URUN2,undulating,17,-0.5,4.2699111842,0.10482375471816233,-0.25,0.6080059787501915,1.263450830187892,2.5132741228,0.11581670128906252,0.10482375471816233,0.1317254150939462,0,one_third,half,0.2771422565319428,0.2701762452818377,0.35458315856200295,0.36154916981210805,0.6386914263440508,0.6247594038438407,0.013932022500210195,INCONCLUSIVE_RESOLUTION
URUN3,undulating,17,-0.5,4.2699111842,0.34137292453027057,0.31415926535,0.5262059401181562,0,-0.5,0.1068718628515625,0.13172541509394592,0.10482375471816233,0,one_third,one_third,0.040593086719834526,0.03362707546972943,0.3819660112501051,0.375,0.4155930867198345,0.4155930867198345,0,INCONCLUSIVE_RESOLUTION
