elevation_rank,path_type,candidate,lag,observed_return_ara,predicted_return_ara,absolute_error_ara
1,thalweg,two_fifths,21,0.3935804610211156,0.8000000000000007,0.4064195389788851
1,thalweg,two_fifths,MAE,,,0.21902103329548783
1,thalweg,silver_conjugate,2,0.1558932787464281,0.3431457505076194,0.1872524717611913
1,thalweg,silver_conjugate,3,0.2167521205393408,0.4852813742385709,0.2685292536992301
1,thalweg,silver_conjugate,5,0.16564245753617396,0.142135623730951,0.02350683380522295
1,thalweg,silver_conjugate,8,0.19949689649139124,0.6274169979695223,0.4279201014781311
1,thalweg,silver_conjugate,13,0.2857935009649731,0.7695526217004733,0.48375912073550026
1,thalweg,silver_conjugate,21,0.3935804610211156,0.6030303803300043,0.20944991930888873
1,thalweg,silver_conjugate,MAE,,,0.2667362834646941
1,thalweg,ridge,2,0.1558932787464281,0.0,0.1558932787464281
1,thalweg,ridge,3,0.2167521205393408,1.0,0.7832478794606592
1,thalweg,ridge,5,0.16564245753617396,1.0,0.8343575424638261
1,thalweg,ridge,8,0.19949689649139124,0.0,0.19949689649139124
1,thalweg,ridge,13,0.2857935009649731,1.0,0.714206499035027
1,thalweg,ridge,21,0.3935804610211156,1.0,0.6064195389788845
1,thalweg,ridge,MAE,,,0.548936939196036
2,control,persistence,2,0.18726243021641498,0.0,0.18726243021641498
2,control,persistence,3,0.17385154197733377,0.0,0.17385154197733377
2,control,persistence,5,0.20463732901881193,0.0,0.20463732901881193
2,control,persistence,8,0.23492197974543405,0.0,0.23492197974543405
2,control,persistence,13,0.25431818093108466,0.0,0.25431818093108466
2,control,persistence,21,0.3547741624567103,0.0,0.3547741624567103
2,control,persistence,MAE,,,0.23496093739096494
2,control,one_third,2,0.18726243021641498,0.6666666666666667,0.47940423645025176
2,control,one_third,3,0.17385154197733377,0.0,0.17385154197733377
2,control,one_third,5,0.20463732901881193,0.666666666666667,0.46202933764785503
2,control,one_third,8,0.23492197974543405,0.666666666666667,0.4317446869212329
2,control,one_third,13,0.25431818093108466,0.6666666666666661,0.4123484857355814
2,control,one_third,21,0.3547741624567103,0.0,0.3547741624567103
2,control,one_third,MAE,,,0.3856920751981609
2,control,one_over_e,2,0.18726243021641498,0.5284822353142307,0.3412198050978157
2,control,one_over_e,3,0.17385154197733377,0.207276647028654,0.033425105051320236
2,control,one_over_e,5,0.20463732901881193,0.32120558828557666,0.11656825926676473
2,control,one_over_e,8,0.23492197974543405,0.11392894125692266,0.1209930384885114
2,control,one_over_e,13,0.25431818093108466,0.4351345295424984,0.18081634861141377
2,control,one_over_e,21,0.3547741624567103,0.5490634707994211,0.1942893083427108
2,control,one_over_e,MAE,,,0.16455197747642278
2,control,three_eighths,2,0.18726243021641498,0.5,0.312737569783585
2,control,three_eighths,3,0.17385154197733377,0.25,0.07614845802266623
2,control,three_eighths,5,0.20463732901881193,0.25,0.04536267098118807
2,control,three_eighths,8,0.23492197974543405,0.0,0.23492197974543405
2,control,three_eighths,13,0.25431818093108466,0.25,0.004318180931084659
2,control,three_eighths,21,0.3547741624567103,0.25,0.10477416245671028
2,control,three_eighths,MAE,,,0.12971050365344472
2,control,fibonacci_8_21,2,0.18726243021641498,0.4761904761904763,0.2889280459740613
2,control,fibonacci_8_21,3,0.17385154197733377,0.2857142857142856,0.11186274373695182
2,control,fibonacci_8_21,5,0.20463732901881193,0.1904761904761907,0.014161138542621243
2,control,fibonacci_8_21,8,0.23492197974543405,0.0952380952380949,0.13968388450733915
2,control,fibonacci_8_21,13,0.25431818093108466,0.0952380952380949,0.15908008569298976
2,control,fibonacci_8_21,21,0.3547741624567103,0.0,0.3547741624567103
2,control,fibonacci_8_21,MAE,,,0.17808167681844558
2,control,phi,2,0.18726243021641498,0.4721359549995794,0.2848735247831644
2,control,phi,3,0.17385154197733377,0.29179606750063103,0.11794452552329726
2,control,phi,5,0.20463732901881193,0.18033988749894858,0.02429744151986335
2,control,phi,8,0.23492197974543405,0.11145618000168245,0.1234657997437516
2,control,phi,13,0.25431818093108466,0.06888370749726569,0.18543447343381897
2,control,phi,21,0.3547741624567103,0.04257247250441765,0.31220168995229264
2,control,phi,MAE,,,0.1747029091593647
2,control,two_fifths,2,0.18726243021641498,0.3999999999999999,0.21273756978358493
2,control,two_fifths,3,0.17385154197733377,0.40000000000000036,0.2261484580226666
2,control,two_fifths,5,0.20463732901881193,0.0,0.20463732901881193
2,control,two_fifths,8,0.23492197974543405,0.40000000000000036,0.1650780202545663
2,control,two_fifths,13,0.25431818093108466,0.40000000000000036,0.1456818190689157
2,control,two_fifths,21,0.3547741624567103,0.8000000000000007,0.4452258375432904
2,control,two_fifths,MAE,,,0.23325150561530597
2,control,silver_conjugate,2,0.18726243021641498,0.3431457505076194,0.15588332029120444
2,control,silver_conjugate,3,0.17385154197733377,0.4852813742385709,0.3114298322612371
2,control,silver_conjugate,5,0.20463732901881193,0.142135623730951,0.06250170528786092
2,control,silver_conjugate,8,0.23492197974543405,0.6274169979695223,0.3924950182240883
2,control,silver_conjugate,13,0.25431818093108466,0.7695526217004733,0.5152344407693887
2,control,silver_conjugate,21,0.3547741624567103,0.6030303803300043,0.24825621787329405
2,control,silver_conjugate,MAE,,,0.2809667557845123
2,control,ridge,2,0.18726243021641498,0.0,0.18726243021641498
2,control,ridge,3,0.17385154197733377,1.0,0.8261484580226662
2,control,ridge,5,0.20463732901881193,1.0,0.7953626709811881
2,control,ridge,8,0.23492197974543405,0.0,0.23492197974543405
2,control,ridge,13,0.25431818093108466,1.0,0.7456818190689154
2,control,ridge,21,0.3547741624567103,1.0,0.6452258375432898
2,control,ridge,MAE,,,0.5724338659296514
3,control,persistence,2,0.19645874897322302,0.0,0.19645874897322302
3,control,persistence,3,0.20703021825994627,0.0,0.20703021825994627
3,control,persistence,5,0.21784004453058692,0.0,0.21784004453058692
3,control,persistence,8,0.15434907681847787,0.0,0.15434907681847787
3,control,persistence,13,0.2553275945415862,0.0,0.2553275945415862
3,control,persistence,21,0.3950558712494872,0.0,0.3950558712494872
3,control,persistence,MAE,,,0.23767692572888457
3,control,one_third,2,0.19645874897322302,0.6666666666666667,0.4702079176934437
3,control,one_third,3,0.20703021825994627,0.0,0.20703021825994627
3,control,one_third,5,0.21784004453058692,0.666666666666667,0.44882662213608004
3,control,one_third,8,0.15434907681847787,0.666666666666667,0.5123175898481891
3,control,one_third,13,0.2553275945415862,0.6666666666666661,0.41133907212507986
3,control,one_third,21,0.3950558712494872,0.0,0.3950558712494872
3,control,one_third,MAE,,,0.4074628818853711
3,control,one_over_e,2,0.19645874897322302,0.5284822353142307,0.33202348634100765
3,control,one_over_e,3,0.20703021825994627,0.207276647028654,0.00024642876870772934
3,control,one_over_e,5,0.21784004453058692,0.32120558828557666,0.10336554375498974
3,control,one_over_e,8,0.15434907681847787,0.11392894125692266,0.040420135561555215
3,control,one_over_e,13,0.2553275945415862,0.4351345295424984,0.17980693500091222
3,control,one_over_e,21,0.3950558712494872,0.5490634707994211,0.15400759954993387
3,control,one_over_e,MAE,,,0.13497835482951773
3,control,three_eighths,2,0.19645874897322302,0.5,0.303541251026777
3,control,three_eighths,3,0.20703021825994627,0.25,0.042969781740053725
3,control,three_eighths,5,0.21784004453058692,0.25,0.03215995546941308
3,control,three_eighths,8,0.15434907681847787,0.0,0.15434907681847787
3,control,three_eighths,13,0.2553275945415862,0.25,0.005327594541586211
3,control,three_eighths,21,0.3950558712494872,0.25,0.1450558712494872
3,control,three_eighths,MAE,,,0.11390058847429918
3,control,fibonacci_8_21,2,0.19645874897322302,0.4761904761904763,0.27973172721725326
3,control,fibonacci_8_21,3,0.20703021825994627,0.2857142857142856,0.07868406745433931
3,control,fibonacci_8_21,5,0.21784004453058692,0.1904761904761907,0.02736385405439623
3,control,fibonacci_8_21,8,0.15434907681847787,0.0952380952380949,0.05911098158038297
3,control,fibonacci_8_21,13,0.2553275945415862,0.0952380952380949,0.1600894993034913
3,control,fibonacci_8_21,21,0.3950558712494872,0.0,0.3950558712494872
3,control,fibonacci_8_21,MAE,,,0.1666726668098917
3,control,phi,2,0.19645874897322302,0.4721359549995794,0.27567720602635637
3,control,phi,3,0.20703021825994627,0.29179606750063103,0.08476584924068475
3,control,phi,5,0.21784004453058692,0.18033988749894858,0.03750015703163834
3,control,phi,8,0.15434907681847787,0.11145618000168245,0.04289289681679542
3,control,phi,13,0.2553275945415862,0.06888370749726569,0.18644388704432052
3,control,phi,21,0.3950558712494872,0.04257247250441765,0.35248339874506956
3,control,phi,MAE,,,0.16329389915081083
3,control,two_fifths,2,0.19645874897322302,0.3999999999999999,0.2035412510267769
3,control,two_fifths,3,0.20703021825994627,0.40000000000000036,0.19296978174005408
3,control,two_fifths,5,0.21784004453058692,0.0,0.21784004453058692
3,control,two_fifths,8,0.15434907681847787,0.40000000000000036,0.24565092318152248
3,control,two_fifths,13,0.2553275945415862,0.40000000000000036,0.14467240545841414
3,control,two_fifths,21,0.3950558712494872,0.8000000000000007,0.4049441287505135
3,control,two_fifths,MAE,,,0.234936422447978
3,control,silver_conjugate,2,0.19645874897322302,0.3431457505076194,0.1466870015343964
3,control,silver_conjugate,3,0.20703021825994627,0.4852813742385709,0.2782511559786246
3,control,silver_conjugate,5,0.21784004453058692,0.142135623730951,0.07570442079963591
3,control,silver_conjugate,8,0.15434907681847787,0.6274169979695223,0.47306792115104446
3,control,silver_conjugate,13,0.2553275945415862,0.7695526217004733,0.5142250271588871
3,control,silver_conjugate,21,0.3950558712494872,0.6030303803300043,0.20797450908051712
3,control,silver_conjugate,MAE,,,0.28265167261718427
3,control,ridge,2,0.19645874897322302,0.0,0.19645874897322302
3,control,ridge,3,0.20703021825994627,1.0,0.7929697817400537
3,control,ridge,5,0.21784004453058692,1.0,0.7821599554694131
3,control,ridge,8,0.15434907681847787,0.0,0.15434907681847787
3,control,ridge,13,0.2553275945415862,1.0,0.7446724054584137
3,control,ridge,21,0.3950558712494872,1.0,0.6049441287505128
3,control,ridge,MAE,,,0.5459256828683491
4,control,persistence,2,0.22873680044201683,0.0,0.22873680044201683
4,control,persistence,3,0.2132256787405844,0.0,0.2132256787405844
4,control,persistence,5,0.18550344333014446,0.0,0.18550344333014446
4,control,persistence,8,0.1798175629306762,0.0,0.1798175629306762
4,control,persistence,13,0.21485689999960023,0.0,0.21485689999960023
4,control,persistence,21,0.29856954916508277,0.0,0.29856954916508277
4,control,persistence,MAE,,,0.22011832243468418
4,control,one_third,2,0.22873680044201683,0.6666666666666667,0.4379298662246499
4,control,one_third,3,0.2132256787405844,0.0,0.2132256787405844
4,control,one_third,5,0.18550344333014446,0.666666666666667,0.4811632233365225
4,control,one_third,8,0.1798175629306762,0.666666666666667,0.4868491037359908
4,control,one_third,13,0.21485689999960023,0.6666666666666661,0.45180976666706585
4,control,one_third,21,0.29856954916508277,0.0,0.29856954916508277
4,control,one_third,MAE,,,0.3949245313116494
4,control,one_over_e,2,0.22873680044201683,0.5284822353142307,0.29974543487221383
4,control,one_over_e,3,0.2132256787405844,0.207276647028654,0.005949031711930397
4,control,one_over_e,5,0.18550344333014446,0.32120558828557666,0.1357021449554322
4,control,one_over_e,8,0.1798175629306762,0.11392894125692266,0.06588862167375353
4,control,one_over_e,13,0.21485689999960023,0.4351345295424984,0.2202776295428982
4,control,one_over_e,21,0.29856954916508277,0.5490634707994211,0.2504939216343383
4,control,one_over_e,MAE,,,0.16300946406509442
4,control,three_eighths,2,0.22873680044201683,0.5,0.27126319955798317
4,control,three_eighths,3,0.2132256787405844,0.25,0.0367743212594156
4,control,three_eighths,5,0.18550344333014446,0.25,0.06449655666985554
4,control,three_eighths,8,0.1798175629306762,0.0,0.1798175629306762
4,control,three_eighths,13,0.21485689999960023,0.25,0.035143100000399774
4,control,three_eighths,21,0.29856954916508277,0.25,0.04856954916508277
4,control,three_eighths,MAE,,,0.10601071493056884
4,control,fibonacci_8_21,2,0.22873680044201683,0.4761904761904763,0.24745367574845945
4,control,fibonacci_8_21,3,0.2132256787405844,0.2857142857142856,0.07248860697370119
4,control,fibonacci_8_21,5,0.18550344333014446,0.1904761904761907,0.00497274714604623
4,control,fibonacci_8_21,8,0.1798175629306762,0.0952380952380949,0.08457946769258129
4,control,fibonacci_8_21,13,0.21485689999960023,0.0952380952380949,0.11961880476150533
4,control,fibonacci_8_21,21,0.29856954916508277,0.0,0.29856954916508277
4,control,fibonacci_8_21,MAE,,,0.1379471419145627
4,control,phi,2,0.22873680044201683,0.4721359549995794,0.24339915455756256
4,control,phi,3,0.2132256787405844,0.29179606750063103,0.07857038876004663
4,control,phi,5,0.18550344333014446,0.18033988749894858,0.005163555831195876
4,control,phi,8,0.1798175629306762,0.11145618000168245,0.06836138292899374
4,control,phi,13,0.21485689999960023,0.06888370749726569,0.14597319250233454
4,control,phi,21,0.29856954916508277,0.04257247250441765,0.2559970766606651
4,control,phi,MAE,,,0.1329107918734664
4,control,two_fifths,2,0.22873680044201683,0.3999999999999999,0.17126319955798308
4,control,two_fifths,3,0.2132256787405844,0.40000000000000036,0.18677432125941595
4,control,two_fifths,5,0.18550344333014446,0.0,0.18550344333014446
4,control,two_fifths,8,0.1798175629306762,0.40000000000000036,0.22018243706932417
4,control,two_fifths,13,0.21485689999960023,0.40000000000000036,0.18514310000040013
4,control,two_fifths,21,0.29856954916508277,0.8000000000000007,0.5014304508349179
4,control,two_fifths,MAE,,,0.2417161586753643
4,control,silver_conjugate,2,0.22873680044201683,0.3431457505076194,0.11440895006560259
4,control,silver_conjugate,3,0.2132256787405844,0.4852813742385709,0.27205569549798647
4,control,silver_conjugate,5,0.18550344333014446,0.142135623730951,0.04336781959919345
4,control,silver_conjugate,8,0.1798175629306762,0.6274169979695223,0.44759943503884614
4,control,silver_conjugate,13,0.21485689999960023,0.7695526217004733,0.5546957217008731
4,control,silver_conjugate,21,0.29856954916508277,0.6030303803300043,0.30446083116492156
4,control,silver_conjugate,MAE,,,0.2894314088445706
4,control,ridge,2,0.22873680044201683,0.0,0.22873680044201683
4,control,ridge,3,0.2132256787405844,1.0,0.7867743212594156
4,control,ridge,5,0.18550344333014446,1.0,0.8144965566698555
4,control,ridge,8,0.1798175629306762,0.0,0.1798175629306762
4,control,ridge,13,0.21485689999960023,1.0,0.7851431000003998
4,control,ridge,21,0.29856954916508277,1.0,0.7014304508349172
4,control,ridge,MAE,,,0.5827331320228802
5,control,persistence,2,0.26193977141248337,0.0,0.26193977141248337
5,control,persistence,3,0.23970490459710742,0.0,0.23970490459710742
5,control,persistence,5,0.16018593509671036,0.0,0.16018593509671036
5,control,persistence,8,0.32144935574450817,0.0,0.32144935574450817
5,control,persistence,13,0.3486888623129114,0.0,0.3486888623129114
5,control,persistence,21,0.44743892041632116,0.0,0.44743892041632116
5,control,persistence,MAE,,,0.2965679582633403
5,control,one_third,2,0.26193977141248337,0.6666666666666667,0.40472689525418337
5,control,one_third,3,0.23970490459710742,0.0,0.23970490459710742
5,control,one_third,5,0.16018593509671036,0.666666666666667,0.5064807315699567
5,control,one_third,8,0.32144935574450817,0.666666666666667,0.3452173109221588
5,control,one_third,13,0.3486888623129114,0.6666666666666661,0.31797780435375467
5,control,one_third,21,0.44743892041632116,0.0,0.44743892041632116
5,control,one_third,MAE,,,0.376924427852247
5,control,one_over_e,2,0.26193977141248337,0.5284822353142307,0.2665424639017473
5,control,one_over_e,3,0.23970490459710742,0.207276647028654,0.03242825756845341
5,control,one_over_e,5,0.16018593509671036,0.32120558828557666,0.1610196531888663
5,control,one_over_e,8,0.32144935574450817,0.11392894125692266,0.20752041448758551
5,control,one_over_e,13,0.3486888623129114,0.4351345295424984,0.08644566722958702
5,control,one_over_e,21,0.44743892041632116,0.5490634707994211,0.10162455038309992
5,control,one_over_e,MAE,,,0.1425968344598899
5,control,three_eighths,2,0.26193977141248337,0.5,0.23806022858751663
5,control,three_eighths,3,0.23970490459710742,0.25,0.010295095402892585
5,control,three_eighths,5,0.16018593509671036,0.25,0.08981406490328964
5,control,three_eighths,8,0.32144935574450817,0.0,0.32144935574450817
5,control,three_eighths,13,0.3486888623129114,0.25,0.09868886231291141
5,control,three_eighths,21,0.44743892041632116,0.25,0.19743892041632116
5,control,three_eighths,MAE,,,0.15929108789457327
5,control,fibonacci_8_21,2,0.26193977141248337,0.4761904761904763,0.2142507047779929
5,control,fibonacci_8_21,3,0.23970490459710742,0.2857142857142856,0.04600938111717817
5,control,fibonacci_8_21,5,0.16018593509671036,0.1904761904761907,0.030290255379480324
5,control,fibonacci_8_21,8,0.32144935574450817,0.0952380952380949,0.22621126050641327
5,control,fibonacci_8_21,13,0.3486888623129114,0.0952380952380949,0.2534507670748165
5,control,fibonacci_8_21,21,0.44743892041632116,0.0,0.44743892041632116
5,control,fibonacci_8_21,MAE,,,0.20294188154536705
5,control,phi,2,0.26193977141248337,0.4721359549995794,0.21019618358709602
5,control,phi,3,0.23970490459710742,0.29179606750063103,0.05209116290352361
5,control,phi,5,0.16018593509671036,0.18033988749894858,0.020153952402238218
5,control,phi,8,0.32144935574450817,0.11145618000168245,0.20999317574282572
5,control,phi,13,0.3486888623129114,0.06888370749726569,0.2798051548156457
5,control,phi,21,0.44743892041632116,0.04257247250441765,0.4048664479119035
5,control,phi,MAE,,,0.19618434622720549
5,control,two_fifths,2,0.26193977141248337,0.3999999999999999,0.13806022858751654
5,control,two_fifths,3,0.23970490459710742,0.40000000000000036,0.16029509540289294
5,control,two_fifths,5,0.16018593509671036,0.0,0.16018593509671036
5,control,two_fifths,8,0.32144935574450817,0.40000000000000036,0.07855064425549219
5,control,two_fifths,13,0.3486888623129114,0.40000000000000036,0.05131113768708895
5,control,two_fifths,21,0.44743892041632116,0.8000000000000007,0.35256107958367955
5,control,two_fifths,MAE,,,0.15682735343556342
5,control,silver_conjugate,2,0.26193977141248337,0.3431457505076194,0.08120597909513605
5,control,silver_conjugate,3,0.23970490459710742,0.4852813742385709,0.24557646964146346
5,control,silver_conjugate,5,0.16018593509671036,0.142135623730951,0.018050311365759353
5,control,silver_conjugate,8,0.32144935574450817,0.6274169979695223,0.30596764222501416
5,control,silver_conjugate,13,0.3486888623129114,0.7695526217004733,0.42086375938756193
5,control,silver_conjugate,21,0.44743892041632116,0.6030303803300043,0.15559145991368317
5,control,silver_conjugate,MAE,,,0.2045426036047697
5,control,ridge,2,0.26193977141248337,0.0,0.26193977141248337
5,control,ridge,3,0.23970490459710742,1.0,0.7602950954028926
5,control,ridge,5,0.16018593509671036,1.0,0.8398140649032897
5,control,ridge,8,0.32144935574450817,0.0,0.32144935574450817
5,control,ridge,13,0.3486888623129114,1.0,0.6513111376870886
5,control,ridge,21,0.44743892041632116,1.0,0.5525610795836788
5,control,ridge,MAE,,,0.5645617507889903
6,control,persistence,2,0.22921416438639586,0.0,0.22921416438639586
6,control,persistence,3,0.19916722072612236,0.0,0.19916722072612236
6,control,persistence,5,0.2312645964044341,0.0,0.2312645964044341
6,control,persistence,8,0.24708365047144798,0.0,0.24708365047144798
6,control,persistence,13,0.3321467392803896,0.0,0.3321467392803896
6,control,persistence,21,0.26686468391745843,0.0,0.26686468391745843
6,control,persistence,MAE,,,0.2509568425310414
6,control,one_third,2,0.22921416438639586,0.6666666666666667,0.4374525022802709
6,control,one_third,3,0.19916722072612236,0.0,0.19916722072612236
6,control,one_third,5,0.2312645964044341,0.666666666666667,0.4354020702622329
6,control,one_third,8,0.24708365047144798,0.666666666666667,0.419583016195219
6,control,one_third,13,0.3321467392803896,0.6666666666666661,0.33451992738627645
6,control,one_third,21,0.26686468391745843,0.0,0.26686468391745843
6,control,one_third,MAE,,,0.34883157012793004
6,control,one_over_e,2,0.22921416438639586,0.5284822353142307,0.2992680709278348
6,control,one_over_e,3,0.19916722072612236,0.207276647028654,0.008109426302531642
6,control,one_over_e,5,0.2312645964044341,0.32120558828557666,0.08994099188114257
6,control,one_over_e,8,0.24708365047144798,0.11392894125692266,0.13315470921452532
6,control,one_over_e,13,0.3321467392803896,0.4351345295424984,0.1029877902621088
6,control,one_over_e,21,0.26686468391745843,0.5490634707994211,0.28219878688196265
6,control,one_over_e,MAE,,,0.15260996257835097
6,control,three_eighths,2,0.22921416438639586,0.5,0.27078583561360414
6,control,three_eighths,3,0.19916722072612236,0.25,0.05083277927387764
6,control,three_eighths,5,0.2312645964044341,0.25,0.018735403595565914
6,control,three_eighths,8,0.24708365047144798,0.0,0.24708365047144798
6,control,three_eighths,13,0.3321467392803896,0.25,0.08214673928038962
6,control,three_eighths,21,0.26686468391745843,0.25,0.016864683917458434
6,control,three_eighths,MAE,,,0.11440818202539062
6,control,fibonacci_8_21,2,0.22921416438639586,0.4761904761904763,0.24697631180408042
6,control,fibonacci_8_21,3,0.19916722072612236,0.2857142857142856,0.08654706498816322
6,control,fibonacci_8_21,5,0.2312645964044341,0.1904761904761907,0.0407884059282434
6,control,fibonacci_8_21,8,0.24708365047144798,0.0952380952380949,0.15184555523335308
6,control,fibonacci_8_21,13,0.3321467392803896,0.0952380952380949,0.23690864404229472
6,control,fibonacci_8_21,21,0.26686468391745843,0.0,0.26686468391745843
6,control,fibonacci_8_21,MAE,,,0.1716551109855989
6,control,phi,2,0.22921416438639586,0.4721359549995794,0.24292179061318353
6,control,phi,3,0.19916722072612236,0.29179606750063103,0.09262884677450867
6,control,phi,5,0.2312645964044341,0.18033988749894858,0.050924708905485505
6,control,phi,8,0.24708365047144798,0.11145618000168245,0.13562747046976553
6,control,phi,13,0.3321467392803896,0.06888370749726569,0.26326303178312394
6,control,phi,21,0.26686468391745843,0.04257247250441765,0.2242922114130408
6,control,phi,MAE,,,0.16827634332651797
6,control,two_fifths,2,0.22921416438639586,0.3999999999999999,0.17078583561360405
6,control,two_fifths,3,0.19916722072612236,0.40000000000000036,0.200832779273878
6,control,two_fifths,5,0.2312645964044341,0.0,0.2312645964044341
6,control,two_fifths,8,0.24708365047144798,0.40000000000000036,0.15291634952855238
6,control,two_fifths,13,0.3321467392803896,0.40000000000000036,0.06785326071961073
6,control,two_fifths,21,0.26686468391745843,0.8000000000000007,0.5331353160825423
6,control,two_fifths,MAE,,,0.22613135627043693
6,control,silver_conjugate,2,0.22921416438639586,0.3431457505076194,0.11393158612122356
6,control,silver_conjugate,3,0.19916722072612236,0.4852813742385709,0.2861141535124485
6,control,silver_conjugate,5,0.2312645964044341,0.142135623730951,0.08912897267348308
6,control,silver_conjugate,8,0.24708365047144798,0.6274169979695223,0.38033334749807435
6,control,silver_conjugate,13,0.3321467392803896,0.7695526217004733,0.4374058824200837
6,control,silver_conjugate,21,0.26686468391745843,0.6030303803300043,0.3361656964125459
6,control,silver_conjugate,MAE,,,0.27384660643964315
6,control,ridge,2,0.22921416438639586,0.0,0.22921416438639586
6,control,ridge,3,0.19916722072612236,1.0,0.8008327792738776
6,control,ridge,5,0.2312645964044341,1.0,0.7687354035955659
6,control,ridge,8,0.24708365047144798,0.0,0.24708365047144798
6,control,ridge,13,0.3321467392803896,1.0,0.6678532607196104
6,control,ridge,21,0.26686468391745843,1.0,0.7331353160825416
6,control,ridge,MAE,,,0.5744757624215732
7,control,persistence,2,0.10153838366297974,0.0,0.10153838366297974
7,control,persistence,3,0.2242884367893363,0.0,0.2242884367893363
7,control,persistence,5,0.1697863130293864,0.0,0.1697863130293864
7,control,persistence,8,0.15740297214749033,0.0,0.15740297214749033
7,control,persistence,13,0.19207347412389297,0.0,0.19207347412389297
7,control,persistence,21,0.19125693105263653,0.0,0.19125693105263653
7,control,persistence,MAE,,,0.17272441846762035
7,control,one_third,2,0.10153838366297974,0.6666666666666667,0.565128283003687
7,control,one_third,3,0.2242884367893363,0.0,0.2242884367893363
7,control,one_third,5,0.1697863130293864,0.666666666666667,0.49688035363728056
7,control,one_third,8,0.15740297214749033,0.666666666666667,0.5092636945191766
7,control,one_third,13,0.19207347412389297,0.6666666666666661,0.4745931925427731
7,control,one_third,21,0.19125693105263653,0.0,0.19125693105263653
7,control,one_third,MAE,,,0.41023514859081495
7,control,one_over_e,2,0.10153838366297974,0.5284822353142307,0.4269438516512509
7,control,one_over_e,3,0.2242884367893363,0.207276647028654,0.017011789760682294
