condition,track_id,particle_id,frame,time_s,x_px,z_px,ara_x,ara_y,dominance,sector
low,low:1428,1428,34,0.34,842.4999116763822,-221.9994700582936,1.1164679739182948,1.0350582967626278,0.08140967715566694,Ab
low,low:1428,1428,37,0.37,812.270924044509,-217.9937106918239,0.9971915690054283,0.9205693266400146,-0.0766222423654137,bA
low,low:1428,1428,40,0.4,780.4732519943689,-214.9493195682778,0.9964525420712289,1.0059051963520964,-0.0023577384233253174,Ba
low,low:1428,1428,43,0.43,751.3175805419245,-213.185086409217,0.9900587950367615,0.9855809358719634,-0.004477859164798148,bA
low,low:1428,1428,47,0.47,711.4664044227089,-214.0573038486073,1.0401863081750629,0.9976455571667611,0.03783186534182392,aB
low,low:1428,1428,50,0.5,680.4860797592174,-215.0922999749185,0.9983519197694986,1.0009290334181447,0.0007190468123567939,Ba
low,low:1428,1428,53,0.53,647.9604434072345,-214.90991831972,1.0486428862736037,1.0103590083213518,0.038283877952251855,Ab
low,low:1428,1428,56,0.56,616.4849602724177,-212.2230419977299,0.9764677132847294,0.9784591333610602,0.0019914200763307965,bA
low,low:1428,1428,59,0.59,586.8223274695534,-208.7039242219215,0.9765675403654218,1.0081770367591008,0.015255422875477431,Ba
low,low:1428,1428,62,0.62,558.5926882575005,-205.5444069143652,1.0214826292839778,0.9834367581934964,0.004919387477474224,aB
low,low:1428,1428,69,0.69,498.8985380482319,-199.6612520304886,1.0288012425090534,0.9596342102717826,-0.011564547219164,aB
low,low:1428,1428,72,0.72,474.9206609109854,-195.0538850848467,0.8842362924672433,1.0373862758801953,0.07837743165256139,Ba
low,low:1428,1428,75,0.75,451.1706586826347,-190.9224883566201,0.9581634990675285,0.992520762408697,0.03435726334116851,bA
low,low:1428,1428,78,0.78,427.2022401009623,-187.630383341221,0.8436938864016782,1.024275005152528,0.1320311084457938,Ba
low,low:1428,1428,81,0.81,405.5957390146472,-184.3339547270306,0.9706560142896706,1.0304583168328745,-0.0011143311225451091,Ba
low,low:1428,1428,84,0.84,387.4963315217391,-181.0794836956522,1.0164398744789434,0.9743540788290803,-0.009206046691976333,aB
low,low:1428,1428,88,0.88,366.4014092917712,-177.2740953063418,0.8809899134889578,1.0514349868549488,0.06757509965609332,Ba
low,low:1428,1428,95,0.95,330.7736240913811,-170.2271547248183,1.0440845192595907,0.9400537857732186,-0.015861694967190698,aB
low,low:1428,1428,98,0.98,316.6844575566582,-165.8240579321443,0.9965200757596253,0.986165118061098,-0.010354957698527345,bA
low,low:1428,1428,101,1.01,303.7032355915066,-160.1696157735086,1.029189846930297,0.975029760819834,0.00421960775013086,aB
low,low:1428,1428,104,1.04,293.2564826700898,-153.0413350449294,0.9643168209538241,0.8996581311153935,-0.0646586898384306,bA
low,low:1428,1428,107,1.07,284.7315604616156,-147.8086636561298,0.9424395681719889,0.9827355015537714,0.0402959333817825,bA
low,low:1428,1428,111,1.11,275.3205619412516,-140.2019298992479,0.9463740490960911,1.0571821329699087,-0.0035561820659998356,Ba
low,low:1428,1428,114,1.14,269.7729551289889,-136.0754370949994,0.7678351190450937,0.9507730048607337,0.18293788581563997,bA
low,low:1428,1428,117,1.17,265.4297242770679,-131.3636852723605,1.0683502966886282,0.9661036225506916,0.03445391923931984,aB
low,low:1428,1428,120,1.2,262.560611576265,-129.2224244630506,1.298701573828366,0.8892098758709538,0.18791144969931983,aB
low,low:1428,1428,123,1.23,259.5444540353906,-126.350129477773,0.625521121999307,0.8193629900288403,0.1938418680295333,bA
low,low:1428,1428,126,1.26,258.0632975363234,-123.8770688566014,0.6117313853745106,1.1461651972176472,0.24210341740784225,Ba
low,low:1428,1428,130,1.3,255.4779268767017,-121.1088098016336,0.9957119580487123,1.169607076279978,-0.16531903432869022,Ba
low,low:1428,1428,133,1.33,254.2957517996553,-118.4586839703944,1.4047895762340181,1.0792021697422922,0.3255874064917259,Ab
low,low:1428,1428,136,1.36,252.1539770310506,-117.2510988231958,0.8198660123936364,1.066465386910596,0.11366860069576756,Ba
low,low:1428,1428,139,1.39,251.4844328624331,-114.6610890138527,1.4508825959410852,1.0427774554295377,0.40810514051154745,Ab
low,low:1428,1428,142,1.42,250.5004480286738,-113.0004480286738,0.49676503924104054,0.7900219002921083,0.29325686105106774,bA
low,low:1428,1428,145,1.45,249.0933131847374,-111.2813247701801,1.588397627732511,0.8786326756613485,0.4670303033938594,aB
low,low:1428,1428,148,1.48,248.0370862884161,-109.0933806146572,0.9829636892952851,0.784803439763346,-0.19816024953193911,bA
low,low:1428,1428,152,1.52,246.5854198603304,-108.5486288536876,0.2668516098513271,0.5277369549682693,0.26088534511694217,bA
low,low:1428,1428,159,1.59,240.8250296559905,-102.3094602609727,1.0590773779288691,1.1308205331944954,-0.07174315526562625,Ab
low,low:1428,1428,162,1.62,237.9395706334482,-99.81314603763583,0.8287928795738021,0.7213754204290856,-0.10741745914471645,bA
low,low:1428,1428,165,1.65,233.314549325763,-99.68914123491838,1.1395625823575766,1.331162609258514,-0.19160002690093747,Ab
low,low:1428,1428,168,1.68,230.6318770226537,-99.20253505933118,0.917975853520583,0.9562105246898182,0.03823467116923518,bA
low,low:1428,1428,171,1.71,225.7038440714672,-98.82160259880888,0.9703609169762059,1.1880613715601684,-0.1584222885363743,Ba
low,low:1428,1428,175,1.75,219.8145687061184,-98.65045135406218,0.512751580558388,0.9888943099466915,0.4761427293883035,bA
low,low:1428,1428,178,1.78,214.4659128699701,-98.61711561911096,0.8523619156840406,1.100783265432104,0.046854818883855454,Ba
low,low:1428,1428,181,1.81,209.0005686988171,-99.00170609645131,0.9950744255605024,1.0224328041594555,-0.017507229719957884,Ba
low,low:1428,1428,184,1.84,203.6979360052419,-99.73593971824833,1.0246961615322001,1.0413024272098275,-0.016606265677627352,Ab
low,low:1428,1428,187,1.87,198.4015243902439,-101.5979674796748,1.06152141181804,1.1873426847561812,-0.12582127293814116,Ab
low,low:1428,1428,190,1.9,192.7623206487835,-103.5616552297775,1.104032200089082,1.059853051312231,0.04417914877685103,Ab
low,low:1428,1428,194,1.94,185.4472017973856,-106.4575163398693,1.0267009822161706,1.033174655610824,-0.006473673394653545,Ab
low,low:1428,1428,197,1.97,179.969318308602,-109.0894789690952,1.2196009204508094,1.0716133985007177,0.14798752195009168,Ab
low,low:1428,1428,200,2.0,175.4611922274673,-111.8660665276101,0.9846164786284396,0.9532558791305371,-0.031360599497902486,bA
low,low:1428,1428,203,2.03,172.0505490157286,-113.8748639825898,0.8767630059197824,1.06674802309271,0.0564889709875076,Ba
low,low:1428,1428,206,2.06,168.5076951776886,-115.3940863725399,0.9542464606306786,1.1053024317722429,-0.059548892402921494,Ba
low,low:1428,1428,209,2.09,164.0647168637212,-116.5704210744659,0.9594582712983724,1.1580215098192312,-0.1174797811176036,Ba
low,low:1428,1428,213,2.13,157.2482506845147,-116.2602170165298,1.0181221138450884,1.0415468160737273,-0.023424702228638905,Ab
low,low:1428,1428,216,2.16,150.9877613462519,-113.5968383477817,0.9910054360126906,1.02617193872361,-0.017177374736300544,Ba
low,low:1428,1428,219,2.19,143.8492724535876,-109.5747114902157,1.193036176675106,1.011768119458655,0.18126805721645112,Ab
low,low:1428,1428,222,2.22,136.8384920209918,-105.8927921173825,0.9123508436960757,1.0057164679836332,0.0819326883202911,Ba
low,low:1428,1428,225,2.25,128.4327840416305,-102.8966946130866,0.8805473788096589,1.113491253962277,0.005961367228064063,Ba
low,low:1428,1428,228,2.28,119.5341563786008,-101.8593507087334,0.8609217983175362,1.0537108848040835,0.08536731687838028,Ba
low,low:1428,1428,232,2.32,105.9355954008201,-103.4144890246844,1.0233200288477002,1.0167616093208522,0.006558419526847992,Ab
low,low:1428,1428,235,2.35,90.6057488159399,-99.96015025314388,1.396672253377901,0.6881517240735706,0.08482397745147163,aB
low,low:1428,1428,238,2.38,82.41521801082929,-114.7157784743992,1.0426961090420805,1.7598365087765624,-0.7171403997344818,Ab
low,low:1428,1428,241,2.41,67.43868411987599,-123.9783844299001,1.063213658862503,0.9990517314872303,0.06226539034973322,aB
low,low:1428,1428,244,2.44,50.85798816568047,-135.4482952944491,1.0372753641204393,1.0023631401104118,0.03491222401002747,Ab
low,low:1428,1428,247,2.47,33.03624313969141,-151.3755824790308,1.01269051147638,1.0135372850322495,-0.0008467735558694844,Ab
low,low:1428,1428,251,2.51,4.392325959255093,-175.7036620422447,0.98364097236355,0.9992114221488739,0.015570449785323959,bA
low,low:1086,1086,-84,-0.84,1267.570965589553,-61.06071871127633,1.1844143108656784,1.0049441950683657,0.17947011579731265,Ab
low,low:1086,1086,-81,-0.81,1262.699071712741,-60.93787616035907,0.7243615933504846,1.0443210773690512,0.23131732928046422,Ba
low,low:1086,1086,-77,-0.77,1254.704225352113,-61.40747562296858,0.8562938196617687,0.9645273765798322,0.10823355691806358,bA
low,low:1086,1086,-74,-0.74,1248.043350217929,-62.10931794086465,0.8846286500281844,1.0442995110121478,0.07107183895966784,Ba
low,low:1086,1086,-70,-0.7,1240.213819789939,-62.2171365395246,1.1399970404021764,0.9426416320209079,0.08263867242308431,aB
low,low:1086,1086,-66,-0.66,1232.0,-62.92502423785415,1.1496944324335057,1.0435576233137864,0.10613680911971923,Ab
low,low:1086,1086,-63,-0.63,1225.778470444172,-62.93565623956362,0.9480201772666884,0.976298463055101,0.028278285788412627,bA
low,low:1086,1086,-59,-0.59,1217.927687429682,-62.55078244860387,0.9903051989347159,1.0022909112407061,0.007403889824577958,Ba
low,low:1086,1086,-55,-0.55,1209.591706366392,-62.38360762234733,1.1460194315397372,1.0066397967847076,0.13937963475502957,Ab
low,low:1086,1086,-52,-0.52,1204.208004574042,-62.03327615780446,1.0914548627488494,0.9252076363846337,0.016662499133483055,aB
low,low:1086,1086,-48,-0.48,1197.040788267644,-61.62213565536205,0.9916024851074339,1.0273848644240426,-0.018987349531476516,Ba
low,low:1086,1086,-44,-0.44,1189.960831334932,-61.2326139088729,1.0664995286432573,1.027110195041239,0.03938933360201835,Ab
low,low:1086,1086,-41,-0.41,1185.143335855583,-60.73343422332721,0.9078739418875829,0.9542400800642047,0.04636613817662183,bA
low,low:1086,1086,-37,-0.37,1177.651629072682,-59.83082706766918,0.986692228372713,0.994267888415674,0.007575660042961063,bA
low,low:1086,1086,-34,-0.34,1171.5,-59.0,0.8146927974971734,1.0303928599637764,0.15491434253905023,Ba
low,low:1086,1086,-30,-0.3,1164.0,-58.0,0.9493415920430908,1.0369072827843293,0.013751125172579926,Ba
low,low:1086,1086,-26,-0.26,1156.067987924925,-56.55715973224832,0.967430476792745,0.9844008042631996,0.016970327470454682,bA
low,low:1086,1086,-23,-0.23,1149.935870424019,-55.27666578878062,0.8824827266540755,0.9493806006562187,0.0668978740021432,bA
low,low:1086,1086,-19,-0.19,1141.027858880779,-53.79318734793188,1.0037740416123748,0.9857757260481139,-0.010450232339511256,aB
low,low:1086,1086,-15,-0.15,1131.413429256595,-51.86270983213429,0.967077605797779,1.014993947902791,0.017928446299430023,Ba
low,low:1086,1086,-12,-0.12,1123.5,-50.0,1.0337664352556852,0.995234708533112,0.029001143788797257,aB
low,low:1086,1086,-8,-0.08,1111.762092167069,-47.78887901485337,1.0654219855363078,1.0506880706326853,0.014733914903622525,Ab
low,low:1086,1086,-4,-0.04,1097.942246415295,-45.08112055231015,0.876597951926277,1.0247759770208047,0.09862607105291832,Ba
low,low:1086,1086,-1,-0.01,1084.620092098885,-43.97976248182259,1.061279565867846,1.008685961472581,0.05259360439526506,Ab
low,low:1086,1086,3,0.03,1063.054491535895,-46.07833930557272,0.9842666950536635,1.03157765858101,-0.015844353634673403,Ba
low,low:1086,1086,6,0.06,1044.000704622322,-52.49985907553551,1.041181827745623,1.0469464734306135,-0.005764645684990466,Ab
low,low:1086,1086,13,0.13,995.3046318289786,-89.5,1.0057578568383683,0.9988012629243274,0.004559119762695629,aB
low,low:1086,1086,20,0.2,944.026498585027,-151.3313609467456,1.0076579206756962,0.9853790021274216,-0.0069630771968822724,aB
low,low:1086,1086,23,0.23,918.7130523851332,-178.1597892888499,0.9643239887000408,1.012726476560492,0.02294953473946726,Ba
low,low:1086,1086,27,0.27,884.0827541827542,-210.7245817245817,0.9719398597330358,0.9657071658252486,-0.006232693907787135,bA
low,low:1086,1086,31,0.31,848.0912540969467,-224.2801449025358,0.9862739838179218,0.9455525507627685,-0.0407214330551533,bA
low,low:1086,1086,34,0.34,821.2897690620565,-218.5986324345246,1.0472940921585188,1.0008002071872681,0.04649388497125062,Ab
low,low:1086,1086,38,0.38,783.6780346820809,-208.4085260115607,1.071772500789426,1.0175019201313416,0.054270580658084544,Ab
low,low:1086,1086,49,0.49,673.8532110091743,-191.6430968896845,0.8841756903866272,0.9687891013515976,0.08461341096497033,bA
low,low:1086,1086,52,0.52,658.560611576265,-181.7775755369494,0.6640595330130551,0.8652093768466578,0.20114984383360268,bA
low,low:1086,1086,63,0.63,649.0,-169.8319892473118,0.6508335411097276,1.0642436385090703,0.2849228203812021,Ba
low,low:1086,1086,75,0.75,640.7624234172906,-185.7254935330157,0.9414618690171312,0.9763021598044067,0.03484029078727546,bA
low,low:1086,1086,79,0.79,623.3676030393738,-191.1795993552844,1.0042307048246797,0.9370724066877822,-0.05869688848753807,aB
low,low:1086,1086,83,0.83,603.1440537989617,-192.8212600283152,0.9217483430331874,1.0032841003349058,0.0749675566319068,Ba
low,low:1086,1086,86,0.86,586.4945069667739,-194.2024383708467,1.0300904911438384,1.0404419117508221,-0.010351420606983686,Ab
low,low:1086,1086,94,0.94,523.3723684210527,-175.7385964912281,0.9327571624018242,1.0287686301410157,0.038474207457160126,Ba
low,low:1086,1086,98,0.98,499.7816702819957,-168.9287418655097,1.0349274349768696,0.9841283855763016,0.01905582055317112,aB
low,low:1086,1086,101,1.01,484.8823200089575,-167.0262008733625,0.9739688733570606,1.054043664062949,-0.02801253742000953,Ba
low,low:1086,1086,105,1.05,467.0478185347911,-166.9543271686932,0.94415689577053,0.9937585451374483,0.049601649366918354,bA
low,low:1086,1086,109,1.09,451.448236632537,-163.6622194642673,0.9463514893644508,0.9652038071585728,0.018852317794121998,bA
low,low:1086,1086,112,1.12,442.0063701644661,-161.6316886726894,0.9904676786666496,1.0087752840754431,0.0007570372579072115,Ba
low,low:1086,1086,116,1.16,430.4539911308204,-159.7060975609756,1.1116812889706118,1.0328878221091313,0.07879346686148048,Ab
low,low:1086,1086,119,1.19,422.3132161955691,-157.4376114081996,1.0417351091241132,0.8816067023452401,-0.07665818853064676,aB
low,low:1086,1086,123,1.23,413.5287034444133,-154.2742462428825,1.13936809459907,0.9108028111611535,0.05017090576022354,aB
low,low:1086,1086,127,1.27,406.0808955539128,-153.137184496779,1.1511337435806333,0.8038331434661367,-0.04503311295323009,aB
low,low:1086,1086,130,1.3,401.5100671140939,-152.6175634171312,1.1491076766639232,1.0714286205010843,0.07767905616283888,Ab
low,low:1086,1086,134,1.34,395.887714663144,-153.0,0.617483864109599,1.3107103332681234,0.07180580262227765,Ba
low,low:1086,1086,141,1.41,384.3442191780822,-151.1665753424658,0.8735133723063998,0.8877053753355658,0.014192003029166012,bA
low,low:1086,1086,144,1.44,377.8947533281128,-151.0,1.0453475064000635,1.0448280525227351,0.0005194538773283242,Ab
low,low:1086,1086,148,1.48,369.1226836196402,-149.1203841471662,1.1133827649935322,1.003461690214023,0.10992107477950919,Ab
low,low:1086,1086,152,1.52,358.7184659444652,-148.1362221392106,1.3507418547033245,0.9931740339327576,0.34391588863608213,aB
low,low:1086,1086,155,1.55,351.1729159500057,-145.9987386767573,1.0750083692481374,0.9324377868529307,0.007446156101068024,aB
low,low:1086,1086,159,1.59,343.5837763937415,-143.3407261127146,0.8718397981932455,1.0474627206585008,0.0806974811482537,Ba
low,low:1086,1086,162,1.62,341.0,-141.6664175386148,1.1403769345108128,0.502751134312386,-0.35687193117680116,aB
low,low:1086,1086,166,1.66,337.9907554988843,-136.2634151524811,0.8931113167790975,0.957696251716217,0.06458493493711948,bA
low,low:1086,1086,170,1.7,341.333448593822,-132.3630705394191,1.1207187949823854,0.9206624289574474,0.04138122393983279,aB
low,low:1086,1086,173,1.73,345.0812297416757,-131.0049111089284,0.610205973793617,1.0645722460191134,0.32522178018726966,Ba
low,low:1086,1086,177,1.77,348.7789532293987,-127.8035634743875,1.0869530628502204,0.8310696385321167,-0.0819772986176629,aB
low,low:1086,1086,181,1.81,354.4734816082121,-126.4846022241232,0.8434372740182683,0.9145877376482684,0.0711504636300001,bA
low,low:1086,1086,184,1.84,359.27365532382,-127.2892425905598,1.0637378438322125,1.0775667604435901,-0.01382891661137764,Ab
low,low:1086,1086,188,1.88,365.680685120049,-128.0945098638936,0.9702751378801001,1.018936311204424,0.010788550915475814,Ba
low,low:1086,1086,192,1.92,370.8847913093196,-127.9125214408233,1.2908354931759194,0.8327501668449329,0.12358566002085225,aB
low,low:1086,1086,195,1.95,371.9479216435738,-126.6937410415671,1.2464793492034905,1.048460905895725,0.1980184433077654,Ab
low,low:1086,1086,199,1.99,371.0607805502239,-124.6799957346982,0.8164276670505323,0.9392164908315004,0.12278882378096811,bA
low,low:1086,1086,202,2.02,369.0861423220974,-126.7299965951651,1.3203604301535392,1.4757590832840515,-0.15539865313051227,Ab
low,low:1086,1086,206,2.06,364.0676119207037,-127.4426939740055,1.1474959553358228,0.964172562096681,0.11166851743250383,aB
low,low:1086,1086,210,2.1,356.6076787747077,-127.6072648245886,1.2159638014238832,1.055220357567887,0.16074344385599626,Ab
low,low:1086,1086,213,2.13,349.9996017522899,-127.5,0.9327511964060626,0.9557629343549041,0.023011737948841482,bA
low,low:1086,1086,217,2.17,339.4694409678765,-126.7774301209846,0.8421561569314256,0.9382633013857634,0.09610714445433777,bA
low,low:1086,1086,221,2.21,328.0583680762359,-126.9416319237641,0.878146162642064,1.0602716298289447,0.06158220752899124,Ba
low,low:1086,1086,224,2.24,319.3724778477634,-125.1735881285364,1.067167660248311,1.0215295201292012,0.045638140119109716,Ab
low,low:1086,1086,228,2.28,308.0678153970173,-123.0504836759371,1.1056273199490552,0.9920029025463807,0.09763022249543585,aB
low,low:1086,1086,232,2.32,298.11332891874,-121.8856304985337,1.0484197362264618,0.9872944121730736,0.03571414839953535,aB
low,low:1086,1086,235,2.35,291.0310197398344,-120.728099699809,0.8858486866169389,1.0073148359974469,0.10683647738561419,Ba
low,low:1086,1086,239,2.39,282.2820653968953,-119.177034019597,1.0196971183301664,0.9086736573961319,-0.07162922427370166,aB
low,low:1086,1086,242,2.42,274.7563838550247,-118.0014415156507,0.9803142649523712,0.9368013270622523,-0.0435129378901189,bA
low,low:1086,1086,246,2.46,263.7575356415479,-113.9995926680244,1.1539909028531414,0.9727063538509001,0.12669725670404153,aB
low,low:1086,1086,250,2.5,251.9721914605636,-109.0554940322382,1.022015612223223,1.0218743353893511,0.00014127683387177292,Ab
low,low:1086,1086,253,2.53,243.7135962493105,-104.2603419746277,0.9404488295835032,0.9337182642945704,-0.006730565288932788,bA
low,low:1086,1086,257,2.57,231.3829955251382,-99.92208475914714,0.8093372329205564,1.0635814253903662,0.12708134168907748,Ba
low,low:1086,1086,268,2.68,196.1163454058259,-94.68977439709569,0.9980891245481193,0.9767913789107677,-0.02129774563735154,bA
low,low:1086,1086,271,2.71,186.8094801503622,-95.69964243146603,1.0826205005716758,1.1047789764918863,-0.022158475920210474,Ab
low,low:1086,1086,275,2.75,173.8242811501597,-97.71547238703788,1.035085762702027,0.953056431945738,-0.011857805352235129,aB
low,low:1086,1086,279,2.79,161.5541501322751,-100.8029100529101,0.9033251207163177,0.999305920866987,0.09598080015066934,bA
low,low:1086,1086,282,2.82,153.2665791776028,-103.9089238845144,0.8271662210050584,1.0217622667858066,0.15107151220913495,Ba
low,low:1086,1086,286,2.86,142.8635276102976,-108.5500047851469,1.0362660636544656,1.0506233477587719,-0.014357284104306256,Ab
low,low:1086,1086,289,2.89,134.9685106382979,-111.696926713948,1.0689209290344073,0.871617560390225,-0.05946151057536775,aB
low,low:1086,1086,293,2.93,123.7196752153679,-114.9103871670462,1.1385097535734734,1.0280686212611496,0.11044113231232378,Ab
low,low:1086,1086,297,2.97,112.4893578805568,-116.4023349797934,1.0635144288030196,1.0434247012864142,0.020089727516605427,Ab
low,low:1086,1086,300,3.0,102.1591390836459,-116.1583238219469,1.024565770670351,0.9965987412554557,0.021164511925806706,aB
low,low:1086,1086,304,3.04,85.73516983585243,-118.197545912563,0.9523959691308941,1.0105950703764681,0.0370089604926378,Ba
low,low:1086,1086,308,3.08,69.02420382165604,-130.7464968152866,1.110476159946078,1.1220601444126213,-0.011583984466543296,Ab
low,low:1086,1086,311,3.11,54.23932939868275,-149.7722179454281,0.9306134130420446,0.9626035929806531,0.03199017993860853,bA
low,low:1086,1086,315,3.15,28.74101531023368,-167.0514907332796,0.9805011590382312,0.9797991297014532,-0.0007020293367779873,bA
low,low:1086,1086,319,3.19,4.562703962703963,-181.2407925407925,0.9452378467834287,1.0856107116992746,-0.030848558482703292,Ba
low,low:1622,1622,-76,-0.76,1267.035917989826,-63.45398489286265,0.8884276425100457,0.9538134015988536,0.06538575908880795,bA
low,low:1622,1622,-74,-0.74,1263.110876184033,-63.41458051420839,0.9636212389980867,0.9387882491464266,-0.02483298985166016,bA
low,low:1622,1622,-71,-0.71,1256.272717367618,-63.0491392460231,1.1292892794905094,0.9899703561203606,0.11925963561086994,aB
low,low:1622,1622,-69,-0.69,1252.59512139519,-62.57050039895132,1.2810202195403335,0.8700452786619044,0.1510654982022379,aB
low,low:1622,1622,-66,-0.66,1246.059711474157,-62.86519537594344,0.8454255125960897,1.0804085419231335,0.07416594548077682,Ba
low,low:1622,1622,-64,-0.64,1241.905412042039,-62.5566250859444,1.0615084557849568,0.9453960525708657,0.0069045083558224585,aB
low,low:1622,1622,-61,-0.61,1235.86780445473,-62.60534181853244,0.9574380680964986,1.0776593752036439,-0.03509744330014242,Ba
low,low:1622,1622,-59,-0.59,1231.072808988764,-62.76988764044944,0.7868097146560346,1.0127517913407367,0.20043849400322877,Ba
low,low:1622,1622,-56,-0.56,1224.869379014989,-62.55592943815642,0.7743007503155511,0.8770013430562189,0.10270059274066778,bA
low,low:1622,1622,-54,-0.54,1220.053159268929,-62.58872062663185,0.8857170900795912,1.0452294665670965,0.06905344335331232,Ba
low,low:1622,1622,-51,-0.51,1212.864741035856,-62.53416334661355,0.9644385327970323,0.9741375880139385,0.009699055216906172,bA
low,low:1622,1622,-49,-0.49,1208.795257992421,-62.88951511029055,0.8535052582745272,1.0016284803299982,0.14486626139547465,Ba
low,low:1622,1622,-46,-0.46,1202.054060379125,-62.89971916686169,1.2194004543601331,0.9666033658656493,0.18600382022578243,aB
low,low:1622,1622,-44,-0.44,1198.212051781418,-62.73742696757933,0.8852594925330997,1.0542829567615886,0.06045755070531178,Ba
low,low:1622,1622,-41,-0.41,1191.881814398668,-62.01373283395755,0.9591044195170055,0.9822497940311851,0.02314537451417953,bA
low,low:1622,1622,-38,-0.38,1185.317909168809,-61.86878748928878,1.0682328365086535,0.9819006616200264,0.050133498128679954,aB
low,low:1622,1622,-36,-0.36,1181.507489695386,-61.42455011561275,1.2574766142195677,1.0149898418356065,0.2424867723839612,Ab
low,low:1622,1622,-33,-0.33,1174.373938030985,-60.37381309345327,1.1033127551705646,1.000552735494553,0.10276001967601167,Ab
low,low:1622,1622,-31,-0.31,1170.475816406688,-60.09718325664909,1.0370255091177318,1.011755143581313,0.025270365536418815,Ab
low,low:1622,1622,-28,-0.28,1163.623008161679,-58.89195491643996,1.0944451085640325,0.9021853280293816,-0.003369563406585896,aB
low,low:1622,1622,-26,-0.26,1159.408916382253,-58.3839590443686,0.9883633644864455,1.0671827019479632,-0.055546066434408625,Ba
low,low:1622,1622,-23,-0.23,1152.261440819508,-57.42790335151987,0.9370320570920048,1.046827738833209,0.016140204074786224,Ba
low,low:1622,1622,-21,-0.21,1147.413377754997,-56.10328036904151,1.0482285289899576,1.0201405947814788,0.02808793420847877,Ab
low,low:1622,1622,-18,-0.18,1140.166459907522,-54.75211458215857,1.0193983303433471,1.0709290892217609,-0.05153075887841374,Ab
low,low:1622,1622,-16,-0.16,1135.125687266329,-53.91016054541456,1.0362399488909046,1.0452968089177828,-0.00905686002687811,Ab
low,low:1622,1622,-13,-0.13,1127.253006253006,-52.0,0.9667103554803841,0.9408211894908604,-0.025889165989523732,bA
low,low:1622,1622,-11,-0.11,1121.429366650173,-50.96214745175656,0.9964759313601848,1.0335658689740221,-0.030041800334206892,Ba
low,low:1622,1622,-8,-0.08,1112.311616683902,-48.77524991382282,1.0065742725640572,1.0177680254866985,-0.011193752922641353,Ab
low,low:1622,1622,-6,-0.06,1105.380032206119,-47.62009166356992,0.9675251898469671,0.9806030431656598,0.013077853318692712,bA
low,low:1622,1622,-3,-0.03,1093.919910091092,-45.58499940849403,1.0291592676739143,0.9624586662311019,-0.00838206609498382,aB
low,low:1622,1622,0,0.0,1080.037825059102,-44.91028368794326,1.0200802630458266,1.0072280695015683,0.012852193544258261,Ab
low,low:1622,1622,2,0.02,1069.086206896552,-45.16816778178075,1.0318229944391533,1.015614840532155,0.016208153906998257,Ab
low,low:1622,1622,5,0.05,1050.28803301238,-49.23094910591472,1.0428415779725895,1.012190767630257,0.030650810342332413,Ab
low,low:1622,1622,7,0.07,1036.805703624733,-55.06409914712154,1.030202121920609,1.0114801910597897,0.018721930860819302,Ab
low,low:1622,1622,10,0.1,1015.761153846154,-68.78910256410256,1.046409638181418,1.0391280998539452,0.007281538327472914,Ab
low,low:1622,1622,12,0.12,1001.730754881234,-80.99962691207561,1.023359033218887,1.0064617868722263,0.016897246346660788,Ab
low,low:1622,1622,15,0.15,980.0686885472926,-103.4434288879657,0.9903171415172065,1.013018826258732,-0.0033359677759385864,Ba
low,low:1622,1622,17,0.17,965.9241421757193,-122.2064933066626,1.0034052991342852,0.9961116204861448,-0.00048308037957001115,aB
low,low:1622,1622,20,0.2,943.9878246753246,-151.0994318181818,1.036886511393525,0.9960431930280012,0.03292970442152621,aB
low,low:1622,1622,22,0.22,926.7774014778325,-168.636288998358,1.0287834818607842,1.0043066610043438,0.024476820856440318,Ab
low,low:1622,1622,25,0.25,902.1207207207207,-193.7467181467181,0.9795307834067916,1.0011961888727212,0.019273027720487224,Ba
low,low:1622,1622,27,0.27,889.2085420144685,-209.307735114079,0.9220562535242456,0.9824996354896224,0.0604433819653768,bA
low,low:1622,1622,35,0.35,848.345701357466,-211.2059469941823,1.130671661027118,1.0296843121345283,0.10098734889258965,Ab
low,low:1622,1622,38,0.38,814.5638265461562,-207.918350766731,0.9954827294231293,0.9978067912671102,0.002324061843980929,bA
low,low:1622,1622,54,0.54,700.0,-208.6441447119627,1.0894954682383005,1.0384816140129305,0.05101385422536997,Ab
low,low:1622,1622,57,0.57,680.2057427085689,-206.4143115532444,0.8374644239008832,0.9906915077245124,0.15322708382362926,bA
low,low:1622,1622,59,0.59,669.0396825396825,-205.9393424036281,1.101445948351711,0.9958906144022721,0.09733656275398306,aB
low,low:1622,1622,62,0.62,648.7248049414825,-202.1365409622887,1.0221631163412095,0.9604343669943882,-0.01740251666440229,aB
low,low:1622,1622,84,0.84,518.5438736439055,-194.0917358008934,1.0600288781529144,1.0740137356398471,-0.013984857486932789,Ab
low,low:1622,1622,87,0.87,494.7560014772867,-190.5070786655177,0.9471635616068268,1.0229874583794205,0.02984898001375269,Ba
low,low:1622,1622,89,0.89,477.4532475884245,-187.4200643086817,0.8981322717204331,1.0322189311578942,0.06964879712167271,Ba
low,low:1622,1622,92,0.92,456.3673642191847,-182.7337607354542,0.9308706452401407,0.996494665647953,0.06562402040781223,bA
low,low:1622,1622,94,0.94,442.47015758779,-180.9382057327212,0.9304503920537653,0.9538194527739152,0.02336906072014988,bA
