condition,track_id,particle_id,frame,time_s,x_px,z_px,ara_x,ara_y,dominance,sector
low,low:1555,1555,140,1.4,1012.507523510972,-145.5926854754441,0.9595865747581759,0.912841584447665,-0.046744990310510826,bA
low,low:1555,1555,144,1.44,1008.490726020138,-143.3659247482777,0.647444297798852,0.9196447148289042,0.27220041703005216,bA
low,low:1555,1555,148,1.48,1003.904507998061,-142.3968977217644,1.0503080989889264,1.203238561949279,-0.1529304629603525,Ab
low,low:1555,1555,153,1.53,997.9831106161841,-141.1951559020044,1.3884272490568936,0.8941226820428845,0.2825499310997781,aB
low,low:1555,1555,157,1.57,992.5107618722241,-142.1242455301219,1.058050217166577,0.9269038996512609,-0.015045883182162045,aB
low,low:1555,1555,161,1.61,987.1742551270476,-144.1742551270476,1.1585218955252956,0.9672216290004665,0.1257435245257621,aB
low,low:1555,1555,166,1.66,981.0837710437711,-147.2767676767677,0.935434402489039,1.017925310427067,0.046640287083894116,Ba
low,low:1555,1555,170,1.7,975.0641477341757,-151.8584619122828,1.0937512026322034,1.0524827960587329,0.04126840657347053,Ab
low,low:1555,1555,174,1.74,969.2409394027254,-157.4341838213975,1.0445225706415333,0.989045250533549,0.03356782117508228,aB
low,low:1555,1555,179,1.79,961.3029545788622,-163.8628546229605,1.0225820823921585,0.9733943439207429,-0.004023573687098603,aB
low,low:1555,1555,183,1.83,954.0658752935038,-169.9552569788677,1.020980129376255,0.9520573574834749,-0.026962513140270095,aB
low,low:1555,1555,187,1.87,947.362385865054,-177.2588639867188,1.0871017770880007,0.922272162505847,0.009373939593847691,aB
low,low:1555,1555,192,1.92,942.5903361344538,-185.1453287197232,0.07456058620473047,0.798951292207123,0.7243907060023925,bA
low,low:1555,1555,196,1.96,934.1271486681538,-184.8728513318462,1.1219781084996077,0.942487097669535,0.06446520616914264,aB
low,low:1555,1555,200,2.0,909.3014389556446,-189.4999258270286,1.1495982472625803,1.073245269184544,0.07635297807803632,Ab
low,low:1555,1555,205,2.05,859.6706557577238,-214.7477103431432,1.0007685679072733,1.013276816148851,-0.012508248241577702,Ab
low,low:1555,1555,209,2.09,817.9414893617021,-220.1198074974671,1.0388653506668752,0.9557215340551394,-0.005413115277985381,aB
low,low:1555,1555,213,2.13,776.7517686225551,-218.185393258427,1.0827891560051506,0.9545441300771711,0.03733328608232167,aB
low,low:1555,1555,217,2.17,738.7269230769231,-214.3889632107023,1.0029172948463747,0.9686949064037309,-0.02838779874989439,aB
low,low:1555,1555,233,2.33,614.0567449594679,-190.4759925171482,1.0299897648027725,1.0346658936375472,-0.004676128834774751,Ab
low,low:1555,1555,241,2.41,574.4621078604159,-180.087181294795,0.9607062468647021,0.9449472385213826,-0.015759008343319447,bA
low,low:1555,1555,285,2.85,534.1637931034483,-152.8362068965517,1.1590526658160452,1.0040679826485812,0.15498468316746394,Ab
low,low:1555,1555,290,2.9,540.202357881137,-167.0250322997416,0.9832045472729217,0.9126506647451027,-0.07055388252781902,bA
low,low:1555,1555,294,2.94,541.6660033167495,-177.7572139303483,0.620757010549059,0.9569268457257879,0.33616983517672894,bA
low,low:1555,1555,298,2.98,538.3392388451443,-188.0379265091863,0.9861808023347106,0.9385495544819782,-0.04763124785273243,bA
low,low:1555,1555,303,3.03,520.6522016592214,-196.6897468623697,1.0015420462690956,0.876585992610394,-0.12187196112051035,aB
low,low:1555,1555,307,3.07,495.4310682144255,-200.3653319420895,1.1142879491107849,1.007181908752821,0.10710604035796378,Ab
low,low:1555,1555,311,3.11,466.2834187238007,-199.8635305076851,0.9733501367037485,0.9971417448733423,0.023791608169593803,bA
low,low:1555,1555,316,3.16,432.2825453030619,-199.5454072068319,0.9966188926039552,0.9895968163084995,-0.007022076295455704,bA
low,low:1555,1555,320,3.2,406.0474460839955,-199.3283768444949,0.9655417138080052,0.9745737300082274,0.009032016200222204,bA
low,low:1555,1555,324,3.24,380.6936402467964,-199.0523255813953,1.0297716303647015,1.0071135770200186,0.02265805334468296,Ab
low,low:1555,1555,329,3.29,351.1721957040573,-199.3420047732697,1.0463985340587918,1.0228037400642078,0.023594793994583974,Ab
low,low:1555,1555,333,3.33,327.6325593952484,-199.8956533477322,0.9858272013291164,0.9991805806554224,0.01335337932630598,bA
low,low:1555,1555,337,3.37,304.8479516084685,-200.342040142975,1.0310362324710656,1.0039958595292395,0.02704037294182604,Ab
low,low:1555,1555,341,3.41,283.8627478955628,-201.4795263232986,1.0693177534672706,0.9990143500417451,0.06833210350901575,aB
low,low:1555,1555,346,3.46,257.8568615384615,-203.8030769230769,0.945233061727579,1.0108505580455243,0.0439163802268967,Ba
low,low:1555,1555,350,3.5,237.9292817679558,-204.21136543015,1.0167477941014453,0.9870970746184307,0.0038448687198759934,aB
low,low:1555,1555,354,3.54,221.4318780795233,-202.7620029792598,1.063956899896604,1.0083897270596665,0.05556717283693757,Ab
low,low:1555,1555,359,3.59,203.6451140661217,-198.8814200317189,1.0292375229922575,0.9686095402366488,-0.0021529367710937386,aB
low,low:1555,1555,363,3.63,192.0,-194.5,0.9367918853140708,1.048603723886023,0.014604390799906164,Ba
low,low:1555,1555,367,3.67,183.5,-189.6494337764648,0.9547467345644954,1.0408521082540148,0.004401157181489812,Ba
low,low:1555,1555,372,3.72,174.649516220831,-186.8420034149118,0.8186192992857924,0.9880180765676674,0.16939877728187502,bA
low,low:1555,1555,376,3.76,169.4317912218268,-185.0379596678529,0.9593406653408791,1.0218476944092174,0.01881164024990345,Ba
low,low:1555,1555,380,3.8,165.4993802816902,-183.0019154929577,0.9702488440025983,0.9629746624053205,-0.0072741815972777735,bA
low,low:1555,1555,385,3.85,156.9140548214481,-180.0217320082997,1.183886757932314,1.0012782097275965,0.1826085482047175,Ab
low,low:1555,1555,389,3.89,144.4431661297745,-176.7318913943856,1.1091080280882486,1.0256234749354136,0.08348455315283498,Ab
low,low:1555,1555,393,3.93,127.1404842036695,-172.4370860927152,1.0447102162987612,0.9917639262223711,0.036474142521132236,aB
low,low:1555,1555,401,4.01,103.6296385252792,-148.106040590849,0.9948093931821989,1.1359213173020266,-0.13073071048422547,Ba
low,low:1555,1555,405,4.05,75.39346419563549,-143.3934641956355,0.9958514010453764,1.0135006307121437,-0.009352031757520085,Ba
low,low:1555,1555,409,4.09,48.84647476011681,-152.1857877902934,1.0079727654257529,0.9604895305945448,-0.03153770397970235,aB
low,low:1555,1555,414,4.14,9.945645821157218,-168.292226767972,0.9911947236376166,1.0374941692334287,-0.02868889287104537,Ba
low,low:474,474,-91,-0.91,1272.631817769308,-61.76758326526908,0.9076476132195889,1.26659686376413,-0.17424447698371892,Ba
low,low:474,474,-89,-0.89,1268.831075766844,-61.5812286987678,0.8310163667888586,1.022978407163375,0.14600522604776645,Ba
low,low:474,474,-86,-0.86,1263.555182386417,-61.34070342382685,1.2362197826948602,0.9498021718756898,0.18602195457055004,aB
low,low:474,474,-83,-0.83,1258.509713749413,-61.22017832003754,0.76973654961991,1.0214978819978775,0.2087655683822125,Ba
low,low:474,474,-80,-0.8,1252.744153911565,-61.21811224489796,1.0295500962180468,1.1276985646417645,-0.09814846842371772,Ab
low,low:474,474,-77,-0.77,1247.501211453744,-60.9568281938326,0.7991542502191172,0.9976648020487497,0.1985105518296325,bA
low,low:474,474,-74,-0.74,1242.41558589306,-60.88225255972696,0.851539147213826,1.0290263320225925,0.11943452076358152,Ba
low,low:474,474,-71,-0.71,1237.841166758393,-61.03720418271877,0.8417789809733747,1.0089066971135947,0.14931432191303062,Ba
low,low:474,474,-68,-0.68,1232.774095682614,-60.96884480746791,1.0354573926102606,0.9376761054294761,-0.0268665019602633,aB
low,low:474,474,-65,-0.65,1227.549630159866,-61.06096397041279,1.072229179362294,0.9713539767635853,0.04358315612587926,aB
low,low:474,474,-62,-0.62,1222.268081574579,-61.13730139909889,1.0652841232259014,1.0423633573097923,0.02292076591610903,Ab
low,low:474,474,-59,-0.59,1216.716016796641,-61.13545290941812,0.935904182373237,1.0125745164993871,0.05152130112737585,Ba
low,low:474,474,-56,-0.56,1211.191945043103,-61.41823814655172,0.9261785609116618,1.0136455058935383,0.06017593319479986,Ba
low,low:474,474,-53,-0.53,1206.499817006222,-61.50042698548249,0.8509443339538102,0.9890306052882661,0.13808627133445595,bA
low,low:474,474,-50,-0.5,1201.438199452872,-61.71238497886098,1.4675192537438306,1.0081568445354574,0.45936240920837323,Ab
low,low:474,474,-47,-0.47,1196.551270815075,-61.84625015650432,1.1420796675413034,0.9461418583396453,0.08822152588094867,aB
low,low:474,474,-44,-0.44,1191.511810059968,-62.29690368375964,1.1196125083883883,0.9998020869363484,0.11941459532473675,aB
low,low:474,474,-41,-0.41,1186.754142472738,-62.24996459425011,0.9682166619809119,0.9244244089521736,-0.04379225302873835,bA
low,low:474,474,-38,-0.38,1181.106527415144,-62.28276762402089,1.125429568598991,0.9824418615773788,0.1078714301763698,aB
low,low:474,474,-35,-0.35,1175.686512118019,-62.16385669125395,0.9985393249579845,0.9493873754682955,-0.04915194948968893,bA
low,low:474,474,-33,-0.33,1172.338534949703,-62.06641733298942,0.9302296752166592,1.0426331638971293,0.02713716088621143,Ba
low,low:474,474,-30,-0.3,1166.178552206674,-61.29817007534984,0.9262428096265809,1.006877630552857,0.06687955982056204,Ba
low,low:474,474,-27,-0.27,1160.208494208494,-60.66864313292885,1.1116302989178553,0.9214998091116566,0.033130108029511884,aB
low,low:474,474,-24,-0.24,1154.151025397256,-60.31278011680022,0.9281699412884844,1.0007370028288503,0.07109305588266535,Ba
low,low:474,474,-21,-0.21,1147.409827696235,-58.97409061901723,0.978576915603463,1.0813695893384154,-0.059946504941878476,Ba
low,low:474,474,-18,-0.18,1140.361811699459,-57.91337646903473,1.031185333396681,1.018128281169444,0.013057052227236854,Ab
low,low:474,474,-15,-0.15,1133.0,-56.14890604890605,0.9875732761915254,1.0515196116401369,-0.039092887831662204,Ba
low,low:474,474,-12,-0.12,1125.267609501579,-54.574213922834,0.985697814998668,1.0515898592589001,-0.03728767425756818,Ba
low,low:474,474,-9,-0.09,1116.49951916472,-52.50020607226267,1.0511699486513042,1.0333545313409955,0.017815417310308668,Ab
low,low:474,474,-6,-0.06,1107.065481407287,-50.30249154876675,0.8994683061843932,0.9991304404691478,0.09966213428475457,bA
low,low:474,474,-3,-0.03,1095.407904934126,-48.02544562128649,1.0354117517169088,1.0455757162979824,-0.010163964581073603,Ab
low,low:474,474,0,0.0,1080.69384765625,-46.934814453125,0.9739106291519708,1.0258336926594152,0.00025567818861405023,Ba
low,low:474,474,3,0.03,1063.232288037166,-48.33170731707317,1.0502824066773084,1.0452618301375012,0.005020576539807253,Ab
low,low:474,474,6,0.06,1042.742545454546,-55.83006060606061,1.0815094371385778,1.0276496785141627,0.053859758624415166,Ab
low,low:474,474,9,0.09,1021.629516019087,-68.89297886843899,0.9876115519831481,1.006191438934232,0.0061970090826199975,Ba
low,low:474,474,12,0.12,999.482668329177,-88.06533665835411,1.0675681673292354,1.0259250697844782,0.04164309754475726,Ab
low,low:474,474,15,0.15,978.0,-112.5947136563877,1.007371833587757,1.0159711379803786,-0.008599304392621576,Ab
low,low:474,474,18,0.18,955.746349315856,-140.9989651604001,1.0235906305138325,1.0121703927048074,0.011420237809025124,Ab
low,low:474,474,21,0.21,930.4666178317287,-169.5709501883633,1.014878245488746,0.9829493843418473,-0.0021723701694067454,aB
low,low:474,474,24,0.24,903.0681749318251,-195.2484597515403,1.027918285665887,0.9833093885579183,0.011227674223805328,aB
low,low:474,474,26,0.26,882.9224526600541,-208.5034565674782,0.9864468127976421,0.9915423414817657,0.005095528684123551,bA
low,low:474,474,29,0.29,851.6676275222459,-221.64406567239,0.9900322087257355,0.9912491058153331,0.0012168970895976017,bA
low,low:474,474,32,0.32,820.7648937647549,-220.7271212331621,1.0940336865172757,0.9864340121732668,0.08046769869054249,aB
low,low:474,474,35,0.35,782.1985774422993,-217.95267818261,1.0259987663839047,1.0106136791787037,0.015385087205201042,Ab
low,low:474,474,38,0.38,741.5011411411411,-213.7972372372372,0.9430011972429545,0.9899925830849559,0.046991385842001354,bA
low,low:474,474,41,0.41,704.564460275057,-211.5861284258435,0.9780038620849325,1.0174492428691293,0.004546895045938193,Ba
low,low:474,474,44,0.44,669.414946462082,-213.2680207528425,0.985935714810718,1.0139475154682458,0.00011676972103624728,Ba
low,low:474,474,47,0.47,638.1940856970429,-215.4130356065178,0.9836768492105247,0.9704446068148358,-0.013232242395688876,bA
low,low:474,474,50,0.5,610.4210589941973,-217.7877176015474,0.9953745989381108,0.997920889110911,0.0025462901728002807,bA
low,low:474,474,53,0.53,585.8030817762678,-217.8678718757583,0.9563068738571525,0.9833443378331067,0.02703746397595419,bA
low,low:474,474,56,0.56,563.8270332187858,-217.7250859106529,0.9873090686741506,0.9894054376449092,0.0020963689707585997,bA
low,low:474,474,64,0.64,513.4193424094528,-216.0,1.0776167537007666,0.9931722314900561,0.07078898519082266,aB
low,low:474,474,67,0.67,497.5363237445148,-215.3782301316431,0.9007155263013484,1.0416596086715757,0.05762486502707587,Ba
low,low:474,474,70,0.7,481.3093450146016,-213.4435753024614,1.1097794007791901,0.9988596722353689,0.108639073014559,aB
low,low:474,474,73,0.73,464.774931935061,-211.8884743369971,0.932750687495112,0.9816750068369972,0.048924319341885125,bA
low,low:474,474,76,0.76,447.1700637608446,-210.8698651614926,1.0146746238892794,1.0136234754697206,0.0010511484195587784,Ab
low,low:474,474,79,0.79,429.8028599497871,-208.6480733544373,0.9988348865266405,0.9804107212044272,-0.01842416532221336,bA
low,low:474,474,82,0.82,412.6855899945622,-207.1655247417075,1.0195554245189082,1.013709152462577,0.005846272056331259,Ab
low,low:474,474,85,0.85,397.3779738635095,-204.9813470345136,1.0455350963069545,0.9933198413643054,0.038854937671259915,aB
low,low:474,474,88,0.88,383.2581120943953,-202.1756296800545,1.0144077575928383,0.9482105769128758,-0.0373816654942859,aB
low,low:474,474,90,0.9,373.829959990586,-200.2415862555895,1.0727583127324463,0.9700850716348054,0.04284338436725166,aB
low,low:474,474,93,0.93,361.4096665259603,-198.4723512030393,0.9761629249425193,0.9534096701601403,-0.022753254782378995,bA
low,low:474,474,96,0.96,350.3165266106442,-197.4266666666667,0.9567592737174874,0.9803584200710767,0.023599146353589284,bA
low,low:474,474,99,0.99,340.6121627502176,-195.2483681462141,0.8774108840927264,0.9727666165260568,0.0953557324333304,bA
low,low:474,474,102,1.02,331.5,-192.7967401725791,1.0163367098374867,1.0002656171275166,0.016071092709970092,Ab
low,low:474,474,105,1.05,323.3442394709363,-190.3440074254554,1.045248369265851,1.0319806316027724,0.013267737663078538,Ab
low,low:474,474,108,1.08,315.8372428726092,-187.9753398291832,1.0080461560100675,1.037548798945115,-0.029502642935047563,Ab
low,low:474,474,111,1.11,308.3235885903657,-187.9620073381465,0.8335196058403569,1.0543192002708301,0.11216119388881296,Ba
low,low:474,474,114,1.14,299.6656690360394,-189.0481356777653,1.074548905909456,0.9237662232971717,-0.0016848707933723173,aB
low,low:474,474,117,1.17,288.2418291074308,-190.4326542576579,1.041210348181288,0.9598180772814533,0.0010284254627412892,aB
low,low:474,474,120,1.2,277.4526774595268,-189.0965130759651,0.9430734798315614,0.9249653192228067,-0.018108160608754753,bA
low,low:474,474,123,1.23,266.0001462843769,-186.9994148624927,0.8483920256536799,0.9356653136879192,0.08727328803423928,bA
low,low:474,474,126,1.26,256.7235455464126,-184.2077378374477,1.0821287713819159,0.9959680397586413,0.07809681114055722,aB
low,low:474,474,129,1.29,249.797616722016,-180.2285602656769,0.8696085097698348,0.9589902693544036,0.08938175958456873,bA
low,low:474,474,132,1.32,243.6152254861398,-176.5198593297476,1.1535139622782622,0.9964337424872399,0.14994770476550212,aB
low,low:474,474,135,1.35,237.8010956595027,-173.8721028234303,0.9150389765150817,1.0566356743495857,0.028325349135332578,Ba
low,low:474,474,138,1.38,232.9984092552422,-170.999276934201,1.1473747980100149,0.9899111325875856,0.13728593059760041,aB
low,low:474,474,141,1.41,228.2334543423625,-169.400586428372,0.8459587731463811,0.9787015559851835,0.13274278283880236,bA
low,low:474,474,144,1.44,223.0487602325306,-167.9131569581208,0.8759657029748948,0.9970247559220912,0.12105905294719632,bA
low,low:474,474,147,1.47,217.4988959605143,-166.1532666580075,1.1064145163068482,1.0670014807227115,0.03941303558413667,Ab
low,low:474,474,149,1.49,213.8167938931298,-164.9749363867684,0.9362094863504741,0.9570072205642037,0.020797734213729657,bA
low,low:474,474,152,1.52,208.0984236831988,-163.8792772010765,1.1882701907389681,1.0636963457860857,0.12457384495288237,Ab
low,low:474,474,155,1.55,202.1437442198441,-162.8558594266085,0.9382928391225516,1.0572600684600624,0.004447092417386056,Ba
low,low:474,474,158,1.58,196.4101285751771,-161.9737601679349,0.947138156379392,0.9400852606087504,-0.0070528957706416096,bA
low,low:474,474,161,1.61,189.8570016939582,-160.6103896103896,1.0186459252691544,1.0746821326181137,-0.05603620734895931,Ab
low,low:474,474,164,1.64,184.015702753511,-159.3826163883667,1.0711594059616176,0.9390293836981467,0.01018878965976433,aB
low,low:474,474,167,1.67,178.2514757969304,-157.5240957389718,0.949500166099974,0.9412376068479565,-0.008262559252017465,bA
low,low:474,474,170,1.7,171.9822261719618,-156.0589868918018,1.0679614393748187,1.072240025288631,-0.0042785859138123605,Ab
low,low:474,474,173,1.73,166.0247017712977,-153.3930594047476,0.8615254745928062,1.030917981436687,0.10755654397050696,Ba
low,low:474,474,176,1.76,160.0949919595681,-150.8472317941649,1.1549272217521607,1.0179417127210724,0.1369855090310883,Ab
low,low:474,474,179,1.79,154.2342012298836,-147.5441580531205,0.9472246241410289,1.0576220899527968,-0.004846714093825755,Ba
low,low:474,474,182,1.82,147.7295419454452,-143.709855892949,0.9509431585207108,0.9461534475576082,-0.004789710963102545,bA
low,low:474,474,185,1.85,140.4456536342873,-139.9345693940615,0.9733166773436381,1.0485546361695548,-0.021871313513192936,Ba
low,low:474,474,188,1.88,131.0862175908696,-136.1456394988215,0.9665020153522389,1.025317070801888,0.008180913845873161,Ba
low,low:474,474,191,1.91,118.893895549125,-132.6942262642965,0.9949769454645385,1.0254365352384813,-0.02041348070301985,Ba
low,low:474,474,194,1.94,102.3009044782705,-131.4174939333774,1.0622452585641602,0.9928677117106385,0.05511297027479867,aB
low,low:474,474,197,1.97,82.21895213454076,-135.6974989219491,0.9599383754510601,1.0238089443320333,0.016252680216906623,Ba
low,low:474,474,200,2.0,60.60938638682408,-146.106398484186,1.0319626656964738,0.9800667633539533,0.012029429050427032,aB
low,low:474,474,203,2.03,36.63869062269259,-160.9443760767905,0.9977371471720424,0.9895882397613724,-0.008148907410669981,bA
low,low:474,474,206,2.06,10.64277604314505,-181.2722111836503,1.0430924496920457,0.9572554992820105,0.0003479489740562114,aB
low,low:604,604,-86,-0.86,1271.923711927128,-61.18948666856438,1.662893955552247,0.8959327991168673,0.5588267546691144,aB
low,low:604,604,-80,-0.8,1261.707164518575,-60.72327520849128,0.9970885323458977,0.9590242144339333,-0.03806431791196441,bA
low,low:604,604,-74,-0.74,1250.892701007413,-60.59494392701007,0.9920216975921936,1.029740261545351,-0.02176195913754464,Ba
low,low:604,604,-67,-0.67,1237.578976395323,-61.12817118905802,1.00857643609131,1.0192289577906624,-0.010652521699352269,Ab
low,low:604,604,-61,-0.61,1226.365998678705,-61.26877339792997,1.080707699128881,0.9332578885775109,0.013965587706392002,aB
low,low:604,604,-54,-0.54,1211.197942242488,-61.05085934759733,1.0574397325664597,0.9105794102446463,-0.031980857188893985,aB
low,low:604,604,-48,-0.48,1199.671258463694,-61.00035022180715,1.1322486864411816,0.9539770094279301,0.08622569586911166,aB
low,low:604,604,-41,-0.41,1187.008048048048,-60.18894894894895,0.7915685436959659,1.0787356845967733,0.12969577170726088,Ba
low,low:604,604,-35,-0.35,1175.070665479635,-59.03616737146672,0.7965785078179158,0.9955833303278938,0.19900482250997797,bA
low,low:604,604,-28,-0.28,1161.06338028169,-57.25825264084507,0.9071754977914419,0.9933474307385796,0.08617193294713765,bA
low,low:604,604,-22,-0.22,1148.336909871245,-55.5,1.0533357371108458,0.9763627327957787,0.029698469906624503,aB
low,low:604,604,-15,-0.15,1132.107248157248,-52.37113022113022,1.0581932009342727,0.9834756232739416,0.04166882420821427,aB
low,low:604,604,-9,-0.09,1115.564899019724,-49.311562536908,1.0608062479795655,0.9918648500982249,0.05267109807779036,aB
low,low:604,604,-2,-0.02,1090.196372339085,-45.85552336566318,0.9725522231984806,1.0254582759880697,0.0019895008134497294,Ba
low,low:604,604,4,0.04,1056.540554821665,-49.92417437252312,1.005145779897746,1.0421064143895096,-0.03696063449176368,Ab
low,low:604,604,11,0.11,1008.202890792291,-80.9634635974304,1.016992670238781,1.000007989186781,0.016984681052000017,Ab
low,low:604,604,17,0.17,965.1198144104803,-132.1805403930131,1.0165797432334138,1.0141604587171285,0.0024192845162853693,Ab
low,low:604,604,24,0.24,908.7300109529025,-195.1922234392114,0.9591974593844514,0.9932758047085842,0.034078345324132786,bA
low,low:604,604,30,0.3,876.7576584397867,-222.2180329902021,1.0704897433542284,0.7056902853725511,-0.2238199712732205,aB
low,low:604,604,37,0.37,821.9195136074117,-206.6899247249566,1.0143172078256704,1.0226519836795245,-0.008334775853854115,Ab
low,low:604,604,43,0.43,768.7940586109996,-200.4421249832731,0.9888907619393204,0.9706203686714657,-0.018270393267854623,bA
