condition,path_class,path_name,windows,tracks,directness,turn_consistency,circularity,connection_info_nats,movement_info_nats,delta_connection_info_nats
high,1,circle-like,432854,1654,0.4133834343890078,0.9325957957836912,0.5471787680621374,0.5142692205899586,4.124115709083567e-05,-0.002651787606833825
high,2,crooked/random-like,158445,1480,0.40804873939162306,0.04854220117885627,0.0277251290538757,0.30661576458762924,0.0001222178297693429,0.13468837047047744
low,1,circle-like,415881,1565,0.41183360930149515,0.9204256132512532,0.5414404943726525,0.5127693728194231,0.00010194922707803241,-0.00062004347326896
low,2,crooked/random-like,145874,1466,0.41378017254767235,0.05229178636088118,0.029827103395948063,0.3209018622276298,8.772250616118535e-05,0.14149870719756147
medium,1,circle-like,400003,1626,0.4154496299239595,0.9267805186319322,0.5417887471341696,0.5208823904846103,0.000124189525062685,-0.008267324574382265
medium,2,crooked/random-like,149332,1470,0.413157457455545,0.04909989873312097,0.02780078188797764,0.31288352716073553,5.006939141557346e-05,0.13980498534114805
