elevation_rank,path_type,candidate,increment_ara,local_positive,local_negative,local_score,local_sign,parent_positive,parent_negative,parent_score,parent_sign,local_score_rank_within_candidate,parent_score_rank_within_candidate
10,control,one_over_e,0.7357588823428847,0.7216426656677524,0.7357588480332236,0.7216426656677524,+,0.482120547932259,0.5608415910014255,0.482120547932259,+,28.0,24.0
10,control,three_eighths,0.75,0.7256842265871958,0.7413280569563545,0.7256842265871958,+,0.43144880863066615,0.39188363253933556,0.39188363253933556,-,22.0,5.0
10,control,fibonacci_8_21,0.7619047619047619,0.7375889884919576,0.7339441682742793,0.7339441682742793,-,0.4745429254687138,0.5604995989576632,0.4745429254687138,+,23.0,20.0
10,control,phi,0.7639320225002103,0.7396162490874061,0.7339441682742793,0.7339441682742793,-,0.48062470725505924,0.5703470586861135,0.48062470725505924,+,23.0,22.0
10,control,two_fifths,0.8,0.7510192940363545,0.7432681299965362,0.7432681299965362,-,0.5682314797216438,0.4479426805465305,0.4479426805465305,-,17.0,17.0
10,control,silver_conjugate,0.8284271247461903,0.7424625342025115,0.7618181142857539,0.7424625342025115,+,0.5113772302292633,0.37514259557948193,0.37514259557948193,-,17.0,2.0
10,control,ridge,1.0,0.8375216455511576,0.8375216455511576,0.8375216455511576,+,0.47031151564473617,0.47031151564473617,0.47031151564473617,+,20.0,7.0
11,control,persistence,0.0,0.26560888460576526,0.26560888460576526,0.26560888460576526,+,0.25826805007687115,0.25826805007687115,0.25826805007687115,+,38.0,14.0
11,control,one_third,0.6666666666666666,0.6670530010410065,0.6593961049744789,0.6593961049744789,-,0.5397580900451098,0.4759621282421561,0.4759621282421561,-,23.0,23.0
11,control,one_over_e,0.7357588823428847,0.7342500890552729,0.6912998225643717,0.6912998225643717,-,0.5992822050989588,0.5822256044007852,0.5822256044007852,-,16.0,41.0
11,control,three_eighths,0.75,0.7342500890552729,0.6984115860327913,0.6984115860327913,-,0.41447728555352215,0.5309804367058466,0.41447728555352215,+,16.0,8.0
11,control,fibonacci_8_21,0.7619047619047619,0.7342500890552729,0.7007511396978118,0.7007511396978118,-,0.5036367118278884,0.4661761159848501,0.4661761159848501,-,14.0,16.0
11,control,phi,0.7639320225002103,0.7342500890552729,0.7007511396978118,0.7007511396978118,-,0.4850652067159815,0.48986722103043245,0.4850652067159815,+,13.0,24.0
11,control,two_fifths,0.8,0.7169079039821106,0.6999445988073744,0.6999445988073744,-,0.5243000744913404,0.5425046186718063,0.5243000744913404,+,13.0,32.0
11,control,silver_conjugate,0.8284271247461903,0.7093558904220543,0.7144901166290173,0.7093558904220543,+,0.45318272863004605,0.5038285131680973,0.45318272863004605,+,9.0,16.0
11,control,ridge,1.0,0.7343911153942347,0.7343911153942347,0.7343911153942347,+,0.49682465191337344,0.49682465191337344,0.49682465191337344,+,4.0,16.0
12,control,persistence,0.0,0.26425617555818703,0.26425617555818703,0.26425617555818703,+,0.4762378335604931,0.4762378335604931,0.4762378335604931,+,37.0,29.0
12,control,one_third,0.6666666666666666,0.6666666533590888,0.6640254306378847,0.6640254306378847,-,0.46935674087172574,0.38045768830283255,0.38045768830283255,-,27.0,5.0
12,control,one_over_e,0.7357588823428847,0.7294501257543252,0.7164509739553059,0.7164509739553059,-,0.466445651897196,0.44347692422234497,0.44347692422234497,-,25.0,14.0
12,control,three_eighths,0.75,0.7378124152431522,0.7306920916124212,0.7306920916124212,-,0.5126175131771187,0.4879955081635854,0.4879955081635854,-,26.0,29.0
12,control,fibonacci_8_21,0.7619047619047619,0.730686976132785,0.7317560618460768,0.730686976132785,+,0.4930880422626085,0.5319644726145933,0.4930880422626085,+,22.0,31.0
12,control,phi,0.7639320225002103,0.7286597155373365,0.7317560618460768,0.7286597155373365,+,0.5011970846444018,0.4935207020941068,0.4935207020941068,-,20.0,29.0
12,control,two_fifths,0.8,0.7040210490546461,0.7153629846753222,0.7040210490546461,+,0.5890328773996614,0.4399835191959389,0.4399835191959389,-,14.0,15.0
12,control,silver_conjugate,0.8284271247461903,0.7292978069819371,0.7237570045788069,0.7237570045788069,-,0.5324382426016201,0.48217825709506956,0.48217825709506956,-,12.0,23.0
12,control,ridge,1.0,0.735743824441813,0.735743824441813,0.735743824441813,+,0.554531005356439,0.554531005356439,0.554531005356439,+,5.0,25.0
13,control,persistence,0.0,0.33533536236935113,0.33533536236935113,0.33533536236935113,+,0.7990245746242719,0.7990245746242719,0.7990245746242719,+,40.0,39.0
13,control,one_third,0.6666666666666666,0.6568038906793943,0.5750722788800859,0.5750722788800859,-,0.5343087124965304,0.5343087124965269,0.5343087124965269,-,7.0,32.0
13,control,one_over_e,0.7357588823428847,0.6816702113345047,0.5533686454921432,0.5533686454921432,-,0.5420114055730874,0.549277584809563,0.5420114055730874,+,4.0,39.0
13,control,three_eighths,0.75,0.6674290936773893,0.5676097631492585,0.5676097631492585,-,0.5303266823883184,0.5350364671524477,0.5303266823883184,+,4.0,37.0
