condition,track_id,particle_id,frame,time_s,x_px,z_px,ara_x,ara_y,dominance,sector
low,low:474,474,603,6.03,0.50293146,1.7966331e-07,0.6404832397791429,1.9978561472063914,-0.6383393869855343,Ba
low,low:474,474,624,6.24,0.50333606,5.4477951e-06,0.9223180413431974,1.2638134036643769,-0.18613144500757428,Ba
low,low:474,474,644,6.44,0.50812923,4.374054e-05,0.9464898008095279,1.0469870536224342,0.0065231455680379025,Ba
low,low:474,474,664,6.64,0.51677553,0.00099845824,0.9488328282812157,1.0274531207205366,0.023714050998247638,Ba
low,low:474,474,684,6.84,0.52098699,3.4618797e-05,1.0689766544210206,0.9949071740277807,0.06388382844880136,aB
low,low:474,474,704,7.04,0.51781685,5.7228101e-07,1.0349754167734124,0.9988590217355419,0.03383443850895429,aB
low,low:474,474,724,7.24,0.5136508,5.4592011e-07,0.915069659201023,0.9989999083351543,0.08393024913413127,bA
low,low:474,474,745,7.45,0.51316378,8.3844306e-07,1.1095505139235529,1.0023065667899875,0.10724394713356533,Ab
low,low:474,474,765,7.65,0.5128,6.4052289e-07,1.693952168330554,0.9990733709677387,0.6930255392982928,aB
low,low:474,474,785,7.85,0.51492083,0.00033514571,0.5533235315609479,1.1790501962980904,0.2676262721409617,Ba
low,low:474,474,805,8.05,0.51619495,4.9568209e-06,0.9559585801248218,0.9969406575163383,0.04098207739151649,bA
low,low:474,474,825,8.25,0.51490334,4.7886296e-07,1.0875512575999218,0.9939450751171995,0.08149633271712131,aB
low,low:474,474,846,8.46,0.51699804,3.2006092e-07,1.260014303762985,1.011831489494244,0.248182814268741,Ab
low,low:474,474,866,8.66,0.51686744,9.5232182e-07,1.6713554585825805,1.0050778973460213,0.6662775612365592,Ab
low,low:474,474,886,8.86,0.5140739,8.6169903e-07,0.9551115327352026,1.0009916261984646,0.04389684106633285,Ba
low,low:474,474,906,9.06,0.51191239,4.267584e-07,0.9503923592038437,0.999824117230286,0.049431758026442285,bA
low,low:474,474,926,9.26,0.50867379,8.3801559e-06,1.7190437013220408,1.895643749163912,-0.17660004784187122,Ab
low,low:474,474,946,9.46,0.50955536,4.7475804e-06,0.6362547073783926,0.7223331195105539,0.08607841213216127,bA
low,low:474,474,967,9.67,0.50778776,4.2581301e-05,0.849594298158368,1.834893759519884,-0.6844880576782519,Ba
low,low:474,474,987,9.87,0.5115282,6.5299188e-06,1.0993864122837396,0.9950601003957248,0.09444651267946436,aB
low,low:474,474,1007,10.07,0.51644026,5.8636653e-06,0.8298748778091315,1.0567493307564721,0.11337579143439636,Ba
low,low:474,474,1027,10.27,0.51554773,9.3222648e-07,0.8150788563810428,0.9876625992538751,0.1725837428728323,bA
low,low:474,474,1047,10.47,0.51597388,4.231839e-09,0.888703087482899,1.001237971364256,0.11005894115284498,Ba
low,low:474,474,1068,10.68,0.52145794,4.9757988e-05,0.8611746007650997,0.10136089360190781,-0.7598137071631919,bA
low,low:474,474,1088,10.88,0.51907178,1.538096e-06,0.9545827472119642,0.9986880331640525,0.04410528595208829,bA
low,low:474,474,1108,11.08,0.52010753,5.248975e-07,0.9942627336210599,0.99985922523958,0.005596491618520161,bA
low,low:474,474,1128,11.28,0.51841586,4.2224914e-07,0.9488333029585526,1.0008355194945573,0.050331177546890093,Ba
low,low:474,474,1148,11.48,0.51781558,2.7585045e-07,1.0317505543104106,1.0028810826191423,0.0288694716912683,Ab
low,low:474,474,1168,11.68,0.51962476,2.234965e-07,0.9826537277899653,1.000516549755753,0.016829722454281604,Ba
low,low:474,474,1189,11.89,0.52052804,3.4372425e-08,0.9681987073648335,1.0091559606645872,0.022645331970579274,Ba
low,low:474,474,1209,12.09,0.52068457,9.1475361e-07,0.9327532711496884,1.9869947863021915,-0.9197480574518799,Ba
low,low:474,474,1229,12.29,0.52028442,9.1091161e-07,1.1650549439317688,1.0012046035129365,0.16385034041883229,Ab
low,low:474,474,1249,12.49,0.52548854,2.8832533e-05,0.8071234847991179,0.834331752900876,0.027208268101758137,bA
low,low:474,474,1269,12.69,0.52444898,1.3654612e-05,1.1089763626184537,1.0235147992020561,0.08546156341639755,Ab
low,low:474,474,1290,12.9,0.52446335,6.3550197e-07,0.8350321290382943,0.999949122668649,0.16491699363035472,bA
low,low:474,474,1310,13.1,0.52676493,5.8725098e-07,0.9332632336852518,0.9925913954382234,0.05932816175297162,bA
low,low:474,474,1330,13.3,0.52955506,3.1430762e-07,0.9848006792667905,0.998228573053359,0.013427893786568501,bA
low,low:474,474,1350,13.5,0.52901809,0.00016481363,1.4282376344939267,0.8586307655528667,0.28686840004679337,aB
low,low:474,474,1370,13.7,0.52441824,0.0082427472,1.0300935690433228,0.9536543570940424,-0.01625207386263472,aB
low,low:474,474,1390,13.9,0.50140666,0.028640174,0.8495327711205457,1.0414571206964176,0.10901010818303669,Ba
low,low:474,474,1411,14.11,0.51815438,0.026760003,1.220775975887438,1.0222948969814205,0.1984810789060174,Ab
low,low:474,474,1431,14.31,0.52861284,0.039812882,1.077377190963056,1.0206683246227062,0.056708866340349884,Ab
low,low:474,474,1451,14.51,0.53446654,0.042300634,1.0139201437754772,1.0146607818517044,-0.0007406380762271514,Ab
low,low:474,474,1471,14.71,0.49702838,0.044049116,1.0128669878341634,0.9901995183145519,0.0030665061487152867,aB
low,low:474,474,1491,14.91,0.45809259,0.082897848,0.9984405578693344,0.9781711959971198,-0.02026936187221462,bA
low,low:474,474,1512,15.12,0.45807188,0.11121886,1.0136136653739447,1.0108463394314735,0.0027673259424711993,Ab
low,low:474,474,1532,15.32,0.45218399,0.11818589,1.020933139341066,1.0417250176948791,-0.02079187835381302,Ab
low,low:474,474,1552,15.52,0.46423167,0.11136079,0.9834036979746424,1.010328600339269,0.006267701686088478,Ba
low,low:474,474,1572,15.72,0.48022488,0.12076118,0.9058680206102825,0.956961834658406,0.05109381404812352,bA
low,low:474,474,1592,15.92,0.48233477,0.11373508,1.012065545921319,1.0087325877280842,0.0033329581932348695,Ab
low,low:474,474,1612,16.12,0.48720036,0.096082446,0.9958868877121126,0.9879441842813926,-0.00794270343072001,bA
low,low:474,474,1633,16.33,0.48098781,0.077813537,0.827645529147658,0.969387391312989,0.14174186216533102,bA
low,low:474,474,1653,16.53,0.47417092,0.097205957,0.9637031493749587,1.0102482171171638,0.02604863350787745,Ba
low,low:474,474,1673,16.73,0.46739219,0.10504629,0.9575620217109124,1.0269029457002468,0.015535032588840814,Ba
low,low:474,474,1693,16.93,0.46592508,0.097062543,1.0387645197014796,1.020663940324023,0.018100579377456683,Ab
low,low:474,474,1713,17.13,0.47846198,0.081739805,1.0024186041693597,0.991616232485627,-0.005965163345013291,aB
low,low:474,474,1734,17.34,0.50297984,0.080953588,0.990781360635341,1.0111997330595786,-0.0019810936949195,Ba
low,low:474,474,1754,17.54,0.52120723,0.10261513,0.9791146720179236,0.9716985433696993,-0.007416128648224274,bA
low,low:474,474,1774,17.74,0.54589249,0.10286006,0.9814366688501843,1.0016487969711962,0.016914534178619434,Ba
low,low:474,474,1794,17.94,0.57025454,0.099883683,1.0018143023269923,0.9818805379400907,-0.01630515973291702,aB
low,low:474,474,1814,18.14,0.58828215,0.083483961,1.0572082014152167,1.0165837368573714,0.0406244645578453,Ab
low,low:474,474,1834,18.34,0.61125216,0.043701247,0.9784312605043504,1.0308930387069357,-0.00932429921128608,Ba
low,low:474,474,1855,18.55,0.65080402,0.053163245,0.9307812077629867,1.1526351118323552,-0.0834163195953419,Ba
low,low:474,474,1875,18.75,0.83773316,0.066402886,1.0504913255561854,0.9780336026794783,0.02852492823566366,aB
low,low:474,474,1895,18.95,0.91507828,0.14884082,1.2491024079708983,0.9803259501334876,0.2294283581043859,aB
low,low:474,474,1915,19.15,0.90907715,0.15571628,1.0040622173618177,0.9424044976994393,-0.05353328493874299,aB
low,low:474,474,1935,19.35,0.87879596,0.1408624,1.1938007408134952,0.880804111686839,0.07460485250033422,aB
low,low:474,474,1956,19.56,0.88394159,0.16514715,1.0732927931293488,1.0914160477326,-0.01812325460325126,Ab
low,low:604,604,-44,-0.44,0.21184298,0.27015989,0.9924127558960308,1.0055944802777927,0.0019927638261764136,Ba
low,low:604,604,-24,-0.24,0.29096951,0.28025656,0.9964972125143984,1.001171549030579,0.0023312384550225884,Ba
low,low:604,604,-4,-0.04,0.37667899,0.29751712,1.027258084842734,0.9976392798455366,0.02489736468827053,aB
low,low:604,604,16,0.16,0.56812748,0.20563633,1.0218118354050438,0.9883257287589281,0.010137564163971935,aB
low,low:604,604,36,0.36,0.83128154,0.021528975,1.0259308004132668,1.010274333446291,0.015656466966975868,Ab
low,low:604,604,56,0.56,1.1345012,0.050913715,0.9742980101053368,1.0230215873981845,0.0026804024964787176,Ba
low,low:604,604,77,0.77,1.2866083,0.078661277,0.9813054699270621,0.996464524718799,0.015159054791736848,bA
low,low:604,604,97,0.97,1.3419499,0.062525606,1.1064669781396543,1.0797956438824357,0.026671334257218682,Ab
low,low:604,604,117,1.17,1.4152018,0.038109927,1.067856645437948,1.0309828303164947,0.03687381512145316,Ab
low,low:604,604,137,1.37,1.5527753,0.016906644,0.9475138692611452,1.0389824472487619,0.0135036834900929,Ba
low,low:604,604,157,1.57,1.6600731,0.030966616,1.0051939767251006,1.0257901423868694,-0.020596165661768806,Ab
low,low:604,604,178,1.78,1.7457307,0.074171603,1.0472938048922737,0.984418934561461,0.03171273945373476,aB
low,low:604,604,198,1.98,1.8362656,0.084545711,0.9760959577285593,1.0037848044349447,0.02011923783649605,Ba
low,low:604,604,218,2.18,1.9717716,0.11599525,1.0769977520485452,0.9003300677834623,-0.02267218016799255,aB
low,low:604,604,238,2.38,2.0567691,0.061725525,1.0662286519088011,0.8748348125791017,-0.05893653551209721,aB
low,low:604,604,258,2.58,2.2581312,0.027010115,0.7412010738145537,0.9960341719008167,0.254833098086263,bA
low,low:604,604,278,2.78,2.4682087,0.030697689,0.9950729873391623,1.0088122652530123,-0.0038852525921745373,Ba
low,low:604,604,299,2.99,2.7544483,0.027949872,0.9999202980562236,1.0027544590467072,-0.002674757102930858,Ba
low,low:604,604,319,3.19,3.0199157,0.042288399,1.000675685609372,0.9987918600628658,-0.0005324543277622773,aB
low,low:604,604,339,3.39,3.2745103,0.062358981,0.9958249820664983,0.9965816669584889,0.0007566848919906555,bA
low,low:604,604,359,3.59,3.5260279,0.062633071,1.0028790110075234,1.004941707899976,-0.0020626968924526423,Ab
low,low:604,604,379,3.79,3.7864475,0.067874523,0.9973857191376516,1.0078493125959118,-0.005235031733563433,Ba
low,low:604,604,400,4.0,4.0,0.071403399,,,,boundary
low,low:604,604,420,4.2,4.0,0.071403399,,,,boundary
low,low:604,604,440,4.4,4.0,0.071403399,,,,boundary
low,low:604,604,460,4.6,4.0,0.071403399,,,,boundary
low,low:604,604,480,4.8,4.0,0.071403399,,,,boundary
low,low:604,604,500,5.0,4.0,0.071403399,,,,boundary
low,low:604,604,521,5.21,4.0,0.071403399,,,,boundary
low,low:604,604,541,5.41,4.0,0.071403399,,,,boundary
low,low:604,604,561,5.61,4.0,0.071403399,,,,boundary
low,low:604,604,581,5.81,4.0,0.071403399,,,,boundary
low,low:604,604,601,6.01,4.0,0.071403399,,,,boundary
low,low:604,604,622,6.22,4.0,0.071403399,,,,boundary
low,low:604,604,642,6.42,4.0,0.071403399,,,,boundary
low,low:604,604,662,6.62,4.0,0.071403399,,,,boundary
low,low:604,604,682,6.82,4.0,0.071403399,,,,boundary
low,low:604,604,702,7.02,4.0,0.071403399,,,,boundary
low,low:604,604,722,7.22,4.0,0.071403399,,,,boundary
low,low:604,604,743,7.43,4.0,0.071403399,,,,boundary
low,low:604,604,763,7.63,4.0,0.071403399,,,,boundary
low,low:604,604,783,7.83,4.0,0.071403399,,,,boundary
low,low:604,604,803,8.03,4.0,0.071403399,,,,boundary
low,low:604,604,823,8.23,4.0,0.071403399,,,,boundary
low,low:604,604,844,8.44,4.0,0.071403399,,,,boundary
low,low:604,604,864,8.64,4.0,0.071403399,,,,boundary
low,low:604,604,884,8.84,4.0,0.071403399,,,,boundary
low,low:604,604,904,9.04,4.0,0.071403399,,,,boundary
low,low:604,604,924,9.24,4.0,0.071403399,,,,boundary
low,low:604,604,944,9.44,4.0,0.071403399,,,,boundary
low,low:604,604,965,9.65,4.0,0.071403399,,,,boundary
low,low:604,604,985,9.85,4.0,0.071403399,,,,boundary
low,low:604,604,1005,10.05,4.0,0.071403399,,,,boundary
low,low:604,604,1025,10.25,4.0,0.071403399,,,,boundary
low,low:604,604,1045,10.45,4.0,0.071403399,,,,boundary
low,low:604,604,1066,10.66,4.0,0.071403399,,,,boundary
low,low:604,604,1086,10.86,4.0,0.071403399,,,,boundary
low,low:604,604,1106,11.06,4.0,0.071403399,,,,boundary
low,low:604,604,1126,11.26,4.0,0.071403399,,,,boundary
low,low:604,604,1146,11.46,4.0,0.071403399,,,,boundary
low,low:604,604,1166,11.66,4.0,0.071403399,,,,boundary
low,low:604,604,1187,11.87,4.0,0.071403399,,,,boundary
low,low:604,604,1207,12.07,4.0,0.071403399,,,,boundary
low,low:604,604,1227,12.27,4.0,0.071403399,,,,boundary
low,low:604,604,1247,12.47,4.0,0.071403399,,,,boundary
low,low:604,604,1267,12.67,4.0,0.071403399,,,,boundary
low,low:604,604,1288,12.88,4.0,0.071403399,,,,boundary
low,low:604,604,1308,13.08,4.0,0.071403399,,,,boundary
low,low:604,604,1328,13.28,4.0,0.071403399,,,,boundary
low,low:604,604,1348,13.48,4.0,0.071403399,,,,boundary
low,low:604,604,1368,13.68,4.0,0.071403399,,,,boundary
low,low:604,604,1388,13.88,4.0,0.071403399,,,,boundary
low,low:604,604,1409,14.09,4.0,0.071403399,,,,boundary
low,low:604,604,1429,14.29,4.0,0.071403399,,,,boundary
low,low:604,604,1449,14.49,4.0,0.071403399,,,,boundary
low,low:604,604,1469,14.69,4.0,0.071403399,,,,boundary
low,low:604,604,1489,14.89,4.0,0.071403399,,,,boundary
low,low:604,604,1510,15.1,4.0,0.071403399,,,,boundary
low,low:604,604,1530,15.3,4.0,0.071403399,,,,boundary
low,low:604,604,1550,15.5,4.0,0.071403399,,,,boundary
low,low:604,604,1570,15.7,4.0,0.071403399,,,,boundary
low,low:604,604,1590,15.9,4.0,0.071403399,,,,boundary
low,low:604,604,1610,16.1,4.0,0.071403399,,,,boundary
low,low:604,604,1631,16.31,4.0,0.071403399,,,,boundary
low,low:604,604,1651,16.51,4.0,0.071403399,,,,boundary
low,low:604,604,1671,16.71,4.0,0.071403399,,,,boundary
low,low:604,604,1691,16.91,4.0,0.071403399,,,,boundary
low,low:604,604,1711,17.11,4.0,0.071403399,,,,boundary
low,low:604,604,1732,17.32,4.0,0.071403399,,,,boundary
low,low:604,604,1752,17.52,4.0,0.071403399,,,,boundary
low,low:604,604,1772,17.72,4.0,0.071403399,,,,boundary
low,low:604,604,1792,17.92,4.0,0.071403399,,,,boundary
low,low:604,604,1812,18.12,4.0,0.071403399,,,,boundary
low,low:604,604,1832,18.32,4.0,0.071403399,,,,boundary
low,low:604,604,1853,18.53,4.0,0.071403399,,,,boundary
low,low:604,604,1873,18.73,4.0,0.071403399,,,,boundary
low,low:604,604,1893,18.93,4.0,0.071403399,,,,boundary
low,low:604,604,1913,19.13,4.0,0.071403399,,,,boundary
low,low:604,604,1933,19.33,4.0,0.071403399,,,,boundary
low,low:604,604,1954,19.54,4.0,0.071403399,,,,boundary
low,low:1489,1489,-44,-0.44,0.21188109,0.26971033,0.996243113185498,0.9906641673751833,-0.005578945810314706,bA
low,low:1489,1489,-24,-0.24,0.28840391,0.26951672,0.9994634177129723,1.0026805698688783,-0.002143987581850637,Ba
low,low:1489,1489,-4,-0.04,0.37341149,0.28383522,1.0292389999442102,0.9973540559126287,0.02659305585683891,aB
low,low:1489,1489,16,0.16,0.58212989,0.17155231,1.0130018142311195,0.991303312787876,0.004305127018995436,aB
low,low:1489,1489,36,0.36,0.71737643,0.0032248293,0.8681011299730834,0.6275332180856776,-0.24056791188740578,bA
low,low:1489,1489,56,0.56,0.68058232,0.013978678,1.3053086846517832,0.9186180531074501,0.22392673775923333,aB
low,low:1489,1489,77,0.77,0.54674462,0.006857339,0.8341961351097757,1.040151701332475,0.12565216355774922,Ba
