path_type,condition,track_id,frame,score,order,x,z
straight closure,medium,medium:65,815,0.9999999841631061,0,0.0,0.0
straight closure,medium,medium:65,815,0.9999999841631061,1,0.06672203987778089,-1.3853063965371534e-17
straight closure,medium,medium:65,815,0.9999999841631061,2,0.13332703338363777,-2.3288047817781433e-05
straight closure,medium,medium:65,815,0.9999999841631061,3,0.2000374285328066,-1.637045295605082e-05
straight closure,medium,medium:65,815,0.9999999841631061,4,0.26665406676727604,-4.6576095635562955e-05
straight closure,medium,medium:65,815,0.9999999841631061,5,0.3333830866338347,-5.823156089304474e-05
straight closure,medium,medium:65,815,0.9999999841631061,6,0.3999927355913802,-4.887680448559678e-05
straight closure,medium,medium:65,815,0.9999999841631061,7,0.4667101200174725,-8.151960871082617e-05
straight closure,medium,medium:65,815,0.9999999841631061,8,0.5333144941882769,-8.223565709025284e-05
straight closure,medium,medium:65,815,0.9999999841631061,9,0.6000371534011103,-0.00010480765652860762
straight closure,medium,medium:65,815,0.9999999841631061,10,0.6666351669181894,-0.00011644023908890724
straight closure,medium,medium:65,815,0.9999999841631061,11,0.7333641867847481,-0.00012809570434638905
straight closure,medium,medium:65,815,0.9999999841631061,12,0.7999622003018271,-0.00013972828690668866
straight closure,medium,medium:65,815,0.9999999841631061,13,0.8666912201683858,-0.0001513837521641705
straight closure,medium,medium:65,815,0.9999999841631061,14,0.9332985657915875,-0.00015838124666590317
straight closure,medium,medium:65,815,0.9999999841631061,15,0.9999999703326747,-0.00016631554347167315
circle-like,medium,medium:1336,35,0.976894093220359,0,0.0,0.0
circle-like,medium,medium:1336,35,0.976894093220359,1,0.09460866223958732,1.9353860292102055e-17
circle-like,medium,medium:1336,35,0.976894093220359,2,0.17636617534694135,-0.006935404793807742
circle-like,medium,medium:1336,35,0.976894093220359,3,0.2395786337204162,-0.014252060679561095
circle-like,medium,medium:1336,35,0.976894093220359,4,0.2984567315590473,-0.036063906696469666
circle-like,medium,medium:1336,35,0.976894093220359,5,0.32845542534723376,-0.06686847690203593
circle-like,medium,medium:1336,35,0.976894093220359,6,0.33407903314088144,-0.0922405508771078
circle-like,medium,medium:1336,35,0.976894093220359,7,0.3365842342348353,-0.12082432859978047
circle-like,medium,medium:1336,35,0.976894093220359,8,0.2849301831814217,-0.16940094470209338
circle-like,medium,medium:1336,35,0.976894093220359,9,0.23127021111229984,-0.2192318517729642
circle-like,medium,medium:1336,35,0.976894093220359,10,0.120779757411762,-0.2504339821822392
circle-like,medium,medium:1336,35,0.976894093220359,11,0.04374302943527705,-0.24438678458886198
circle-like,medium,medium:1336,35,0.976894093220359,12,0.009658444846610303,-0.22466386923181136
circle-like,medium,medium:1336,35,0.976894093220359,13,-0.016394001857572286,-0.17672419026158015
circle-like,medium,medium:1336,35,0.976894093220359,14,-0.022462696959126897,-0.10039190479461775
circle-like,medium,medium:1336,35,0.976894093220359,15,-0.02171603928804146,-0.007892817351849771
crooked/random-like,medium,medium:856,237,0.9893301986881967,0,0.0,0.0
crooked/random-like,medium,medium:856,237,0.9893301986881967,1,0.0,0.0
crooked/random-like,medium,medium:856,237,0.9893301986881967,2,0.13892051386294102,-0.04117524942276356
crooked/random-like,medium,medium:856,237,0.9893301986881967,3,0.1846533216097631,-0.11990302284130289
crooked/random-like,medium,medium:856,237,0.9893301986881967,4,0.2824619822814294,-0.18815320609873792
crooked/random-like,medium,medium:856,237,0.9893301986881967,5,0.365173435256414,-0.184624012561267
crooked/random-like,medium,medium:856,237,0.9893301986881967,6,0.35564152487634954,-0.2240856402770349
crooked/random-like,medium,medium:856,237,0.9893301986881967,7,0.38026744140023094,-0.1990366696778684
crooked/random-like,medium,medium:856,237,0.9893301986881967,8,0.36479432870076295,-0.20903348540235112
crooked/random-like,medium,medium:856,237,0.9893301986881967,9,0.35564152487634954,-0.2240856402770349
crooked/random-like,medium,medium:856,237,0.9893301986881967,10,0.34982944689464307,-0.17642486295200813
crooked/random-like,medium,medium:856,237,0.9893301986881967,11,0.2662098353245079,-0.14305239577067222
crooked/random-like,medium,medium:856,237,0.9893301986881967,12,0.24231432925335838,-0.13265673692232022
crooked/random-like,medium,medium:856,237,0.9893301986881967,13,0.09370640605691573,-0.093321208059523
crooked/random-like,medium,medium:856,237,0.9893301986881967,14,-9.032609220272239e-05,-7.101475922427826e-05
crooked/random-like,medium,medium:856,237,0.9893301986881967,15,4.341860815339471e-05,-0.0001380081646621543
