window,condition,closure_class,class_name,windows,tracks,information_nats,traversal,path_length_px,handover_rate,reverse_flow_rate,coherence,rational_distance_q8
8,high,0,low-order closure,2297940,1800,0.0005635564250739515,0.9433364441695055,0.02295499244600825,0.4408159233300882,0.373171133711063,0.9652672562244018,0.008250602004159136
8,high,2,random-like,11020,1025,0.0035416698129181346,0.49117379226434704,0.0007326792993234509,0.8087749546279491,0.49244555353902,0.17119085836183276,0.01749359856199076
8,high,3,unclassified,576396,1471,-0.00044314388610472525,0.6176461768731248,0.0016114871480969273,0.7197109774728286,0.5076145566589636,0.6417971517586921,0.013785449427430173
8,low,0,low-order closure,2111575,1800,0.000677455919155885,0.9370958069838635,0.025037245269488053,0.48029309649815666,0.3738495554266365,0.9594920134478927,0.008426605971207394
8,low,2,random-like,8288,903,0.004302463518358266,0.4974980213101311,0.0007734307039985614,0.8107625599117271,0.4900760135135135,0.17195244348201305,0.02013659024276838
8,low,3,unclassified,532416,1463,1.9641291042438458e-05,0.6226100989335475,0.0017751332975251728,0.7016072823828413,0.5124810768271427,0.6505034108163724,0.015643779776013177
8,medium,0,low-order closure,2189144,1800,0.0006119365091515678,0.9410809739488009,0.02646275125202251,0.45597065728496095,0.386384244252548,0.9636056755244106,0.008587470193676916
8,medium,2,random-like,8488,911,0.005289335576005159,0.4972560298368776,0.000840634432495327,0.8100006732193348,0.49350553722902923,0.17544161488186202,0.01931517767026296
8,medium,3,unclassified,536290,1467,-0.00025222559958287995,0.6188139950551532,0.0018019166216413777,0.710857132201927,0.5119900147308359,0.6454911184694653,0.01493531073593394
15,high,0,low-order closure,2227347,1800,2.268747352756737e-05,0.8782791950011196,0.04354455955942004,0.44538075420964346,0.3697297876502105,0.9557419112450533,0.005750477744140788
15,high,1,structured non-closing,66650,1516,0.00040017411106673084,0.5857891795746697,0.017356328313845225,0.41709891758653944,0.45269017254313576,0.8727029151643733,0.04331072104795219
15,high,2,random-like,5532,466,0.00026134876630377283,0.38145356282686343,0.0010575425610474486,0.7957003950496357,0.47698240539889125,0.16129451286810223,0.02127022844620648
15,high,3,unclassified,573227,1331,1.163279372147637e-05,0.5474294551968986,0.003057815667084727,0.7123864217293173,0.5183139198490883,0.6641262811290551,0.012739782276889081
15,low,0,low-order closure,2043843,1800,1.7495585189838052e-05,0.8670198780469099,0.04740766556748772,0.4887697807781444,0.36866602115067876,0.9480524302614352,0.005685785087961563
15,low,1,structured non-closing,79327,1491,0.0003802031359237934,0.5887378416525407,0.019995709664967828,0.440925355985802,0.4451473016753438,0.862116511327858,0.04364219241527597
15,low,2,random-like,3385,322,0.0003794846653022007,0.3953487810920617,0.0011570356631664157,0.8070626558735865,0.4813786312161497,0.16403399373890878,0.0220982987013351
15,low,3,unclassified,513123,1307,2.1763122502275287e-06,0.5594988828026943,0.0032484223418991825,0.6892888350098902,0.5333684126418032,0.6739500260511881,0.014333755913864205
15,medium,0,low-order closure,2106392,1800,3.2466104185870886e-05,0.8786700864550002,0.050478123542514644,0.46141703104509646,0.380646337433868,0.9540750526779085,0.00587014693474141
15,medium,1,structured non-closing,77376,1498,0.00036610298935368414,0.5887396501218094,0.01995572123416183,0.42251565638662414,0.44168303694513367,0.8677403615958642,0.04362691752326732
15,medium,2,random-like,3402,332,0.0005617386013157952,0.3740386819098068,0.0014410360288138184,0.7957084068195179,0.4755829903978052,0.16482619037780427,0.021448610798774425
15,medium,3,unclassified,534152,1309,-4.750842476949625e-05,0.5568420306727409,0.0032887050461772797,0.7017269562649904,0.5331981658154732,0.6712821706091421,0.01356813189106943
30,high,0,low-order closure,2226542,1800,7.739848584490152e-06,0.7849328099919909,0.08371511393810238,0.4641355265176416,0.3801186773031903,0.935559526104132,0.004022769039263869
30,high,1,structured non-closing,179662,1572,0.0001240594309554913,0.5799382774377716,0.039945762626408435,0.44270524843777526,0.4410595080391698,0.8857415352445711,0.02465010935208215
30,high,2,random-like,2838,75,-5.77099017982131e-05,0.2916912906150238,0.0015410841556388205,0.7703760761993854,0.47511158092553435,0.1542991881954242,0.01936857096580678
30,high,3,unclassified,436715,1235,-3.179246722380946e-05,0.4456371948250474,0.006993425626140801,0.7081948597781301,0.5082065725549462,0.6757219837539384,0.010362824296334814
30,low,0,low-order closure,2055973,1800,-4.176710740309129e-06,0.7690627829018113,0.0898402401064184,0.5075598158073186,0.38312208704426887,0.9254471036062154,0.003935480324988545
30,low,1,structured non-closing,207939,1550,9.162327002889847e-05,0.5725640624491265,0.04678041856391924,0.47734091778573656,0.4319778075942143,0.8736095572852055,0.02512451971690056
30,low,2,random-like,1330,42,0.00042780107817501383,0.28436547054286626,0.0012326960252364097,0.7756823560790849,0.43711779448621557,0.1596771955128551,0.018173324506598063
30,low,3,unclassified,347433,1213,-2.3298513104301783e-05,0.4611678123020271,0.007580337209280033,0.686497633921279,0.5217475023961454,0.6826786541098161,0.012160842515261684
30,medium,0,low-order closure,2106127,1800,4.389854254746659e-06,0.7920918713693519,0.09644466711750084,0.48148800929465513,0.39487311702159145,0.9326633885756335,0.004055066531612116
30,medium,1,structured non-closing,203320,1570,0.00010340818846162782,0.5885336527152031,0.04762894015385295,0.4513096392979981,0.43004738015607585,0.8821555705476454,0.025087159367059325
30,medium,2,random-like,1865,45,-0.00013371640742090743,0.2720413097185841,0.0027430831750736412,0.771248959970417,0.4475603217158177,0.15165730933714097,0.018948390420244765
30,medium,3,unclassified,383010,1215,-4.11118288698018e-05,0.4621065030057352,0.007795472574362839,0.6965343481623331,0.5161851300662297,0.6821286086636397,0.011361546483887826
