source_file,file_bytes,fps,frames,duration_hours,time_axes_agree,missing_expected_datasets,range_requests,range_bytes
20220217_cam1_flid1.h5,3043520340,99.96,42103151,116.99999722111068,True,,104,109051904
20220217_cam4_flid15.h5,3347386582,99.96,50379840,140.00000000000003,True,,81,84934656
20220313_cam3_flid16.h5,2716181636,99.96,30587760,85.0,True,,102,106954752
20220313_cam4_flid23.h5,1461761805,99.96,20151936,56.0,True,,74,77594624
20220326_cam3_flid24.h5,2581643270,99.96,32746896,91.0,True,,102,106954752
20220326_cam4_flid31.h5,2628016001,99.96,36345456,101.0,True,,75,78643200
20220418_cam1_flid32.h5,827232527,99.96,11515392,32.0,True,,88,92274688
20220418_cam4_flid47.h5,2549748595,99.96,35265888,98.0,True,,75,78643200
