source_file,date,split,burst,recording_fraction,fps,feature,scale_frames,scale_seconds,amount,persistence,retained_dispersion,reversal_asymmetry,abs_reversal_asymmetry,valid_blocks,total_blocks,ARA_coordinate
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_span,64,0.6402561024409764,0.9999534491888313,0.7987146093737958,0.7553105698290868,0.45008679799586593,0.45008679799586593,93,93,0.9995312372459816
20220217_cam1_flid1.h5,20220217,development,q2,0.375,99.96,core_span,64,0.6402561024409764,1.0299229375174623,0.45651403295162063,0.8486808101542661,-0.04022052558550294,0.04022052558550294,93,93,1.740401912300349
20220217_cam1_flid1.h5,20220217,development,q3,0.625,99.96,core_span,64,0.6402561024409764,1.016419457206139,0.5209376878381086,1.145912420587596,0.5891323680794607,0.5891323680794607,93,93,1.479623399550735
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,core_span,64,0.6402561024409764,0.850016828499609,0.8259790700183407,0.7472336395319483,-0.0770058030014681,0.0770058030014681,93,93,0.00014600067376746573
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_span,64,0.6402561024409764,1.0657246500888315,0.9437236783240518,0.9418181095668092,0.6778807308704681,0.6778807308704681,93,93,1.9697711617789206
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_span,64,0.6402561024409764,1.0498623422253708,0.48274586563506616,0.7647432937207059,-0.10727815671948339,0.10727815671948339,93,93,1.9193246777393362
20220217_cam4_flid15.h5,20220217,development,q3,0.625,99.96,core_span,64,0.6402561024409764,0.983782918038351,0.5665890911332706,0.9194248001893018,0.05576914401278133,0.05576914401278133,93,93,0.5269066725591989
20220217_cam4_flid15.h5,20220217,development,q4,0.875,99.96,core_span,64,0.6402561024409764,0.9992426983119487,0.6199312608849775,0.8704637607017651,-0.257687770005242,0.257687770005242,93,93,0.9769617200697389
20220313_cam3_flid16.h5,20220313,development,q1,0.125,99.96,core_span,64,0.6402561024409764,1.0337314373441424,0.7457885732780543,0.8080648894783136,-0.2390053355141476,0.2390053355141476,93,93,1.7903363508250574
20220313_cam3_flid16.h5,20220313,development,q2,0.375,99.96,core_span,64,0.6402561024409764,1.020137546435808,0.7585345930366968,0.8054732531939455,0.11749949900366606,0.11749949900366606,93,93,1.5652959223650504
20220313_cam3_flid16.h5,20220313,development,q3,0.625,99.96,core_span,64,0.6402561024409764,0.9931395581242863,0.39307676895334676,0.6259268266121831,0.3144705026298582,0.3144705026298582,93,93,0.7864582956379776
20220313_cam3_flid16.h5,20220313,development,q4,0.875,99.96,core_span,64,0.6402561024409764,0.9873162857270286,0.5998797836104989,0.7289122191457427,0.0452823288805609,0.0452823288805609,93,93,0.6184882909370061
20220313_cam4_flid23.h5,20220313,development,q1,0.125,99.96,core_span,64,0.6402561024409764,1.0091315197189545,0.5798283063360201,0.7559960758877896,-0.19543961157969555,0.19543961157969555,93,93,1.2830813066503874
20220313_cam4_flid23.h5,20220313,development,q2,0.375,99.96,core_span,64,0.6402561024409764,1.00688092020297,0.8574665166530523,1.1182250199163855,0.6131672562407049,0.6131672562407049,93,93,1.2160883005999972
20220313_cam4_flid23.h5,20220313,development,q3,0.625,99.96,core_span,64,0.6402561024409764,0.9846675575179845,0.6353331021461873,0.8736788882864437,-0.09145682062526814,0.09145682062526814,93,93,0.5490024470124851
20220313_cam4_flid23.h5,20220313,development,q4,0.875,99.96,core_span,64,0.6402561024409764,0.996632883727405,0.6623152443629302,0.9987310201412943,0.2694987887275299,0.2694987887275299,93,93,0.8944638492408811
20220326_cam3_flid24.h5,20220326,development,q1,0.125,99.96,core_span,64,0.6402561024409764,1.0229293571461389,0.6864972334818057,0.7676859092663268,0.01137792483304693,0.01137792483304693,93,93,1.6226067896252556
20220326_cam3_flid24.h5,20220326,development,q2,0.375,99.96,core_span,64,0.6402561024409764,0.999982968064479,0.6079096219348673,0.2838132985632118,0.07998926803014479,0.07998926803014479,93,93,1.0004687627540183
20220326_cam3_flid24.h5,20220326,development,q3,0.625,99.96,core_span,64,0.6402561024409764,0.9978856106073575,0.6231370312716736,0.9269490423486603,-0.1131459524899985,0.1131459524899985,93,93,0.9339525485228776
20220326_cam3_flid24.h5,20220326,development,q4,0.875,99.96,core_span,64,0.6402561024409764,0.9336618114137838,0.6636098824037113,0.8037308649958239,0.0832955864395072,0.0832955864395072,93,93,0.029206228101884335
20220326_cam4_flid31.h5,20220326,development,q1,0.125,99.96,core_span,64,0.6402561024409764,0.9986316491156494,0.8263489666014209,0.9820819584840303,-0.07816927344150565,0.07816927344150565,93,93,0.9575760732612819
20220326_cam4_flid31.h5,20220326,development,q2,0.375,99.96,core_span,64,0.6402561024409764,1.069287826006847,0.9567683368524882,0.7109056660441005,-0.8027189346051855,0.8027189346051855,93,93,1.975819946120742
20220326_cam4_flid31.h5,20220326,development,q3,0.625,99.96,core_span,64,0.6402561024409764,0.9341587102601216,0.8898170553149516,0.954627947767293,-0.09105745229228583,0.09105745229228583,93,93,0.030128664705897368
20220326_cam4_flid31.h5,20220326,development,q4,0.875,99.96,core_span,64,0.6402561024409764,1.001709857586957,0.6650894687360325,0.8173252651331729,0.0910559238199025,0.0910559238199025,93,93,1.0552587819582908
