source_file,date,split,burst,recording_fraction,feature,boundary_scale_frames,boundary_scale_seconds,geometry_change_score,delta_persistence,delta_retained_dispersion,delta_abs_reversal_asymmetry,null_median,null_q95,null_excess_q95,null_z_score
20220217_cam1_flid1.h5,20220217,development,q1,0.125,rotation_speed,2,0.020008003201280513,0.34091355809355645,-0.13568091772778784,-0.29294416457020644,-0.10952834838897987,0.3684681018654422,0.47257073443877484,-0.1316571763452184,-1.0261710618462283
20220217_cam1_flid1.h5,20220217,development,q1,0.125,rotation_speed,4,0.040016006402561026,0.6343147721859055,0.28216421541246983,-0.2033348139743367,0.5304653986641772,0.3013991348736311,0.5992734046912518,0.0350413674946537,5.680405793365607
20220217_cam1_flid1.h5,20220217,development,q1,0.125,rotation_speed,8,0.08003201280512205,0.3429306731612452,0.058768933473392675,-0.1660412621081217,-0.2942413266874094,0.3577077508311365,0.6574830872233219,-0.31455241406207674,-0.1644738619037294
20220217_cam1_flid1.h5,20220217,development,q1,0.125,rotation_speed,16,0.1600640256102441,0.5389953751248707,-0.1324546952020554,0.03842520991696265,0.5210520812431019,3.723192071001032,4.029116778123303,-3.490121402998432,-27.463926849994714
20220217_cam1_flid1.h5,20220217,development,q1,0.125,rotation_speed,32,0.3201280512204882,0.5480501101801193,0.0923622210208058,0.34669151972936957,0.41428629417865714,2.828278636962147,3.2024739766527843,-2.654423866472665,-12.70063034049362
20220217_cam1_flid1.h5,20220217,development,q1,0.125,rotation_speed,64,0.6402561024409764,5.115310470001057,0.25308955566451885,0.20236751894377156,5.10503616721689,1.4692317241965793,2.555800068004081,2.5595104019969757,7.8473314909387835
20220217_cam1_flid1.h5,20220217,development,q1,0.125,rotation_speed,128,1.2805122048819528,1.3743844750096577,0.7396222839824808,0.17089499779208878,1.1457252994997331,1.5631206443236354,3.30942998945597,-1.9350455144463121,-0.387721438892435
20220217_cam1_flid1.h5,20220217,development,q1,0.125,rotation_speed,256,2.5610244097639057,0.7233826399564272,-0.5078921752424896,0.4333755783052988,0.2784126258744922,1.9048836346126812,4.4817144126993735,-3.758331772742946,-1.567632631027873
20220217_cam1_flid1.h5,20220217,development,q1,0.125,rotation_speed,512,5.122048819527811,0.8386442159849421,0.23959944267109584,-0.35494820970514057,-0.7210603279225769,3.7407488680719356,6.066237243974959,-5.227593027990016,-2.8780184058913
20220217_cam1_flid1.h5,20220217,development,q1,0.125,rotation_speed,1024,10.244097639055623,5.378391886083955,-0.7755565875970897,1.5357544694720446,-5.095789386270308,3.7298468847024067,10.584756134314024,-5.206364248230068,1.1252674758520984
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_bend,2,0.020008003201280513,1.1593857924715252,1.049580494514489,-0.4813133505116748,0.10437269728608396,4.0103487284415,4.086099625463876,-2.926713832992351,-71.79759408379597
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_bend,4,0.040016006402561026,0.23048878735458603,-0.11106302344290576,0.15438408394046768,-0.13021382624656558,0.3029082846204114,0.5561459336296924,-0.32565714627510645,-1.0166303047573602
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_bend,8,0.08003201280512205,0.2433984792532501,-0.2328567826450446,0.06010419393952658,0.037523650540333055,0.2839624850784964,0.49959209962230855,-0.25619362036905846,-0.44851468668706834
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_bend,16,0.1600640256102441,0.39740251172993424,-0.37817202102026715,0.0592484778774765,0.10679090184050938,0.6187112580475458,1.2111531752700218,-0.8137506635400875,-0.8136386050620454
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_bend,32,0.3201280512204882,0.13244183894748746,-0.11024628218444456,-0.07077902603096478,-0.019414619295985053,1.125828522491823,1.7492995787130123,-1.6168577397655248,-5.094783326254391
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_bend,64,0.6402561024409764,0.27121218482169235,-0.04181872488141715,-0.17095319887116955,0.20635466372428443,2.7044078255111037,3.4447006938150126,-3.1734885089933202,-9.461318619155378
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_bend,128,1.2805122048819528,1.8493282740299772,-1.521950439040454,0.007205531469740196,1.0505379605456924,1.590076344671203,3.338527620214232,-1.4891993461842548,0.3905986172175921
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_bend,256,2.5610244097639057,1.6143669558045775,-1.077682174824454,-1.0586438016510362,-0.569258376561307,2.094418493020976,6.352736118789228,-4.738369162984651,-0.45580750037373896
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_bend,512,5.122048819527811,4.854534074724969,-1.2809736912996421,-4.188949219835921,2.092441616509289,3.177005722435231,5.762319145693155,-0.9077850709681865,1.4345112876939548
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_bend,1024,10.244097639055623,5.983844088413925,-4.338538461360702,-2.14590564643644,3.518318213341764,4.309081189451305,6.840920489860878,-0.8570764014469532,1.4476229263646694
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_span,2,0.020008003201280513,0.7276181228024813,0.5293042227455602,-0.4717785357530356,0.16337131209929984,3.746081952176845,4.350429402266997,-3.6228112794645155,-13.425851054262173
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_span,4,0.040016006402561026,0.8558876635226499,-0.13539633904865264,-0.7118392722139038,0.4555176994107506,7.694993155868094,8.4727027208378,-7.61681505731515,-30.0903472025197
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_span,8,0.08003201280512205,0.6230679953235779,0.02941911838518889,-0.5974958895524332,-0.1742036286588971,2.0322685006030783,2.283703707757946,-1.660635712434368,-12.140022340529567
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_span,16,0.1600640256102441,0.9788285804983521,0.08241163426296867,-0.24308608629499645,0.9445754957589717,1.2074219903822314,1.8290578736729894,-0.8502292931746374,-1.7975033732173096
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_span,32,0.3201280512204882,2.5315577534636904,-0.023163380849750764,-0.060061594942380024,2.530739165090451,1.0897918374202198,2.308195915613144,0.22336183785054642,5.754989202937434
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_span,64,0.6402561024409764,0.7959266656326466,-0.4549009472518315,-0.26703740990774366,0.5960330586169301,1.027310192957766,2.5413939966342336,-1.7454673310015871,-0.5823183219403981
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_span,128,1.2805122048819528,1.5589505917249418,-0.047345444522673585,-0.28388495512213885,-1.532153611286348,1.5215476813260347,2.864247487248047,-1.3052968955231052,0.06856739114591968
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_span,256,2.5610244097639057,1.8941038130231194,-1.1086656227847802,-0.9981415189408966,1.1671346535555847,2.39667993599108,4.000343431837248,-2.1062396188141284,-0.6596841288200643
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_span,512,5.122048819527811,1.927698616002605,-1.6668229937862027,0.852970814226703,-0.4584363113905736,2.968365370390285,6.099401081389829,-4.171702465387225,-0.8037070730213804
20220217_cam1_flid1.h5,20220217,development,q1,0.125,core_span,1024,10.244097639055623,7.702282070741142,4.043758249308718,-1.1364320724496817,6.456135877064226,4.436421450128213,9.157462010129628,-1.4551799393884854,2.2712711835084
20220217_cam1_flid1.h5,20220217,development,q1,0.125,articulation_speed,2,0.020008003201280513,0.946104079178941,-0.059651068166640175,0.8307676472494375,0.4487536016448725,6.625731031941196,18.185867433198272,-17.23976335401933,-3.2507374270546006
20220217_cam1_flid1.h5,20220217,development,q1,0.125,articulation_speed,4,0.040016006402561026,9.284566064772058,0.081412476998792,9.271635460478963,-0.4830268188153387,10.178246454741894,13.115159489847102,-3.830593425075044,-0.42445909364393425
20220217_cam1_flid1.h5,20220217,development,q1,0.125,articulation_speed,8,0.08003201280512205,7.990071806761972,0.09700268254512756,7.962182456755609,0.6599155113533832,9.296205526299296,9.843635145073431,-1.8535633383114591,-6.433593718262445
20220217_cam1_flid1.h5,20220217,development,q1,0.125,articulation_speed,16,0.1600640256102441,3.1023991713435897,0.04636192383037027,-2.952545818246992,0.9514222940021634,3.7957609595639914,4.3753214656087085,-1.2729222942651188,-2.4782227229346065
20220217_cam1_flid1.h5,20220217,development,q1,0.125,articulation_speed,32,0.3201280512204882,2.8814859073929724,0.0017977816432282908,-2.8596971025444593,-0.353681048664313,2.5147762852048285,3.223478720268576,-0.34199281287560357,1.2802872344387737
20220217_cam1_flid1.h5,20220217,development,q1,0.125,articulation_speed,64,0.6402561024409764,2.2820664287486214,-0.23770650193656775,-2.171162435739609,-0.6613444501859943,1.9330890804815852,3.4288182186803815,-1.14675178993176,0.6328168451331045
20220217_cam1_flid1.h5,20220217,development,q1,0.125,articulation_speed,128,1.2805122048819528,4.7473220937799185,-1.0685320402453231,-1.70346293756896,4.300409324865372,1.731156552058062,4.0741264626139015,0.673195631166017,8.558483408207149
20220217_cam1_flid1.h5,20220217,development,q1,0.125,articulation_speed,256,2.5610244097639057,3.144746620653533,-1.3735313863712648,-1.1322916792636348,-2.5924425532372335,2.7401552387352988,6.099679062454457,-2.9549324418009237,0.5461913179509748
20220217_cam1_flid1.h5,20220217,development,q1,0.125,articulation_speed,512,5.122048819527811,12.614963782091356,0.23329976502181932,-7.496747929849803,10.143059347130437,3.423946435442358,9.642872833953223,2.972090948138133,5.1568719274648585
20220217_cam1_flid1.h5,20220217,development,q1,0.125,articulation_speed,1024,10.244097639055623,4.049118618473261,-3.702081235313862,1.3372645174031288,0.9495681776988824,5.0554271270487625,11.785503156199493,-7.736384537726232,-0.3660046662424137
20220217_cam1_flid1.h5,20220217,development,q1,0.125,lr_articulation_balance,2,0.020008003201280513,0.9236979032433174,-0.8364075224313833,-0.39073606658024357,0.031074091293156338,0.443666083732085,0.7436566580127206,0.18004124523059672,6.213494434586815
20220217_cam1_flid1.h5,20220217,development,q1,0.125,lr_articulation_balance,4,0.040016006402561026,1.7403113058389221,-0.5166036580525625,-1.6524915210848858,-0.176283505921699,2.3192123033061156,2.5686461059267365,-0.8283348000878143,-6.49747289127458
20220217_cam1_flid1.h5,20220217,development,q1,0.125,lr_articulation_balance,8,0.08003201280512205,1.5075824917831508,-0.5070997744331287,-1.418356468026338,0.0626076505613802,1.7547854718446874,2.2792222410543763,-0.7716397492712255,-1.3668380771496664
20220217_cam1_flid1.h5,20220217,development,q1,0.125,lr_articulation_balance,16,0.1600640256102441,0.8936298116635113,-0.4739519134888975,-0.7135194458083488,0.25462487004870915,1.1510444730034148,2.0460707166675722,-1.152440905004061,-0.8253168972113561
20220217_cam1_flid1.h5,20220217,development,q1,0.125,lr_articulation_balance,32,0.3201280512204882,1.3388179419024628,0.11871202282518944,-0.46364659862794155,1.2503490587741641,1.0685756124887296,3.7564647189364906,-2.4176467770340277,0.5433482547236513
20220217_cam1_flid1.h5,20220217,development,q1,0.125,lr_articulation_balance,64,0.6402561024409764,0.9163950391226423,-0.013766212016700963,-0.2249886059798917,-0.8882401062294617,1.792552258520446,3.175488514981205,-2.2590934758585623,-1.3856697313841595
20220217_cam1_flid1.h5,20220217,development,q1,0.125,lr_articulation_balance,128,1.2805122048819528,1.995832741464295,0.19393006306372215,-0.06583469456709663,1.9852972713254406,2.2953240535479775,6.014711472422482,-4.018878730958187,-0.26862426083619767
20220217_cam1_flid1.h5,20220217,development,q1,0.125,lr_articulation_balance,256,2.5610244097639057,3.1373107738441606,-2.9358016995538097,-0.15057845691913926,1.095953192836017,2.5747165853242224,5.602912774323507,-2.465602000479347,0.6446590362353437
20220217_cam1_flid1.h5,20220217,development,q1,0.125,lr_articulation_balance,512,5.122048819527811,2.3263921778531804,-0.10432785686932314,-0.07922421846304725,-2.3227009679824127,5.139007220786488,9.198497962390839,-6.872105784537658,-1.5614527789858441
20220217_cam1_flid1.h5,20220217,development,q1,0.125,lr_articulation_balance,1024,10.244097639055623,13.66284310512157,-3.8174511263548,-0.07093751136638228,13.118510452126097,5.87018507045728,16.931087882384343,-3.2682447772627725,2.4958821129880144
20220217_cam1_flid1.h5,20220217,development,q2,0.375,traversal_speed,2,0.020008003201280513,0.4170940217749617,0.2304400687595874,-0.30518998763665645,-0.1665048622618161,1.393419162926969,1.4666680932521043,-1.0495740714771427,-34.33116614932251
20220217_cam1_flid1.h5,20220217,development,q2,0.375,traversal_speed,4,0.040016006402561026,0.6747136779137916,0.09816911061106373,-0.40856965278879176,0.5278941292587317,0.5661906445417149,0.7801123458789405,-0.10539866796514896,1.9296882844969094
20220217_cam1_flid1.h5,20220217,development,q2,0.375,traversal_speed,8,0.08003201280512205,0.7222804905150821,0.04046935392089174,-0.23156009132603464,0.6829577311056753,0.5918843544305048,1.0979903718973534,-0.37570988138227124,1.5259321215665067
20220217_cam1_flid1.h5,20220217,development,q2,0.375,traversal_speed,16,0.1600640256102441,1.6529416274694713,-0.09398235687683365,0.04781375361163613,1.6495748498879539,0.5513947108864077,1.1524761202402796,0.5004655072291917,8.777389574640935
20220217_cam1_flid1.h5,20220217,development,q2,0.375,traversal_speed,32,0.3201280512204882,1.923126508508763,-0.2029693276235992,-0.24577661268298454,-1.8965265293243876,0.5657140272212169,1.7092328833786716,0.21389362513009136,6.5897286742019
20220217_cam1_flid1.h5,20220217,development,q2,0.375,traversal_speed,64,0.6402561024409764,3.549380186642196,-0.4063348243537957,-0.17090169251837245,3.52190067028301,0.86258668740654,2.6417198490695144,0.9076603375726817,9.786690650936132
20220217_cam1_flid1.h5,20220217,development,q2,0.375,traversal_speed,128,1.2805122048819528,1.7463469391613393,-0.006210815041360746,-0.5421781893181412,1.6600397190195186,1.631541597195068,3.6208003741573873,-1.874453434996048,0.16600839935341957
20220217_cam1_flid1.h5,20220217,development,q2,0.375,traversal_speed,256,2.5610244097639057,1.3411454164200693,-0.7210479285941971,-0.04637559313837452,-1.1298717701649348,2.012293510288455,4.943204129471015,-3.602058713050946,-0.635564299416919
20220217_cam1_flid1.h5,20220217,development,q2,0.375,traversal_speed,512,5.122048819527811,1.5673281610854077,-1.3777537913058928,-0.7213922052698506,0.1946929409339381,2.5414216308975064,6.208021135856922,-4.640692974771514,-1.5242791306061358
20220217_cam1_flid1.h5,20220217,development,q2,0.375,traversal_speed,1024,10.244097639055623,6.202955318224383,-2.7051019561005942,-0.7731775067853147,-5.528225269468506,3.915782134944995,10.569732969804866,-4.366777651580483,1.1445424460248532
20220217_cam1_flid1.h5,20220217,development,q2,0.375,rotation_speed,2,0.020008003201280513,0.722316780145495,0.7096989138331685,-0.07716241283287213,0.11006790917240854,0.40094040162835437,0.5252351170882498,0.19708166305724528,9.536763085327417
20220217_cam1_flid1.h5,20220217,development,q2,0.375,rotation_speed,4,0.040016006402561026,1.3979781433611107,0.33292918659516346,-0.25773995194227173,1.333068326531411,0.2834334827998409,0.6431694085458176,0.7548087348152931,20.08974001891348
20220217_cam1_flid1.h5,20220217,development,q2,0.375,rotation_speed,8,0.08003201280512205,1.4207428113076308,0.0783538812949597,0.07506224401335,-1.4165932601463294,0.4435494679143641,0.8572695207739385,0.5634732905336923,7.150458913991886
20220217_cam1_flid1.h5,20220217,development,q2,0.375,rotation_speed,16,0.1600640256102441,2.2597945645879487,0.005200541640340783,-0.13149699276740223,2.255959434342961,0.6140970443947553,1.1932151530175152,1.0665794115704335,9.118768818989125
20220217_cam1_flid1.h5,20220217,development,q2,0.375,rotation_speed,32,0.3201280512204882,0.5251958552803137,0.0677968594815618,-0.12303950063793083,-0.5060588439409257,0.8505315422992437,1.5190426130678156,-0.993846757787502,-1.2206973756214405
20220217_cam1_flid1.h5,20220217,development,q2,0.375,rotation_speed,64,0.6402561024409764,2.0152790416693454,-0.6450869898793296,-0.08140837288254893,1.9075075538788193,0.8697044180526039,2.4496766570515707,-0.4343976153822253,4.4376795423818525
20220217_cam1_flid1.h5,20220217,development,q2,0.375,rotation_speed,128,1.2805122048819528,1.2546138693867772,-0.22294973647965274,-0.4207430498818925,-1.1607431508466453,1.3788249991733124,3.445945620020949,-2.1913317506341716,-0.17822980046439696
20220217_cam1_flid1.h5,20220217,development,q2,0.375,rotation_speed,256,2.5610244097639057,1.6763538377863725,-1.2514044317830435,0.06242588393689966,1.1136660839720107,1.857442210933173,4.4555805618775315,-2.779226724091159,-0.2708818518619288
20220217_cam1_flid1.h5,20220217,development,q2,0.375,rotation_speed,512,5.122048819527811,3.787401909943675,-2.0868608800479085,-0.10361805317282854,3.1589061704690344,2.4514407250703383,4.854504230874623,-1.0671023209309478,1.3494546964685235
20220217_cam1_flid1.h5,20220217,development,q2,0.375,rotation_speed,1024,10.244097639055623,2.4543336357154693,-0.03371985163465609,-0.5532370160832429,-2.3909298130738508,4.704150816494396,9.916812945049159,-7.462479309333689,-1.3622587856603532
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_bend,2,0.020008003201280513,1.280135348552265,-0.027421537200243717,-0.025499531425702063,-1.279587567854453,3.4578059996591346,3.61126729905607,-2.3311319505038046,-31.032441051882845
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_bend,4,0.040016006402561026,1.9795843583737,-0.16068074375480823,0.0577617289805544,-1.9722067622765602,0.4988678185074819,0.8042881249684709,1.1752962334052293,19.98316180633529
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_bend,8,0.08003201280512205,3.1679490116294033,-0.08041981619104341,-0.24049489573957,3.157783367897603,1.1411616626488907,1.3961950577762343,1.771753953853169,27.024755398855035
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_bend,16,0.1600640256102441,1.6570768894582404,-0.32545311954949085,0.2183863681425253,-1.6100594643557795,1.1033108474820916,1.34542383897557,0.31165305048267045,4.34526388954219
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_bend,32,0.3201280512204882,1.2849751328764656,-0.5544815393761471,-1.003528299137786,0.5802088136452005,0.9115529608220356,1.6042099833719332,-0.3192348504954676,1.8031985122847372
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_bend,64,0.6402561024409764,1.4917445870358121,-0.13095276288489185,-1.0056491142972022,-1.0939941251015528,0.9083507012297505,2.3956544944441194,-0.9039099074083072,2.2078195290154334
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_bend,128,1.2805122048819528,1.3266626900621101,-0.027756360617677986,0.07120334090303086,-1.3244597245263228,1.5797137135179087,3.122706812034308,-1.796044121972198,-0.48344454072826953
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_bend,256,2.5610244097639057,0.9787270554295079,-0.7433182914172268,-0.5046224577490213,0.38825345048000137,1.7514939858663303,3.6536526300301406,-2.674925574600633,-1.174247934016262
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_bend,512,5.122048819527811,3.0093173957750063,-1.1460208924518511,0.3029276917773474,2.766019182169997,2.938169533044758,5.691035117592339,-2.6817177218173325,0.06739303468574778
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_bend,1024,10.244097639055623,2.433871745803351,-2.3948732306711076,0.4086426457945129,-0.14603106543761415,4.633117032266098,8.25173378129922,-5.817862035495869,-1.6518986964935531
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_span,2,0.020008003201280513,0.12871762024019998,-0.07736336819491557,-0.1026807846523128,0.006308049224889417,3.5046438329793728,3.730694697375518,-3.601977077135318,-25.13572623188811
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_span,4,0.040016006402561026,1.3234578963693397,-0.20452657889084994,0.05713484223125267,-1.306309799317441,1.0491004137555109,1.3056719998091835,0.017785896560156278,2.4740181028936723
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_span,8,0.08003201280512205,1.0551346038148632,-0.4734512694689511,-0.030857723969000675,-0.9424440187497823,0.9137476891524334,1.2147572146478618,-0.15962261083299856,1.769412788404744
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_span,16,0.1600640256102441,0.8687643955417421,-0.8014203523273808,-0.07818482834097015,0.32613513526413895,0.9353734804521205,1.3638781018549881,-0.495113706313246,-0.6597408770453014
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_span,32,0.3201280512204882,2.5921712060506223,-1.3176093190407911,-0.6976474668655551,2.120505896202808,1.1514593727318845,1.936264926040719,0.6559062800099034,6.446074086521455
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_span,64,0.6402561024409764,2.1756818676345304,-0.2467034408246563,-0.6018384033543072,-2.0761790716811714,1.237782700206039,2.0711794725377133,0.10450239509681714,3.135347735546598
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_span,128,1.2805122048819528,2.131831075945824,0.1359042334756485,-2.099951312010322,-0.34123051281773453,1.357978186917485,2.8177113620675582,-0.6858802861217344,2.0228392953504675
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_span,256,2.5610244097639057,6.0445935633359165,0.46180130204556163,-1.5730906560879123,5.818009684684267,2.213776348781992,4.369541458220237,1.6750521051156797,6.8748492918724615
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_span,512,5.122048819527811,2.3234973225476483,-1.7124893771776053,1.2539236523535566,0.9453546503869666,2.4514687536441127,4.751223029704279,-2.4277257071566303,-0.12908259153792878
20220217_cam1_flid1.h5,20220217,development,q2,0.375,core_span,1024,10.244097639055623,7.826041724038197,-2.867392213146181,-3.359876516052006,-6.460357634005848,4.77522894333158,8.80419247161177,-0.9781507475735731,2.4526251759236253
20220217_cam1_flid1.h5,20220217,development,q2,0.375,articulation_speed,2,0.020008003201280513,0.2993127864965404,0.2451271863399073,-0.1355804843496674,-0.10544543110497274,0.5968836819209786,0.7239252895706323,-0.4246125030740919,-7.140221943031599
20220217_cam1_flid1.h5,20220217,development,q2,0.375,articulation_speed,4,0.040016006402561026,1.5402386242587256,0.14383985049574763,-0.06906972664134906,1.5319512035079519,0.44287388998506294,0.808037554175615,0.7322010700831106,11.266578786593664
20220217_cam1_flid1.h5,20220217,development,q2,0.375,articulation_speed,8,0.08003201280512205,1.024890591753371,0.020226902595833443,-0.02355302069908609,-1.0244202519922683,0.48727389271484467,1.0680922940597561,-0.04320170230638509,6.17785014592138
20220217_cam1_flid1.h5,20220217,development,q2,0.375,articulation_speed,16,0.1600640256102441,0.7986326272969323,-0.1469371174870732,-0.06435259017549481,0.7823568885269022,0.6082807016566429,1.3126356970067987,-0.5140030697098664,1.6076153697150706
20220217_cam1_flid1.h5,20220217,development,q2,0.375,articulation_speed,32,0.3201280512204882,0.6686043342464415,-0.24286852797813277,-0.2785948044405862,0.5571638617404882,0.7354919983077779,1.7088679686383732,-1.0402636343919318,-0.20587494060029696
20220217_cam1_flid1.h5,20220217,development,q2,0.375,articulation_speed,64,0.6402561024409764,2.539826550749103,-0.6300215768705815,0.17569476410460588,2.4541644342695985,1.0341639820127408,2.4445431526843624,0.09528339806474051,3.1913450006305317
20220217_cam1_flid1.h5,20220217,development,q2,0.375,articulation_speed,128,1.2805122048819528,2.2340400987167106,-0.034890844680339504,-0.608953130275325,2.149161203064941,1.7115198003350016,3.2334278484095567,-0.999387749692846,1.0157948934571386
20220217_cam1_flid1.h5,20220217,development,q2,0.375,articulation_speed,256,2.5610244097639057,1.8444340314460645,-1.2481537428667329,-0.26697828380383537,-1.3314547406882844,2.177793220051484,4.491823717502147,-2.647389686056082,-0.42425188942229547
20220217_cam1_flid1.h5,20220217,development,q2,0.375,articulation_speed,512,5.122048819527811,3.699065686000601,-1.9093655589123861,0.12693980646914063,3.1656431253885624,3.2483374154780673,7.612190068787809,-3.9131243827872084,0.407162690949956
20220217_cam1_flid1.h5,20220217,development,q2,0.375,articulation_speed,1024,10.244097639055623,6.517214526863759,0.5674723061430007,-1.3726275457679795,-6.345703585223921,4.596041784291938,10.665624293113996,-4.1484097662502375,1.0683778989210742
20220217_cam1_flid1.h5,20220217,development,q2,0.375,lr_articulation_balance,2,0.020008003201280513,0.8646789219797428,0.17854245239392114,-0.8409532157640852,-0.09268181971270578,1.1158383028124421,1.3917323264479133,-0.5270534044681705,-3.3240695783404575
20220217_cam1_flid1.h5,20220217,development,q2,0.375,lr_articulation_balance,4,0.040016006402561026,1.3726581759854037,-0.7332773961450727,-1.1603340119540755,0.010941165606869356,1.40356962390368,1.847627330245881,-0.47496915426047726,-0.5556376887453103
20220217_cam1_flid1.h5,20220217,development,q2,0.375,lr_articulation_balance,8,0.08003201280512205,0.7846634405434552,0.18276209706133775,-0.7393322341293893,-0.1888983281569226,1.1307787130886935,2.4425463800553815,-1.6578829395119263,-2.009102279382171
20220217_cam1_flid1.h5,20220217,development,q2,0.375,lr_articulation_balance,16,0.1600640256102441,2.167634520718845,0.7812229397384123,-0.5227352073799204,1.9532224749894624,1.2230346434166104,2.0914934353982937,0.0761410853205513,3.2956301479432155
20220217_cam1_flid1.h5,20220217,development,q2,0.375,lr_articulation_balance,32,0.3201280512204882,0.5257366100772258,-0.1828015262863208,-0.4570046031864572,-0.18474138093365375,1.2281592582514815,2.9664423341622363,-2.4407057240850105,-2.3427862783033393
20220217_cam1_flid1.h5,20220217,development,q2,0.375,lr_articulation_balance,64,0.6402561024409764,1.023433829431166,-0.09272409685999917,-0.41860206074496137,0.9292961636774953,1.6596399153535666,3.2707996402640096,-2.247365810832844,-0.972118281378284
