source_file,date,split,burst,recording_fraction,fps,feature,scale_frames,scale_seconds,amount,persistence,retained_dispersion,reversal_asymmetry,abs_reversal_asymmetry,valid_blocks,total_blocks
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,rotation_speed,256,2.5610244097639057,0.04066423971466343,0.4963297571993225,1.2557584207223946,-0.6897998279092099,0.6897998279092099,23,23
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,rotation_speed,512,5.122048819527811,0.043775902021625526,0.5393939393939393,1.0842906014866636,-0.6255349785176967,0.6255349785176967,11,11
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,rotation_speed,1024,10.244097639055623,0.054464910613371435,0.39999999999999997,1.826180439389077,-0.17137029248785338,0.17137029248785338,5,5
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_bend,1,0.010004001600640256,-0.01386706694517003,0.6045578171121958,1.0,-0.0039135587307664674,0.0039135587307664674,5998,5998
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_bend,2,0.020008003201280513,-0.013779679058782246,0.7878307661364099,0.9429299677036579,0.01586927255380754,0.01586927255380754,2999,2999
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_bend,4,0.040016006402561026,-0.013811118155879355,0.7684374485773384,0.9612355157362591,0.0009535016396960676,0.0009535016396960676,1499,1499
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_bend,8,0.08003201280512205,-0.013830461222915806,0.7277770614239083,0.9683621584641782,0.005251771581176611,0.005251771581176611,749,749
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_bend,16,0.1600640256102441,-0.013890435145829041,0.6617423914838081,0.975387337679303,0.01748448659677132,0.01748448659677132,374,374
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_bend,32,0.3201280512204882,-0.013928866920965835,0.6424916895505131,0.9669949644006548,0.015260575187738141,0.015260575187738141,187,187
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_bend,64,0.6402561024409764,-0.013830949143163202,0.6351894949370405,0.9467247920267348,0.038898148707325254,0.038898148707325254,93,93
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_bend,128,1.2805122048819528,-0.01389863166068205,0.3694334650856389,0.9475791624971429,-0.1592354739189075,0.1592354739189075,46,46
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_bend,256,2.5610244097639057,-0.014188090401961038,0.18125352907961606,0.8220542089791923,-0.09402790126337769,0.09402790126337769,23,23
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_bend,512,5.122048819527811,-0.011160629021531763,-0.04242424242424241,0.3253643353041127,-0.33371350687569895,0.33371350687569895,11,11
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_bend,1024,10.244097639055623,-0.013867693628092568,-0.7999999999999999,0.07092114477794434,-0.7367308360322935,0.7367308360322935,5,5
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_span,1,0.010004001600640256,1.0000133237750857,0.7941521361269981,1.0,0.009190820306292126,0.009190820306292126,5998,5998
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_span,2,0.020008003201280513,1.000012847480114,0.8814148902470538,0.9509040613482194,0.0251406047171915,0.0251406047171915,2999,2999
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_span,4,0.040016006402561026,1.000004432475897,0.8590930251731795,0.8768260467926003,-0.06961236054500966,0.06961236054500966,1499,1499
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_span,8,0.08003201280512205,0.9999863309441406,0.8639431532918619,0.8146472503551268,-0.05260502746429745,0.05260502746429745,749,749
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_span,16,0.1600640256102441,0.9999700569479952,0.8775297937687099,0.7893503394628346,0.14482302659511648,0.14482302659511648,374,374
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_span,32,0.3201280512204882,0.9999616378462386,0.873711006158824,0.7830999907141099,0.39189666250297894,0.39189666250297894,187,187
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_span,64,0.6402561024409764,0.9999534491888313,0.7987146093737958,0.7553105698290868,0.45008679799586593,0.45008679799586593,93,93
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_span,128,1.2805122048819528,1.0000142152502116,0.7909090909090908,0.7257678982478261,0.3005041113516855,0.3005041113516855,46,46
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_span,256,2.5610244097639057,0.9999725891209019,0.6081309994353473,0.6218956550956489,0.41445034746556614,0.41445034746556614,23,23
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_span,512,5.122048819527811,0.9999774614917875,0.33333333333333326,0.7106606149092412,0.36969365035118384,0.36969365035118384,11,11
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,core_span,1024,10.244097639055623,1.0000165022020209,1.0,0.5923970758064101,-1.0,1.0,5,5
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,articulation_speed,1,0.010004001600640256,0.05047678724160493,0.5415598438803756,1.0,0.004717958934251242,0.004717958934251242,5997,5998
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,articulation_speed,2,0.020008003201280513,0.0595914162253469,0.5281812982701048,1.3060039838095825,0.035378869710867206,0.035378869710867206,2999,2999
20220217_cam1_flid1.h5,20220217,development,q1,0.125,99.96,articulation_speed,4,0.040016006402561026,0.16800547132294996,0.5464404941277673,4.721107348426886,0.002376255046328237,0.002376255046328237,1499,1499
