source_file,date,split,burst,recording_fraction,fps,feature,scale_frames,scale_seconds,amount,persistence,retained_dispersion,reversal_asymmetry,abs_reversal_asymmetry,valid_blocks,total_blocks
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,core_span,1,0.010004001600640256,0.850071810730475,0.694386760215929,1.0,-0.0147920717388501,0.0147920717388501,5998,5998
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,core_span,2,0.020008003201280513,0.8503762109394992,0.7829742773156199,1.9858131834899793,-0.008353669392645261,0.008353669392645261,2999,2999
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,core_span,4,0.040016006402561026,0.8500867728467666,0.857422971788042,1.0562615552485393,0.03509415545710725,0.03509415545710725,1499,1499
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,core_span,8,0.08003201280512205,0.8500398025887506,0.8634167407225554,0.8235538732460788,-0.0032193644581226446,0.0032193644581226446,749,749
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,core_span,16,0.1600640256102441,0.8500348693150287,0.8739439971030593,0.7822397304162109,-0.055887838750984936,0.055887838750984936,374,374
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,core_span,32,0.3201280512204882,0.849999824356092,0.8950472984628581,0.6631285114545661,-0.0503819786724389,0.0503819786724389,187,187
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,core_span,64,0.6402561024409764,0.850016828499609,0.8259790700183407,0.7472336395319483,-0.0770058030014681,0.0770058030014681,93,93
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,core_span,128,1.2805122048819528,0.850038528141577,0.6915678524374175,0.7279524493391122,0.10444982427896538,0.10444982427896538,46,46
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,core_span,256,2.5610244097639057,0.8500868737945119,0.3156408808582722,0.7544999246548366,-0.14505672901234878,0.14505672901234878,23,23
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,core_span,512,5.122048819527811,0.850191525667879,0.01818181818181818,0.4729294477346894,-0.314856638661095,0.314856638661095,11,11
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,core_span,1024,10.244097639055623,0.850216538726488,0.7999999999999999,0.29445273259872623,-0.9985508213244019,0.9985508213244019,5,5
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,articulation_speed,1,0.010004001600640256,0.12787828608958915,0.29667674040191405,1.0,-0.005814012972406709,0.005814012972406709,5997,5998
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,articulation_speed,2,0.020008003201280513,0.14746910833456228,0.4281671646646095,1.0889133443613785,0.01808190564293615,0.01808190564293615,2999,2999
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,articulation_speed,4,0.040016006402561026,0.17908278264221572,0.4931687091106089,1.4244205683759708,0.019962030012990167,0.019962030012990167,1499,1499
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,articulation_speed,8,0.08003201280512205,0.21652189655488635,0.511444348035352,1.5929405458672892,-0.004634360869696288,0.004634360869696288,749,749
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,articulation_speed,16,0.1600640256102441,0.23900067283189103,0.513632825705817,1.620650425963749,0.08320710726709393,0.08320710726709393,374,374
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,articulation_speed,32,0.3201280512204882,0.24198113513722525,0.41898558900456434,1.349986904244109,0.003208723864117691,0.003208723864117691,187,187
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,articulation_speed,64,0.6402561024409764,0.2443984294871533,0.42829400613411833,1.2610681036552183,-0.2092776550479158,0.2092776550479158,93,93
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,articulation_speed,128,1.2805122048819528,0.27521257593108284,0.49288537549407113,0.8006965341006278,-0.5703583049602433,0.5703583049602433,46,46
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,articulation_speed,256,2.5610244097639057,0.2689950934935653,0.19367588932806323,0.8918879057014867,-0.4036444616301591,0.4036444616301591,23,23
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,articulation_speed,512,5.122048819527811,0.2631529078490471,0.18787878787878787,0.3224865371035892,-0.4789689940158338,0.4789689940158338,11,11
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,articulation_speed,1024,10.244097639055623,0.2598142255809258,-0.19999999999999998,0.20559044707654464,-0.5114094139015051,0.5114094139015051,5,5
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,lr_articulation_balance,1,0.010004001600640256,0.026047114182795688,0.18852732219598095,1.0,-0.015270296071224272,0.015270296071224272,5997,5998
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,lr_articulation_balance,2,0.020008003201280513,0.03934151432603082,0.20473944536579602,0.8922995543003464,0.0052328750278741575,0.0052328750278741575,2999,2999
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,lr_articulation_balance,4,0.040016006402561026,0.034530402897667914,0.1695935899816531,0.6717281967601527,0.04506767611354691,0.04506767611354691,1499,1499
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,lr_articulation_balance,8,0.08003201280512205,0.029711901079212285,0.19664163174764127,0.47544019412123967,0.05751931078582143,0.05751931078582143,749,749
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,lr_articulation_balance,16,0.1600640256102441,0.02264515933274136,0.18084791014673854,0.3404703772554855,0.02940871937157401,0.02940871937157401,374,374
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,lr_articulation_balance,32,0.3201280512204882,0.02490591532315208,0.31068726135139796,0.2474547830437057,0.3437349354175448,0.3437349354175448,187,187
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,lr_articulation_balance,64,0.6402561024409764,0.02609514680019711,0.11489912611932246,0.2414222353929871,0.11222199004434037,0.11222199004434037,93,93
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,lr_articulation_balance,128,1.2805122048819528,0.023378828321958426,-0.016205533596837945,0.17421075495365587,0.1090518396902871,0.1090518396902871,46,46
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,lr_articulation_balance,256,2.5610244097639057,0.026393541951614228,0.2693393562958781,0.11078344334127758,0.20978450437272889,0.20978450437272889,23,23
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,lr_articulation_balance,512,5.122048819527811,0.026566806508348403,0.10303030303030303,0.0459466639581472,-0.2258226219867926,0.2258226219867926,11,11
20220217_cam1_flid1.h5,20220217,development,q4,0.875,99.96,lr_articulation_balance,1024,10.244097639055623,0.028511207746472637,-0.7999999999999999,0.04120938543466066,-0.010088388310460297,0.010088388310460297,5,5
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,traversal_speed,1,0.010004001600640256,0.08045556115803301,0.6638973790099841,1.0,-0.10052489505563193,0.10052489505563193,5997,5998
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,traversal_speed,2,0.020008003201280513,0.10917285682541253,0.724741704058133,1.364167454430656,0.015542638443404587,0.015542638443404587,2998,2999
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,traversal_speed,4,0.040016006402561026,0.14624402664352254,0.7327560527908447,1.947448708727878,-0.11876278968276892,0.11876278968276892,1498,1499
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,traversal_speed,8,0.08003201280512205,0.23094740151220938,0.7451133220687524,3.0388232411029343,-0.06121211058955169,0.06121211058955169,749,749
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,traversal_speed,16,0.1600640256102441,0.2589484776523171,0.7482942781257386,3.2610910969991895,0.04507695621764562,0.04507695621764562,374,374
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,traversal_speed,32,0.3201280512204882,0.27225430804178774,0.721296663232147,2.7939954871680985,0.20460525332586954,0.20460525332586954,187,187
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,traversal_speed,64,0.6402561024409764,0.28609937501748495,0.7088759767581646,2.3828091450225903,-0.1450744707834126,0.1450744707834126,93,93
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,traversal_speed,128,1.2805122048819528,0.27342551405897836,0.6600790513833992,2.3156450204890286,0.035820945876639324,0.035820945876639324,46,46
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,traversal_speed,256,2.5610244097639057,0.3085846009156116,0.6883116883116884,1.725305450439359,0.14387171207842536,0.14387171207842536,23,23
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,traversal_speed,512,5.122048819527811,0.31155151582709123,0.6727272727272726,1.4781992850841537,-0.5779187396971003,0.5779187396971003,11,11
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,traversal_speed,1024,10.244097639055623,0.32765863498369263,0.0,2.7253794167196914,-0.6074956193058527,0.6074956193058527,5,5
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,rotation_speed,1,0.010004001600640256,0.048646042137503044,0.6246509128135346,1.0,-0.01970964122078583,0.01970964122078583,5997,5998
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,rotation_speed,2,0.020008003201280513,0.07115430050066822,0.7237370039705553,1.4616870213683,0.12128837533100317,0.12128837533100317,2998,2999
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,rotation_speed,4,0.040016006402561026,0.10623115178680437,0.772090159628568,2.2669623194999784,-0.07081508855314772,0.07081508855314772,1498,1499
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,rotation_speed,8,0.08003201280512205,0.1900348570995547,0.7981944843122374,3.960632076974141,0.12046680544817143,0.12046680544817143,749,749
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,rotation_speed,16,0.1600640256102441,0.2211828619794759,0.8052794710770709,4.505944319462577,0.06254900852633165,0.06254900852633165,374,374
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,rotation_speed,32,0.3201280512204882,0.23253638739316657,0.7908107175659358,4.698409441667079,-0.10266867328435601,0.10266867328435601,187,187
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,rotation_speed,64,0.6402561024409764,0.2559663532665448,0.7231940569948985,4.606590387578002,-0.3977062100375915,0.3977062100375915,93,93
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,rotation_speed,128,1.2805122048819528,0.29547051105254013,0.7312252964426877,3.6704174882763647,0.31211707014844053,0.31211707014844053,46,46
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,rotation_speed,256,2.5610244097639057,0.2820539116106342,0.6826651609260306,4.387065607007286,0.3575523645971851,0.3575523645971851,23,23
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,rotation_speed,512,5.122048819527811,0.28093625219514945,0.6727272727272726,2.783908729558874,-0.17668174066815942,0.17668174066815942,11,11
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,rotation_speed,1024,10.244097639055623,0.2729064290101659,0.0,3.82081568597742,-0.7255511463264743,0.7255511463264743,5,5
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_bend,1,0.010004001600640256,0.026810656130299322,0.9723586795349628,1.0,-0.016226467178351352,0.016226467178351352,5998,5998
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_bend,2,0.020008003201280513,0.02689857546760325,0.9705568131614528,0.9986040269000582,-0.0015335402157477247,0.0015335402157477247,2999,2999
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_bend,4,0.040016006402561026,0.02646091260758414,0.9626041031705853,1.0160840432003269,0.1354430676292639,0.1354430676292639,1499,1499
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_bend,8,0.08003201280512205,0.02683047270256392,0.9554585118280251,1.0020411628136925,0.202747553905568,0.202747553905568,749,749
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_bend,16,0.1600640256102441,0.026237956296570136,0.9432626934242125,1.026707337839544,0.004454157198127825,0.004454157198127825,374,374
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_bend,32,0.3201280512204882,0.02613522392242531,0.9013823552722982,1.0282632695337914,-0.13250846437550098,0.13250846437550098,187,187
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_bend,64,0.6402561024409764,0.02532131556090063,0.852688685788265,1.0701068146121204,0.23573623662928098,0.23573623662928098,93,93
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_bend,128,1.2805122048819528,0.02397028226858613,0.764558629776021,1.150252329962183,0.25965376215616676,0.25965376215616676,46,46
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_bend,256,2.5610244097639057,0.020547866112576925,0.7425183512140034,0.9016522684413358,0.41317313033563885,0.41317313033563885,23,23
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_bend,512,5.122048819527811,0.015257149592200875,0.5151515151515151,0.8459877668279453,-0.4774339144598661,0.4774339144598661,11,11
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_bend,1024,10.244097639055623,0.025565106136899142,0.0,1.0556526408626763,-0.6907416798675421,0.6907416798675421,5,5
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_span,1,0.010004001600640256,1.065697401102784,0.9836998172902476,1.0,0.07244285809608397,0.07244285809608397,5998,5998
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_span,2,0.020008003201280513,1.0657064176331206,0.9835666663376402,0.973898452256244,0.042615545744817,0.042615545744817,2999,2999
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_span,4,0.040016006402561026,1.0657207400857889,0.9810592161471486,0.9779356214386465,0.042602393795077124,0.042602393795077124,1499,1499
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_span,8,0.08003201280512205,1.0657038041240954,0.9709690997805716,0.9686235898814344,0.05793643983322755,0.05793643983322755,749,749
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_span,16,0.1600640256102441,1.0657698717439625,0.9708970559555369,0.9591626429993261,-0.0059837799696908925,0.0059837799696908925,374,374
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_span,32,0.3201280512204882,1.0657459812032695,0.9513415880631566,0.9421858475562723,0.2782256987536187,0.2782256987536187,187,187
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_span,64,0.6402561024409764,1.0657246500888315,0.9437236783240518,0.9418181095668092,0.6778807308704681,0.6778807308704681,93,93
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_span,128,1.2805122048819528,1.0661194286479891,0.9082762256193992,0.7816311432817409,0.6782771375938468,0.6782771375938468,46,46
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_span,256,2.5610244097639057,1.0661510708222444,0.8296610169491527,0.9278261337813486,0.7204443400098302,0.7204443400098302,23,23
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_span,512,5.122048819527811,1.0658137178816098,0.4545454545454545,0.8058716404203063,-0.21217273129924394,0.21217273129924394,11,11
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,core_span,1024,10.244097639055623,1.068062896282103,1.0,0.6727905913132153,-1.0,1.0,5,5
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,articulation_speed,1,0.010004001600640256,0.13375228856058727,0.7570467303695081,1.0,0.07498579297066575,0.07498579297066575,5995,5998
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,articulation_speed,2,0.020008003201280513,0.27240759536386494,0.7900524957696117,2.1260946147893183,0.07375369341280194,0.07375369341280194,2999,2999
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,articulation_speed,4,0.040016006402561026,0.34691883234803056,0.8098083656167835,2.667036777955009,0.12785537699565427,0.12785537699565427,1499,1499
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,articulation_speed,8,0.08003201280512205,0.39479929822563986,0.8272872732227469,2.9885211662554068,0.09564636749658725,0.09564636749658725,749,749
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,articulation_speed,16,0.1600640256102441,0.41828856222591626,0.8420531374044354,2.954116893441127,-0.367645802406433,0.367645802406433,374,374
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,articulation_speed,32,0.3201280512204882,0.42658233157937087,0.8232170414333602,2.7722861971406227,-0.2307687346053439,0.2307687346053439,187,187
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,articulation_speed,64,0.6402561024409764,0.4200584999263556,0.7645454125117519,2.484246388976714,-0.292920956717712,0.292920956717712,93,93
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,articulation_speed,128,1.2805122048819528,0.43926159041207985,0.7054018445322792,2.2661897657943575,-0.348493498550263,0.348493498550263,46,46
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,articulation_speed,256,2.5610244097639057,0.47782393461255185,0.7063805759457934,2.9772068195673715,-0.07428009172212163,0.07428009172212163,23,23
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,articulation_speed,512,5.122048819527811,0.5134246128190418,0.7575757575757575,2.76187752345528,-0.2439555035322671,0.2439555035322671,11,11
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,articulation_speed,1024,10.244097639055623,0.4589336244016925,0.0,2.7160543398793484,-0.7983945715859321,0.7983945715859321,5,5
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,lr_articulation_balance,1,0.010004001600640256,0.03267425025360139,0.20809199277536425,1.0,0.01402282812133376,0.01402282812133376,5860,5998
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,lr_articulation_balance,2,0.020008003201280513,0.04582834205125267,0.23146815553160546,0.8757624293559262,0.0101277694423028,0.0101277694423028,2952,2999
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,lr_articulation_balance,4,0.040016006402561026,0.042097516080686535,0.28206192922466256,0.6378513647484593,0.012015310163477467,0.012015310163477467,1482,1499
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,lr_articulation_balance,8,0.08003201280512205,0.04047719586169379,0.3308960002915354,0.49544076309738644,-0.0729046994933601,0.0729046994933601,740,749
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,lr_articulation_balance,16,0.1600640256102441,0.03530513578867274,0.38801123905372104,0.4065254034785701,0.06958494733351545,0.06958494733351545,370,374
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,lr_articulation_balance,32,0.3201280512204882,0.033244782338260795,0.41798655390957595,0.318393960856952,-0.46084546458422865,0.46084546458422865,186,187
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,lr_articulation_balance,64,0.6402561024409764,0.021578875631143,0.5416224225212989,0.23161346846215408,-0.13149057830534763,0.13149057830534763,92,93
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,lr_articulation_balance,128,1.2805122048819528,0.024434613381702015,0.5354413702239789,0.197379672284861,0.08001435508026221,0.08001435508026221,46,46
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,lr_articulation_balance,256,2.5610244097639057,0.03994520398725911,0.145115753811406,0.26545823615644576,0.3671554579616524,0.3671554579616524,23,23
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,lr_articulation_balance,512,5.122048819527811,0.044824172475565395,0.4545454545454545,0.22089586994989233,-0.4079782366322449,0.4079782366322449,11,11
20220217_cam4_flid15.h5,20220217,development,q1,0.125,99.96,lr_articulation_balance,1024,10.244097639055623,0.06934090218090491,0.19999999999999998,0.09261260376879517,0.9635765620150943,0.9635765620150943,5,5
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,traversal_speed,1,0.010004001600640256,0.03707746405096683,0.08205069656325469,1.0,0.005584885922840558,0.005584885922840558,5997,5998
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,traversal_speed,2,0.020008003201280513,0.039750160148485814,0.1486434334625964,0.7853256572008992,0.004344112589322778,0.004344112589322778,2998,2999
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,traversal_speed,4,0.040016006402561026,0.04095312854037868,0.18654906179708397,0.6195564317931446,-0.02556158502534532,0.02556158502534532,1498,1499
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,traversal_speed,8,0.08003201280512205,0.041613851590288777,0.22829666409152025,0.49424559960471826,0.08503959033089419,0.08503959033089419,749,749
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,traversal_speed,16,0.1600640256102441,0.04207681017160758,0.2478831382230154,0.414565520359785,0.0021362230171045804,0.0021362230171045804,374,374
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,traversal_speed,32,0.3201280512204882,0.04279688535010019,0.37183911529262575,0.4067354459139266,-0.029695948479465262,0.029695948479465262,187,187
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,traversal_speed,64,0.6402561024409764,0.044725050556911394,0.28061279533930306,0.553399457228245,0.0034381001529898954,0.0034381001529898954,93,93
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,traversal_speed,128,1.2805122048819528,0.06732621670885064,0.3204216073781291,1.650559589156524,0.0978173301399999,0.0978173301399999,46,46
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,traversal_speed,256,2.5610244097639057,0.06697821848849778,0.44325239977413894,1.194152883914614,0.5986769968004209,0.5986769968004209,23,23
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,traversal_speed,512,5.122048819527811,0.0588799881904078,0.4424242424242424,0.901739435263075,-0.08883786304618188,0.08883786304618188,11,11
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,traversal_speed,1024,10.244097639055623,0.0703504747369327,0.0,0.7303498209344882,0.8506534724172746,0.8506534724172746,5,5
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,rotation_speed,1,0.010004001600640256,0.019526149341672436,0.12975159601305294,1.0,-0.0025738553673364936,0.0025738553673364936,5997,5998
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,rotation_speed,2,0.020008003201280513,0.022231749090785877,0.27766850137527166,0.8345509603952256,0.0031389299731555405,0.0031389299731555405,2998,2999
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,rotation_speed,4,0.040016006402561026,0.023524872540365137,0.4070191960711868,0.7127575578471987,0.03498682611359748,0.03498682611359748,1498,1499
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,rotation_speed,8,0.08003201280512205,0.02389298025936719,0.4443318062809773,0.6767652777431146,0.06983023658011775,0.06983023658011775,749,749
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,rotation_speed,16,0.1600640256102441,0.025850842645857394,0.44857583265079787,0.7885341015866707,0.029865690016578895,0.029865690016578895,374,374
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,rotation_speed,32,0.3201280512204882,0.03425713937839962,0.477946188382621,1.2819863145211121,-0.0010037908693457198,0.0010037908693457198,187,187
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,rotation_speed,64,0.6402561024409764,0.04947358519983493,0.40311021376940026,2.1295542269395606,0.08410239150308893,0.08410239150308893,93,93
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,rotation_speed,128,1.2805122048819528,0.051610578992865155,0.5538866930171278,2.154070521749615,0.011302672667115892,0.011302672667115892,46,46
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,rotation_speed,256,2.5610244097639057,0.060647300660915074,0.5674760022586111,2.0028230970273913,-0.08498562718447637,0.08498562718447637,23,23
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,rotation_speed,512,5.122048819527811,0.05949123640377987,0.4545454545454545,1.8794824685905114,0.5610346170479481,0.5610346170479481,11,11
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,rotation_speed,1024,10.244097639055623,0.046831403297523826,-0.19999999999999998,1.3569145083967344,0.9726987671441818,0.9726987671441818,5,5
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_bend,1,0.010004001600640256,0.036326523948034824,0.8214330775058623,1.0,-0.0022566107046219446,0.0022566107046219446,5998,5998
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_bend,2,0.020008003201280513,0.036320069319569215,0.8693846244163773,0.9588434846494993,0.04473461890049913,0.04473461890049913,2999,2999
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_bend,4,0.040016006402561026,0.036311267138511266,0.8712775544096437,0.979528692175898,-0.028470175671471754,0.028470175671471754,1499,1499
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_bend,8,0.08003201280512205,0.036320991008470874,0.8661656184722613,0.9352559873262764,0.05290945045307157,0.05290945045307157,749,749
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_bend,16,0.1600640256102441,0.03633814570199155,0.8564411841014187,0.8722333223376536,-0.009278842835842589,0.009278842835842589,374,374
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_bend,32,0.3201280512204882,0.03634681357579504,0.8584468201166493,0.8252638972410427,-0.33153833393942894,0.33153833393942894,187,187
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_bend,64,0.6402561024409764,0.03635737222399254,0.7992848666060446,0.7837919770597882,-0.35583547901418616,0.35583547901418616,93,93
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_bend,128,1.2805122048819528,0.036387617352403416,0.7507246376811594,0.6302063130166892,-0.9741230987826607,0.9741230987826607,46,46
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_bend,256,2.5610244097639057,0.03644091724053055,0.6668548842461888,0.36607822783981525,-0.9944950275135953,0.9944950275135953,23,23
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_bend,512,5.122048819527811,0.0365265863432783,0.6606060606060605,0.11911931028957477,-0.9990117398079306,0.9990117398079306,11,11
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_bend,1024,10.244097639055623,0.03654011280877971,0.39999999999999997,0.34674880499779964,-0.9998726749856715,0.9998726749856715,5,5
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_span,1,0.010004001600640256,1.0498398955057802,0.7545453594445387,1.0,-0.0008263282661505385,0.0008263282661505385,5998,5998
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_span,2,0.020008003201280513,1.0497794177870536,0.7683778088823043,1.0653708564679312,0.012584153312553829,0.012584153312553829,2999,2999
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_span,4,0.040016006402561026,1.0497948831306303,0.7725463405088978,1.0391075845155342,-0.013797404745364956,0.013797404745364956,1499,1499
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_span,8,0.08003201280512205,1.0498056829745241,0.7743139798221036,0.9858248894714963,0.03199579673583405,0.03199579673583405,749,749
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_span,16,0.1600640256102441,1.0498101353637057,0.7285255709133086,0.9382906953907251,-0.05208844520811182,0.05208844520811182,374,374
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_span,32,0.3201280512204882,1.0497774721112787,0.6607900638261169,0.9522091043502428,-0.028273541713870164,0.028273541713870164,187,187
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_span,64,0.6402561024409764,1.0498623422253708,0.48274586563506616,0.7647432937207059,-0.10727815671948339,0.10727815671948339,93,93
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_span,128,1.2805122048819528,1.0498036371361605,0.24650856389986822,0.7072994595636174,-0.02641048320359654,0.02641048320359654,46,46
20220217_cam4_flid15.h5,20220217,development,q2,0.375,99.96,core_span,256,2.5610244097639057,1.049862559918739,-0.07622811970638058,0.5892851870593879,-0.2087755378151023,0.2087755378151023,23,23
