source_file,date,split,feature,boundary_scale_frames,boundary_scale_seconds,geometry_change_score,null_median,null_q95,null_excess_q95,null_z_score,delta_persistence,delta_retained_dispersion,delta_abs_reversal_asymmetry
20220217_cam1_flid1.h5,20220217,development,articulation_speed,2,0.020008003201280513,0.8025327455090474,0.8447046884354941,0.962785014832841,-0.35442500295432033,-2.7190076831380816,0.2547097455068,0.05290480398859532,0.31415334171846687
20220217_cam1_flid1.h5,20220217,development,articulation_speed,4,0.040016006402561026,1.2482487537413993,0.7856415634518145,1.0797890254864562,-0.21634282304935964,0.6781969228126458,0.11542065402860023,0.5297734709775704,-0.2277546435844847
20220217_cam1_flid1.h5,20220217,development,articulation_speed,8,0.08003201280512205,1.3538785819948327,1.183637360316758,1.8335833309121465,-0.8480561140698707,-0.12787178617053252,0.050856347239155414,0.2788672241141127,0.21778974502972825
20220217_cam1_flid1.h5,20220217,development,articulation_speed,16,0.1600640256102441,1.6159600997347876,0.8704763102290816,1.613053105828327,-0.49310566178510856,1.258790250036633,-0.03245695134161045,-0.014758318457257873,0.8668895912645328
20220217_cam1_flid1.h5,20220217,development,articulation_speed,32,0.3201280512204882,1.2893652647934597,0.9436332170343401,2.0776172719606567,-0.7882520071671971,1.1994433398902868,-0.2985632803072845,-0.5067084638932604,0.10174140653808758
20220217_cam1_flid1.h5,20220217,development,articulation_speed,64,0.6402561024409764,2.7828925934094997,1.0310507911136957,3.250918669118642,-0.044890959136517194,4.307171012008131,-0.4338640394035746,-0.22672869001903084,2.735096374469709
20220217_cam1_flid1.h5,20220217,development,articulation_speed,128,1.2805122048819528,3.4906810962483146,1.5939853471850864,3.883082212188892,-0.42280405901652474,4.126442786035429,-0.5166274550471999,-0.9294060202021968,3.2247852639651566
20220217_cam1_flid1.h5,20220217,development,articulation_speed,256,2.5610244097639057,2.9683331454193276,2.2156525767633033,5.317883305899979,-2.801161063928503,0.5912374463788487,-1.3538100033568305,-0.5353314791266505,-2.5162345727580773
20220217_cam1_flid1.h5,20220217,development,articulation_speed,512,5.122048819527811,2.798974647155249,2.8615610500177624,8.255207904415933,-4.601592465685048,0.023250403552427162,-0.7197045988586771,-0.9734894363699256,2.1340471190151185
20220217_cam1_flid1.h5,20220217,development,articulation_speed,1024,10.244097639055623,3.895113744329552,5.86231055688274,11.590501804544939,-7.695388060215388,-0.9555651010119758,-1.6078382007385021,-0.5020154086250318,0.7121833521757874
20220217_cam1_flid1.h5,20220217,development,core_bend,2,0.020008003201280513,1.3886546873996846,3.489246141839361,3.645963675154947,-2.1649441133610052,-32.63929451006857,0.2792752372495046,-0.07339290870717946,0.18173254383664061
20220217_cam1_flid1.h5,20220217,development,core_bend,4,0.040016006402561026,1.9350709568319944,0.42980421544511294,0.7290232944092543,0.4248195435650614,9.471578143162803,-0.12189236641633433,0.04153742413093582,0.10789344550446048
20220217_cam1_flid1.h5,20220217,development,core_bend,8,0.08003201280512205,2.1079224051490635,0.9000371723041547,1.2086451259633484,0.7577801667420553,12.832711218283704,-0.09388111011503028,-0.16494085427161767,-0.09079148417762675
20220217_cam1_flid1.h5,20220217,development,core_bend,16,0.1600640256102441,0.48974173836308527,1.0115266731362726,1.359003523755626,-0.9208010753297271,-2.4736855207001343,-0.2742453426199273,0.13881742301000088,0.0847296501137379
20220217_cam1_flid1.h5,20220217,development,core_bend,32,0.3201280512204882,1.2207575452777406,0.9889217777760075,1.6557366879062787,-0.434979142628538,1.3539974896070235,-0.30017336892680563,-0.30031145914877905,0.8165156516738095
20220217_cam1_flid1.h5,20220217,development,core_bend,64,0.6402561024409764,1.202856756839562,1.0398856154570393,2.0709291262371217,-0.8680723693975594,0.9502080814012729,-0.26215392264718673,-0.4699700820583358,-0.6963875117892323
20220217_cam1_flid1.h5,20220217,development,core_bend,128,1.2805122048819528,1.8343414903747097,1.5172818720341053,2.833828978993746,-1.0350892124525677,0.6222334854645035,-0.6782963159990456,-0.014474034480817305,-1.2346664722196359
20220217_cam1_flid1.h5,20220217,development,core_bend,256,2.5610244097639057,1.8577394850795583,1.7701074765979066,3.7103364736783098,-1.8622501162032499,0.11389208882605606,-1.3060348140888678,-0.48019788698209986,0.6889961475624342
20220217_cam1_flid1.h5,20220217,development,core_bend,512,5.122048819527811,3.3612691964465293,2.8292338120688614,5.726677131642747,-2.4231062517618303,0.49301158025861136,-1.2134972918757465,-0.8827656063225473,2.2860596238098694
20220217_cam1_flid1.h5,20220217,development,core_bend,1024,10.244097639055623,5.120770669137819,4.251142716708335,7.992838131604911,-2.9271931467273267,0.7428115419494298,0.6247495384359409,-2.1732418212541256,1.7275646502807471
20220217_cam1_flid1.h5,20220217,development,core_span,2,0.020008003201280513,1.4178064525890077,3.625362892578109,4.040562049821258,-3.6123941782999167,-19.28078864307514,0.24318777663159896,0.16411386909212247,0.08483968066209463
20220217_cam1_flid1.h5,20220217,development,core_span,4,0.040016006402561026,1.407092369913872,5.611828048659295,6.139908520110624,-4.966601266620097,-23.921543714548967,-0.16968087123188794,-0.3904979887430491,-0.516205453133949
20220217_cam1_flid1.h5,20220217,development,core_span,8,0.08003201280512205,1.1063887832093955,1.8950590399228682,2.191833310843415,-1.3014778318796618,-5.76720110610387,-0.18001356156024975,-0.4642871045361772,-0.250346228618727
20220217_cam1_flid1.h5,20220217,development,core_span,16,0.1600640256102441,0.8323078146637701,1.1886059136174698,1.6781783516079263,-0.7908384444658514,-2.0432301596149194,-0.16912172797979108,-0.1606354573179833,0.4328053123508385
20220217_cam1_flid1.h5,20220217,development,core_span,32,0.3201280512204882,2.2792513117065796,1.0469578384360048,1.9019196295787264,0.19136618734164057,5.714958478214438,-0.36166467211870723,-0.3788545309039676,1.032055087801407
20220217_cam1_flid1.h5,20220217,development,core_span,64,0.6402561024409764,1.562987349863259,1.014620747988011,2.423216123791787,-0.6543162040913746,1.472607868740792,-0.43692188752915806,0.27057779735660814,0.4343685012750096
20220217_cam1_flid1.h5,20220217,development,core_span,128,1.2805122048819528,1.8453908338353828,1.3671879232099657,2.7792125158514223,-0.9955885908224198,1.0457033432481935,-0.4313175746807022,-1.1919181335662303,-0.9366920620520414
20220217_cam1_flid1.h5,20220217,development,core_span,256,2.5610244097639057,2.1359634807295707,2.146653486379315,4.184942445028742,-2.072897409111774,0.5205916079494806,-0.9431820659701848,-0.8787450566633297,1.3870671276456612
20220217_cam1_flid1.h5,20220217,development,core_span,512,5.122048819527811,2.125597969275127,2.808728796968884,4.987380293802584,-2.7471035449450794,-0.4663948322796546,-1.6896561854819039,0.93723691035968,0.8193126341881265
20220217_cam1_flid1.h5,20220217,development,core_span,1024,10.244097639055623,7.76416189738967,4.376319280730495,8.980827240870699,-1.2166653434810293,2.3619481797160127,0.5881830180812686,-2.537458102285081,2.4526681494392073
20220217_cam1_flid1.h5,20220217,development,lr_articulation_balance,2,0.020008003201280513,0.7617225291540063,0.7721044743161087,0.9810513756192893,-0.3416709270525629,-1.5545869772361016,0.17436858449787884,-0.6014497596240571,-0.04828317399245234
20220217_cam1_flid1.h5,20220217,development,lr_articulation_balance,4,0.040016006402561026,1.3833877146881253,1.6745090943686245,1.9592897151779185,-0.6752701185287697,-5.176906654019374,-0.4427822587077677,-1.16664973728816,0.09949399951246087
20220217_cam1_flid1.h5,20220217,development,lr_articulation_balance,8,0.08003201280512205,1.254964153245961,1.2546698653041375,2.1808203098051386,-0.722605101342149,-1.2434670107579882,0.23335609260040568,-0.8915812251507336,0.1339790820902086
20220217_cam1_flid1.h5,20220217,development,lr_articulation_balance,16,0.1600640256102441,0.9945364543888645,1.1870395582100126,2.068782076032933,-1.0565519121142433,-0.5332851911901355,0.12000924408965218,-0.6980385878283801,-0.10448541871062572
20220217_cam1_flid1.h5,20220217,development,lr_articulation_balance,32,0.3201280512204882,1.0534670959439878,1.226557705521372,2.8514599165049797,-2.193004012948119,-0.19486042748874238,0.1502915493102294,-0.4603256009071994,0.953731088079627
20220217_cam1_flid1.h5,20220217,development,lr_articulation_balance,64,0.6402561024409764,0.9699144342769042,1.7260960869370063,3.335629231444483,-2.253229643345703,-1.1788940063812219,-0.05324515443835007,-0.32179533336242655,-0.7142116030652219
20220217_cam1_flid1.h5,20220217,development,lr_articulation_balance,128,1.2805122048819528,1.709390582827434,2.285342134295984,5.964431108660016,-3.599347617060425,-0.5541254712719972,-1.146520657652205,-0.25389643816728624,1.2092049504098625
20220217_cam1_flid1.h5,20220217,development,lr_articulation_balance,256,2.5610244097639057,3.2905346028194957,3.1190178216029056,5.996596453545593,-3.061407461534696,0.4745743624447094,-1.3343295784820886,-0.16398324807323994,0.4807223948048573
20220217_cam1_flid1.h5,20220217,development,lr_articulation_balance,512,5.122048819527811,2.5440795177291973,5.062959387195665,9.239200297187804,-6.695120779458607,-1.3177598996775037,-1.4297658566409592,-0.24398158203501688,-1.7216160239129548
20220217_cam1_flid1.h5,20220217,development,lr_articulation_balance,1024,10.244097639055623,11.894262898403326,7.493086005417137,14.034837188045806,-3.6026711862276652,1.6562034115269935,-2.1314102122147633,-0.13864434883421028,9.804297966603162
20220217_cam1_flid1.h5,20220217,development,rotation_speed,2,0.020008003201280513,0.7196607301922018,0.38470425174689826,0.4989029257635123,0.03271224335601344,4.255296011740594,0.5198636068008818,0.10896163083782157,-0.003074620605467218
20220217_cam1_flid1.h5,20220217,development,rotation_speed,4,0.040016006402561026,1.3917186323444493,0.3943743840979406,0.6570945225257002,0.37474042615842923,9.427374760685815,0.3748664274955994,-0.1358481781341682,0.9249861340365164
20220217_cam1_flid1.h5,20220217,development,rotation_speed,8,0.08003201280512205,1.0544591762092688,0.4417293634923785,0.8690066115603109,-0.0015299224776681164,3.492992526044078,0.10047860853740362,0.06277734179807538,-0.7259244175457142
20220217_cam1_flid1.h5,20220217,development,rotation_speed,16,0.1600640256102441,1.2431660975271992,1.2520921246178685,1.8165566351982407,-0.6069496822568119,-0.11541329267685485,-0.06362707678085731,0.03183401647021039,1.0100655062832549
