split,file,jd,start,delay_us,q1,q2,Q,x_mu,s,a
train,6234.2017.1221.0.wd,2458108,0.5075831602912182,2.20625,16.25,21.26,37.510000000000005,1.133564382831245,0.13356438283124494,0.13356438283124494
train,6234.2017.1221.0.wd,2458108,0.5081965775527633,4.6375,15.0,26.25,41.25,1.2727272727272727,0.2727272727272727,0.2727272727272727
train,6234.2017.1221.0.wd,2458108,0.5091866177608506,4.5425,16.26,11.25,27.51,0.8178844056706651,-0.18211559432933488,0.18211559432933488
train,6234.2017.1221.0.wd,2458108,0.5102594117809172,1.1925,13.76,25.01,38.77,1.2901728140314677,0.29017281403146766,0.29017281403146766
train,6234.2017.1221.0.wd,2458108,0.5110016417699653,2.09624,14.99,23.75,38.74,1.2261228704181724,0.22612287041817236,0.22612287041817236
train,6234.2017.1221.0.wd,2458108,0.51106338190421,1.925,12.5,15.0,27.5,1.0909090909090908,0.09090909090909083,0.09090909090909083
train,6234.2017.1221.0.wd,2458108,0.5112063992343026,0.555,15.0,20.0,35.0,1.1428571428571428,0.1428571428571428,0.1428571428571428
train,6234.2017.1221.0.wd,2458108,0.5114488219240451,4.74625,15.0,22.49,37.489999999999995,1.1997866097626035,0.19978660976260354,0.19978660976260354
train,6234.2017.1221.0.wd,2458108,0.5125074885466291,5.75499,13.75,25.0,38.75,1.2903225806451613,0.29032258064516125,0.29032258064516125
train,6234.2017.1221.0.wd,2458108,0.5125382225671297,1.60874,13.76,27.49,41.25,1.3328484848484847,0.3328484848484847,0.3328484848484847
train,6234.2017.1221.0.wd,2458108,0.5127097062741609,0.59874,23.74,21.25,44.989999999999995,0.9446543676372529,-0.055345632362747144,0.055345632362747144
train,6234.2017.1221.0.wd,2458108,0.51320814201807,2.3475,18.75,18.75,37.5,1.0,0.0,0.0
train,6234.2017.1221.0.wd,2458108,0.5136534409592014,0.39499,19.99,13.75,33.739999999999995,0.8150563129816243,-0.1849436870183757,0.1849436870183757
train,6234.2017.1221.0.wd,2458108,0.5145085443455584,1.62126,22.5,22.5,45.0,1.0,0.0,0.0
train,6234.2017.1221.0.wd,2458108,0.515091958402662,0.9675,13.75,23.75,37.5,1.2666666666666666,0.2666666666666666,0.2666666666666666
train,6234.2017.1221.0.wd,2458108,0.5155734731482784,0.36125,16.24,11.25,27.49,0.8184794470716624,-0.18152055292833758,0.18152055292833758
train,6234.2017.1221.0.wd,2458108,0.5162036127864728,4.64876,23.75,20.0,43.75,0.9142857142857143,-0.08571428571428574,0.08571428571428574
train,6234.2017.1221.0.wd,2458108,0.5189402694738425,0.60625,20.01,21.25,41.260000000000005,1.0300533204071738,0.03005332040717379,0.03005332040717379
train,6234.2017.1221.0.wd,2458108,0.5190163074181279,3.13625,22.5,15.0,37.5,0.8,-0.19999999999999996,0.19999999999999996
train,6234.2017.1221.0.wd,2458108,0.5196595488096064,2.6625,12.5,23.75,36.25,1.3103448275862069,0.31034482758620685,0.31034482758620685
train,6234.2017.1221.0.wd,2458108,0.5200553963097511,0.52501,21.25,26.25,47.5,1.105263157894737,0.10526315789473695,0.10526315789473695
train,6234.2017.1221.0.wd,2458108,0.521043257194213,1.13875,18.74,18.75,37.489999999999995,1.000266737796746,0.0002667377967460194,0.0002667377967460194
train,6234.2017.1221.0.wd,2458108,0.5237312637050926,1.57499,22.49,22.5,44.989999999999995,1.0002222716159148,0.00022227161591481526,0.00022227161591481526
train,6234.2017.1221.0.wd,2458108,0.5243197156259259,0.35499,21.25,25.0,46.25,1.0810810810810811,0.08108108108108114,0.08108108108108114
train,6234.2017.1221.0.wd,2458108,0.5273217968841146,4.99624,13.75,21.25,35.0,1.2142857142857142,0.2142857142857142,0.2142857142857142
train,6234.2017.1221.0.wd,2458108,0.5285696074380063,0.88876,22.5,20.0,42.5,0.9411764705882353,-0.05882352941176472,0.05882352941176472
train,6234.2017.1221.0.wd,2458108,0.5287601518464409,1.3275,47.51,11.25,58.76,0.3829135466303608,-0.6170864533696392,0.6170864533696392
train,6234.2017.1221.0.wd,2458108,0.5297665465770978,0.89625,23.75,17.5,41.25,0.8484848484848485,-0.1515151515151515,0.1515151515151515
train,6234.2017.1221.0.wd,2458108,0.5316134381940538,0.79625,17.49,22.49,39.98,1.1250625312656328,0.12506253126563283,0.12506253126563283
train,6234.2017.1221.0.wd,2458108,0.5330014129432725,2.82126,13.76,18.75,32.51,1.1534912334666256,0.15349123346662563,0.15349123346662563
train,6234.2017.1221.0.wd,2458108,0.5331392498322916,5.4825,13.76,16.25,30.009999999999998,1.0829723425524826,0.08297234255248265,0.08297234255248265
train,6234.2017.1221.0.wd,2458108,0.5348312639544126,6.35125,21.24,23.76,45.0,1.056,0.05600000000000005,0.05600000000000005
train,6234.2017.1221.0.wd,2458108,0.5361459211654079,2.6675,22.5,21.25,43.75,0.9714285714285714,-0.02857142857142858,0.02857142857142858
train,6234.2017.1221.0.wd,2458108,0.5362455838827401,1.23875,23.75,27.49,51.239999999999995,1.0729898516783762,0.07298985167837624,0.07298985167837624
train,6234.2017.1221.0.wd,2458108,0.5366006879107349,0.98375,13.76,26.25,40.01,1.3121719570107473,0.3121719570107473,0.3121719570107473
train,6234.2017.1221.0.wd,2458108,0.5367147221181424,4.45749,12.49,23.75,36.24,1.3107064017660044,0.3107064017660044,0.3107064017660044
train,6234.2017.1221.0.wd,2458108,0.5383712445884837,9.68126,13.76,27.5,41.26,1.3330101793504605,0.3330101793504605,0.3330101793504605
train,6234.2017.1221.0.wd,2458108,0.5387901956343171,8.3925,15.0,21.25,36.25,1.1724137931034482,0.17241379310344818,0.17241379310344818
train,6234.2017.1221.0.wd,2458108,0.5414184795060764,1.125,12.5,15.0,27.5,1.0909090909090908,0.09090909090909083,0.09090909090909083
train,6234.2017.1221.0.wd,2458108,0.5417937536155236,1.48751,17.51,18.74,36.25,1.0339310344827586,0.03393103448275858,0.03393103448275858
train,6234.2017.1221.0.wd,2458108,0.5419876395070891,1.61375,23.75,21.25,45.0,0.9444444444444444,-0.05555555555555558,0.05555555555555558
train,6234.2017.1221.0.wd,2458108,0.5426351730048321,1.265,22.5,22.5,45.0,1.0,0.0,0.0
train,6234.2017.1221.0.wd,2458108,0.5437374467563657,0.50375,23.76,21.25,45.010000000000005,0.9442346145301043,-0.055765385469895734,0.055765385469895734
train,6234.2017.1221.0.wd,2458108,0.5443107260730323,6.43625,13.76,20.01,33.77,1.18507551080841,0.1850755108084099,0.1850755108084099
train,6234.2017.1221.0.wd,2458108,0.5450358409012007,0.3725,13.76,21.26,35.02,1.2141633352370074,0.21416333523700737,0.21416333523700737
train,6234.2017.1221.0.wd,2458108,0.5474022015497975,2.805,12.5,18.75,31.25,1.2,0.19999999999999996,0.19999999999999996
train,6234.2017.1221.0.wd,2458108,0.5483846086381365,1.98375,13.76,18.75,32.51,1.1534912334666256,0.15349123346662563,0.15349123346662563
train,6234.2017.1221.0.wd,2458108,0.5488515165065249,1.97375,17.5,22.5,40.0,1.125,0.125,0.125
train,6234.2017.1221.0.wd,2458108,0.5495823258256509,2.92376,18.76,21.26,40.02,1.0624687656171914,0.06246876561719139,0.06246876561719139
train,6234.2017.1221.0.wd,2458108,0.550280229753313,0.60875,20.0,21.25,41.25,1.0303030303030303,0.030303030303030276,0.030303030303030276
train,6234.2017.1221.0.wd,2458108,0.5506324459347367,0.35875,11.25,13.75,25.0,1.1,0.10000000000000009,0.10000000000000009
train,6234.2017.1221.0.wd,2458108,0.5511101707150462,0.47377,16.25,22.5,38.75,1.1612903225806452,0.16129032258064524,0.16129032258064524
train,6234.2017.1221.0.wd,2458108,0.5514936186290365,4.92875,18.75,23.75,42.5,1.1176470588235294,0.11764705882352944,0.11764705882352944
train,6234.2017.1221.0.wd,2458108,0.5522357925531249,4.86126,13.75,23.74,37.489999999999995,1.266471058949053,0.2664710589490531,0.2664710589490531
train,6234.2017.1221.0.wd,2458108,0.5525030200689525,1.04,13.76,22.5,36.26,1.2410369553226697,0.24103695532266967,0.24103695532266967
train,6234.2017.1221.0.wd,2458108,0.5527248412353154,1.46249,16.25,16.25,32.5,1.0,0.0,0.0
train,6234.2017.1221.0.wd,2458108,0.5533221782980903,7.31125,23.75,20.0,43.75,0.9142857142857143,-0.08571428571428574,0.08571428571428574
train,6234.2017.1221.0.wd,2458108,0.5536956743900029,0.43125,13.75,25.01,38.760000000000005,1.2905056759545923,0.2905056759545923,0.2905056759545923
train,6234.2017.1221.0.wd,2458108,0.554688644772989,2.90501,21.25,25.0,46.25,1.0810810810810811,0.08108108108108114,0.08108108108108114
train,6234.2017.1221.0.wd,2458108,0.5551772086561487,3.96875,13.75,20.0,33.75,1.1851851851851851,0.18518518518518512,0.18518518518518512
train,6234.2017.1221.0.wd,2458108,0.5554338009639467,0.72251,16.26,21.26,37.52,1.1332622601279319,0.13326226012793185,0.13326226012793185
train,6234.2017.1221.0.wd,2458108,0.557522628685735,4.34125,21.25,17.51,38.760000000000005,0.9035087719298245,-0.09649122807017552,0.09649122807017552
train,6234.2017.1221.0.wd,2458108,0.5576441874203558,0.67875,13.76,15.01,28.77,1.0434480361487661,0.043448036148766134,0.043448036148766134
train,6234.2017.1221.0.wd,2458108,0.5581746100120225,0.8,13.76,22.5,36.26,1.2410369553226697,0.24103695532266967,0.24103695532266967
train,6234.2017.1221.0.wd,2458108,0.5583997127998553,5.11125,13.75,27.5,41.25,1.3333333333333333,0.33333333333333326,0.33333333333333326
train,6234.2017.1221.0.wd,2458108,0.5585510564175058,1.82749,22.49,19.99,42.48,0.9411487758945386,-0.0588512241054614,0.0588512241054614
train,6234.2017.1221.0.wd,2458108,0.5591568767496239,1.0525,23.74,17.5,41.239999999999995,0.848690591658584,-0.15130940834141604,0.15130940834141604
train,6234.2017.1221.0.wd,2458108,0.5596153762664785,0.3325,18.75,18.75,37.5,1.0,0.0,0.0
train,6234.2017.1221.0.wd,2458108,0.5610081018222945,1.01875,11.24,26.25,37.49,1.400373432915444,0.400373432915444,0.400373432915444
train,6234.2017.1221.0.wd,2458108,0.5612013516874566,3.7675,20.0,21.25,41.25,1.0303030303030303,0.030303030303030276,0.030303030303030276
train,6234.2017.1221.0.wd,2458108,0.5615109279082464,0.91,21.26,23.75,45.010000000000005,1.05532103976894,0.055321039768940095,0.055321039768940095
train,6234.2017.1221.0.wd,2458108,0.5624593449826678,0.965,13.75,19.99,33.739999999999995,1.1849436870183758,0.18494368701837582,0.18494368701837582
train,6234.2017.1221.0.wd,2458108,0.562954164687717,1.04624,18.75,21.26,40.010000000000005,1.0627343164208947,0.06273431642089466,0.06273431642089466
train,6234.2017.1221.0.wd,2458108,0.565432014572989,2.16,15.0,23.75,38.75,1.2258064516129032,0.22580645161290325,0.22580645161290325
train,6234.2017.1221.0.wd,2458108,0.5656547975472656,3.42,13.76,25.0,38.76,1.2899896800825594,0.28998968008255943,0.28998968008255943
train,6234.2017.1221.0.wd,2458108,0.5665883248835214,0.45125,22.5,20.0,42.5,0.9411764705882353,-0.05882352941176472,0.05882352941176472
train,6234.2017.1221.0.wd,2458108,0.5668326665112703,0.57624,13.75,17.5,31.25,1.12,0.1200000000000001,0.1200000000000001
train,6234.2017.1221.0.wd,2458108,0.5668351332390624,0.58501,15.0,24.99,39.989999999999995,1.2498124531132784,0.24981245311327838,0.24981245311327838
train,6234.2017.1221.0.wd,2458108,0.5669210408339265,1.08875,15.0,10.0,25.0,0.8,-0.19999999999999996,0.19999999999999996
train,6234.2017.1221.0.wd,2458108,0.5684777390569589,0.79499,25.01,10.0,35.010000000000005,0.5712653527563553,-0.42873464724364474,0.42873464724364474
train,6234.2017.1221.0.wd,2458108,0.5686811813177373,5.02249,13.76,17.51,31.270000000000003,1.1199232491205628,0.11992324912056285,0.11992324912056285
train,6234.2017.1221.0.wd,2458108,0.5693921596480468,0.4825,13.76,13.75,27.509999999999998,0.999636495819702,-0.0003635041802979577,0.0003635041802979577
train,6234.2017.1221.0.wd,2458108,0.5695959538429832,2.75624,14.99,17.5,32.49,1.077254539858418,0.0772545398584179,0.0772545398584179
train,6234.2017.1221.0.wd,2458108,0.5717462397137587,5.17499,18.75,21.25,40.0,1.0625,0.0625,0.0625
train,6234.2017.1221.0.wd,2458108,0.5718288086616029,4.29251,17.51,21.25,38.760000000000005,1.0964912280701753,0.0964912280701753,0.0964912280701753
train,6234.2017.1221.0.wd,2458108,0.5720104807324508,1.30501,12.51,15.0,27.509999999999998,1.0905125408942205,0.09051254089422045,0.09051254089422045
train,6234.2017.1221.0.wd,2458108,0.5733366521941551,3.32875,14.99,12.5,27.490000000000002,0.9094216078574027,-0.09057839214259733,0.09057839214259733
train,6234.2017.1221.0.wd,2458108,0.5745465771549478,2.30625,13.76,23.75,37.51,1.2663289789389496,0.2663289789389496,0.2663289789389496
train,6234.2017.1221.0.wd,2458108,0.5746102260725405,2.05999,10.0,10.0,20.0,1.0,0.0,0.0
train,6234.2017.1221.0.wd,2458108,0.5755684539624422,2.46875,17.5,21.26,38.760000000000005,1.0970072239422084,0.0970072239422084,0.0970072239422084
train,6234.2017.1221.0.wd,2458108,0.5782004970602286,12.16625,13.75,21.26,35.010000000000005,1.2145101399600113,0.21451013996001134,0.21451013996001134
train,6234.2017.1221.0.wd,2458108,0.5785615557306713,1.29875,16.25,23.75,40.0,1.1875,0.1875,0.1875
train,6234.2017.1221.0.wd,2458108,0.5786889200001736,2.4225,13.76,14.99,28.75,1.0427826086956522,0.0427826086956522,0.0427826086956522
train,6234.2017.1221.0.wd,2458108,0.5788825697506076,4.165,22.5,21.25,43.75,0.9714285714285714,-0.02857142857142858,0.02857142857142858
train,6234.2017.1221.0.wd,2458108,0.580837979315625,1.82125,13.75,22.49,36.239999999999995,1.241169977924945,0.241169977924945,0.241169977924945
train,6234.2017.1221.0.wd,2458108,0.5816619369930844,1.00501,23.75,18.75,42.5,0.8823529411764706,-0.11764705882352944,0.11764705882352944
train,6234.2017.1221.0.wd,2458108,0.5824922301262008,2.69375,23.76,21.26,45.02,0.9444691248334074,-0.05553087516659261,0.05553087516659261
train,6234.2017.1221.0.wd,2458108,0.5843448314653211,2.91751,20.0,18.75,38.75,0.967741935483871,-0.032258064516129004,0.032258064516129004
train,6234.2017.1221.0.wd,2458108,0.585450744624783,3.26125,17.5,18.74,36.239999999999995,1.034216335540839,0.034216335540838916,0.034216335540838916
train,6234.2017.1221.0.wd,2458108,0.5859556611396123,2.82624,22.49,18.75,41.239999999999995,0.9093113482056258,-0.09068865179437424,0.09068865179437424
train,6234.2017.1221.0.wd,2458108,0.5861549940635851,0.57375,12.5,11.25,23.75,0.9473684210526315,-0.052631578947368474,0.052631578947368474
train,6234.2017.1221.0.wd,2458108,0.5862285698156106,3.35625,14.99,27.5,42.49,1.2944222169922335,0.2944222169922335,0.2944222169922335
train,6234.2017.1221.0.wd,2458108,0.5870301765001013,4.13625,13.75,25.0,38.75,1.2903225806451613,0.29032258064516125,0.29032258064516125
train,6234.2017.1221.0.wd,2458108,0.5895606412707465,1.33875,15.0,13.76,28.759999999999998,0.956884561891516,-0.04311543810848395,0.04311543810848395
train,6234.2017.1221.0.wd,2458108,0.5896862574529079,1.39625,12.5,27.5,40.0,1.375,0.375,0.375
train,6234.2017.1221.0.wd,2458108,0.589693356931438,1.93626,17.51,13.75,31.26,0.8797184900831734,-0.12028150991682662,0.12028150991682662
train,6234.2017.1221.0.wd,2458108,0.5902076995284578,1.10375,15.0,22.5,37.5,1.2,0.19999999999999996,0.19999999999999996
train,6234.2017.1221.0.wd,2458108,0.5909618827015335,2.84375,13.76,22.5,36.26,1.2410369553226697,0.24103695532266967,0.24103695532266967
train,6234.2017.1221.0.wd,2458108,0.591393399123828,0.35625,21.26,15.0,36.260000000000005,0.8273579702151129,-0.17264202978488707,0.17264202978488707
train,6234.2017.1221.0.wd,2458108,0.5918809627337239,0.365,23.75,17.5,41.25,0.8484848484848485,-0.1515151515151515,0.1515151515151515
train,6234.2017.1221.0.wd,2458108,0.5924265337413194,2.595,15.0,22.48,37.480000000000004,1.19957310565635,0.1995731056563499,0.1995731056563499
train,6234.2017.1221.0.wd,2458108,0.5928734230773871,2.4225,15.0,25.01,40.010000000000005,1.2501874531367156,0.25018745313671564,0.25018745313671564
train,6234.2017.1221.0.wd,2458108,0.5932124933686197,2.32501,22.5,20.01,42.510000000000005,0.941425546930134,-0.05857445306986597,0.05857445306986597
train,6234.2017.1221.0.wd,2458108,0.5942866513705006,2.76499,13.74,18.74,32.48,1.1539408866995073,0.15394088669950734,0.15394088669950734
train,6234.2017.1221.0.wd,2458108,0.5948796505309462,0.68249,13.75,23.76,37.510000000000005,1.2668621700879765,0.2668621700879765,0.2668621700879765
train,6234.2017.1221.0.wd,2458108,0.5960697132813657,3.37375,13.75,12.5,26.25,0.9523809523809523,-0.04761904761904767,0.04761904761904767
train,6234.2017.1221.0.wd,2458108,0.5964092835924044,2.24251,26.25,16.26,42.510000000000005,0.7649964714184897,-0.2350035285815103,0.2350035285815103
train,6234.2017.1221.0.wd,2458108,0.598192521593779,2.72374,25.0,17.51,42.510000000000005,0.8238061632557045,-0.17619383674429545,0.17619383674429545
train,6234.2017.1221.0.wd,2458108,0.5983194209724826,1.59125,13.75,13.76,27.509999999999998,1.000363504180298,0.00036350418029806875,0.00036350418029806875
train,6234.2017.1221.0.wd,2458108,0.5988150355643663,0.52249,18.74,20.0,38.739999999999995,1.0325245224574084,0.032524522457408445,0.032524522457408445
train,6234.2017.1221.0.wd,2458108,0.5992833216019675,3.98375,28.76,21.25,50.010000000000005,0.8498300339932012,-0.15016996600679877,0.15016996600679877
train,6234.2017.1221.0.wd,2458108,0.5997271985200087,6.26125,12.5,28.75,41.25,1.393939393939394,0.39393939393939403,0.39393939393939403
train,6234.2017.1221.0.wd,2458108,0.6010756379180121,1.38501,21.25,17.51,38.760000000000005,0.9035087719298245,-0.09649122807017552,0.09649122807017552
train,6234.2017.1221.0.wd,2458108,0.6010898133477286,0.39999,17.5,23.75,41.25,1.1515151515151516,0.1515151515151516,0.1515151515151516
train,6234.2017.1221.0.wd,2458108,0.6013423320659866,0.52375,17.5,21.25,38.75,1.096774193548387,0.09677419354838701,0.09677419354838701
train,6234.2017.1221.0.wd,2458108,0.6019773918586226,1.71375,17.5,21.25,38.75,1.096774193548387,0.09677419354838701,0.09677419354838701
train,6234.2017.1221.0.wd,2458108,0.6028085578233506,3.7025,15.0,21.25,36.25,1.1724137931034482,0.17241379310344818,0.17241379310344818
train,6234.2017.1221.0.wd,2458108,0.6035137832703849,0.91124,14.99,23.74,38.73,1.2259230570617092,0.22592305706170923,0.22592305706170923
train,6234.2017.1221.0.wd,2458108,0.6038192445425347,6.68125,17.51,18.74,36.25,1.0339310344827586,0.03393103448275858,0.03393103448275858
train,6234.2017.1221.0.wd,2458108,0.6054496157798467,1.46749,18.74,21.26,40.0,1.0630000000000002,0.06300000000000017,0.06300000000000017
train,6234.2017.1221.0.wd,2458108,0.6060755650690683,3.42874,15.0,20.01,35.010000000000005,1.1431019708654668,0.14310197086546683,0.14310197086546683
train,6234.2017.1221.0.wd,2458108,0.6061692845367477,5.49625,21.24,12.5,33.739999999999995,0.7409602845287494,-0.2590397154712506,0.2590397154712506
train,6234.2017.1221.0.wd,2458108,0.6064015814627893,1.23125,21.25,18.75,40.0,0.9375,-0.0625,0.0625
train,6234.2017.1221.0.wd,2458108,0.6067195650855324,1.7575,13.76,26.25,40.01,1.3121719570107473,0.3121719570107473,0.3121719570107473
train,6234.2017.1221.0.wd,2458108,0.6079300846421729,0.65876,13.76,27.5,41.26,1.3330101793504605,0.3330101793504605,0.3330101793504605
train,6234.2017.1221.0.wd,2458108,0.6080236274567419,1.10375,22.49,20.0,42.489999999999995,0.9413979759943517,-0.05860202400564829,0.05860202400564829
train,6234.2017.1221.0.wd,2458108,0.6082092658366174,3.02126,22.5,20.01,42.510000000000005,0.941425546930134,-0.05857445306986597,0.05857445306986597
train,6234.2017.1221.0.wd,2458108,0.6088424365340422,2.665,18.75,23.75,42.5,1.1176470588235294,0.11764705882352944,0.11764705882352944
train,6234.2017.1221.0.wd,2458108,0.6089949709372106,2.22626,20.01,17.5,37.510000000000005,0.9330845107971206,-0.06691548920287937,0.06691548920287937
train,6234.2017.1221.0.wd,2458108,0.6092359539709925,1.67624,8.75,8.75,17.5,1.0,0.0,0.0
train,6234.2017.1221.0.wd,2458108,0.6093861186990596,1.04125,16.25,21.25,37.5,1.1333333333333333,0.1333333333333333,0.1333333333333333
train,6234.2017.1221.0.wd,2458108,0.6108241486962095,0.45624,16.24,13.76,30.0,0.9173333333333333,-0.08266666666666667,0.08266666666666667
train,6234.2017.1221.0.wd,2458108,0.6109572863203413,1.48001,20.01,23.76,43.77,1.085675119945168,0.08567511994516797,0.08567511994516797
train,6234.2017.1221.0.wd,2458108,0.6111069906858216,0.56376,12.51,16.26,28.770000000000003,1.1303441084462982,0.13034410844629818,0.13034410844629818
train,6234.2017.1221.0.wd,2458108,0.6117912363742332,4.20501,13.76,17.51,31.270000000000003,1.1199232491205628,0.11992324912056285,0.11992324912056285
train,6234.2017.1221.0.wd,2458108,0.6120048065061777,0.47999,12.49,13.74,26.23,1.0476553564620663,0.04765535646206631,0.04765535646206631
train,6234.2017.1221.0.wd,2458108,0.6122655916154803,2.28624,13.75,17.5,31.25,1.12,0.1200000000000001,0.1200000000000001
train,6234.2017.1221.0.wd,2458108,0.612660231275839,1.25501,22.5,20.0,42.5,0.9411764705882353,-0.05882352941176472,0.05882352941176472
train,6234.2017.1221.0.wd,2458108,0.6127107678445747,0.84499,22.49,12.49,34.98,0.7141223556317897,-0.2858776443682103,0.2858776443682103
train,6234.2017.1221.0.wd,2458108,0.6156380058497251,0.77751,16.25,17.51,33.760000000000005,1.0373222748815165,0.037322274881516515,0.037322274881516515
train,6234.2017.1221.0.wd,2458108,0.616852746185518,2.21624,14.99,23.75,38.74,1.2261228704181724,0.22612287041817236,0.22612287041817236
train,6234.2017.1221.0.wd,2458108,0.6178501699225694,0.40501,16.25,23.75,40.0,1.1875,0.1875,0.1875
train,6234.2017.1221.0.wd,2458108,0.6201639564373987,0.99374,16.25,18.75,35.0,1.0714285714285714,0.0714285714285714,0.0714285714285714
train,6234.2017.1221.0.wd,2458108,0.6205952810986256,5.75499,14.99,17.5,32.49,1.077254539858418,0.0772545398584179,0.0772545398584179
train,6234.2017.1221.0.wd,2458108,0.6207208084365885,1.27125,13.75,13.75,27.5,1.0,0.0,0.0
train,6234.2017.1221.0.wd,2458108,0.6209251418132233,2.335,13.75,15.0,28.75,1.0434782608695652,0.04347826086956519,0.04347826086956519
train,6234.2017.1221.0.wd,2458108,0.6231317808580294,2.13,21.26,15.0,36.260000000000005,0.8273579702151129,-0.17264202978488707,0.17264202978488707
train,6234.2017.1221.0.wd,2458108,0.6233563079453414,0.77,25.01,21.25,46.260000000000005,0.9187202766969302,-0.08127972330306976,0.08127972330306976
train,6234.2017.1221.0.wd,2458108,0.6235160498228587,1.27125,13.76,28.76,42.52,1.35277516462841,0.3527751646284101,0.3527751646284101
train,6234.2017.1221.0.wd,2458108,0.6235993868266927,5.62249,12.5,16.24,28.74,1.1301322199025747,0.13013221990257473,0.13013221990257473
train,6234.2017.1221.0.wd,2458108,0.625310989104239,6.17,17.5,16.25,33.75,0.9629629629629629,-0.03703703703703709,0.03703703703703709
train,6234.2017.1221.0.wd,2458108,0.6272409880478732,2.77,22.5,18.75,41.25,0.9090909090909091,-0.09090909090909094,0.09090909090909094
train,6234.2017.1221.0.wd,2458108,0.6299135941106769,1.10751,13.76,23.75,37.51,1.2663289789389496,0.2663289789389496,0.2663289789389496
train,6234.2017.1221.0.wd,2458108,0.6299797410133245,1.60126,23.75,15.01,38.76,0.7745098039215687,-0.22549019607843135,0.22549019607843135
train,6234.2017.1221.0.wd,2458108,0.6308348906299335,0.32749,12.5,22.49,34.989999999999995,1.2855101457559304,0.28551014575593037,0.28551014575593037
train,6234.2017.1221.0.wd,2458108,0.6310562124688657,0.37126,21.26,22.49,43.75,1.0281142857142855,0.028114285714285536,0.028114285714285536
train,6234.2017.1221.0.wd,2458108,0.6314881546717881,3.54375,13.76,23.76,37.52,1.2665245202558635,0.2665245202558635,0.2665245202558635
train,6234.2017.1221.0.wd,2458108,0.6315738290590133,0.83625,21.26,20.0,41.260000000000005,0.9694619486185166,-0.030538051381483355,0.030538051381483355
train,6234.2017.1221.0.wd,2458108,0.6331215893731481,1.3725,17.5,12.5,30.0,0.8333333333333334,-0.16666666666666663,0.16666666666666663
train,6234.2017.1221.0.wd,2458108,0.6331219417125,9.07874,13.76,17.5,31.259999999999998,1.1196417146513116,0.11964171465131157,0.11964171465131157
train,6234.2017.1221.0.wd,2458108,0.634515165510706,1.94625,11.25,11.24,22.490000000000002,0.9995553579368608,-0.0004446420631392112,0.0004446420631392112
train,6234.2017.1221.0.wd,2458108,0.6353057860412181,3.82625,17.5,15.0,32.5,0.9230769230769231,-0.07692307692307687,0.07692307692307687
train,6234.2017.1221.0.wd,2458108,0.6365003290653789,1.57501,15.0,15.0,30.0,1.0,0.0,0.0
train,6234.2017.1221.0.wd,2458108,0.6365998226870225,0.395,12.5,12.51,25.009999999999998,1.0003998400639744,0.0003998400639744215,0.0003998400639744215
train,6234.2017.1221.0.wd,2458108,0.6370700287523003,0.83,12.5,26.24,38.739999999999995,1.3546721734641198,0.35467217346411983,0.35467217346411983
train,6234.2017.1221.0.wd,2458108,0.6381545849159432,2.08749,13.75,27.49,41.239999999999995,1.3331716779825413,0.3331716779825413,0.3331716779825413
train,6234.2017.1221.0.wd,2458108,0.6390968283294415,4.39751,13.76,18.74,32.5,1.153230769230769,0.15323076923076906,0.15323076923076906
