split,file,event_index,delay_us,multiplicity,prompt_channels,daughter_channels,q1,q2,q3,q4,Q,x_mu,s,a,depth,x_wrong
calibration,6845.2020.0211.0,511968,1.455,3,"[1, 2, 3]","[3, 4]",2.200000088,1.9375000775,1.6666667333333334,0.0,5.8041668988333335,0.574300071787509,-0.42569992821249103,0.42569992821249103,0.6054079923426657,0.6676238334529792
calibration,6845.2020.0211.0,512034,3.6625,3,"[1, 2, 3]","[1, 2, 3]",1.2666667173333332,1.6250000649999998,2.0666667493333333,0.0,4.958333531666666,0.8336134453781514,-0.1663865546218486,0.1663865546218486,0.7742296918767508,0.6554621848739495
calibration,6845.2020.0211.0,512645,1.1225,4,"[1, 2, 3, 4]","[2, 3, 4]",1.4000000559999999,1.3125000525,1.4666667253333332,1.5263158505263157,5.705482684359648,1.049160164507822,0.0491601645078219,0.0491601645078219,1.0311463017770435,0.9951185763154861
calibration,6845.2020.0211.0,515729,0.345,3,"[1, 2, 3]","[1, 2, 3]",1.600000064,1.0625000425,2.00000008,0.0,4.6625001865,0.8579088471849866,-0.1420911528150134,0.1420911528150134,0.7238605898123325,0.4557640750670241
calibration,6845.2020.0211.0,516945,4.49,4,"[1, 2, 3, 4]","[2, 3, 4]",1.00000004,1.6875000674999998,1.600000064,1.5789474315789473,5.866447603078947,1.083772569249748,0.08377256924974796,0.08377256924974796,1.093716122761766,1.1136032297858023
calibration,6845.2020.0211.0,516991,0.84625,3,"[1, 2, 3]","[1, 2, 3]",1.3333333866666666,1.3125000525,1.600000064,0.0,4.245833503166667,0.7536800785083415,-0.2463199214916585,0.2463199214916585,0.7085377821393523,0.6182531894013739
calibration,6845.2020.0211.0,518651,0.47375,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.3333333866666666,1.125000045,1.5333333946666667,2.1052632421052633,6.0969300684385965,1.1935831954535645,0.1935831954535645,0.1935831954535645,1.1489341294391293,1.0596359974102583
calibration,6845.2020.0211.0,520100,1.05,3,"[1, 2, 3]","[1, 2]",1.4000000559999999,1.5000000599999999,1.3333333866666666,0.0,4.2333335026666665,0.6299212598425197,-0.3700787401574803,0.3700787401574803,0.6561679790026247,0.7086614173228346
calibration,6845.2020.0211.0,523009,2.54875,3,"[1, 2, 3]","[2, 3]",1.8666667413333333,1.5625000624999998,1.800000072,0.0,5.229166875833333,0.6884462151394423,-0.31155378486055774,0.31155378486055774,0.6581673306772908,0.597609561752988
calibration,6845.2020.0211.0,523259,3.7225,4,"[1, 2, 3, 4]","[3, 4]",1.1333333786666666,1.3125000525,1.00000004,1.2105263642105262,4.6563598353771924,0.9494654547167146,-0.05053454528328538,0.05053454528328538,0.9942071304102104,1.0836904817972024
calibration,6845.2020.0211.0,524922,1.005,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.1333333786666666,0.8125000324999999,1.00000004,1.1578947831578947,4.103728234324561,1.0516753059370492,0.051675305937049165,0.051675305937049165,1.0212151979907018,0.9602949820980067
calibration,6845.2020.0211.0,525363,4.30625,2,"[3, 4]","[1, 2, 3, 4]",0.0,0.0,1.00000004,0.8421052968421052,1.8421053368421052,2.0,1.0,1.0,1.638095238095238,0.9142857142857143
calibration,6845.2020.0211.0,526366,8.64875,3,"[1, 2, 3]","[1, 2, 3]",1.6666667333333334,1.9375000775,1.4666667253333332,0.0,5.070833536166666,0.5784716516023007,-0.42152834839769926,0.42152834839769926,0.6403725006847439,0.7641741988496302
calibration,6845.2020.0211.0,529695,8.1425,3,"[1, 2, 3]","[3, 4]",2.466666765333333,2.125000085,1.200000048,0.0,5.791666898333332,0.41438848920863314,-0.5856115107913669,0.5856115107913669,0.520863309352518,0.7338129496402878
calibration,6845.2020.0211.0,530784,8.77875,2,"[1, 2]","[2, 3, 4]",1.8666667413333333,1.9375000775,0.0,0.0,3.804166818833333,0.0,-1.0,1.0,0.339539978094195,1.018619934282585
calibration,6845.2020.0211.0,532157,7.9,2,"[1, 2]","[2, 3]",1.600000064,2.125000085,0.0,0.0,3.725000149,0.0,-1.0,1.0,0.3803131991051454,1.1409395973154361
calibration,6845.2020.0211.0,533837,0.4625,2,"[1, 2]","[2, 3, 4]",1.9333334106666666,1.125000045,0.0,0.0,3.0583334556666664,0.0,-1.0,1.0,0.2452316076294278,0.7356948228882834
calibration,6845.2020.0211.0,534307,3.27125,2,"[1, 2]","[2, 3]",1.8666667413333333,1.00000004,0.0,0.0,2.8666667813333335,0.0,-1.0,1.0,0.2325581395348837,0.6976744186046511
calibration,6845.2020.0211.0,534511,0.90875,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",0.600000024,0.8125000324999999,0.7333333626666666,0.8947368778947368,3.0405702970614032,1.0708979444644788,0.07089794446447883,0.07089794446447883,1.0882557999759586,1.1229715109989182
calibration,6845.2020.0211.0,534892,9.7625,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.00000004,0.7500000299999999,0.46666668533333333,0.6315789726315789,2.8482457279649123,0.7711733908222975,-0.22882660917770248,0.22882660917770248,0.837491017349348,0.9701262704034492
calibration,6845.2020.0211.0,537091,1.0575,2,"[1, 2]","[2, 3, 4]",1.5333333946666667,2.0625000824999997,0.0,0.0,3.5958334771666665,0.0,-1.0,1.0,0.38238702201622243,1.1471610660486673
calibration,6845.2020.0211.0,537795,0.995,3,"[1, 2, 3]","[3, 4]",1.5333333946666667,1.6250000649999998,1.3333333866666666,0.0,4.491666846333333,0.5936920222634509,-0.40630797773654914,0.40630797773654914,0.6369820655534941,0.7235621521335805
calibration,6845.2020.0211.0,539029,1.335,3,"[2, 3, 4]","[1, 2, 3, 4]",0.0,0.3125000125,1.7333334026666667,1.736842174736842,3.782675589903509,1.8347730303205982,0.8347730303205982,0.8347730303205982,1.5843623784953718,1.0835410748449186
calibration,6845.2020.0211.0,539327,0.4925,3,"[1, 2, 3]","[3, 4]",1.4000000559999999,2.1875000874999997,1.5333333946666667,0.0,5.120833538166666,0.5988608624898292,-0.40113913751017083,0.40113913751017083,0.6840249525359371,0.8543531326281529
calibration,6845.2020.0211.0,541137,1.25125,3,"[1, 2, 3]","[3, 4]",1.6666667333333334,1.3750000549999999,2.1333334186666666,0.0,5.175000207,0.8244766505636071,-0.17552334943639292,0.17552334943639292,0.726784755770263,0.5314009661835748
calibration,6845.2020.0211.0,542023,1.0625,2,"[3, 4]","[1, 2, 3, 4]",0.0,0.0,1.5333333946666667,1.2105263642105262,2.7438597588771927,2.0,1.0,1.0,1.6274509803921569,0.8823529411764706
calibration,6845.2020.0211.0,543903,2.71625,3,"[1, 2, 3]","[3, 4]",1.4666667253333332,1.5000000599999999,0.800000032,0.0,3.7666668173333333,0.4247787610619469,-0.5752212389380531,0.5752212389380531,0.5486725663716815,0.7964601769911503
calibration,6845.2020.0211.0,545016,1.91,2,"[1, 2]","[1, 2]",1.8666667413333333,1.6875000674999998,0.0,0.0,3.554166808833333,0.0,-1.0,1.0,0.31652989449003516,0.9495896834701054
calibration,6845.2020.0211.0,545672,2.84125,2,"[1, 2]","[1, 2]",1.8666667413333333,1.9375000775,0.0,0.0,3.804166818833333,0.0,-1.0,1.0,0.339539978094195,1.018619934282585
calibration,6845.2020.0211.0,547308,7.89375,3,"[2, 3, 4]","[2, 3]",0.0,1.9375000775,1.4000000559999999,1.5789474315789473,4.916447565078947,1.2118292519737723,0.21182925197377234,0.21182925197377234,1.284713858780499,1.4304830723939517
calibration,6845.2020.0211.0,548326,3.91875,2,"[1, 2]","[1, 2]",1.6666667333333334,2.0625000824999997,0.0,0.0,3.729166815833333,0.0,-1.0,1.0,0.3687150837988826,1.1061452513966479
calibration,6845.2020.0211.0,550509,1.5575,4,"[1, 2, 3, 4]","[3, 4]",1.600000064,1.1875000475,1.6666667333333334,1.7894737557894735,6.243640600622807,1.1070914263636682,0.1070914263636682,0.1070914263636682,1.055928254481168,0.9536019107161673
calibration,6845.2020.0211.0,550602,0.9725,2,"[1, 2]","[1, 2, 3, 4]",0.5333333546666666,0.8125000324999999,0.0,0.0,1.3458333871666666,0.0,-1.0,1.0,0.4024767801857585,1.2074303405572755
calibration,6845.2020.0211.0,551902,6.81125,4,"[1, 2, 3, 4]","[1, 2]",1.4666667253333332,1.3125000525,1.3333333866666666,1.4210526884210526,5.533552852921051,0.9955217374073636,-0.004478262592636395,0.004478262592636395,0.9930117967212251,0.9879919153489478
calibration,6845.2020.0211.0,551951,2.06125,3,"[1, 2, 3]","[1, 2, 3]",1.2666667173333332,1.5000000599999999,1.800000072,0.0,4.566666849333333,0.7883211678832117,-0.21167883211678828,0.21167883211678828,0.7445255474452555,0.656934306569343
calibration,6845.2020.0211.0,552994,6.54375,2,"[2, 3]","[3, 4]",0.0,2.3125000924999997,1.9333334106666666,0.0,4.245833503166667,0.9106967615309126,-0.08930323846908739,0.08930323846908739,0.9702322538436374,1.089303238469087
calibration,6845.2020.0211.0,554385,3.28375,2,"[1, 2]","[2, 3]",2.400000096,2.8125001125,0.0,0.0,5.2125002085,0.0,-1.0,1.0,0.3597122302158273,1.079136690647482
calibration,6845.2020.0211.0,554919,2.065,3,"[1, 2, 3]","[3, 4]",1.4666667253333332,1.875000075,1.3333333866666666,0.0,4.675000186999999,0.5704099821746881,-0.4295900178253119,0.4295900178253119,0.6476530005941772,0.8021390374331551
calibration,6845.2020.0211.0,555835,5.71875,2,"[2, 3]","[3, 4]",0.0,1.5625000624999998,2.0666667493333333,0.0,3.629166811833333,1.1389207807118256,0.13892078071182556,0.13892078071182556,1.0463069269039418,0.8610792192881744
calibration,6845.2020.0211.0,556025,1.38875,2,"[1, 2]","[1, 2]",1.9333334106666666,1.875000075,0.0,0.0,3.8083334856666666,0.0,-1.0,1.0,0.3282275711159738,0.9846827133479212
calibration,6845.2020.0211.0,556495,1.46,2,"[1, 2]","[1, 2]",1.8666667413333333,1.6875000674999998,0.0,0.0,3.554166808833333,0.0,-1.0,1.0,0.31652989449003516,0.9495896834701054
calibration,6845.2020.0211.0,556595,0.85875,4,"[1, 2, 3, 4]","[2, 3, 4]",1.4000000559999999,1.3750000549999999,1.5333333946666667,1.8947369178947369,6.203070423561404,1.105281764830658,0.1052817648306581,0.1052817648306581,1.0882651016993092,1.0542317754366117
calibration,6845.2020.0211.0,557154,5.9525,4,"[1, 2, 3, 4]","[1, 2]",1.1333333786666666,1.0625000425,1.0666667093333333,1.105263202105263,4.3677633326052625,0.9945272882462218,-0.00547271175377817,0.00547271175377817,0.9938913156265168,0.9926193703871066
calibration,6845.2020.0211.0,557960,2.375,4,"[1, 2, 3, 4]","[1, 2, 3]",1.4666667253333332,1.25000005,1.600000064,1.368421107368421,5.6850879467017545,1.0442832896158,0.04428328961580008,0.04428328961580008,1.0032402407035952,0.9211541428791853
calibration,6845.2020.0211.0,558113,5.5325,3,"[1, 2, 3]","[1, 2]",1.5333333946666667,1.5000000599999999,0.8666667013333333,0.0,3.900000156,0.4444444444444445,-0.5555555555555556,0.5555555555555556,0.5527065527065528,0.7692307692307692
calibration,6845.2020.0211.0,558548,0.955,3,"[1, 2, 3]","[1, 2]",1.2666667173333332,1.5000000599999999,1.4000000559999999,0.0,4.166666833333333,0.6719999999999999,-0.32800000000000007,0.32800000000000007,0.6880000000000001,0.72
calibration,6845.2020.0211.0,558766,7.63,4,"[1, 2, 3, 4]","[1, 2]",1.1333333786666666,0.43750001749999995,0.7333333626666666,1.0526316210526316,3.356798379885965,1.0640883256026654,0.06408832560266542,0.06408832560266542,1.0053352496679082,0.8878290977983929
calibration,6845.2020.0211.0,561342,3.66125,3,"[1, 2, 3]","[1, 2, 3]",1.8666667413333333,1.5625000624999998,1.7333334026666667,0.0,5.1625002065,0.6715092816787732,-0.3284907183212268,0.3284907183212268,0.6494484799569545,0.6053268765133172
calibration,6845.2020.0211.0,562229,5.6325,3,"[1, 2, 3]","[3, 4]",1.600000064,2.0625000824999997,1.1333333786666666,0.0,4.795833525166667,0.472632493483927,-0.527367506516073,0.527367506516073,0.6017955401100492,0.8601216333622935
calibration,6845.2020.0211.0,562523,0.545,4,"[1, 2, 3, 4]","[3, 4]",1.4666667253333332,1.3750000549999999,1.600000064,1.368421107368421,5.810087951701755,1.0218162602853476,0.021816260285347555,0.021816260285347555,0.9959990941345207,0.9443647618328677
calibration,6845.2020.0211.0,562625,0.55875,2,"[3, 4]","[2, 3, 4]",0.0,0.0,1.800000072,2.5789474715789473,4.378947543578947,2.0,1.0,1.0,1.7259615384615383,1.1778846153846154
calibration,6845.2020.0211.0,564413,2.23125,4,"[1, 2, 3, 4]","[3, 4]",1.4666667253333332,1.4375000574999999,1.800000072,1.2631579452631578,5.967324800096492,1.0266436367645435,0.02664363676454351,0.02664363676454351,0.9861453088824372,0.9051486531182241
calibration,6845.2020.0211.0,565138,1.125,2,"[1, 2]","[2, 3, 4]",1.0666667093333333,1.6250000649999998,0.0,0.0,2.691666774333333,0.0,-1.0,1.0,0.4024767801857585,1.2074303405572755
calibration,6845.2020.0211.0,565417,0.62125,3,"[1, 2, 3]","[3, 4]",1.4000000559999999,1.5000000599999999,1.4000000559999999,0.0,4.300000172,0.6511627906976744,-0.34883720930232565,0.34883720930232565,0.6666666666666667,0.6976744186046511
calibration,6845.2020.0211.0,565783,5.1675,4,"[1, 2, 3, 4]","[3, 4]",1.3333333866666666,1.5000000599999999,1.2666667173333332,1.7894737557894735,5.889473919789474,1.0378313970807267,0.03783139708072669,0.03783139708072669,1.0642438685334126,1.1170688114387846
calibration,6845.2020.0211.0,566823,0.795,3,"[1, 2, 3]","[1, 2, 3]",1.4000000559999999,1.5625000624999998,1.6666667333333334,0.0,4.629166851833332,0.7200720072007202,-0.2799279927992798,0.2799279927992798,0.7050705070507052,0.675067506750675
calibration,6845.2020.0211.0,566921,0.8425,4,"[1, 2, 3, 4]","[3, 4]",1.4000000559999999,1.4375000574999999,1.4666667253333332,2.1578948231578945,6.4620616619912274,1.1217972647368242,0.12179726473682417,0.12179726473682417,1.1187882490017083,1.112770217531476
calibration,6845.2020.0211.0,567107,5.145,2,"[1, 2]","[2, 3, 4]",1.7333334026666667,2.125000085,0.0,0.0,3.8583334876666666,0.0,-1.0,1.0,0.367170626349892,1.101511879049676
calibration,6845.2020.0211.0,567260,5.17875,2,"[1, 2]","[1, 2]",1.8666667413333333,1.8125000724999998,0.0,0.0,3.679166813833333,0.0,-1.0,1.0,0.32842582106455265,0.9852774631936579
calibration,6845.2020.0211.0,567777,0.64625,3,"[2, 3, 4]","[1, 2, 3, 4]",0.0,1.5000000599999999,1.4666667253333332,1.736842174736842,4.703508960070176,1.3621782916822078,0.36217829168220783,0.36217829168220783,1.3669028969290065,1.3763521074226035
calibration,6845.2020.0211.0,567842,2.27875,3,"[1, 2, 3]","[1, 2, 3]",1.6666667333333334,1.6875000674999998,1.8666667413333333,0.0,5.220833542166666,0.7150837988826817,-0.2849162011173183,0.2849162011173183,0.6922053737696195,0.6464485235434956
calibration,6845.2020.0211.0,568087,0.91375,2,"[1, 2]","[1, 2]",1.800000072,1.875000075,0.0,0.0,3.675000147,0.0,-1.0,1.0,0.3401360544217687,1.0204081632653061
calibration,6845.2020.0211.0,568799,1.2675,3,"[1, 2, 3]","[3, 4]",1.6666667333333334,1.9375000775,1.3333333866666666,0.0,4.9375001974999995,0.5400843881856541,-0.4599156118143459,0.4599156118143459,0.6216596343178622,0.7848101265822784
calibration,6845.2020.0211.0,568953,5.39125,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.3333333866666666,1.00000004,1.2666667173333332,1.1578947831578947,4.757894927157895,1.0191740412979349,0.019174041297934874,0.019174041297934874,0.9818092428711899,0.9070796460176992
calibration,6845.2020.0211.0,572010,6.2775,4,"[1, 2, 3, 4]","[3, 4]",1.6666667333333334,1.6250000649999998,1.6666667333333334,1.8947369178947369,6.853070449561403,1.03936,0.03936000000000006,0.03936000000000006,1.0353066666666666,1.0272
calibration,6845.2020.0211.0,572115,7.325,3,"[1, 2, 3]","[1, 2]",1.3333333866666666,1.6250000649999998,1.3333333866666666,0.0,4.291666838333333,0.6213592233009709,-0.37864077669902907,0.37864077669902907,0.6666666666666666,0.7572815533980582
calibration,6845.2020.0211.0,572251,8.0025,3,"[1, 2, 3]","[1, 2]",1.7333334026666667,1.1875000475,1.6666667333333334,0.0,4.5875001834999996,0.7266121707538602,-0.2733878292461398,0.2733878292461398,0.6569785043899485,0.5177111716621253
calibration,6845.2020.0211.0,573059,4.56375,2,"[2, 3]","[1, 2]",0.0,1.6250000649999998,2.0666667493333333,0.0,3.691666814333333,1.1196388261851016,0.11963882618510158,0.11963882618510158,1.0398796087283673,0.8803611738148984
calibration,6845.2020.0211.0,573717,0.34625,2,"[1, 2]","[2, 3, 4]",2.00000008,1.6250000649999998,0.0,0.0,3.6250001449999996,0.0,-1.0,1.0,0.2988505747126437,0.896551724137931
calibration,6845.2020.0211.0,574301,9.81125,3,"[2, 3, 4]","[1, 2]",0.0,0.5625000225,1.200000048,1.368421107368421,3.1309211778684207,1.6406808152973316,0.6406808152973316,0.6406808152973316,1.5049380121874343,1.2334524059676402
calibration,6845.2020.0211.0,574513,0.7475,2,"[1, 2]","[1, 2]",1.6666667333333334,1.8125000724999998,0.0,0.0,3.479166805833333,0.0,-1.0,1.0,0.3473053892215569,1.0419161676646707
calibration,6845.2020.0211.0,576516,9.87125,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.4666667253333332,0.5625000225,1.1333333786666666,1.0526316210526316,4.215131747552631,1.0371988970396964,0.037198897039696366,0.037198897039696366,0.9469156998421868,0.7663493054471673
calibration,6845.2020.0211.0,577137,2.7125,4,"[1, 2, 3, 4]","[1, 2, 3]",1.1333333786666666,1.3125000525,1.0666667093333333,1.1578947831578947,4.670394923657894,0.9526224350847537,-0.04737756491524625,0.04737756491524625,0.9877134494686265,1.0578954782363712
calibration,6845.2020.0211.0,577803,4.69625,4,"[1, 2, 3, 4]","[1, 2, 3]",1.5333333946666667,1.1875000475,1.8666667413333333,1.5263158505263157,6.113816034026315,1.1099393808960152,0.10993938089601518,0.10993938089601518,1.0358812487296292,0.8877649843968578
calibration,6845.2020.0211.0,578823,9.49,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",0.7333333626666666,1.3125000525,0.9333333706666667,0.8947368778947368,3.8739036637280697,0.9437871497311068,-0.05621285026889322,0.05621285026889322,1.0090385885460893,1.1395414661760543
calibration,6845.2020.0211.0,579320,5.07,4,"[1, 2, 3, 4]","[3, 4]",1.4000000559999999,1.4375000574999999,1.600000064,2.00000008,6.4375002575,1.1184466019417476,0.11844660194174761,0.11844660194174761,1.1016181229773463,1.0679611650485437
calibration,6845.2020.0211.0,579426,8.205,4,"[1, 2, 3, 4]","[3, 4]",1.3333333866666666,1.25000005,1.5333333946666667,1.3157895263157895,5.432456357649123,1.0489262070079122,0.04892620700791217,0.04892620700791217,1.0141557672641155,0.9446148877765218
calibration,6845.2020.0211.0,579954,1.35125,3,"[1, 2, 3]","[1, 2]",1.800000072,2.00000008,0.800000032,0.0,4.600000184,0.3478260869565218,-0.6521739130434783,0.6521739130434783,0.5217391304347826,0.8695652173913042
calibration,6845.2020.0211.0,581709,1.04875,2,"[1, 2]","[2, 3, 4]",1.800000072,1.8125000724999998,0.0,0.0,3.6125001445,0.0,-1.0,1.0,0.3344867358708189,1.0034602076124566
calibration,6845.2020.0211.0,583005,4.7375,4,"[1, 2, 3, 4]","[1, 2, 3]",1.4000000559999999,1.4375000574999999,1.6666667333333334,1.5263158505263157,6.030482697359649,1.0589475980944763,0.05894759809447625,0.05894759809447625,1.0336133435155217,0.9829448343576129
calibration,6845.2020.0211.0,583630,3.20875,3,"[1, 2, 3]","[3, 4]",1.5333333946666667,1.6875000674999998,1.0666667093333333,0.0,4.2875001715,0.49757045675413025,-0.5024295432458697,0.5024295432458697,0.5941043083900227,0.7871720116618076
calibration,6845.2020.0211.0,583646,1.2775,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.3333333866666666,1.7500000699999998,1.4000000559999999,1.6842105936842104,6.167544106350877,1.000142227279192,0.00014222727919199762,0.00014222727919199762,1.0379746835443038,1.1136395960745271
calibration,6845.2020.0211.0,584030,1.23875,3,"[1, 2, 3]","[1, 2, 3]",2.00000008,2.375000095,2.200000088,0.0,6.575000263,0.6692015209125475,-0.3307984790874525,0.3307984790874525,0.6869455006337135,0.7224334600760456
calibration,6845.2020.0211.0,585732,0.455,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.4666667253333332,1.5000000599999999,1.6666667333333334,1.736842174736842,6.3701756934035085,1.068576149820986,0.06857614982098603,0.06857614982098603,1.0511337556228773,1.0162489672266592
calibration,6845.2020.0211.0,586404,8.155,3,"[2, 3, 4]","[3, 4]",0.0,1.4375000574999999,1.7333334026666667,1.6842105936842104,4.855044053850877,1.4078323320836532,0.4078323320836532,0.4078323320836532,1.367210202207266,1.285965942454492
calibration,6845.2020.0211.0,586514,1.19625,2,"[3, 4]","[3, 4]",0.0,0.0,0.33333334666666664,2.1578948231578945,2.491228169824561,2.0,1.0,1.0,1.9107981220657277,1.7323943661971832
calibration,6845.2020.0211.0,587619,0.4825,2,"[1, 2]","[2, 3, 4]",1.7333334026666667,1.9375000775,0.0,0.0,3.6708334801666664,0.0,-1.0,1.0,0.35187287173666293,1.0556186152099887
calibration,6845.2020.0211.0,587901,1.255,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.4000000559999999,0.9375000375,0.5333333546666666,1.1578947831578947,4.028728231324561,0.8395841271569321,-0.1604158728430679,0.1604158728430679,0.906464899388529,1.0402264438517228
calibration,6845.2020.0211.0,589725,5.36625,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.4666667253333332,1.4375000574999999,1.5333333946666667,1.631579012631579,6.069079190131579,1.042962962962963,0.04296296296296309,0.04296296296296309,1.0324360132490213,1.0113821138211383
calibration,6845.2020.0211.0,591710,2.38625,3,"[1, 2, 3]","[3, 4]",1.8666667413333333,1.6250000649999998,2.00000008,0.0,5.491666886333332,0.7283763277693476,-0.2716236722306524,0.2716236722306524,0.6828528072837634,0.5918057663125947
calibration,6845.2020.0211.0,592000,1.92375,4,"[1, 2, 3, 4]","[1, 2, 3]",1.4000000559999999,1.3750000549999999,1.800000072,0.8421052968421052,5.417105479842105,0.9754675734758319,-0.024532426524168094,0.024532426524168094,0.9231641162658896,0.8185572018460042
calibration,6845.2020.0211.0,592688,3.6825,4,"[1, 2, 3, 4]","[1, 2, 3]",1.4000000559999999,1.3125000525,1.00000004,1.105263202105263,4.817763350605262,0.8739587600710091,-0.12604123992899086,0.12604123992899086,0.9172015112203561,1.0036870135190494
calibration,6845.2020.0211.0,594065,0.49625,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.4666667253333332,1.5000000599999999,1.3333333866666666,1.5263158505263157,5.826316022526315,0.9816320385426076,-0.01836796145739239,0.01836796145739239,1.0007025996185885,1.038843721770551
calibration,6845.2020.0211.0,596554,3.0425,2,"[1, 2]","[1, 2]",2.0666667493333333,1.6250000649999998,0.0,0.0,3.691666814333333,0.0,-1.0,1.0,0.29345372460496616,0.8803611738148984
calibration,6845.2020.0211.0,596754,9.8475,2,"[1, 2]","[2, 3, 4]",1.6666667333333334,1.25000005,0.0,0.0,2.9166667833333335,0.0,-1.0,1.0,0.2857142857142857,0.857142857142857
calibration,6845.2020.0211.0,598001,1.7425,3,"[1, 2, 3]","[1, 2, 3]",1.4666667253333332,1.3750000549999999,1.6666667333333334,0.0,4.508333513666667,0.7393715341959335,-0.2606284658040665,0.2606284658040665,0.696241528034504,0.609981515711645
calibration,6845.2020.0211.0,599598,8.68,4,"[1, 2, 3, 4]","[2, 3, 4]",0.9333333706666667,0.8750000349999999,0.5333333546666666,0.7894737157894737,3.1311404761228068,0.8449362655834151,-0.15506373441658494,0.15506373441658494,0.9176822150628007,1.0631741140215716
calibration,6845.2020.0211.0,600653,4.5725,3,"[1, 2, 3]","[1, 2]",1.5333333946666667,1.5000000599999999,1.4000000559999999,0.0,4.4333335106666665,0.631578947368421,-0.368421052631579,0.368421052631579,0.6466165413533835,0.6766917293233082
calibration,6845.2020.0211.0,600937,2.45625,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.3333333866666666,0.8125000324999999,1.00000004,0.9473684589473684,4.093201918114034,0.951513527993571,-0.04848647200642897,0.04848647200642897,0.9209750870613448,0.8598982051968925
calibration,6845.2020.0211.0,601003,0.71,2,"[1, 2]","[1, 2]",1.800000072,1.875000075,0.0,0.0,3.675000147,0.0,-1.0,1.0,0.3401360544217687,1.0204081632653061
calibration,6845.2020.0211.0,602425,0.91,2,"[1, 2]","[1, 2]",1.9333334106666666,1.7500000699999998,0.0,0.0,3.6833334806666667,0.0,-1.0,1.0,0.3167420814479638,0.9502262443438912
calibration,6845.2020.0211.0,602490,1.1775,2,"[1, 2]","[2, 3, 4]",1.9333334106666666,1.25000005,0.0,0.0,3.183333460666667,0.0,-1.0,1.0,0.2617801047120419,0.7853403141361256
calibration,6845.2020.0211.0,603015,7.0925,3,"[2, 3, 4]","[1, 2, 3, 4]",0.0,1.125000045,1.5333333946666667,1.736842174736842,4.395175614403509,1.4880750424109372,0.48807504241093724,0.48807504241093724,1.4261384426038655,1.3022652429897215
calibration,6845.2020.0211.0,606667,3.68375,4,"[1, 2, 3, 4]","[1, 2, 3, 4]",1.1333333786666666,1.125000045,1.4000000559999999,1.105263202105263,4.763596681771929,1.0518368474357793,0.05183684743577932,0.05183684743577932,1.0133505202099253,0.9363778657582176
calibration,6845.2020.0211.0,608901,3.9,4,"[1, 2, 3, 4]","[3, 4]",1.2666667173333332,1.3125000525,1.1333333786666666,1.5263158505263157,5.238815999026315,1.0153627192431665,0.015362719243166456,0.015362719243166456,1.0381626131971482,1.0837624011051112
calibration,6845.2020.0211.0,609789,0.98375,3,"[1, 2, 3]","[3, 4]",1.5333333946666667,1.6875000674999998,1.1333333786666666,0.0,4.354166840833333,0.5205741626794259,-0.4794258373205741,0.4794258373205741,0.6054226475279106,0.7751196172248803
calibration,6845.2020.0211.0,609992,1.84,3,"[1, 2, 3]","[3, 4]",1.5333333946666667,1.6875000674999998,1.8666667413333333,0.0,5.087500203499999,0.7338247338247339,-0.2661752661752661,0.2661752661752661,0.7103467103467104,0.6633906633906634
calibration,6845.2020.0211.0,613027,3.53625,2,"[1, 2]","[1, 2]",1.4666667253333332,3.3750001349999996,0.0,0.0,4.841666860333333,0.0,-1.0,1.0,0.4647160068846816,1.3941480206540449
calibration,6845.2020.0211.0,613825,0.78875,2,"[1, 2]","[1, 2]",1.5333333946666667,1.875000075,0.0,0.0,3.4083334696666667,0.0,-1.0,1.0,0.36674816625916873,1.1002444987775062
calibration,6845.2020.0211.0,614419,0.6325,2,"[1, 2]","[1, 2]",1.6666667333333334,1.7500000699999998,0.0,0.0,3.4166668033333334,0.0,-1.0,1.0,0.3414634146341463,1.0243902439024388
calibration,6845.2020.0211.0,614797,2.21625,4,"[1, 2, 3, 4]","[2, 3, 4]",1.3333333866666666,1.25000005,1.5333333946666667,2.210526404210526,6.327193235543859,1.1834188271177042,0.1834188271177042,0.1834188271177042,1.153565321872545,1.0938583113822264
calibration,6845.2020.0211.0,615536,0.49125,3,"[1, 2, 3]","[1, 2, 3]",1.5333333946666667,1.3125000525,1.7333334026666667,0.0,4.579166849833333,0.7570518653321201,-0.2429481346678799,0.2429481346678799,0.6957840461025174,0.5732484076433121
calibration,6845.2020.0211.0,615912,2.4925,2,"[1, 2]","[2, 3, 4]",1.9333334106666666,1.1875000475,0.0,0.0,3.1208334581666666,0.0,-1.0,1.0,0.253671562082777,0.7610146862483311
