route_id,split,control,lag,source_pair,endpoint,destination_pair,flip,shape_error,weight
c2-0-234-28-10,development,seed,5,2-10,10,0-1,Fx,0.9487381183485323,1.2076518747777126e-05
c2-0-234-28-10,development,seed,6,2-10,10,0-4,Fx,0.9619517644832211,1.2076518747777126e-05
c2-0-234-28-10,development,time,0,2-10,10,5-8,Fx,0.9290355934509285,1.2076518747777126e-05
c2-0-234-28-10,development,time,1,2-10,10,4-8,Fx,0.9450595554152623,1.2076518747777126e-05
c2-0-234-28-10,development,time,2,2-10,10,4-8,Fx,0.934936925534947,1.2076518747777126e-05
c2-0-234-28-10,development,time,3,2-10,10,4-8,Fx,0.9426315928349296,1.2076518747777126e-05
c2-0-234-28-10,development,time,4,2-10,10,4-8,Fx,0.9438312877179657,1.2076518747777126e-05
c2-0-234-28-10,development,time,5,2-10,10,4-8,Fx,0.9549501327780254,1.2076518747777126e-05
c2-0-234-28-10,development,time,6,2-10,10,4-10,Fx,0.9649770908277291,1.2076518747777126e-05
c2-1-4-41-4,development,exact,0,4-8,4,4-6,Fx,0.9630850623236872,0.00228874691380887
c2-1-4-41-4,development,exact,1,4-8,4,4-8,Fy,0.9666992063863685,0.00228874691380887
c2-1-4-41-4,development,exact,2,4-8,4,4-5,Fx,0.9220848930096232,0.00228874691380887
c2-1-4-41-4,development,exact,3,4-8,4,4-5,Fx,0.9252225573113612,0.00228874691380887
c2-1-4-41-4,development,exact,4,4-8,4,4-5,Fx,0.9390033983939968,0.00228874691380887
c2-1-4-41-4,development,exact,5,4-8,4,3-4,Fx,0.9430606255672838,0.00228874691380887
c2-1-4-41-4,development,exact,6,4-8,4,3-4,Fx,0.9302897368645999,0.00228874691380887
c2-1-4-41-4,development,seed,0,4-8,4,4-8,Fx,0.937513152512746,0.00228874691380887
c2-1-4-41-4,development,seed,1,4-8,4,4-8,Fx,0.9386514324519527,0.00228874691380887
c2-1-4-41-4,development,seed,2,4-8,4,4-8,Fx,0.9428600909301162,0.00228874691380887
c2-1-4-41-4,development,seed,3,4-8,4,4-8,Fx,0.9442322820587938,0.00228874691380887
c2-1-4-41-4,development,seed,4,4-8,4,4-10,Fx,0.9382564012687038,0.00228874691380887
c2-1-4-41-4,development,seed,5,4-8,4,3-4,Fx,0.9320694238863756,0.00228874691380887
c2-1-4-41-4,development,seed,6,4-8,4,3-4,Fx,0.9297236029252622,0.00228874691380887
c2-1-4-41-4,development,time,0,4-8,4,3-5,Fx,0.9396998266226223,0.00228874691380887
c2-1-4-41-4,development,time,1,4-8,4,3-5,Fx,0.9511890328107241,0.00228874691380887
