path_id,label,group,index,source_time,ara_x,heading_turns,mean_relative_movement
q52_random_520102,Q52 · random 520102,Q52 continuation,6,325.0,1.986359678,0.971995131,0.001083094188
q52_random_520102,Q52 · random 520102,Q52 continuation,7,375.0,1.994254408,0.000883323,0.000211093541
q52_random_520102,Q52 · random 520102,Q52 continuation,8,425.0,1.9935279,0.00147492,0.000205402226
q52_random_520102,Q52 · random 520102,Q52 continuation,9,475.0,1.796252696,0.993060013,0.337065134696
q52_random_520102,Q52 · random 520102,Q52 continuation,10,525.0,1.606493851,0.995104583,0.675849226303
q52_random_520102,Q52 · random 520102,Q52 continuation,11,575.0,1.293259755,0.990458088,0.599075812524
q52_random_520102,Q52 · random 520102,Q52 continuation,12,625.0,1.138580436,0.989763969,0.593548402607
q52_random_520102,Q52 · random 520102,Q52 continuation,13,675.0,1.10427911,0.009816434,0.667081692841
q52_random_520102,Q52 · random 520102,Q52 continuation,14,725.0,1.149827607,0.9838769,0.667662960859
q52_random_520102,Q52 · random 520102,Q52 continuation,15,775.0,1.010669578,0.160780388,0.667547620539
q52_random_520102,Q52 · random 520102,Q52 continuation,16,825.0,1.174333514,0.026998099,0.652801295424
q52_random_520102,Q52 · random 520102,Q52 continuation,17,875.0,0.999557257,0.737221331,0.622140749291
q52_random_520102,Q52 · random 520102,Q52 continuation,18,925.0,0.897314847,0.55016396,0.650525786264
q52_random_520102,Q52 · random 520102,Q52 continuation,19,975.0,1.025512563,0.091202116,0.697650003265
q52_random_520102,Q52 · random 520102,Q52 continuation,20,1025.0,1.098137875,0.969244518,0.689340247054
q52_random_520102,Q52 · random 520102,Q52 continuation,21,1075.0,0.834460797,0.514899557,0.688766532255
q52_random_520102,Q52 · random 520102,Q52 continuation,22,1125.0,0.991724272,0.712884475,0.727952214348
q52_random_520102,Q52 · random 520102,Q52 continuation,23,1175.0,0.950836577,0.562530352,0.717092914402
q52_random_520102,Q52 · random 520102,Q52 continuation,24,1225.0,1.038453476,0.953555205,0.638070700414
q52_random_520102,Q52 · random 520102,Q52 continuation,25,1275.0,1.006434237,0.091962655,0.644712347119
q52_random_520102,Q52 · random 520102,Q52 continuation,26,1325.0,0.997677892,0.721219487,0.638868715577
q52_random_520102,Q52 · random 520102,Q52 continuation,27,1375.0,1.011633334,0.191275867,0.617468719572
q52_random_520102,Q52 · random 520102,Q52 continuation,28,1425.0,0.964966057,0.484698276,0.64441738573
q52_random_520102,Q52 · random 520102,Q52 continuation,29,1475.0,0.853218286,0.444688214,0.658885019379
q52_random_520102,Q52 · random 520102,Q52 continuation,30,1525.0,1.074973652,0.088266364,0.680260559635
q52_random_520102,Q52 · random 520102,Q52 continuation,31,1575.0,1.035639975,0.97267869,0.689455305628
q52_random_520102,Q52 · random 520102,Q52 continuation,32,1625.0,1.112835675,0.983624438,0.631054547084
q52_random_520102,Q52 · random 520102,Q52 continuation,33,1675.0,0.978683388,0.319325952,0.645968054
q52_random_520102,Q52 · random 520102,Q52 continuation,34,1725.0,0.967611019,0.618854151,0.630343896135
q52_random_520102,Q52 · random 520102,Q52 continuation,35,1775.0,0.941260016,0.525126967,0.651954946907
q52_random_520102,Q52 · random 520102,Q52 continuation,36,1825.0,1.035384711,0.972658903,0.665458551184
q52_random_520102,Q52 · random 520102,Q52 continuation,37,1875.0,1.202597461,0.001935003,0.699501060868
q52_random_520102,Q52 · random 520102,Q52 continuation,38,1925.0,0.899469675,0.500851584,0.751918146503
q52_random_520102,Q52 · random 520102,Q52 continuation,39,1975.0,0.72381035,0.487364537,0.653337850804
q52_random_520103,Q52 · random 520103,Q52 continuation,0,25.0,0.430138809,0.493587762,0.138944160648
q52_random_520103,Q52 · random 520103,Q52 continuation,1,75.0,0.335368578,0.475623634,0.047882647066
q52_random_520103,Q52 · random 520103,Q52 continuation,2,125.0,0.599314586,0.440777186,0.002354235833
q52_random_520103,Q52 · random 520103,Q52 continuation,3,175.0,1.996696105,0.997196957,0.000236168883
q52_random_520103,Q52 · random 520103,Q52 continuation,4,225.0,1.996461609,0.997331157,0.000221028766
q52_random_520103,Q52 · random 520103,Q52 continuation,5,275.0,1.996409716,0.997515012,0.000206623612
q52_random_520103,Q52 · random 520103,Q52 continuation,6,325.0,1.961417992,0.954331274,0.001010076449
q52_random_520103,Q52 · random 520103,Q52 continuation,7,375.0,1.996322326,0.997825593,0.00018950421
q52_random_520103,Q52 · random 520103,Q52 continuation,8,425.0,1.996041915,0.997989686,0.000178453476
q52_random_520103,Q52 · random 520103,Q52 continuation,9,475.0,1.809557964,0.990312533,0.326675394982
q52_random_520103,Q52 · random 520103,Q52 continuation,10,525.0,1.642663773,0.985861633,0.710283319589
q52_random_520103,Q52 · random 520103,Q52 continuation,11,575.0,1.314020004,0.987676023,0.734772423949
q52_random_520103,Q52 · random 520103,Q52 continuation,12,625.0,1.204880206,0.040316794,0.621375276588
q52_random_520103,Q52 · random 520103,Q52 continuation,13,675.0,1.178649988,0.010352343,0.619918031409
q52_random_520103,Q52 · random 520103,Q52 continuation,14,725.0,0.949942323,0.390087096,0.690517937485
q52_random_520103,Q52 · random 520103,Q52 continuation,15,775.0,1.049878791,0.887020761,0.680960791689
q52_random_520103,Q52 · random 520103,Q52 continuation,16,825.0,1.066775058,0.988271901,0.638272578107
q52_random_520103,Q52 · random 520103,Q52 continuation,17,875.0,1.09058295,0.991871073,0.636789274139
q52_random_520103,Q52 · random 520103,Q52 continuation,18,925.0,0.983413696,0.669868046,0.700163486805
q52_random_520103,Q52 · random 520103,Q52 continuation,19,975.0,0.943315915,0.399526848,0.697336147592
q52_random_520103,Q52 · random 520103,Q52 continuation,20,1025.0,0.92428485,0.535069136,0.657139001491
q52_random_520103,Q52 · random 520103,Q52 continuation,21,1075.0,0.995186503,0.732053292,0.641001530438
q52_random_520103,Q52 · random 520103,Q52 continuation,22,1125.0,0.871910418,0.470625928,0.69445043954
q52_random_520103,Q52 · random 520103,Q52 continuation,23,1175.0,1.100203483,0.037285531,0.673281521158
q52_random_520103,Q52 · random 520103,Q52 continuation,24,1225.0,1.136206344,0.999570855,0.655158992006
q52_random_520103,Q52 · random 520103,Q52 continuation,25,1275.0,1.010732224,0.206640363,0.633837594257
q52_random_520103,Q52 · random 520103,Q52 continuation,26,1325.0,1.014530194,0.177497955,0.663057368144
q52_random_520103,Q52 · random 520103,Q52 continuation,27,1375.0,0.924047666,0.513503267,0.622723016407
q52_random_520103,Q52 · random 520103,Q52 continuation,28,1425.0,1.079285436,0.910779339,0.671710757497
q52_random_520103,Q52 · random 520103,Q52 continuation,29,1475.0,1.026105453,0.86633251,0.688741296543
q52_random_520103,Q52 · random 520103,Q52 continuation,30,1525.0,0.885773095,0.488326979,0.70761875657
q52_random_520103,Q52 · random 520103,Q52 continuation,31,1575.0,0.961476486,0.368509375,0.725603755757
q52_random_520103,Q52 · random 520103,Q52 continuation,32,1625.0,1.080586516,0.990713863,0.693826772223
q52_random_520103,Q52 · random 520103,Q52 continuation,33,1675.0,0.921957866,0.477649411,0.67490528247
q52_random_520103,Q52 · random 520103,Q52 continuation,34,1725.0,1.015804793,0.827766736,0.712948408386
q52_random_520103,Q52 · random 520103,Q52 continuation,35,1775.0,0.94050037,0.458386294,0.655763153011
q52_random_520103,Q52 · random 520103,Q52 continuation,36,1825.0,1.074601216,0.027589486,0.711210029205
q52_random_520103,Q52 · random 520103,Q52 continuation,37,1875.0,0.88697018,0.522439445,0.6575538758
q52_random_520103,Q52 · random 520103,Q52 continuation,38,1925.0,1.075938332,0.080633503,0.690071720069
q52_random_520103,Q52 · random 520103,Q52 continuation,39,1975.0,1.269778197,0.041491596,0.864981345614
q52_random_520104,Q52 · random 520104,Q52 continuation,0,25.0,0.413421736,0.492264401,0.144433632271
q52_random_520104,Q52 · random 520104,Q52 continuation,1,75.0,0.342489607,0.475613035,0.048633513734
q52_random_520104,Q52 · random 520104,Q52 continuation,2,125.0,0.588055717,0.44177319,0.002376672626
q52_random_520104,Q52 · random 520104,Q52 continuation,3,175.0,1.996588116,0.997078855,0.000221955918
q52_random_520104,Q52 · random 520104,Q52 continuation,4,225.0,1.996321715,0.997250634,0.000208225023
q52_random_520104,Q52 · random 520104,Q52 continuation,5,275.0,1.996263972,0.997540137,0.000194349907
q52_random_520104,Q52 · random 520104,Q52 continuation,6,325.0,1.999291754,0.990172704,0.001451483299
q52_random_520104,Q52 · random 520104,Q52 continuation,7,375.0,1.996317984,0.997616583,0.000179460443
q52_random_520104,Q52 · random 520104,Q52 continuation,8,425.0,1.995912751,0.997783897,0.000167167384
q52_random_520104,Q52 · random 520104,Q52 continuation,9,475.0,1.804541428,0.995667362,0.318807092502
q52_random_520104,Q52 · random 520104,Q52 continuation,10,525.0,1.657731246,0.988189076,0.685529526168
q52_random_520104,Q52 · random 520104,Q52 continuation,11,575.0,1.163314085,8.5687e-05,0.635098039427
q52_random_520104,Q52 · random 520104,Q52 continuation,12,625.0,1.235975311,0.973584552,0.697666770331
q52_random_520104,Q52 · random 520104,Q52 continuation,13,675.0,1.048699565,0.097391116,0.666942795144
q52_random_520104,Q52 · random 520104,Q52 continuation,14,725.0,1.127614143,0.005574562,0.654063727507
q52_random_520104,Q52 · random 520104,Q52 continuation,15,775.0,0.918467946,0.524558069,0.667402567996
q52_random_520104,Q52 · random 520104,Q52 continuation,16,825.0,1.018743893,0.887974333,0.642201430695
q52_random_520104,Q52 · random 520104,Q52 continuation,17,875.0,1.185382879,0.956039301,0.691857557855
q52_random_520104,Q52 · random 520104,Q52 continuation,18,925.0,1.11933948,0.995118368,0.730119730819
q52_random_520104,Q52 · random 520104,Q52 continuation,19,975.0,0.896122658,0.452809862,0.669963081909
q52_random_520104,Q52 · random 520104,Q52 continuation,20,1025.0,1.01481356,0.193702301,0.707605145334
q52_random_520104,Q52 · random 520104,Q52 continuation,21,1075.0,1.037673298,0.046073677,0.649257225662
q52_random_520104,Q52 · random 520104,Q52 continuation,22,1125.0,0.920676296,0.521568251,0.705135814513
q52_random_520104,Q52 · random 520104,Q52 continuation,23,1175.0,1.127111994,0.00453227,0.688452983433
q52_random_520104,Q52 · random 520104,Q52 continuation,24,1225.0,1.01129713,0.150167426,0.661187587004
q52_random_520104,Q52 · random 520104,Q52 continuation,25,1275.0,1.016500938,0.176511372,0.730798347181
q52_random_520104,Q52 · random 520104,Q52 continuation,26,1325.0,0.977484944,0.662729439,0.664452538229
q52_random_520104,Q52 · random 520104,Q52 continuation,27,1375.0,0.881573872,0.460882168,0.634565660338
q52_random_520104,Q52 · random 520104,Q52 continuation,28,1425.0,0.877370093,0.491689496,0.683607414329
q52_random_520104,Q52 · random 520104,Q52 continuation,29,1475.0,0.901834283,0.521537198,0.712728720147
q52_random_520104,Q52 · random 520104,Q52 continuation,30,1525.0,1.021900689,0.113412638,0.709069967099
q52_random_520104,Q52 · random 520104,Q52 continuation,31,1575.0,1.10378868,0.020691111,0.703387073958
q52_random_520104,Q52 · random 520104,Q52 continuation,32,1625.0,0.886120198,0.487534416,0.746839722371
q52_random_520104,Q52 · random 520104,Q52 continuation,33,1675.0,1.079683009,0.052544734,0.709160331799
q52_random_520104,Q52 · random 520104,Q52 continuation,34,1725.0,1.095267928,0.954793969,0.683325436069
q52_random_520104,Q52 · random 520104,Q52 continuation,35,1775.0,0.873153953,0.465094967,0.667620671073
q52_random_520104,Q52 · random 520104,Q52 continuation,36,1825.0,0.943707739,0.502782001,0.73719091409
q52_random_520104,Q52 · random 520104,Q52 continuation,37,1875.0,0.945720222,0.375162146,0.699550512656
q52_random_520104,Q52 · random 520104,Q52 continuation,38,1925.0,1.064641963,0.963666725,0.782133418238
q52_random_520104,Q52 · random 520104,Q52 continuation,39,1975.0,0.995830586,0.738088452,0.707108309647
